survey,NICKEL1MO-B,NICKEL1MO-V,NICKEL1MO-R,NICKEL1MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
NICKEL1MO,17.950032,17.262612,16.777254000000003,16.093524,17.569700241088867,16.982999801635742,16.72170066833496,16.60059928894043,339.86280472,8.57519568
NICKEL1MO,17.257983999999997,16.532944,16.115401000000002,15.478451999999999,16.80470085144043,16.268400192260742,16.006900787353516,15.904500007629395,339.88330821,8.56097099
NICKEL1MO,14.512863999999999,13.907523999999999,13.515621,13.035843999999999,14.124099731445312,13.690099716186523,13.564800262451172,13.528900146484375,24.34538743,5.92575642
NICKEL1MO,17.20042,16.674595,16.281243999999997,15.763995999999999,16.83639907836914,16.43910026550293,16.286800384521484,16.239500045776367,24.36600956,5.89682854
NICKEL1MO,17.850568,17.084488,16.504976,15.877116,17.343700408935547,16.67930030822754,16.401199340820312,16.26460075378418,24.36958647,5.8989581
NICKEL1MO,17.994728,16.784048,15.892743999999999,14.879912000000001,17.350799560546875,16.168100357055664,15.544099807739258,15.265700340270996,24.32387924,5.84748937
NICKEL1MO,16.03714,15.434365,15.001626,14.534656,15.628399848937988,15.183099746704102,15.010299682617188,14.980799674987793,126.93598241,21.51992159
NICKEL1MO,15.698912,15.131191999999999,14.717024,14.292119999999999,15.324899673461914,14.890700340270996,14.759900093078613,14.714300155639648,126.90915394,21.49853082
NICKEL1MO,15.102307999999999,14.631203000000001,14.276772999999999,13.895212,14.747400283813477,14.426899909973145,14.31149959564209,14.3125,126.96827235,21.492732
NICKEL1MO,16.595192,15.890672,15.390588999999999,14.861463999999998,16.112199783325195,15.555700302124023,15.350199699401855,15.288700103759766,126.92003517,21.45581715
NICKEL1MO,16.241388,15.547983,15.081385,14.636392,15.810400009155273,15.26159954071045,15.102999687194824,15.072699546813965,126.87115555,21.45220191
NICKEL1MO,14.947356000000001,14.513871,14.189103,13.836588,14.657400131225586,14.366800308227539,14.276900291442871,14.28969955444336,126.90568147,21.52198505
NICKEL1MO,17.624592,16.877322,16.383699,15.820407999999999,17.181699752807617,16.518800735473633,16.33180046081543,16.28459930419922,126.93043711,21.49776176
NICKEL1MO,16.887096,16.321085999999998,15.897003000000002,15.428876,16.52440071105957,16.079599380493164,15.921199798583984,15.865699768066406,241.85897704,7.99275505
NICKEL1MO,16.846708,15.905353000000002,15.294023000000001,14.6203,16.25029945373535,15.472399711608887,15.130999565124512,14.962599754333496,241.83130081,7.97700185
NICKEL1MO,16.843312,16.232842,15.803270000000001,15.358756,16.445600509643555,15.97700023651123,15.84220027923584,15.80090045928955,241.84941673,7.97319317
NICKEL1MO,17.425235999999998,16.897700999999998,16.506066,16.124803999999997,17.1117000579834,16.6781005859375,16.534299850463867,16.487899780273438,241.85028803,7.97006715
NICKEL1MO,15.368899999999998,14.791774999999998,14.408909,14.039816,14.99590015411377,14.575499534606934,14.432600021362305,14.401800155639648,241.77268805,7.95915491
NICKEL1MO,17.767248,17.249118,16.836202,16.435044,17.45479965209961,17.01609992980957,16.833999633789062,16.77079963684082,241.80255078,7.95747855
NICKEL1MO,17.558548000000002,16.848043,16.416825000000003,15.872752,17.184499740600586,16.624000549316406,16.35919952392578,16.237699508666992,241.83494066,7.94055504
NICKEL1MO,16.290924,15.732609,15.341799,14.955716,15.937600135803223,15.52810001373291,15.386699676513672,15.344300270080566,241.79290875,7.931476
NICKEL1MO,18.009076,17.498641,17.006944999999998,16.41256,17.706899642944336,17.225299835205078,17.039400100708008,16.96150016784668,241.85311722,7.9419967
NICKEL1MO,17.918884,17.257969,16.785186,16.281575999999998,17.542400360107422,17.000600814819336,16.803699493408203,16.720800399780273,241.78096636,7.93847499
NICKEL1MO,18.560644,17.711629000000002,17.026766,16.334164,18.017200469970703,17.205799102783203,16.883899688720703,16.757400512695312,163.70114034,61.34016908
NICKEL1MO,18.168104,17.109614,16.305179,15.495748,17.51930046081543,16.49519920349121,16.038400650024414,15.845800399780273,163.72655611,61.32950551
NICKEL1MO,17.009796,16.208661000000003,15.635175000000002,14.995984,16.51409912109375,15.815699577331543,15.508399963378906,15.392399787902832,163.68622552,61.32041298
NICKEL1MO,14.426680000000001,13.81963,13.409400999999999,12.921744,14.051600456237793,13.608099937438965,-999.0,13.363100051879883,163.62089884,61.31073791
NICKEL1MO,17.737940000000002,17.049665,16.620735999999997,16.050696,17.29560089111328,16.785400390625,16.54990005493164,16.467500686645508,163.61379498,61.30394071
NICKEL1MO,16.143828,15.724023,15.40648,14.991211999999999,15.84939956665039,15.561300277709961,15.4975004196167,15.510600090026855,140.52593249,51.03978085
NICKEL1MO,17.256412,16.581817,16.076300999999997,15.533584,16.812999725341797,16.254899978637695,16.018699645996094,15.926199913024902,140.42430869,51.02565193
NICKEL1MO,14.198227999999999,13.521923000000001,13.072783,12.585291999999999,13.75160026550293,-999.0,-999.0,13.228300094604492,140.44681483,50.98031594
NICKEL1MO,15.215632000000001,14.784711999999999,14.424574000000002,14.038684000000002,14.89900016784668,14.556599617004395,14.440099716186523,14.411800384521484,188.03654354,14.47897053
NICKEL1MO,14.424144000000002,13.682004,13.20783,12.695356,13.891799926757812,13.333499908447266,-999.0,13.026200294494629,188.02174515,14.39297958
NICKEL1MO,12.614608,11.951128,11.544689,11.1531,11.763500213623047,13.446100234985352,13.180700302124023,11.86139965057373,187.98738618,14.48134384
NICKEL1MO,15.651788,14.915633,14.458228,13.898036,15.196599960327148,14.626099586486816,14.40530014038086,14.305999755859375,211.63514106,-5.40070597
NICKEL1MO,17.334780000000002,16.877355,16.562035,16.133860000000002,17.033899307250977,16.735599517822266,16.62350082397461,16.604999542236328,211.61225353,-5.45105804
NICKEL1MO,15.237096000000001,15.098586,15.005277,14.800811999999999,15.076399803161621,15.128299713134766,15.213299751281738,15.279399871826172,211.62249279,-5.48175451
NICKEL1MO,17.679804,16.813689,16.212489,15.60116,17.1919002532959,16.409500122070312,16.117799758911133,15.998200416564941,211.61748826,-5.41422924
NICKEL1MO,17.68622,16.433645,15.516969,14.360916,16.998899459838867,15.787400245666504,15.065400123596191,14.725600242614746,211.58979091,-5.42872318
NICKEL1MO,15.489899999999999,14.699025,14.148039,13.479676000000001,15.060500144958496,14.369600296020508,14.083700180053711,13.94629955291748,263.84920343,60.8783025
NICKEL1MO,17.503544,16.932404000000002,16.544443,16.053448000000003,17.21820068359375,16.77120018005371,16.58370018005371,16.526599884033203,263.8914804,60.86356371
NICKEL1MO,16.32488,15.803329999999999,15.422998000000002,14.936844,16.05419921875,15.643099784851074,15.482600212097168,15.439399719238281,263.98803453,60.85890259
NICKEL1MO,18.110836,16.984800999999997,16.14065,15.2446,17.514699935913086,16.388900756835938,15.86299991607666,15.624899864196777,263.88973619,60.84020989
NICKEL1MO,18.373728,18.018048,17.681705,17.267287999999997,18.194700241088867,17.892099380493164,17.778200149536133,17.75550079345703,263.80888851,60.83674824
NICKEL1MO,15.759184,15.119644,14.676427,14.205128,15.38290023803711,14.876399993896484,14.697400093078613,14.64330005645752,263.8339812,60.83566198
NICKEL1MO,18.70628,17.71448,17.048096,16.403332,18.13719940185547,17.295400619506836,16.96339988708496,16.817399978637695,263.8039768,60.82382341
NICKEL1MO,17.376544000000003,16.377903999999997,15.624551,14.871104,16.82379913330078,15.844799995422363,15.451600074768066,15.275699615478516,263.81675858,60.80568781
NICKEL1MO,15.57308,15.13703,14.813014,14.423048,15.282500267028809,14.977499961853027,14.877599716186523,14.855199813842773,263.83499343,60.79358351
NICKEL1MO,16.384635999999997,15.814351000000002,15.415511,14.980340000000002,16.029300689697266,15.59630012512207,15.464900016784668,15.426199913024902,263.8359062,60.79135098
NICKEL1MO,18.51522,17.903895,17.427809,17.085088,18.11210060119629,17.610700607299805,17.429399490356445,17.394500732421875,263.87390875,60.78989998
NICKEL1MO,17.834084,17.258668999999998,16.829448,16.379448,17.5132999420166,17.0762996673584,16.889299392700195,16.83769989013672,263.80379939,60.78732372
NICKEL1MO,18.448484,17.830319000000003,17.338322,16.829432,18.057899475097656,17.545400619506836,17.34910011291504,17.271499633789062,227.88057146,13.52557131
NICKEL1MO,15.681508,15.082153,14.67149,14.266176000000002,15.300299644470215,14.890700340270996,14.743000030517578,14.706299781799316,227.84309097,13.50590785
NICKEL1MO,15.988956000000002,15.384471000000001,14.968024,14.4857,15.605400085449219,15.15779972076416,14.986599922180176,14.929100036621094,227.86456308,13.49689765
NICKEL1MO,17.376664,16.472074,15.835693000000001,15.173639999999999,16.803600311279297,16.046100616455078,15.744199752807617,15.593799591064453,227.87157688,13.475832
NICKEL1MO,13.147116,12.525531,12.146286,11.696692,-999.0,-999.0,-999.0,-999.0,227.86265203,13.47040831
NICKEL1MO,14.186691999999999,13.589046999999999,13.182134,12.747075999999998,13.788800239562988,13.430299758911133,-999.0,13.170900344848633,22.89666861,14.23312276
NICKEL1MO,18.53566,17.342935,16.453655,15.545356,17.874099731445312,16.74449920654297,16.1742000579834,15.925000190734863,22.85231017,14.3215021
NICKEL1MO,18.593567999999998,17.827488000000002,17.300814000000003,16.843532,18.108699798583984,17.506099700927734,17.25819969177246,17.153600692749023,22.87310361,14.31533882
NICKEL1MO,18.475596,17.802711,17.389311999999997,16.719088,18.058500289916992,17.550600051879883,17.36549949645996,17.311899185180664,22.86575009,14.3100637
NICKEL1MO,17.804004,17.237139000000003,16.840333,16.478508,17.38479995727539,17.03179931640625,16.91010093688965,16.87540054321289,22.84982133,14.30856345
NICKEL1MO,16.127864,15.522523999999999,15.094180999999999,14.579852,15.741800308227539,15.272899627685547,15.102299690246582,15.050200462341309,38.52696697,21.00345806
NICKEL1MO,17.213804000000003,16.561439,16.111961,15.600192000000002,16.799299240112305,16.303199768066406,16.1200008392334,16.056100845336914,38.47380296,20.94830654
NICKEL1MO,16.475436,15.819651000000002,15.380893,14.871764,16.045700073242188,15.547800064086914,15.371399879455566,15.299500465393066,38.51866584,20.94299604
NICKEL1MO,15.603048,14.999418,14.58849,14.065204,15.212200164794922,14.760000228881836,14.581700325012207,14.527299880981445,38.51103156,20.94120329
NICKEL1MO,18.410196,17.566311,16.887232,15.922944000000001,17.9419002532959,17.1560001373291,16.56399917602539,16.259300231933594,38.4969062,21.00347525
NICKEL1MO,18.494504,17.820764,17.335343,16.707856,18.114200592041016,17.48819923400879,17.22480010986328,17.09749984741211,38.5340666,20.96423028
NICKEL1MO,18.247888,17.447608,16.947966,16.407244000000002,17.745100021362305,17.15060043334961,16.904300689697266,16.79599952697754,20.70381996,33.51762109
NICKEL1MO,18.044508,17.445153,17.111925,16.710607999999997,17.73740005493164,17.33639907836914,17.19099998474121,17.167600631713867,20.67927182,33.51289106
NICKEL1MO,18.08848,17.395929999999996,16.934851000000002,16.395652,17.701000213623047,17.18239974975586,16.980600357055664,16.91119956970215,20.67687012,33.50477039
NICKEL1MO,16.646184,16.006644,15.608066,15.222628000000002,16.217100143432617,15.750900268554688,15.597900390625,15.55780029296875,20.73454489,33.49119301
NICKEL1MO,14.370339999999999,13.853064999999999,13.525836,13.081847999999999,14.023300170898438,13.641500473022461,13.537500381469727,13.508700370788574,20.73942961,33.48827094
NICKEL1MO,14.699676,14.018241,13.571516,13.091732000000002,14.244600296020508,13.72599983215332,13.560600280761719,13.493800163269043,20.75793293,33.48410419
NICKEL1MO,17.613975999999997,16.953916,16.451123,15.974444,17.17490005493164,16.603599548339844,16.37380027770996,16.29640007019043,20.75921772,33.47382706
NICKEL1MO,17.637432,16.693512000000002,15.985457,15.336263999999998,17.072500228881836,16.174800872802734,15.842599868774414,15.699600219726562,20.77957768,33.43913621
NICKEL1MO,15.202144,14.673753999999999,14.191877,13.783876000000001,14.827099800109863,14.385600090026855,14.235899925231934,14.204099655151367,146.07338913,-21.22675449
NICKEL1MO,16.168992000000003,15.378972000000001,14.695944,14.147148000000001,15.67590045928955,14.920100212097168,14.663999557495117,14.543000221252441,146.05947648,-21.23936328
NICKEL1MO,16.070064,15.550223999999998,15.065233,14.669228,15.706700325012207,15.27239990234375,15.101699829101562,15.069999694824219,146.05222665,-21.26715293
NICKEL1MO,15.048496,14.653486000000001,14.236359,13.849131999999999,14.76930046081543,14.434399604797363,14.342599868774414,14.332599639892578,146.05768327,-21.28740932
NICKEL1MO,15.825695999999999,14.661186,13.631539,12.3444,15.142800331115723,13.954500198364258,-999.0,-999.0,146.08307733,-21.28834222
NICKEL1MO,15.203396,14.658761,14.174055000000001,13.730291999999999,14.820099830627441,14.341099739074707,14.163900375366211,14.128899574279785,146.08391355,-21.29463228
NICKEL1MO,16.158012,15.739917,15.351422,14.983200000000002,15.848400115966797,15.521200180053711,15.387399673461914,15.370400428771973,146.08017226,-21.29524319
NICKEL1MO,17.442311999999998,16.618092,15.914724,15.250516,16.926300048828125,16.108400344848633,15.770000457763672,15.64680004119873,146.08930001,-21.29699594
NICKEL1MO,17.762908,17.120803,16.626411,16.256240000000002,17.347200393676758,16.837299346923828,16.652599334716797,16.621000289916992,146.09333143,-21.3033828
NICKEL1MO,16.160619999999998,15.720295,15.29216,14.85258,15.828700065612793,15.461700439453125,15.319999694824219,15.306099891662598,146.09514246,-21.30954417
NICKEL1MO,16.630907999999998,15.775053000000002,15.053326,14.355404,16.10569953918457,15.269800186157227,14.879899978637695,14.703200340270996,146.11631228,-21.31697486
NICKEL1MO,17.706628000000002,16.987572999999998,16.508452999999996,16.049336,17.281999588012695,16.728599548339844,16.527099609375,16.451000213623047,37.88042212,39.43190361
NICKEL1MO,18.417852,17.803107,17.414265,16.989308,18.037900924682617,17.617900848388672,17.484600067138672,17.44029998779297,37.91141666,39.42685401
NICKEL1MO,16.300264000000002,15.652174,15.252155,14.809163999999999,15.921099662780762,15.449299812316895,15.311100006103516,15.277400016784668,37.86717057,39.42497845
NICKEL1MO,18.206324000000002,17.605258999999997,17.258259999999996,16.881048,17.8617000579834,17.442399978637695,17.29159927368164,17.225400924682617,37.93398551,39.42441895
NICKEL1MO,17.419828,17.000023,16.678836,16.259904,17.15329933166504,16.86870002746582,16.76059913635254,16.733200073242188,37.89009062,39.4237862
NICKEL1MO,17.722759999999997,17.320909999999998,17.070983,16.654984000000002,17.489200592041016,17.26140022277832,17.207399368286133,17.236299514770508,37.85342891,39.42126873
NICKEL1MO,17.940839999999998,17.102939999999997,16.574547,16.012219999999996,17.454299926757812,16.779399871826172,16.507200241088867,16.393199920654297,37.85072696,39.41920549
NICKEL1MO,17.042883999999997,16.595719,16.27648,15.913412,16.76689910888672,16.463600158691406,16.364900588989258,16.35890007019043,37.86823131,39.40839371
NICKEL1MO,17.088004,16.521139,16.105202,15.648712000000002,16.704099655151367,16.271299362182617,16.11280059814453,16.046100616455078,37.95415889,39.40830356
NICKEL1MO,14.537388,14.057732999999999,13.725548,13.343136,14.221599578857422,13.900899887084961,13.840399742126465,13.79259967803955,37.90790823,39.40476662
NICKEL1MO,15.056952,14.378082,13.934249,13.43816,14.647899627685547,14.131999969482422,13.95479965209961,13.886699676513672,37.89989827,39.40409911
NICKEL1MO,16.337916,15.844581,15.486951,15.035176,16.033199310302734,15.672499656677246,15.536399841308594,15.501199722290039,37.87898001,39.40157493
NICKEL1MO,17.584052,16.627307,15.918457,15.233768,17.015300750732422,16.109399795532227,15.768199920654297,15.595999717712402,37.9402425,39.39929085
NICKEL1MO,17.143252,16.699507,16.37137,15.917188000000001,16.918500900268555,16.574600219726562,16.47960090637207,16.45549964904785,37.96286397,39.39436315
NICKEL1MO,17.719324,16.904509,16.336551999999998,15.727524,17.191299438476562,16.5049991607666,16.255300521850586,16.15690040588379,37.90605013,39.39349514
NICKEL1MO,14.216576,13.599266,13.177469,12.675688,13.816800117492676,-999.0,-999.0,13.119400024414062,37.9717377,39.37708151
NICKEL1MO,16.41744,15.83604,15.467485,15.03266,16.047199249267578,15.641599655151367,15.498600006103516,15.460100173950195,37.85860428,39.37553539
NICKEL1MO,17.990856,17.450496,17.066265,16.496192,17.63409996032715,17.23259925842285,17.10099983215332,17.04560089111328,37.93977973,39.3792458
NICKEL1MO,16.705968,16.324638,16.013123999999998,15.548276,16.398399353027344,16.139799118041992,16.039100646972656,15.980999946594238,37.9548859,39.36576943
NICKEL1MO,17.67282,16.890494999999998,16.382856,15.832452,17.169700622558594,16.55900001525879,16.31279945373535,16.193599700927734,37.90598339,39.36502819
NICKEL1MO,14.991652,14.505157,14.168904000000001,13.768212,14.660499572753906,14.325599670410156,14.225000381469727,14.21090030670166,37.91223071,39.36290167
NICKEL1MO,18.547144,18.018754,17.580605000000002,17.090248,18.19420051574707,17.772600173950195,17.6028995513916,17.537900924682617,37.9191155,39.36306726
NICKEL1MO,13.797588,13.189683,12.803087,12.360648,-999.0,-999.0,-999.0,-999.0,37.87069705,39.35565542
NICKEL1MO,18.619324000000002,17.804509000000003,17.086237,16.46988,18.082399368286133,17.261499404907227,16.937299728393555,16.724899291992188,37.94476209,39.35457303
NICKEL1MO,17.745412,17.284567,16.902531999999997,16.36338,17.471200942993164,17.07819938659668,16.9419002532959,16.905899047851562,37.91663266,39.35387095
NICKEL1MO,15.354664,14.450074,13.850133000000001,13.229940000000001,14.840999603271484,14.071499824523926,13.794300079345703,13.669699668884277,37.85458766,39.34801782
NICKEL1MO,14.82776,13.78466,13.160646,12.4933,14.199700355529785,-999.0,-999.0,-999.0,37.94529867,39.3469266
NICKEL1MO,17.888,17.246750000000002,16.803427,16.200584,17.50309944152832,16.9906005859375,16.80769920349121,16.725500106811523,37.91728185,39.34495912
NICKEL1MO,16.572752,15.808382,15.325541999999999,14.744144,16.114299774169922,15.519599914550781,15.281299591064453,15.179200172424316,37.877515,39.3391959
NICKEL1MO,14.953176000000001,14.378616,13.994997999999999,13.525548,14.56719970703125,14.157899856567383,14.005499839782715,13.981599807739258,269.42322783,27.79115672
NICKEL1MO,16.789080000000002,16.13928,15.712736000000001,15.165664,16.382299423217773,15.87600040435791,15.64739990234375,15.545599937438965,269.44935314,27.88541047
NICKEL1MO,16.913224,16.376284,16.022327999999998,15.600716,16.549999237060547,16.18160057067871,16.052200317382812,16.021499633789062,269.37822497,27.88318147
NICKEL1MO,17.849316,17.526981000000003,17.281072,16.976648,17.576499938964844,17.41390037536621,17.3789005279541,17.40369987487793,269.39117819,27.87024248
NICKEL1MO,14.689931999999999,13.852886999999999,13.310882,12.749692000000001,14.134400367736816,13.833399772644043,-999.0,13.137100219726562,269.42450708,27.86938845
NICKEL1MO,17.783223999999997,17.246284,16.937877999999998,16.511432,17.414600372314453,17.084400177001953,16.941600799560547,16.91119956970215,269.39825618,27.8654724
NICKEL1MO,18.445688,17.773658,17.253725,16.707835999999997,18.031299591064453,17.417600631713867,17.189599990844727,17.099599838256836,269.41109321,27.85802688
NICKEL1MO,15.273192,14.354922,13.776907999999999,13.138116000000002,14.685199737548828,13.96150016784668,13.633999824523926,13.498800277709961,269.4169787,27.85182026
NICKEL1MO,16.553604,16.029488999999998,15.661752000000002,15.214,16.186199188232422,15.809399604797363,15.67140007019043,15.639800071716309,269.41307399,27.84827057
NICKEL1MO,17.719915999999998,17.226581,16.941831,16.447452,17.364599227905273,17.014400482177734,16.89189910888672,16.872499465942383,269.36845424,27.83943388
NICKEL1MO,18.311544,17.526653999999997,17.120887999999997,16.634448000000003,17.688899993896484,17.242399215698242,17.095399856567383,17.05500030517578,269.39100395,27.8567248
NICKEL1MO,18.151888,17.779108,17.448082,17.017892,17.87019920349121,17.590299606323242,17.470600128173828,17.4512996673584,269.36263237,27.83414478
NICKEL1MO,14.123224,13.372533999999998,12.885987,12.341508,13.619199752807617,-999.0,-999.0,-999.0,269.43516581,27.83145607
NICKEL1MO,16.057844,15.508079,15.139663,14.69622,15.661499977111816,15.28380012512207,15.14780044555664,15.125699996948242,269.46211772,27.83170623
NICKEL1MO,16.752572,16.274627000000002,15.963501,15.544476000000001,16.408300399780273,16.11009979248047,16.014699935913086,16.009199142456055,269.45833317,27.82565371
NICKEL1MO,17.874468,17.172513000000002,16.741825000000002,16.305284,17.424699783325195,16.879100799560547,16.6919002532959,16.630199432373047,269.45050695,27.82380658
NICKEL1MO,17.469528,16.600848,15.988557,15.28376,16.89889907836914,16.156999588012695,15.845199584960938,15.701299667358398,269.36500274,27.82288744
NICKEL1MO,17.535812,16.818467000000002,16.359495000000003,15.76654,17.04490089416504,16.505599975585938,16.279699325561523,16.19029998779297,269.43690196,27.82000986
NICKEL1MO,17.544895999999998,16.893386,16.449427,15.958291999999998,17.054000854492188,16.602100372314453,16.426700592041016,16.363000869750977,269.45181805,27.81727817
NICKEL1MO,17.651875999999998,17.055941,16.675553,16.177536,17.244600296020508,16.860300064086914,16.710399627685547,16.67609977722168,269.397208,27.81580852
NICKEL1MO,18.237384,17.469594,16.874488999999997,16.278820000000003,17.76889991760254,17.079700469970703,16.807899475097656,16.707000732421875,269.45882375,27.81438078
NICKEL1MO,17.3903,16.770425,16.352113000000003,15.87592,16.939699172973633,16.480300903320312,16.308500289916992,16.26259994506836,269.43497873,27.8130564
NICKEL1MO,17.912872,17.456302,17.096396,16.681540000000002,17.586700439453125,17.273399353027344,17.15290069580078,17.131999969482422,269.45731125,27.80638938
