survey,NICKEL1-B,NICKEL1-V,NICKEL1-R,NICKEL1-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
NICKEL1,15.602162,14.996884,14.583267,14.103167,15.186200141906738,14.716300010681152,14.554900169372559,14.516799926757812,121.56962514,-27.54185756
NICKEL1,15.787575,15.532218,15.341561,15.10424,15.53339958190918,15.476099967956543,15.5,15.53030014038086,121.5759259,-27.56094009
NICKEL1,15.251977,14.694258,14.311167,13.867368,14.85219955444336,14.454999923706055,14.321599960327148,14.289600372314453,10.44545548,32.94019967
NICKEL1,16.801966,16.032745,15.51337,14.965088,16.306800842285156,15.68690013885498,15.466899871826172,15.380999565124512,10.45750393,33.00011241
NICKEL1,17.751562,17.198597,16.818554,16.365858,17.361099243164062,16.972400665283203,16.824899673461914,16.789600372314453,10.43220452,33.01202652
NICKEL1,16.796026,15.472959,14.590286,13.352464,16.0226993560791,14.81309986114502,13.985699653625488,13.619199752807617,21.35334726,-18.14364201
NICKEL1,16.527857,15.793949,15.2974205,14.70372,16.049800872802734,15.449600219726562,15.190699577331543,15.093799591064453,21.32464233,-18.19103963
NICKEL1,16.778282,15.934541,15.366819,14.734664,16.256799697875977,15.546799659729004,15.254500389099121,15.138099670410156,21.33256368,-18.18513073
NICKEL1,18.032429,17.002867,16.313866,15.613738,17.396799087524414,16.511999130249023,16.168899536132812,16.02630043029785,8.79712246,23.26682775
NICKEL1,17.422565,16.869596,16.489552,16.044167,17.04129981994629,16.641599655151367,16.496299743652344,16.452600479125977,8.83186209,23.2617318
NICKEL1,18.399944,17.380938,16.69885,15.972648,17.773799896240234,16.889699935913086,16.522899627685547,16.3617000579834,8.8131714,23.27324096
NICKEL1,18.20873,17.358297,16.786224,16.151295,17.66950035095215,16.96500015258789,16.659000396728516,16.51759910583496,8.77012533,23.25424829
NICKEL1,18.650576,17.891857,17.379278,16.762135,18.145000457763672,17.506099700927734,17.233200073242188,17.144399642944336,8.74999148,23.2458108
NICKEL1,16.826523,16.21268,15.793557,15.273935,16.415800094604492,15.933600425720215,15.73009967803955,15.649900436401367,6.9118938,-1.15459774
NICKEL1,16.487963,16.156004,15.916864,15.62748,16.188400268554688,16.03260040283203,16.034500122070312,16.066299438476562,6.9649423,-1.24343056
NICKEL1,18.108488,17.22362,16.629145,15.991733,17.54640007019043,16.80769920349121,16.515300750732422,16.38249969482422,6.94923666,-1.23336173
NICKEL1,18.220575,17.504791,17.019978,16.466778,17.743200302124023,17.176799774169922,16.947900772094727,16.892000198364258,6.9239656,-1.18264426
NICKEL1,18.723476,18.311003,18.020708,17.6434,18.402799606323242,18.145700454711914,18.054399490356445,18.020999908447266,6.98209633,-1.24403182
NICKEL1,16.087574,15.27824,14.7328615,14.114678,15.56779956817627,14.89169979095459,14.60260009765625,14.489299774169922,52.44813812,0.06883437
NICKEL1,17.31209,16.554323,16.042362,15.449328,16.827499389648438,16.21489906311035,15.949000358581543,15.833999633789062,52.4815938,0.09556307
NICKEL1,17.117765,16.487743,16.058212,15.545255,16.705299377441406,16.216400146484375,16.016799926757812,15.946499824523926,52.48654192,0.05291195
NICKEL1,17.565638,16.892754,16.435621,15.876435,17.126300811767578,16.58650016784668,16.360200881958008,16.26490020751953,52.4596183,0.02788056
NICKEL1,17.700462,17.082811,16.661242,16.149572,17.303199768066406,16.829999923706055,16.626300811767578,16.5492000579834,52.46506485,0.09943299
NICKEL1,16.25047,15.74501,15.395384,14.965433,15.888699531555176,15.53969955444336,15.41469955444336,15.385100364685059,20.20372087,4.7874524
NICKEL1,17.301357,16.521635,15.995454,15.4272995,16.800199508666992,16.15920066833496,15.927300453186035,15.84119987487793,20.19588365,4.79107369
NICKEL1,17.860588,16.593462,15.747901,14.520822,17.10260009765625,15.964500427246094,15.14430046081543,14.765399932861328,330.42421172,-21.54037237
NICKEL1,17.530544,16.9481,16.549147,16.086052,17.1294002532959,16.700899124145508,16.545299530029297,16.513700485229492,330.38081233,-21.53753133
NICKEL1,17.185402,16.563944,16.139925,15.632035,16.76259994506836,16.2814998626709,16.099199295043945,16.036800384521484,332.66506288,-20.78062241
NICKEL1,17.06818,16.573166,16.230217,15.825381,16.712499618530273,16.381500244140625,16.255699157714844,16.25029945373535,332.63303964,-20.80270808
NICKEL1,17.407864,16.814959,16.409286,15.93048,16.995100021362305,16.557199478149414,16.395700454711914,16.36039924621582,332.68609911,-20.81695458
NICKEL1,18.439905,17.361382,16.64025,15.884034,17.795700073242188,16.844200134277344,16.45199966430664,16.290700912475586,332.63274663,-20.78858493
NICKEL1,17.364977,16.807259,16.424166,15.962621,16.97170066833496,16.57159996032715,16.422000885009766,16.379899978637695,27.87439101,19.13869581
NICKEL1,18.163996,17.441532,16.952404,16.352581,17.690099716186523,17.129499435424805,16.857200622558594,16.72480010986328,27.92275037,19.14131483
NICKEL1,18.449543,17.867098,17.468145,16.987303,18.05419921875,17.623899459838867,17.464399337768555,17.401199340820312,27.87411201,19.12100213
NICKEL1,18.895596,18.254143,17.817263,17.270744,18.472000122070312,17.96739959716797,17.75659942626953,17.681699752807617,27.90786061,19.06347183
NICKEL1,14.941438,14.214207,13.721994,13.190581,14.468600273132324,13.883600234985352,13.666500091552734,13.549699783325195,127.86270941,-1.20055081
NICKEL1,15.371483,14.6871605,14.222653,13.716569,14.886799812316895,14.323800086975098,14.137900352478027,14.07800006866455,127.87176127,-1.19865645
NICKEL1,15.670435,15.137427,14.770169,14.347759,15.289400100708008,14.921899795532227,14.794099807739258,14.775199890136719,127.85904013,-1.19037568
NICKEL1,15.758635,15.209469,14.831861,14.407753,15.375,14.98449993133545,14.856599807739258,14.834099769592285,127.87040009,-1.23150464
NICKEL1,15.914536,15.460337,15.143449,14.76485,15.577099800109863,15.280500411987305,15.201000213623047,15.195099830627441,127.9005704,-1.24547001
NICKEL1,16.231522,15.617681,15.198559,14.759322,15.817099571228027,15.357099533081055,15.224200248718262,15.199700355529785,127.86646694,-1.21540935
NICKEL1,16.818216,16.325104,15.98337,15.59335,16.457500457763672,16.133899688720703,16.037799835205078,16.027599334716797,127.88983047,-1.24149189
NICKEL1,17.616325,16.778324,16.214329,15.618258,17.091699600219727,16.391000747680664,16.13409996032715,16.020200729370117,127.88801472,-1.16631567
NICKEL1,15.661343,15.0360775,14.609611,14.098189,15.235199928283691,14.759900093078613,14.560700416564941,14.498000144958496,50.7112309,1.40720232
NICKEL1,16.919952,16.387896,16.021246,15.548824,16.541400909423828,16.16230010986328,16.003000259399414,15.962499618530273,50.70843159,1.33712167
NICKEL1,17.986511,17.30409,16.840813,16.308828,17.537399291992188,16.997699737548828,16.785400390625,16.70509910583496,50.72790753,1.39943943
NICKEL1,17.023518,16.25907,15.742783,15.17829,16.523099899291992,15.914799690246582,15.679100036621094,15.581600189208984,17.74060878,15.47912814
NICKEL1,17.686575,16.718391,16.069563,15.304656,17.09469985961914,16.26300048828125,15.856900215148926,15.65250015258789,17.67667064,15.44426688
NICKEL1,18.103086,17.345324,16.833363,16.226757,17.608400344848633,16.988000869750977,16.701900482177734,16.573299407958984,17.69252527,15.44986166
NICKEL1,15.552132,14.94495,14.530108,14.040414,15.130900382995605,14.683899879455566,14.504199981689453,14.447099685668945,241.36866236,17.57161405
NICKEL1,16.183662,15.383882,14.8447,14.249424,15.679300308227539,15.014300346374512,14.754599571228027,14.655500411987305,241.41335081,17.60788682
NICKEL1,17.816042,16.658695,15.885693,15.046411,17.09480094909668,16.062599182128906,15.607000350952148,15.40999984741211,195.74460089,50.65731867
NICKEL1,18.429403,17.357603,16.640886,15.863424,17.78820037841797,16.84469985961914,16.437000274658203,16.24970054626465,195.8160269,50.59777387
NICKEL1,18.474281,17.733694,17.232845,16.652025,18.0039005279541,17.413400650024414,17.14620018005371,17.050500869750977,195.76592659,50.61860429
NICKEL1,15.304062,14.777705,14.414706,13.982555,14.931099891662598,14.559300422668457,14.429900169372559,14.400899887084961,36.38366143,41.85001381
NICKEL1,16.636795,15.938173,15.464439,14.931814,16.174999237060547,15.628999710083008,15.406800270080566,15.337200164794922,36.379804,41.80955718
NICKEL1,16.805777,16.236647,15.846235,15.389756,16.408599853515625,16.00320053100586,15.844900131225586,15.812999725341797,36.38164775,41.86429613
NICKEL1,17.372028,16.788631,16.389067,15.934227,16.979900360107422,16.535600662231445,16.396900177001953,16.372299194335938,36.39074406,41.82739767
NICKEL1,14.978258,14.408177,14.0171585,13.590855,14.578900337219238,14.171500205993652,14.04699993133545,14.00879955291748,171.23075099,-9.78913328
NICKEL1,15.876475,15.108211,14.589451,14.04649,15.37909984588623,14.75529956817627,14.539400100708008,14.453200340270996,171.28428367,-9.82314189
NICKEL1,16.57584,16.06373,15.70985,15.287553,16.20439910888672,15.861000061035156,15.72920036315918,15.712800025939941,171.23108421,-9.76853449
NICKEL1,17.120245,16.60339,16.24647,15.838287,16.735599517822266,16.38759994506836,16.268999099731445,16.25979995727539,171.22199909,-9.79062898
NICKEL1,17.40119,16.827307,16.433847,16.001925,17.000900268554688,16.587099075317383,16.454700469970703,16.424699783325195,171.27741083,-9.75346046
NICKEL1,17.560028,16.976631,16.577066,16.114918,17.17099952697754,16.72450065612793,16.582300186157227,16.529600143432617,171.27316416,-9.84321402
NICKEL1,17.822191,17.073973,16.56819,16.047132,17.26810073852539,16.645200729370117,16.473100662231445,16.43600082397461,171.26213166,-9.82007499
NICKEL1,17.627857,17.003544,16.577688,16.058016,17.202499389648438,16.736499786376953,16.53569984436035,16.466800689697266,255.03888912,23.14257989
NICKEL1,17.77671,17.203775,16.810925,16.346739,17.385000228881836,16.971500396728516,16.80500030517578,16.78179931640625,255.05326571,23.11564685
NICKEL1,18.410278,17.669691,17.168846,16.59429,17.929100036621094,17.348400115966797,17.095300674438477,17.034500122070312,255.03364548,23.10623571
NICKEL1,18.630056,18.176807,17.860525,17.424604,18.30900001525879,18.011999130249023,17.87619972229004,17.88330078125,255.04895452,23.12015144
NICKEL1,17.33895,16.832542,16.482307,16.077314,16.977800369262695,16.638200759887695,16.519100189208984,16.507200241088867,38.53988788,1.37146253
NICKEL1,17.674137,17.035542,16.600498,16.102303,17.253400802612305,16.76219940185547,16.575599670410156,16.52050018310547,38.5076928,1.39608435
NICKEL1,18.216938,17.565012,17.121386,16.640593,17.814899444580078,17.297199249267578,17.112199783325195,17.057600021362305,38.50830919,1.37808613
NICKEL1,18.98468,18.348944,17.915737,17.389652,18.58769989013672,18.085899353027344,17.8700008392334,17.796499252319336,38.48128995,1.36662832
NICKEL1,16.126741,15.52622,15.115659,14.617266,15.71560001373291,15.269499778747559,15.0802001953125,15.006799697875977,353.68036907,18.24799049
NICKEL1,17.00964,16.432905,16.037615,15.562588,16.58060073852539,16.14550018310547,16.019800186157227,15.955900192260742,353.71924978,18.22282877
NICKEL1,17.810064,17.093327,16.607891,16.066082,17.344999313354492,16.766700744628906,16.54840087890625,16.456300735473633,353.69994651,18.18339323
NICKEL1,17.734564,17.181597,16.801552,16.348858,17.343399047851562,16.945899963378906,16.798099517822266,16.753799438476562,353.72037867,18.18598657
NICKEL1,14.926641,14.349905,13.954614,13.506733,14.523699760437012,14.09469985961914,13.9306001663208,13.898699760437012,322.73393379,14.02213483
NICKEL1,16.306187,15.5092745,14.9719515,14.379059,15.799099922180176,15.140299797058105,14.887200355529785,14.762299537658691,322.70072598,13.99685817
NICKEL1,17.11808,16.309704,15.764944,15.158345,16.59819984436035,15.930000305175781,15.669400215148926,15.569299697875977,322.70727015,13.95688281
NICKEL1,17.038132,16.430948,16.016108,15.529547,16.62030029296875,16.166900634765625,15.989399909973145,15.949600219726562,322.73370648,14.00584287
NICKEL1,17.32972,16.66255,16.2091,15.68392,16.890600204467773,16.36520004272461,16.16029930114746,16.086999893188477,322.71913073,13.99697439
NICKEL1,17.905916,17.285412,16.862005,16.369873,17.47209930419922,17.01930046081543,16.83839988708496,16.796600341796875,322.71553049,13.96076744
NICKEL1,18.143614,17.535482,17.120031,16.628147,17.724599838256836,17.272199630737305,17.09149932861328,17.05120086669922,322.75345647,13.98934698
NICKEL1,16.438536,15.114502,14.231188,13.06635,15.656100273132324,14.450900077819824,13.698599815368652,13.361300468444824,359.19345111,5.53119314
NICKEL1,16.730358,15.950636,15.424455,14.851079,16.23110008239746,15.587400436401367,15.355199813842773,15.25510025024414,359.18365076,5.47759139
NICKEL1,17.830898,17.001497,16.443092,15.842683,17.300600051879883,16.619300842285156,16.358200073242188,16.244199752807617,359.21820067,5.53297267
NICKEL1,17.76164,17.088755,16.631618,16.118372,17.299999237060547,16.80299949645996,16.608999252319336,16.52050018310547,359.19812555,5.54367726
NICKEL1,17.009138,16.370543,15.9355,15.393456,16.59510040283203,16.099599838256836,15.879300117492676,15.798500061035156,55.56597496,39.24436924
NICKEL1,18.35681,17.572311,17.043037,16.405487,17.851699829101562,17.216100692749023,16.909000396728516,16.779600143432617,55.62636802,39.25836571
NICKEL1,18.266207,17.560913,17.08287,16.521366,17.78219985961914,17.255199432373047,17.02359962463379,16.919200897216797,55.61737421,39.23745482
