survey,KAIT4MO-B,KAIT4MO-V,KAIT4MO-R,KAIT4MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
KAIT4MO,14.357428,13.739657999999999,13.31701,12.903326000000002,13.963299751281738,13.47089958190918,-999.0,13.236900329589844,12.02649805,27.65082971
KAIT4MO,13.643436000000001,13.116946000000002,12.768771,12.424366,-999.0,-999.0,-999.0,-999.0,11.97964653,27.63271106
KAIT4MO,15.57944,14.89484,14.440326999999998,13.975446,15.138899803161621,14.594400405883789,14.393600463867188,14.325300216674805,12.01954821,27.58329417
KAIT4MO,17.981440000000003,17.296840000000003,16.779816999999998,16.23842,17.58049964904785,16.956199645996094,16.680400848388672,16.5580997467041,348.70657975,4.51265646
KAIT4MO,16.045346,15.408831000000001,14.951076,14.441173999999998,15.655500411987305,15.121500015258789,14.901399612426758,14.817700386047363,348.7291692,4.50668649
KAIT4MO,17.997206,16.782041,15.793354,14.711322,17.2903995513916,16.10140037536621,15.188199996948242,14.77869987487793,21.58575707,-6.05906677
KAIT4MO,13.53512,12.866819999999999,12.420471,11.928726,-999.0,-999.0,-999.0,-999.0,21.57311035,-6.08589015
KAIT4MO,18.14113,17.077555,16.293028,15.660179999999999,17.579299926757812,16.45949935913086,15.951299667358398,15.733200073242188,21.56982763,-6.12338997
KAIT4MO,14.782414,13.903028999999998,13.338097000000001,12.763399999999999,14.309599876403809,13.560799598693848,-999.0,13.091699600219727,103.2078941,50.08866
KAIT4MO,16.091744000000002,15.615783999999998,15.277022,14.912562,15.799799919128418,15.438799858093262,15.321100234985352,15.300999641418457,103.26880211,50.07898222
KAIT4MO,18.654006000000003,18.009341000000003,17.60287,17.109208000000002,18.436500549316406,17.84440040588379,17.644500732421875,17.58880043029785,103.26878269,50.0769234
KAIT4MO,17.179323999999998,16.597414,16.172545,15.682474,16.810300827026367,16.337400436401367,16.130199432373047,16.047399520874023,103.32121649,50.07391675
KAIT4MO,17.689020000000003,16.89847,16.368566,15.837364,17.243799209594727,16.56450080871582,16.30190086364746,16.197500228881836,103.25293232,50.06385395
KAIT4MO,16.127371999999998,15.685642,15.352594,14.949066,15.829500198364258,15.484800338745117,15.368900299072266,15.34939956665039,103.32920465,50.06114674
KAIT4MO,14.063516,13.634825999999999,13.319561,12.982876000000001,13.804900169372559,13.501700401306152,-999.0,13.391400337219238,103.27281988,50.05421328
KAIT4MO,17.501884,16.382074,15.443111,14.450432000000001,17.057600021362305,15.819499969482422,15.043100357055664,14.698200225830078,103.23831703,50.05482136
KAIT4MO,17.081006000000002,16.436341000000002,15.961109,15.473104000000001,16.771499633789062,16.244699478149414,16.037900924682617,15.96500015258789,103.23647199,50.0537448
KAIT4MO,16.111114,15.679979,15.355631,15.015057999999998,15.82349967956543,15.503800392150879,15.395999908447266,15.376700401306152,103.31396337,50.04839824
KAIT4MO,18.806678,17.679533000000003,16.723144,15.786871999999999,18.25200080871582,17.013599395751953,16.284500122070312,15.969599723815918,103.23233777,50.04449496
KAIT4MO,15.158978000000001,14.806083000000001,14.532174000000001,14.236770000000002,14.894499778747559,14.671600341796875,14.61769962310791,14.649200439453125,103.30354934,50.03276783
KAIT4MO,16.633836,16.188845999999998,15.871668,15.49052,16.359100341796875,16.035400390625,15.915900230407715,15.906700134277344,103.21002077,50.03383756
KAIT4MO,17.283488000000002,16.739068,16.370124999999998,15.953668,16.943899154663086,16.509700775146484,16.367700576782227,16.343399047851562,103.32638741,50.02548792
KAIT4MO,18.500696,17.884556,17.353064,16.881691999999997,18.079500198364258,17.57110023498535,17.319299697875977,17.247800827026367,103.28277012,50.02470693
KAIT4MO,16.203198,15.711753,15.342552999999999,14.949388,15.892900466918945,15.49530029296875,15.362000465393066,15.334500312805176,103.31160579,50.0191028
KAIT4MO,17.432056,16.848516,16.424438,15.993620000000002,17.083099365234375,16.62190055847168,16.457000732421875,16.405000686645508,103.22330536,50.01877675
KAIT4MO,16.778654,16.192669,15.788084000000001,15.366214000000001,16.415700912475586,15.963700294494629,15.771499633789062,15.71150016784668,103.29746876,50.01820659
KAIT4MO,18.233970000000003,17.382295,16.769982,16.152701999999998,17.789199829101562,16.953800201416016,16.635099411010742,16.488300323486328,103.30866688,50.01503254
KAIT4MO,17.734792,16.991512,16.499392999999998,16.046754000000004,17.35219955444336,16.761199951171875,16.50119972229004,16.408700942993164,103.2488764,50.01347127
KAIT4MO,16.928368000000003,16.237248,15.739463,15.259272,16.511600494384766,15.912500381469727,15.706000328063965,15.613100051879883,103.3407443,50.01147721
KAIT4MO,14.25004,13.891440000000001,13.589490999999999,13.236974,14.004599571228027,13.759099960327148,13.649299621582031,13.684200286865234,15.81254678,32.28583625
KAIT4MO,16.128374,15.607588999999999,15.264236,14.83057,15.833100318908691,15.441100120544434,15.297599792480469,15.247400283813477,15.81609878,32.26435029
KAIT4MO,16.695624,16.072964000000002,15.624113,15.154488,16.297800064086914,15.780500411987305,15.571999549865723,15.488699913024902,15.89354492,32.25403916
KAIT4MO,18.452572,17.847842,17.409043,16.840762,18.1294002532959,17.601999282836914,17.356300354003906,17.243799209594727,15.82078449,32.24815378
KAIT4MO,15.68888,15.13468,14.720475,14.264858,15.357799530029297,14.901200294494629,14.68220043182373,14.602800369262695,15.86697698,32.24737048
KAIT4MO,18.099698000000004,17.404503000000002,16.965401,16.510082,17.69540023803711,17.126100540161133,16.938800811767578,16.896799087524414,15.84108559,32.21970291
KAIT4MO,18.257226,17.474011,16.880270000000003,16.210247999999996,17.806699752807617,17.0664005279541,16.755399703979492,16.632299423217773,15.90914974,32.20273774
KAIT4MO,17.891199999999998,17.3207,16.916191,16.454787999999997,17.555599212646484,17.10770034790039,16.92569923400879,16.865699768066406,15.85206676,32.19539612
KAIT4MO,16.38411,15.703585,15.262722,14.727258,15.992199897766113,15.45460033416748,15.249799728393555,15.173199653625488,15.82914396,32.1945079
KAIT4MO,17.704842,17.022687,16.508496,16.025552,17.312999725341797,16.707300186157227,16.416799545288086,16.29210090637207,339.92023921,8.63441635
KAIT4MO,15.385229999999998,14.851405,14.457228,14.01441,15.056500434875488,14.617199897766113,14.434200286865234,14.378499984741211,339.87559935,8.62301144
KAIT4MO,18.840381999999998,18.003377,17.489319000000002,16.997538000000002,18.406299591064453,17.68910026550293,17.424699783325195,17.309900283813477,339.84758619,8.61564846
KAIT4MO,17.517678,16.798033,16.251134,15.705867999999999,17.073299407958984,16.437400817871094,16.15220069885254,16.025299072265625,339.84262825,8.5866169
KAIT4MO,17.916264,17.261004,16.786002,16.156105999999998,17.569700241088867,16.982999801635742,16.72170066833496,16.60059928894043,339.86280472,8.57519568
KAIT4MO,17.222368,16.531247999999998,16.122763,15.534538,16.80470085144043,16.268400192260742,16.006900787353516,15.904500007629395,339.88330821,8.56097099
KAIT4MO,14.483127999999999,13.906108,13.522623,13.082186,14.124099731445312,13.690099716186523,13.564800262451172,13.528900146484375,24.34538743,5.92575642
KAIT4MO,17.174590000000002,16.673365,16.288372,15.812774,16.83639907836914,16.43910026550293,16.286800384521484,16.239500045776367,24.36600956,5.89682854
