survey,CFA2_B,CFA2_V,CFA2_R,CFA2_I,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
cfa2,16.625,16.009,15.633,15.261,16.216400146484375,15.845399856567385,15.700900077819824,15.674200057983398,272.87741,49.905389
cfa2,15.962,15.312,14.924,14.561,15.530799865722654,15.139699935913086,14.996500015258787,14.968600273132324,272.84567000000004,49.8835
cfa2,15.718,15.152,14.812,14.489,15.340499877929688,15.013099670410154,14.91100025177002,14.899700164794922,272.73734,49.887528
cfa2,17.823,16.886,16.343,15.841,17.243799209594727,16.56450080871582,16.30190086364746,16.197500228881836,103.253,50.063944
cfa2,16.855,16.139,15.728,15.318,16.395599365234375,15.915499687194824,15.74209976196289,15.711299896240234,103.20338000000001,50.068222
cfa2,17.557,16.845,16.435,16.041,17.083099365234375,16.62190055847168,16.457000732421875,16.405000686645508,103.22336999999999,50.018861
cfa2,19.339,18.101,17.315,16.647,18.61870002746582,17.556400299072266,17.116500854492188,16.929000854492188,103.22137,50.014860999999996
cfa2,18.567,17.788,17.339,16.876,18.079500198364254,17.571100234985348,17.319299697875973,17.247800827026367,103.28279,50.024806
cfa2,18.422,17.367,16.733,16.168,17.789199829101562,16.953800201416016,16.635099411010742,16.488300323486328,103.30861999999999,50.015167
cfa2,17.073,16.206,15.717,15.256,16.511600494384766,15.912500381469727,15.706000328063965,15.613100051879885,103.34075,50.011583
cfa2,17.383,16.723,16.338,15.959,16.943899154663086,16.509700775146484,16.367700576782227,16.343399047851562,103.32642,50.025583000000005
cfa2,17.275,16.563,16.132,15.684,16.810300827026367,16.337400436401367,16.130199432373047,16.047399520874027,103.32125,50.073972
cfa2,17.277,16.428,15.93,15.452,16.742000579833984,16.170000076293945,15.927000045776367,15.838399887084961,15.866959,32.239944
cfa2,16.241,15.622,15.244,14.864,15.833100318908693,15.441100120544435,15.297599792480467,15.247400283813475,15.816125,32.264278000000004
cfa2,18.269,17.391,16.941,16.526,17.69540023803711,17.126100540161133,16.938800811767578,16.896799087524414,15.841207999999998,32.21975
cfa2,17.821,17.036,16.589,16.167,17.297500610351562,16.798900604248047,16.604000091552734,16.539400100708008,15.868292000000002,32.227610999999996
cfa2,16.802,16.021,15.562,15.108,16.297800064086914,15.780500411987305,15.571999549865724,15.488699913024902,15.8935,32.254166999999995
cfa2,16.824,16.067,15.642,15.211,16.342199325561527,15.854599952697756,15.653300285339355,15.577199935913086,339.92526000000004,8.65425
cfa2,17.859,16.985,16.469,15.946,17.312999725341793,16.707300186157227,16.416799545288086,16.29210090637207,339.9202,8.6344167
cfa2,17.322,16.504,16.033,15.555,16.80470085144043,16.268400192260742,16.006900787353516,15.904500007629395,339.8833,8.5610556
cfa2,18.349,17.143,16.428,15.835,17.642200469970703,16.69529914855957,16.32029914855957,16.142400741577152,339.86386,8.5921944
cfa2,16.835,15.762,15.172,14.588,16.196100234985348,15.429300308227539,15.083200454711914,14.91100025177002,339.85126,8.551138900000002
cfa2,17.642,16.749,16.209,15.697,17.073299407958984,16.437400817871097,16.15220069885254,16.025299072265625,339.84268,8.586666699999999
cfa2,17.751,16.64,16.036,15.428,17.045600891113278,16.245800018310547,15.91670036315918,15.759599685668945,339.82336000000004,8.6030556
cfa2,17.46,16.566,16.066,15.545,16.926200866699222,16.29829978942871,16.03190040588379,15.91800022125244,339.82391,8.609666699999998
cfa2,16.012,15.423,15.056,14.681,15.651200294494627,15.298399925231935,15.153300285339355,15.128399848937988,24.326124,5.8821110999999995
cfa2,17.268,16.633,16.242,15.85,16.83639907836914,16.43910026550293,16.286800384521484,16.239500045776367,24.365999,5.8968611
cfa2,17.943,17.006,16.441,15.918,17.343700408935547,16.67930030822754,16.401199340820312,16.26460075378418,24.369541,5.8989722
cfa2,16.853,15.932,15.385,14.891,16.28070068359375,15.625399589538574,15.378899574279785,15.293100357055664,24.385084,5.8598889000000005
cfa2,18.13,16.745,15.848,14.99,17.350799560546875,16.168100357055664,15.544099807739258,15.265700340270994,24.323833,5.8476111
cfa2,15.854,15.137,14.721,14.316,15.382399559020994,14.92300033569336,14.744600296020508,14.697199821472168,133.54584,36.4925
cfa2,16.197,15.524,15.125,14.718,15.69130039215088,15.295700073242188,15.10830020904541,15.001199722290039,133.56905,36.47775
cfa2,17.439,16.596,16.108,15.643,16.885799407958984,16.309200286865234,16.08839988708496,16.011600494384766,133.59712,36.468778
cfa2,18.982,17.534,16.576,15.563,18.10849952697754,16.926599502563473,16.149099349975586,15.787699699401855,133.5592,36.440360999999996
cfa2,17.376,16.801,16.454,16.101,16.967399597167972,16.630500793457028,16.518299102783207,16.510099411010742,133.66008,36.438944
cfa2,17.799,16.979,16.521,16.076,17.26059913635254,16.73189926147461,16.529899597167972,16.474800109863278,133.68275,36.557444
cfa2,18.324,17.068,16.27,15.572,17.604900360107422,16.544099807739258,16.091999053955078,15.896499633789062,133.64845,36.520389
cfa2,16.353,15.595,15.178,14.79,15.837200164794922,15.353400230407715,15.18019962310791,15.144700050354006,126.90816000000001,21.446806
cfa2,16.663,15.835,15.37,14.927,16.112199783325195,15.555700302124025,15.350199699401855,15.288700103759766,126.92013,21.455917000000003
cfa2,17.608,16.854,16.446,16.037,17.102100372314453,16.63759994506836,16.46190071105957,16.426700592041016,126.97421000000001,21.471056
cfa2,17.142,16.543,16.189,15.838,16.728599548339847,16.368400573730472,16.244300842285153,16.234399795532227,126.96928999999999,21.482528
cfa2,17.507,16.876,16.522,16.145,17.08370018005371,16.702800750732422,16.568099975585938,16.546199798583984,126.97478999999998,21.488167
cfa2,15.15,14.572,14.236,13.905,14.747400283813475,14.426899909973145,14.31149959564209,14.3125,126.96838000000001,21.492805999999998
cfa2,17.598,16.764,16.308,15.905,17.181699752807614,16.518800735473633,16.33180046081543,16.284599304199222,126.93054,21.497833
cfa2,16.107,15.38,14.987,14.599,15.628399848937988,15.183099746704102,15.010299682617188,14.980799674987793,126.93608,21.519944
cfa2,14.998,14.492,14.188,13.873,14.657400131225586,14.366800308227539,14.276900291442873,14.28969955444336,126.90579,21.522
cfa2,17.708,16.659,16.037,15.506,17.074199676513672,16.274200439453125,15.95829963684082,15.848299980163574,126.90553999999999,21.516167000000003
cfa2,15.77,15.104,14.711,14.334,15.324899673461914,14.890700340270994,14.759900093078613,14.714300155639648,126.90925,21.498583
cfa2,17.663,16.888,16.403,15.915,17.184499740600586,16.624000549316403,16.359199523925778,16.237699508666992,241.83504,7.940611099999999
cfa2,17.557,16.869,16.47,16.099,17.111700057983402,16.6781005859375,16.534299850463867,16.487899780273438,241.85042,7.9700833
cfa2,17.413,16.054,15.187,14.398,16.63089942932129,15.477399826049805,14.906900405883787,14.669699668884276,240.59941,37.340416999999995
cfa2,17.495,16.728,16.278,15.872,16.98940086364746,16.483400344848633,16.297100067138672,16.237800598144528,240.62991,37.325833
cfa2,17.565,16.866,16.454,16.028,17.11720085144043,16.667600631713867,16.494400024414062,16.430099487304688,240.66298999999998,37.318889
cfa2,17.194,16.439,16.012,15.605,16.678699493408207,16.193599700927734,16.028200149536133,15.974900245666506,240.68133999999998,37.306611
cfa2,17.327,16.425,15.887,15.369,16.800600051879886,16.137699127197266,15.780500411987305,15.7253999710083,240.68666000000002,37.327028000000006
cfa2,17.367,16.743,16.38,16.058,16.943599700927734,16.573200225830078,16.454299926757812,16.432100296020508,240.74229,37.304194
cfa2,17.519,16.668,16.129,15.571,17.045000076293945,16.39259910583496,16.112600326538086,15.989700317382812,240.74958999999998,37.304972
cfa2,17.851,17.185,16.809,16.477,17.412700653076172,17.02359962463379,16.87459945678711,16.847999572753903,240.74492,37.336056
cfa2,17.678,17.16,16.813,16.444,17.30299949645996,17.015300750732422,16.886600494384766,16.863500595092773,240.66338,37.389333
cfa2,16.561,16.001,15.644,15.291,16.197900772094727,15.848899841308596,15.728300094604492,15.70139980316162,240.68942,37.427639
cfa2,17.162,16.32,15.847,15.412,16.597999572753903,16.042800903320312,15.851099967956545,15.770600318908693,187.95604,14.363332999999999
cfa2,15.756,14.991,14.553,14.143,15.012200355529785,14.92199993133545,14.934200286865234,14.757800102233887,188.01979,14.387667
cfa2,14.538,13.655,13.146,12.686,13.891799926757812,13.333499908447266,-999.0,13.026200294494627,188.02184,14.392917
cfa2,15.289,14.712,14.364,14.017,14.89900016784668,14.556599617004395,14.440099716186525,14.411800384521484,188.03667,14.478917000000001
cfa2,18.183,17.561,17.214,16.858,18.276199340820312,17.400699615478516,17.25950050354004,17.384300231933597,187.98666,14.47025
cfa2,18.209,16.78,15.875,15.037,-999.0,-999.0,-999.0,-999.0,38.49596,20.9885
cfa2,17.467,16.797,16.392,15.983,17.02239990234375,16.590499877929688,16.417900085449222,16.37150001525879,14.675958999999999,12.716139
cfa2,18.104,17.183,16.613,16.09,17.522199630737305,16.840700149536133,16.542999267578125,16.433900833129886,14.659375,12.761306
cfa2,18.313,17.775,17.419,17.09,17.939899444580078,17.6018009185791,17.466499328613278,17.450199127197266,14.612,12.689639
cfa2,18.841,17.778,17.12,16.535,18.19289970397949,17.36319923400879,17.025100708007812,16.874799728393555,14.6475,12.685278
cfa2,18.12,17.501,17.137,16.765,17.73740005493164,17.33639907836914,17.19099998474121,17.167600631713867,20.679251,33.513028000000006
cfa2,15.992,15.152,14.609,14.063,15.489500045776367,14.855999946594238,14.535699844360352,14.390600204467773,84.176292,16.606806
cfa2,17.902,16.48,15.63,14.817,17.092199325561527,15.959199905395508,15.375900268554688,15.05239963531494,84.178917,16.609083
cfa2,16.757,15.13,14.204,13.352,15.821499824523926,14.540800094604492,13.924099922180176,13.57129955291748,84.17229499999999,16.614139
cfa2,17.468,16.485,15.878,15.283,16.890600204467773,16.146400451660153,15.77519989013672,15.596500396728516,84.165291,16.635861
cfa2,16.371,15.681,15.241,14.772,15.951899528503418,15.481300354003904,15.248499870300293,15.141300201416016,84.16579399999999,16.642360999999998
cfa2,16.111,15.095,14.486,13.89,15.512299537658693,14.750300407409668,14.396200180053713,14.21500015258789,84.181335,16.678722
cfa2,17.175,16.302,15.738,15.162,16.668899536132812,15.99240016937256,15.649999618530273,15.481599807739258,84.129837,16.686332999999998
cfa2,17.282,16.368,15.778,15.204,16.744600296020508,16.048200607299805,15.69159984588623,15.51140022277832,84.110962,16.671806
cfa2,16.161,15.165,14.551,13.956,15.570799827575685,14.810400009155273,14.440799713134766,14.263500213623047,84.113876,16.661832999999998
cfa2,16.254,15.33,14.732,14.135,15.714799880981445,14.992899894714355,14.61400032043457,14.418600082397461,84.112122,16.615944
cfa2,16.521,15.737,15.244,14.744,16.028200149536133,15.486900329589846,15.210200309753418,15.063199996948242,84.140541,16.612667000000002
cfa2,17.129,16.282,15.721,15.166,16.609899520874027,15.972599983215332,15.637499809265135,15.466400146484375,84.127625,16.632056
cfa2,16.932,16.157,15.714,15.29,16.431499481201172,15.928999900817873,15.72130012512207,15.662500381469727,129.59476,25.775639
cfa2,18.269,17.472,17.015,16.578,17.756399154663086,17.207599639892578,17.023199081420902,16.951299667358402,129.58879,25.765889
cfa2,17.325,16.574,16.141,15.726,16.83650016784668,16.358999252319336,16.167200088500973,16.101999282836914,129.54783999999998,25.779694
cfa2,18.418,17.577,17.08,16.634,17.88319969177246,17.305599212646484,17.062599182128903,16.97559928894043,129.61741999999998,25.747667
cfa2,16.946,16.343,15.982,15.626,16.548799514770508,16.19179916381836,16.060600280761722,16.030899047851562,129.6375,25.816722
cfa2,17.664,17.077,16.727,16.378,17.265100479125973,16.91629981994629,16.801000595092773,16.78019905090332,129.60634,25.794917
cfa2,17.573,16.305,15.473,14.708,16.845600128173828,15.777000427246096,15.24839973449707,15.000200271606445,146.09801000000002,-21.249194
cfa2,17.916,16.766,16.054,15.39,17.186100006103516,16.365400314331055,15.892800331115724,15.68369960784912,146.0697,-21.262944
cfa2,16.335,15.283,14.687,14.193,15.67590045928955,14.920100212097168,14.663999557495115,14.54300022125244,146.05946,-21.239417
cfa2,16.2,15.47,15.058,14.679,15.706700325012207,15.27239990234375,15.101699829101562,15.06999969482422,146.05222,-21.267167
cfa2,16.254,15.683,15.334,14.983,15.848400115966795,15.521200180053713,15.387399673461914,15.370400428771973,146.08016999999998,-21.295278
cfa2,17.58,16.504,15.857,15.31,16.926300048828125,16.108400344848633,15.770000457763672,15.64680004119873,146.08934,-21.297056
cfa2,17.879,17.084,16.635,16.238,17.347200393676758,16.837299346923828,16.652599334716793,16.621000289916992,146.09333999999998,-21.303417
cfa2,16.273,15.635,15.268,14.91,15.828700065612793,15.461700439453125,15.31999969482422,15.306099891662598,146.09517,-21.309583
cfa2,18.169,17.12,16.484,15.938,17.540599822998047,16.752500534057614,16.4197998046875,16.30470085144043,146.08684,-21.318194000000002
cfa2,16.344,15.611,15.192,14.804,15.847299575805664,15.395600318908693,15.232199668884276,15.180899620056152,146.09746,-21.318389
cfa2,16.746,15.681,15.008,14.393,16.10569953918457,15.269800186157227,14.879899978637695,14.703200340270994,146.11638,-21.316944
cfa2,17.151,16.469,16.066,15.679,16.704099655151367,16.271299362182614,16.112800598144528,16.046100616455078,37.954124,39.408333
cfa2,17.703,16.547,15.85,15.275,17.015300750732422,16.109399795532227,15.768199920654295,15.595999717712402,37.940208,39.399333
cfa2,17.798,16.838,16.289,15.817,17.191299438476562,16.504999160766598,16.255300521850586,16.15690040588379,37.906082,39.393556
cfa2,15.158,14.364,13.924,13.512,14.647899627685547,14.131999969482422,13.95479965209961,13.886699676513672,37.900002,39.404111
cfa2,16.413,15.836,15.475,15.124,16.033199310302734,15.672499656677244,15.536399841308596,15.501199722290039,37.879044,39.401610999999995
cfa2,16.68,15.8,15.304,14.843,16.114299774169922,15.51959991455078,15.281299591064453,15.179200172424315,37.877541,39.33925
cfa2,17.715,16.846,16.336,15.862,17.169700622558597,16.55900001525879,16.312799453735348,16.193599700927734,37.905998,39.365083
cfa2,15.052,14.481,14.147,13.823,14.660499572753904,14.325599670410154,14.225000381469727,14.21090030670166,37.912292,39.362944
cfa2,17.239,16.214,15.6,15.077,16.607900619506836,15.845000267028807,15.539999961853027,15.418800354003904,37.924084,39.336333
cfa2,17.212,16.28,15.748,15.284,16.623699188232422,15.979700088500975,15.738800048828125,15.638500213623047,37.970707,39.350139
cfa2,16.733,16.272,15.954,15.606,16.398399353027347,16.139799118041992,16.039100646972653,15.980999946594238,37.954918,39.365806
cfa2,15.767,14.874,14.374,13.933,15.211400032043455,14.603300094604492,14.39109992980957,14.299500465393065,37.965584,39.39375
cfa2,15.26,14.637,14.271,13.894,14.844300270080565,14.465299606323242,14.32759952545166,14.282500267028807,106.42504,50.592361
cfa2,15.763,15.252,14.937,14.611,15.411999702453613,15.110699653625488,15.011799812316895,15.003299713134766,106.46408000000001,50.621
cfa2,16.844,16.087,15.66,15.251,16.356000900268555,15.859399795532227,15.676300048828125,15.622599601745605,106.47371000000001,50.631167
cfa2,16.922,16.073,15.574,15.105,16.400400161743164,15.794400215148926,15.553299903869627,15.456100463867188,106.40038,50.642167
cfa2,16.04,15.394,15.022,14.655,15.627099990844727,15.213800430297852,15.06719970703125,15.033300399780273,106.36871000000001,50.640194
cfa2,15.86,15.33,15.004,14.671,15.512900352478027,15.190099716186525,15.07450008392334,15.05500030517578,106.37646000000001,50.635861
cfa2,16.127,15.521,15.174,14.832,15.726200103759766,15.361900329589846,15.238699913024902,15.226900100708008,106.37612,50.623083
cfa2,16.834,15.855,15.285,14.767,16.227899551391598,15.508899688720705,15.225199699401855,15.102299690246582,106.36021000000001,50.597611
cfa2,17.175,16.517,16.139,15.786,16.740900039672848,16.334800720214847,16.186599731445312,16.153600692749027,106.35838000000001,50.585221999999995
cfa2,15.093,14.606,14.314,14.021,14.75749969482422,14.478799819946287,14.394700050354006,14.39169979095459,106.35021,50.555222
cfa2,16.176,15.636,15.314,14.989,15.806300163269045,15.484399795532227,15.389699935913086,15.380900382995605,106.39716000000001,50.566333
cfa2,16.537,15.592,15.075,14.594,15.93589973449707,15.284600257873535,15.035099983215332,14.92959976196289,106.42362,50.549139000000004
cfa2,16.52,15.821,15.405,15.016,16.059499740600586,15.610199928283693,15.432299613952635,15.380200386047365,121.28103999999999,66.766667
cfa2,14.158,13.455,13.455,13.455,13.69260025024414,-999.0,-999.0,13.053299903869627,121.31641,66.73925
cfa2,16.391,15.782,15.427,15.078,15.978099822998047,15.612799644470215,15.498700141906738,15.479299545288086,121.35503999999999,66.740639
cfa2,15.731,15.031,14.632,14.255,15.286100387573242,14.852499961853027,14.684399604797365,14.649499893188475,121.43279,66.751417
cfa2,14.481,13.955,13.627,13.304,14.130000114440918,13.821800231933596,13.731499671936035,13.715900421142578,121.40417,66.798528
cfa2,15.998,15.277,14.876,14.5,15.561800003051758,15.104000091552734,14.936400413513185,14.893899917602539,121.32613,66.830472
cfa2,14.99,14.314,13.938,13.571,14.558799743652346,14.1427001953125,13.99250030517578,13.957799911499025,121.09891999999999,66.82175
cfa2,16.416,15.48,14.955,14.449,15.80869960784912,15.177900314331055,14.886300086975098,14.758600234985352,121.10758,66.715639
cfa2,16.015,15.416,15.066,14.744,15.600500106811525,15.239100456237793,15.122400283813475,15.101400375366213,121.16496000000001,66.709389
cfa2,15.685,14.942,14.51,14.122,15.20009994506836,14.705699920654295,14.538599967956545,14.503499984741213,121.29678999999999,66.707472
cfa2,16.618,15.914,15.495,15.125,16.147499084472653,15.71150016784668,15.55459976196289,15.514399528503418,238.24174,65.92666700000001
cfa2,18.422,17.08,16.211,15.46,17.65369987487793,16.513999938964847,15.965299606323242,15.731200218200685,238.17782999999997,65.91269399999999
cfa2,16.416,15.49,14.939,14.499,15.849300384521484,15.189499855041506,14.951899528503418,14.878399848937988,238.19067,65.989
cfa2,16.889,16.015,15.489,15.04,16.339099884033207,15.735699653625488,15.520000457763672,15.40530014038086,238.24146000000002,65.98616700000001
cfa2,17.378,16.378,15.793,15.319,16.77120018005371,16.036800384521484,15.776300430297852,15.67770004272461,238.37653999999998,65.959028
cfa2,15.377,14.643,14.24,13.862,14.907899856567385,14.452400207519533,14.31089973449707,14.288000106811525,269.37411000000003,27.856694
cfa2,17.501,16.512,15.893,15.354,16.89889907836914,16.156999588012695,15.845199584960938,15.701299667358398,269.36508,27.823
cfa2,17.137,16.289,15.801,15.368,16.60569953918457,16.036199569702152,15.830300331115724,15.770099639892578,269.36295,27.814694
cfa2,15.465,14.873,14.508,14.153,15.064200401306152,14.724499702453613,14.589900016784668,14.555700302124025,269.41553,27.824583
cfa2,16.356,15.624,15.206,14.831,15.87339973449707,15.423999786376953,15.262200355529785,15.214400291442873,269.42511,27.823278000000002
cfa2,16.058,15.068,14.508,13.997,15.448699951171875,14.76360034942627,14.47700023651123,14.350500106811525,269.42804,27.819667
cfa2,16.475,15.905,15.518,15.126,16.093700408935547,15.731300354003904,15.56060028076172,15.517499923706055,269.43282999999997,27.796971999999997
cfa2,16.07,15.441,15.058,14.699,15.661499977111815,15.28380012512207,15.14780044555664,15.125699996948242,269.46222,27.831806
cfa2,16.844,16.096,15.635,15.176,16.382299423217773,15.87600040435791,15.64739990234375,15.545599937438965,269.44946,27.8855
cfa2,16.563,15.96,15.6,15.24,16.186199188232422,15.809399604797365,15.67140007019043,15.639800071716307,269.41312,27.848360999999997
cfa2,16.934,16.328,15.96,15.609,16.549999237060547,16.18160057067871,16.052200317382812,16.021499633789062,269.3783,27.883278000000004
cfa2,0.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,21.234167000000003,9.505361099999998
cfa2,17.953,17.199,16.767,16.345,17.481399536132812,16.991899490356445,16.812299728393555,16.747200012207028,21.156,9.548833300000002
cfa2,17.846,17.147,16.725,16.198,17.38559913635254,16.94179916381836,16.747400283813473,16.681400299072266,21.150833,9.4806389
cfa2,15.031,14.312,13.903,13.527,14.594200134277346,14.094799995422365,13.9399995803833,13.902000427246096,16.807333,32.346306
cfa2,15.413,14.582,14.125,13.714,14.876299858093262,14.333999633789062,14.146200180053713,14.084199905395508,16.838333,32.364167
cfa2,16.645,15.972,15.577,15.197,16.196399688720707,15.77299976348877,15.619600296020508,15.580499649047852,16.842333,32.371833
cfa2,16.003,15.382,15.009,14.645,15.595999717712402,15.214400291442873,15.077400207519533,15.038700103759766,16.910833,32.355639000000004
cfa2,17.605,16.083,15.089,14.017,16.71980094909668,15.484600067138672,14.633199691772461,14.237600326538086,16.906416,32.4275
cfa2,15.747,14.805,14.28,13.798,15.151900291442873,14.511300086975098,14.259599685668945,14.160599708557127,16.912167,32.435722
cfa2,17.107,15.991,15.31,14.752,16.42569923400879,15.56410026550293,15.23449993133545,15.091699600219727,16.8475,32.425333
cfa2,16.92,16.059,15.564,15.12,16.398099899291992,15.800200462341307,15.582799911499025,15.49810028076172,16.791,32.445444
cfa2,16.338,15.794,15.463,15.125,15.966099739074707,15.647600173950195,15.54170036315918,15.526700019836426,16.832834,32.394417
cfa2,15.893,15.206,14.812,14.435,15.437399864196776,15.012700080871582,14.858699798583984,14.831299781799315,108.81658,23.473417
cfa2,16.158,15.511,15.122,14.733,15.738300323486328,15.333100318908693,15.165200233459473,15.116800308227539,108.83979,23.4485
cfa2,16.157,15.444,15.041,14.663,15.688599586486815,15.239700317382812,15.081500053405762,15.04319953918457,108.83753999999999,23.423194
cfa2,16.316,15.736,15.391,15.062,15.916299819946287,15.573699951171875,15.459699630737305,15.451600074768065,108.82058,23.392360999999998
cfa2,16.423,15.89,15.563,15.247,16.05069923400879,15.740900039672852,15.644700050354006,15.64109992980957,108.84805,23.381556
cfa2,15.958,15.395,15.046,14.701,15.58549976348877,15.237500190734865,15.113699913024902,15.09749984741211,108.92245,23.371056
cfa2,16.435,15.686,15.251,14.837,15.946399688720705,15.459500312805176,15.27810001373291,15.222700119018555,108.93654,23.441111
cfa2,17.023,15.801,15.039,14.353,16.319000244140625,15.322199821472168,14.870100021362305,14.680899620056152,108.879,23.466110999999998
cfa2,16.722,16.169,15.805,15.461,16.351200103759766,16.014799118041992,15.881699562072756,15.857500076293945,108.85941000000001,23.468306
