survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
DES,17.283788681030273,16.570016860961914,16.302629470825195,16.163856506347656,17.25860023498535,16.60700035095215,16.338699340820312,16.21310043334961,87.11449925987651,17.350365727747715
DES,18.403493881225586,17.639915466308594,17.34528923034668,17.145830154418945,18.39189910888672,17.732200622558594,17.400100708007812,17.24329948425293,87.07199468363598,17.11057730855438
DES,17.591449737548828,16.899757385253906,16.632022857666016,16.487462997436523,17.575300216674805,16.9689998626709,16.677099227905273,16.547199249267578,87.07033603645208,17.21202886106878
DES,18.747787475585938,18.061555862426758,17.751853942871094,17.580129623413086,18.74959945678711,18.140899658203125,17.800899505615234,17.639799118041992,87.07157281413092,17.173851821132892
DES,14.555334091186523,14.085474967956543,13.927072525024414,13.849245071411133,14.550000190734863,14.143500328063965,13.95359992980957,13.878399848937988,87.07082052264178,17.18514630121663
DES,18.531551361083984,18.10875129699707,17.853708267211914,17.718975067138672,18.62649917602539,18.140399932861328,17.912700653076172,17.8341007232666,87.02387386077912,17.336190579639485
DES,17.54937171936035,16.87297248840332,16.626569747924805,16.473312377929688,17.546899795532227,16.94339942932129,16.666000366210938,16.536699295043945,87.02427169845173,17.294635946448235
DES,18.05624008178711,17.399059295654297,17.141117095947266,16.955196380615234,18.02589988708496,17.46109962463379,17.18400001525879,17.03420066833496,87.02423804367753,17.303689181423596
DES,18.545684814453125,17.764020919799805,17.506162643432617,17.359453201293945,18.483800888061523,17.843799591064453,17.571199417114258,17.43720054626465,87.02452738348978,17.37809769269448
DES,18.389223098754883,17.57229232788086,17.261272430419922,17.05213165283203,18.40180015563965,17.67770004272461,17.320100784301758,17.154399871826172,87.06884280576666,17.137704880358807
DES,15.218619346618652,14.815895080566406,14.683058738708496,14.633346557617188,15.221099853515625,14.873299598693848,14.714900016784668,14.660799980163574,87.51897879966742,17.48599665548737
DES,17.647748947143555,17.108476638793945,16.920703887939453,16.805723190307617,17.62809944152832,17.170700073242188,16.977800369262695,16.860599517822266,87.09679355191705,17.136392377503697
DES,17.151172637939453,16.564502716064453,16.343183517456055,16.192502975463867,17.14929962158203,16.628299713134766,16.380800247192383,16.261999130249023,86.97432739289077,17.170659518623435
DES,15.453154563903809,14.659605979919434,14.362011909484863,14.167940139770508,15.443699836730957,14.746199607849121,14.409299850463867,14.241999626159668,87.00418903896687,17.226420353998797
DES,18.012514114379883,17.358598709106445,17.122783660888672,16.965450286865234,17.983699798583984,17.430299758911133,17.189199447631836,17.040599822998047,87.0015007220415,17.15575908308925
DES,15.431329727172852,14.586702346801758,14.265911102294922,14.068657875061035,15.427499771118164,14.685400009155273,14.323399543762207,14.151599884033203,87.51991833333696,17.45989561528735
DES,18.753751754760742,17.952974319458008,17.646730422973633,17.485464096069336,18.648000717163086,18.01740074157715,17.719900131225586,17.590099334716797,87.26353017598261,17.472908967265745
DES,13.451272010803223,13.324250221252441,13.3405179977417,13.3408784866333,-999.0,-999.0,-999.0,13.36359977722168,87.11930747179457,17.36690847478752
DES,16.478233337402344,15.937273979187012,15.74619197845459,15.633891105651855,16.46109962463379,15.999500274658203,15.769800186157227,15.6766996383667,87.51906421397936,17.45203648856344
DES,18.751985549926758,18.0284423828125,17.783550262451172,17.652631759643555,18.609500885009766,18.099899291992188,17.880800247192383,17.756099700927734,87.23752764426183,17.446717025294554
DES,18.298995971679688,17.887630462646484,17.72491455078125,17.639589309692383,18.283700942993164,17.928300857543945,17.763500213623047,17.690500259399414,87.40329776847722,17.43645766310315
DES,18.137784957885742,17.644775390625,17.443641662597656,17.366039276123047,18.12969970703125,17.692100524902344,17.50550079345703,17.420499801635742,87.08512154104285,17.375386690872702
DES,16.87504768371582,16.276281356811523,16.040061950683594,15.915221214294434,16.860599517822266,16.332399368286133,16.094200134277344,15.963500022888184,87.08521944248619,17.333724920011523
DES,17.6647891998291,17.30128288269043,17.168237686157227,17.085655212402344,17.67060089111328,17.350099563598633,17.204099655151367,17.124500274658203,87.37597058760299,17.463528580866598
DES,18.222719192504883,17.52907371520996,17.275360107421875,17.134485244750977,18.203899383544922,17.604400634765625,17.354400634765625,17.210800170898438,87.37526432612205,17.54187663433428
DES,14.927454948425293,14.212406158447266,13.988268852233887,13.873632431030273,14.9128999710083,14.276800155639648,14.01930046081543,13.921099662780762,87.08550846981986,17.394985494905068
DES,15.897146224975586,15.539155960083008,15.453267097473145,15.38217830657959,15.891400337219238,15.559800148010254,15.444600105285645,15.42080020904541,87.05174838092151,17.35731433622386
DES,17.09907341003418,16.66415023803711,16.526521682739258,16.404891967773438,17.093700408935547,16.71419906616211,16.550100326538086,16.470800399780273,87.02064130354123,17.29085948721907
DES,17.552532196044922,16.964298248291016,16.763872146606445,16.648101806640625,17.53969955444336,17.02720069885254,16.821800231933594,16.703500747680664,87.22840961602714,17.332145702023503
DES,17.6595458984375,17.13019561767578,16.91510581970215,16.79467010498047,17.660600662231445,17.20039939880371,16.964000701904297,16.854999542236328,87.23819591635205,17.49655566371771
DES,17.662065505981445,17.090242385864258,16.870216369628906,16.750696182250977,17.65329933166504,17.16080093383789,16.935300827026367,16.810699462890625,87.11444545539793,17.35711727445054
DES,18.674650192260742,17.748640060424805,17.39359474182129,17.20723533630371,18.5664005279541,17.807899475097656,17.43950080871582,17.262300491333008,87.09490655142653,17.100044660773627
DES,15.47904109954834,14.898285865783691,14.722661018371582,14.627362251281738,15.46500015258789,14.964699745178223,14.750300407409668,14.673199653625488,87.02669057321758,17.174832062906525
DES,16.074779510498047,15.458703994750977,15.24423885345459,15.118600845336914,16.073699951171875,15.522299766540527,15.279600143432617,15.174300193786621,87.0003746278811,17.218541591231556
DES,17.37279510498047,16.48253059387207,16.174739837646484,15.993524551391602,17.370100021362305,16.58329963684082,16.23080062866211,16.06399917602539,87.63044108597278,17.434749253181547
DES,18.26657485961914,17.524425506591797,17.27655792236328,17.13667869567871,18.197900772094727,17.58099937438965,17.338199615478516,17.20240020751953,87.74969003356408,17.489626030670987
DES,17.941930770874023,17.4510440826416,17.23101234436035,17.105497360229492,17.949600219726562,17.490299224853516,17.27560043334961,17.182100296020508,87.72678525464106,17.4786570504667
DES,18.795434951782227,18.32512664794922,18.11016082763672,17.943878173828125,18.845800399780273,18.38719940185547,18.117000579833984,17.982200622558594,87.4829095045314,17.477717911506875
DES,18.18382453918457,17.351993560791016,17.072071075439453,16.91505241394043,18.11009979248047,17.424699783325195,17.142200469970703,16.997400283813477,87.17705028792327,17.34460671451051
DES,17.792863845825195,17.241374969482422,17.050357818603516,16.94140625,17.809499740600586,17.32390022277832,17.101999282836914,16.995899200439453,87.27155289332714,17.37084619655544
DES,17.864517211914062,17.259273529052734,17.047903060913086,16.930187225341797,17.858999252319336,17.332799911499023,17.103099822998047,17.010900497436523,87.11483539181943,17.38888278374879
DES,18.32193374633789,17.4945011138916,17.205198287963867,17.03464698791504,18.32229995727539,17.580799102783203,17.252500534057617,17.113100051879883,87.23523176312597,17.306476070114226
DES,18.694316864013672,18.04709815979004,17.793750762939453,17.65615463256836,18.697599411010742,18.111000061035156,17.843399047851562,17.71299934387207,87.14787298964453,17.27631901354215
DES,18.429489135742188,17.997617721557617,17.813894271850586,17.728084564208984,18.408700942993164,18.019500732421875,17.867300033569336,17.79360008239746,87.70235750884318,17.53220728232624
DES,18.429777145385742,17.45825958251953,17.09544563293457,16.92262077331543,18.42639923095703,17.532800674438477,17.17140007019043,16.999399185180664,87.70260505547516,17.55231283879961
DES,17.13443374633789,16.475473403930664,16.28411102294922,16.155046463012695,17.117799758911133,16.548900604248047,16.32229995727539,16.22260093688965,87.70370507101268,17.493681328150615
DES,17.0109806060791,16.504474639892578,16.316797256469727,16.213459014892578,16.997100830078125,16.562299728393555,16.35849952697754,16.269399642944336,87.70420032101987,17.48739112049514
DES,15.99986743927002,15.026144981384277,14.65237045288086,14.424530029296875,15.980199813842773,15.1274995803833,14.715700149536133,14.508899688720703,87.05665406596113,17.22206758121617
DES,17.348665237426758,16.3535099029541,16.009410858154297,15.834871292114258,17.327600479125977,16.45359992980957,16.08799934387207,15.913299560546875,87.20515225679286,17.267985976028534
DES,17.623933792114258,17.20226287841797,17.053695678710938,16.966657638549805,17.63170051574707,17.26289939880371,17.104900360107422,17.0221004486084,87.20489678914676,17.275036582925594
DES,17.980220794677734,17.358123779296875,17.114089965820312,16.98116683959961,17.971200942993164,17.415800094604492,17.163700103759766,17.049100875854492,87.27062845124632,17.306370308425418
DES,17.50335121154785,16.907079696655273,16.703121185302734,16.571897506713867,17.516799926757812,16.99180030822754,16.818199157714844,16.629499435424805,87.26654414355524,17.29317290171875
DES,17.920839309692383,17.267175674438477,17.02056884765625,16.864309310913086,17.96109962463379,17.337200164794922,17.04640007019043,16.94219970703125,87.26847421438207,17.311947430887585
DES,16.93767547607422,16.471210479736328,16.30420684814453,16.215225219726562,16.94059944152832,16.5132999420166,16.336000442504883,16.265300750732422,87.24885750248741,17.392760771373265
DES,15.705622673034668,14.509421348571777,14.023941993713379,13.709271430969238,15.697600364685059,14.623000144958496,14.105199813842773,13.825300216674805,87.24760917210051,17.320785514076857
DES,17.814395904541016,17.099390029907227,16.849306106567383,16.69886589050293,17.789400100708008,17.17060089111328,16.911699295043945,16.768299102783203,87.08186066220752,17.139467500594392
DES,16.984561920166016,16.50771141052246,16.329875946044922,16.234209060668945,16.978300094604492,16.56049919128418,16.367000579833984,16.28809928894043,87.20985488695075,17.55770220737853
DES,15.96374225616455,15.44615364074707,15.267732620239258,15.177420616149902,15.95110034942627,15.498499870300293,15.3056001663208,15.224900245666504,87.17812529633768,17.313510584107846
DES,15.86434555053711,15.071738243103027,14.830554008483887,14.697319984436035,15.855400085449219,15.157500267028809,14.878000259399414,14.773200035095215,87.48604081414726,17.47774180100082
DES,18.61127281188965,17.93512535095215,17.650537490844727,17.500980377197266,18.662900924682617,17.99020004272461,17.688800811767578,17.530500411987305,87.39614643164555,17.445472960059902
DES,17.147653579711914,16.522323608398438,16.29444122314453,16.175466537475586,17.131000518798828,16.59040069580078,16.336299896240234,16.232500076293945,87.17764094532133,17.32242667876666
DES,18.345802307128906,17.790613174438477,17.573637008666992,17.479339599609375,18.25909996032715,17.83300018310547,17.657400131225586,17.47089958190918,87.50063451121868,17.55291249152966
DES,17.299226760864258,16.476428985595703,16.22845458984375,16.079010009765625,17.295000076293945,16.564899444580078,16.277299880981445,16.135799407958984,87.20385569433323,17.269362019322855
DES,17.551509857177734,17.112110137939453,16.92331886291504,16.829423904418945,17.604999542236328,17.168899536132812,16.98859977722168,16.874000549316406,87.5014919475705,17.491499385829115
DES,17.52690887451172,16.319591522216797,15.870462417602539,15.624467849731445,17.511600494384766,16.429500579833984,15.962900161743164,15.718199729919434,87.03052848779632,17.124276606669984
DES,14.043075561523438,13.671296119689941,13.574110984802246,13.537460327148438,14.08180046081543,13.763199806213379,13.583900451660156,13.603799819946289,87.41838887012956,17.621340466760564
DES,17.728395462036133,17.200754165649414,17.034120559692383,16.93000602722168,17.716400146484375,17.284500122070312,17.071399688720703,16.980899810791016,87.35779016693425,17.669235851022336
DES,18.575382232666016,18.102041244506836,17.908586502075195,17.771339416503906,18.625499725341797,18.14929962158203,17.946199417114258,17.849000930786133,87.35773942601953,17.706758962719398
DES,17.719005584716797,17.169830322265625,16.963756561279297,16.83450698852539,17.72209930419922,17.2189998626709,17.002500534057617,16.908599853515625,87.35615854345349,17.69930965207527
DES,17.773012161254883,17.654510498046875,17.677730560302734,17.64160919189453,17.769399642944336,17.684600830078125,17.732799530029297,17.738000869750977,87.32644504330108,17.636656092469533
DES,15.76030445098877,15.310739517211914,15.179383277893066,15.100613594055176,15.740799903869629,15.355600357055664,15.194000244140625,15.145099639892578,87.55017384758172,17.688313027687915
DES,16.927406311035156,15.520523071289062,14.77322769165039,14.445964813232422,16.901899337768555,15.668399810791016,14.889900207519531,14.545999526977539,87.56467539506947,17.693115196501733
DES,16.67516326904297,16.182435989379883,16.015012741088867,15.91246223449707,16.671600341796875,16.241500854492188,16.0575008392334,15.959400177001953,87.58942341880177,17.597228842962508
DES,16.22212028503418,15.953680038452148,15.883807182312012,15.820484161376953,16.224899291992188,15.98449993133545,15.899399757385254,15.874300003051758,87.59247221236147,17.673278978548
DES,15.659655570983887,15.162282943725586,15.001387596130371,14.907745361328125,15.648799896240234,15.22249984741211,15.025500297546387,14.944700241088867,87.58866428182505,17.66183143467272
DES,16.135906219482422,15.526593208312988,15.319371223449707,15.202399253845215,16.111400604248047,15.579899787902832,15.331100463867188,15.230799674987793,87.5775192094401,17.65356323931706
DES,16.139127731323242,15.619765281677246,15.440752029418945,15.335210800170898,16.12350082397461,15.659600257873535,15.440099716186523,15.346400260925293,87.54801207966123,17.596750111848266
DES,18.109111785888672,17.412961959838867,17.217792510986328,17.064899444580078,18.071699142456055,17.49799919128418,17.249099731445312,17.15060043334961,87.54683868033239,17.693446646742885
DES,18.729976654052734,17.93245506286621,17.647607803344727,17.465225219726562,18.74209976196289,18.013700485229492,17.69659996032715,17.547000885009766,87.56050259696057,17.67901021360961
DES,16.721839904785156,16.594741821289062,16.600788116455078,16.563779830932617,16.714500427246094,16.598100662231445,16.597299575805664,16.604400634765625,87.56216032431156,17.660929469121545
DES,17.831247329711914,17.277549743652344,17.065940856933594,16.958974838256836,17.83180046081543,17.34429931640625,17.107200622558594,17.020200729370117,87.58713160660474,17.67085557783745
DES,16.44597625732422,15.838393211364746,15.622923851013184,15.50927734375,16.429899215698242,15.887499809265137,15.652600288391113,15.543800354003906,87.58277031247292,17.61192309860081
DES,17.740478515625,17.14496612548828,16.948495864868164,16.850780487060547,17.70560073852539,17.198999404907227,16.98349952697754,16.89620018005371,87.58661429312126,17.719142600162503
DES,16.66483497619629,16.092994689941406,15.891913414001465,15.790101051330566,16.664600372314453,16.159700393676758,15.9350004196167,15.829500198364258,87.5867460235851,17.601229072949074
DES,17.951963424682617,16.8253173828125,16.393653869628906,16.123432159423828,17.827800750732422,16.93720054626465,16.46540069580078,16.220300674438477,87.58627851314043,17.624811695419776
DES,18.546039581298828,17.892473220825195,17.639379501342773,17.45667839050293,18.53689956665039,17.9552001953125,17.683700561523438,17.532499313354492,87.5485144967706,17.63178615229936
DES,17.896467208862305,17.02297592163086,16.75224494934082,16.55589485168457,17.875200271606445,17.124099731445312,16.791099548339844,16.65220069885254,87.54846990615752,17.692231310464095
DES,16.155073165893555,15.998290061950684,15.987722396850586,15.943957328796387,16.15369987487793,16.009899139404297,15.984800338745117,15.986599922180176,87.55043187206093,17.609352461485937
DES,17.104841232299805,16.575014114379883,16.37725257873535,16.28122329711914,17.09480094909668,16.63789939880371,16.431100845336914,16.32979965209961,87.52219245234473,17.71224275115447
DES,16.95293617248535,16.46116828918457,16.29364585876465,16.19254493713379,16.94849967956543,16.5216007232666,16.32900047302246,16.250699996948242,87.52121878844797,17.61773251906058
DES,16.97699546813965,16.340923309326172,16.149948120117188,16.058008193969727,16.95479965209961,16.41790008544922,16.1875,16.105100631713867,87.49594735815646,17.661421368985028
DES,17.90260887145996,17.220111846923828,16.980310440063477,16.83265495300293,17.888999938964844,17.31329917907715,17.02120018005371,16.9197998046875,87.46637315300758,17.69744650401664
DES,18.85596466064453,18.267620086669922,18.058263778686523,17.941650390625,18.842100143432617,18.357200622558594,18.127500534057617,18.036399841308594,87.46592423601216,17.620744927339818
DES,18.375404357910156,17.840627670288086,17.703554153442383,17.61416244506836,18.28529930114746,17.907499313354492,17.74850082397461,17.697799682617188,87.46524071571484,17.612367306549835
DES,15.781253814697266,14.821065902709961,14.49384593963623,14.28421688079834,15.783100128173828,14.922599792480469,14.550800323486328,14.367400169372559,87.4399189205978,17.626374084116193
DES,17.11227035522461,16.483335494995117,16.27881622314453,16.180339813232422,17.026899337768555,16.462400436401367,16.203500747680664,16.121599197387695,87.44036783126874,17.657383567764917
DES,17.496850967407227,17.145458221435547,17.04578399658203,16.970556259155273,17.49250030517578,17.194599151611328,17.10300064086914,17.02400016784668,87.51933769477252,17.690512190367265
DES,18.52312660217285,17.014671325683594,16.381855010986328,16.05634307861328,18.391199111938477,17.14550018310547,16.47369956970215,16.169200897216797,87.51938957299333,17.676332151220976
DES,17.043434143066406,16.48280143737793,16.275592803955078,16.164199829101562,17.00950050354004,16.544099807739258,16.318700790405273,16.212099075317383,87.60524705181875,17.709147784823365
DES,17.948545455932617,17.37097930908203,17.174530029296875,17.070098876953125,17.911699295043945,17.440399169921875,17.20709991455078,17.088899612426758,87.56263847888094,17.596583260828996
DES,17.561115264892578,17.22984504699707,17.159704208374023,17.093387603759766,17.574600219726562,17.28260040283203,17.173599243164062,17.135299682617188,87.56316747318083,17.637722981049034
DES,17.758630752563477,17.19740104675293,17.01047706604004,16.883155822753906,17.747100830078125,17.266700744628906,17.040300369262695,16.947099685668945,87.59352907543915,17.683709908839834
DES,18.265588760375977,17.475032806396484,17.196136474609375,17.03146743774414,18.211700439453125,17.544300079345703,17.22089958190918,17.119699478149414,87.546572512363,17.599641794710088
DES,18.3802433013916,17.866405487060547,17.64823341369629,17.516096115112305,18.382299423217773,17.895299911499023,17.6643009185791,17.548900604248047,87.51807361958687,17.68541203176597
DES,14.873331069946289,14.432976722717285,14.305070877075195,14.24504280090332,14.870499610900879,14.48390007019043,14.320500373840332,14.280400276184082,87.51965779643007,17.649685800412733
DES,16.51541519165039,16.16355323791504,16.054378509521484,15.984847068786621,16.49090003967285,16.1875,16.064199447631836,16.01099967956543,87.49277451568598,17.670604354654238
DES,18.786617279052734,18.082590103149414,17.849990844726562,17.706146240234375,18.725799560546875,18.163999557495117,17.91830062866211,17.820100784301758,87.46267221825437,17.64242282539932
DES,18.28050422668457,17.80414581298828,17.629392623901367,17.49521827697754,18.305099487304688,17.863000869750977,17.673799514770508,17.57900047302246,87.46218783933256,17.621478171381543
DES,17.794612884521484,17.33053970336914,17.169109344482422,17.067899703979492,17.761199951171875,17.375699996948242,17.208200454711914,17.13909912109375,87.46176173673062,17.611710990804433
DES,18.748754501342773,17.870943069458008,17.6141414642334,17.43791961669922,18.647899627685547,17.949399948120117,17.672300338745117,17.54199981689453,87.46128570319888,17.609145617193185
DES,15.92776107788086,15.35031795501709,15.140069007873535,15.031275749206543,15.916600227355957,15.415399551391602,15.180800437927246,15.082200050354004,87.46302233360348,17.66777010591988
DES,17.786487579345703,17.11069679260254,16.86431121826172,16.7325382232666,17.816999435424805,17.1968994140625,16.927200317382812,16.787200927734375,87.32427343026987,17.662052690497447
DES,15.66372299194336,14.713689804077148,14.346518516540527,14.114541053771973,15.649800300598145,14.816300392150879,14.403300285339355,14.20199966430664,87.52133502589665,17.6470057149856
DES,17.455154418945312,16.848438262939453,16.628541946411133,16.523181915283203,17.40410041809082,16.918399810791016,16.671100616455078,16.587299346923828,87.49317222960961,17.643754161961535
DES,17.419706344604492,16.83085823059082,16.624874114990234,16.523855209350586,17.399799346923828,16.89310073852539,16.65880012512207,16.585899353027344,87.43738303460376,17.66415315304913
DES,17.223276138305664,16.611534118652344,16.399169921875,16.276525497436523,17.205299377441406,16.67840003967285,16.4414005279541,16.334400177001953,87.43674756342519,17.610952169692386
DES,17.485008239746094,17.010711669921875,16.830036163330078,16.744970321655273,17.478300094604492,17.065099716186523,16.877599716186523,16.79960060119629,87.43660590178534,17.651032841418715
DES,17.377246856689453,17.024797439575195,16.921630859375,16.822341918945312,17.343599319458008,17.06879997253418,16.94540023803711,16.88719940185547,87.43512265768491,17.702684631538315
DES,15.664214134216309,15.690738677978516,15.7931489944458,15.808192253112793,15.666899681091309,15.691900253295898,15.77750015258789,15.835800170898438,87.41492466666837,17.673982056903363
DES,16.496379852294922,16.14182472229004,16.030839920043945,15.938323020935059,16.51420021057129,16.174400329589844,16.04129981994629,15.97439956665039,87.41195067981891,17.626211781747063
DES,17.333459854125977,16.749874114990234,16.53466796875,16.413225173950195,17.323699951171875,16.8302001953125,16.576099395751953,16.45709991455078,87.3835933954105,17.619588054137946
DES,18.713205337524414,18.01154899597168,17.737009048461914,17.57892417907715,18.671600341796875,18.081600189208984,17.79669952392578,17.722000122070312,87.381547287332,17.63880158421212
DES,18.616939544677734,17.92313003540039,17.681957244873047,17.548879623413086,18.533100128173828,18.00749969482422,17.75550079345703,17.6466007232666,87.43504880503345,17.717713058805327
DES,18.668241500854492,18.107873916625977,17.90773582458496,17.83111000061035,18.6560001373291,18.216899871826172,18.007699966430664,17.91819953918457,87.368764216178,17.3661748208594
DES,18.5247802734375,17.97768211364746,17.26932144165039,16.77643394470215,17.39259910583496,16.791799545288086,16.510900497436523,16.394500732421875,87.2771447625331,17.373529153212047
DES,16.696138381958008,16.554866790771484,16.550378799438477,16.498119354248047,16.67300033569336,16.556800842285156,16.549100875854492,16.529199600219727,87.11484789850029,17.30335902918118
DES,18.495405197143555,17.847484588623047,17.515703201293945,17.36097526550293,18.55459976196289,17.9060001373291,17.592599868774414,17.422399520874023,87.58034876956647,17.521167580906226
DES,17.0321102142334,16.802316665649414,16.749114990234375,16.687454223632812,17.033300399780273,16.819700241088867,16.777000427246094,16.746400833129883,87.2268134558101,17.334515093660993
DES,18.26726722717285,17.81981086730957,17.653160095214844,17.543704986572266,18.25629997253418,17.857099533081055,17.67770004272461,17.606000900268555,87.22545117042974,17.267533008056674
DES,15.029779434204102,14.361846923828125,14.154707908630371,14.04310131072998,15.026300430297852,14.449299812316895,14.190500259399414,14.09220027923584,87.27822117587466,17.34994365942608
DES,17.72134780883789,16.9536075592041,16.711427688598633,16.565006256103516,17.723600387573242,17.049299240112305,16.783199310302734,16.630199432373047,87.27540242679554,17.367482069573633
DES,18.449142456054688,17.745664596557617,17.45749855041504,17.303220748901367,18.449100494384766,17.81559944152832,17.519500732421875,17.404300689697266,87.25475473178939,17.362449241695938
DES,14.851691246032715,14.20465087890625,14.011051177978516,13.889289855957031,14.847000122070312,14.260700225830078,14.009499549865723,13.916099548339844,87.60942905219915,17.44401004210143
DES,18.721235275268555,17.938491821289062,17.644147872924805,17.46895980834961,18.701200485229492,17.997699737548828,17.70490074157715,17.56760025024414,87.11389081767695,17.37199282752479
DES,16.837011337280273,16.460433959960938,16.325841903686523,16.229154586791992,16.834199905395508,16.49220085144043,16.325000762939453,16.284500122070312,87.60722004004404,17.444869192788715
DES,17.506168365478516,16.728872299194336,16.468263626098633,16.310558319091797,17.489099502563477,16.79759979248047,16.50830078125,16.365100860595703,87.24366641478632,17.27511736226681
DES,13.638969421386719,13.51826286315918,13.537989616394043,13.526297569274902,13.643500328063965,13.706100463867188,13.556500434875488,13.555000305175781,87.58543738723942,17.559809238643574
DES,16.40898323059082,15.745022773742676,15.51249885559082,15.377910614013672,16.410900115966797,15.819899559020996,15.552200317382812,15.435500144958496,87.24595603914435,17.26718062634292
DES,18.21078872680664,17.43009376525879,17.1645565032959,17.005311965942383,18.186800003051758,17.501100540161133,17.204500198364258,17.077600479125977,87.25253820060486,17.322690585887557
