survey,CFA4natp2_B,CFA4natp2_V,CFA4natp2_r,CFA4natp2_i,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
CFA4,16.7971491,16.1220109,15.9146579,15.722689899999999,16.349700927734375,15.861499786376953,15.685400009155273,15.632699966430664,306.57705291,2.87060289
CFA4,17.659925299999998,17.0843547,16.903690700000002,16.762850099999998,17.221099853515625,16.824199676513672,16.671199798583984,16.614299774169922,306.57667795,2.89961849
CFA4,17.1841075,16.5508925,16.338407,16.180240700000002,16.748600006103516,16.310100555419922,16.136899948120117,16.088499069213867,306.57417363,2.8943735
CFA4,17.7227732,17.0275468,16.8099288,16.5944371,17.339000701904297,16.839799880981445,16.630800247192383,16.552000045776367,306.57238349,2.86047214
CFA4,17.697177700000005,16.447342300000003,15.963860800000003,15.487948000000003,16.928800582885742,15.911299705505371,15.465200424194336,15.242899894714355,306.56783566,2.86766412
CFA4,16.6370085,15.9775915,15.773318000000002,15.586461700000001,16.186800003051758,15.716300010681152,15.538800239562988,15.492300033569336,306.56281455,2.83859281
CFA4,17.1411161,16.4572439,16.2293609,16.011847400000004,16.65570068359375,16.155399322509766,15.970499992370605,15.90779972076416,306.56026171,2.84754563
CFA4,17.799065900000002,17.2077741,17.002474100000004,16.818692100000003,17.34309959411621,16.905099868774414,16.732099533081055,16.6924991607666,306.55752293,2.88126245
CFA4,16.0580286,15.4833314,15.3067734,15.1628507,15.650199890136719,15.257200241088867,15.127599716186523,15.104499816894531,306.55679233,2.82545248
CFA4,16.3959669,15.778473100000001,15.602941600000001,15.448777300000001,16.039899826049805,15.616000175476074,15.470000267028809,15.437800407409668,306.55537461,2.91480309
CFA4,17.6615967,16.7873233,16.5060623,16.2569431,17.148399353027344,16.528400421142578,16.310199737548828,16.21820068359375,306.55410562,2.89113188
CFA4,15.617146200000002,14.755973800000001,14.445970800000001,14.134466500000002,15.05370044708252,14.396499633789062,14.10789966583252,13.980500221252441,306.55410344,2.84557718
CFA4,15.2823428,14.6849372,14.5073527,14.349098000000001,14.878299713134766,14.465100288391113,14.31779956817627,14.305700302124023,306.55249072,2.87703929
CFA4,17.7665336,17.0608264,16.8042014,16.5642349,17.230600357055664,16.7362003326416,16.523500442504883,16.449600219726562,306.55131284,2.88595771
CFA4,13.954555099999999,13.1222049,12.790645399999999,12.5037693,13.44890022277832,-999.0,-999.0,-999.0,306.54952915,2.859921
CFA4,17.4079267,16.620993300000002,16.329467300000005,16.069111200000002,16.909400939941406,16.29789924621582,16.04170036315918,15.940699577331543,306.54902391,2.90095867
CFA4,16.7408851,15.9958749,15.7392499,15.5320482,16.2322998046875,15.690500259399414,15.498499870300293,15.42770004272461,306.54290545,2.89315029
CFA4,17.725723,17.123077,16.889034999999996,16.5630037,17.459800720214844,16.83639907836914,16.555500030517578,16.433700561523438,306.53588561,2.91236431
CFA4,17.4421031,16.2254569,15.610583400000001,14.961964300000002,16.752300262451172,15.562199592590332,14.960399627685547,14.690500259399414,306.5333569,2.84140837
CFA4,17.487239499999998,16.8889605,16.627203,16.3657476,17.15060043334961,16.628999710083008,16.39859962463379,16.315500259399414,57.51222361,-3.32702576
CFA4,15.4760788,14.8088012,14.575785699999999,14.339855,15.0802001953125,14.579000473022461,14.37600040435791,14.302499771118164,57.50565115,-3.3141331
CFA4,17.641985500000004,16.711814500000003,16.2991615,15.932626600000003,17.10059928894043,16.287799835205078,15.952300071716309,15.805700302124023,57.50282332,-3.30199355
CFA4,17.676906600000002,16.8052534,16.4398194,16.1315272,17.17099952697754,16.436800003051758,16.157800674438477,16.027099609375,57.4976398,-3.35484287
CFA4,17.125281100000002,16.4850789,16.2438514,16.024323900000002,16.743000030517578,16.24169921875,16.060400009155273,15.994799613952637,57.48887574,-3.19315441
CFA4,16.428558,15.782242,15.560518,15.3532279,16.020299911499023,15.546699523925781,15.363699913024902,15.296799659729004,57.45810012,-3.26449746
CFA4,15.403157699999998,14.677362299999999,14.417657799999999,14.193057599999998,14.951000213623047,14.406700134277344,14.216699600219727,14.117199897766113,57.45061504,-3.28390627
CFA4,16.9246082,16.1857118,15.9136893,15.6604511,16.47330093383789,15.908599853515625,15.683799743652344,15.584600448608398,57.44573355,-3.24430496
CFA4,13.8924834,13.2793566,13.0740566,12.881059500000001,-999.0,-999.0,-999.0,-999.0,57.44264796,-3.35171856
CFA4,15.9029425,15.2260575,14.983803499999999,14.7612069,15.465299606323242,14.9576997756958,14.753299713134766,14.668999671936035,57.40346896,-3.2934117
CFA4,15.671513499999998,14.881086499999999,14.571083499999999,14.228862199999998,15.226300239562988,14.58590030670166,14.276399612426758,14.127799987792969,57.3577793,-3.18780626
CFA4,14.987193600000001,14.4561664,14.284740900000001,14.115207700000001,14.67609977722168,14.292699813842773,14.143500328063965,14.116999626159668,129.15675955,28.07456709
CFA4,15.465012800000002,14.7802672,14.529801200000001,14.276508399999999,15.083000183105469,14.543499946594238,14.306500434875488,14.233699798583984,129.15497009,28.11028034
CFA4,16.3066771,15.7712829,15.5978044,15.422133,15.993499755859375,15.59749984741211,15.441200256347656,15.411100387573242,129.13968474,28.1484457
CFA4,15.968187799999999,15.0650922,14.692472700000001,14.3493861,15.46150016784668,14.700699806213379,14.383199691772461,14.25059986114502,129.13383652,28.09902562
CFA4,17.250707199999997,16.538012799999997,16.286520299999996,16.0659949,16.84600067138672,16.286399841308594,16.076200485229492,16.001300811767578,129.13350112,28.08987292
CFA4,16.9850214,16.2496186,15.970410600000001,15.746883700000001,16.554899215698242,15.985699653625488,15.768500328063965,15.700200080871582,129.1302068,28.15189696
CFA4,17.2519396,16.3890204,16.0061359,15.6425973,16.78190040588379,16.006200790405273,15.675700187683105,15.532699584960938,129.11626341,27.98872575
CFA4,16.199748800000002,15.4451312,15.152578700000001,14.918846600000002,15.747699737548828,15.154399871826172,14.90820026397705,14.832099914550781,129.09873778,28.00865857
CFA4,12.8222639,12.2833761,12.123242099999999,12.001803599999999,-999.0,-999.0,-999.0,-999.0,129.09559181,28.02264414
CFA4,17.4949095,16.8092905,16.527003,16.294268799999998,17.100099563598633,16.541099548339844,16.3302001953125,16.265199661254883,129.09424169,28.14092903
CFA4,17.4513944,16.5500456,16.1753731,15.854817500000001,16.92530059814453,16.180599212646484,15.845499992370605,15.698599815368652,129.09244026,27.98986509
CFA4,17.899134700000005,16.902585300000002,16.371884800000004,15.946262700000002,17.38319969177246,16.380599975585938,15.950799942016602,15.761899948120117,129.0903587,27.9814863
CFA4,17.218507799999998,16.664772199999998,16.4471542,16.285929199999998,16.900999069213867,16.472400665283203,16.30229949951172,16.26810073852539,129.08583333,28.14643961
CFA4,18.241833500000002,17.8007665,17.608811,17.445473200000002,17.947500228881836,17.618099212646484,17.4773006439209,17.45439910888672,129.06900739,28.1196447
CFA4,16.270136200000003,15.6709838,15.4882668,15.3290012,15.885600090026855,15.458999633789062,15.3016996383667,15.275400161743164,129.0454288,28.03443872
CFA4,17.590616800000003,16.8010632,16.4941397,16.2379182,17.09869956970215,16.46030044555664,16.208900451660156,16.126800537109375,129.03213834,28.00647985
CFA4,16.1496943,15.5129857,15.3015267,15.1064974,15.761199951171875,15.30620002746582,15.127099990844727,15.080599784851074,129.01790688,28.10499533
CFA4,18.061119,17.563281,17.425729999999998,17.3257362,17.672800064086914,17.39859962463379,17.27739906311035,17.256900787353516,129.01102296,28.0572705
CFA4,14.0355867,13.4233333,13.229324799999999,13.0700878,13.652000427246094,-999.0,-999.0,13.049200057983398,129.00336123,28.07489224
CFA4,16.305162000000003,15.554038,15.291254,15.045159700000001,15.841899871826172,15.263500213623047,15.023900032043457,14.944299697875977,129.0009672,28.01529844
CFA4,16.828888,16.269911999999998,16.096433499999996,15.928953299999998,16.514999389648438,16.103099822998047,15.952400207519531,15.911600112915039,128.99611903,28.1499788
CFA4,16.8413815,16.0160185,15.6916445,15.4231804,16.322399139404297,15.656900405883789,15.392900466918945,15.297200202941895,128.99546079,27.98621818
CFA4,15.839774600000002,14.933185400000001,14.5400359,14.219527100000002,15.333100318908691,14.539299964904785,14.233699798583984,14.116999626159668,128.9747594,28.08571366
CFA4,17.899015700000003,17.400304300000002,17.248382300000003,17.082895300000004,17.59309959411621,17.250499725341797,17.106000900268555,17.07819938659668,32.39309522,-23.39728373
CFA4,16.684589499999998,15.6496105,15.176394,14.787486699999999,16.130800247192383,15.181699752807617,14.815899848937988,14.670700073242188,32.38587366,-23.47605589
CFA4,15.3982409,14.5885991,14.2878346,14.026478000000001,14.931099891662598,14.289899826049805,14.053500175476074,13.964400291442871,32.38140253,-23.46359262
CFA4,14.1177244,13.3037156,12.9824211,12.7303316,13.651300430297852,-999.0,-999.0,-999.0,32.3616451,-23.42143404
CFA4,14.7205365,14.200863499999999,14.054073999999998,13.9315778,14.384200096130371,14.049500465393066,13.954299926757812,13.945099830627441,32.352596,-23.41835313
CFA4,17.7659454,17.2750946,17.1118811,16.95359,17.481300354003906,17.119699478149414,16.982999801635742,16.956499099731445,32.34590939,-23.3669097
CFA4,15.3105537,14.6895663,14.4873458,14.318914499999998,14.931300163269043,14.481900215148926,14.329500198364258,14.291500091552734,32.30719585,-23.43110873
CFA4,16.1632596,15.649700399999999,15.505990399999998,15.3630084,15.811599731445312,15.464200019836426,15.343199729919434,15.328100204467773,32.29939962,-23.49176342
CFA4,14.142987,13.610213,13.460344,13.3224971,13.78969955444336,13.42199993133545,-999.0,13.291299819946289,32.2891437,-23.47199609
CFA4,16.8618349,16.2094051,15.989734100000002,15.821347000000001,16.480600357055664,15.99020004272461,15.816699981689453,15.768799781799316,32.28474895,-23.47623208
CFA4,13.2267689,12.5568711,12.3382266,12.1708608,-999.0,-999.0,-999.0,-999.0,32.27621294,-23.39144846
CFA4,14.9271089,14.0825311,13.737627100000001,13.474334500000001,14.471500396728516,13.773599624633789,13.52929973602295,13.451199531555176,32.27410729,-23.33685557
CFA4,17.389907999999995,16.306891999999998,15.805959999999999,15.351593299999998,16.83169937133789,15.824399948120117,15.398099899291992,15.219900131225586,32.27158621,-23.34920277
CFA4,13.739106099999999,13.317253899999999,13.1951004,13.0960915,-999.0,-999.0,-999.0,13.140399932861328,32.26852739,-23.3312022
CFA4,16.258499200000003,15.755420800000001,15.613763800000001,15.479991700000001,15.906700134277344,15.5625,15.446800231933594,15.428299903869629,32.24501463,-23.48529052
CFA4,16.1331433,15.0859367,14.586031199999999,14.158283299999999,15.577699661254883,14.610300064086914,14.201499938964844,14.017600059509277,30.49990928,15.25107807
CFA4,14.7405336,14.0348264,13.757671400000001,13.5023984,14.329000473022461,13.73639965057373,13.52649974822998,13.44320011138916,30.49115494,15.40263445
CFA4,17.1383227,16.4561973,16.2149698,16.010800800000002,16.711299896240234,16.21310043334961,16.046199798583984,15.97719955444336,30.46636115,15.33537325
CFA4,17.3867358,16.0993442,15.4670202,14.625952100000001,16.688100814819336,15.487000465393066,14.67710018157959,14.320099830627441,30.46182695,15.27183186
CFA4,14.768715799999999,14.005364199999999,13.724103199999998,13.485223,14.320300102233887,13.73900032043457,13.505000114440918,13.431400299072266,30.45260173,15.28170963
CFA4,16.9245881,16.1009719,15.7570944,15.454891,16.466100692749023,15.793499946594238,15.516300201416016,15.402999877929688,30.43899382,15.38280522
CFA4,14.3349496,13.2100104,12.7614299,12.3355998,13.720800399780273,-999.0,-999.0,-999.0,30.40982202,15.40058206
CFA4,16.1752553,15.6870247,15.5607652,15.4249063,15.848699569702148,15.526200294494629,15.405200004577637,15.375800132751465,30.40978386,15.24617743
CFA4,17.0667703,16.1855097,15.8272612,15.5332854,16.541200637817383,15.826199531555176,15.547599792480469,15.59119987487793,30.40610058,15.32323965
CFA4,16.3433298,15.2131502,14.673211199999999,14.1851546,15.744500160217285,14.68649959564209,14.229900360107422,14.031900405883789,30.40393633,15.37822617
CFA4,16.9017129,15.9523271,15.5427536,15.191569399999999,16.343299865722656,15.51449966430664,15.187999725341797,15.032299995422363,30.3684108,15.29791241
CFA4,18.157876400000003,16.854763600000002,16.2121746,15.466355200000002,17.468399047851562,16.243799209594727,15.52869987487793,15.204000473022461,30.36456489,15.40640129
CFA4,17.9836369,17.2788031,17.0386021,16.8026896,17.519399642944336,17.002399444580078,16.78179931640625,16.69930076599121,30.35876343,15.28842366
CFA4,15.2367244,14.4227156,14.1168186,13.824758000000001,14.760499954223633,14.136699676513672,13.855999946594238,13.733499526977539,30.3521483,15.37493418
CFA4,16.856367199999998,16.3183528,16.1582188,15.994800399999999,16.499000549316406,16.13719940185547,16.00749969482422,15.972399711608887,30.34955676,15.35652057
CFA4,17.9880415,17.3373585,17.083813,16.838719200000003,17.605600357055664,17.090999603271484,16.865699768066406,16.777799606323242,30.34519408,15.41332455
CFA4,16.9398621,15.9240979,15.4478019,14.9790382,16.385799407958984,15.45199966430664,15.01449966430664,14.79800033569336,5.79412131,6.96900115
CFA4,17.727418799999995,16.885461199999998,16.5692992,16.2854558,17.206100463867188,16.553199768066406,16.30620002746582,16.21660041809082,5.78277688,6.91001404
CFA4,18.3696282,17.1066918,16.5000303,15.7971237,17.717300415039062,16.50149917602539,15.834199905395508,15.547200202941895,5.77400768,6.92065655
CFA4,15.6785035,15.1500965,14.983803499999999,14.8306397,15.348099708557129,14.980199813842773,14.848099708557129,14.820199966430664,5.76805625,6.96671718
CFA4,18.0075924,17.1586476,16.8116906,16.484921399999998,17.53569984436035,16.80500030517578,16.50480079650879,16.35580062866211,5.75528051,6.93401997
CFA4,16.791591000000004,16.154009000000002,15.9476825,15.772094300000003,16.4064998626709,15.944999694824219,15.791500091552734,15.758999824523926,5.74600846,7.02471791
CFA4,18.126426,17.445173999999998,17.175204499999996,16.9567737,17.70199966430664,17.182199478149414,16.982999801635742,16.901100158691406,5.74422558,7.05126005
CFA4,17.3217402,16.6177798,16.3570488,16.100710300000003,16.916400909423828,16.350200653076172,16.125699996948242,16.039100646972656,5.7409407,7.01753489
CFA4,16.3557445,15.626455499999999,15.360591999999999,15.128840099999998,15.92080020904541,15.361700057983398,15.15310001373291,15.08549976348877,5.72999332,7.0070387
CFA4,15.344378699999998,14.941741299999999,14.8329323,14.7175072,15.078700065612793,14.815500259399414,14.727700233459473,14.719099998474121,5.72703191,6.95698129
CFA4,15.746756,15.152844,14.9814185,14.8200765,15.391500473022461,14.970399856567383,14.847299575805664,14.825599670410156,5.70230607,7.03265797
CFA4,18.2006082,17.4617118,17.1599208,16.9108536,17.733699798583984,17.17329978942871,16.936399459838867,16.854799270629883,5.69651783,6.98726963
CFA4,15.5397947,14.7179253,14.3945778,14.104609199999999,15.046699523925781,14.377799987792969,14.09529972076416,13.985400199890137,5.64982003,6.96906596
CFA4,15.522535099999999,15.2142249,15.1659794,15.12105,15.28969955444336,15.150300025939941,15.121399879455566,15.161399841308594,161.82933873,26.47220042
CFA4,18.1371548,17.2253252,16.8383347,16.505523500000002,17.682100296020508,16.838499069213867,16.520000457763672,16.38330078125,161.79171634,26.45435906
CFA4,17.414110299999997,16.358169699999998,15.867502699999998,15.448946499999998,16.849599838256836,15.862500190734863,15.469200134277344,15.302000045776367,161.79135468,26.53281947
CFA4,17.9562251,17.0365349,16.6834189,16.400693,17.41200065612793,16.674299240112305,16.405000686645508,16.322999954223633,161.74029143,26.56368088
CFA4,16.267388699999998,15.6027313,15.3799808,15.1931713,15.840999603271484,15.369099617004395,15.193599700927734,15.134599685668945,161.73919449,26.53485608
CFA4,15.322801899999998,14.6616381,14.434781599999999,14.2500303,14.897700309753418,14.417799949645996,14.253600120544434,14.191100120544434,161.73418808,26.52949608
CFA4,14.2487388,13.7561412,13.6298817,13.5155247,13.902199745178223,19.4685001373291,-999.0,13.482600212097168,161.72592428,26.4977083
CFA4,16.388447499999998,15.5805525,15.2910795,15.043004999999999,15.901900291442871,15.284199714660645,15.062600135803223,14.979100227355957,161.72294752,26.57150716
CFA4,17.002512100000004,16.423447900000003,16.244836900000003,16.078393600000002,16.598499298095703,16.21619987487793,16.063600540161133,16.003000259399414,161.7000193,26.52272109
CFA4,16.9174489,15.8981911,15.4136831,14.986920099999999,16.370800018310547,15.419500350952148,15.023699760437012,14.838899612426758,348.86777017,19.02698112
CFA4,15.851931,15.039669,14.7389045,14.473452299999998,15.385000228881836,14.739500045776367,14.499600410461426,14.404500007629395,348.85853206,18.98838394
CFA4,16.7208851,15.975874899999999,15.7017994,15.4700683,16.2593994140625,15.692899703979492,15.474200248718262,15.397199630737305,348.85255179,18.93490967
CFA4,14.2882108,13.6558692,13.418747699999999,13.184875199999999,13.92609977722168,13.443699836730957,-999.0,13.179499626159668,348.84777301,19.08560897
CFA4,15.950256699999997,15.2506633,14.988905799999998,14.717211399999998,15.54170036315918,15.004400253295898,14.756799697875977,14.655500411987305,348.83232729,19.06635768
CFA4,14.924669900000001,14.2285701,13.975024600000001,13.7514327,14.502400398254395,13.973899841308594,13.76990032196045,13.68589973449707,348.78350192,19.01169158
CFA4,14.653004200000002,14.0189158,13.8156688,13.6329055,14.236100196838379,13.783300399780273,13.630399703979492,13.56879997253418,348.78246222,18.95273467
CFA4,16.625988399999997,15.8818516,15.611882099999999,15.351471399999998,16.200899124145508,15.617300033569336,15.391599655151367,15.299699783325195,348.76353941,19.08464603
CFA4,16.3434475,15.5355525,15.2378675,14.985718199999999,15.851200103759766,15.21969985961914,14.981599807739258,14.88010025024414,348.75993114,18.99388394
CFA4,16.914316900000003,15.860123100000001,15.4043571,15.012333900000002,16.312999725341797,15.381600379943848,15.010899543762207,14.837900161743164,348.75603692,18.99043911
CFA4,17.5797315,16.3176685,15.7387225,15.169876599999998,16.856199264526367,15.69320011138916,15.172300338745117,14.923299789428711,348.7495547,18.9693631
CFA4,15.3236656,14.6528944,14.426037899999999,14.196235,14.885100364685059,14.381799697875977,14.180100440979004,14.103699684143066,348.73407906,18.94968072
CFA4,16.758718700000003,16.1814013,16.0007373,15.7984627,16.41309928894043,15.99370002746582,15.834699630737305,15.775500297546387,220.66746197,-17.2215842
CFA4,14.677751699999998,14.109168299999999,13.935689799999999,13.762066199999998,14.338899612426758,13.942700386047363,13.78219985961914,13.743200302124023,220.65504904,-17.25622894
CFA4,14.3941304,13.4229096,13.050290100000002,12.6498651,13.862799644470215,-999.0,-999.0,-999.0,220.65050415,-17.19342733
CFA4,14.5766484,14.0071916,13.8337131,13.6600895,14.241100311279297,13.839099884033203,13.687199592590332,13.644800186157227,220.64491351,-17.23804476
CFA4,17.3980616,16.8320984,16.6781234,16.5013787,17.19930076599121,16.78350067138672,16.607200622558594,16.53820037841797,220.64238058,-17.23476777
CFA4,16.7984059,16.0324341,15.7655441,15.5051256,16.35890007019043,15.756400108337402,15.522299766540527,15.422499656677246,220.62839735,-17.28260947
CFA4,14.254025700000001,13.4932943,13.2264043,12.9659858,13.825900077819824,-999.0,-999.0,-999.0,220.60171471,-17.20203393
CFA4,14.993015600000001,13.8855444,13.446202399999999,13.0070382,14.373900413513184,-999.0,-999.0,-999.0,220.59556362,-17.1970078
CFA4,13.9814992,13.4784208,13.332657800000002,13.1517967,13.687399864196777,13.331999778747559,13.176600456237793,13.239299774169922,220.58021802,-17.20924516
CFA4,16.5423514,15.894288600000001,15.683856100000002,15.487800300000002,16.150400161743164,15.67549991607666,15.517000198364258,15.467599868774414,38.24384214,0.55224963
