survey,KAIT3MO-B,KAIT3MO-V,KAIT3MO-R,KAIT3MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
KAIT3MO,14.415794000000002,13.725255999999998,13.298519999999998,12.891191000000001,13.963299751281738,13.47089958190918,-999.0,13.236900329589844,12.02649805,27.65082971
KAIT3MO,13.693178,13.104672,12.753592,12.414330999999999,-999.0,-999.0,-999.0,-999.0,11.97964653,27.63271106
KAIT3MO,15.644120000000001,14.87888,14.420503999999998,13.962110999999998,15.138899803161621,14.594400405883789,14.393600463867188,14.325300216674805,12.01954821,27.58329417
KAIT3MO,18.046120000000002,17.28088,16.756984,16.22297,17.58049964904785,16.956199645996094,16.680400848388672,16.5580997467041,348.70657975,4.51265646
KAIT3MO,16.105483,15.393992,14.930952,14.427059,15.655500411987305,15.121500015258789,14.901399612426758,14.817700386047363,348.7291692,4.50668649
KAIT3MO,18.112012999999997,16.753712,15.749408,14.680977,17.2903995513916,16.10140037536621,15.188199996948242,14.77869987487793,21.58575707,-6.05906677
KAIT3MO,13.59826,12.851239999999999,12.400992,11.915090999999999,-999.0,-999.0,-999.0,-999.0,21.57311035,-6.08589015
KAIT3MO,18.241615,17.05276,16.258456,15.639629999999999,17.579299926757812,16.45949935913086,15.951299667358398,15.733200073242188,21.56982763,-6.12338997
KAIT3MO,14.865497,13.882527999999999,13.313544,12.7469,14.309599876403809,13.560799598693848,-999.0,13.091699600219727,103.2078941,50.08866
KAIT3MO,16.136712000000003,15.604688,15.262144,14.902316999999998,15.799799919128418,15.438799858093262,15.321100234985352,15.300999641418457,103.26880211,50.07898222
KAIT3MO,18.714913000000003,17.994312,17.585240000000002,17.096128,18.436500549316406,17.84440040588379,17.644500732421875,17.58880043029785,103.26878269,50.0769234
KAIT3MO,17.234302,16.583848,16.15384,15.669109,16.810300827026367,16.337400436401367,16.130199432373047,16.047399520874023,103.32121649,50.07391675
KAIT3MO,17.763710000000003,16.88004,16.345432,15.821974,17.243799209594727,16.56450080871582,16.30190086364746,16.197500228881836,103.25293232,50.06385395
KAIT3MO,16.169106,15.675343999999999,15.337888,14.938281,15.829500198364258,15.484800338745117,15.368900299072266,15.34939956665039,103.32920465,50.06114674
KAIT3MO,14.104018,13.624832,13.305672,12.973366,13.804900169372559,13.501700401306152,-999.0,13.391400337219238,103.27281988,50.05421328
KAIT3MO,17.607682,16.355968,15.401272,14.422112000000002,17.057600021362305,15.819499969482422,15.043100357055664,14.698200225830078,103.23831703,50.05482136
KAIT3MO,17.141913000000002,16.421312,15.940168,15.459064000000001,16.771499633789062,16.244699478149414,16.037900924682617,15.96500015258789,103.23647199,50.0537448
KAIT3MO,16.151847000000004,15.669927999999999,15.341312,15.005352999999998,15.82349967956543,15.503800392150879,15.395999908447266,15.376700401306152,103.31396337,50.04839824
KAIT3MO,18.913169,17.653256000000003,16.680488,15.759151999999998,18.25200080871582,17.013599395751953,16.284500122070312,15.969599723815918,103.23233777,50.04449496
KAIT3MO,15.192319000000001,14.797856000000001,14.520048000000001,14.228445,14.894499778747559,14.671600341796875,14.61769962310791,14.649200439453125,103.30354934,50.03276783
KAIT3MO,16.675878,16.178472,15.857736,15.48032,16.359100341796875,16.035400390625,15.915900230407715,15.906700134277344,103.21002077,50.03383756
KAIT3MO,17.334924,16.726376,16.354,15.942238,16.943899154663086,16.509700775146484,16.367700576782227,16.343399047851562,103.32638741,50.02548792
KAIT3MO,18.558908,17.870192,17.329328,16.867022,18.079500198364258,17.57110023498535,17.319299697875977,17.247800827026367,103.28277012,50.02470693
KAIT3MO,16.249629000000002,15.700296,15.326255999999999,14.938258,15.892900466918945,15.49530029296875,15.362000465393066,15.334500312805176,103.31160579,50.0191028
KAIT3MO,17.487188,16.834912000000003,16.405776,15.98117,17.083099365234375,16.62190055847168,16.457000732421875,16.405000686645508,103.22330536,50.01877675
KAIT3MO,16.834017,16.179008,15.770368000000001,15.354199000000001,16.415700912475586,15.963700294494629,15.771499633789062,15.71150016784668,103.29746876,50.01820659
KAIT3MO,18.314435000000003,17.36244,16.743064,16.134807,17.789199829101562,16.953800201416016,16.635099411010742,16.488300323486328,103.30866688,50.01503254
KAIT3MO,17.805016,16.974184,16.477936,16.033089000000004,17.35219955444336,16.761199951171875,16.50119972229004,16.408700942993164,103.2488764,50.01347127
KAIT3MO,16.993664000000003,16.221136,15.717576000000001,15.245052,16.511600494384766,15.912500381469727,15.706000328063965,15.613100051879883,103.3407443,50.01147721
KAIT3MO,14.283920000000002,13.883080000000001,13.576032,13.227359,14.004599571228027,13.759099960327148,13.649299621582031,13.684200286865234,15.81254678,32.28583625
KAIT3MO,16.177577000000003,15.595448,15.249272,14.819245,15.833100318908691,15.441100120544434,15.297599792480469,15.247400283813477,15.81609878,32.26435029
KAIT3MO,16.754451999999997,16.058448000000002,15.604376,15.141108000000001,16.297800064086914,15.780500411987305,15.571999549865723,15.488699913024902,15.89354492,32.25403916
KAIT3MO,18.509706,17.833744,17.389736,16.826017,18.1294002532959,17.601999282836914,17.356300354003906,17.243799209594727,15.82078449,32.24815378
KAIT3MO,15.74124,15.12176,14.702200000000001,14.252153,15.357799530029297,14.901200294494629,14.68220043182373,14.602800369262695,15.86697698,32.24737048
KAIT3MO,18.165379,17.388296,16.946352,16.497137000000002,17.69540023803711,17.126100540161133,16.938800811767578,16.896799087524414,15.84108559,32.21970291
KAIT3MO,18.331222999999998,17.455752,16.85404,16.191767999999996,17.806699752807617,17.0664005279541,16.755399703979492,16.632299423217773,15.90914974,32.20273774
KAIT3MO,17.9451,17.3074,16.898432,16.442158,17.555599212646484,17.10770034790039,16.92569923400879,16.865699768066406,15.85206676,32.19539612
KAIT3MO,16.448404999999998,15.687719999999999,15.243544,14.713053,15.992199897766113,15.45460033416748,15.249799728393555,15.173199653625488,15.82914396,32.1945079
KAIT3MO,17.769291,17.006784,16.485792,16.011032,17.312999725341797,16.707300186157227,16.416799545288086,16.29210090637207,339.92023921,8.63441635
