survey,CFA3S-B,CFA3S-V,CFA3S-R,CFA3S-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
CFA3S,17.7627,17.0305,16.5378,16.1059,17.31839942932129,16.778799057006836,16.563899993896484,16.497600555419922,20.36418167654575,40.54771378659581
CFA3S,17.6112,16.7391,16.1161,15.6303,17.089799880981445,16.378000259399414,16.11280059814453,16.009899139404297,20.355992372318962,40.43361006786548
CFA3S,18.3261,17.85,17.443,17.0847,18.012500762939453,17.683700561523438,17.56920051574707,17.561199188232422,20.35157565087841,40.44347801427542
CFA3S,14.2199,13.782,13.4485,13.1581,13.936300277709961,13.694700241088867,13.593099594116211,13.618399620056152,20.34233855771847,40.476345905824545
CFA3S,18.3552,17.7915,17.3833,17.0129,18.020200729370117,17.618900299072266,17.488399505615234,17.467199325561523,20.34221544787194,40.56784443887429
CFA3S,16.9564,16.089,15.461999999999998,15.0026,16.384899139404297,15.665800094604492,15.408699989318848,15.310799598693848,20.333789176095806,40.527354287768794
CFA3S,18.3854,17.947,17.6328,17.363599999999998,18.1023006439209,17.855600357055664,17.779600143432617,17.802900314331055,20.32769971475152,40.5600074696966
CFA3S,17.758699999999997,16.961,16.376299999999997,15.921699999999998,17.297399520874023,16.647199630737305,16.395299911499023,16.305500030517578,20.316931674683286,40.514748205484885
CFA3S,18.1984,17.7195,17.374,17.0421,17.878000259399414,17.57740020751953,17.454200744628906,17.43470001220703,20.24656256438992,40.419778957558485
CFA3S,17.8609,17.3362,16.9406,16.584300000000002,17.506500244140625,17.13290023803711,17.017200469970703,16.972200393676758,99.41175658207072,49.86750566278354
CFA3S,17.0346,16.1709,15.588,15.0938,16.491600036621094,15.83430004119873,15.552000045776367,15.429100036621094,99.3795647383127,49.841001720069
CFA3S,18.3039,17.5159,16.987499999999997,16.5778,17.80590057373047,17.21739959716797,17.010400772094727,16.93079948425293,99.26620711124563,49.907468749129244
CFA3S,15.7624,15.1859,14.7748,14.4173,15.396499633789062,14.992799758911133,14.852899551391602,14.82040023803711,99.2659676146228,49.8946097310643
CFA3S,17.0789,16.2972,15.7621,15.3418,16.595600128173828,16.016799926757812,15.78600025177002,15.708100318908691,99.23141759774236,49.924152822172594
CFA3S,16.4052,15.6281,15.0738,14.6459,15.940299987792969,15.324299812316895,15.109199523925781,15.02299976348877,144.76472993638777,-4.875307277996046
CFA3S,14.8006,14.1589,13.7044,13.3489,14.40310001373291,13.944499969482422,13.80840015411377,13.765700340270996,144.75728179578527,-4.882491412692194
CFA3S,16.7284,15.9699,15.439800000000002,15.0323,16.27090072631836,15.678400039672852,15.498800277709961,15.420999526977539,144.75120025877447,-4.848800841190457
CFA3S,14.53,14.0701,13.7086,13.4267,14.226300239562988,13.934900283813477,13.847299575805664,13.847599983215332,144.70918297103532,-4.806049025864748
CFA3S,17.2022,16.5635,16.131,15.8035,16.752300262451172,16.300800323486328,16.167499542236328,16.108600616455078,144.70280191919434,-4.824008207482244
CFA3S,15.663,15.0559,14.643,14.3095,15.25,14.841400146484375,14.70300006866455,14.683300018310547,144.69838140125756,-4.863969576177368
CFA3S,15.2558,14.7295,14.3096,13.9431,14.912799835205078,14.530599594116211,14.386899948120117,14.340100288391113,144.67830648391856,-4.817861366089794
CFA3S,18.1231,17.5106,17.0619,16.6918,17.743900299072266,17.291900634765625,17.152299880981445,17.09760093688965,233.1768818094157,68.20246527412552
CFA3S,17.5667,16.8412,16.3461,15.9284,17.113300323486328,16.57200050354004,16.398000717163086,16.313800811767578,233.1529195747321,68.18854082061921
CFA3S,15.462,14.8605,14.422,14.0795,15.071999549865723,14.63290023803711,14.469900131225586,14.433300018310547,260.7946253469614,62.14264334983247
CFA3S,15.475,14.7753,14.3063,13.9588,15.053199768066406,14.545000076293945,14.381999969482422,14.33650016784668,260.77797921041355,62.25457906771133
CFA3S,18.1217,17.7789,17.4327,17.2274,18.17009925842285,17.775999069213867,17.616100311279297,17.568199157714844,260.76431675493086,62.18021079988425
CFA3S,16.9473,16.3571,15.9591,15.6901,16.468299865722656,16.08769989013672,15.946700096130371,15.916500091552734,260.7550645347008,62.19732261009607
CFA3S,17.2541,16.7118,16.314,15.9613,16.905899047851562,16.53730010986328,16.38990020751953,16.35460090637207,260.74755255929756,62.21874757571423
CFA3S,15.9887,15.4705,15.1005,14.7803,15.656299591064453,15.321999549865723,15.206399917602539,15.189399719238281,260.7208565796732,62.22836527583085
CFA3S,17.3093,16.5313,15.996300000000002,15.563300000000002,16.814199447631836,16.238800048828125,16.00200080871582,15.897700309753418,260.6814470060482,62.19212977157729
CFA3S,15.0207,14.5175,14.1607,13.8658,14.689800262451172,14.365900039672852,14.267000198364258,14.254400253295898,260.66064770753337,62.15353151656359
CFA3S,16.8794,16.0706,15.4866,15.0139,16.40049934387207,15.759099960327148,15.474200248718262,15.349300384521484,260.65360202343044,62.250339313981875
CFA3S,15.5468,14.9978,14.6038,14.2811,15.214599609375,14.815099716186523,14.67650032043457,14.65060043334961,260.64532189839446,62.13871127868202
CFA3S,18.690900000000003,18.0374,17.53,17.125500000000002,18.28339958190918,17.793100357055664,17.559999465942383,17.462400436401367,146.78962755790147,16.122989523725327
CFA3S,14.7958,14.2415,13.855,13.5117,14.468999862670898,14.08650016784668,13.954899787902832,13.934300422668457,146.78918238899294,15.951871284903314
CFA3S,16.739099999999997,16.1469,15.7155,15.347499999999998,16.3789005279541,15.958700180053711,15.787500381469727,15.758099555969238,146.76206857172005,16.091605360795505
CFA3S,17.5029,16.9719,16.575000000000003,16.271500000000003,17.150400161743164,16.798500061035156,16.650400161743164,16.638700485229492,146.75768673930028,16.030529429063396
CFA3S,16.208,15.6762,15.307,14.9963,15.864500045776367,15.517399787902832,15.417699813842773,15.41670036315918,146.74449092218563,16.117941415802893
CFA3S,15.8109,14.9949,14.4292,13.9888,15.321499824523926,14.67959976196289,14.431900024414062,14.354999542236328,146.73192305300037,16.02231286755218
CFA3S,17.3729,16.7407,16.279,15.8946,16.97100067138672,16.509300231933594,16.32309913635254,16.2908992767334,146.69783109384684,16.10738902210672
CFA3S,16.9274,16.3224,15.896999999999998,15.537,16.55030059814453,16.122699737548828,15.94480037689209,15.92959976196289,146.6883686012855,16.0439048091701
CFA3S,17.0146,16.2804,15.7777,15.3625,16.569700241088867,16.01110076904297,15.801799774169922,15.735699653625488,146.65145577642184,16.037373458305446
CFA3S,16.9464,16.2341,15.730800000000002,15.326100000000002,16.508399963378906,15.973799705505371,15.782699584960938,15.72439956665039,142.12350314420846,27.514988804661225
CFA3S,15.2313,14.541,14.0355,13.631,14.810500144958496,14.272299766540527,14.072699546813965,14.016599655151367,142.1012481356958,27.35137016401734
CFA3S,14.5981,14.0871,13.7115,13.4071,14.258299827575684,13.927800178527832,13.82699966430664,13.82040023803711,142.0773239174541,27.4718053769336
CFA3S,18.0805,17.5678,17.159799999999997,16.810499999999998,17.75749969482422,17.381900787353516,17.23240089416504,17.167999267578125,142.0138654593952,27.51855103672157
CFA3S,15.3602,14.7012,14.2547,13.8859,14.941900253295898,14.479299545288086,14.338500022888184,14.31029987335205,195.34140864548627,39.809929605527174
CFA3S,18.373900000000003,17.9612,17.657700000000002,17.3396,18.11989974975586,17.870100021362305,17.805700302124023,17.807199478149414,195.3035413401877,39.81802648925576
CFA3S,16.900299999999998,16.0506,15.4507,14.9813,16.39940071105957,15.706399917602539,15.456700325012207,15.363499641418457,195.2872104044722,39.892030693244806
CFA3S,16.0099,15.3599,14.919,14.5413,15.60569953918457,15.152099609375,15.003499984741211,14.963700294494629,195.25999807415684,39.92396225815098
CFA3S,15.8326,15.1159,14.6074,14.1433,15.39739990234375,14.85669994354248,14.610600471496582,14.52299976348877,195.22443507308586,39.88977256781542
CFA3S,17.2205,16.5392,16.056,15.6506,16.791200637817383,16.279699325561523,16.09950065612793,16.044200897216797,195.1841838840493,39.85322060498383
CFA3S,15.7145,14.979,14.4482,14.0225,15.272299766540527,14.701899528503418,14.479700088500977,14.395700454711914,153.62827454969317,3.4394683086003535
CFA3S,17.3646,16.8395,16.4393,16.1015,17.043500900268555,16.669200897216797,16.51650047302246,16.489500045776367,153.60980668694003,3.476227460715526
CFA3S,17.797,17.078,16.5722,16.1425,17.337499618530273,16.806299209594727,16.585599899291992,16.50510025024414,153.57919813503153,3.5376519053411735
CFA3S,17.174500000000002,16.635,16.241300000000003,15.901500000000002,16.820600509643555,16.45509910583496,16.32430076599121,16.283599853515625,153.57584858305557,3.5416707262922085
CFA3S,15.9845,14.9965,14.2653,13.761,15.3996000289917,14.534899711608887,14.203200340270996,14.079400062561035,153.57393517983235,3.4960218984021005
CFA3S,16.534100000000002,15.88,15.4037,15.0345,16.15169906616211,15.645000457763672,15.468000411987305,15.403599739074707,153.56592430541522,3.4334159450101382
CFA3S,18.0195,17.5645,17.1757,16.8965,17.715200424194336,17.42490005493164,17.27790069580078,17.282800674438477,153.56116133418888,3.39503143028646
CFA3S,14.4636,14.26,14.1118,13.9695,14.25979995727539,14.271499633789062,14.350700378417969,14.39780044555664,153.53513230339252,3.5223140805249873
CFA3S,17.1866,16.535,16.0668,15.7175,16.775800704956055,16.284700393676758,16.11639976501465,16.07200050354004,153.51442091959512,3.426259059181405
CFA3S,17.143,16.686,16.3362,16.054,16.838899612426758,16.559999465942383,16.46150016784668,16.451099395751953,153.49047441117744,3.5017511073480483
CFA3S,15.5326,14.7505,14.2122,13.783,15.020999908447266,14.44629955291748,14.196399688720703,14.093799591064453,153.47573540075618,3.4508198086413717
CFA3S,15.2728,14.7766,14.4183,14.107,14.946000099182129,14.641900062561035,14.55720043182373,14.55780029296875,109.56536247977016,9.704788589113926
CFA3S,16.1818,15.3156,14.7083,14.227,15.662199974060059,14.965800285339355,14.711400032043457,14.606499671936035,109.56347355336885,9.698266323910202
CFA3S,16.9738,16.4406,16.0463,15.708,16.613399505615234,16.238500595092773,16.12540054321289,16.11050033569336,109.53891299335889,9.676806551587049
CFA3S,17.3568,16.8236,16.4243,16.064,17.013900756835938,16.644399642944336,16.524599075317383,16.48579978942871,109.53641243644276,9.770040494267437
CFA3S,14.9728,14.1736,13.6293,13.171,14.465299606323242,13.86620044708252,13.6358003616333,13.55210018157959,109.5363733349556,9.669333410059458
CFA3S,15.0658,14.6266,14.3043,14.012,14.761199951171875,14.51509952545166,14.439200401306152,14.46619987487793,109.53452806786473,9.714605333782833
CFA3S,17.282799999999998,16.8356,16.5043,16.185,16.985200881958008,16.712900161743164,16.626300811767578,16.62019920349121,109.53118094326561,9.777059650395175
CFA3S,16.496799999999997,16.0266,15.673299999999998,15.314999999999998,16.183000564575195,15.87909984588623,15.771300315856934,15.765000343322754,109.5250110701198,9.679318013826006
CFA3S,16.4478,15.7846,15.3093,14.894,16.038400650024414,15.550200462341309,15.354900360107422,15.2923002243042,109.51992340736496,9.76738500474939
CFA3S,16.995800000000003,16.5436,16.1593,15.831,16.685699462890625,16.36750030517578,16.255699157714844,16.237199783325195,109.51499906566376,9.667820425562427
CFA3S,15.6088,15.2156,14.9113,14.634,15.327099800109863,15.101699829101562,15.06820011138916,15.079400062561035,109.51298261869738,9.687176033267
CFA3S,14.8288,14.3816,14.0623,13.775,14.51099967956543,14.275699615478516,14.185799598693848,14.206299781799316,109.4878888188024,9.678654490446593
CFA3S,16.965799999999998,16.3266,15.8983,15.483,16.545799255371094,16.13599967956543,15.958999633789062,15.935199737548828,109.47667791084065,9.736160210901225
CFA3S,17.3788,16.7276,16.2643,15.829999999999998,16.95599937438965,16.493200302124023,16.277999877929688,16.19529914855957,109.47627996202421,9.691139418049758
CFA3S,16.9428,16.3526,15.9133,15.544,16.55299949645996,16.141799926757812,15.98169994354248,15.940899848937988,109.469225161936,9.64192560022585
CFA3S,16.6828,16.2436,15.9273,15.536,16.37150001525879,16.130199432373047,16.03529930114746,16.039199829101562,109.46747554219051,9.726738449950558
CFA3S,16.175800000000002,15.7146,15.3783,15.057,15.856100082397461,15.570099830627441,15.490500450134277,15.486300468444824,109.46655276894195,9.674851071589556
CFA3S,16.5658,15.9856,15.6053,15.243,16.185400009155273,15.803899765014648,15.674599647521973,15.651399612426758,109.45819943858145,9.687139904728678
CFA3S,15.6488,14.7466,14.1523,13.645,15.097800254821777,14.416899681091309,14.13029956817627,14.002599716186523,109.45381105121258,9.74718808077678
CFA3S,16.5038,15.8166,15.338299999999998,14.91,16.076499938964844,15.56760025024414,15.372599601745605,15.302499771118164,109.45129923777495,9.718072855937525
CFA3S,17.274800000000003,16.6746,16.230300000000003,15.873,16.868900299072266,16.440099716186523,16.304500579833984,16.26930046081543,109.45093654625192,9.62334464947247
CFA3S,15.9328,15.5086,15.1983,14.929,15.646100044250488,15.406200408935547,15.348400115966797,15.369199752807617,109.44719347786491,9.765507281593877
CFA3S,16.4878,15.7166,15.1953,14.744,16.017799377441406,15.459600448608398,15.2076997756958,15.131799697875977,109.44693309389918,9.781662613121098
CFA3S,15.7458,15.2536,14.9023,14.577,15.415599822998047,15.112000465393066,15.004400253295898,15.001399993896484,109.4466194681808,9.710740909745564
CFA3S,17.2538,16.7046,16.3033,15.983,16.886600494384766,16.52400016784668,16.40880012512207,16.389699935913086,109.43708453187433,9.68094347674068
CFA3S,16.2258,15.2896,14.6233,14.129,15.65530014038086,14.872699737548828,14.586000442504883,14.480400085449219,109.43198253483727,9.667948034980503
CFA3S,15.285799999999998,14.3266,13.7273,13.267,14.692899703979492,13.968600273132324,13.718999862670898,13.610699653625488,109.4238598127648,9.676156702386049
CFA3S,15.1668,14.8196,14.5643,14.328,14.887499809265137,14.73639965057373,14.712400436401367,14.7431001663208,109.40714740335763,9.672294700521734
CFA3S,16.8708,16.4116,16.0493,15.705,16.55190086364746,16.253400802612305,16.158100128173828,16.14150047302246,109.40640876704234,9.701788126198373
CFA3S,14.8677,14.3191,13.9295,13.6034,14.510700225830078,14.137200355529785,14.019200325012207,14.012800216674805,218.70990535164051,59.36080023530972
CFA3S,17.9119,17.2361,16.7865,16.3824,17.494600296020508,17.01449966430664,16.827499389648438,16.778600692749023,218.70491085212439,59.408311326586904
CFA3S,16.9831,16.343,15.8689,15.5308,16.516199111938477,16.072999954223633,15.915200233459473,15.873800277709961,218.6946369462648,59.38137436873398
CFA3S,17.8373,17.05,16.5131,16.052300000000002,17.350400924682617,16.759300231933594,16.493499755859375,16.39859962463379,218.6422022518995,59.355535636856665
CFA3S,17.3654,16.8058,16.3812,16.0346,16.999300003051758,16.632600784301758,16.461000442504883,16.43950080871582,218.63765610474218,59.40772386277199
CFA3S,17.4992,16.8801,16.447499999999998,16.090899999999998,17.105300903320312,16.658599853515625,16.51849937438965,16.48740005493164,218.57884701945994,59.38189984320261
CFA3S,17.287599999999998,16.4108,15.730199999999998,15.249599999999996,16.765399932861328,15.977100372314453,15.661499977111816,15.524999618530273,218.55885165591667,59.41481759061894
CFA3S,17.729200000000002,16.9719,16.387700000000002,15.928300000000002,17.270099639892578,16.677600860595703,16.39929962158203,16.31130027770996,266.1364220418451,40.88515433262894
CFA3S,15.6716,15.0463,14.6048,14.2567,15.269700050354004,14.834099769592285,14.67710018157959,14.64210033416748,266.11603913915565,40.937642085704915
CFA3S,16.0435,15.0869,14.3767,13.86,15.497099876403809,14.666000366210938,14.323100090026855,14.181599617004395,266.1149963815433,40.84853066670763
CFA3S,16.761499999999998,16.1589,15.719399999999998,15.3653,16.375600814819336,15.961899757385254,15.784199714660645,15.753399848937988,266.1141484676808,40.85386631708776
CFA3S,15.3586,14.5956,14.0698,13.6383,14.878499984741211,14.31309986114502,14.083100318908691,13.981100082397461,266.09637905970504,40.89847386115384
CFA3S,17.4122,16.1209,15.1557,14.395,16.668500900268555,15.511300086975098,14.895500183105469,14.624199867248535,266.0782182010449,40.82008154911108
CFA3S,14.7799,14.1469,13.6897,13.3366,14.374899864196777,13.930399894714355,13.75409984588623,13.72070026397705,266.07783957481,40.89088070172745
CFA3S,15.8306,15.1393,14.6421,14.227,15.38759994506836,14.884499549865723,14.65839958190918,14.572500228881836,266.0410225014163,40.843633176268575
CFA3S,17.7159,17.1463,16.7175,16.3874,17.338199615478516,16.966800689697266,16.798099517822266,16.77560043334961,266.0154066827667,40.93045640071436
CFA3S,16.9785,16.2209,15.7084,15.3463,16.508399963378906,15.950900077819824,15.758700370788574,15.708100318908691,265.9617927381884,40.97286797349797
CFA3S,17.758200000000002,17.0089,16.4721,16.058600000000002,17.283899307250977,16.722400665283203,16.4960994720459,16.407800674438477,265.95030361910165,40.9155234107592
CFA3S,17.7636,17.3253,16.975099999999998,16.682699999999997,17.522600173950195,17.19700050354004,17.086000442504883,17.06679916381836,265.94703702755834,40.93137166871205
CFA3S,16.633699999999997,16.0236,15.591799999999996,15.236999999999998,16.25790023803711,15.837699890136719,15.680000305175781,15.64840030670166,288.22856582733607,77.83053511390398
CFA3S,16.458199999999998,15.7656,15.2683,14.866,16.037599563598633,15.527999877929688,15.316800117492676,15.237700462341309,288.21896510820864,77.89123859010499
CFA3S,17.9976,17.267,16.7977,16.425,17.550800323486328,17.033300399780273,16.84429931640625,16.799800872802734,288.1607562518762,77.92219947985622
CFA3S,14.8486,14.3,13.9067,13.5894,14.520299911499023,14.148300170898438,14.02280044555664,14.011199951171875,288.11369765888753,77.96722772259865
CFA3S,15.551100000000002,14.864,14.3806,13.998,15.141200065612793,14.628899574279785,14.447199821472168,14.395099639892578,288.10704538203106,77.89542753696524
CFA3S,18.4927,18.0541,17.700799999999997,17.389599999999998,18.21940040588379,17.917499542236328,17.819499969482422,17.812999725341797,288.0676238808013,77.9420860105031
CFA3S,16.807699999999997,16.3376,15.9587,15.672,16.494199752807617,16.1653995513916,16.061199188232422,16.04669952392578,288.05230922983407,77.93320523090229
CFA3S,17.4407,16.7441,16.2953,-982.2559,17.027700424194336,16.52989959716797,16.33880043029785,16.28529930114746,288.0394401412219,77.94552468323498
CFA3S,14.7706,14.2145,13.8046,13.4799,14.422699928283691,14.036100387573242,13.909299850463867,13.897600173950195,288.0261870089012,77.92328619018929
CFA3S,17.1851,16.462,15.9647,15.5489,16.753700256347656,16.221399307250977,15.998800277709961,15.93120002746582,287.93056038825233,77.90603253736019
CFA3S,16.5606,15.3575,14.4202,13.6999,15.923299789428711,14.777899742126465,14.226699829101562,13.98550033569336,287.9244320393015,77.91614058880265
CFA3S,16.7172,15.8461,15.2367,14.7941,16.199600219726562,15.504400253295898,15.246899604797363,15.143600463867188,287.92001658412903,77.87896949611248
CFA3S,14.3912,13.9061,13.5442,13.242,14.103099822998047,13.77810001373291,13.668600082397461,13.668399810791016,287.91352988978446,77.94894790952338
CFA3S,17.071,16.3125,15.7346,15.2618,16.651500701904297,16.01810073852539,15.74899959564209,15.626899719238281,10.498813767933573,-9.32707822832189
CFA3S,16.720399999999998,15.8426,15.1952,14.6492,16.220600128173828,15.489999771118164,15.148699760437012,14.987099647521973,10.45396816748037,-9.366151531160353
CFA3S,16.364900000000002,15.8396,15.445200000000002,15.100700000000002,16.02050018310547,15.667799949645996,15.542799949645996,15.515600204467773,10.439629066321931,-9.353974613529044
CFA3S,16.5354,15.9231,15.4817,15.1297,16.136899948120117,15.696599960327148,15.553400039672852,15.503100395202637,10.38131970538191,-9.361203011737848
CFA3S,17.770899999999997,16.9671,16.493199999999998,16.1052,17.19580078125,16.686899185180664,16.489900588989258,16.419300079345703,10.376809568717158,-9.277677919057949
CFA3S,16.073900000000002,15.5341,15.1402,14.8197,15.716099739074707,15.352499961853027,15.23330020904541,15.207300186157227,10.374490177134406,-9.36531677159153
CFA3S,16.0821,15.5302,15.105,14.709,15.767399787902832,15.363800048828125,15.1983003616333,15.138999938964844,1.5317108448158614,27.515118485681793
CFA3S,17.1241,16.4892,16.043,15.607,16.753400802612305,16.292800903320312,16.108800888061523,16.042600631713867,1.5216025980044041,27.448085975889644
CFA3S,18.7661,18.2402,17.783,17.394000000000002,18.398500442504883,18.008100509643555,17.84440040588379,17.798099517822266,1.462064070225365,27.545974877532284
CFA3S,16.6671,15.8892,15.328,14.853000000000002,16.21809959411621,15.592300415039062,15.342900276184082,15.232199668884277,1.412627618054647,27.529793383602158
CFA3S,15.7771,15.1072,14.631,14.239,15.365599632263184,14.875,14.683600425720215,14.6181001663208,1.3762963978767042,27.417237691474426
CFA3S,15.7121,15.1792,14.764,14.515,15.281700134277344,14.90369987487793,14.739700317382812,14.69540023803711,1.356462506675754,27.38339717008153
CFA3S,17.0811,16.4772,16.058,15.661,16.720199584960938,16.2893009185791,16.121400833129883,16.064300537109375,1.3531459484369577,27.49536918119915
CFA3S,17.4378,16.4306,15.673099999999998,15.081499999999998,16.884700775146484,15.979000091552734,15.592900276184082,15.424200057983398,42.58057669957989,12.777876496639085
CFA3S,18.3124,17.2126,16.363,-981.7874,17.71139907836914,16.691999435424805,16.24049949645996,16.015899658203125,42.5628648452227,12.778911823151507
CFA3S,16.8293,16.2171,15.791299999999998,15.4145,16.465299606323242,16.046100616455078,15.864399909973145,15.819499969482422,42.547587001559094,12.937592201783657
CFA3S,18.4844,17.7726,17.2226,16.7655,18.049699783325195,17.498699188232422,17.25320053100586,17.172500610351562,42.52540498529513,12.908151987665699
CFA3S,14.9689,14.1816,13.6216,13.1169,14.519800186157227,13.899499893188477,13.615900039672852,13.505499839782715,42.524509436960805,12.921598469769249
CFA3S,18.1409,17.6041,17.1766,16.808,17.809900283813477,17.42020034790039,17.259000778198242,17.218700408935547,42.50267280654227,12.909722501246163
CFA3S,17.595399999999998,16.8526,16.323999999999998,15.855,17.17609977722168,16.593299865722656,16.3346004486084,16.239999771118164,42.47998041562134,12.915036621448616
CFA3S,18.4853,17.7521,17.2745,16.8694,18.01609992980957,17.499099731445312,17.277099609375,17.196199417114258,42.46089357405822,12.803699770475934
CFA3S,15.5853,15.004,14.5669,14.1819,15.241900444030762,14.81470012664795,14.642999649047852,14.577199935913086,42.45770976513043,12.901971678890705
CFA3S,14.8619,14.2746,13.8461,13.4814,14.506199836730957,14.085399627685547,13.915300369262695,13.863699913024902,42.452317526236676,12.792180824284747
CFA3S,17.0304,16.4835,16.1055,15.7838,16.653499603271484,16.2987003326416,16.171600341796875,16.150800704956055,146.69933407688288,30.59653168362023
CFA3S,15.1229,14.629,14.2765,13.9732,14.76509952545166,14.445300102233887,14.337900161743164,14.328499794006348,146.6549660410555,30.630729196355034
CFA3S,17.3594,16.492,15.8998,15.4172,16.83679962158203,16.17180061340332,15.866399765014648,15.740699768066406,146.64277513552176,30.70328831761767
CFA3S,17.1264,16.432,15.9378,15.522199999999998,16.714599609375,16.177799224853516,15.966899871826172,15.879500389099121,146.59611277897747,30.725242200631484
CFA3S,16.9509,16.21,15.6875,15.2857,16.493600845336914,15.925700187683105,15.715700149536133,15.632699966430664,146.59171531042867,30.647149656268066
CFA3S,17.223399999999998,16.433,15.8598,15.4272,16.751399993896484,16.115999221801758,15.881600379943848,15.799599647521973,146.58337834805283,30.709977916964565
CFA3S,15.503800000000002,14.851,14.419,14.0958,15.072600364685059,14.616800308227539,14.475099563598633,14.442099571228027,146.56636016356947,30.574725883031565
CFA3S,16.2313,15.6003,15.1188,14.7633,15.85420036315918,15.375900268554688,15.184399604797363,15.13010025024414,215.978114452693,-19.47277885679489
CFA3S,15.0913,14.4303,13.9288,13.5623,14.683600425720215,14.1899995803833,13.989899635314941,13.934100151062012,215.96326012428153,-19.485339424784158
CFA3S,16.813299999999998,16.0053,15.436799999999998,15.0303,16.341699600219727,15.708100318908691,15.467000007629395,15.365699768066406,215.96274068537795,-19.381907469276317
CFA3S,15.8203,15.3513,14.9798,14.7013,15.510899543762207,15.214799880981445,15.10789966583252,15.095999717712402,215.95213863937562,-19.47369140362037
CFA3S,16.4223,15.8483,15.4138,15.0623,16.087900161743164,15.663299560546875,15.495499610900879,15.454500198364258,215.92870486379894,-19.35901514941737
CFA3S,17.0983,16.4483,15.9758,15.6333,16.695499420166016,16.225500106811523,16.06439971923828,16.0093994140625,215.92866410891665,-19.41538996772837
CFA3S,16.7653,16.1583,15.7248,15.3783,16.386600494384766,15.974200248718262,15.796899795532227,15.76669979095459,215.90679932296695,-19.43702716149617
CFA3S,16.4963,15.5263,14.7728,14.2353,15.94159984588623,15.085399627685547,14.706999778747559,14.534299850463867,215.8769609889712,-19.39391512191509
CFA3S,16.877299999999998,16.0553,15.455799999999998,15.0393,16.425500869750977,15.774499893188477,15.525500297546387,15.444999694824219,215.8613685929145,-19.374702077221542
CFA3S,18.1923,17.7383,17.3888,17.0563,17.887300491333008,17.581199645996094,17.457199096679688,17.41790008544922,215.8612486028985,-19.45227924877868
CFA3S,17.2213,16.6943,16.241799999999998,15.947299999999998,16.8971004486084,16.51289939880371,16.350200653076172,16.303199768066406,215.83890091532655,-19.35841679093958
CFA3S,16.2923,15.7283,15.295800000000002,14.9723,15.925700187683105,15.537300109863281,15.384900093078613,15.34939956665039,215.83317280203661,-19.441370758737456
CFA3S,17.2513,16.3793,15.7668,15.3163,16.728099822998047,16.050399780273438,15.73639965057373,15.609600067138672,215.82749152677127,-19.483906334079613
CFA3S,18.1386,17.6788,17.327299999999997,16.9808,17.85300064086914,17.527099609375,17.42970085144043,17.420299530029297,156.8319432211604,16.03972435891869
CFA3S,18.7486,18.5478,18.2523,17.8938,18.64620018005371,18.61520004272461,18.548900604248047,18.361299514770508,156.81348800300518,15.944420355736687
CFA3S,16.8766,15.5908,14.7113,14.0118,15.87660026550293,14.735799789428711,14.178899765014648,13.907099723815918,156.81205839094105,15.982375656121707
CFA3S,16.9836,16.4588,16.0863,15.7688,16.633899688720703,16.305999755859375,16.175899505615234,16.156299591064453,156.8058277476716,15.997855851082127
CFA3S,17.7276,16.7078,15.9113,15.3328,17.159000396728516,16.20789909362793,15.8326997756958,15.664899826049805,156.80250517331956,16.06678540566577
CFA3S,18.7206,18.2068,17.793300000000002,17.4998,18.393999099731445,18.02720069885254,17.892200469970703,17.84239959716797,156.7793655383513,16.06515416825607
CFA3S,15.501600000000002,14.8518,14.3273,13.9608,15.03219985961914,14.512900352478027,14.360699653625488,14.314900398254395,156.75471284659096,16.040471417207783
CFA3S,17.7226,16.8808,16.3033,15.8838,17.226999282836914,16.558300018310547,16.32830047607422,16.255599975585938,156.71691887621722,16.071980945908354
CFA3S,17.4536,16.5588,15.899300000000002,15.4468,16.909400939941406,16.166099548339844,15.888500213623047,15.767800331115723,156.69145771815934,15.966464764607759
CFA3S,14.7636,14.2828,13.9133,13.6158,14.436699867248535,14.1225004196167,14.018600463867188,14.016300201416016,156.68433750659622,16.07108622859441
CFA3S,17.1873,16.6405,16.227899999999998,15.9077,16.83690071105957,16.4689998626709,16.338300704956055,16.30769920349121,151.49430182756652,10.33003233218389
CFA3S,18.5083,17.9725,17.6289,17.3717,18.16510009765625,17.805299758911133,17.692100524902344,17.668699264526367,151.4249768089022,10.213959814239994
CFA3S,16.7313,15.5395,14.6359,13.9407,16.064800262451172,14.970399856567383,14.443400382995605,14.20829963684082,151.4147857787419,10.316960948448079
CFA3S,17.6991,17.2524,16.9354,16.613500000000002,17.450199127197266,17.121700286865234,16.98509979248047,16.949899673461914,171.4461087002037,22.838149962603858
CFA3S,18.1931,17.8434,17.6194,17.7945,18.5575008392334,18.203699111938477,18.110599517822266,18.092500686645508,171.4445624868205,22.843872322481246
CFA3S,17.5781,16.8504,16.3074,15.8705,17.12380027770996,16.52389907836914,16.333999633789062,16.2106990814209,171.39170731986331,22.83789123353713
CFA3S,17.7598,16.4345,15.5191,14.821,17.152700424194336,16.084199905395508,15.602999687194824,15.40530014038086,170.3252373885621,21.27854043843628
CFA3S,16.052799999999998,15.4705,15.0421,14.685,15.678099632263184,15.270000457763672,15.11460018157959,15.088899612426758,170.31759027187542,21.360385071254548
