survey,ZTFS-g,ZTFS-r,ZTFS-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFS,16.8601,16.529,16.4166,16.869699478149414,16.496000289916992,16.36210060119629,16.335599899291992,243.35693698458175,65.62416095326556
ZTFS,18.0442,17.0287,16.6315,18.019800186157227,17.046300888061523,16.632699966430664,16.460100173950195,241.1920424939721,29.158896417147293
ZTFS,18.1282,17.6261,17.3784,18.151199340820312,17.606300354003906,17.35219955444336,17.239099502563477,244.16996624791952,22.897574645324205
ZTFS,16.2775,15.964,15.8602,16.294599533081055,15.93120002746582,15.805399894714355,15.770400047302246,219.14693279131774,15.37920678652221
ZTFS,16.8754,16.5935,16.465,16.8971004486084,16.557300567626953,16.435400009155273,16.40519905090332,251.03090127331674,54.067111719005275
ZTFS,15.9852,15.574000000000002,15.4163,15.990500450134277,15.543399810791016,15.386500358581543,15.340299606323242,263.38808743590283,30.427681276116672
ZTFS,18.1755,17.129,16.7344,18.142900466918945,17.146400451660156,16.736299514770508,16.55739974975586,230.63907227042114,31.258789257271047
ZTFS,15.5763,15.2387,15.1071,15.595499992370605,15.21619987487793,15.073200225830078,15.035799980163574,248.28021113783282,79.27525269256448
ZTFS,16.6303,15.960999999999999,15.7405,16.611299514770508,15.951499938964844,15.712200164794922,15.629300117492676,243.6371162232153,47.26489541746042
ZTFS,18.7441,17.4846,16.7441,18.702899932861328,17.511499404907227,16.807100296020508,16.489099502563477,248.57512052988758,59.62451950646245
ZTFS,17.9033,17.3376,17.1082,17.90530014038086,17.331100463867188,17.091899871826172,17.0093994140625,262.89801692591624,58.72622150876285
ZTFS,15.5355,15.190999999999999,15.0822,15.54170036315918,15.166999816894531,15.031999588012695,15.017399787902832,250.08191797345867,33.55272545336213
ZTFS,17.6118,16.8629,16.5554,17.607099533081055,16.85300064086914,16.518199920654297,16.41189956665039,234.9129303061909,23.273914868389554
ZTFS,17.0972,16.1877,15.8329,17.08009910583496,16.201200485229492,15.840200424194336,15.679100036621094,256.32204075318367,23.065221486221443
ZTFS,17.6174,17.1329,16.9408,17.628700256347656,17.09869956970215,16.90399932861328,16.840599060058594,212.37007592173615,36.86664479554645
ZTFS,18.1007,16.8023,16.0241,18.049800872802734,16.86050033569336,16.103200912475586,15.775199890136719,254.03574409839678,72.4243774602884
ZTFS,17.1588,16.6668,16.4691,17.154300689697266,16.645099639892578,16.440500259399414,16.36400032043457,255.84691951664837,73.65286669206147
ZTFS,18.2236,16.9198,16.1072,18.17840003967285,16.981599807739258,16.191299438476562,15.840399742126465,262.25586017611454,73.0406042235093
ZTFS,17.7433,17.3026,17.1081,17.766300201416016,17.275699615478516,17.083799362182617,17.00979995727539,257.37995799931326,51.81940624343202
ZTFS,17.2507,16.143,15.6734,17.219499588012695,16.167200088500977,15.699999809265137,15.492400169372559,251.0871471218013,79.99216841358853
ZTFS,18.5201,17.3262,16.7473,18.48069953918457,17.353700637817383,16.792800903320312,16.52429962158203,226.41186260537336,66.53008080981874
ZTFS,17.5059,16.5954,16.2801,17.479799270629883,16.601900100708008,16.273399353027344,16.121599197387695,263.2349713169524,24.653008759461343
ZTFS,18.6739,17.6909,17.3094,18.63920021057129,17.6830997467041,17.30299949645996,17.112899780273438,238.83990861956917,66.36942574853845
ZTFS,17.5352,17.2389,17.1107,17.557300567626953,17.22319984436035,17.090700149536133,17.071399688720703,255.64993613999243,36.89756032407781
ZTFS,18.1951,17.588,17.3776,18.221500396728516,17.574199676513672,17.328500747680664,17.212799072265625,252.32101821157275,19.496258675442625
ZTFS,18.5791,17.9289,17.6862,18.580299377441406,17.922800064086914,17.656400680541992,17.544700622558594,257.0498956464265,42.7397124222225
ZTFS,17.3147,16.7713,16.574,17.326400756835938,16.74489974975586,16.531299591064453,16.467100143432617,216.08712598939755,58.437985407316
ZTFS,16.4625,15.9909,15.817,16.47570037841797,15.969400405883789,15.783100128173828,15.719900131225586,236.7548339688357,65.09468917531886
ZTFS,16.9993,16.6745,16.5425,17.042800903320312,16.65719985961914,16.507999420166016,16.491899490356445,251.47894988661147,39.59273915195879
ZTFS,16.6272,16.0873,15.9027,16.626100540161133,16.081499099731445,15.869400024414062,15.812899589538574,247.5980785124359,29.287159291574053
ZTFS,17.8439,17.2269,16.9654,17.827600479125977,17.208799362182617,16.942899703979492,16.828500747680664,262.7300747824854,38.40785916519962
ZTFS,17.6145,16.8823,16.5162,17.60409927368164,16.8927001953125,16.542299270629883,16.390199661254883,260.6019699084944,34.48905256570246
ZTFS,17.125999999999998,16.7796,16.6267,17.131799697875977,16.757999420166016,16.60219955444336,16.563199996948242,255.93699009692548,22.942847216022212
ZTFS,16.3703,16.1435,16.0546,16.38559913635254,16.106300354003906,16.00469970703125,15.998000144958496,249.96883617187433,72.91401826237745
ZTFS,17.7023,16.8596,16.612000000000002,17.656299591064453,16.860300064086914,16.564599990844727,16.451799392700195,264.4390609625911,48.172772375334326
ZTFS,18.4753,17.3566,16.8158,18.47559928894043,17.366500854492188,16.844200134277344,16.597999572753906,242.56616593131284,73.05882996315408
ZTFS,18.2699,17.615,17.3372,18.283199310302734,17.620100021362305,17.322200775146484,17.193500518798828,223.67303364759206,36.1595718771826
ZTFS,17.2421,16.9687,16.8734,17.260099411010742,16.941200256347656,16.829999923706055,16.81879997253418,244.36292814503236,44.260649441463755
ZTFS,15.4377,15.18,15.0985,15.451899528503418,15.148799896240234,15.047699928283691,15.036399841308594,240.8872569053101,79.47765342883947
ZTFS,17.1901,16.6147,16.3971,17.215700149536133,16.598600387573242,16.366899490356445,16.27680015563965,253.37203178,56.18126484
ZTFS,16.2774,15.9321,15.8102,16.297500610351562,15.909600257873535,15.75730037689209,15.734700202941895,241.50605613844345,59.50510683930559
ZTFS,16.4467,16.0903,15.9413,16.45039939880371,16.074100494384766,15.928099632263184,15.890000343322754,242.31684496940457,72.63552702493037
ZTFS,18.8004,17.7638,17.3488,18.798799514770508,17.790199279785156,17.384700775146484,17.172100067138672,264.5820646599222,58.18320320325483
ZTFS,17.8752,17.2991,17.1066,17.874500274658203,17.280099868774414,17.071399688720703,16.987899780273438,249.91991380032616,44.641427537115824
ZTFS,17.5741,16.5004,16.0358,17.5575008392334,16.519899368286133,16.060400009155273,15.86359977722168,244.84194557820163,40.12626272899887
ZTFS,16.2194,15.7305,15.5515,16.244199752807617,15.716699600219727,15.51609992980957,15.443900108337402,219.27994648385766,58.56950420378242
ZTFS,17.553,16.9294,16.7014,17.53260040283203,16.912799835205078,16.670299530029297,16.5669002532959,235.7563872676439,79.54708921735856
ZTFS,16.6962,16.1879,16.012999999999998,16.702800750732422,16.16670036315918,15.971500396728516,15.901200294494629,215.57305668986686,36.54466166797402
ZTFS,16.2682,15.9797,15.8743,16.304000854492188,15.942500114440918,15.817500114440918,15.79069995880127,221.77602796835976,21.650715278807507
ZTFS,17.2395,17.034000000000002,16.953,17.26490020751953,17.005199432373047,16.901599884033203,16.882699966430664,232.90205008962337,32.79479586986067
ZTFS,16.8435,16.1623,15.9144,16.840499877929688,16.157100677490234,15.89009952545166,15.77560043334961,253.71606822544604,53.298462848
ZTFS,15.6948,15.3824,15.2643,15.71619987487793,15.352499961853027,15.224100112915039,15.19909954071045,248.03806083902796,73.75952923558629
ZTFS,18.1032,17.357,16.9824,18.095300674438477,17.34910011291504,16.981000900268555,16.79669952392578,261.84080976505,78.41123709885996
ZTFS,17.4297,16.8907,16.6361,17.434799194335938,16.873199462890625,16.637100219726562,16.55190086364746,253.34199701944473,39.91762738237528
ZTFS,16.1898,15.8827,15.7952,16.207700729370117,15.855999946594238,15.739700317382812,15.73490047454834,230.2220001583035,59.09076753011442
ZTFS,15.755,15.5242,15.4354,15.78219985961914,15.489399909973145,15.38379955291748,15.3725004196167,226.38493804406056,16.744746779348652
ZTFS,16.8894,16.2897,16.0717,16.88599967956543,16.260400772094727,16.030799865722656,15.943499565124512,222.7758453060783,65.66774997126086
ZTFS,18.8924,17.744,17.2465,18.86050033569336,17.763599395751953,17.254600524902344,17.043699264526367,259.1840238027904,16.36801918646128
ZTFS,16.7185,16.4181,16.2986,16.7106990814209,16.396699905395508,16.24410057067871,16.206600189208984,249.69080787913978,79.7307896134168
ZTFS,16.3798,16.0636,15.9394,16.411800384521484,16.039899826049805,15.905400276184082,15.87720012664795,236.72695590126537,39.683882694011096
ZTFS,17.7853,17.1717,16.9628,17.787900924682617,17.134700775146484,16.917499542236328,16.835899353027344,217.40765922944502,78.5190842217935
ZTFS,17.2044,16.3371,16.0304,17.187000274658203,16.34630012512207,16.02389907836914,15.901599884033203,242.55216379883555,65.60043678351968
ZTFS,16.6203,16.0979,15.9308,16.625499725341797,16.077999114990234,15.891799926757812,15.819700241088867,223.49097139508288,30.109328350166777
ZTFS,18.2092,16.9568,16.2788,18.169099807739258,16.998300552368164,16.348899841308594,16.050199508666992,212.85661320955452,79.40136913822364
ZTFS,16.9781,16.5352,16.3779,16.9822998046875,16.502199172973633,16.337200164794922,16.28890037536621,244.16692073183899,72.63280979020817
ZTFS,17.6875,17.1924,17.0172,17.69339942932129,17.162399291992188,16.949100494384766,16.87190055847168,228.96084484717193,71.49571040786788
ZTFS,18.8591,17.5853,16.3517,18.85919952392578,17.707199096679688,16.498899459838867,15.962499618530273,244.49809911515445,79.91384244532551
ZTFS,18.8216,17.7125,17.1889,18.809799194335938,17.693099975585938,17.207599639892578,16.95490074157715,228.2179399783097,15.342169455143297
ZTFS,16.6155,16.1917,16.0483,16.617799758911133,16.159099578857422,15.99429988861084,15.968299865722656,264.13498832796193,39.88788972264186
ZTFS,17.3547,16.9472,16.7879,17.361600875854492,16.92169952392578,16.74880027770996,16.68589973449707,227.97704286698675,43.497448123946306
ZTFS,17.7317,16.7492,16.3673,17.726299285888672,16.75429916381836,16.361000061035156,16.183399200439453,235.4870574722065,15.973037455437108
ZTFS,16.8019,16.3887,16.2352,16.792699813842773,16.35580062866211,16.19300079345703,16.12220001220703,224.676220276087,74.40755344231559
ZTFS,16.8133,16.4473,16.3132,16.804899215698242,16.442399978637695,16.299800872802734,16.270599365234375,264.45402785099145,54.131082300924156
ZTFS,18.6616,17.3602,16.6837,18.62529945373535,17.408300399780273,16.747499465942383,16.443700790405273,255.30706841164044,23.088588335743545
ZTFS,18.144000000000002,17.2972,16.9865,18.140199661254883,17.291000366210938,16.9606990814209,16.834400177001953,250.19905970798652,28.420620297839477
ZTFS,16.3283,16.0241,15.9113,16.346099853515625,15.998800277709961,15.86929988861084,15.84469985961914,240.4409710558014,50.91243165405324
ZTFS,15.7979,15.2653,15.0737,15.805800437927246,15.251899719238281,15.044099807739258,14.971199989318848,223.16405983828253,43.19162956639096
ZTFS,18.8723,18.0623,17.7426,18.89539909362793,18.05229949951172,17.706899642944336,17.577199935913086,235.66402896658806,51.24838682062254
ZTFS,17.349,16.9029,16.6976,17.351600646972656,16.87700080871582,16.654300689697266,16.57229995727539,229.21297004045852,25.24460412847483
ZTFS,18.0622,16.7684,16.0765,18.019899368286133,16.81719970703125,16.138500213623047,15.838700294494629,226.6060923214619,44.11559302779601
ZTFS,18.5097,17.6214,17.3392,18.46809959411621,17.655099868774414,17.32360076904297,17.18720054626465,252.1620326842352,25.44474971649374
ZTFS,16.7457,16.5016,16.4111,16.757299423217773,16.461700439453125,16.360300064086914,16.342500686645508,236.577959609901,73.06667030699877
ZTFS,18.1489,17.2442,16.865,18.137500762939453,17.27560043334961,16.882999420166016,16.731599807739258,212.8381165501887,73.03333107515462
ZTFS,16.2537,15.3119,14.9233,16.247600555419922,15.32129955291748,14.922200202941895,14.742300033569336,224.206906998995,28.195097922627234
ZTFS,17.4323,16.163,15.4722,17.38629913330078,16.219200134277344,15.525500297546387,15.215499877929688,226.99506401209874,64.22864064973857
ZTFS,16.3184,15.2402,14.8039,16.29290008544922,15.254300117492676,14.828100204467773,14.639399528503418,259.17500614393515,41.52476827006193
ZTFS,17.8067,16.9309,16.607,17.80299949645996,16.9375,16.604799270629883,16.460599899291992,232.9641186491435,59.449883737212005
ZTFS,17.1153,15.9755,15.4682,17.082799911499023,15.985600471496582,15.487600326538086,15.258899688720703,231.9680028048382,17.882213728372097
ZTFS,16.4627,15.850999999999999,15.5954,16.460800170898438,15.854499816894531,15.588700294494629,15.477899551391602,250.99200115643913,32.850597892211724
ZTFS,16.2924,15.2361,14.776,16.274599075317383,15.255499839782715,14.80109977722168,14.589599609375,256.82991095415787,50.61628097298975
ZTFS,17.2331,16.6467,16.4254,17.230899810791016,16.640600204467773,16.392200469970703,16.30190086364746,253.98810139415497,41.832435165230066
ZTFS,16.5519,16.0521,15.8429,16.566699981689453,16.04010009765625,15.814000129699707,15.735400199890137,219.08495980844705,47.157440386308366
ZTFS,16.3182,16.0031,15.8914,16.340999603271484,15.972700119018555,15.84160041809082,15.817000389099121,243.07009722248372,64.6008548129839
ZTFS,16.8101,16.1925,15.9379,16.815200805664062,16.185300827026367,15.93280029296875,15.817500114440918,220.25191913254616,71.98442819167305
ZTFS,18.0688,17.0675,16.6354,18.05970001220703,17.09950065612793,16.65850067138672,16.473899841308594,259.19006622903004,22.774084730995767
ZTFS,16.0206,15.4486,15.2356,16.017200469970703,15.439299583435059,15.205300331115723,15.128999710083008,248.84692941385853,40.91698278446684
ZTFS,17.1079,16.7873,16.6326,17.108699798583984,16.745100021362305,16.63170051574707,16.5492000579834,229.27606024009435,28.932126855752642
ZTFS,18.6195,17.7784,17.4383,18.598100662231445,17.7716007232666,17.43600082397461,17.297500610351562,262.20299640462366,44.038856261023554
ZTFS,18.2832,17.0475,16.3683,18.245800018310547,17.077600479125977,16.417400360107422,16.126300811767578,234.36601847046555,50.66825854366073
ZTFS,16.9648,16.5764,16.4215,16.981399536132812,16.548999786376953,16.38909912109375,16.349000930786133,239.68496905796871,43.623635130403
ZTFS,18.4584,17.4709,17.067999999999998,18.440000534057617,17.483200073242188,17.075300216674805,16.887500762939453,242.25801936717284,52.05045545139824
ZTFS,17.3714,16.355,15.9303,17.341899871826172,16.36709976196289,15.944600105285645,15.766200065612793,249.626015629418,30.268986251117887
ZTFS,17.8744,17.2662,17.041,17.865699768066406,17.240299224853516,16.99250030517578,16.904699325561523,223.03909540555387,65.46326549908225
ZTFS,17.3686,16.7936,16.5772,17.368999481201172,16.797100067138672,16.554000854492188,16.457599639892578,238.4570599906615,72.90125813108666
ZTFS,17.6221,17.3507,17.247,17.660600662231445,17.326400756835938,17.172700881958008,17.144899368286133,258.4060541654664,33.90948934286687
ZTFS,18.002,16.6921,15.9737,17.960100173950195,16.728099822998047,16.038299560546875,15.717599868774414,259.06094658759946,15.483284067471631
ZTFS,16.8523,16.4865,16.3677,16.85460090637207,16.452800750732422,16.322900772094727,16.305999755859375,237.43498719316432,71.66216033915683
