survey,SDSS_AB_g,SDSS_AB_r,SDSS_AB_i,SDSS_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
SDSS_AB,16.893282,16.17643,15.914898999999998,15.762954,16.78059959411621,16.157100677490234,15.90310001373291,15.7947998046875,308.56595029,-0.95679282
SDSS_AB,18.067182,17.29553,17.039799,16.897954000000002,17.972900390625,17.279600143432617,17.040199279785156,16.95829963684082,308.56770298,1.16912433
SDSS_AB,18.435482,17.919729999999998,17.723999,17.650854000000002,18.381999969482422,17.91230010986328,17.739200592041016,17.660400390625,308.56873098,1.13612762
SDSS_AB,18.359782,17.579929999999997,17.255198999999998,17.074754000000002,18.293100357055664,17.565000534057617,17.281700134277344,17.172300338745117,308.56931802,-0.53806462
SDSS_AB,17.910582,17.351129999999998,17.143099,17.038854,17.84239959716797,17.345699310302734,17.1564998626709,17.083599090576172,308.56936531,0.3423622
SDSS_AB,16.670082,15.419929999999999,14.937498999999999,14.675354,16.482200622558594,15.402899742126465,14.941900253295898,14.732399940490723,308.57091623,-0.56695136
SDSS_AB,17.681282,17.159229999999997,16.983898999999997,16.899654,17.614200592041016,17.154199600219727,16.987600326538086,16.92959976196289,308.57228228,0.68792672
SDSS_AB,18.372482,17.93303,17.736499,17.650954000000002,18.299800872802734,17.931499481201172,17.762300491333008,17.678199768066406,308.57288448,-0.55536291
SDSS_AB,16.926682,16.44023,16.270398999999998,16.192354,16.84469985961914,16.4375,16.265199661254883,16.216899871826172,308.57355703,0.7779615
SDSS_AB,17.988782,17.46953,17.274199,17.152054,17.918500900268555,17.465999603271484,17.272300720214844,17.1924991607666,308.57397467,-0.02808325
SDSS_AB,18.812582,18.35673,18.184798999999998,18.102554,18.743099212646484,18.341999053955078,18.131500244140625,18.027099609375,308.57405956,1.14385126
SDSS_AB,18.920582,18.335929999999998,18.112599,17.976354,18.859100341796875,18.327699661254883,18.1117000579834,17.981399536132812,308.57409801,-0.98564664
SDSS_AB,16.982182,16.357229999999998,16.141399,16.014654,16.87969970703125,16.356000900268555,16.12980079650879,16.042699813842773,308.57419138,-0.98946302
SDSS_AB,18.700582,17.73153,17.369398999999998,17.109354,18.603099822998047,17.71030044555664,17.341800689697266,17.19729995727539,308.57524534,-0.48628852
SDSS_AB,18.611882,17.92673,17.661799,17.508754,18.512800216674805,17.920299530029297,17.67569923400879,17.59079933166504,308.57531201,-0.54896935
SDSS_AB,18.790482,18.151329999999998,17.919598999999998,17.811454,18.760900497436523,18.13680076599121,17.922199249267578,17.819599151611328,308.57541008,1.12072201
SDSS_AB,15.206582000000001,14.331029999999998,13.993599,13.775254,15.078399658203125,14.3125,13.974100112915039,13.830400466918945,308.57592519,-1.00496703
SDSS_AB,18.524682000000002,17.816329999999997,17.512999,17.326254000000002,18.457500457763672,17.797700881958008,17.51810073852539,17.384199142456055,308.57624438,0.66987565
SDSS_AB,18.667482,18.21623,18.052498999999997,18.004954,18.62470054626465,18.208200454711914,18.055299758911133,18.025400161743164,308.57725474,1.12378003
SDSS_AB,18.558882,17.87663,17.603799,17.471254000000002,18.460500717163086,17.853599548339844,17.58810043334961,17.48699951171875,308.57774689,-0.91917599
SDSS_AB,18.657482,17.495829999999998,17.053299,16.786154,18.50589942932129,17.484500885009766,17.06220054626465,16.850500106811523,308.57776021,-0.60153915
SDSS_AB,16.644782,16.10923,15.887699,15.787354,16.5625,16.090599060058594,15.891900062561035,15.8193998336792,308.57924894,-0.59977921
SDSS_AB,17.293682,16.573529999999998,16.297399,16.137054,17.18720054626465,16.559600830078125,16.305400848388672,16.18829917907715,308.57934798,0.30837278
SDSS_AB,15.588882,15.15533,15.015799,14.954354,15.534199714660645,15.148300170898438,15.012399673461914,14.981499671936035,308.57953674,0.68253938
SDSS_AB,17.248782000000002,16.56843,16.329099,16.183254,17.134199142456055,16.563800811767578,16.32859992980957,16.229799270629883,308.57957572,-0.02717401
SDSS_AB,17.045082,16.10203,15.780899,15.582354,16.915000915527344,16.087099075317383,15.736499786376953,15.610600471496582,308.58111337,-0.46833687
SDSS_AB,18.871882,18.39613,18.224899,18.151154000000002,18.77899932861328,18.390899658203125,18.22570037841797,18.168899536132812,308.58122254,-0.03811189
SDSS_AB,16.169482000000002,15.492029999999998,15.248498999999999,15.138054,16.060800552368164,15.479499816894531,15.26140022277832,15.172499656677246,308.581676,-0.55516374
SDSS_AB,15.271782,14.732529999999999,14.527698999999998,14.452254,15.178999900817871,14.708800315856934,14.521200180053711,14.461899757385254,308.58172747,-0.92008853
SDSS_AB,18.198482000000002,17.06263,16.658099,16.432854000000003,18.059900283813477,17.05739974975586,16.678499221801758,16.495399475097656,308.58200021,0.31905091
