survey,CFA4natp1_B,CFA4natp1_V,CFA4natp1_r,CFA4natp1_i,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
CFA4,16.4985723,15.8024517,15.599455700000002,15.409274100000001,16.045900344848633,15.589500427246094,15.418499946594238,15.36299991607666,6.35643767,12.85335048
CFA4,14.3272215,13.8206985,13.675396100000002,13.5575562,13.998900413513184,13.684200286865234,13.571399688720703,13.549099922180176,6.35372035,12.86521853
CFA4,13.1060997,12.5382363,12.3630187,12.227994599999999,-999.0,-999.0,-999.0,-999.0,6.34788519,12.90548126
CFA4,16.5089507,15.8202653,15.617269300000002,15.4178726,16.0492000579834,15.612299919128418,15.438400268554688,15.382800102233887,6.34733988,12.88674981
CFA4,14.2719239,13.661308100000001,13.4871589,13.3367318,13.880499839782715,13.492500305175781,-999.0,13.32129955291748,6.34290602,12.87627632
CFA4,13.4708088,12.7793352,12.5742024,12.4271136,-999.0,-999.0,-999.0,-999.0,6.33432549,12.83278797
CFA4,16.4423291,15.7610789,15.5570145,15.3822359,15.999500274658203,15.52869987487793,15.35260009765625,15.29259967803955,6.32173672,12.82113699
CFA4,14.1883563,13.5665877,13.376412499999999,13.219485599999999,13.783100128173828,13.587300300598145,-999.0,13.177900314331055,6.30855046,12.88177525
CFA4,15.9703362,15.4071198,15.2479282,15.108141,15.570699691772461,15.220600128173828,15.103099822998047,15.092399597167969,192.11429333,54.07780818
CFA4,16.3252278,15.6616362,15.440477399999999,15.263339100000001,15.878000259399414,15.429200172424316,15.268199920654297,15.22439956665039,192.08581267,53.97261795
CFA4,17.406382699999998,16.5689933,16.223900099999998,15.894243199999998,16.823699951171875,16.15329933166504,15.89579963684082,15.770899772644043,192.07809137,54.05482566
CFA4,17.7538833,17.1228207,16.917687899999997,16.750121099999998,17.319499969482422,16.905399322509766,16.760000228881836,16.750699996948242,192.05046546,54.07990179
CFA4,16.7138159,16.1403761,15.960884900000002,15.831158300000002,16.308500289916992,15.94629955291748,15.816699981689453,15.815699577331543,192.04463235,53.97203737
CFA4,18.7355711,17.6267969,17.1139649,16.727812699999998,18.084699630737305,17.111600875854492,16.718799591064453,16.56719970703125,192.00666098,53.96401932
CFA4,18.0370248,17.271199199999998,16.9912784,16.6845045,17.541400909423828,16.97760009765625,16.711700439453125,16.598400115966797,191.99554491,54.06564061
CFA4,16.051201,15.465679,15.2819142,15.138031,15.666600227355957,15.28600025177002,15.155799865722656,15.13290023803711,191.97855026,54.08066378
CFA4,18.539168699999998,18.4638873,18.5408121,18.396309900000002,18.357200622558594,18.42140007019043,18.35689926147461,18.520700454711914,191.9771428,53.9710419
CFA4,18.388302300000003,17.7851217,17.5607577,17.362251,17.95680046081543,17.537500381469727,17.35919952392578,17.302400588989258,191.88613171,53.98835312
CFA4,17.9163957,16.9024203,16.4344611,16.0392726,17.296499252319336,16.42099952697754,16.028900146484375,15.8503999710083,191.88124018,53.97682046
CFA4,18.4293957,17.4154203,16.929298300000003,16.5553443,17.838499069213867,16.96339988708496,16.58289909362793,16.40959930419922,191.87192405,54.06697521
CFA4,18.533612100000003,17.582835900000003,17.136244700000002,16.749381300000003,17.9197998046875,17.123899459838867,16.751800537109375,16.577600479125977,191.86894724,53.97202051
CFA4,16.560396100000002,15.683971900000001,15.344220700000001,15.001030600000002,16.048900604248047,15.361200332641602,15.02929973602295,14.876399993896484,245.61381711,-1.57308098
CFA4,16.651429999999998,15.81497,15.493381600000001,15.1873193,16.143199920654297,15.502400398254395,15.211799621582031,15.079400062561035,245.61288824,-1.51352133
CFA4,17.024741,16.253339,15.9744866,15.785416699999999,16.74209976196289,16.196199417114258,15.973400115966797,15.882800102233887,245.60769153,-1.42992758
CFA4,18.5933082,17.695507799999998,17.3333202,17.0350923,17.975900650024414,17.33300018310547,17.04789924621582,16.912599563598633,245.60541397,-1.44536608
CFA4,18.2457611,17.4158069,17.0878081,16.7656304,17.73889923095703,17.105100631713867,16.803800582885742,16.672100067138672,245.60469445,-1.46013018
CFA4,18.225625900000004,17.373366100000002,17.0581881,16.764145600000003,17.695100784301758,17.055099487304688,16.77389907836914,16.628000259399414,245.60309841,-1.5287105
CFA4,15.668018100000001,14.9217099,14.6556783,14.4312618,15.215100288391113,14.668600082397461,14.456399917602539,14.36520004272461,245.6012411,-1.52240146
CFA4,18.342910899999996,17.9088811,17.774262699999998,17.669288499999997,18.088199615478516,17.778499603271484,17.652999877929688,17.5851993560791,245.60025174,-1.49139498
CFA4,16.927470600000003,16.111457400000003,15.816579000000003,15.572886000000002,16.43440055847168,15.818499565124512,15.597200393676758,15.490400314331055,245.5960809,-1.49586076
CFA4,17.6313563,17.0095877,16.7937709,16.6133384,17.242399215698242,16.800100326538086,16.623699188232422,16.551000595092773,245.59547966,-1.54294096
CFA4,16.210903000000002,15.383737,15.0760378,14.810353,15.704099655151367,15.083000183105469,14.830400466918945,14.705900192260742,245.59290738,-1.55920191
CFA4,18.1025388,17.5040052,17.337334800000004,17.159974800000004,17.7406005859375,17.325199127197266,17.16659927368164,17.09910011291504,245.58430405,-1.50020797
CFA4,16.763471000000003,16.085009000000003,15.859576600000002,15.651899300000004,16.34510040283203,15.886799812316895,15.691100120544434,15.59160041809082,245.58420346,-1.57778913
CFA4,15.233376799999998,14.690607199999999,14.516457999999998,14.352720199999998,14.89900016784668,14.530699729919434,14.379599571228027,14.331199645996094,245.58410425,-1.43106607
CFA4,15.0905849,14.0803271,13.680745499999999,13.3420952,14.486599922180176,13.697099685668945,-999.0,13.23550033569336,245.58378819,-1.58953063
CFA4,18.1787347,17.5644013,17.3891837,17.178391,17.792600631713867,17.359699249267578,17.18790054321289,17.107500076293945,245.57934056,-1.54009168
CFA4,17.142659799999997,16.330364199999998,16.021596599999995,15.770290899999997,16.641799926757812,16.02440071105957,15.784299850463867,15.681500434875488,245.5779312,-1.44758354
CFA4,17.132525,16.435475,16.1940166,15.995198,16.682600021362305,16.189899444580078,15.996000289916992,15.916899681091309,245.57790504,-1.59247491
CFA4,18.3791604,17.7731916,17.5862216,17.4271134,17.99650001525879,17.609399795532227,17.44059944152832,17.369400024414062,245.57718138,-1.48661302
CFA4,18.3539172,17.7628188,17.5598228,17.370665100000004,17.99220085144043,17.567800521850586,17.39699935913086,17.32110023498535,245.57572981,-1.45086385
CFA4,17.168456800000005,16.253927200000003,15.898150000000003,15.647778400000004,16.6072998046875,15.913999557495117,15.650799751281738,15.537300109863281,245.57323137,-1.60194304
CFA4,18.8155723,18.1194517,17.8459413,17.6474338,18.34709930419922,17.850099563598633,17.645700454711914,17.551700592041016,245.56811225,-1.5346864
CFA4,18.155063799999997,16.8594802,16.231261,15.6901864,17.411800384521484,16.242599487304688,15.703700065612793,15.445199966430664,245.56280239,-1.55952813
CFA4,13.946288899999999,13.3821431,13.2133359,13.091355499999999,13.61050033569336,-999.0,-999.0,13.08810043334961,245.56092915,-1.57445876
CFA4,18.1610859,17.494706100000002,17.2543161,17.037022800000003,17.736400604248047,17.26180076599121,17.060699462890625,16.96929931640625,245.55738656,-1.44019195
CFA4,16.122383099999997,15.4225449,15.1874969,14.9925069,15.689800262451172,15.18910026550293,15.001199722290039,14.935500144958496,245.55735366,-1.52727858
CFA4,17.7822412,17.0796148,16.810378000000004,16.5768799,17.35689926147461,16.819499969482422,16.582300186157227,16.491100311279297,245.55550101,-1.52308714
CFA4,16.4671399,15.7821721,15.5364401,15.334727800000001,16.07830047607422,15.566200256347656,15.369400024414062,15.299200057983398,245.55283477,-1.42710716
CFA4,16.997134399999997,16.744337599999998,16.759295199999997,16.793484799999995,16.79159927368164,16.745899200439453,16.792699813842773,16.834999084472656,245.55063431,-1.54056754
CFA4,17.2314911,16.4944769,16.2455397,16.0040288,16.776199340820312,16.24250030517578,16.020599365234375,15.916899681091309,245.54787376,-1.47222323
CFA4,17.235119400000002,16.471152600000003,16.167727000000006,15.910055400000003,16.772600173950195,16.181499481201172,15.937899589538574,15.815199851989746,245.54383607,-1.56595374
CFA4,17.2108695,16.4812905,16.224874500000002,15.993914100000001,16.76759910583496,16.233699798583984,16.018199920654297,15.937899589538574,245.54315205,-1.4848862
CFA4,15.5302952,14.8090808,14.55587,14.3370629,15.105899810791016,14.589699745178223,14.376899719238281,14.291899681091309,245.54234343,-1.42996693
CFA4,17.1099574,16.4017546,16.130381,15.8672788,16.668899536132812,16.126300811767578,15.8681001663208,15.755499839782715,245.53980599,-1.59137031
CFA4,18.245856499999995,17.692863499999998,17.471704699999997,17.284327399999995,17.861400604248047,17.467100143432617,17.29990005493164,17.222200393676758,245.5298254,-1.45296166
CFA4,14.269579,13.553941,13.3124826,13.1320942,13.825300216674805,13.325400352478027,-999.0,13.088700294494629,245.52482607,-1.54337605
CFA4,18.165822200000004,17.435313800000003,17.184239800000004,16.9755827,17.69659996032715,17.183700561523438,16.96739959716797,16.875699996948242,245.51416676,-1.52015617
CFA4,18.4345589,17.777473099999998,17.5584511,17.3720087,18.052499771118164,17.585100173950195,17.385099411010742,17.30109977722168,245.5036153,-1.60403815
CFA4,17.892620400000002,17.4725316,17.324024,17.125429500000003,17.684799194335938,17.33810043334961,17.20050048828125,17.136199951171875,245.49715282,-1.42626046
CFA4,18.007010599999997,17.0051174,16.608741000000002,16.3016981,17.356000900268555,16.58810043334961,16.284000396728516,16.14579963684082,245.49635039,-1.57339865
CFA4,17.0958076,15.9916804,15.487395600000001,15.0886006,16.474300384521484,15.511199951171875,15.120699882507324,14.94159984588623,245.49630203,-1.470025
CFA4,17.517335,16.541465,16.1536358,15.856475899999998,16.91200065612793,16.133899688720703,15.841699600219727,15.704099655151367,245.49029948,-1.58027883
CFA4,17.800220699999997,17.018595299999998,16.7557689,16.526099399999996,17.298999786376953,16.766000747680664,16.544099807739258,16.454999923706055,245.48894613,-1.49891466
CFA4,17.645674,17.069446,16.9049124,16.8564748,17.550899505615234,17.210599899291992,17.086599349975586,17.024099349975586,245.48340091,-1.52238809
CFA4,17.197571899999996,16.3639001,16.056200899999997,15.796659499999999,16.704700469970703,16.08340072631836,15.827899932861328,15.716699600219727,245.48174398,-1.44312234
CFA4,18.330720499999998,17.4803195,17.165141499999997,16.869051199999998,17.78809928894043,17.1560001373291,16.896799087524414,16.770700454711914,245.4802856,-1.45867414
CFA4,18.6997473,17.7712767,17.4208415,17.1282675,18.08880043029785,17.39299964904785,17.109500885009766,16.991500854492188,245.47868725,-1.58956334
CFA4,16.1729373,15.5232867,15.302127899999999,15.110655,15.780799865722656,15.324199676513672,15.139399528503418,15.081000328063965,245.47703059,-1.44083727
CFA4,18.3572487,17.9102073,17.840761299999997,17.7863154,18.007299423217773,17.814699172973633,17.763599395751953,17.780799865722656,245.4750326,-1.59642256
CFA4,16.8341466,16.1296614,15.8764506,15.657643499999999,16.400299072265625,15.892600059509277,15.68690013885498,15.606399536132812,245.46897588,-1.44844652
CFA4,17.1676673,16.610956700000003,16.447491500000005,16.328360300000003,16.795900344848633,16.437999725341797,16.322099685668945,16.287200927734375,245.46679083,-1.53264276
CFA4,15.461849399999998,14.790822599999998,14.546159,14.320852499999999,15.044699668884277,14.55739974975586,14.336299896240234,14.249600410461426,209.64847225,-23.28839039
CFA4,15.472227400000001,14.6710846,14.3473594,14.082342100000002,15.002400398254395,14.3725004196167,14.122900009155273,14.01830005645752,209.64846475,-23.3312735
CFA4,18.2614785,17.8386015,17.7135987,17.599008899999998,18.01810073852539,17.71179962158203,17.601299285888672,17.569700241088867,209.6474941,-23.30488381
CFA4,17.274538800000002,16.676005200000002,16.4794196,16.310472900000004,16.877199172973633,16.491899490356445,16.329999923706055,16.26919937133789,209.64333022,-23.43624552
CFA4,18.1639779,17.5347741,17.3072049,16.934768700000003,17.777599334716797,17.320100784301758,17.019899368286133,17.097299575805664,209.63985256,-23.32093223
CFA4,17.5128293,16.9003547,16.720863500000004,16.5542765,17.11370086669922,16.717899322509766,16.568599700927734,16.529300689697266,209.63767235,-23.34529512
CFA4,17.183254599999998,16.4415934,16.1531254,15.925547799999999,16.725400924682617,16.16309928894043,15.946599960327148,15.857000350952148,209.63660591,-23.43405288
CFA4,18.0229105,17.4513295,17.3124375,17.1400639,17.67300033569336,17.30699920654297,17.15570068359375,17.118999481201172,209.62117546,-23.31416939
CFA4,15.8213957,14.8074203,14.4089071,14.0794274,15.231300354003906,14.446700096130371,14.110799789428711,13.960399627685547,209.61758229,-23.38219015
CFA4,16.3120449,15.487667100000001,15.172489100000002,14.923498200000001,15.831600189208984,15.19890022277832,14.966400146484375,14.858499526977539,209.61564771,-23.33596297
CFA4,18.644565600000004,17.9679624,17.7660348,17.5696653,18.200700759887695,17.75309944152832,17.598800659179688,17.513399124145508,209.61526974,-23.45069638
CFA4,17.421052,16.714707999999998,16.498891199999996,16.293885099999997,16.969499588012695,16.4955997467041,16.316699981689453,16.23979949951172,209.61187575,-23.35554368
CFA4,17.1338825,16.227717499999997,15.843093499999998,15.556039099999996,16.582199096679688,15.850299835205078,15.572400093078613,15.45460033416748,209.6054076,-23.44075154
CFA4,17.5969172,17.0058188,16.7867968,16.635167000000003,17.212900161743164,16.800899505615234,16.656999588012695,16.61240005493164,209.60013123,-23.29572332
CFA4,17.996484000000002,17.141436000000002,16.778180000000003,16.560884700000003,17.5039005279541,16.797500610351562,16.553600311279297,16.438199996948242,209.59770449,-23.39842895
CFA4,15.211018499999998,14.6022615,14.412086299999999,14.2746135,14.812100410461426,14.430500030517578,14.285200119018555,14.245800018310547,209.59616637,-23.4279159
CFA4,18.279970799999997,17.5327332,17.2912748,17.0555958,17.837400436401367,17.31529998779297,17.09480094909668,17.002199172973633,209.59296459,-23.30133088
CFA4,18.4321805,17.7676595,17.5294063,17.2833548,18.031099319458008,17.51930046081543,17.304100036621094,17.215599060058594,209.58834562,-23.34904959
CFA4,16.4743965,15.735523500000001,15.471628700000002,15.255314400000001,16.03700065612793,15.5,15.285099983215332,15.211099624633789,209.58680266,-23.31080017
CFA4,18.409147,17.842213,17.6328066,17.4541549,17.995100021362305,17.64389991760254,17.457399368286133,17.40570068359375,209.57921143,-23.43541143
CFA4,18.8804367,18.0244593,17.7990269,17.6312817,18.263900756835938,17.823999404907227,17.643800735473633,17.58180046081543,209.57646394,-23.43871556
CFA4,15.953166699999999,15.190129299999999,14.9219609,14.726302599999999,15.53849983215332,14.985899925231934,14.784099578857422,14.711199760437012,209.56840252,-23.41530839
CFA4,16.6955727,16.1370033,15.9543069,15.812427,16.35070037841797,15.97029972076416,15.840299606323242,15.80270004272461,209.56458948,-23.31701284
CFA4,18.714707899999997,18.1784441,17.9466013,17.8241747,18.276500701904297,17.927400588989258,17.777999877929688,17.72640037536621,209.55964989,-23.39856197
CFA4,17.5426129,16.8669391,16.6521907,16.4532835,17.09600067138672,16.651599884033203,16.465299606323242,16.38680076599121,209.55781152,-23.41739214
CFA4,15.8347473,14.9062767,14.5248579,14.230502699999999,15.276100158691406,14.532299995422363,14.237600326538086,14.106200218200684,209.55663398,-23.42329472
CFA4,18.175620000000002,17.61798,17.4502412,17.3486943,17.906999588012695,17.505199432373047,17.324100494384766,17.253999710083008,209.55315253,-23.3851953
CFA4,17.503092999999996,16.954746999999998,16.770982199999995,16.6434814,17.16950035095215,16.783899307250977,16.640600204467773,16.61590003967285,209.55233386,-23.39095687
CFA4,16.378700799999997,15.7244032,15.518202,15.327129999999999,15.970600128173828,15.527299880981445,15.361800193786621,15.293299674987793,209.54376611,-23.33342246
CFA4,18.421065799999997,17.813238199999997,17.5504118,17.429275699999998,17.958599090576172,17.547399520874023,17.415199279785156,17.369699478149414,209.53426227,-23.35157166
CFA4,18.4590934,18.0482986,17.8976542,17.8056343,18.109699249267578,17.87779998779297,17.784900665283203,17.76259994506836,209.52688732,-23.35473065
CFA4,13.641883700000001,13.1483723,13.0084119,12.915947,-999.0,-999.0,-999.0,-999.0,209.52325012,-23.3249556
CFA4,17.3983409,16.1278511,15.5188631,14.9595812,16.73509979248047,15.527299880981445,14.964400291442871,14.715100288391113,209.51768797,-23.4387693
CFA4,17.4018222,16.6713138,16.4159662,16.225917300000003,16.91360092163086,16.38610076904297,16.198200225830078,16.124500274658203,209.50896868,-23.45481346
CFA4,16.294153299999998,15.5701507,15.3190767,15.143184399999999,15.822099685668945,15.325599670410156,15.157600402832031,15.097200393676758,209.5083468,-23.36623839
CFA4,15.3602211,14.7161469,14.4960565,14.3127303,14.96660041809082,14.519499778747559,14.340100288391113,14.282299995422363,209.5056782,-23.31487974
CFA4,16.4581738,15.8131702,15.602695400000002,15.443542299999999,16.050600051879883,15.629500389099121,15.479900360107422,15.428999900817871,209.50420071,-23.32070833
CFA4,18.5531131,17.9462149,17.7400137,17.6421166,18.14259910583496,17.74959945678711,17.569799423217773,17.52199935913086,209.50210728,-23.34130614
CFA4,18.0313283,17.0749757,16.6956937,16.410464599999997,17.40570068359375,16.702600479125977,16.411100387573242,16.290700912475586,209.49778978,-23.36837015
CFA4,18.7229507,18.034265299999998,17.7810545,17.656446199999998,18.22960090637207,17.809200286865234,17.64929962158203,17.59980010986328,209.49739179,-23.35171103
CFA4,16.0050252,15.3767508,15.171618,15.0101946,15.633000373840332,15.212200164794922,15.057000160217285,15.019100189208984,209.49733755,-23.28866767
CFA4,17.6243157,16.982100300000003,16.8015407,16.631926500000002,17.228599548339844,16.819799423217773,16.653799057006836,16.583499908447266,209.48759385,-23.31964346
CFA4,18.1991399,17.5141721,17.1861733,16.9448837,17.74690055847168,17.20330047607422,16.967300415039062,16.883399963378906,209.48418409,-23.44204765
CFA4,16.9739779,16.344774100000002,16.1385729,15.951596500000003,16.563199996948242,16.13050079345703,15.958000183105469,15.90310001373291,212.25104846,-21.55610308
CFA4,16.648883299999998,16.017820699999998,15.812687899999998,15.658431799999999,16.236600875854492,15.818300247192383,15.65060043334961,15.61620044708252,212.24846378,-21.65886231
CFA4,15.0269641,14.2992439,14.0150495,13.7289316,14.58810043334961,14.032999992370605,13.749899864196777,13.637800216674805,212.24839988,-21.67382893
CFA4,16.7995321,16.2205159,16.015383099999998,15.870342099999998,16.42140007019043,16.027700424194336,15.88070011138916,15.84160041809082,212.24810339,-21.60250918
CFA4,15.907146200000001,15.0651098,14.7670262,14.494797499999999,15.38070011138916,14.78219985961914,14.507499694824219,14.408599853515625,212.23503249,-21.58847943
CFA4,17.316039,16.786281,16.6324314,16.4811588,16.97960090637207,16.637500762939453,16.480300903320312,16.45789909362793,212.22910189,-21.55553715
CFA4,16.746787899999998,15.8387641,15.4755081,15.2100895,16.203800201416016,15.488699913024902,15.22700023651123,15.129400253295898,212.22123208,-21.52792691
CFA4,16.2394103,15.5990537,15.3949893,15.2243063,15.82960033416748,15.397500038146973,15.229999542236328,15.18649959564209,212.22102318,-21.59393575
CFA4,18.365254999999998,17.761145,17.520754999999998,17.331106999999996,17.94969940185547,17.55270004272461,17.371000289916992,17.3125,212.21634235,-21.58547966
CFA4,18.3013697,17.6405663,17.4226127,17.2361258,17.825000762939453,17.395599365234375,17.22410011291504,17.179800033569336,212.21153373,-21.6541885
CFA4,17.701309000000002,17.078611,16.9055302,16.7376523,17.280799865722656,16.88089942932129,16.730300903320312,16.70050048828125,212.21091651,-21.59631103
CFA4,17.129430799999998,16.568073199999997,16.3949924,16.261927099999998,16.747400283813477,16.386899948120117,16.255300521850586,16.218900680541992,212.21015479,-21.66187317
CFA4,17.077876600000003,16.4663314,16.2857718,16.1182054,16.65920066833496,16.26609992980957,16.114999771118164,16.07309913635254,212.20758265,-21.66600945
CFA4,18.255896699999997,17.585799299999998,17.376392899999995,17.206956299999998,17.77680015563965,17.33289909362793,17.15959930419922,17.09309959411621,212.19824683,-21.67175295
CFA4,15.679910099999999,14.9707779,14.7506875,14.5929588,15.224499702453613,14.742400169372559,14.589799880981445,14.554499626159668,212.19640897,-21.60623786
CFA4,14.622187599999998,14.075700399999999,13.8994144,13.750100199999999,14.256500244140625,13.890399932861328,13.742400169372559,13.698399543762207,212.18499817,-21.67571154
CFA4,16.6644848,16.084539200000002,15.879406400000002,15.738461000000003,16.53700065612793,16.017499923706055,15.811699867248535,15.735899925231934,212.17972161,-21.54063757
CFA4,16.5546941,15.9199139,15.700891899999998,15.501138799999998,16.2544002532959,15.757499694824219,15.538100242614746,15.457300186157227,212.17423655,-21.5556695
CFA4,16.690389399999997,15.8334826,15.4905262,15.2283577,16.16320037841797,15.487899780273438,15.210800170898438,15.108699798583984,212.17365871,-21.65883808
CFA4,18.5036334,17.9069586,17.716783399999997,17.5475697,18.139299392700195,17.716999053955078,17.53890037536621,17.48740005493164,212.16503456,-21.67110681
CFA4,16.5799712,15.9702848,15.7619468,15.5914418,16.172800064086914,15.741000175476074,15.566699981689453,15.5201997756958,212.15160477,-21.62816878
CFA4,16.798167099999997,16.1726809,15.9718217,15.7958857,16.359699249267578,15.937399864196777,15.76360034942627,15.710000038146973,212.14557779,-21.68310167
CFA4,18.1216799,17.2508321,16.8950549,16.624205300000003,17.56570053100586,16.885400772094727,16.602800369262695,16.491300582885742,212.14325755,-21.618331
CFA4,16.992620000000002,16.43498,16.261899200000002,16.1083559,16.591100692749023,16.219600677490234,16.068199157714844,16.03499984741211,212.13832153,-21.67135548
CFA4,14.774944399999999,14.2433276,14.0798624,13.942301,14.42770004272461,14.080100059509277,13.952899932861328,13.93280029296875,212.13555778,-21.56237008
CFA4,17.4190591,16.8307489,16.6619417,16.5153877,17.00550079345703,16.62339973449707,16.474000930786133,16.4468994140625,212.13392216,-21.6621268
CFA4,17.895356700000004,17.411139300000002,17.231648100000005,17.1162561,17.568199157714844,17.2268009185791,17.07509994506836,17.04010009765625,212.12474714,-21.59196436
CFA4,17.831342499999998,17.1110575,16.8364787,16.6052509,17.341899871826172,16.811800003051758,16.577800750732422,16.487499237060547,212.12162809,-21.62916046
CFA4,16.458377199999997,16.0531588,15.968755199999999,15.918003999999998,16.1294002532959,15.925800323486328,15.879199981689453,15.905099868774414,212.11517867,-21.63971154
CFA4,18.1451675,17.6572325,17.490562100000002,17.3326562,17.78350067138672,17.45639991760254,17.318700790405273,17.284500122070312,212.11366592,-21.6153707
CFA4,18.2616133,17.7234907,17.541862699999996,17.3753647,17.942100524902344,17.567399978637695,17.411100387573242,17.3799991607666,212.11157419,-21.54813494
CFA4,18.5102195,17.3159405,16.7122945,16.2408455,17.78529930114746,16.722700119018555,16.251100540161133,16.044700622558594,212.10354581,-21.60119307
CFA4,16.133423699999998,15.4540323,15.243557500000001,15.0751893,15.660200119018555,15.206600189208984,15.038200378417969,14.9931001663208,212.08787006,-21.65289089
CFA4,17.946227000000004,17.007533000000002,16.6271826,16.350189200000003,17.337799072265625,16.651399612426758,16.377500534057617,16.27750015258789,230.84999889,8.59106448
CFA4,16.4380654,15.6926866,15.4362706,15.2227165,15.976499557495117,15.456199645996094,15.25879955291748,15.168100357055664,230.84146591,8.47854812
CFA4,16.435545100000002,15.6799429,15.4278005,15.2365942,15.955900192260742,15.4306001663208,15.242300033569336,15.195300102233887,230.83869558,8.52214466
CFA4,17.112618,15.867222,15.2571656,14.6907609,16.422800064086914,15.276100158691406,14.729700088500977,14.490699768066406,230.82899468,8.60117282
CFA4,17.9831466,17.2786614,17.0542974,16.859886300000003,17.529800415039062,17.04829978942871,16.87689971923828,16.820199966430664,230.82677549,8.55281533
CFA4,15.436971599999998,14.9648364,14.855859599999999,14.7672237,15.118200302124023,14.853400230407715,14.772199630737305,14.791000366210938,230.81466976,8.48782504
CFA4,15.082814699999998,14.096721299999999,13.7356021,13.438353599999997,14.479399681091309,13.753999710083008,13.461600303649902,13.345199584960938,230.81088616,8.52745039
CFA4,13.7940997,13.2262363,13.062771099999999,12.9518311,-999.0,-999.0,-999.0,-999.0,230.79930774,8.44936138
CFA4,18.252188,17.843252,17.7064968,17.6661173,17.90250015258789,17.689899444580078,17.61090087890625,17.62529945373535,230.79222351,8.51334721
CFA4,17.996761900000003,17.4419101,17.290197300000003,17.151122500000003,17.61590003967285,17.273399353027344,17.141000747680664,17.105499267578125,230.78826285,8.5104423
CFA4,17.5221123,16.6401117,16.3185233,16.076966699999996,16.9685001373291,16.311100006103516,16.097999572753906,16.011199951171875,230.77904037,8.5782746
CFA4,16.1683433,15.7231607,15.5917475,15.4794725,15.855899810791016,15.583399772644043,15.484600067138672,15.473199844360352,230.76790531,8.51640665
CFA4,18.3395589,17.6824731,17.373705499999996,16.9595997,18.135400772094727,17.79829978942871,17.667499542236328,17.63559913635254,230.76538553,8.58761966
CFA4,17.5296385,16.3632415,15.8493411,15.4202296,16.852699279785156,15.843500137329102,15.424799919128418,15.232099533081055,230.75666515,8.44310553
CFA4,15.770626700000001,15.1934693,15.0161149,14.8668452,15.373900413513184,14.997599601745605,14.850799560546875,14.828300476074219,230.74997685,8.45900635
CFA4,16.3738494,15.7028226,15.4934162,15.328075199999999,15.9443998336792,15.498600006103516,15.34749984741211,15.305999755859375,230.73718157,8.58344509
CFA4,16.9973299,16.5911821,16.4629741,16.3700197,16.728900909423828,16.476999282836914,16.393600463867188,16.387399673461914,230.71598592,8.60064762
CFA4,15.234045300000002,14.5472187,14.3175127,14.1478977,14.767399787902832,14.303899765014648,14.134099960327148,14.101499557495117,230.71587805,8.45280997
CFA4,18.106741799999998,17.610442199999998,17.4405666,17.286889799999997,17.732900619506836,17.399700164794922,17.2814998626709,17.249300003051758,230.71294625,8.51688194
CFA4,18.1094915,17.5100285,17.3508369,17.2090019,17.66320037841797,17.308799743652344,17.180999755859375,17.167400360107422,230.70353228,8.47537697
