survey,KAIT2MO-B,KAIT2MO-V,KAIT2MO-R,KAIT2MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
KAIT2MO,14.394570000000002,13.725255999999998,13.297659999999999,12.886337000000001,13.963299751281738,13.47089958190918,-999.0,13.236900329589844,12.02649805,27.65082971
KAIT2MO,13.67509,13.104672,12.752886,12.410317,-999.0,-999.0,-999.0,-999.0,11.97964653,27.63271106
KAIT2MO,15.6206,14.87888,14.419581999999998,13.956776999999999,15.138899803161621,14.594400405883789,14.393600463867188,14.325300216674805,12.01954821,27.58329417
KAIT2MO,18.0226,17.28088,16.755921999999998,16.21679,17.58049964904785,16.956199645996094,16.680400848388672,16.5580997467041,348.70657975,4.51265646
KAIT2MO,16.083614999999998,15.393992,14.930016,14.421413,15.655500411987305,15.121500015258789,14.901399612426758,14.817700386047363,348.7291692,4.50668649
KAIT2MO,18.070265,16.753712,15.747364000000001,14.668839,17.2903995513916,16.10140037536621,15.188199996948242,14.77869987487793,21.58575707,-6.05906677
KAIT2MO,13.5753,12.851239999999999,12.400086,11.909636999999998,-999.0,-999.0,-999.0,-999.0,21.57311035,-6.08589015
KAIT2MO,18.205074999999997,17.05276,16.256848,15.631409999999999,17.579299926757812,16.45949935913086,15.951299667358398,15.733200073242188,21.56982763,-6.12338997
KAIT2MO,14.835284999999999,13.882527999999999,13.312402,12.7403,14.309599876403809,13.560799598693848,-999.0,13.091699600219727,103.2078941,50.08866
KAIT2MO,16.12036,15.604688,15.261452,14.898219,15.799799919128418,15.438799858093262,15.321100234985352,15.300999641418457,103.26880211,50.07898222
KAIT2MO,18.692765,17.994312,17.58442,17.090896,18.436500549316406,17.84440040588379,17.644500732421875,17.58880043029785,103.26878269,50.0769234
KAIT2MO,17.214309999999998,16.583848,16.152969999999996,15.663763,16.810300827026367,16.337400436401367,16.130199432373047,16.047399520874023,103.32121649,50.07391675
KAIT2MO,17.73655,16.88004,16.344356,15.815818,17.243799209594727,16.56450080871582,16.30190086364746,16.197500228881836,103.25293232,50.06385395
KAIT2MO,16.15393,15.675343999999999,15.337204,14.933967,15.829500198364258,15.484800338745117,15.368900299072266,15.34939956665039,103.32920465,50.06114674
KAIT2MO,14.08929,13.624832,13.305026,12.969562,13.804900169372559,13.501700401306152,-999.0,13.391400337219238,103.27281988,50.05421328
KAIT2MO,17.56921,16.355968,15.399326,14.410784000000001,17.057600021362305,15.819499969482422,15.043100357055664,14.698200225830078,103.23831703,50.05482136
KAIT2MO,17.119765,16.421312,15.939194,15.453448000000002,16.771499633789062,16.244699478149414,16.037900924682617,15.96500015258789,103.23647199,50.0537448
KAIT2MO,16.137035,15.669927999999999,15.340646,15.001470999999999,15.82349967956543,15.503800392150879,15.395999908447266,15.376700401306152,103.31396337,50.04839824
KAIT2MO,18.874445,17.653256000000003,16.678504,15.748064,18.25200080871582,17.013599395751953,16.284500122070312,15.969599723815918,103.23233777,50.04449496
KAIT2MO,15.180195000000001,14.797856000000001,14.519484,14.225115,14.894499778747559,14.671600341796875,14.61769962310791,14.649200439453125,103.30354934,50.03276783
KAIT2MO,16.66059,16.178472,15.857088,15.47624,16.359100341796875,16.035400390625,15.915900230407715,15.906700134277344,103.21002077,50.03383756
KAIT2MO,17.31622,16.726376,16.35325,15.937666,16.943899154663086,16.509700775146484,16.367700576782227,16.343399047851562,103.32638741,50.02548792
KAIT2MO,18.53774,17.870192,17.328224,16.861154,18.079500198364258,17.57110023498535,17.319299697875977,17.247800827026367,103.28277012,50.02470693
KAIT2MO,16.232745,15.700296,15.325498,14.933806,15.892900466918945,15.49530029296875,15.362000465393066,15.334500312805176,103.31160579,50.0191028
KAIT2MO,17.46714,16.834912000000003,16.404908,15.97619,17.083099365234375,16.62190055847168,16.457000732421875,16.405000686645508,103.22330536,50.01877675
KAIT2MO,16.813885,16.179008,15.769544000000002,15.349393000000001,16.415700912475586,15.963700294494629,15.771499633789062,15.71150016784668,103.29746876,50.01820659
KAIT2MO,18.285175000000002,17.36244,16.741812,16.127648999999998,17.789199829101562,16.953800201416016,16.635099411010742,16.488300323486328,103.30866688,50.01503254
KAIT2MO,17.77948,16.974184,16.476937999999997,16.027623000000002,17.35219955444336,16.761199951171875,16.50119972229004,16.408700942993164,103.2488764,50.01347127
KAIT2MO,16.969920000000002,16.221136,15.716558000000001,15.239363999999998,16.511600494384766,15.912500381469727,15.706000328063965,15.613100051879883,103.3407443,50.01147721
KAIT2MO,14.271600000000001,13.883080000000001,13.575406,13.223513,14.004599571228027,13.759099960327148,13.649299621582031,13.684200286865234,15.81254678,32.28583625
KAIT2MO,16.159685000000003,15.595448,15.248576,14.814715,15.833100318908691,15.441100120544434,15.297599792480469,15.247400283813477,15.81609878,32.26435029
KAIT2MO,16.73306,16.058448000000002,15.603458,15.135756,16.297800064086914,15.780500411987305,15.571999549865723,15.488699913024902,15.89354492,32.25403916
KAIT2MO,18.48893,17.833744,17.388838,16.820119000000002,18.1294002532959,17.601999282836914,17.356300354003906,17.243799209594727,15.82078449,32.24815378
KAIT2MO,15.722199999999999,15.12176,14.701350000000001,14.247071,15.357799530029297,14.901200294494629,14.68220043182373,14.602800369262695,15.86697698,32.24737048
KAIT2MO,18.141495000000003,17.388296,16.945466,16.491959,17.69540023803711,17.126100540161133,16.938800811767578,16.896799087524414,15.84108559,32.21970291
KAIT2MO,18.304315,17.455752,16.85282,16.184375999999997,17.806699752807617,17.0664005279541,16.755399703979492,16.632299423217773,15.90914974,32.20273774
