survey,Foundation_g,Foundation_r,Foundation_i,Foundation_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
Foundation_AB,18.896900177001953,17.878700256347656,17.463300704956055,17.27589988708496,18.881000518798828,17.87070083618164,17.445499420166016,17.26420021057129,54.82026013,-27.33329241
Foundation_AB,18.97439956665039,18.008899688720703,17.576099395751953,17.37779998779297,19.04680061340332,18.016000747680664,17.57710075378418,17.395099639892578,54.81745549,-27.52767245
Foundation_AB,18.498699188232422,18.063199996948242,17.851600646972656,17.789100646972656,18.524599075317383,18.045700073242188,17.84709930419922,17.777700424194336,54.79742049,-27.37889241
Foundation_AB,18.812000274658203,18.59040069580078,18.467199325561523,18.471500396728516,18.851299285888672,18.583799362182617,18.445600509643555,18.480499267578125,54.79734337,-27.51061
Foundation_AB,18.402099609375,18.18600082397461,18.082799911499023,18.11520004272461,18.41950035095215,18.17840003967285,18.10740089416504,18.112499237060547,54.83178003,-27.57850429
Foundation_AB,18.94260025024414,18.878400802612305,18.68910026550293,18.620899200439453,18.95009994506836,18.934799194335938,18.684099197387695,18.61199951171875,54.41620845,-27.34611388
Foundation_AB,18.9143009185791,18.36840057373047,18.167600631713867,18.08810043334961,18.892099380493164,18.348800659179688,18.172399520874023,18.070100784301758,54.41048537,-27.20566623
Foundation_AB,18.82200050354004,18.51460075378418,18.400999069213867,18.372299194335938,18.801700592041016,18.512399673461914,18.389699935913086,18.375699996948242,54.4638917,-27.28010849
Foundation_AB,17.390899658203125,16.97010040283203,16.83970069885254,16.815099716186523,17.36750030517578,16.983400344848633,16.8341007232666,16.8031005859375,54.40958105,-27.47410071
Foundation_AB,18.39259910583496,17.455799102783203,17.046100616455078,16.875200271606445,18.376699447631836,17.47170066833496,17.05470085144043,16.877099990844727,54.40604734,-27.39658172
Foundation_AB,18.97170066833496,17.806800842285156,17.177499771118164,16.886499404907227,18.927799224853516,17.811500549316406,17.17140007019043,16.88629913330078,54.52669057,-27.50833243
Foundation_AB,17.73390007019043,17.12929916381836,16.900400161743164,16.8169002532959,17.731700897216797,17.127500534057617,16.90519905090332,16.829299926757812,54.49611225,-27.52506189
Foundation_AB,17.494199752807617,17.148099899291992,16.999900817871094,16.988500595092773,17.47960090637207,17.138900756835938,17.01799964904785,16.98259925842285,54.63782605,-27.47627345
Foundation_AB,18.28820037841797,17.805099487304688,17.603900909423828,17.550199508666992,18.293899536132812,17.794700622558594,17.62459945678711,17.553199768066406,54.48423699,-27.60741709
Foundation_AB,18.028400421142578,17.579700469970703,17.40559959411621,17.35140037536621,18.021400451660156,17.576200485229492,17.40559959411621,17.363300323486328,54.52300693,-27.43856914
Foundation_AB,17.694400787353516,17.483600616455078,17.408899307250977,17.38330078125,17.68320083618164,17.485300064086914,17.404800415039062,17.3927001953125,54.565858,-27.35351145
Foundation_AB,18.911399841308594,18.296899795532227,18.030399322509766,17.9197998046875,18.93320083618164,18.283199310302734,18.0049991607666,17.890300750732422,54.45274651,-27.33205749
Foundation_AB,18.932600021362305,18.54509925842285,18.377599716186523,18.327299118041992,18.920499801635742,18.5314998626709,18.370100021362305,18.305599212646484,54.40885382,-27.53229462
Foundation_AB,18.37660026550293,17.898000717163086,17.710500717163086,17.63909912109375,18.35569953918457,17.88909912109375,17.714399337768555,17.637699127197266,54.58393064,-27.42982177
Foundation_AB,18.68429946899414,17.704599380493164,17.26420021057129,17.082399368286133,18.69219970703125,17.70560073852539,17.265300750732422,17.085500717163086,54.68998771,-27.64032477
Foundation_AB,17.43079948425293,17.019800186157227,16.858299255371094,16.823999404907227,17.43470001220703,17.01490020751953,16.86709976196289,16.823200225830078,54.68853565,-27.73846991
Foundation_AB,18.086299896240234,17.454700469970703,17.172700881958008,17.065900802612305,18.065500259399414,17.453800201416016,17.179100036621094,17.078100204467773,54.62798673,-27.73785415
Foundation_AB,18.626300811767578,17.75469970703125,17.351200103759766,17.18939971923828,18.638700485229492,17.74570083618164,17.368000030517578,17.2007999420166,54.65997109,-27.69861213
Foundation_AB,18.187400817871094,17.723100662231445,17.54199981689453,17.481599807739258,18.19729995727539,17.68630027770996,17.54759979248047,17.480899810791016,54.6892377,-27.75046384
Foundation_AB,18.818599700927734,18.20599937438965,17.96310043334961,17.863800048828125,18.846599578857422,18.207300186157227,17.961299896240234,17.87689971923828,54.5635372,-27.64870549
Foundation_AB,18.22640037536621,17.44930076599121,17.113300323486328,16.96940040588379,18.223899841308594,17.440900802612305,17.115999221801758,16.96339988708496,54.60672783,-27.53938114
Foundation_AB,17.686800003051758,17.364500045776367,17.23270034790039,17.218799591064453,17.657699584960938,17.36389923095703,17.2362003326416,17.221200942993164,54.63936755,-27.49253656
Foundation_AB,18.96579933166504,18.453899383544922,18.234500885009766,18.13010025024414,19.041000366210938,18.474899291992188,18.225299835205078,18.134199142456055,54.67514326,-27.48705124
Foundation_AB,18.729799270629883,18.472700119018555,18.34939956665039,18.346900939941406,18.73200035095215,18.473800659179688,18.345300674438477,18.357900619506836,54.58396928,-27.53727336
Foundation_AB,17.627899169921875,17.271699905395508,17.12380027770996,17.097400665283203,17.616100311279297,17.258399963378906,17.11400032043457,17.083999633789062,54.64503839,-27.54425622
Foundation_AB,17.79599952697754,17.447500228881836,17.311399459838867,17.288299560546875,17.805500030517578,17.43400001525879,17.29560089111328,17.291000366210938,54.73970233,-27.59409566
Foundation_AB,18.356199264526367,18.05780029296875,17.942100524902344,17.941099166870117,18.429899215698242,18.061899185180664,17.9512996673584,17.92140007019043,54.73069949,-27.68907765
Foundation_AB,18.86199951171875,17.87969970703125,17.410200119018555,17.207399368286133,18.875099182128906,17.871000289916992,17.40169906616211,17.19700050354004,54.72464436,-27.63532784
Foundation_AB,18.511499404907227,18.019100189208984,17.819700241088867,17.763999938964844,18.503700256347656,18.015600204467773,17.81130027770996,17.754199981689453,54.72254882,-27.63514141
Foundation_AB,18.833799362182617,18.501699447631836,18.37420082092285,18.332000732421875,18.887100219726562,18.493200302124023,18.385799407958984,18.3218994140625,54.76275989,-27.54356588
Foundation_AB,19.016399383544922,18.614099502563477,18.42259979248047,18.359600067138672,18.991500854492188,18.606199264526367,18.423900604248047,18.363800048828125,54.70249392,-27.5502155
Foundation_AB,18.46109962463379,18.25119972229004,18.156400680541992,18.14590072631836,18.468299865722656,18.23740005493164,18.162799835205078,18.153200149536133,54.79872943,-27.64554128
Foundation_AB,18.790800094604492,18.497100830078125,18.356199264526367,18.322900772094727,18.823699951171875,18.48870086669922,18.37700080871582,18.351299285888672,54.777938,-27.73375238
Foundation_AB,18.249500274658203,18.056400299072266,17.982999801635742,17.9960994720459,18.21579933166504,18.061800003051758,17.975500106811523,18.013399124145508,54.8013689,-27.7866795
Foundation_AB,18.851299285888672,18.5585994720459,18.418899536132812,18.399200439453125,18.840499877929688,18.57200050354004,18.41659927368164,18.408100128173828,54.77735147,-27.7909157
Foundation_AB,18.16629981994629,17.250499725341797,16.871599197387695,16.690799713134766,18.175600051879883,17.25550079345703,16.86989974975586,16.69379997253418,54.83520389,-27.69949528
Foundation_AB,18.444400787353516,17.691699981689453,17.366600036621094,17.22640037536621,18.452199935913086,17.674800872802734,17.36370086669922,17.223899841308594,54.79366617,-27.68663851
Foundation_AB,17.822999954223633,17.592599868774414,17.52440071105957,17.532699584960938,17.823400497436523,17.58989906311035,17.51609992980957,17.53190040588379,54.81770474,-27.7154849
Foundation_AB,18.42300033569336,18.15410041809082,18.048200607299805,18.043899536132812,18.431900024414062,18.145700454711914,18.05940055847168,18.069700241088867,54.77811315,-27.697537
Foundation_AB,17.763099670410156,17.472900390625,17.38319969177246,17.372100830078125,17.766599655151367,17.46470069885254,17.344499588012695,17.367599487304688,54.88105337,-27.6767052
Foundation_AB,19.020099639892578,18.09709930419922,17.699100494384766,17.51580047607422,19.06730079650879,18.106599807739258,17.698999404907227,17.52199935913086,54.8656654,-27.73380975
Foundation_AB,18.101299285888672,17.393199920654297,17.09600067138672,16.990400314331055,18.104900360107422,17.395999908447266,17.095399856567383,17.004100799560547,54.88701944,-27.82305426
Foundation_AB,17.65489959716797,17.242399215698242,17.083099365234375,17.04330062866211,17.656999588012695,17.24049949645996,17.08690071105957,17.047199249267578,54.44890946,-27.59668523
Foundation_AB,18.385000228881836,17.311899185180664,16.833999633789062,16.622699737548828,18.382099151611328,17.333099365234375,16.837400436401367,16.625499725341797,54.49210023,-27.65533847
Foundation_AB,17.771400451660156,17.134899139404297,16.871599197387695,16.775100708007812,17.769699096679688,17.151199340820312,16.868600845336914,16.774900436401367,54.44927745,-27.75297992
Foundation_AB,17.770099639892578,17.515199661254883,17.424699783325195,17.42169952392578,17.760900497436523,17.504100799560547,17.414100646972656,17.403400421142578,54.48055761,-27.71346803
