survey,SNLS-g,SNLS-r,SNLS-i,SNLS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
SNLS,17.928043,17.437163,17.263567000000002,17.194128,17.929899215698242,17.447900772094727,17.26740074157715,17.215700149536133,36.651721639040986,-4.657761704588819
SNLS,18.522885000000002,17.764607,17.459127,17.312952,18.542999267578125,17.773799896240234,17.483699798583984,17.36370086669922,36.83784264124217,-4.657081557444987
SNLS,18.529807,18.176689,18.052573000000002,17.993987,18.536500930786133,18.189699172973633,18.057600021362305,18.013500213623047,36.00433388276948,-4.655546154445576
SNLS,17.580075,17.165967000000002,17.03383,16.990662,17.585599899291992,17.180599212646484,17.03420066833496,17.002199172973633,36.3727883006932,-4.650044846532813
SNLS,17.580075,17.165967000000002,17.03383,16.990662,17.56800079345703,17.175100326538086,17.03459930419922,16.998300552368164,36.37279084709279,-4.650043912690122
SNLS,18.806110999999998,18.545463,18.460741,18.442715,18.783300399780273,18.55340003967285,18.442899703979492,18.467599868774414,36.13311775218025,-4.651986599282653
SNLS,18.309421,17.499817999999998,17.195446,17.048541,18.31209945678711,17.52739906311035,17.21190071105957,17.072399139404297,36.120727723439465,-4.6445922913817075
SNLS,16.820314,16.471312,16.359693,16.324094,16.810699462890625,16.47209930419922,16.357799530029297,16.334299087524414,36.02983979267609,-4.638996855103007
SNLS,18.173536,17.638632,17.434941000000002,17.34816,18.179899215698242,17.65570068359375,17.436199188232422,17.361099243164062,36.45617469205236,-4.637087015655557
SNLS,18.00579,17.186970000000002,16.863903,16.718287,18.03510093688965,17.21339988708496,16.89229965209961,16.75160026550293,36.71546490006834,-4.630579425953886
SNLS,18.466463,17.550654,17.15656,16.967710999999998,18.50480079650879,17.574499130249023,17.18720054626465,17.00589942932129,36.542023500960184,-4.6302368889215435
SNLS,18.284411,17.788717000000002,17.604838,17.52269,18.29450035095215,17.823400497436523,17.605100631713867,17.551700592041016,36.993739630012435,-4.632071887182394
SNLS,18.726699,18.173415,17.961967,17.873228,18.739299774169922,18.18400001525879,17.979900360107422,17.90839958190918,36.85296393024399,-4.624479895545753
SNLS,18.665044,17.664274,17.237691,17.036432,18.679000854492188,17.695999145507812,17.25979995727539,17.078399658203125,36.61680027291584,-4.622722985533382
SNLS,18.830848,18.498948000000002,18.380253,18.342821,18.83530044555664,18.51490020751953,18.373899459838867,18.398399353027344,36.45689509193888,-4.622304979935884
SNLS,18.743623,18.294475,18.107355,18.025581,18.7283992767334,18.29640007019043,18.12470054626465,18.049400329589844,36.64606769109532,-4.618513242476626
SNLS,18.790045000000003,17.921538,17.567818,17.400191,18.846099853515625,17.935400009155273,17.591100692749023,17.43199920654297,36.550907460212116,-4.61755085598345
SNLS,17.950955,17.353303,17.131034,17.028087,17.951499938964844,17.38450050354004,17.142000198364258,17.061199188232422,36.13980589199987,-4.612104078959357
SNLS,18.808026,18.086967,17.801105,17.662333,18.83449935913086,18.099300384521484,17.809499740600586,17.69930076599121,36.11685974970035,-4.60427256588847
SNLS,17.003830999999998,16.515363,16.308116000000002,16.20496,17.004600524902344,16.514999389648438,16.309900283813477,16.230100631713867,36.96687301213593,-4.596180100804848
SNLS,18.0293,17.481139000000002,17.245936999999998,17.141403,18.0625,17.490999221801758,17.253999710083008,17.172500610351562,36.7791962554389,-4.592782383202962
SNLS,17.321071,16.755767000000002,16.555876,16.473422,17.32710075378418,16.772499084472656,16.576499938964844,16.495800018310547,36.188191118658246,-4.5892633559321885
SNLS,17.357217000000002,16.974653,16.817181,16.750142999999998,17.3523006439209,16.979900360107422,16.82670021057129,16.755699157714844,36.093564939510564,-4.588125138466946
SNLS,18.511097,18.168954,18.056449,18.01838,18.507699966430664,18.18600082397461,18.066299438476562,18.049299240112305,36.88752936912052,-4.5901536205788585
SNLS,17.916751,17.382056,17.172158,17.081023000000002,17.92970085144043,17.40719985961914,17.180999755859375,17.101499557495117,36.16545363222093,-4.583012270643041
SNLS,18.82645,18.080968,17.744616,17.593212,18.856199264526367,18.118499755859375,17.77899932861328,17.64150047302246,36.72623307720816,-4.583437064691735
SNLS,18.824021,17.963163,17.570237,17.378224,18.88450050354004,17.982799530029297,17.584400177001953,17.42289924621582,36.19740037349547,-4.575079907492967
SNLS,17.274495,16.516376,16.225441,16.076209,17.29789924621582,16.530899047851562,16.228700637817383,16.12339973449707,36.93800185062464,-4.568941684075517
SNLS,18.36553,17.599092000000002,17.257664000000002,17.094169,18.394699096679688,17.618000030517578,17.273000717163086,17.128400802612305,36.47013459595869,-4.572747371163911
SNLS,18.749326999999997,18.126393,17.875934,17.75761,18.781999588012695,18.149999618530273,17.894800186157227,17.781400680541992,36.618174364552424,-4.5703871680785815
SNLS,17.936592,17.473292,17.314717,17.253409,17.9242000579834,17.48310089111328,17.31909942626953,17.27589988708496,36.51593964712409,-4.56838037011607
SNLS,17.294971,16.852164000000002,16.691554,16.647419,17.302099227905273,16.864200592041016,16.710399627685547,16.68470001220703,36.71043563283306,-4.566946547594634
SNLS,17.561275,17.103852,16.961236,16.905354,17.574100494384766,17.117300033569336,16.950300216674805,16.916200637817383,36.03382644833745,-4.547653373429413
SNLS,18.254468,17.826092000000003,17.65563,17.591731,18.25779914855957,17.83690071105957,17.667200088500977,17.61549949645996,36.28747195223446,-4.546719785464628
SNLS,17.111418,16.691105,16.544848,16.497874,17.123699188232422,16.69930076599121,16.561399459838867,16.520200729370117,36.69540263161385,-4.539050946598612
SNLS,18.319185,17.910176,17.746707999999998,17.692288,18.319799423217773,17.92919921875,17.757400512695312,17.7091007232666,36.74363913972721,-4.540319411129007
SNLS,18.563889,17.938301,17.72427,17.618268,18.564800262451172,17.953899383544922,17.724300384521484,17.64080047607422,36.0071802568437,-4.536602239776022
SNLS,17.783732,17.080261,16.819618,16.702957,17.809200286865234,17.094200134277344,16.83970069885254,16.732900619506836,36.77045613021033,-4.529125281796169
SNLS,17.719228,16.857757,16.520487,16.356263000000002,17.73710060119629,16.885499954223633,16.533700942993164,16.37809944152832,36.01774320607107,-4.524070732210256
SNLS,18.967414,18.253646,17.993003,17.872384,18.965200424194336,18.256799697875977,18.010000228881836,17.88360023498535,36.40197345473985,-4.525003789274546
SNLS,17.557605,17.208388,17.099362,17.079234,17.56559944152832,17.21980094909668,17.102500915527344,17.092300415039062,36.71156902940208,-4.51846528765092
SNLS,18.410787,18.053344,17.933633,17.898973,18.39539909362793,18.05340003967285,17.947099685668945,17.90690040588379,36.330932083823335,-4.518143483361259
SNLS,18.129697,17.752425,17.611916,17.554282,18.132099151611328,17.763200759887695,17.602800369262695,17.582500457763672,36.04495357275048,-4.511981213109431
SNLS,17.725293,17.411591,17.313646,17.294218,17.747499465942383,17.40920066833496,17.318599700927734,17.297399520874023,36.29026804497844,-4.505436696541621
SNLS,18.433065,18.064781,17.930979999999998,17.878967000000003,18.435100555419922,18.039499282836914,17.933300018310547,17.897899627685547,36.96017216966481,-4.507407099575374
SNLS,17.633817999999998,17.347739999999998,17.25139,17.224604,17.627599716186523,17.341299057006836,17.242399215698242,17.236000061035156,36.03184293105931,-4.503422245786631
SNLS,18.556995999999998,17.92794,17.669061,17.549497,18.577699661254883,17.952699661254883,17.68090057373047,17.56060028076172,36.03875638662096,-4.492270314537172
SNLS,18.592679999999998,18.061868,17.840407,17.742923,18.606399536132812,18.077600479125977,17.86359977722168,17.775800704956055,36.77443517690096,-4.488157344141237
SNLS,18.289675,17.954269,17.826769,17.791632999999997,18.28190040588379,17.931499481201172,17.821800231933594,17.788700103759766,36.35785555384297,-4.487106224267326
SNLS,17.511576,16.729073,16.438205,16.290095,17.536699295043945,16.750499725341797,16.454299926757812,16.33370018005371,36.98859578113047,-4.477371910041591
SNLS,17.516719000000002,17.120867,16.996252,16.957109,17.500200271606445,17.140300750732422,17.001399993896484,16.953699111938477,36.47044877737752,-4.470474951329464
SNLS,18.446869,18.126492000000002,18.039694,18.027255,18.4335994720459,18.11370086669922,18.023500442504883,18.04599952697754,36.48977644728576,-4.472604461258946
SNLS,18.165263,17.755887,17.617068,17.563606,18.167499542236328,17.770099639892578,17.62380027770996,17.61090087890625,36.84827233147633,-4.462881025703097
SNLS,18.465344,17.765235,17.492681,17.386831,18.49970054626465,17.7810001373291,17.51460075378418,17.411300659179688,36.640367492789075,-4.461110085676932
SNLS,18.37034,18.148426,18.090071,18.088344,18.346900939941406,18.142900466918945,18.097400665283203,18.081100463867188,36.50546728627908,-4.453335907867304
SNLS,17.968051000000003,17.675261,17.567419,17.534677,17.974599838256836,17.664499282836914,17.571300506591797,17.56999969482422,36.88149353196071,-4.446022009898814
SNLS,18.296958,18.057941,17.974938,17.980919,18.304800033569336,18.050800323486328,17.9867000579834,17.968599319458008,36.63422272274396,-4.442103157844614
SNLS,18.096729,17.24168,16.917442,16.76868,18.107500076293945,17.264999389648438,16.935199737548828,16.802200317382812,36.12145634980292,-4.438070802657525
SNLS,18.145503,17.547926999999998,17.329242,17.23922,18.160900115966797,17.576099395751953,17.34269905090332,17.252500534057617,36.551311888498596,-4.434140075449172
SNLS,18.675537,18.345579999999998,18.218525,18.182604,18.667299270629883,18.340299606323242,18.220699310302734,18.15169906616211,36.38410149360365,-4.4232502142677035
SNLS,17.373319,17.034609,16.929463000000002,16.90377,17.370399475097656,17.048599243164062,16.927200317382812,16.908300399780273,36.21636583403769,-4.420624286872087
SNLS,18.50996,17.650151,17.324342,17.177254,18.52519989013672,17.667299270629883,17.343399047851562,17.2096004486084,36.73774523768182,-4.421228312877751
SNLS,17.871064,16.938116,16.569254,16.407928,17.90220069885254,16.96540069580078,16.60099983215332,16.43429946899414,36.55509018137606,-4.41389632943137
SNLS,17.624305,17.389523999999998,17.313584,17.294511,17.620100021362305,17.387300491333008,17.311899185180664,17.324800491333008,36.96227950409757,-4.408939403550157
SNLS,18.912295,18.413591,18.201539,18.107941,18.893600463867188,18.419700622558594,18.208799362182617,18.144100189208984,36.84343041283715,-4.409738942927509
SNLS,18.753408,18.077833,17.812224,17.696647,18.761499404907227,18.083900451660156,17.830900192260742,17.715200424194336,36.80008869261941,-4.406824665379714
SNLS,17.889369,16.980168,16.603079,16.434261,17.920499801635742,17.009000778198242,16.640300750732422,16.474199295043945,36.60118819659414,-4.398337136757434
SNLS,18.871519,18.76357,18.772922,18.803479,18.864500045776367,18.76889991760254,18.768199920654297,18.804100036621094,36.391485060264436,-4.399097512589848
SNLS,17.231717,16.697166,16.466739,16.377396,17.241100311279297,16.72010040283203,16.493799209594727,16.402999877929688,36.6077242380183,-4.3925428371904225
SNLS,17.014508,16.493445,16.315362,16.248598,17.027799606323242,16.519899368286133,16.330799102783203,16.280799865722656,36.03814121707301,-4.387725740268779
SNLS,16.865975,16.556839,16.44177,16.41941,16.88170051574707,16.57990074157715,16.454700469970703,16.43280029296875,36.05671781036491,-4.385214626189155
SNLS,18.145604000000002,17.213051999999998,16.844375,16.672968,18.177000045776367,17.240999221801758,16.867399215698242,16.70330047607422,36.12521420300868,-4.3833571291223326
SNLS,16.949044,16.658172,16.555342,16.533998999999998,16.94580078125,16.67140007019043,16.563600540161133,16.550800323486328,36.50531446282017,-4.38098551926264
SNLS,18.226704,17.517882999999998,17.245143,17.132020999999998,18.24169921875,17.5398006439209,17.26490020751953,17.16080093383789,36.56586272440221,-4.377549075066339
SNLS,18.589025,18.058524,17.85809,17.773398,18.606599807739258,18.09239959716797,17.869800567626953,17.7992000579834,36.507218769434566,-4.378872512741409
SNLS,18.133245000000002,17.776443,17.639274,17.599401,18.152599334716797,17.800500869750977,17.658700942993164,17.62310028076172,36.73881941160575,-4.375513388146413
SNLS,17.300466,16.907448000000002,16.773116,16.718272,17.30190086364746,16.91200065612793,16.780000686645508,16.752899169921875,36.89639348179939,-4.372268815040256
SNLS,18.797999,17.893959,17.512859,17.322739000000002,18.82539939880371,17.904699325561523,17.551000595092773,17.367799758911133,36.41831959538488,-4.3679705732786065
SNLS,17.440271,17.083522,16.932743,16.883014000000003,17.438800811767578,17.09309959411621,16.942800521850586,16.90839958190918,36.727784931554766,-4.363078448796952
SNLS,17.293778,16.957946,16.846088,16.829728,17.302200317382812,16.969499588012695,16.857200622558594,16.8518009185791,36.61321390408481,-4.355925548197456
SNLS,18.975824,18.511836,18.341454000000002,18.275945999999998,18.969499588012695,18.5137996673584,18.324499130249023,18.280000686645508,36.17247157757607,-4.357004356948692
SNLS,18.649015,18.137504999999997,17.952489,17.88973,18.68440055847168,18.15719985961914,17.966100692749023,17.90519905090332,36.62599944232896,-4.35560955315118
SNLS,18.05098,17.712982,17.582677,17.546873,18.05459976196289,17.73200035095215,17.581199645996094,17.559799194335938,36.062750976896226,-4.354119104822135
SNLS,17.214886,16.950929000000002,16.869196,16.860789999999998,17.2096004486084,16.95789909362793,16.868799209594727,16.872100830078125,36.37613848559954,-4.352440618750391
SNLS,18.212972,17.174897,16.709659,16.490315,18.25200080871582,17.216400146484375,16.73590087890625,16.54560089111328,36.40348065736246,-4.346822396528367
SNLS,17.206497,16.862703,16.752116,16.727441,17.20210075378418,16.869199752807617,16.758399963378906,16.755300521850586,36.6893060659548,-4.336045222359399
SNLS,17.966248999999998,17.0577,16.67494,16.491383,17.988399505615234,17.086599349975586,16.702800750732422,16.529199600219727,36.760586717563996,-4.3366614931590695
SNLS,18.297407999999997,17.6384,17.367138,17.235891,18.331300735473633,17.659700393676758,17.387800216674805,17.297300338745117,36.85545308445135,-4.333714545604171
