survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
CFA3K,15.0172,14.3829,14.2441,14.0747,14.554499626159668,14.20259952545166,14.067899703979492,14.041999816894531,43.44884342349307,42.65000199988442
CFA3K,16.273799999999998,15.6665,15.4787,15.3264,15.900099754333496,15.491800308227539,15.337400436401367,15.309399604797363,39.08613870422919,-17.329658645088326
CFA3K,14.6148,14.0753,13.9165,13.7865,14.27970027923584,13.918899536132812,13.795700073242188,13.780900001525879,39.06475689163271,-17.33664029274959
CFA3K,14.0433,13.3865,13.1877,13.0499,13.63659954071045,-999.0,-999.0,13.042200088500977,39.05240295480067,-17.3486305095259
CFA3K,16.6268,16.063,15.899399999999998,15.773699999999998,16.2460994720459,15.893699645996094,15.755399703979492,15.7298002243042,39.02949596922166,-17.318544258365346
CFA3K,13.7364,13.1503,12.9555,12.7757,13.397500038146973,-999.0,-999.0,-999.0,39.01166106400145,-17.225606664413306
CFA3K,13.789,13.2877,13.1431,13.0454,13.491399765014648,-999.0,-999.0,13.11240005493164,39.001615437732724,-17.182394421063897
CFA3K,16.9603,16.402,16.2242,16.0792,16.57900047302246,16.197900772094727,16.052600860595703,16.013900756835938,38.97484306085533,-17.336972175491706
CFA3K,16.8564,16.2722,16.073700000000002,15.8997,16.548799514770508,16.11199951171875,15.944199562072754,15.902899742126465,32.798146151444975,35.0205907311178
CFA3K,17.4404,16.6255,16.423199999999998,16.1603,16.95009994506836,16.41510009765625,16.197200775146484,16.118499755859375,32.79649864378482,34.91536170467443
CFA3K,13.7044,13.1732,13.0196,12.885,13.373200416564941,-999.0,-999.0,-999.0,32.76985132846011,34.91027488021282
CFA3K,15.1922,14.5775,14.3609,14.1505,14.843000411987305,14.373900413513184,14.191100120544434,14.117799758911133,32.756708887877544,35.04772849201259
CFA3K,15.1382,14.183,13.7834,13.453,14.572199821472168,13.803500175476074,13.453499794006348,13.350000381469727,32.74709000042045,34.94505083628384
CFA3K,13.9906,13.0467,12.6989,12.4417,13.42039966583252,-999.0,-999.0,-999.0,32.736954995879586,34.93705363582493
CFA3K,17.157899999999998,16.5662,16.3877,16.2015,16.767000198364258,16.358400344848633,16.20170021057129,16.14109992980957,32.72664543408976,34.94118055410742
CFA3K,14.9331,14.3342,14.1522,14.008,14.534899711608887,14.14430046081543,14.014900207519531,13.974499702453613,32.72623832702148,34.927027114346394
CFA3K,15.2407,14.6765,14.5065,14.363,14.881500244140625,14.50529956817627,14.378399848937988,14.352299690246582,32.705505564695265,35.00447155872744
CFA3K,17.0107,16.52,16.3724,16.2183,16.721900939941406,16.39069938659668,16.249000549316406,16.222900390625,32.691010972240164,35.04949713965582
CFA3K,15.9122,14.6025,13.9747,13.258299999999998,15.181300163269043,13.993900299072266,13.321000099182129,12.984600067138672,32.67456813178827,34.984460569034574
CFA3K,15.3039,14.7352,14.552700000000002,14.3885,14.972599983215332,14.57919979095459,14.42039966583252,14.383299827575684,32.67034818092616,35.044741998974345
CFA3K,14.0849,13.494,13.3304,13.1743,13.696200370788574,-999.0,-999.0,13.143199920654297,32.65244584556199,34.95053404418627
CFA3K,14.6269,13.8862,13.6362,13.4167,14.205599784851074,13.865599632263184,13.62720012664795,13.403300285339355,32.65129958677922,35.07064969254573
CFA3K,16.2459,15.6587,15.4864,15.318,15.844499588012695,15.480299949645996,15.308699607849121,15.263099670410156,32.63386762683157,34.955540658130545
CFA3K,16.7961,16.0157,15.7334,15.502999999999998,16.32990074157715,15.7568998336792,15.52079963684082,15.437299728393555,32.621375930965,35.02072707218419
CFA3K,16.6906,15.8647,15.564699999999998,15.2877,16.20009994506836,15.571900367736816,15.303600311279297,15.197099685668945,32.617203464087524,34.999610954580724
CFA3K,14.4772,13.7955,13.5581,13.3495,14.071499824523926,13.560799598693848,-999.0,13.28600025177002,32.59566125956828,35.02134591099631
CFA3K,14.136,13.5762,13.4099,13.2468,13.828800201416016,-999.0,-999.0,13.256799697875977,126.8450752978934,21.676480154880604
CFA3K,14.0417,13.3029,13.058599999999998,12.8502,13.610600471496582,-999.0,-999.0,-999.0,126.82872224530419,21.650326390090317
CFA3K,14.0076,13.4465,13.2959,13.1851,13.67020034790039,13.298500061035156,13.184499740600586,13.189599990844727,126.81408854921781,21.565465317336454
CFA3K,16.632,16.0289,15.8486,15.6885,16.247400283813477,15.838000297546387,15.687899589538574,15.653900146484375,126.8112669840745,21.591355214143665
CFA3K,16.0096,15.3812,15.1939,15.0468,15.635700225830078,15.184599876403809,15.037799835205078,15.012900352478027,126.79303056011642,21.55668245592327
CFA3K,16.501,15.9419,15.777,15.6349,16.161699295043945,15.759499549865723,15.620100021362305,15.599900245666504,126.79013709599812,21.565559080536087
CFA3K,15.9316,15.2705,15.0616,14.8745,15.565099716186523,15.101499557495117,14.912400245666504,14.876799583435059,126.77799983491963,21.731293770230742
CFA3K,13.3193,12.7539,12.615,12.4869,-999.0,-999.0,-999.0,-999.0,126.75811837982758,21.671346918618273
CFA3K,15.086,14.5352,14.3856,14.2578,14.76099967956543,14.387900352478027,14.26930046081543,14.265700340270996,126.70637184404823,21.682847510489577
CFA3K,16.4983,15.9315,15.7736,15.6555,16.101200103759766,15.738699913024902,15.629199981689453,15.613200187683105,126.70322672581139,21.56422356117999
CFA3K,14.319,13.7289,13.5623,13.4159,14.010199546813965,13.595000267028809,13.487299919128418,13.447099685668945,126.69595229658431,21.72879952286693
CFA3K,16.1193,15.6009,15.459,15.3282,15.816399574279785,15.465100288391113,15.338899612426758,15.331899642944336,126.69582021576429,21.696804987730985
CFA3K,15.6441,15.2384,15.127,15.0104,15.406599998474121,15.120599746704102,15.021100044250488,15.031299591064453,132.39531925090475,36.15844261868919
CFA3K,17.559099999999997,16.9624,16.764599999999998,16.5868,17.193099975585938,16.75950050354004,16.59079933166504,16.546300888061523,132.3935388666059,36.078092233456324
CFA3K,16.0307,15.7134,15.656,15.6001,15.813699722290039,15.635899543762207,15.590800285339355,15.633600234985352,132.37519190830886,36.10261252574518
CFA3K,16.536,15.7377,15.4389,15.1691,16.04050064086914,15.433500289916992,15.163800239562988,15.08489990234375,132.33909657039683,36.07813996250626
CFA3K,17.3971,16.8341,16.637999999999998,16.4661,17.03730010986328,16.63319969177246,16.4685001373291,16.420299530029297,132.3325552547497,36.14044146859213
CFA3K,16.6681,16.0581,15.8477,15.6465,16.301599502563477,15.847299575805664,15.65999984741211,15.600700378417969,132.30747218381453,36.175236364314905
CFA3K,14.798,14.1817,13.9973,13.8361,14.38640022277832,13.987600326538086,13.83080005645752,13.819700241088867,132.30242367162273,36.12823023508867
CFA3K,14.7324,14.1954,14.053,13.9238,14.361800193786621,14.026800155639648,13.901900291442871,13.892999649047852,132.28224109425705,36.0587567994242
CFA3K,15.7617,15.0667,14.8283,14.6221,15.370200157165527,14.852899551391602,14.662500381469727,14.602399826049805,132.27698585886802,36.213951331224735
CFA3K,16.6204,16.1071,15.946,15.799499999999998,16.377599716186523,15.999899864196777,15.8548002243042,15.834500312805176,132.2562081693182,36.21154183182055
CFA3K,17.3611,16.8844,16.7526,16.5998,17.016700744628906,16.696300506591797,16.578699111938477,16.56410026550293,132.24149676634605,36.10256275170529
CFA3K,14.7911,13.6604,13.2111,12.8176,14.134300231933594,-999.0,-999.0,-999.0,50.08016855336682,41.551290810856344
CFA3K,16.8021,15.8474,15.4761,15.1146,16.25659942626953,15.493499755859375,15.137900352478027,14.990799903869629,50.07970948146969,41.445043750049486
CFA3K,15.8781,15.0694,14.7611,14.4736,15.411299705505371,14.771599769592285,14.503000259399414,14.397000312805176,50.078442642360976,41.484969396763354
CFA3K,15.4156,14.0867,13.5463,13.0444,14.676199913024902,13.690999984741211,-999.0,-999.0,50.058511735108006,41.508014136387835
CFA3K,16.1618,15.4477,15.2125,14.9978,15.748299598693848,15.2298002243042,15.0246000289917,14.952300071716309,50.05317955906969,41.4226460250907
CFA3K,15.3526,14.4351,14.1473,13.9752,14.746000289916992,14.06820011138916,13.8233003616333,13.69789981842041,50.05120004557566,41.41133340134584
CFA3K,15.885599999999998,15.3891,15.2549,15.1372,15.584400177001953,15.253199577331543,15.149800300598145,15.140700340270996,50.03174087980164,41.44860936344045
CFA3K,16.7986,16.2343,16.0313,15.838400000000002,16.4768009185791,16.05590057373047,15.897700309753418,15.850000381469727,50.030348075901955,41.5833996625093
CFA3K,15.3094,14.8169,14.6601,14.505,15.026900291442871,14.674599647521973,14.550200462341309,14.505999565124512,50.016540222526736,41.562470431643945
CFA3K,15.1392,14.4529,14.2183,14.0062,14.723600387573242,14.229299545288086,14.035400390625,13.961099624633789,49.998062611886986,41.42940033230691
CFA3K,13.267,12.8755,12.7903,12.7238,-999.0,-999.0,-999.0,-999.0,49.988794694503135,41.52619852229224
CFA3K,14.7984,13.7625,13.3743,13.0052,14.184900283813477,-999.0,-999.0,-999.0,49.9632192193098,41.523744848069335
CFA3K,15.001,14.4603,14.3063,14.1702,14.62339973449707,14.293800354003906,14.174400329589844,14.155799865722656,49.95234894779256,41.46913056181879
CFA3K,15.5496,14.5763,14.2169,13.9052,14.969400405883789,14.247200012207031,14.090100288391113,13.800000190734863,49.93526102049467,41.51610623567744
CFA3K,16.679,15.9127,15.6471,15.4198,16.198200225830078,15.651800155639648,15.450599670410156,15.371000289916992,49.933411235476875,41.540421699674674
CFA3K,16.6322,15.9101,15.6775,15.478,16.149700164794922,15.662400245666504,15.471599578857422,15.395099639892578,49.92846402918495,41.421853528375884
CFA3K,16.016000000000002,15.3129,15.0729,14.8676,15.56410026550293,15.073100090026855,14.888500213623047,14.825799942016602,49.92393815858479,41.510169376795346
CFA3K,17.0166,16.2163,15.9451,15.677,16.528400421142578,15.959600448608398,15.705900192260742,15.608599662780762,49.9121989896813,41.48540084218111
CFA3K,16.864199999999997,16.1927,15.977299999999998,15.7792,16.39419937133789,15.95009994506836,15.756199836730957,15.69849967956543,49.88280946989083,41.45275985356998
CFA3K,15.073,14.1551,13.810899999999998,13.4928,14.495499610900879,13.807100296020508,13.52239990234375,13.35509967803955,49.86749963356976,41.441217664335056
CFA3K,16.8166,16.154,15.9253,15.7227,16.424400329589844,15.916000366210938,15.767800331115723,15.711999893188477,105.47574373877022,14.160083264485108
CFA3K,16.1749,15.6156,15.4492,15.296,15.83080005645752,15.440899848937988,15.310999870300293,15.281399726867676,105.46592553336927,14.131335589635775
CFA3K,16.4719,16.047,15.9503,15.861,16.17460060119629,15.93809986114502,15.882200241088867,15.8951997756958,105.45851408273178,14.051544571725879
CFA3K,16.2675,15.8266,15.6875,15.5503,16.013399124145508,15.734999656677246,15.578100204467773,15.624300003051758,105.45567978731036,14.18695691539657
CFA3K,15.3475,14.7116,14.5045,14.3176,14.968299865722656,14.499699592590332,14.339599609375,14.29800033569336,105.4526388538503,14.115801709990514
CFA3K,17.1659,16.6466,16.4665,16.2923,16.835800170898438,16.443500518798828,16.316099166870117,16.28219985961914,105.44391578382668,14.204556286647357
CFA3K,15.5816,15.212,15.1329,15.0617,15.353300094604492,15.132800102233887,15.095399856567383,15.109700202941895,105.44200885300448,14.209603281901364
CFA3K,17.2355,16.8086,16.7029,16.587999999999997,16.947200775146484,16.683700561523438,16.617799758911133,16.607099533081055,105.42750641093478,14.15934378740585
CFA3K,17.1472,16.5883,16.4369,16.275,16.777000427246094,16.40489959716797,16.272499084472656,16.247499465942383,105.4214351921475,14.071051835695505
CFA3K,15.6222,15.0136,14.8345,14.6893,15.229399681091309,14.821100234985352,14.684499740600586,14.671600341796875,105.42129340913006,14.045775369517681
CFA3K,15.2716,14.829,14.7206,14.6387,14.94159984588623,14.692500114440918,14.651700019836426,14.660799980163574,105.41543695886179,14.090782006141275
CFA3K,15.9986,15.581,15.4829,15.4007,15.68910026550293,15.451299667358398,15.390000343322754,15.411700248718262,105.40900750933375,14.075488828688362
CFA3K,17.029200000000003,16.5283,16.372200000000003,16.237000000000002,16.73819923400879,16.388099670410156,16.271400451660156,16.26689910888672,105.40341032541025,14.151273689368466
CFA3K,16.5322,16.0006,15.8349,15.6933,16.16699981689453,15.803099632263184,15.680700302124023,15.659000396728516,105.40322399011603,14.043469107021226
CFA3K,16.9689,16.448,16.3283,16.2087,16.60140037536621,16.283000946044922,16.1919002532959,16.185199737548828,105.38685945466167,14.046807323660294
CFA3K,16.6375,15.8636,15.5919,15.3343,16.135799407958984,15.558899879455566,15.319600105285645,15.226300239562988,105.38123168307295,14.050284299887334
CFA3K,15.3916,14.888,14.7579,14.6354,15.017200469970703,14.72070026397705,14.620400428771973,14.606900215148926,105.37606674207989,14.087206534169368
CFA3K,15.9269,15.0,14.6646,14.3347,15.402799606323242,14.692299842834473,14.397299766540527,14.246800422668457,105.37490137267717,14.212987493365565
CFA3K,14.8366,14.5633,14.5412,14.5357,14.611499786376953,14.525400161743164,14.562000274658203,14.59939956665039,105.37147908585773,14.169511383393775
CFA3K,16.515900000000002,16.056,15.9249,15.8074,16.16200065612793,15.890199661254883,15.807100296020508,15.813400268554688,105.36885747354704,14.142894864052478
CFA3K,17.1783,16.585,16.4003,16.2434,16.79949951171875,16.40410041809082,16.268199920654297,16.242399215698242,105.36716640638848,14.182204095977246
CFA3K,13.5686,12.867,12.6369,12.492,13.12030029296875,-999.0,-999.0,-999.0,105.3669716399081,14.160384014746462
CFA3K,17.5456,17.0493,16.9182,16.7903,17.193300247192383,16.88249969482422,16.78260040283203,16.778900146484375,105.35486294869438,14.152174433381441
CFA3K,15.1099,14.6346,14.5162,14.4213,14.762700080871582,14.498700141906738,14.418499946594238,14.40939998626709,105.35330960898173,14.040367388181425
CFA3K,17.301199999999998,16.9196,16.849899999999998,16.776,17.04520034790039,16.841800689697266,16.797800064086914,16.82069969177246,105.352244237623,14.200025425013406
CFA3K,16.9339,16.2863,16.0792,15.9,16.484100341796875,16.04669952392578,15.902099609375,15.85830020904541,105.35031002413365,14.120728728853482
CFA3K,16.4786,16.072,15.9966,15.9544,16.1825008392334,15.990400314331055,15.972999572753906,15.997200012207031,105.3434684464337,14.148859989278913
CFA3K,16.1593,15.817,15.7566,15.7127,16.037900924682617,15.818099975585938,15.762800216674805,15.78380012512207,105.33947895322977,14.179142388571554
CFA3K,16.3536,15.5533,15.2916,15.062,15.896699905395508,15.308799743652344,15.094099998474121,15.019000053405762,105.3385441967916,14.2101522489018
CFA3K,16.3712,15.9176,15.7895,15.686,16.050899505615234,15.757200241088867,15.687700271606445,15.685400009155273,105.33073916957905,14.145654628355768
CFA3K,14.5519,13.692,13.3999,13.128,14.02970027923584,13.444999694824219,-999.0,13.062700271606445,105.3255697957423,14.17984963917208
CFA3K,16.2225,15.6576,15.4952,15.3623,15.80370044708252,15.455699920654297,15.350899696350098,15.33430004119873,105.32544333136315,14.059172637712393
CFA3K,16.3305,15.8286,15.7002,15.583,15.980600357055664,15.678500175476074,15.582500457763672,15.572400093078613,105.30833215022714,14.141838476837625
CFA3K,15.774299999999998,15.399,15.323899999999998,15.282699999999998,15.491800308227539,15.310600280761719,15.29069995880127,15.3149995803833,105.30821327003417,14.040776427267888
CFA3K,14.5775,13.8248,13.557,13.329,14.137999534606934,-999.0,-999.0,13.272899627685547,350.3712106274923,33.37759113129429
CFA3K,16.063200000000002,15.4663,15.285,15.1235,15.696200370788574,15.283599853515625,15.140299797058105,15.102999687194824,350.3672556509915,33.4365486112168
CFA3K,15.7247,14.8655,14.5635,14.2742,15.213899612426758,14.571999549865723,14.286999702453613,14.173600196838379,350.3471295987542,33.40580432523725
CFA3K,15.6684,14.901,14.6374,14.4372,15.200799942016602,14.642999649047852,14.438300132751465,14.370599746704102,350.3417960879225,33.32133160393828
CFA3K,15.8314,14.9395,14.6172,14.3262,15.30370044708252,14.626899719238281,14.356900215148926,14.239700317382812,350.33439603527523,33.45250864892617
CFA3K,16.3585,15.5503,15.2565,14.983,15.899800300598145,15.280599594116211,15.023200035095215,14.91919994354248,350.3331750036846,33.48527033248157
CFA3K,16.486,16.0073,15.8695,15.74,16.190399169921875,15.8774995803833,15.756500244140625,15.737099647521973,350.3237863104975,33.470838358388995
CFA3K,16.687,16.0778,15.8975,15.7483,16.275800704956055,15.872400283813477,15.749300003051758,15.709199905395508,350.2989470592298,33.39147538409134
CFA3K,17.032,16.2198,15.9133,15.677499999999998,16.543399810791016,15.917200088500977,15.683699607849121,15.59570026397705,350.27612878500105,33.4034802834181
CFA3K,16.4202,15.349,14.859,14.4485,15.815899848937988,14.864299774169922,14.464699745178223,14.284799575805664,350.2506994896659,33.41526722276791
CFA3K,15.3202,14.3258,13.896999999999998,13.473,14.715200424194336,13.875100135803223,-999.0,13.289299964904785,350.23884454457016,33.429868462540995
CFA3K,14.4452,13.9763,13.87,13.777,14.109700202941895,13.845199584960938,13.754500389099121,13.764100074768066,350.23534740878773,33.377711241816804
CFA3K,17.3212,16.7375,16.560000000000002,16.407,16.914600372314453,16.54789924621582,16.40489959716797,16.36680030822754,350.223365984809,33.402232993395536
CFA3K,15.5539,14.655,14.3154,14.0595,15.031900405883789,14.345399856567383,14.088000297546387,13.990400314331055,350.20440735681143,33.46842290429516
CFA3K,16.309,15.7103,15.529,15.3813,15.891500473022461,15.504899978637695,15.356100082397461,15.316800117492676,350.20028090357755,33.32090322042729
CFA3K,15.9785,15.2575,15.0064,14.7851,15.564399719238281,15.017999649047852,14.81719970703125,14.749300003051758,193.1946239811513,-9.842265784705122
CFA3K,17.038999999999998,16.557,16.3889,16.2321,16.728900909423828,16.37700080871582,16.23509979248047,16.21380043029785,193.169960479116,-9.81216115135011
CFA3K,18.4366,17.0275,16.3579,15.1686,17.61090087890625,16.42259979248047,15.246999740600586,14.714699745178223,193.15886688663227,-9.761156696800628
CFA3K,17.037499999999998,16.502,16.317899999999998,16.136599999999998,16.74679946899414,16.334999084472656,16.180200576782227,16.12179946899414,193.15579677751853,-9.703361499876143
CFA3K,16.1205,15.5269,15.3308,15.1675,15.776200294494629,15.385199546813965,15.212699890136719,15.178600311279297,193.1491335562249,-9.781591647560466
CFA3K,16.224,15.383,15.0709,14.7726,15.714799880981445,15.07040023803711,14.78499984741211,14.659899711608887,193.12918275386522,-9.781447738747078
CFA3K,17.406,16.84,16.6739,16.4711,17.040000915527344,16.652700424194336,16.48509979248047,16.433900833129883,193.12250014969996,-9.834882970835245
CFA3K,16.0696,15.5355,15.3864,15.2436,15.710200309753418,15.365500450134277,15.232399940490723,15.213899612426758,193.1211257920704,-9.860587405318576
CFA3K,18.7585,17.8925,17.3934,17.085099999999997,18.247499465942383,17.416000366210938,17.081600189208984,16.9325008392334,193.11510528917856,-9.784080618980584
CFA3K,16.0235,15.3644,15.1563,14.968,15.599200248718262,15.150699615478516,14.97189998626709,14.921199798583984,193.1043923754654,-9.789733169372868
CFA3K,18.093,17.4954,17.3453,17.1755,17.749900817871094,17.344600677490234,17.18720054626465,17.15329933166504,193.10037362559044,-9.772723696271386
CFA3K,17.8665,16.776,16.2334,15.7431,17.386699676513672,16.27440071105957,15.806599617004395,15.599100112915039,193.09160852655626,-9.687298763057393
CFA3K,18.4425,17.651,17.1869,16.8541,18.0093994140625,17.18910026550293,16.855300903320312,16.72960090637207,193.05932467550352,-9.771751402128192
CFA3K,13.1424,12.6762,12.542,12.4608,-999.0,-999.0,-999.0,-999.0,51.606611644800296,40.72302263374429
CFA3K,15.6391,14.9915,14.764,14.5365,15.273799896240234,14.776800155639648,14.569299697875977,14.4931001663208,51.605189654770605,40.759256803830425
CFA3K,15.9704,15.2822,15.05,14.8075,15.566800117492676,15.055399894714355,14.831899642944336,14.746500015258789,51.601511543255874,40.635673178782056
CFA3K,16.812099999999997,16.1285,15.885,15.6495,16.43269920349121,15.899900436401367,15.686800003051758,15.603899955749512,51.597624388562004,40.77005194856628
CFA3K,14.2198,13.3932,13.1007,12.8512,13.733099937438965,-999.0,-999.0,-999.0,51.579263708944914,40.611334376704754
CFA3K,16.7708,16.1862,15.9973,15.8085,16.41860008239746,15.992199897766113,15.816900253295898,15.764300346374512,51.57279800846055,40.711017514451804
CFA3K,16.1725,15.6559,15.4844,15.306500000000002,15.868900299072266,15.49269962310791,15.344400405883789,15.296299934387207,51.565813617685194,40.75857317944909
CFA3K,16.836100000000002,16.2789,16.0957,15.9219,16.49340057373047,16.067100524902344,15.91919994354248,15.868499755859375,51.56169339837607,40.628464337438565
CFA3K,16.8347,16.0925,15.8393,15.5941,16.37220001220703,15.831100463867188,15.597700119018555,15.500900268554688,51.55871495417238,40.66292625514557
CFA3K,13.2231,12.8925,12.8696,12.8708,-999.0,-999.0,-999.0,-999.0,51.54703980675117,40.64809411329368
CFA3K,16.8351,16.1585,15.937,15.7415,16.405500411987305,15.919099807739258,15.740300178527832,15.679200172424316,51.544189596530245,40.68288665144368
CFA3K,14.6454,13.6352,13.2523,12.9002,14.041099548339844,-999.0,-999.0,-999.0,51.52863943260203,40.68851367336683
CFA3K,15.9221,15.0065,14.6626,14.3208,15.47920036315918,14.719499588012695,14.35830020904541,14.207099914550781,51.52576409111201,40.60422090983272
CFA3K,15.8025,15.2459,15.0704,14.8982,15.442899703979492,15.065400123596191,14.913999557495117,14.8681001663208,51.51963547489742,40.707810435055876
CFA3K,15.3867,14.7765,14.586,14.4075,14.993599891662598,14.569499969482422,14.41469955444336,14.35669994354248,51.51906862253236,40.624510109508265
CFA3K,16.7665,15.9139,15.5884,15.3035,16.22949981689453,15.576899528503418,15.307600021362305,15.187000274658203,51.50762248828538,40.686075017861754
CFA3K,14.8698,14.2522,14.0573,13.8795,14.47089958190918,14.03909969329834,13.899700164794922,13.843999862670898,51.506620623789885,40.67499787655147
CFA3K,14.3617,13.7025,13.486,13.2865,13.937800407409668,-999.0,-999.0,13.31719970703125,51.49050229078609,40.72115033833076
CFA3K,16.162499999999998,15.6679,15.542,15.4122,15.822400093078613,15.499199867248535,15.395500183105469,15.3681001663208,51.48804252787376,40.66092108584453
CFA3K,16.5121,15.9792,15.8137,15.6492,16.200300216674805,15.819299697875977,15.667200088500977,15.621500015258789,51.4847047252944,40.74840138505936
CFA3K,14.6855,14.0799,13.9057,13.7475,14.285400390625,13.868800163269043,13.726400375366211,13.700599670410156,51.4838653402807,40.61320530767854
CFA3K,15.4305,14.4619,14.089,13.7425,14.89579963684082,14.110300064086914,13.791199684143066,13.637499809265137,51.48190984593876,40.764332821618126
CFA3K,16.8364,16.1212,15.864300000000002,15.602200000000002,16.523799896240234,16.013200759887695,15.868200302124023,15.745499610900879,51.47912224600408,40.742530293662654
CFA3K,15.000100000000002,14.3785,14.1903,14.0098,14.588000297546387,14.169899940490723,14.02180004119873,13.963399887084961,51.45779025085813,40.67563789802184
CFA3K,13.2461,12.8165,12.738,12.6961,-999.0,-999.0,-999.0,-999.0,51.44207775036611,40.723537788134074
CFA3K,15.8307,14.9985,14.714,14.4568,15.320099830627441,14.699700355529785,14.45359992980957,14.364299774169922,51.437478778931485,40.67454193015119
CFA3K,16.0325,15.3819,15.1738,14.9849,15.645400047302246,15.182000160217285,15.006500244140625,14.950300216674805,51.4095421585243,40.75763133923544
CFA3K,16.7756,15.842,15.5289,15.1986,16.179800033569336,15.486200332641602,15.174599647521973,15.02750015258789,51.40527996591263,40.649389395102084
CFA3K,14.3761,13.729,13.5214,13.337599999999998,13.998000144958496,-999.0,-999.0,13.328100204467773,51.39242518103816,40.747509811007774
CFA3K,16.833,16.1084,15.8818,15.6694,16.340599060058594,15.852999687194824,15.636300086975098,15.57759952545166,51.38885758656207,40.62767652056268
CFA3K,16.5453,16.0412,15.8799,15.7189,16.243799209594727,15.876099586486816,15.73550033569336,15.70419979095459,92.2946188249259,64.74521852591894
CFA3K,16.9014,16.4057,16.2504,16.0764,16.6112003326416,16.23710060119629,16.096500396728516,16.065900802612305,92.2827524321965,64.73657974383451
CFA3K,16.4324,15.58,15.2676,14.9522,15.914899826049805,15.25979995727539,14.976099967956543,14.850299835205078,92.1630009409084,64.73312213898583
CFA3K,13.259,12.7743,12.6347,12.5077,-999.0,-999.0,-999.0,-999.0,92.14575865839709,64.7476960694687
CFA3K,14.5854,13.9905,13.7954,13.6057,14.203200340270996,13.773200035095215,13.626299858093262,13.578800201416016,92.12492954734832,64.72979147923527
CFA3K,16.558400000000002,15.992,15.8099,15.6422,16.178600311279297,15.781999588012695,15.64009952545166,15.599499702453613,92.01344778905134,64.73288646729975
CFA3K,16.584,16.1261,16.0014,15.849,16.29199981689453,15.991700172424316,15.864299774169922,15.828399658203125,185.78128486322728,15.736453840741705
CFA3K,14.7294,14.1395,13.9651,13.8121,14.355199813842773,13.965299606323242,13.8326997756958,13.81089973449707,185.76638791929173,15.795767287980905
CFA3K,16.343,15.2151,14.6937,14.2357,15.724699974060059,14.71619987487793,14.272299766540527,14.081100463867188,185.71586275948772,15.870171982841716
CFA3K,16.2467,15.4381,15.112,14.842,15.734999656677246,15.101699829101562,14.847299575805664,14.751199722290039,185.709903993838,15.849142705984038
CFA3K,15.4221,14.8095,14.6348,14.4984,14.989700317382812,14.611000061035156,14.480400085449219,14.466099739074707,185.70995833484713,15.722394654006024
CFA3K,16.2157,15.6391,15.4677,15.3157,15.844900131225586,15.46660041809082,15.329099655151367,15.291000366210938,185.7048929739037,15.84411733693565
CFA3K,14.7437,14.1278,13.9451,13.806,14.335700035095215,13.937100410461426,13.813799858093262,13.79010009765625,185.67711183061053,15.812643328058071
CFA3K,16.646,16.1478,16.0124,15.8964,16.323400497436523,16.011199951171875,15.899700164794922,15.888799667358398,185.66583222082724,15.859641729480733
CFA3K,13.9337,13.4748,13.361,13.2643,13.650400161743164,13.341899871826172,-999.0,13.30519962310791,190.47922821067166,35.07942304031604
CFA3K,17.2048,16.7043,16.464,16.2113,17.132999420166016,16.384000778198242,16.42289924621582,16.43899917602539,190.4026063887089,35.1228851892139
CFA3K,17.0992,16.3647,16.1056,15.8945,16.65559959411621,16.1387996673584,15.944000244140625,15.866000175476074,206.58615708819198,-9.06143316837976
CFA3K,16.1762,15.4197,15.2366,15.0805,15.700499534606934,15.280200004577637,15.125200271606445,15.094599723815918,206.58051018073292,-9.043718683344432
CFA3K,15.2792,14.5857,14.3786,14.2195,14.820899963378906,14.424599647521973,14.265199661254883,14.269800186157227,206.53358941864562,-9.089802454698601
CFA3K,15.2792,14.5857,14.3786,14.2195,14.832099914550781,14.40999984741211,14.267900466918945,14.232399940490723,206.53358983149502,-9.089800793913454
CFA3K,16.9642,16.4247,16.3226,16.1785,16.70479965209961,16.354299545288086,16.234699249267578,16.207300186157227,206.52201724039196,-9.040941135288971
CFA3K,15.5592,14.7577,14.5096,14.2685,15.055999755859375,14.541500091552734,14.316200256347656,14.233499526977539,206.5121098487929,-9.078381669366745
CFA3K,15.2872,14.6337,14.4616,14.3275,14.868300437927246,14.498700141906738,14.372599601745605,14.353899955749512,206.50145237407028,-9.075655482961285
CFA3K,15.6622,15.0777,14.9406,14.8125,15.310099601745605,14.981499671936035,14.864899635314941,14.84160041809082,206.4824811606109,-9.043522082775764
CFA3K,15.7878,15.2745,15.1303,14.9666,15.445300102233887,15.100600242614746,14.965900421142578,14.947600364685059,167.42606317164487,28.662640907850406
CFA3K,15.1628,14.5415,14.3453,14.1746,14.746800422668457,14.326700210571289,14.17020034790039,14.147000312805176,167.42415610497517,28.679466800124178
CFA3K,16.5908,16.0435,15.8913,15.7456,16.229700088500977,15.882100105285645,15.769700050354004,15.755999565124512,167.4098027602797,28.716926691249967
CFA3K,17.6808,16.9995,16.787300000000002,16.5636,17.233800888061523,16.766799926757812,16.575199127197266,16.49920082092285,167.39975858319318,28.675973101621143
CFA3K,14.0008,13.3245,13.1153,12.9266,13.557600021362305,-999.0,-999.0,-999.0,167.3900285288059,28.60729357804577
