survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
CFA3K,14.986,14.5591,14.4578,14.3833,14.73799991607666,14.468500137329102,14.408100128173828,14.585000038146973,139.06366777366333,-16.217922201690378
CFA3K,16.723,16.0371,15.839299999999998,15.647799999999998,16.27239990234375,15.81980037689209,15.644800186157227,15.595399856567383,139.05505429805595,-16.35124813227575
CFA3K,15.186,14.4916,14.2748,14.0968,14.788200378417969,14.32759952545166,14.136199951171875,14.130499839782715,139.05366087930818,-16.30616402614117
CFA3K,17.153499999999998,16.4991,16.273799999999998,16.0843,17.035400390625,16.702199935913086,16.40530014038086,16.386499404907227,139.04864542846536,-16.32145910663688
CFA3K,15.016,14.3211,14.1073,13.9463,14.538800239562988,14.0802001953125,13.919500350952148,13.89229965209961,139.04336115837927,-16.371742925104282
CFA3K,15.564,14.7921,14.5268,14.3233,15.058500289916992,14.508199691772461,14.31779956817627,14.26039981842041,139.03732678616785,-16.34263760184741
CFA3K,14.9715,14.2721,14.0508,13.8893,14.505200386047363,14.031499862670898,13.879400253295898,13.83650016784668,139.03722417846228,-16.377976175231908
CFA3K,17.1325,16.5671,16.4468,16.2973,16.752399444580078,16.41069984436035,16.30069923400879,16.278799057006836,139.01726394407376,-16.319568653076377
CFA3K,15.6375,14.5736,14.1038,13.7423,15.000900268554688,14.094099998474121,13.733400344848633,13.593299865722656,139.0158998633317,-16.346767123782122
CFA3K,17.091,16.5491,16.4268,16.3368,16.690799713134766,16.37980079650879,16.29129981994629,16.275100708007812,139.0112168268242,-16.362096006591965
CFA3K,16.8865,16.4231,16.2983,16.1828,16.555400848388672,16.258899688720703,16.164100646972656,16.159099578857422,139.00384357007843,-16.323594216961027
CFA3K,14.2375,13.6061,13.4263,13.2888,13.799200057983398,13.391500473022461,-999.0,13.24899959564209,138.98896844632068,-16.374881369501054
CFA3K,16.39,15.4936,15.1283,14.8308,15.830400466918945,15.12559986114502,14.839900016784668,14.723299980163574,138.97470326006277,-16.28520307397105
CFA3K,15.007,14.4176,14.2628,14.1418,14.589799880981445,14.225099563598633,14.113499641418457,14.111800193786621,138.96870034837355,-16.346468087635138
CFA3K,14.7125,13.8066,13.4828,13.2298,14.169099807739258,13.486900329589844,13.257599830627441,13.159700393676758,138.96061917888835,-16.261001975169115
CFA3K,14.7942,14.3503,14.231800000000002,14.1332,14.546899795532227,14.260899543762207,14.222299575805664,14.172699928283691,205.29891620351341,67.75492927711431
CFA3K,16.6901,16.2939,16.1898,16.0821,16.4512996673584,16.213300704956055,16.099599838256836,16.08209991455078,205.28352816796937,67.71593401186578
CFA3K,16.7728,16.0131,15.7345,15.515100000000002,16.357999801635742,15.759300231933594,15.538700103759766,15.460599899291992,78.02096488189326,5.265625398641207
CFA3K,16.0178,15.5361,15.4141,15.3102,15.725199699401855,15.421500205993652,15.327799797058105,15.312600135803223,78.01135869451515,5.151972118179033
CFA3K,15.3247,14.7252,14.5353,14.3497,14.99470043182373,14.55739974975586,14.376799583435059,14.336000442504883,78.00902313638021,5.270854975588461
CFA3K,16.284100000000002,15.6239,15.4106,15.2187,15.894200325012207,15.427200317382812,15.235300064086914,15.189499855041504,78.00356811550301,5.256629259505052
CFA3K,15.3101,14.6689,14.4766,14.318700000000002,14.929100036621094,14.482799530029297,14.323599815368652,14.294300079345703,77.99277799842687,5.140473427481057
CFA3K,14.1637,13.5752,13.3913,13.2257,13.85159969329834,-999.0,-999.0,13.249699592590332,77.9873725479808,5.228496248106083
CFA3K,16.4761,15.9706,15.8317,15.6891,16.1781005859375,15.833499908447266,15.704400062561035,15.679900169372559,77.9868182325589,5.190933706593068
CFA3K,14.5751,13.9719,13.799,13.6577,14.208100318908691,13.811599731445312,13.676799774169922,13.643699645996094,77.9824524847975,5.130936195674106
CFA3K,15.2617,14.4112,14.0859,13.807,14.767399787902832,14.106300354003906,13.834199905395508,13.72659969329834,77.97060249428706,5.2232825345324505
CFA3K,14.8964,14.0562,13.7666,13.501,14.376099586486816,13.774200439453125,13.496899604797363,13.406299591064453,77.94712769404032,5.179925616320621
CFA3K,14.3934,13.8229,13.6533,13.512,14.064200401306152,13.68340015411377,13.539600372314453,13.52079963684082,77.94228450121501,5.250146154515366
CFA3K,16.6671,16.0199,15.8103,15.6194,16.303800582885742,15.828800201416016,15.63539981842041,15.592300415039062,77.93324962949086,5.253953382339904
CFA3K,15.3027,14.5839,14.348,14.1414,14.89840030670166,14.362500190734863,14.17020034790039,14.105400085449219,77.92086374731454,5.241792696202781
CFA3K,15.8497,14.8249,14.4506,14.0914,15.240500450134277,14.466899871826172,14.119600296020508,13.96150016784668,77.91768402137384,5.224912761406166
CFA3K,16.419,15.6722,15.4429,15.247,16.00040054321289,15.463199615478516,15.286399841308594,15.233699798583984,77.90995587420498,5.275021418466949
CFA3K,15.6054,14.9149,14.6856,14.485399999999998,15.19320011138916,14.711700439453125,14.503399848937988,14.486200332641602,77.88364060876529,5.214366167765484
CFA3K,15.1751,14.7099,14.586,14.4814,14.880000114440918,14.597800254821777,14.497699737548828,14.483099937438965,77.88195512662189,5.22823358156367
CFA3K,15.0497,14.3819,14.1883,14.0137,14.64229965209961,14.223899841308594,14.023599624633789,13.993599891662598,77.87122456615366,5.173397713017289
CFA3K,16.8736,15.6969,15.1418,14.5826,16.2367000579834,15.163399696350098,14.630900382995605,14.394100189208984,47.26601798415519,-6.997653673865834
CFA3K,13.5911,13.0104,12.8268,12.6522,-999.0,-999.0,-999.0,-999.0,47.25871518821668,-7.039748464612482
CFA3K,17.8461,16.7499,16.2513,15.8056,17.270999908447266,16.277000427246094,15.836000442504883,15.625100135803223,47.25528378345082,-7.103906908515347
CFA3K,16.8871,16.0214,15.6833,15.4136,16.350299835205078,15.675999641418457,15.425200462341309,15.329999923706055,47.2442573841465,-7.0782147017784025
CFA3K,17.831599999999998,17.2324,17.0458,16.9027,17.42329978942871,17.025999069213867,16.889299392700195,16.85700035095215,47.21587398263801,-7.0826921741758655
CFA3K,15.9261,15.3245,15.1298,14.9208,15.559599876403809,15.124500274658203,14.934900283813477,14.871500015258789,36.998577251146365,28.112102041487727
CFA3K,15.3231,14.3305,13.9678,13.6188,14.713600158691406,13.968899726867676,13.63290023803711,13.489399909973145,36.962396299650486,28.189134436892246
CFA3K,15.1181,14.4415,14.2318,14.0418,14.72760009765625,14.273799896240234,14.089599609375,14.036299705505371,36.95391595465891,28.261642541848055
CFA3K,16.0261,15.2145,14.9188,14.6478,15.506600379943848,14.916199684143066,14.65839958190918,14.550100326538086,36.940988828113326,28.168190819387565
CFA3K,15.7661,15.0825,14.8528,14.6478,15.32040023803711,14.840299606323242,14.64780044555664,14.57699966430664,36.93796766318175,28.140347885555215
CFA3K,14.8761,14.2375,14.0188,13.8168,14.479399681091309,14.02929973602295,13.858799934387207,13.77560043334961,36.937742273704444,28.219862062924722
CFA3K,16.8751,16.1315,15.8508,15.5468,16.412399291992188,15.835200309753418,15.562899589538574,15.437800407409668,36.93730758359258,28.187377333568726
CFA3K,17.1351,16.4475,16.2238,16.0348,16.67300033569336,16.201099395751953,16.002300262451172,15.946100234985352,36.936723852194895,28.11905588676506
CFA3K,13.4381,12.8185,12.6438,12.4958,-999.0,-999.0,-999.0,-999.0,36.91582353493615,28.103390775984188
CFA3K,16.2301,15.5405,15.3308,15.1438,15.748499870300293,15.293700218200684,15.117500305175781,15.055800437927246,36.879049995491336,28.09321074720795
CFA3K,14.9491,14.2845,14.0758,13.8878,14.555500030517578,14.099800109863281,13.93280029296875,13.8774995803833,36.85355962398383,28.25388776881313
CFA3K,16.7951,16.0255,15.7498,15.5018,16.302600860595703,15.741299629211426,15.511799812316895,15.406800270080566,36.83144341845337,28.18214566589722
CFA3K,16.1111,15.3963,15.1104,14.795,15.693300247192383,15.11709976196289,14.824700355529785,14.681699752807617,54.95015275890143,34.985226073401535
CFA3K,16.5246,15.3723,14.8569,14.3245,15.844799995422363,14.852499961853027,14.372699737548828,14.096799850463867,54.90869891880247,35.05599393478003
CFA3K,14.8491,13.9468,13.5604,13.145,14.315899848937988,13.561599731445312,-999.0,-999.0,54.90519501415944,35.022535417337096
CFA3K,16.5761,15.6993,15.3424,14.941,16.078800201416016,15.353899955749512,14.98449993133545,14.808500289916992,54.895462311623234,35.12481787503857
CFA3K,14.6117,13.7653,13.4149,13.043,14.13129997253418,-999.0,-999.0,-999.0,54.851953025235055,35.10937452014784
CFA3K,16.0681,15.2138,14.846900000000002,14.4445,15.579000473022461,14.869000434875488,14.495699882507324,14.305500030517578,54.81734065788448,35.130020907288056
CFA3K,16.7586,15.7673,15.3609,14.9555,16.160400390625,15.376299858093262,14.997200012207031,14.80720043182373,54.81632910108814,35.07122961504345
CFA3K,15.3802,14.0508,13.4964,12.957,14.611800193786621,-999.0,-999.0,-999.0,54.80032795393844,35.07523422540306
CFA3K,13.3857,12.6803,12.4504,-986.3197,-999.0,-999.0,-999.0,-999.0,54.78420198836066,34.96375047789088
CFA3K,16.2582,15.3523,14.9789,14.5835,15.71500015258789,14.99429988861084,14.630800247192383,14.430299758911133,54.77804964624309,35.066778011461615
CFA3K,16.5922,15.4348,14.9659,14.4635,15.902700424194336,14.957799911499023,14.488200187683105,14.225600242614746,54.77427245708632,35.021831054553246
CFA3K,14.9837,14.2428,13.941400000000002,13.6195,14.561200141906738,13.96150016784668,13.670999526977539,13.51669979095459,54.77059433420418,35.11978297904709
CFA3K,14.6286,14.3643,14.3324,14.345,14.409799575805664,14.327400207519531,14.345600128173828,14.387900352478027,54.7591634943171,35.062274372336454
CFA3K,15.23,14.3389,14.0328,13.7514,14.689399719238281,14.042499542236328,13.779600143432617,13.659000396728516,21.831927585742832,19.037899393629786
CFA3K,15.452,14.8079,14.6048,14.4164,15.053500175476074,14.604399681091309,14.441499710083008,14.39229965209961,21.82418643328643,19.164285490390416
CFA3K,16.022,15.2999,15.0688,14.8844,15.555000305175781,15.053600311279297,14.892999649047852,14.849499702453613,21.808233628211042,19.101950047687108
CFA3K,14.711,14.0239,13.7998,13.6084,14.311800003051758,13.828900337219238,13.656599998474121,13.599699974060059,21.781452254255264,19.20503397374557
CFA3K,14.699,14.0199,13.8008,13.5994,14.238300323486328,13.792200088500977,15.128399848937988,13.541500091552734,21.768432409562237,19.100198126711398
CFA3K,15.769,15.1789,14.9888,14.8374,15.361499786376953,14.973999977111816,14.844900131225586,14.81350040435791,21.745340194488293,19.1265200369023
CFA3K,17.401000000000003,16.8179,16.660800000000002,16.506400000000003,16.986900329589844,16.621599197387695,16.48040008544922,16.440000534057617,21.696638409926003,19.096792595589708
CFA3K,13.972,13.3709,13.1938,13.0584,13.577199935913086,-999.0,-999.0,13.05519962310791,21.693857170463147,19.14963489545711
CFA3K,16.866,16.1819,15.958799999999998,15.793399999999998,16.38599967956543,15.948200225830078,15.77239990234375,15.716400146484375,21.693526889002868,19.033874563717855
CFA3K,14.6257,13.8636,13.5968,13.3042,14.175299644470215,13.602999687194824,-999.0,13.30739974975586,21.746281093870657,-1.1623735764354275
CFA3K,16.8077,16.2956,16.1438,15.9662,16.46660041809082,16.130699157714844,16.010099411010742,15.99839973449707,21.7321774021636,-1.251374334659335
CFA3K,16.1607,15.5436,15.3518,15.1552,15.744000434875488,15.33549976348877,15.201000213623047,15.168399810791016,21.71510344407682,-1.2757826736049953
CFA3K,16.709699999999998,15.9316,15.6688,15.4152,16.197200775146484,15.653300285339355,15.4483003616333,15.386300086975098,21.699473792283083,-1.2768455295326024
CFA3K,13.9267,13.2706,13.0628,12.8342,13.522299766540527,-999.0,-999.0,-999.0,21.69531852272857,-1.1644895230585022
CFA3K,14.0087,13.3896,13.2058,13.0172,13.604399681091309,-999.0,-999.0,13.081000328063965,21.633205588236063,-1.1986544151289678
CFA3K,14.8997,14.2186,14.0118,13.8092,14.452099800109863,14.012299537658691,13.868399620056152,13.849499702453613,21.61588140533307,-1.214299616049264
CFA3K,14.8851,14.2204,14.0066,13.8172,14.480400085449219,13.999799728393555,13.838700294494629,13.79069995880127,7.019752374714845,-1.2097951390959265
CFA3K,15.5663,14.701,14.3502,14.0768,15.072099685668945,14.364899635314941,14.110099792480469,14.00629997253418,7.010196412778873,-1.1559509273378927
CFA3K,16.8264,16.0657,15.8196,15.5775,16.3518009185791,15.798999786376953,15.599499702453613,15.517999649047852,7.004805969923895,-1.1914907642877701
CFA3K,15.3693,14.649,14.3982,14.1991,14.935999870300293,14.395299911499023,14.220000267028809,14.160799980163574,6.997249740465166,-1.1601724853987512
CFA3K,14.5841,14.4544,14.5173,14.5985,14.41469955444336,14.468000411987305,14.587200164794922,14.656100273132324,6.993337126256461,-1.2201248369695399
CFA3K,14.3497,13.7417,13.5526,13.3925,13.953200340270996,13.5177001953125,-999.0,13.362199783325195,6.988379877122709,-1.217573367495515
CFA3K,16.4817,16.1214,16.067,16.0529,16.188400268554688,16.03260040283203,16.034500122070312,16.066299438476562,6.964944051756903,-1.2434280575406718
CFA3K,16.906699999999997,16.4474,16.299599999999998,16.168899999999997,16.608400344848633,16.26799964904785,16.186199188232422,16.149799346923828,6.962061885783838,-1.1340693730158184
CFA3K,16.85,16.1737,15.9363,15.7312,16.415800094604492,15.933600425720215,15.73009967803955,15.649900436401367,6.9118887586488835,-1.154591612011217
CFA3K,17.043300000000002,16.527,16.4002,16.2745,16.68779945373535,16.355600357055664,16.23419952392578,16.205799102783203,6.910478734022652,-1.2866188727464254
CFA3K,16.1771,15.4414,15.209,15.0092,15.72089958190918,15.184399604797363,14.999699592590332,14.934000015258789,6.880014425361762,-1.2080856321687552
CFA3K,16.8264,16.0173,15.6833,15.3838,16.351200103759766,15.684700012207031,15.39009952545166,15.266900062561035,359.6804808865815,-18.70546472940537
CFA3K,18.0844,17.0803,16.590300000000003,16.2238,17.5177001953125,16.59670066833496,16.23819923400879,16.08810043334961,359.6675698417677,-18.744225890982516
CFA3K,15.4614,14.9323,14.7613,14.6238,15.121700286865234,14.755900382995605,14.61359977722168,14.59469985961914,359.6542250552432,-18.639238352271942
CFA3K,17.709400000000002,17.2603,17.1533,17.0118,17.374799728393555,17.119400024414062,17.018999099731445,17.00349998474121,359.6355702027309,-18.76765648319888
CFA3K,17.9654,17.2803,17.0513,16.8728,17.523099899291992,17.040800094604492,16.871400833129883,16.820100784301758,359.63357134281296,-18.74197419702439
CFA3K,15.0914,14.5763,14.4303,14.3058,14.743200302124023,14.4306001663208,14.309499740600586,14.300200462341309,359.59119285189195,-18.69267187011701
CFA3K,17.7724,17.4113,17.258300000000002,17.1708,17.540300369262695,17.25429916381836,17.148399353027344,17.141700744628906,359.5817208178859,-18.62763929982174
CFA3K,18.7484,17.4923,16.8473,15.9868,18.094100952148438,16.865999221801758,16.013500213623047,15.635299682617188,359.58166915329116,-18.786474445690747
CFA3K,18.4654,17.7553,17.5473,17.3678,18.04509925842285,17.546600341796875,17.361499786376953,17.310800552368164,359.561138617855,-18.64228949407003
CFA3K,16.0856,15.5072,15.3605,15.2493,15.734199523925781,15.379300117492676,15.256500244140625,15.240300178527832,19.24567392877265,0.7689662130336624
CFA3K,14.3556,13.6922,13.5025,13.3513,13.97249984741211,13.531299591064453,13.390600204467773,13.359299659729004,19.169665118224625,0.8511081598031446
CFA3K,18.1019,16.5528,15.9042,15.132700000000002,17.216899871826172,15.94320011138916,15.18220043182373,14.843299865722656,338.5936972064916,5.499062865852695
CFA3K,17.6069,17.1418,16.964199999999998,16.7347,17.39349937438965,17.06220054626465,16.928199768066406,16.87929916381836,338.59210369846045,5.636503618978711
CFA3K,15.9849,15.0888,14.7532,14.4487,15.452099800109863,14.78279972076416,14.479499816894531,14.357799530029297,338.59075293414884,5.486256703017539
CFA3K,16.2229,15.2628,14.8982,14.6157,15.664999961853027,14.910499572753906,14.651000022888184,14.526100158691406,338.58800441881226,5.592393243581942
CFA3K,16.2959,15.2718,14.8382,14.4617,15.701600074768066,14.85890007019043,14.493300437927246,14.32450008392334,338.5839831547223,5.628911765310187
CFA3K,14.9999,14.0978,13.7502,13.4147,14.52299976348877,13.86460018157959,-999.0,13.300200462341309,338.54240198410065,5.625047456421992
CFA3K,17.935899999999997,16.8848,16.4992,16.1347,17.27519989013672,16.50950050354004,16.16510009765625,16.011199951171875,338.53891960236376,5.575323119373267
CFA3K,18.0929,17.3168,17.0832,16.8857,17.625499725341797,17.102500915527344,16.90690040588379,16.823299407958984,338.52686764623274,5.62920514087033
CFA3K,18.2759,17.3028,16.956200000000003,16.541700000000002,17.7367000579834,16.985000610351562,16.60379981994629,16.420000076293945,338.52320922624364,5.646846417129648
CFA3K,17.9989,17.4638,17.3022,17.0927,17.693300247192383,17.301599502563477,17.135400772094727,17.076799392700195,338.5084307245762,5.633360855156654
CFA3K,14.4619,13.3898,13.0132,12.6957,13.819600105285645,-999.0,-999.0,-999.0,338.50306734570484,5.650386645363986
CFA3K,17.8129,17.3528,17.1832,17.0827,17.479700088500977,17.172800064086914,17.052499771118164,17.012100219726562,338.48903011725037,5.59343506780758
CFA3K,17.5919,16.6158,16.2632,15.9347,17.012300491333008,16.271900177001953,15.96030044555664,15.811200141906738,338.48441650689534,5.615117913857617
CFA3K,17.8859,17.3068,17.112199999999998,16.8717,17.601999282836914,17.12540054321289,16.92140007019043,16.829299926757812,338.47529591254,5.644292082482001
CFA3K,16.622899999999998,15.2228,14.5482,13.5187,15.816200256347656,14.595999717712402,13.60219955444336,13.14430046081543,338.47420454879716,5.624552006334521
CFA3K,16.2269,15.1808,14.7012,14.3077,15.649700164794922,14.729999542236328,14.341099739074707,14.163399696350098,338.4563840032109,5.621464731421119
CFA3K,16.7809,15.9798,15.7242,15.4957,16.273399353027344,15.711000442504883,15.492899894714355,15.411600112915039,338.44424384171646,5.561957872919214
CFA3K,16.085,15.3929,15.1792,14.9825,15.659000396728516,15.183899879455566,14.989700317382812,14.928899765014648,53.82472322794548,-25.02556571424214
CFA3K,15.983,15.4253,15.2652,15.1419,15.627099990844727,15.261300086975098,15.138299942016602,15.12559986114502,53.812150359225086,-25.005749465008407
CFA3K,16.5803,15.8219,15.5545,15.3322,16.09670066833496,15.548500061035156,15.347599983215332,15.271100044250488,53.76420131908938,-24.957326012282742
CFA3K,13.9537,13.3466,13.1415,12.9599,13.574299812316895,-999.0,-999.0,-999.0,53.717729664345356,-24.979873324192628
CFA3K,16.6047,15.9553,15.7802,15.6432,16.178800582885742,15.755599975585938,15.615900039672852,15.607199668884277,53.69576203666581,-24.966438833333484
CFA3K,16.8926,16.2969,16.1292,15.9928,16.500900268554688,16.125099182128906,15.987500190734863,15.964500427246094,53.69154813765214,-24.942724728724496
CFA3K,16.3103,15.8106,15.665500000000002,15.5425,15.986300468444824,15.670999526977539,15.546699523925781,15.541000366210938,53.688643681340224,-24.913152035107718
CFA3K,15.687,15.0609,14.8684,14.7151,15.258000373840332,14.845999717712402,14.680399894714355,14.650799751281738,53.6679331607768,-25.010940969447812
CFA3K,17.7165,17.1667,16.9916,16.8342,17.336599349975586,16.9689998626709,16.808900833129883,16.77829933166504,160.13554282581157,9.185886844825497
CFA3K,17.267799999999998,16.871,16.758899999999997,16.6058,17.004600524902344,16.742300033569336,16.62310028076172,16.595399856567383,160.1332235240978,9.220965103632329
CFA3K,13.7041,13.026,12.8206,12.6675,-999.0,-999.0,-999.0,-999.0,160.12991394315566,9.16590532080622
CFA3K,16.5825,15.6344,15.2416,14.8869,16.01020050048828,15.231200218200684,14.886899948120117,14.734000205993652,160.09724444190354,9.178162518128556
CFA3K,16.2162,15.3434,14.983,14.6752,15.692299842834473,14.984199523925781,14.689499855041504,14.566100120544434,160.0892504234387,9.222675230260053
CFA3K,17.1248,16.5424,16.382,16.2222,16.747800827026367,16.371200561523438,16.235700607299805,16.20789909362793,160.07778126400518,9.2279338751362
CFA3K,15.7518,15.1504,14.9776,14.8192,15.333000183105469,14.943099975585938,14.797499656677246,14.758899688720703,160.06970030147406,9.122054009146376
CFA3K,17.553800000000003,16.9234,16.742,16.591900000000003,17.122100830078125,16.712200164794922,16.572200775146484,16.545299530029297,160.05852131400437,9.130609119661761
CFA3K,14.6465,13.9877,13.7989,13.6485,14.217100143432617,13.772700309753418,13.648699760437012,13.628600120544434,160.0488784449605,9.187940244352257
CFA3K,17.377100000000002,16.6277,16.3926,16.1568,16.922500610351562,16.380699157714844,16.15920066833496,16.0846004486084,160.02695023436195,9.174122393940827
CFA3K,14.659,14.0853,13.8868,13.6994,14.322199821472168,13.916500091552734,13.729100227355957,13.68239974975586,43.66204428955844,42.80454880935238
CFA3K,14.4773,14.0476,13.932099999999998,13.8384,14.196599960327148,13.938699722290039,13.884699821472168,13.867400169372559,43.63269119848897,42.72641943003047
CFA3K,14.7686,13.8846,13.5631,13.2591,14.236200332641602,-999.0,-999.0,13.177300453186035,43.626888890351005,42.70459830317774
CFA3K,16.1133,15.6236,15.4941,15.3877,15.804200172424316,15.513799667358398,15.401000022888184,15.38230037689209,43.62436425248932,42.67269097937462
CFA3K,15.776599999999998,15.1733,14.9895,14.8564,15.38659954071045,15.001899719238281,14.86870002746582,14.833999633789062,43.578558324843804,42.652677009739094
CFA3K,13.5959,13.2166,13.1301,13.0764,-999.0,-999.0,-999.0,13.136199951171875,43.5781960332866,42.77543328429362
CFA3K,14.0286,13.5419,13.4081,13.3167,13.70740032196045,-999.0,-999.0,13.336799621582031,43.56649101103458,42.710924232944535
CFA3K,15.8169,15.1569,14.9601,14.7874,15.378999710083008,14.946900367736816,14.79069995880127,14.73390007019043,43.55276801915136,42.65834289911987
CFA3K,14.0042,13.4559,13.2924,13.1654,13.643799781799316,-999.0,-999.0,13.177300453186035,43.54912620005084,42.72287760874595
CFA3K,15.8346,15.3359,15.2054,15.0937,15.502699851989746,15.1983003616333,15.101699829101562,15.096500396728516,43.51854238497216,42.71355420779464
CFA3K,13.9176,13.4103,13.2648,13.1584,-999.0,-999.0,-999.0,13.17959976196289,43.51449368936424,42.748697171330434
CFA3K,14.6933,14.1663,13.9995,13.8614,14.360899925231934,14.016900062561035,13.89579963684082,13.863100051879883,43.51223275827102,42.75905226517614
CFA3K,13.9952,13.6799,13.6501,13.653,13.787799835205078,13.657299995422363,13.683699607849121,13.735899925231934,43.47330236264707,42.795800369897236
CFA3K,15.1269,14.5409,14.3741,14.238,14.718199729919434,14.363800048828125,14.225500106811523,14.204700469970703,43.4615162323391,42.67078994186189
