survey,KAIT4-B,KAIT4-V,KAIT4-R,KAIT4-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
KAIT4,17.989645,16.719275,15.849245,14.439969,17.234899520874023,16.055599212646484,14.958499908447266,14.46679973602295,39.56361758,-1.31337933
KAIT4,17.337582,16.805954,16.431053,16.007624,16.97170066833496,16.57159996032715,16.422000885009766,16.379899978637695,27.87439101,19.13869581
KAIT4,18.128506,17.439842,16.961184,16.41059,17.690099716186523,17.129499435424805,16.857200622558594,16.72480010986328,27.92275037,19.14131483
KAIT4,18.42093,17.865736,17.475315,17.034176,18.05419921875,17.623899459838867,17.464399337768555,17.401199340820312,27.87411201,19.12100213
KAIT4,18.864084,18.252642,17.825108,17.323168,18.472000122070312,17.96739959716797,17.75659942626953,17.681699752807617,27.90786061,19.06347183
KAIT4,15.776499,15.032344,14.516824,13.959797,15.315299987792969,14.675999641418457,14.394000053405762,14.268099784851074,38.1342197,35.52067657
KAIT4,16.626865,16.06351,15.667711,15.207168,16.250099182128906,15.810400009155273,15.614999771118164,15.553000450134277,38.1319481,35.5008861
KAIT4,16.7773,16.404903,16.134375,15.804036,16.491199493408203,16.263999938964844,16.17840003967285,16.201400756835938,38.13737918,35.52166069
KAIT4,17.594053,16.793432,16.2403,15.67285,17.105300903320312,16.400800704956055,16.118200302124023,16.00279998779297,38.137816,35.44411654
KAIT4,18.21039,17.550816,17.091434,16.632915,17.77869987487793,17.26740074157715,17.07699966430664,17.00200080871582,162.83548193,8.56445395
KAIT4,18.260185,17.708614,17.320583,16.876783,17.877599716186523,17.4601993560791,17.303699493408203,17.2726993560791,162.86841484,8.60931527
KAIT4,17.130926,16.70069,16.392344,16.019705,16.819900512695312,16.532899856567383,16.41069984436035,16.398399353027344,20.06980329,3.45148363
KAIT4,18.991377,18.505947,18.161413,17.78419,18.662799835205078,18.32029914855957,18.214799880981445,18.126699447631836,20.05964141,3.43214587
KAIT4,16.942528,16.417244,16.046518,15.637415,16.57509994506836,16.196500778198242,16.048599243164062,16.013399124145508,55.53392159,-4.73031608
KAIT4,18.405365,17.091734,16.192162,15.055734,17.66010093688965,16.405399322509766,15.58430004119873,15.208200454711914,55.5875437,-4.71041622
KAIT4,17.837265,17.081278,16.557884,16.017658,17.38159942626953,16.724899291992188,16.457000732421875,16.35540008544922,55.57788409,-4.68825566
KAIT4,15.6094675,15.132183,14.792998,14.391801,15.272100448608398,14.92590045928955,14.793999671936035,14.767800331115723,7.45812806,31.41760556
KAIT4,16.56399,15.987937,15.583766,15.156693,16.177400588989258,15.724699974060059,15.56779956817627,15.517600059509277,7.48124086,31.39946456
KAIT4,16.541487,16.085018,15.759487,15.394526,16.20639991760254,15.890999794006348,15.790900230407715,15.782899856567383,7.48651328,31.39318585
KAIT4,17.337154,16.579344,16.054737,15.539016,16.87150001525879,16.212600708007812,15.979700088500977,15.878399848937988,7.47606394,31.36011943
KAIT4,17.571806,17.014795,16.62318,16.178934,17.2052001953125,16.769100189208984,16.592899322509766,16.531999588012695,7.46325177,31.40397212
KAIT4,17.611742,17.04657,16.649576,16.212547,17.237899780273438,16.791200637817383,16.629199981689453,16.587299346923828,7.43236992,31.37952269
KAIT4,15.159465,14.661356,14.308496,13.9036045,14.808099746704102,14.443400382995605,14.306500434875488,14.271100044250488,177.69721433,-28.7143324
KAIT4,15.4585085,14.918724,14.538454,14.101536,15.104700088500977,14.674799919128418,14.512700080871582,14.45300006866455,177.78212214,-28.72870281
KAIT4,16.389841,15.774768,15.344832,14.88401,15.985199928283691,15.484800338745117,15.306599617004395,15.258299827575684,177.74011758,-28.77643772
KAIT4,16.791405,16.061815,15.555977,15.005048,16.327899932861328,15.703200340270996,15.45359992980957,15.338700294494629,177.7345191,-28.74771439
KAIT4,16.818811,16.332474,15.987347,15.58047,16.48430061340332,16.12339973449707,15.991999626159668,15.976200103759766,177.71829109,-28.79040924
KAIT4,16.305712,15.775894,15.402185,14.960171,15.937299728393555,15.539999961853027,15.367400169372559,15.311699867248535,36.40272697,24.73480074
KAIT4,17.89607,16.758932,15.979503,15.176822,17.247900009155273,16.166799545288086,15.681099891662598,15.460800170898438,36.41682539,24.74787691
KAIT4,17.759237,16.858267,16.238037,15.6330805,17.220699310302734,16.42169952392578,16.092500686645508,15.945699691772461,36.45652571,24.74021434
KAIT4,17.804615,16.996704,16.43871,15.87561,17.309900283813477,16.60300064086914,16.32830047607422,16.207700729370117,36.39249356,24.72731805
KAIT4,17.856873,17.439293,17.139236,16.793287,17.544200897216797,17.279600143432617,17.187700271606445,17.17569923400879,36.46140788,24.72985166
KAIT4,17.314074,16.831358,16.488607,16.117527,16.977800369262695,16.638200759887695,16.519100189208984,16.507200241088867,38.53988788,1.37146253
KAIT4,17.642767,17.034048,16.608313,16.15195,17.253400802612305,16.76219940185547,16.575599670410156,16.52050018310547,38.5076928,1.39608435
KAIT4,18.184914,17.563488,17.129353,16.689703,17.814899444580078,17.297199249267578,17.112199783325195,17.057600021362305,38.50830919,1.37808613
KAIT4,18.953451,18.347458,17.92352,17.440756,18.58769989013672,18.085899353027344,17.8700008392334,17.796499252319336,38.48128995,1.36662832
KAIT4,15.821117,15.261388,14.867981,14.445202,15.445300102233887,15.01729965209961,14.857600212097168,14.82129955291748,237.75569841,25.68639819
KAIT4,16.546265,15.907583,15.462036,14.987463,16.128799438476562,15.612700462341309,15.407500267028809,15.346799850463867,237.7992176,25.69669296
KAIT4,17.75919,16.655989,15.899549,15.131996,17.09480094909668,16.062599182128906,15.607000350952148,15.40999984741211,195.74460089,50.65731867
KAIT4,18.376753,17.355097,16.653736,15.942743,17.78820037841797,16.84469985961914,16.437000274658203,16.24970054626465,195.8160269,50.59777387
KAIT4,18.437902,17.731962,17.241835,16.709568,18.0039005279541,17.413400650024414,17.14620018005371,17.050500869750977,195.76592659,50.61860429
KAIT4,16.190508,15.555458,15.112314,14.616343,15.786800384521484,15.26039981842041,15.043800354003906,14.978599548339844,83.17722367,-14.08385135
KAIT4,17.499376,17.013947,16.669413,16.25078,17.092100143432617,16.777299880981445,16.643199920654297,16.612600326538086,83.2216609,-14.07813485
KAIT4,15.347991,14.720206,14.281868,13.782544,14.934200286865234,14.42770004272461,14.193699836730957,14.107199668884277,101.03213128,12.41231711
KAIT4,16.33342,15.417838,14.787812,14.099869,15.78030014038086,14.954299926757812,14.55210018157959,14.351099967956543,101.00894635,12.42432321
KAIT4,17.027266,16.388584,15.943036,15.431981,16.609800338745117,16.088300704956055,15.848799705505371,15.756500244140625,101.02859684,12.38567325
KAIT4,17.322508,16.512772,15.95356,15.343975,16.82040023803711,16.112699508666992,15.7878999710083,15.633899688720703,100.99638768,12.42003383
KAIT4,17.350712,16.593813,16.06981,15.486129,16.882200241088867,16.229900360107422,15.928999900817871,15.791799545288086,101.01883068,12.39654888
KAIT4,14.796785,14.2751255,13.906784,13.50488,14.424099922180176,14.032899856567383,13.901399612426758,13.88640022277832,266.28229223,18.11175968
KAIT4,16.316366,15.372458,14.723418,14.066784,15.764200210571289,14.907899856567383,14.520999908447266,14.352999687194824,266.30554257,18.17544857
KAIT4,16.381392,15.721814,15.262433,14.799973,15.954999923706055,15.413999557495117,15.224100112915039,15.157299995422363,266.31633142,18.12371709
KAIT4,16.415312,15.8220215,15.406474,14.966163,16.028499603271484,15.553600311279297,15.384099960327148,15.340299606323242,266.30382277,18.18111607
KAIT4,16.930422,16.209017,15.708621,15.162293,16.47719955444336,15.879799842834473,15.608499526977539,15.485400199890137,266.3185243,18.10228176
KAIT4,17.018978,16.298485,15.798693,15.311599,16.570499420166016,15.952500343322754,15.74530029296875,15.673199653625488,266.28425399,18.17246007
KAIT4,14.318332,13.893519,13.588727,13.274713,14.002400398254395,13.719400405883789,13.659899711608887,13.683899879455566,130.20998858,73.49996289
KAIT4,15.534116,15.045063,14.698151,14.30091,15.190899848937988,14.840800285339355,14.705400466918945,14.673600196838379,130.20562486,73.44244627
KAIT4,16.883736,16.368418,16.004246,15.609767,16.534000396728516,16.153200149536133,16.021099090576172,15.995599746704102,130.15826714,73.47123219
KAIT4,15.0471325,14.3448305,13.8571205,13.330077,14.597999572753906,14.010600090026855,13.759499549865723,13.663299560546875,75.11639418,62.25689298
KAIT4,15.833486,15.048353,14.5055485,13.892005,15.339500427246094,14.660200119018555,14.331299781799316,14.212599754333496,75.15923903,62.27582833
KAIT4,16.02089,15.122661,14.504268,13.902483,15.473799705505371,14.678799629211426,14.337200164794922,14.204700469970703,75.18230875,62.23282386
KAIT4,16.619848,15.60002,14.899896,14.132843,16.021699905395508,15.083200454711914,14.616100311279297,14.38539981842041,75.24316864,62.23746035
KAIT4,17.858435,17.263887,16.839844,16.381935,17.48550033569336,17.00149917602539,16.821300506591797,16.77519989013672,178.94249489,55.28879481
KAIT4,18.259653,17.812061,17.486069,17.082813,17.991300582885742,17.64579963684082,17.541000366210938,17.54360008239746,178.95271093,55.33552678
KAIT4,14.532985,14.042121,13.69402,13.299587,14.195500373840332,13.828700065612793,13.699000358581543,13.672800064086914,268.86770468,62.6031573
KAIT4,16.136848,15.406346,14.899904,14.365665,15.68220043182373,15.05780029296875,14.800999641418457,14.703800201416016,268.95224094,62.59295796
KAIT4,15.957629,15.361614,14.94427,14.491902,15.569299697875977,15.098400115966797,14.904999732971191,14.84689998626709,268.86754266,62.57828965
KAIT4,17.254297,16.57018,16.094538,15.594595,16.819400787353516,16.25480079650879,16.03820037841797,15.962300300598145,268.92342035,62.5779071
KAIT4,17.654509,16.844772,16.28556,15.719359,17.177099227905273,16.461599349975586,16.178499221801758,16.050199508666992,268.99211394,62.61156469
KAIT4,18.45399,17.584063,16.984623,16.380135,17.931400299072266,17.15730094909668,16.853599548339844,16.774200439453125,268.97776014,62.57341619
KAIT4,18.883015,18.178896,17.689976,17.183495,18.44879913330078,17.833599090576172,17.642099380493164,17.525800704956055,268.97838884,62.56800415
KAIT4,15.513932,14.941802,14.5429945,14.080113,15.132599830627441,14.706000328063965,14.508700370788574,14.452500343322754,330.57546875,-18.88112849
KAIT4,16.65759,15.669812,14.943494,14.306714,16.100099563598633,15.15429973602295,14.767600059509277,14.602899551391602,330.56137888,-18.89528583
