survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTF,99.0,99.0,99.0,17.002758061364073,16.544068289458462,99.0,16.97410011291504,16.572399139404297,16.420499801635742,16.378000259399414,309.89397474156857,-3.2852613501468846
ZTF,17.6733129114441,16.974848961501145,99.0,99.0,99.0,99.0,17.635400772094727,17.01689910888672,16.779199600219727,16.702199935913086,156.13288545551916,-26.644214794730836
ZTF,99.0,99.0,99.0,17.847752787470977,17.319629326007043,99.0,17.80430030822754,17.350799560546875,17.163799285888672,17.100299835205078,184.55173628014543,5.612396049742896
ZTF,15.667622629496947,99.0,99.0,99.0,99.0,99.0,15.581299781799316,14.1806001663208,13.515000343322754,12.981599807739258,315.14398555856485,57.84445892867208
ZTF,14.29084894619232,13.854166660197954,13.697110020906491,99.0,99.0,99.0,14.270700454711914,13.88640022277832,13.742899894714355,13.712900161743164,313.5616211798985,9.421560493600802
ZTF,17.837493777941148,17.009666063807142,99.0,99.0,99.0,99.0,17.796499252319336,17.065099716186523,16.73270034790039,16.587499618530273,192.46039036830018,-12.560386713766686
ZTF,99.0,99.0,99.0,16.58966193996526,15.313323629517972,99.0,16.514999389648438,15.421899795532227,14.922300338745117,14.701499938964844,117.14754269706286,32.847517045478995
ZTF,99.0,99.0,99.0,16.19340737663473,15.74167602700982,99.0,16.169300079345703,15.777899742126465,15.636799812316895,15.601900100708008,310.06099374242643,-3.3450632732329146
ZTF,99.0,99.0,99.0,15.878983467607558,15.336495959296052,15.166049210352275,15.850899696350098,15.378999710083008,15.219300270080566,15.189399719238281,140.99395464457075,49.33958216138641
ZTF,99.0,99.0,99.0,16.801654111486553,16.063786486281032,15.767074429683788,16.774599075317383,16.11319923400879,15.848899841308594,15.732799530029297,4.731182069279276,24.144762345610896
ZTF,16.343990396631035,15.951337467370694,99.0,99.0,99.0,99.0,16.31529998779297,15.981399536132812,15.871899604797363,15.865699768066406,83.3868329521876,-27.94763048528184
ZTF,99.0,99.0,99.0,17.963267159461612,17.263024370932566,17.006942334873163,17.930500030517578,17.32740020751953,17.075300216674805,16.9601993560791,247.54041451426954,26.480400339141543
ZTF,17.807296658259368,17.45643986019403,17.342565569869198,99.0,99.0,99.0,17.766399383544922,17.46739959716797,17.347400665283203,17.321500778198242,74.77791895403543,7.301445430824118
ZTF,99.0,99.0,99.0,17.12213261327448,16.287661138382727,16.013921224974062,17.096900939941406,16.3435001373291,16.0856990814209,15.982000350952148,250.96914885018722,33.95668451694312
ZTF,15.656633441331287,15.21762785741941,99.0,99.0,99.0,99.0,15.641200065612793,15.248700141906738,15.111000061035156,15.101799964904785,181.74027500648026,8.926260096003578
ZTF,14.93586515412708,14.561994379799053,99.0,99.0,99.0,99.0,14.91469955444336,14.574700355529785,14.468099594116211,14.45460033416748,121.71203168293091,0.8298292722886147
ZTF,99.0,99.0,99.0,17.84136623816018,16.333834888391852,15.487029085263664,17.76140022277832,16.457700729370117,15.662300109863281,15.283300399780273,39.79985017523787,20.692745559626598
ZTF,99.0,99.0,99.0,14.373356000026707,13.978997058769467,13.81891313159058,14.363300323486328,14.011899948120117,13.878399848937988,13.855299949645996,228.892067613902,3.9203737178429843
ZTF,17.122096819360618,16.72734318959943,16.591257052679026,99.0,99.0,99.0,17.089599609375,16.752899169921875,16.62969970703125,16.600500106811523,114.67488947755686,30.903483485355125
ZTF,99.0,99.0,99.0,15.528110045142386,15.12274369124091,99.0,15.504799842834473,15.151900291442871,15.028300285339355,15.010899543762207,135.16438704425698,34.46483782252695
ZTF,99.0,99.0,99.0,16.49130578210526,15.90222740252225,99.0,16.40329933166504,15.902700424194336,15.635899543762207,15.546899795532227,100.66236777488588,19.621724693603678
ZTF,16.517234309894956,16.099914501554967,99.0,99.0,99.0,99.0,16.493999481201172,16.12019920349121,16.015499114990234,15.99489974975586,212.6464544542708,78.54887031654927
ZTF,99.0,99.0,99.0,17.814037506126372,16.690068474223406,16.286822266919106,17.71780014038086,16.7677001953125,16.372800827026367,16.206199645996094,1.9890402288875684,39.5518509296584
ZTF,14.212963035278092,13.764877758508847,99.0,99.0,99.0,99.0,14.190799713134766,13.791199684143066,13.658599853515625,13.614899635314941,142.51695491393008,-14.94096263690737
ZTF,99.0,99.0,99.0,16.149295551433188,15.730667307870338,99.0,16.12619972229004,15.770000457763672,15.653300285339355,15.639699935913086,140.493505203547,-3.347500713331288
ZTF,99.0,99.0,99.0,17.378238013747268,16.707692616776267,16.454939419228413,17.329999923706055,16.756099700927734,16.51420021057129,16.443199157714844,43.8555752003179,38.35071270660359
ZTF,16.32061560152527,15.574294229041502,15.26855521007499,99.0,99.0,99.0,16.283700942993164,15.638199806213379,15.354700088500977,15.234700202941895,44.417438293706184,31.243063753700735
ZTF,17.69775893103272,99.0,99.0,99.0,99.0,99.0,17.660999298095703,17.046899795532227,16.840299606323242,16.75480079650879,283.0392597243928,30.613636570239212
ZTF,99.0,99.0,99.0,15.211061999171676,14.365578437538655,14.05435656073488,15.157099723815918,14.42300033569336,14.124699592590332,14.008000373840332,1.776283766965001,39.433555237309264
ZTF,16.540827711467387,16.08307652909729,15.920131801804429,99.0,99.0,99.0,16.517499923706055,16.113500595092773,15.971699714660645,15.951899528503418,270.2239081305012,30.9946320007178
ZTF,99.0,99.0,99.0,17.639380145940738,16.521689466977982,99.0,17.556400299072266,16.591299057006836,16.146900177001953,15.905599594116211,83.39482489897476,-3.3276920454501884
ZTF,99.0,99.0,99.0,16.083844082672055,15.563303201664901,15.352827459064894,16.050500869750977,15.600099563598633,15.408499717712402,15.343600273132324,343.64024398598696,11.249925795589746
ZTF,99.0,99.0,99.0,17.423554564888477,16.54959942185186,16.20558741283613,17.37649917602539,16.59910011291504,16.294300079345703,16.152099609375,342.6518594177399,4.844077650861514
ZTF,99.0,99.0,99.0,15.58776417850762,15.133247794436002,14.958375853589379,15.57349967956543,15.161399841308594,15.012800216674805,14.991000175476074,44.11571554074347,38.50635891853496
ZTF,99.0,99.0,99.0,99.0,99.0,17.245718041587164,18.408599853515625,17.598600387573242,17.310800552368164,17.180700302124023,270.8183288849494,32.25005589809691
ZTF,14.580559829800064,14.225777222595243,14.088266762440087,99.0,99.0,99.0,14.555500030517578,14.23859977722168,14.121000289916992,14.123000144958496,138.5171477889251,27.43114819974071
ZTF,17.41379205733466,16.90201584614202,16.711606615082992,99.0,99.0,99.0,17.37579917907715,16.9330997467041,16.749300003051758,16.711599349975586,134.29291633739214,29.946647978431486
ZTF,99.0,99.0,99.0,17.000425426051695,16.364746850688018,16.150231723096308,16.966400146484375,16.4197998046875,16.204099655151367,16.141700744628906,223.6421377347261,25.38908201308975
ZTF,16.02070472120664,15.452830821690645,15.273339685491575,99.0,99.0,99.0,15.983799934387207,15.495800018310547,15.319899559020996,15.273200035095215,322.45186251383006,23.139547460464385
ZTF,99.0,99.0,99.0,16.730200153275945,16.295961839541267,99.0,16.71619987487793,16.328899383544922,16.20509910583496,16.172800064086914,310.23464355512016,-3.1175536363911927
ZTF,99.0,99.0,99.0,17.044987256853688,16.231661483085123,99.0,17.027999877929688,16.30229949951172,16.043899536132812,15.917400360107422,104.86794463577812,32.891296995679006
ZTF,99.0,99.0,99.0,16.215098232637846,15.174934942442837,99.0,16.162900924682617,15.268099784851074,14.852999687194824,14.63759994506836,100.14590903098926,19.377462059147465
ZTF,99.0,99.0,99.0,16.215098232637846,15.174934942442837,99.0,16.16160011291504,15.245599746704102,14.857999801635742,14.653900146484375,100.14590923838426,19.377464012355084
ZTF,16.159242117047285,14.965843085601465,99.0,99.0,99.0,99.0,16.1028995513916,15.059200286865234,14.618499755859375,14.421899795532227,156.02136735077073,-26.25799404798362
ZTF,17.51636149190584,16.085759906685894,14.988758687871515,99.0,99.0,99.0,17.45170021057129,16.246299743652344,15.204099655151367,14.723799705505371,8.063259030141346,21.75246635401104
ZTF,99.0,99.0,99.0,16.130718542250428,15.661708925520616,15.471839331216461,16.104999542236328,15.696399688720703,15.52910041809082,15.46399974822998,347.37606380831596,46.385429260117114
ZTF,99.0,99.0,99.0,14.870670333650306,14.005961376486692,99.0,14.850000381469727,14.077500343322754,13.770700454711914,13.644599914550781,184.46165338193953,4.9707900757960415
ZTF,99.0,99.0,99.0,17.473293279079805,17.146691658917348,17.036561255369342,17.444799423217773,17.171600341796875,17.06800079345703,17.054500579833984,187.9194800941578,25.043713502471334
ZTF,99.0,99.0,99.0,15.902429130893431,15.567538160573616,15.4576474692654,15.868300437927246,15.582300186157227,15.490799903869629,15.484199523925781,281.45549144870427,46.96354351865814
ZTF,99.0,99.0,99.0,16.819302078671935,16.336999521131688,99.0,16.783000946044922,16.361799240112305,16.20210075378418,16.15399932861328,309.7538432183575,-3.299261616717526
ZTF,17.533383820394246,99.0,99.0,99.0,99.0,99.0,17.493000030517578,16.94099998474121,16.757600784301758,16.682899475097656,273.1725276703526,14.163417650146506
ZTF,99.0,99.0,99.0,14.634952601310596,14.13296547845824,13.972378390573851,14.621299743652344,14.174400329589844,14.04419994354248,14.003000259399414,191.61887999323267,42.31793336079791
ZTF,99.0,99.0,99.0,17.385649781251107,16.450139011761742,16.109873650499694,17.341999053955078,16.506000518798828,16.181299209594727,16.047000885009766,141.65540471976837,5.70893927631171
ZTF,99.0,99.0,99.0,15.55610560800584,14.459824099329927,14.026119995563931,15.49779987335205,14.535400390625,14.108400344848633,13.913399696350098,338.2035605189555,3.6402184931170853
ZTF,99.0,99.0,99.0,17.482830401295296,16.826174584769326,16.599911867874155,17.426700592041016,16.877500534057617,16.675199508666992,16.569499969482422,352.73464505686644,12.406576134802531
ZTF,17.64708483394016,17.128088090021667,16.936800404583725,99.0,99.0,99.0,17.61039924621582,17.15399932861328,16.988399505615234,16.9325008392334,334.35602867609475,35.34648185008939
ZTF,99.0,99.0,99.0,15.068787668110074,14.682568492606384,14.569897563812926,15.04580020904541,14.697400093078613,14.788100242614746,14.60770034790039,188.03336257030685,25.992295673090133
ZTF,17.967286487455432,17.572573016995378,17.435185166609624,99.0,99.0,99.0,17.939599990844727,17.6117000579834,17.462900161743164,17.44260025024414,171.26884744437447,43.0919397843768
ZTF,99.0,99.0,99.0,17.18333853863487,16.764133957693453,99.0,17.153400421142578,16.78820037841797,16.668699264526367,16.634700775146484,310.506272348395,-3.382810176418225
ZTF,16.844236051765918,16.1707297902139,15.897886522882061,99.0,99.0,99.0,16.802900314331055,16.203100204467773,15.93340015411377,15.837699890136719,41.66384575707374,37.29637151142039
ZTF,99.0,99.0,99.0,14.917178354855105,14.626880243158526,14.452857024363473,14.893799781799316,14.606300354003906,14.538700103759766,14.498499870300293,1.8237396191432078,38.960790415232466
ZTF,17.34595586144249,16.25022799561442,15.798773607028489,99.0,99.0,99.0,17.329599380493164,16.329999923706055,15.902999877929688,15.73289966583252,220.01167611976,21.484045017367638
ZTF,17.70790456882167,17.168870054163534,99.0,99.0,99.0,99.0,17.669200897216797,17.215900421142578,17.021900177001953,16.958999633789062,219.27046877191697,-19.285945566700665
ZTF,99.0,99.0,99.0,15.200740164265087,14.745852622997909,14.598730176903993,15.185799598693848,14.78499984741211,14.649100303649902,14.631199836730957,250.86607882782792,34.21442168236031
ZTF,99.0,99.0,99.0,15.467179114339011,14.912533521930392,99.0,15.446599960327148,14.981399536132812,14.82800006866455,14.749099731445312,132.3389805132035,11.324497229050996
ZTF,17.40816853237348,16.959068122003387,16.793015168284015,99.0,99.0,99.0,17.375900268554688,16.98240089416504,16.83650016784668,16.805700302124023,134.20732374412754,29.71587115542004
ZTF,15.666991343017779,15.067313072287178,14.863521408300025,99.0,99.0,99.0,15.64169979095459,15.11299991607666,14.920499801635742,14.845600128173828,8.106727135890065,21.57129172870706
ZTF,99.0,99.0,99.0,15.94336722168999,15.268325756349338,99.0,15.913000106811523,15.316499710083008,15.080100059509277,14.983499526977539,322.6562295081051,-23.11193029902309
ZTF,99.0,99.0,99.0,15.787120173320506,15.206219974243087,99.0,15.773099899291992,15.246700286865234,15.013299942016602,14.940400123596191,98.69824083690611,62.258566896245796
ZTF,99.0,99.0,99.0,16.674546484840974,99.0,99.0,16.696800231933594,16.10460090637207,15.873700141906738,15.785400390625,274.7559274083612,19.725940174541222
ZTF,99.0,99.0,99.0,16.097698277983167,15.203103062692788,14.847259658138588,16.044300079345703,15.243499755859375,14.899100303649902,14.739399909973145,342.4826796459747,5.019117647309993
ZTF,99.0,99.0,99.0,17.073069738334894,16.320488686795386,99.0,17.021799087524414,16.376800537109375,16.1156005859375,16.009300231933594,116.58284970238739,33.20316309309244
ZTF,99.0,99.0,99.0,16.491474898143572,15.986313359418403,99.0,16.4419002532959,16.02050018310547,15.872099876403809,15.822400093078613,33.5950283185103,38.7531438353594
ZTF,17.211079360760536,16.820440507411426,16.66455943316705,99.0,99.0,99.0,17.193700790405273,16.841299057006836,16.71809959411621,16.700000762939453,227.22115265444012,45.36610276648911
ZTF,99.0,99.0,99.0,17.106106479555407,16.56574551517916,99.0,17.08329963684082,16.602399826049805,16.41790008544922,16.364999771118164,104.46849753292695,32.604185575219105
ZTF,99.0,99.0,99.0,15.001414356900158,14.232797183523585,99.0,14.98840045928955,14.306699752807617,13.985799789428711,13.82699966430664,82.31967940396282,-1.98948457496607
ZTF,17.14327255995027,99.0,99.0,99.0,99.0,99.0,17.071199417114258,16.524999618530273,16.239200592041016,16.184900283813477,273.1236550001458,13.768885147066776
ZTF,14.367838882963865,13.796129501152835,13.624199100544732,99.0,99.0,99.0,14.336799621582031,13.83240032196045,13.676400184631348,13.641599655151367,175.17407105552536,59.586712198727845
ZTF,17.479758011387787,16.843669861029998,99.0,99.0,99.0,99.0,17.44260025024414,16.87809944152832,16.68199920654297,16.61240005493164,212.05100521410728,78.57586440625525
ZTF,99.0,99.0,99.0,14.881015909208102,14.490561749654526,14.360421289730734,14.845999717712402,14.50979995727539,14.40310001373291,14.381799697875977,108.42119119189908,60.944558730468245
ZTF,99.0,99.0,99.0,16.671595435300034,15.826014954155355,99.0,16.62969970703125,15.887700080871582,15.566900253295898,15.418299674987793,310.47444975581186,-2.8823268352837745
ZTF,14.321883964551336,13.885584606109278,13.739155290005836,99.0,99.0,99.0,14.304200172424316,13.916500091552734,13.786499977111816,13.758999824523926,355.02396898747537,21.736655676654756
ZTF,15.401089457401273,14.704370983577704,14.480266496527054,99.0,99.0,99.0,15.38029956817627,14.754300117492676,14.536700248718262,14.48009967803955,356.3947217272851,16.58392052291925
ZTF,17.104823386869054,16.494920481368133,16.280682529214452,99.0,99.0,99.0,17.083599090576172,16.542699813842773,16.340900421142578,16.258399963378906,225.96173948932662,21.690562457102793
ZTF,99.0,99.0,99.0,17.834109729170173,16.929865627427677,16.602311060332447,17.79010009765625,17.00589942932129,16.677400588989258,16.5674991607666,229.15819789309256,3.900573490233405
ZTF,99.0,99.0,99.0,17.38461732309767,16.970843994814757,99.0,17.367900848388672,16.995500564575195,16.84869956970215,16.813199996948242,322.4500007682543,-22.456891900334366
ZTF,99.0,99.0,99.0,99.0,99.0,17.552119696637256,18.694900512695312,18.000600814819336,17.661300659179688,17.443500518798828,270.35603042112064,31.679259289983687
ZTF,14.424817355919618,14.039655327861912,99.0,99.0,99.0,99.0,14.397100448608398,14.062600135803223,13.940500259399414,13.950599670410156,308.76776072003156,-27.27762948546476
ZTF,15.0295927733755,14.46893469214594,14.247241886798415,99.0,99.0,99.0,14.99370002746582,14.48270034790039,14.30739974975586,14.234800338745117,10.426913292802103,29.61233398084204
ZTF,17.425351918044186,99.0,99.0,99.0,99.0,99.0,17.393600463867188,16.859500885009766,16.64189910888672,16.54680061340332,273.71638617625405,14.1239267768486
ZTF,99.0,99.0,99.0,17.40623123536714,16.794138313786707,16.591239952813005,17.364900588989258,16.8341007232666,16.643800735473633,16.58139991760254,347.9739149469871,45.96197092248643
ZTF,14.784356323686366,14.139345784248324,99.0,99.0,99.0,99.0,14.753199577331543,14.175000190734863,13.964400291442871,13.898200035095215,350.34708446199295,-5.444642587084287
ZTF,16.0167235433013,15.509174955159535,99.0,99.0,99.0,99.0,15.994199752807617,15.555999755859375,15.355500221252441,15.292099952697754,160.21943878541504,1.9942846328604678
ZTF,99.0,99.0,99.0,17.648787936792008,16.695391933656047,16.354143439363014,17.603500366210938,16.766799926757812,16.435699462890625,16.295799255371094,212.6188682082024,67.81820589378974
