survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTF,15.656227266158927,15.124479434583256,99.0,99.0,99.0,99.0,15.627400398254395,15.146300315856934,14.970499992370605,14.904600143432617,218.5567605235066,-19.35418449545818
ZTF,17.70376567052264,17.157836438307484,99.0,99.0,99.0,99.0,17.647499084472656,17.18779945373535,17.007200241088867,16.959199905395508,10.019204405160458,44.27659177822912
ZTF,99.0,99.0,99.0,17.36659804907604,16.627399556932012,99.0,17.323200225830078,16.680099487304688,16.417400360107422,16.31130027770996,99.00206527023623,62.62170890664936
ZTF,17.97769553189327,17.029148570590813,16.6889047291411,99.0,99.0,99.0,17.9060001373291,17.075700759887695,16.764699935913086,16.622299194335938,331.58166955029174,7.84088716873575
ZTF,16.318183620788147,15.921153593829908,99.0,99.0,99.0,99.0,16.282699584960938,15.945799827575684,15.822999954223633,15.817299842834473,213.09528195656003,78.2295439163189
ZTF,99.0,99.0,99.0,16.071027102248532,15.36752285848052,15.14552828141018,16.039100646972656,15.430700302124023,15.217900276184082,15.1427001953125,223.61852991236657,67.84261742489001
ZTF,17.65286075033409,16.9242086464683,16.616651807317034,99.0,99.0,99.0,17.59869956970215,16.969900131225586,16.691299438476562,16.578500747680664,78.51170850450306,9.317697164586232
ZTF,16.903207753545143,99.0,99.0,99.0,99.0,99.0,16.778900146484375,15.89009952545166,15.472000122070312,15.257599830627441,316.7274254962466,58.462198961138604
ZTF,99.0,99.0,99.0,17.018663363129313,16.606167851453332,99.0,16.98270034790039,16.62470054626465,16.502500534057617,16.4768009185791,90.71283913985032,-24.69034937357167
ZTF,99.0,99.0,99.0,15.327405507483721,14.669915366992722,14.380453604851112,15.264200210571289,14.671199798583984,14.418700218200684,14.321800231933594,256.0795634465017,18.43309567158488
ZTF,99.0,99.0,99.0,16.057963013306995,15.53360484512595,15.344850783826294,16.03860092163086,15.571399688720703,15.393099784851074,15.332900047302246,77.93037170454706,3.775377468913934
ZTF,15.91163791671904,99.0,99.0,99.0,99.0,99.0,15.916600227355957,15.349800109863281,15.139100074768066,15.080699920654297,273.3280359047717,14.324306873108176
ZTF,99.0,99.0,99.0,17.11241251388558,16.796364854849696,16.676849453263152,17.072999954223633,16.79800033569336,16.70199966430664,16.704599380493164,141.1114401761074,48.95084828979512
ZTF,99.0,99.0,99.0,17.550881633939944,17.163467036187473,99.0,17.501699447631836,17.18709945678711,17.066099166870117,17.04800033569336,90.60714869928039,-24.583171392648673
ZTF,17.74699016623082,17.06156293113528,99.0,99.0,99.0,99.0,17.695199966430664,17.118099212646484,16.87779998779297,16.794099807739258,10.301371906898241,44.321707276797085
ZTF,99.0,99.0,99.0,17.988756013490146,17.330381703004146,17.081893214536368,17.944900512695312,17.37700080871582,17.142000198364258,17.06130027770996,250.37972443720332,33.839453591899336
ZTF,99.0,99.0,99.0,17.76630039372561,16.86969518945432,99.0,17.72480010986328,16.942399978637695,16.57200050354004,16.40180015563965,83.81021172910577,-2.7489025611288476
ZTF,99.0,99.0,99.0,17.713214005102405,17.077396882030584,16.838056916201154,17.69230079650879,17.125900268554688,16.912700653076172,16.814800262451172,256.3291706529942,18.61818458952772
ZTF,16.674322439092627,15.543761145647457,99.0,99.0,99.0,99.0,16.62380027770996,15.583200454711914,14.996500015258789,14.72719955444336,330.7379628227416,36.89285607841383
ZTF,17.98805811025023,99.0,99.0,99.0,99.0,99.0,17.96310043334961,17.353700637817383,17.069900512695312,16.939899444580078,334.5591049638728,45.176398712804556
ZTF,99.0,99.0,99.0,15.905206704118221,15.48756504321258,99.0,15.893400192260742,15.522600173950195,15.383600234985352,15.348600387573242,134.86590787312798,35.113602976299056
ZTF,14.09664225131891,13.477447977271414,13.247661068653096,99.0,99.0,99.0,14.096799850463867,13.519100189208984,13.404800415039062,13.245200157165527,75.1721791666599,7.239249044170208
ZTF,17.978208619665565,17.365187596777705,17.15279907846185,99.0,99.0,99.0,17.871999740600586,17.368000030517578,17.197799682617188,17.128599166870117,164.47123291768548,43.69285758566874
ZTF,99.0,99.0,99.0,17.897467703356174,17.38474052663925,17.184330014525887,17.880699157714844,17.423900604248047,17.243999481201172,17.190900802612305,273.0862104662386,40.27098120390984
ZTF,16.946337366402766,99.0,99.0,99.0,99.0,99.0,16.87779998779297,15.712900161743164,15.078300476074219,14.738900184631348,315.21870484759745,58.5908144192715
ZTF,16.99735724604067,16.647718030455042,16.52466098932765,99.0,99.0,99.0,16.965200424194336,16.66550064086914,16.565799713134766,16.561399459838867,197.250392740324,51.9265023875422
ZTF,99.0,99.0,99.0,16.095614516284893,14.763349670398474,14.140701377849885,16.033599853515625,14.862600326538086,14.282400131225586,14.01449966430664,228.58973128217113,4.349582146568404
ZTF,17.257952114048365,99.0,99.0,99.0,99.0,99.0,17.23349952697754,16.792699813842773,16.61400032043457,16.554100036621094,334.2541409009868,45.52670030365506
ZTF,17.738066055794175,17.12750255217954,16.87313503170833,99.0,99.0,99.0,17.701099395751953,17.156700134277344,16.92340087890625,16.83099937438965,41.86173062815914,37.36753838389697
ZTF,16.628420822958553,15.99168232442827,15.733209521034302,99.0,99.0,99.0,16.603700637817383,16.03030014038086,15.799099922180176,15.713199615478516,264.2840884820171,78.45346775245638
ZTF,15.370773660960172,14.981087434577534,14.840685249099385,99.0,99.0,99.0,15.36769962310791,15.01360034942627,14.88860034942627,14.877400398254395,219.81477230514858,21.416475547208375
ZTF,16.48685773249207,15.993398415350724,15.787794412762695,99.0,99.0,99.0,16.45549964904785,16.02359962463379,15.83650016784668,15.768799781799316,78.46407513762381,8.935847328540428
ZTF,15.629746818997123,15.170913538470135,15.016750539985726,99.0,99.0,99.0,15.604399681091309,15.201499938964844,15.067099571228027,15.04259967803955,179.1027140100441,59.08675721983323
ZTF,16.088116886652642,15.499685226197915,15.284558149335284,99.0,99.0,99.0,16.07830047607422,15.53950023651123,15.34160041809082,15.274800300598145,166.46892743005017,7.145500075978814
ZTF,99.0,99.0,99.0,17.737329738919467,17.323056057787152,99.0,17.71419906616211,17.34939956665039,17.220399856567383,17.20639991760254,140.3223667180017,-3.358779921233017
ZTF,15.482556905833444,15.203508321682255,99.0,99.0,99.0,99.0,15.467399597167969,15.215700149536133,15.171600341796875,15.184599876403809,121.49495171850661,0.8551877307140064
ZTF,15.804106819797473,15.255696413754716,15.074658943585383,99.0,99.0,99.0,15.768699645996094,15.29069995880127,15.113300323486328,15.064599990844727,322.49141186612127,22.81503207411955
ZTF,99.0,99.0,99.0,15.179690562420996,13.939707079205018,13.431157145454588,15.107000350952148,14.048700332641602,13.520400047302246,13.313400268554688,1.3711672450753785,39.28349599500509
ZTF,17.54061468098815,99.0,99.0,99.0,99.0,99.0,17.480899810791016,16.72369956970215,16.398399353027344,16.26300048828125,273.53638601724913,14.361678723866754
ZTF,99.0,99.0,99.0,14.870081251215293,14.449062058095928,99.0,14.861599922180176,14.486200332641602,14.360199928283691,14.338299751281738,116.85979060193017,32.7512552093768
ZTF,99.0,99.0,99.0,17.220339628642854,16.683298665922173,99.0,17.16160011291504,16.724199295043945,16.529399871826172,16.411800384521484,255.2471955834903,2.7749328023573403
ZTF,99.0,99.0,99.0,17.833819790566782,17.45683353177371,99.0,17.7903995513916,17.472999572753906,17.366600036621094,17.34510040283203,90.82333654933227,-24.36937132318056
ZTF,99.0,99.0,99.0,17.166414231328712,16.674120162685313,16.475127578209072,17.113399505615234,16.694700241088867,16.52280044555664,16.466899871826172,230.70189579384905,20.020415688250644
ZTF,16.860098455528313,16.255474767323314,99.0,99.0,99.0,99.0,16.827899932861328,16.30430030822754,16.093599319458008,16.021900177001953,318.90525613633315,-20.425624455906565
ZTF,99.0,99.0,99.0,14.605240119198305,14.083334689050439,13.8773064842919,14.592599868774414,14.140199661254883,13.958600044250488,13.871899604797363,33.70172602039309,-25.776444366508528
ZTF,99.0,99.0,99.0,14.86316369989328,14.480902947820525,99.0,14.850899696350098,14.512700080871582,14.392200469970703,14.370400428771973,112.09092958855132,53.099621584494066
ZTF,17.911867143231305,17.400324725587016,17.224012202962758,99.0,99.0,99.0,17.90530014038086,17.433399200439453,17.23200035095215,17.17259979248047,25.414704244796617,15.036656327128949
ZTF,16.126921252455684,99.0,99.0,99.0,99.0,99.0,16.082500457763672,15.306900024414062,14.907899856567383,14.743300437927246,316.47148015992013,58.146009382163086
ZTF,14.690708927200374,14.071662529928794,99.0,99.0,99.0,99.0,14.650699615478516,14.100700378417969,13.90250015258789,13.84119987487793,218.01965175083473,56.89718295048893
ZTF,15.52986642133172,14.87979686954234,99.0,99.0,99.0,99.0,15.50510025024414,14.928000450134277,14.717399597167969,14.62559986114502,218.83532539630693,-19.819777208457023
ZTF,17.945880025069126,99.0,99.0,99.0,99.0,99.0,17.896499633789062,17.271400451660156,17.009000778198242,16.893400192260742,273.598939902225,14.527093247793973
ZTF,99.0,99.0,99.0,17.781685579463517,99.0,99.0,17.720300674438477,16.980100631713867,16.63599967956543,16.46969985961914,275.10526018851243,19.81980328716621
ZTF,99.0,99.0,99.0,17.93747205815138,17.14703745055325,99.0,17.8617000579834,17.188499450683594,16.93269920349121,16.82900047302246,143.35182629143705,-17.391100721036715
ZTF,99.0,99.0,99.0,16.43267041649463,15.674229067818867,15.409472872342205,16.40250015258789,15.742600440979004,15.490300178527832,15.39210033416748,15.329275839744826,13.216394084249517
ZTF,99.0,99.0,99.0,17.70284988516043,17.149992453875438,16.953481626145912,17.66320037841797,17.19499969482422,17.012300491333008,16.94219970703125,254.78954012487964,11.028678484122123
ZTF,99.0,99.0,99.0,16.993099000701612,16.203108729481922,99.0,16.95829963684082,16.26689910888672,16.009599685668945,15.908499717712402,132.16798091795349,46.15989682399228
ZTF,17.5378768036523,17.02045102508503,99.0,99.0,99.0,99.0,17.479900360107422,17.042200088500977,16.853099822998047,16.79170036315918,331.50949046394817,37.00916426450219
ZTF,17.838322797370168,16.7937979924958,99.0,99.0,99.0,99.0,17.77079963684082,16.86359977722168,16.378700256347656,16.135400772094727,309.62558743880686,58.3587011565967
ZTF,99.0,99.0,99.0,16.826860330445854,16.0464157170827,15.711668750107131,16.77899932861328,16.09589958190918,15.779199600219727,15.634599685668945,73.67522005259869,9.966216731587856
ZTF,99.0,99.0,99.0,14.97468127298497,14.58923204786518,99.0,14.964099884033203,14.608599662780762,14.50979995727539,14.490099906921387,104.91617358784812,33.17225424303416
ZTF,14.85195721911979,14.41207454653821,14.23735595365601,99.0,99.0,99.0,14.812999725341797,14.417699813842773,14.298999786376953,14.255399703979492,146.9154091857108,15.510387132740755
ZTF,99.0,99.0,99.0,16.336374161887072,15.751436242347513,99.0,16.305400848388672,15.793999671936035,15.583100318908691,15.514399528503418,99.64169206572936,62.94612629946401
ZTF,99.0,99.0,99.0,17.571180073767213,17.228525817191528,99.0,17.548999786376953,17.24020004272461,17.16510009765625,17.159900665283203,121.29528015848928,39.49158786559915
ZTF,99.0,99.0,99.0,17.336727888506086,16.509254986042066,99.0,17.26219940185547,16.55940055847168,16.23740005493164,16.119300842285156,44.97136364189147,47.425091723100394
ZTF,99.0,99.0,99.0,15.205762419270144,14.70350496511316,99.0,15.177599906921387,14.733799934387207,14.562700271606445,14.524800300598145,310.55753452170575,-2.7780154496190024
ZTF,99.0,99.0,99.0,16.8367402552175,16.299307264275946,16.100568174074102,16.797700881958008,16.323400497436523,16.145599365234375,16.079299926757812,319.98576964953105,11.335329341013049
ZTF,99.0,99.0,99.0,16.6936451419826,15.91174585930372,15.576898073806285,16.636600494384766,15.974699974060059,15.6427001953125,15.510299682617188,9.014428811314527,78.30566400155257
ZTF,17.096557185483544,16.445952461327053,99.0,99.0,99.0,99.0,17.05660057067871,16.489099502563477,16.2593994140625,16.156600952148438,82.95643017520759,-27.863262665271225
ZTF,14.242220044849658,13.740316736341489,99.0,99.0,99.0,99.0,14.21679973602295,13.774900436401367,13.597200393676758,13.561400413513184,114.91782807972832,59.29404592548374
ZTF,99.0,99.0,99.0,17.444367341136395,15.989824108607529,14.888875119758966,17.317399978637695,16.136899948120117,15.101200103759766,14.617199897766113,190.26834066893284,77.24748714736975
ZTF,17.23198034260615,99.0,99.0,99.0,99.0,99.0,17.196199417114258,16.496999740600586,16.145299911499023,15.964699745178223,334.5362198493698,45.1232021804789
ZTF,99.0,99.0,99.0,14.636821222701625,14.202658242240439,14.05236580354009,14.616399765014648,14.234700202941895,14.101900100708008,14.069199562072754,257.36170877,55.63216313
ZTF,17.458968691378242,16.531307121100888,16.172886061606537,99.0,99.0,99.0,17.399599075317383,16.580299377441406,16.244300842285156,16.10070037841797,232.91553564721076,45.23738117836249
ZTF,99.0,99.0,99.0,17.370098689598613,16.951051331461418,99.0,17.333799362182617,16.968599319458008,16.834299087524414,16.798099517822266,233.33019452391147,27.806008414548597
ZTF,17.400872113240148,16.881861463949942,16.658072566695722,99.0,99.0,99.0,17.365699768066406,16.896299362182617,16.725299835205078,16.6742000579834,3.2616361017346316,-21.176392863309054
ZTF,99.0,99.0,99.0,14.924747177601066,14.241114231304786,99.0,14.87279987335205,14.273500442504883,13.99269962310791,13.85509967803955,83.32047556360483,-3.550543354301832
ZTF,99.0,99.0,99.0,15.422915283957243,14.592678011026278,14.258942964655384,15.388500213623047,14.666500091552734,14.34850025177002,14.208100318908691,342.86832426946677,5.190862317629568
ZTF,17.487095610127213,16.446399996231314,16.0015146730641,99.0,99.0,99.0,17.4325008392334,16.516300201416016,16.09429931640625,15.897600173950195,36.89507995652011,14.065571743443238
ZTF,16.544056952346207,15.624422520030981,15.313825123378244,99.0,99.0,99.0,16.50749969482422,15.684499740600586,15.403900146484375,15.269599914550781,159.78446078457455,20.978603239262938
ZTF,99.0,99.0,99.0,15.60690277319368,14.988721312391185,14.764566880822368,15.56149959564209,15.017999649047852,14.817099571228027,14.74779987335205,355.6778666629045,27.213016556657387
ZTF,99.0,99.0,99.0,16.44321669744271,15.777882661324249,15.517466071065725,16.427600860595703,15.839099884033203,15.59529972076416,15.5,247.7704032881475,26.615916437262808
ZTF,14.63125070486692,14.180999064871912,14.018510936226964,99.0,99.0,99.0,14.614999771118164,14.211199760437012,14.072500228881836,14.025199890136719,7.860541166110128,21.19252527885036
ZTF,99.0,99.0,99.0,17.856070472414,17.194438439444365,99.0,17.82509994506836,17.24519920349121,17.03059959411621,16.965599060058594,104.7361491608291,33.06655877076059
ZTF,99.0,99.0,99.0,16.33994045829914,15.77567098116432,15.577765465539697,16.317699432373047,15.814000129699707,15.637999534606934,15.58489990234375,280.660366618747,47.01736600099811
ZTF,99.0,99.0,99.0,16.021214270008084,15.287308287773133,15.021306116671116,15.967499732971191,15.339400291442871,15.073800086975098,14.99370002746582,1.9121231370742628,39.368204320149026
ZTF,99.0,99.0,99.0,16.481502542792924,15.995863342699653,99.0,16.44260025024414,16.020999908447266,15.859800338745117,15.796600341796875,53.62794718493423,-1.3795689211902333
ZTF,99.0,99.0,99.0,99.0,99.0,17.136866706629874,17.93090057373047,17.413000106811523,17.19969940185547,17.117900848388672,270.57854716932644,32.285704890430324
ZTF,16.289331569448464,15.888182826674154,15.739927835219126,99.0,99.0,99.0,16.269100189208984,15.910400390625,15.784299850463867,15.759300231933594,165.97027603968846,6.659980071483294
ZTF,17.820405119706997,17.149092844616696,16.863531359034027,99.0,99.0,99.0,17.76420021057129,17.201799392700195,16.92650032043457,16.816200256347656,313.6361665479168,9.272431578677772
ZTF,14.827172809072565,13.768709719305727,99.0,99.0,99.0,99.0,14.792900085449219,13.84119987487793,13.428000450134277,13.246299743652344,323.9111341572794,13.803445313970675
ZTF,99.0,99.0,99.0,16.747000144376642,16.240845961100586,16.05352639765914,16.700000762939453,16.27389907836914,16.10540008544922,16.035900115966797,38.72402847411084,10.431633466168224
ZTF,99.0,99.0,99.0,14.926132095583801,14.554708444656962,99.0,14.899900436401367,14.584199905395508,14.453800201416016,14.445199966430664,5.888014138253858,-23.38577923618511
ZTF,17.932066320725934,16.679900275577182,99.0,99.0,99.0,99.0,17.819700241088867,16.713199615478516,16.229700088500977,16.010499954223633,155.95064631959002,-27.068420509294302
ZTF,99.0,99.0,99.0,16.112367568579693,15.677774840447595,99.0,16.089500427246094,15.704999923706055,15.574899673461914,15.555999755859375,310.47962559842904,-3.2003712699673126
ZTF,17.229525844160214,16.711156830319062,99.0,99.0,99.0,99.0,17.200899124145508,16.747299194335938,16.560400009155273,16.513900756835938,308.6417318339644,-27.520811239634224
ZTF,17.915937961291203,99.0,99.0,99.0,99.0,99.0,17.875,17.152299880981445,16.821399688720703,16.644500732421875,334.5455380115612,45.38470086721829
ZTF,99.0,99.0,99.0,16.818388538251472,16.351018381158152,16.186579688645892,16.805500030517578,16.393299102783203,16.241100311279297,16.19809913635254,142.10325122227263,6.157947614716975
ZTF,17.566405986054257,16.854834317928113,16.624230494922795,99.0,99.0,99.0,17.497600555419922,16.88909912109375,16.673999786376953,16.603500366210938,165.18869980539594,78.96546175220524
ZTF,16.52488318234017,15.502636235333213,15.118905391595854,99.0,99.0,99.0,16.486099243164062,15.571399688720703,15.211099624633789,15.063599586486816,264.72625797540564,78.83255830480174
ZTF,17.96665836432745,99.0,99.0,99.0,99.0,99.0,17.940200805664062,16.949800491333008,16.44529914855957,16.17930030822754,316.44934112935624,58.48555184689543
ZTF,99.0,99.0,99.0,17.230550273174597,99.0,99.0,17.18239974975586,16.6697998046875,16.45359992980957,16.368900299072266,275.21166114522305,19.617767134971135
ZTF,99.0,99.0,99.0,16.892256502149472,16.459995799115955,99.0,16.865800857543945,16.497299194335938,16.36639976501465,16.337200164794922,310.36749966676535,-3.012795231500426
ZTF,99.0,99.0,99.0,16.776259941312496,15.972944854483506,15.65643024596278,16.72640037536621,16.029800415039062,15.729999542236328,15.59119987487793,281.19303100841347,47.12516079688739
ZTF,15.281044061485256,14.109076564881027,99.0,99.0,99.0,99.0,15.23960018157959,14.19909954071045,13.69540023803711,13.47350025177002,310.66849477815305,-22.13578375672028
ZTF,17.137486653429576,15.821032030559735,15.232301899663286,99.0,99.0,99.0,17.086200714111328,15.90060043334961,15.355400085449219,15.103799819946289,162.0240157996603,78.65019796309309
ZTF,17.415622384372693,16.226578000248033,15.715816994941385,99.0,99.0,99.0,17.349000930786133,16.30299949645996,15.84220027923584,15.65429973602295,270.4921336392238,31.217950169598087
ZTF,99.0,99.0,99.0,14.451278752774115,13.750643819927793,13.491051587933493,14.430899620056152,13.809800148010254,13.580599784851074,13.460700035095215,341.6018939243752,-8.295749662296258
ZTF,99.0,99.0,99.0,16.670074406925586,16.174458346003412,99.0,16.63629913330078,16.211299896240234,16.046899795532227,16.001100540161133,309.901308974149,-3.2736462606012457
ZTF,99.0,99.0,99.0,17.158974070538676,15.742847915752632,99.0,17.086599349975586,15.867799758911133,15.08899974822998,14.7431001663208,53.644872319280104,-1.3259597057069754
ZTF,99.0,99.0,99.0,17.981137935823863,17.218194078117374,99.0,17.939699172973633,17.276199340820312,16.99720001220703,16.874000549316406,104.5740722120155,32.99395898098375
ZTF,99.0,99.0,99.0,15.776535605152207,15.317022135444345,15.165459624925768,15.751199722290039,15.35830020904541,15.212699890136719,15.190099716186523,188.29684688761907,25.95683014382356
ZTF,16.545270586686648,99.0,99.0,99.0,99.0,99.0,16.51490020751953,16.076000213623047,15.920499801635742,15.883999824523926,273.7946420343662,14.420362766604
ZTF,17.568185659841248,17.120837313203882,99.0,99.0,99.0,99.0,17.55229949951172,17.156200408935547,17.01810073852539,16.991199493408203,122.0192442903358,0.8860888377862401
ZTF,17.13665262273143,15.709425414809782,14.988697562387928,99.0,99.0,99.0,17.038999557495117,15.804300308227539,15.139599800109863,14.830499649047852,322.92234845800283,22.392858157309533
ZTF,99.0,99.0,99.0,17.115750185275804,16.573619961176732,99.0,17.085599899291992,16.600299835205078,16.43600082397461,16.384199142456055,228.97407157310616,40.88054379517777
ZTF,99.0,99.0,99.0,16.982627071907867,16.29117750697928,99.0,16.9419002532959,16.345800399780273,16.079700469970703,15.964699745178223,309.96577768112644,-3.4918763189417237
ZTF,99.0,99.0,99.0,17.35274659863093,16.849410664687895,16.669527880970175,17.32670021057129,16.882699966430664,16.71929931640625,16.673599243164062,248.05462905670174,27.00393601865802
ZTF,99.0,99.0,99.0,17.791410912559137,16.539241435140386,99.0,17.7362003326416,16.62849998474121,16.153200149536133,15.947799682617188,184.61512843622137,5.353044999403229
ZTF,15.31624669464819,14.403149414401113,99.0,99.0,99.0,99.0,15.30049991607666,14.486900329589844,14.168700218200684,14.020700454711914,219.23045494770582,-19.34841935414141
ZTF,99.0,99.0,99.0,15.404213604382877,14.923380864473353,99.0,15.371100425720215,14.950799942016602,14.782099723815918,14.733499526977539,44.03139589136437,47.28565933938143
ZTF,99.0,99.0,99.0,15.388481749064221,15.018710474280837,99.0,15.369500160217285,15.04740047454834,14.941699981689453,14.932100296020508,121.30290928547315,39.55199048175499
ZTF,16.565558168421198,16.109474532263178,99.0,99.0,99.0,99.0,16.518600463867188,16.106599807739258,15.961799621582031,15.923999786376953,160.73433056311782,2.5107866182125416
ZTF,99.0,99.0,99.0,16.499910050867932,16.0902838045274,15.921923444954604,16.466999053955078,16.111099243164062,15.974900245666504,15.944299697875977,1.4439707424859698,38.76300957726366
ZTF,17.999920922653228,17.394873879490333,17.166760837110527,99.0,99.0,99.0,17.93079948425293,17.421499252319336,17.185300827026367,17.09149932861328,86.4067527846058,57.72775847090414
ZTF,99.0,99.0,99.0,17.844955615050132,16.759950702373704,16.315006255042462,17.78619956970215,16.842899322509766,16.419300079345703,16.229000091552734,1.9347926287721395,38.91455417213665
ZTF,14.256034217478938,14.017386491841693,99.0,99.0,99.0,99.0,14.362899780273438,14.098400115966797,14.020299911499023,13.967300415039062,210.125582949952,78.50447443630294
ZTF,15.844721990702693,15.331596252135675,15.145214784939286,99.0,99.0,99.0,15.826899528503418,15.376099586486816,15.20259952545166,15.152199745178223,226.02104636507596,21.63862042947641
ZTF,15.420710301465702,14.737337909939274,99.0,99.0,99.0,99.0,15.411999702453613,14.787300109863281,14.509499549865723,14.41569995880127,178.26700225605217,-7.173791728371747
ZTF,17.41683179035083,16.519734565349342,99.0,99.0,99.0,99.0,17.380699157714844,16.582700729370117,16.256500244140625,16.13909912109375,178.10765354784985,-7.2004270946776066
ZTF,99.0,99.0,99.0,17.785691464360227,17.247385655907905,17.014233804710415,17.74850082397461,17.30500030517578,17.08489990234375,17.001399993896484,230.28984450615064,20.51613331196897
ZTF,99.0,99.0,99.0,15.624521792517259,15.300638413939051,99.0,15.5871000289917,15.307999610900879,15.21780014038086,15.211700439453125,100.25549876440587,19.825673310979035
ZTF,17.884006018022284,16.894535649646294,99.0,99.0,99.0,99.0,17.81559944152832,16.964799880981445,16.610000610351562,16.453500747680664,113.99306188934743,59.46152591915508
ZTF,16.770012214975274,16.323613139601644,99.0,99.0,99.0,99.0,16.738000869750977,16.346399307250977,16.203399658203125,16.185100555419922,311.15846547539434,-21.870336090267763
ZTF,17.5700650092873,17.038409168324232,16.85114765550865,99.0,99.0,99.0,17.521900177001953,17.063899993896484,16.884700775146484,16.828800201416016,273.522863595784,27.255752597648073
ZTF,99.0,99.0,99.0,16.94067673446683,16.220188718316308,15.905752568766987,16.905099868774414,16.292499542236328,15.999099731445312,15.871100425720215,230.59793923954877,20.56551006537826
ZTF,16.230022238904915,15.813125359668474,15.675983507588866,99.0,99.0,99.0,16.1924991607666,15.844300270080566,15.711999893188477,15.683899879455566,7.77330299011049,44.63407542839592
ZTF,15.451251372494381,14.981436776457365,99.0,99.0,99.0,99.0,15.44260025024414,15.022700309753418,14.858599662780762,14.81879997253418,349.9416231000319,-4.896510119104029
ZTF,15.3255295587746,14.637564783428994,14.3466803982529,99.0,99.0,99.0,15.305399894714355,14.686699867248535,14.434100151062012,14.324799537658691,354.7688551873729,21.090409307976206
ZTF,99.0,99.0,99.0,16.955371553993515,16.190336584496002,15.918628071359429,16.922300338745117,16.243000030517578,15.984999656677246,15.896499633789062,134.6994204735037,-1.2424378368953275
ZTF,17.851705714164176,17.121492053646413,16.82113091523691,99.0,99.0,99.0,17.8080997467041,17.161699295043945,16.902999877929688,16.794300079345703,323.2001429126295,22.50052995757841
ZTF,14.536518438335259,14.03550926426542,99.0,99.0,99.0,99.0,14.503600120544434,14.064900398254395,13.921099662780762,13.878399848937988,9.980021481502625,44.52522894538472
ZTF,15.88873569226093,15.301064763773676,15.079774645681322,99.0,99.0,99.0,15.862600326538086,15.348999977111816,15.144100189208984,15.071700096130371,264.27223701217474,79.04033891401374
ZTF,99.0,99.0,99.0,17.132430662846943,16.729386717571153,99.0,17.072500228881836,16.74839973449707,16.610599517822266,16.57819938659668,143.6984894677398,-17.787619673367313
ZTF,15.825946089793751,14.963442981732518,99.0,99.0,99.0,99.0,15.793800354003906,15.020700454711914,14.73069953918457,14.597999572753906,142.21033473794205,-14.619207867830648
ZTF,14.77276820916969,14.040928152660573,99.0,99.0,99.0,99.0,14.748800277709961,14.094599723815918,13.81029987335205,13.6983003616333,142.58654645416067,-14.7795936769759
ZTF,99.0,99.0,99.0,17.898752507598513,17.458697260680367,17.279678398431884,17.870800018310547,17.492900848388672,17.348600387573242,17.296499252319336,342.66366887161485,5.20502132379213
ZTF,99.0,99.0,99.0,15.455871096755969,14.648630994785304,14.342087685744051,15.435999870300293,14.726499557495117,14.448699951171875,14.30739974975586,356.13742134875366,27.637790449389453
ZTF,99.0,99.0,99.0,16.41589575416296,15.279965361429765,14.87915936470192,16.389400482177734,15.359199523925781,14.975899696350098,14.804300308227539,108.46466063137167,60.835501246934044
ZTF,99.0,99.0,99.0,17.697965789846624,16.6766379779287,99.0,17.65049934387207,16.74489974975586,16.406200408935547,16.24519920349121,310.22339624992577,-3.530160626025599
ZTF,14.34449785848975,13.560050887088027,13.2612265547585,99.0,99.0,99.0,14.306599617004395,13.602999687194824,13.57800006866455,13.19279956817627,101.94058444932291,44.890300171365176
ZTF,99.0,99.0,99.0,15.055010633826075,14.663198173395697,14.523329685768518,15.052200317382812,14.707799911499023,14.581899642944336,14.548700332641602,12.805402312582897,-11.496160825171188
ZTF,99.0,99.0,99.0,16.135539023984517,99.0,99.0,16.107999801635742,15.638899803161621,15.439800262451172,15.36340045928955,274.62140299133995,19.7626907223146
ZTF,16.199116031771148,15.683634558707213,99.0,99.0,99.0,99.0,16.15999984741211,15.708399772644043,15.534500122070312,15.49489974975586,309.2346383837872,-27.662809508729126
ZTF,16.68480338964224,16.090352858618463,99.0,99.0,99.0,99.0,16.646499633789062,16.121000289916992,15.934800148010254,15.871399879455566,218.8683141137659,57.37687958136175
ZTF,99.0,99.0,99.0,16.077782056874852,99.0,99.0,16.05229949951172,16.122100830078125,16.238100051879883,16.30739974975586,274.5495336653245,19.31305549427082
ZTF,16.533255810161094,16.077728664583752,15.916973373187444,99.0,99.0,99.0,16.5216007232666,16.107999801635742,15.977100372314453,15.934200286865234,8.365274237328196,21.527012912822908
ZTF,99.0,99.0,99.0,17.947149180114046,17.08384376802002,99.0,17.858600616455078,17.082599639892578,16.747400283813477,16.587900161743164,62.07158012962221,-8.427254819244887
ZTF,16.29267308371597,15.796725720147126,15.621534383804931,99.0,99.0,99.0,16.28700065612793,15.846400260925293,15.674200057983398,15.634300231933594,271.9066479418049,49.906568930777475
ZTF,99.0,99.0,99.0,15.645659314301962,15.208001605007373,15.075268980952272,15.62909984588623,15.236599922180176,15.115400314331055,15.084500312805176,198.95782957611425,62.56629313995238
ZTF,99.0,99.0,99.0,17.600781774016596,16.964709768656334,16.752449266142285,17.556100845336914,17.01110076904297,16.806400299072266,16.73419952392578,247.30335312013017,53.440983103289746
