survey,ZTFD-g,ZTFD-r,ZTFD-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFD,16.6268,16.2719,16.1523,16.64069938659668,16.236400604248047,16.094999313354492,16.06730079650879,218.7919599,56.20929579
ZTFD,18.1119,17.3544,17.0869,18.054500579833984,17.354000091552734,17.072399139404297,16.969499588012695,264.1959976554696,30.311324147149595
ZTFD,17.0461,16.4195,16.1806,17.03809928894043,16.417299270629883,16.169200897216797,16.077499389648438,241.48805902400704,34.94610940896812
ZTFD,17.8796,17.4514,17.3016,17.868499755859375,17.42259979248047,17.23870086669922,17.179000854492188,228.6039573501261,28.607224761195504
ZTFD,17.0343,16.7495,16.633,17.050500869750977,16.72570037841797,16.5856990814209,16.5762996673584,261.3610981967038,42.265300129073474
ZTFD,16.3595,15.8615,15.6884,16.365699768066406,15.849499702453613,15.652199745178223,15.590900421142578,241.41185604715088,57.48989359602042
ZTFD,17.249000000000002,16.784000000000002,16.6082,17.262300491333008,16.76580047607422,16.575599670410156,16.53580093383789,249.60984889885563,63.60489191011179
ZTFD,16.4015,15.9206,15.7421,16.40959930419922,15.895700454711914,15.709799766540527,15.644499778747559,229.54504258899573,26.729838854195656
ZTFD,17.7214,17.2197,17.0287,17.718700408935547,17.2091007232666,16.987199783325195,16.915199279785156,222.8680986160905,40.83836463746558
ZTFD,17.9014,17.4728,17.3006,17.910200119018555,17.451099395751953,17.259599685668945,17.206899642944336,256.52830808099696,76.32376283754061
ZTFD,18.1751,17.102999999999998,16.6825,18.13330078125,17.11009979248047,16.676799774169922,16.494800567626953,225.66696775586627,20.356006777751485
ZTFD,16.3836,15.8525,15.6802,16.382299423217773,15.831999778747559,15.640999794006348,15.594599723815918,253.0890106920726,37.07239442439278
ZTFD,18.3431,17.2485,16.8078,18.279300689697266,17.271099090576172,16.809900283813477,16.63450050354004,249.2509598561577,39.27291953994978
ZTFD,17.8314,17.0685,16.7165,17.81329917907715,17.073400497436523,16.7185001373291,16.57819938659668,257.7540803081756,41.35271914440981
ZTFD,16.5537,16.0005,15.8045,16.547100067138672,15.990599632263184,15.782999992370605,15.696599960327148,239.2979505888475,22.057038974878523
ZTFD,16.6946,16.301,16.1378,16.699800491333008,16.293399810791016,16.103500366210938,16.054800033569336,263.0001032689083,48.94521837900752
ZTFD,16.7595,15.6421,15.1488,16.7278995513916,15.666899681091309,15.1697998046875,14.948699951171875,255.02321097660834,77.51745329508552
ZTFD,17.1385,16.6617,16.4647,17.14419937133789,16.637300491333008,16.445600509643555,16.372499465942383,256.4740248029391,17.97874163285154
ZTFD,16.8317,16.4632,16.320999999999998,16.84119987487793,16.44260025024414,16.291200637817383,16.25149917602539,259.15970770831916,76.77701968469559
ZTFD,16.4491,16.1202,15.9841,16.462400436401367,16.09239959716797,15.946999549865723,15.914899826049805,249.16096048053174,76.40414466899145
ZTFD,16.3076,15.8532,15.6783,16.31570053100586,15.832599639892578,15.640700340270996,15.595399856567383,243.6589330819825,60.76719296919938
ZTFD,17.2342,15.9239,15.0835,17.181900024414062,15.981300354003906,15.166199684143066,14.808600425720215,256.22598679390353,56.41362264167602
ZTFD,18.7374,17.6486,17.1648,18.6968994140625,17.661699295043945,17.175800323486328,16.95240020751953,249.7771011321982,49.28184727449989
ZTFD,18.4889,17.3124,16.8078,18.459299087524414,17.347400665283203,16.835800170898438,16.603200912475586,230.04200029040317,39.418959645430604
ZTFD,17.0687,16.6508,16.4745,17.078899383544922,16.619800567626953,16.439800262451172,16.38279914855957,234.665059489408,25.638150858945828
ZTFD,16.4662,16.101,15.975999999999999,16.486499786376953,16.071800231933594,15.923100471496582,15.894000053405762,259.5890227190324,16.685230318271014
ZTFD,17.5241,16.9219,16.7239,17.510799407958984,16.90239906311035,16.700000762939453,16.625699996948242,259.6910113949449,31.574529902675863
ZTFD,18.9977,17.6854,17.0021,18.94770050048828,17.719499588012695,17.05699920654297,16.75589942932129,254.02196841201837,19.185884260216472
ZTFD,15.4849,15.1153,14.972999999999999,15.503100395202637,15.097299575805664,14.93239974975586,14.891200065612793,245.57069119668338,77.15643714616056
ZTFD,17.4275,16.9759,16.775,17.448699951171875,16.95199966430664,16.749099731445312,16.68199920654297,237.80207546879038,30.478279285200397
ZTFD,18.6852,17.5248,16.9897,18.63050079345703,17.55270004272461,17.019699096679688,16.802200317382812,245.61707938857214,54.01017267459016
ZTFD,17.6455,17.0504,16.8325,17.671300888061523,17.05579948425293,16.82550048828125,16.74489974975586,264.6859247171188,47.1433938558848
ZTFD,18.4864,17.511,17.1444,18.46929931640625,17.531200408935547,17.14229965209961,16.98889923095703,226.87507796119812,60.90463722135932
ZTFD,18.8883,17.4596,16.5391,18.795400619506836,17.521900177001953,16.641799926757812,16.241100311279297,247.14207782388735,17.761831910516218
ZTFD,17.0384,16.5904,16.3983,17.042400360107422,16.57670021057129,16.38279914855957,16.31800079345703,255.9218767897384,65.37741191640994
ZTFD,16.7619,16.3113,16.1254,16.77519989013672,16.287900924682617,16.097400665283203,16.03070068359375,246.1500844105004,23.976887068972374
ZTFD,18.7274,17.5259,16.6086,18.801000595092773,17.593900680541992,16.70989990234375,16.284299850463867,264.2329893689346,58.73803540162224
ZTFD,17.8616,16.884,16.4814,17.80579948425293,16.910200119018555,16.496599197387695,16.287700653076172,258.7350836603664,77.4910736257049
ZTFD,18.4057,17.4845,17.1317,18.39900016784668,17.49139976501465,17.128999710083008,16.98240089416504,264.42418604311143,69.08990560992787
ZTFD,18.2852,17.7863,17.1946,18.994300842285156,17.825199127197266,17.228099822998047,16.95639991760254,260.90791975187216,22.405700984085442
ZTFD,17.9631,16.8554,16.3011,17.95210075378418,16.879499435424805,16.340099334716797,16.08049964904785,249.80094133367533,37.24002504366386
ZTFD,16.4896,16.2669,16.1918,16.518299102783203,16.228900909423828,16.151500701904297,16.13629913330078,226.0671512188635,61.34169909260683
ZTFD,16.32,15.8259,15.6487,16.330799102783203,15.8056001663208,15.615500450134277,15.557700157165527,263.1498884903031,75.29152043826974
ZTFD,18.8339,17.5703,16.9015,18.749000549316406,17.608200073242188,16.963499069213867,16.653099060058594,256.7740781972115,22.773233463105637
ZTFD,17.2793,16.6029,16.3543,17.272600173950195,16.599700927734375,16.33139991760254,16.23270034790039,247.90424446062863,70.59731135700598
ZTFD,17.2361,16.924,16.8296,17.236099243164062,16.892200469970703,16.76259994506836,16.747699737548828,227.5771106147333,51.15510268520468
ZTFD,16.64,16.1495,15.9834,16.649900436401367,16.133699417114258,15.943300247192383,15.867500305175781,227.96204054899286,52.191423853781636
ZTFD,17.6296,16.6949,16.3209,17.62649917602539,16.71619987487793,16.34239959716797,16.199600219726562,256.86403354942723,37.53617756665525
ZTFD,17.2422,16.8237,16.6847,17.245500564575195,16.792299270629883,16.626300811767578,16.598800659179688,213.43811444414476,61.098072421671816
ZTFD,16.6744,16.3911,16.2821,16.718599319458008,16.35420036315918,16.233699798583984,16.22279930114746,250.33292346287178,48.624297292306615
ZTFD,17.319000000000003,16.9762,16.8456,17.32979965209961,16.94809913635254,16.784900665283203,16.763999938964844,249.1471213814487,49.10298588658697
ZTFD,16.3383,15.6654,15.4056,16.338699340820312,15.666099548339844,15.38599967956543,15.283900260925293,255.14715093913853,62.840879980762885
ZTFD,17.1224,16.8092,16.695,17.13249969482422,16.782699584960938,16.63759994506836,16.607799530029297,251.30101183152306,42.79268332966747
ZTFD,16.0792,15.7266,15.5848,16.101200103759766,15.69540023803711,15.54319953918457,15.494999885559082,264.2370389925655,51.0717596404768
ZTFD,16.0052,15.6597,15.5312,16.024700164794922,15.637299537658691,15.492500305175781,15.452899932861328,238.0559317578759,33.14218928926571
ZTFD,18.4586,17.6644,17.3525,18.471500396728516,17.661800384521484,17.352500915527344,17.20870018005371,247.94303332848247,60.32328586975432
ZTFD,17.4047,16.1877,15.6324,17.365100860595703,16.21929931640625,15.671299934387207,15.425700187683105,231.93883531946676,62.87353397769336
ZTFD,17.3105,16.9741,16.8344,17.327800750732422,16.932899475097656,16.79129981994629,16.75510025024414,257.97204106137144,43.924104712588
ZTFD,18.4504,18.7346,18.9149,18.49449920654297,18.644899368286133,18.868900299072266,19.00909996032715,233.6270253850739,44.52141011740687
ZTFD,14.8932,14.4202,14.2426,14.902199745178223,14.413599967956543,14.215999603271484,14.162400245666504,258.1120571190045,38.09887804830922
ZTFD,17.1125,16.2726,15.9489,17.103099822998047,16.28459930419922,15.94849967956543,15.794099807739258,255.61487878402752,59.12077051333592
ZTFD,17.5137,16.2719,15.7279,17.447900772094727,16.302400588989258,15.76159954071045,15.502900123596191,219.07198150238037,77.55865272553737
ZTFD,16.8841,16.3336,16.1274,16.88089942932129,16.31760025024414,16.093000411987305,16.013999938964844,224.79614366876854,70.64760390337838
ZTFD,16.2878,16.0743,15.974,16.308900833129883,16.028400421142578,15.927200317382812,15.908300399780273,241.19220768053557,77.62770123865921
ZTFD,16.5473,15.6773,15.3441,16.53619956970215,15.686699867248535,15.338199615478516,15.202500343322754,243.02807932475687,39.49838181370471
ZTFD,17.1398,16.5386,16.3091,17.133800506591797,16.527799606323242,16.29330062866211,16.221399307250977,253.1290698051081,40.169720141317555
ZTFD,16.8483,16.4792,16.354,16.859699249267578,16.456600189208984,16.306900024414062,16.266199111938477,244.3750919266495,52.67421853063396
ZTFD,18.441,17.3927,16.957,18.436100006103516,17.417499542236328,16.952199935913086,16.75320053100586,216.57701760864688,28.425566749952868
ZTFD,18.8426,18.0393,17.6761,18.805299758911133,18.041000366210938,17.677900314331055,17.536399841308594,236.3969651712894,47.276014842547035
ZTFD,18.3404,16.9954,16.0445,18.30620002746582,17.063800811767578,16.14579963684082,15.738699913024902,230.70005227,55.81848093
ZTFD,16.1752,15.3306,15.0112,16.173500061035156,15.346500396728516,15.011699676513672,14.878399848937988,263.9580701336226,32.55944033877241
ZTFD,17.5079,16.9964,16.8334,17.516199111938477,17.008399963378906,16.79330062866211,16.721799850463867,224.1541945717425,69.07472675624369
ZTFD,18.5324,17.3978,16.8969,18.52120018005371,17.418699264526367,16.917200088500977,16.701799392700195,232.77604896955594,56.46828136232991
ZTFD,16.7149,16.0183,15.8235,16.71150016784668,16.011899948120117,15.800600051879883,15.719499588012695,212.37578498434078,76.6324067990901
ZTFD,17.3196,16.7515,16.4861,17.29800033569336,16.719499588012695,16.479400634765625,16.3705997467041,241.35864070081345,76.69848999367724
ZTFD,16.4361,15.8595,15.65,16.37030029296875,15.826499938964844,15.620599746704102,15.545999526977539,241.4123399713463,78.01176894616407
ZTFD,16.0631,15.2994,14.9769,16.058300018310547,15.30090045928955,14.976699829101562,14.844200134277344,250.3119119362256,26.223395819473524
ZTFD,15.6953,15.2441,15.0763,15.70479965209961,15.218299865722656,15.043000221252441,14.991600036621094,260.7989713628385,55.37427768429545
ZTFD,18.099,16.8967,16.4141,18.04990005493164,16.964799880981445,16.428199768066406,16.213300704956055,249.73702352753853,23.64161600435462
ZTFD,17.0544,16.7133,16.5972,17.07990074157715,16.676799774169922,16.559900283813477,16.54330062866211,230.67095554580595,60.9980975987877
ZTFD,15.718,15.3753,15.2349,15.735699653625488,15.343299865722656,15.207900047302246,15.16819953918457,243.85582924705488,71.05784929842441
ZTFD,18.2489,17.0295,16.4876,18.19809913635254,17.06529998779297,16.53700065612793,16.299100875854492,259.5769830069951,17.918028937272517
ZTFD,16.5763,16.2805,16.1875,16.603200912475586,16.252199172973633,16.138500213623047,16.118999481201172,227.5167997679276,70.16117598617544
ZTFD,18.561,17.5112,17.2169,18.369400024414062,17.503700256347656,17.163799285888672,17.01799964904785,237.8839068430486,51.83533953396881
ZTFD,17.4871,16.866,16.6325,17.491600036621094,16.857900619506836,16.59779930114746,16.507600784301758,254.11708980135035,62.9177078292087
ZTFD,18.3378,17.407,17.0613,18.343399047851562,17.42329978942871,17.052499771118164,16.885900497436523,226.09804668799197,67.78901103991831
ZTFD,17.3441,16.534000000000002,16.1786,17.32309913635254,16.53499984741211,16.181299209594727,16.01609992980957,263.60395303017333,52.316640580165924
ZTFD,16.9319,16.5906,16.4561,16.94230079650879,16.567399978637695,16.409700393676758,16.36989974975586,248.24602781997407,29.949694495816715
ZTFD,16.0331,15.6637,15.5143,16.056400299072266,15.644800186157227,15.476400375366211,15.436599731445312,254.73915555910148,61.883267806189274
ZTFD,18.5741,17.7212,17.4057,18.569900512695312,17.713300704956055,17.384199142456055,17.247699737548828,240.41808208570126,69.50646316582241
ZTFD,18.6549,17.204,16.1521,18.599599838256836,17.27239990234375,16.28030014038086,15.830499649047852,227.2089682897072,47.861042908325494
ZTFD,18.0278,16.9662,16.5596,17.968599319458008,16.984899520874023,16.56290054321289,16.379600524902344,242.5123308114693,77.70369301368771
ZTFD,16.2377,15.8885,15.775,16.245100021362305,15.859100341796875,15.731599807739258,15.70359992980957,256.81310571116916,53.8755298394411
ZTFD,18.2125,16.9382,16.0759,18.156700134277344,17.00029945373535,16.156099319458008,15.788100242614746,223.88091618841366,69.02219870077117
ZTFD,17.2378,16.9164,16.7824,17.27519989013672,16.892099380493164,16.747900009155273,16.733200073242188,240.2169994303907,32.12446906162085
ZTFD,17.4914,17.0795,16.878,17.501100540161133,17.04669952392578,16.847000122070312,16.77050018310547,253.5033206823298,78.05815492500463
ZTFD,17.7867,17.2484,17.0267,17.767499923706055,17.226499557495117,17.010099411010742,16.925600051879883,243.41198523071222,42.66981130222286
ZTFD,17.003,16.6584,16.521,17.035999298095703,16.63279914855957,16.491300582885742,16.450700759887695,231.96696278985624,53.56186577499447
ZTFD,18.145,17.6369,17.4573,18.13129997253418,17.618999481201172,17.428800582885742,17.344200134277344,235.61300788122537,28.407029625741558
ZTFD,16.5522,16.2106,16.0854,16.56679916381836,16.17620086669922,16.042299270629883,16.0177001953125,248.7011467862221,75.03051681675782
ZTFD,17.6436,16.7173,16.3787,17.62339973449707,16.725099563598633,16.383499145507812,16.248899459838867,259.2999564417762,39.65823791363243
ZTFD,16.9813,16.6593,16.5395,17.004899978637695,16.628999710083008,16.49449920654297,16.463600158691406,252.31713239532115,61.5338647017798
ZTFD,16.785,16.1251,15.9081,16.783300399780273,16.117900848388672,15.868900299072266,15.785099983215332,258.3909233567501,45.45437324516119
ZTFD,18.9359,17.5969,16.5065,18.865999221801758,17.66950035095215,16.624500274658203,16.170700073242188,259.35899586667745,45.84745696366699
ZTFD,16.8151,16.6415,16.5507,16.83289909362793,16.599700927734375,16.511999130249023,16.496400833129883,248.26806532528306,34.471878042303764
ZTFD,18.2548,17.0035,16.1247,18.22800064086914,17.063899993896484,16.20800018310547,15.835800170898438,239.60795250163565,45.496792874177395
ZTFD,17.861,17.1275,16.8332,17.85099983215332,17.146099090576172,16.85849952697754,16.707199096679688,222.32209561069268,68.98427989495904
ZTFD,18.2421,16.9984,16.2788,18.209199905395508,17.042499542236328,16.353700637817383,16.05389976501465,251.72703520293885,34.86532108886964
ZTFD,17.7546,16.8794,16.5035,17.71380043029785,16.878799438476562,16.507400512695312,16.352100372314453,261.5470519439877,35.72867902089831
ZTFD,16.6902,15.9558,15.7049,16.69339942932129,15.94909954071045,15.691300392150879,15.58899974822998,226.05204914232039,77.66619256026878
ZTFD,18.3151,17.315,16.8936,18.338300704956055,17.329200744628906,16.900699615478516,16.691699981689453,236.73391688326817,28.110428103124136
ZTFD,16.0734,15.7722,15.6769,16.099700927734375,15.744600296020508,15.620800018310547,15.624300003051758,226.7220860511267,61.38156310129544
ZTFD,16.9009,16.589000000000002,16.4561,16.92300033569336,16.561500549316406,16.416900634765625,16.381900787353516,253.29206151801847,25.668654652956704
ZTFD,16.6128,16.2334,16.0896,16.637699127197266,16.208099365234375,16.055400848388672,16.01140022277832,253.22190763025446,46.88942371085912
ZTFD,15.9086,15.5646,15.4266,15.922200202941895,15.542699813842773,15.39579963684082,15.354599952697754,264.18800444648247,33.72131095053258
ZTFD,17.0121,16.6725,16.5493,17.036800384521484,16.636699676513672,16.50200080871582,16.462099075317383,234.3270334209284,30.72162182532594
ZTFD,16.0462,15.7512,15.6493,16.067699432373047,15.72089958190918,15.60789966583252,15.59000015258789,253.05494621418532,59.79635634383257
ZTFD,16.1918,15.7748,15.6126,16.20330047607422,15.749500274658203,15.564299583435059,15.509300231933594,228.2040510738454,51.92066248530125
ZTFD,16.3727,15.8545,15.6778,16.384300231933594,15.834600448608398,15.646300315856934,15.57289981842041,212.9259519506659,61.624813870340546
ZTFD,16.3023,15.6938,15.4872,16.32229995727539,15.678899765014648,15.4552001953125,15.384699821472168,214.0210579655723,42.24772942506984
ZTFD,15.2655,14.9535,14.8381,15.28689956665039,14.931300163269043,14.80150032043457,14.77970027923584,246.99599506359226,33.79531807847266
ZTFD,15.7891,15.2781,15.0943,15.800100326538086,15.267600059509277,15.06760025024414,15.008600234985352,256.0680434932737,40.24756488827021
ZTFD,17.2119,16.531,16.287,17.21380043029785,16.520999908447266,16.26740074157715,16.171899795532227,235.6849072968471,46.68472959879079
ZTFD,17.0141,16.6248,16.4773,17.040300369262695,16.602500915527344,16.43079948425293,16.374099731445312,241.57707058963155,16.354624280998298
ZTFD,16.7859,16.533,16.4469,16.807199478149414,16.485300064086914,16.377599716186523,16.353700637817383,227.74389550165822,43.825221558513256
ZTFD,16.8536,16.3814,16.1992,16.882400512695312,16.355300903320312,16.170499801635742,16.106199264526367,247.45406798387768,45.433107091312195
ZTFD,17.0311,16.7837,16.6986,17.068199157714844,16.76300048828125,16.657899856567383,16.642099380493164,221.19308921218135,70.22110565108042
ZTFD,18.5738,17.8622,17.5007,18.65239906311035,17.84819984436035,17.51919937133789,17.37030029296875,245.33100196940327,43.45321665440329
ZTFD,17.9291,17.42,17.223,17.951400756835938,17.402700424194336,17.176000595092773,17.09939956665039,253.9520428312316,37.455259113776776
ZTFD,18.9009,17.6643,17.0848,18.903600692749023,17.718299865722656,17.147600173950195,16.889799118041992,262.8808937856374,40.92530356487454
ZTFD,16.352,15.9921,15.8444,16.370800018310547,15.967399597167969,15.800399780273438,15.75570011138916,252.31402151188342,44.27087797719962
ZTFD,17.6329,16.869,16.5834,17.631799697875977,16.87969970703125,16.57159996032715,16.459400177001953,242.13204853544119,37.09641838750644
ZTFD,16.5097,16.1839,16.0264,16.56060028076172,16.156299591064453,16.015600204467773,15.977899551391602,247.48602352383693,23.042392105605337
ZTFD,17.3651,16.8328,16.6313,17.39550018310547,16.842300415039062,16.627099990844727,16.5585994720459,230.01173885380618,77.92628608811567
ZTFD,17.812,17.2675,17.0288,17.815900802612305,17.263900756835938,17.012399673461914,16.92020034790039,244.66006411436308,27.467959201962884
ZTFD,16.7206,16.4219,16.3183,16.742900848388672,16.388999938964844,16.26180076599121,16.24959945678711,241.22705927702378,48.69596727106321
ZTFD,18.2789,17.166,16.6885,18.272300720214844,17.192699432373047,16.716699600219727,16.486799240112305,248.41198801225508,17.62695782354259
ZTFD,17.5956,16.84,16.55,17.589000701904297,16.829500198364258,16.532800674438477,16.386199951171875,260.21693507598894,77.64576195642425
ZTFD,16.6766,16.2286,16.0544,16.693099975585938,16.208599090576172,16.03030014038086,15.966699600219727,259.53501158067655,40.008908334950455
ZTFD,17.8209,16.9705,16.655,17.81599998474121,16.97640037536621,16.642900466918945,16.510900497436523,239.66604193281844,40.06289589710745
ZTFD,18.6376,17.6996,17.2857,18.62310028076172,17.71139907836914,17.280399322509766,17.101299285888672,258.22900581335676,31.896507238376998
ZTFD,17.1383,16.7497,16.5954,17.160900115966797,16.730899810791016,16.550899505615234,16.50670051574707,219.67798370258038,47.15117734646557
ZTFD,16.7906,16.4233,16.2845,16.813800811767578,16.391300201416016,16.244699478149414,16.208999633789062,238.25403838489018,60.73213779777926
ZTFD,18.4891,17.4878,17.0917,18.505399703979492,17.51180076599121,17.10610008239746,16.934099197387695,211.9117179849919,76.88428363730773
ZTFD,17.6851,16.8879,16.5513,17.665700912475586,16.886499404907227,16.559200286865234,16.432600021362305,243.3149596596835,29.55130323989577
ZTFD,15.2271,14.942,14.8361,15.247400283813477,14.91469955444336,14.789600372314453,14.777000427246094,263.7060168334899,70.1710173987246
ZTFD,16.3218,15.9995,15.8445,16.364200592041016,15.982500076293945,15.831999778747559,15.776800155639648,261.94500465954314,50.01360240519079
ZTFD,16.9946,16.1965,15.9332,16.957199096679688,16.20159912109375,15.923399925231934,15.815400123596191,254.42688310433797,59.836570067827
ZTFD,16.0765,15.8385,15.7464,16.103700637817383,15.803899765014648,15.703200340270996,15.678500175476074,242.23005630573442,19.752815770791827
ZTFD,16.9699,16.2689,16.0212,16.972999572753906,16.26020050048828,16.017000198364258,15.899999618530273,225.34784274122947,67.72850790292132
ZTFD,17.0466,16.4048,16.1682,17.06399917602539,16.40369987487793,16.146499633789062,16.05139923095703,239.85199987959984,19.217684030006694
ZTFD,17.7449,17.0818,16.847,17.736299514770508,17.061500549316406,16.826099395751953,16.728500366210938,255.10402492864856,62.53213269351531
ZTFD,16.7235,16.3874,16.2377,16.733999252319336,16.36400032043457,16.21030044555664,16.176599502563477,259.030026958883,23.071401284173533
ZTFD,17.0564,16.5004,16.2458,17.095600128173828,16.48040008544922,16.231000900268555,16.127899169921875,260.5620406079822,24.041331657311837
ZTFD,17.6907,16.8936,16.5956,17.6781005859375,16.899900436401367,16.598600387573242,16.461599349975586,262.49003146907273,62.30504806025062
ZTFD,17.6568,16.6475,16.2491,17.637100219726562,16.675500869750977,16.26259994506836,16.088300704956055,253.113095837443,67.82449604183685
ZTFD,17.4573,17.0876,16.9497,17.484699249267578,17.062299728393555,16.91659927368164,16.871299743652344,235.1147750582811,70.3276807382015
ZTFD,16.1022,15.7431,15.6112,16.132699966430664,15.715200424194336,15.56879997253418,15.536499977111816,230.51605112886966,40.13436197385414
ZTFD,16.018,15.7234,15.6138,16.04330062866211,15.694499969482422,15.570899963378906,15.550299644470215,253.24697650373056,42.32326068518718
ZTFD,16.7225,16.1035,15.8751,16.71269989013672,16.09600067138672,15.851099967956543,15.747400283813477,261.04078941115665,69.41229430943096
ZTFD,17.3491,17.0015,16.875999999999998,17.377899169921875,16.977699279785156,16.826499938964844,16.789899826049805,223.94602745104143,33.81793003603372
ZTFD,17.7717,16.893,16.5716,17.71109962463379,16.890600204467773,16.57819938659668,16.43470001220703,257.8950615195653,44.93228739692084
ZTFD,16.6701,16.3719,16.271,16.690500259399414,16.3439998626709,16.232200622558594,16.214799880981445,241.0531037190427,63.07212935395026
ZTFD,18.3774,16.9918,15.8901,18.27630043029785,17.0718994140625,16.026100158691406,15.55150032043457,251.71011883655487,67.81847432741019
ZTFD,17.2463,16.8721,16.729,17.249500274658203,16.827699661254883,16.681400299072266,16.65519905090332,254.98328052593652,76.05181412150908
ZTFD,16.6194,16.2866,16.1286,16.631000518798828,16.25830078125,16.10610008239746,16.060699462890625,254.134972101187,33.1679491675917
ZTFD,16.895,16.4474,16.2693,16.907100677490234,16.4158992767334,16.226600646972656,16.171499252319336,244.90104700171514,46.746427620114744
ZTFD,17.5808,16.7547,16.442,17.585599899291992,16.758800506591797,16.420900344848633,16.27359962463379,236.82092199003347,68.8352635233098
ZTFD,15.5362,14.9617,14.7716,15.537099838256836,14.953100204467773,14.741600036621094,14.67490005493164,260.82597005162,36.05352369487413
ZTFD,18.8153,17.5625,16.8497,18.77440071105957,17.603700637817383,16.912500381469727,16.61090087890625,251.9129117428413,35.62526421895222
ZTFD,18.4431,17.7077,17.4201,18.428600311279297,17.70479965209961,17.40239906311035,17.284500122070312,242.14903551245988,28.141433412296486
ZTFD,16.4096,16.0245,15.8427,16.430999755859375,15.99940013885498,15.821100234985352,15.772700309753418,259.01196378808714,16.019745345462745
ZTFD,18.666,17.8131,17.4262,18.662200927734375,17.819299697875977,17.44860076904297,17.294099807739258,262.704994304977,44.486876701005464
ZTFD,17.166,16.5606,16.3497,17.172800064086914,16.530000686645508,16.3218994140625,16.245899200439453,225.87407136065178,62.532582307276215
ZTFD,16.7663,16.4532,16.3507,16.80929946899414,16.427600860595703,16.302099227905273,16.271400451660156,213.00428602791237,77.46375033253692
ZTFD,17.6852,17.2901,17.1444,17.722200393676758,17.27869987487793,17.119400024414062,17.077899932861328,253.5269376534519,51.066362899263275
ZTFD,17.6473,17.2482,17.0696,17.64699935913086,17.22010040283203,17.0408992767334,16.98819923400879,239.07406971622288,61.24239431533507
ZTFD,18.1567,17.5025,17.2407,18.16469955444336,17.48259925842285,17.221500396728516,17.111900329589844,243.83486042003474,63.653956296507474
ZTFD,16.9038,16.3983,16.2463,16.900999069213867,16.37649917602539,16.193500518798828,16.17060089111328,260.0559477491379,46.99599480710183
ZTFD,16.9169,16.3011,16.116,16.92530059814453,16.289199829101562,16.091999053955078,16.0226993560791,217.78873603583006,74.73777520718319
ZTFD,17.893,16.6421,15.9857,17.831899642944336,16.684200286865234,16.037799835205078,15.732099533081055,245.2710808899946,62.31905159599144
ZTFD,16.4014,16.0273,15.8803,16.414400100708008,16.00149917602539,15.851099967956543,15.806599617004395,263.7533743306101,77.77250617924074
ZTFD,18.6077,17.5455,17.1044,18.59600067138672,17.570999145507812,17.123600006103516,16.931699752807617,264.6589971846673,70.62422584977922
ZTFD,18.957,17.7149,17.0545,18.882400512695312,17.74810028076172,17.107799530029297,16.804000854492188,259.34110048665275,49.438494147973
ZTFD,15.4973,15.0488,14.8789,15.506999969482422,15.02970027923584,14.848199844360352,14.79800033569336,247.44036884412947,77.8779163827023
ZTFD,17.9501,17.084,16.7482,17.9242000579834,17.0935001373291,16.74970054626465,16.593399047851562,263.42806105241925,54.137553700328105
ZTFD,16.7802,16.3747,16.2052,16.794300079345703,16.355199813842773,16.172300338745117,16.121400833129883,257.9500788012296,39.58821094616691
ZTFD,17.783,17.1147,16.8421,17.779499053955078,17.104900360107422,16.839599609375,16.729700088500977,243.2249559656969,56.65497951076103
ZTFD,16.5686,15.7955,15.5114,16.56220054626465,15.80270004272461,15.501899719238281,15.385299682617188,261.14803203288193,60.70575177576669
ZTFD,17.5131,16.8411,16.5994,17.496200561523438,16.856199264526367,16.616100311279297,16.49720001220703,256.3610695137294,55.36461326994292
ZTFD,17.1877,16.656,16.4369,17.1968994140625,16.651199340820312,16.423799514770508,16.349700927734375,251.02095401967236,34.98388965845074
ZTFD,16.6286,16.3241,16.2174,16.643199920654297,16.29170036315918,16.166900634765625,16.15850067138672,256.7200045317976,41.63446074159875
ZTFD,18.4941,17.1718,16.4239,18.388900756835938,17.231000900268555,16.48579978942871,16.14889907836914,225.51610351654585,43.84040810790288
ZTFD,17.5325,16.7171,16.3495,17.53019905090332,16.71769905090332,16.346599578857422,16.17460060119629,229.73795510432845,43.47845001418342
ZTFD,15.9856,15.5476,15.4195,15.996100425720215,15.531700134277344,15.374699592590332,15.336299896240234,260.82111460136133,50.24090747988211
ZTFD,16.8815,16.5493,16.392,16.911300659179688,16.51729965209961,16.35540008544922,16.31719970703125,253.58794327597016,25.359080156415256
ZTFD,16.705,16.1959,16.0444,16.70159912109375,16.17639923095703,15.989299774169922,15.928799629211426,264.921984945575,52.491680116724794
ZTFD,16.6903,16.1772,15.9746,16.699600219726562,16.16550064086914,15.958900451660156,15.880900382995605,259.53484347024175,67.82312742817459
ZTFD,17.4403,16.1465,15.4873,17.40369987487793,16.206199645996094,15.546199798583984,15.251199722290039,264.721040856095,60.92689299983502
ZTFD,17.8846,16.9113,16.4653,17.85219955444336,16.913000106811523,16.479700088500977,16.28969955444336,257.6361435128586,67.81565725129941
ZTFD,18.7897,17.4534,16.6555,18.71980094909668,17.49410057067871,16.728700637817383,16.3799991607666,260.32491891,56.01582328
ZTFD,15.8491,15.4384,15.3032,15.86709976196289,15.410300254821777,15.265600204467773,15.246700286865234,264.0119356285524,36.81985371333956
