survey,ZTFD-g,ZTFD-r,ZTFD-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFD,18.4837,17.39,16.8807,18.490100860595703,17.45170021057129,16.949600219726562,16.716800689697266,255.6599827952166,47.46887306912785
ZTFD,17.0166,16.7165,16.5948,17.038400650024414,16.69700050354004,16.555500030517578,16.53689956665039,252.18106123277397,44.25056149230252
ZTFD,18.9254,17.9277,17.4998,18.893199920654297,17.94659996032715,17.525299072265625,17.34819984436035,252.26097913035855,63.46777565446423
ZTFD,16.2583,15.6693,15.4551,16.268800735473633,15.660599708557129,15.425800323486328,15.326600074768066,262.61710713601394,56.92999525267289
ZTFD,16.6256,16.0193,15.8007,16.6294002532959,16.002700805664062,15.777199745178223,15.693300247192383,236.25893034774776,27.037885908444263
ZTFD,16.6038,16.1932,16.0304,16.61359977722168,16.178699493408203,16.009000778198242,15.961199760437012,264.7880281425715,23.200301537211562
ZTFD,15.4707,15.1808,15.0751,15.500100135803223,15.149200439453125,15.028800010681152,15.013199806213379,256.69907645772105,70.19470499340643
ZTFD,15.9856,15.4045,15.1918,15.990900039672852,15.392000198364258,15.166799545288086,15.086799621582031,264.7689681816644,69.91143086496699
ZTFD,16.6775,16.1389,15.9318,16.679500579833984,16.12849998474121,15.898900032043457,15.820300102233887,239.84293764258217,67.55110409187986
ZTFD,16.8309,15.8654,15.4739,16.819499969482422,15.891200065612793,15.475500106811523,15.294500350952148,242.17898205364173,59.564081458018876
ZTFD,18.4278,17.2279,16.6236,18.35300064086914,17.236900329589844,16.637699127197266,16.361900329589844,230.2859435319526,52.0485832841507
ZTFD,17.5313,16.9837,16.7909,17.588199615478516,16.969900131225586,16.77039909362793,16.700000762939453,251.43209551369526,67.67359199699897
ZTFD,18.1938,17.2135,16.8414,18.173099517822266,17.223800659179688,16.833200454711914,16.675899505615234,263.3600568000071,41.45041751711878
ZTFD,18.2476,17.2227,16.762999999999998,18.29050064086914,17.282400131225586,16.827499389648438,16.595800399780273,254.1549078745486,77.98432231462061
ZTFD,17.2348,16.6351,16.3819,17.21929931640625,16.61669921875,16.35930061340332,16.26810073852539,217.67408215773773,76.9397109388771
ZTFD,17.9751,17.4559,17.27,17.98259925842285,17.41699981689453,17.227399826049805,17.14940071105957,231.18902583435997,56.619997702865
ZTFD,16.7453,16.4605,16.3383,16.769500732421875,16.422399520874023,16.29599952697754,16.279199600219727,257.48389430488265,48.0017306498328
ZTFD,18.7274,17.3957,16.6313,18.678600311279297,17.456300735473633,16.71579933166504,16.385299682617188,257.0720316820693,49.795797301564164
ZTFD,15.8709,15.5543,15.4572,15.897299766540527,15.526399612426758,15.414600372314453,15.40839958190918,257.1038957407057,63.71793185707594
ZTFD,16.4508,15.9057,15.7138,16.46579933166504,15.897000312805176,15.681099891662598,15.614700317382812,227.8210340791694,45.97888083492951
ZTFD,18.1241,17.5322,17.2988,18.114700317382812,17.516000747680664,17.281700134277344,17.20170021057129,263.8519579186744,17.457096262147207
ZTFD,18.9532,17.6079,16.9547,18.908100128173828,17.660900115966797,16.999000549316406,16.714000701904297,262.9769507931216,36.557962822804086
ZTFD,16.6966,16.3114,16.1532,16.718900680541992,16.284099578857422,16.116600036621094,16.068700790405273,249.79598239592454,27.12638147215246
ZTFD,17.2632,16.961,16.8461,17.270999908447266,16.927499771118164,16.794099807739258,16.78030014038086,258.2080201424263,45.87812504867617
ZTFD,16.3921,16.1108,16.0033,16.418399810791016,16.084699630737305,15.962499618530273,15.946499824523926,259.4171456968666,62.46733732232862
ZTFD,17.9352,17.2237,16.9316,17.89929962158203,17.21139907836914,16.925399780273438,16.828899383544922,259.50686153749945,74.6386383601674
ZTFD,16.6673,16.3316,16.206,16.684900283813477,16.31839942932129,16.164600372314453,16.1299991607666,235.40403402748237,76.84086055364278
ZTFD,17.7678,17.4951,17.3282,17.836200714111328,17.45789909362793,17.29319953918457,17.25429916381836,245.79904485098544,56.968802028250444
ZTFD,16.2906,15.9096,15.7731,16.29949951171875,15.881400108337402,15.73639965057373,15.715800285339355,264.09302969543126,39.74698860020537
ZTFD,17.7527,17.2409,17.0355,17.757400512695312,17.21310043334961,17.012300491333008,16.936199188232422,259.7809124848621,39.69931708051289
ZTFD,18.4404,17.0874,16.137,18.388399124145508,17.168899536132812,16.252500534057617,15.835800170898438,258.8429897785315,53.291296958270124
ZTFD,16.8965,16.5912,16.4569,16.895599365234375,16.563100814819336,16.4242000579834,16.383100509643555,237.1719973435676,23.42476034233315
ZTFD,17.4247,16.7615,16.5234,17.418100357055664,16.745800018310547,16.50079917907715,16.397199630737305,232.55419074094362,76.03307634843503
ZTFD,16.3573,16.1712,16.0646,16.37980079650879,16.135299682617188,16.04509925842285,16.050100326538086,251.60894611965074,36.274343968570555
ZTFD,18.8937,17.8986,17.4614,18.8981990814209,17.902000427246094,17.484100341796875,17.28730010986328,228.18296463102243,43.79944356373962
ZTFD,17.6989,17.1278,16.910999999999998,17.696300506591797,17.101499557495117,16.891300201416016,16.804399490356445,263.99806149486903,18.712293218832002
ZTFD,17.311,16.6347,16.3943,17.311100006103516,16.622400283813477,16.373199462890625,16.26849937438965,258.43101827,56.32853487
ZTFD,17.6553,16.3312,15.5107,17.59830093383789,16.389999389648438,15.591400146484375,15.234700202941895,257.6079596794406,31.852695706906793
ZTFD,15.9876,15.6634,15.5521,16.00779914855957,15.634499549865723,15.510100364685059,15.483400344848633,242.37498997391074,77.58641877954028
ZTFD,18.985,17.750999999999998,16.917,18.99920082092285,17.82550048828125,17.005599975585938,16.64069938659668,226.4500859196165,42.23337293438321
ZTFD,17.9338,17.3353,17.1027,17.9242000579834,17.314899444580078,17.090099334716797,17.00149917602539,242.73398121075755,53.115632672081546
ZTFD,17.2728,16.5495,16.2338,17.267200469970703,16.551000595092773,16.23270034790039,16.081199645996094,261.25390793539935,50.67779846003959
ZTFD,17.8997,17.2359,16.973,17.896299362182617,17.2278995513916,16.95330047607422,16.836599349975586,247.4300288480395,40.300774272066285
ZTFD,16.0679,15.5579,15.364,16.07819938659668,15.542900085449219,15.337699890136719,15.274999618530273,239.69581355027435,78.05916654815312
ZTFD,17.8026,16.9277,16.5768,17.792499542236328,16.934900283813477,16.579299926757812,16.419200897216797,239.17205432418166,20.289030384749346
ZTFD,17.5006,16.8884,16.6329,17.500900268554688,16.86520004272461,16.609699249267578,16.504199981689453,261.799933830595,50.1078124172582
ZTFD,15.748,15.4071,15.2733,15.771400451660156,15.367199897766113,15.229499816894531,15.191900253295898,236.25891129452626,37.316306527110896
ZTFD,16.0647,15.7398,15.6163,16.09149932861328,15.713299751281738,15.5733003616333,15.545599937438965,237.47704524677422,27.34600415499953
ZTFD,16.6514,16.3246,16.2164,16.693099975585938,16.290700912475586,16.161300659179688,16.130599975585938,253.14992467536825,58.971706093669255
ZTFD,16.2736,15.9641,15.8518,16.299400329589844,15.9350004196167,15.814200401306152,15.78320026397705,244.7188975952237,60.80990300769625
ZTFD,16.7694,16.1737,15.964,16.781299591064453,16.164600372314453,15.938400268554688,15.859999656677246,260.24705460807695,68.5762053784958
ZTFD,16.4369,16.1281,16.0067,16.474199295043945,16.107999801635742,15.961899757385254,15.955900192260742,236.28795049386503,20.66917829375228
ZTFD,16.2349,15.7906,15.6415,16.245800018310547,15.765999794006348,15.598999977111816,15.56089973449707,256.94305509003016,75.07982744027282
ZTFD,16.8578,16.5226,16.3946,16.869400024414062,16.487499237060547,16.34630012512207,16.323400497436523,263.90012890525696,70.56105838541642
ZTFD,16.2955,15.9372,15.79,16.307199478149414,15.912199974060059,15.757100105285645,15.700499534606934,251.52688393742017,78.32867069856974
ZTFD,17.8457,17.1993,16.9486,17.824100494384766,17.189199447631836,16.932100296020508,16.820199966430664,249.4920019906111,16.698306752197627
ZTFD,16.8723,16.5523,16.4202,16.918699264526367,16.512699127197266,16.37980079650879,16.360300064086914,247.43109438312015,29.084511127398905
ZTFD,16.4799,16.0801,15.9254,16.507200241088867,16.058900833129883,15.892999649047852,15.856499671936035,261.88392065801906,43.768724986261645
ZTFD,18.8492,17.5571,16.8596,18.792200088500977,17.579999923706055,16.91230010986328,16.608299255371094,258.8249032409999,47.407406571522884
ZTFD,17.1004,16.7296,16.5981,17.124799728393555,16.698999404907227,16.54640007019043,16.533000946044922,253.77093090541945,35.68698399215358
ZTFD,17.7361,17.1391,16.8993,17.740800857543945,17.125200271606445,16.882999420166016,16.794599533081055,262.3340292552466,63.313619861099276
ZTFD,16.554000000000002,16.1718,16.0158,16.5625,16.143999099731445,15.980500221252441,15.942299842834473,248.93496845669867,54.72545251806072
ZTFD,17.7436,16.7732,16.4062,17.693199157714844,16.778600692749023,16.40719985961914,16.234800338745117,264.56904488110854,44.67687903379793
ZTFD,18.0729,17.2446,16.9393,18.070600509643555,17.26140022277832,16.935300827026367,16.79829978942871,259.31596179,55.57324001
ZTFD,17.4505,16.7643,16.4704,17.442699432373047,16.760799407958984,16.46269989013672,16.324800491333008,232.28299503811382,25.84309699937588
ZTFD,18.8142,17.6913,17.1952,18.85059928894043,17.743999481201172,17.25119972229004,17.025400161743164,263.59406265217604,52.33959905395601
ZTFD,17.118,16.2907,15.9698,17.099599838256836,16.298099517822266,15.977700233459473,15.836899757385254,256.7670243559445,21.150806010761077
ZTFD,18.0809,17.2272,16.9023,18.08930015563965,17.238500595092773,16.89929962158203,16.75589942932129,254.16791299635966,18.524202332531004
ZTFD,15.9305,15.6411,15.5333,15.968099594116211,15.616999626159668,15.491499900817871,15.477899551391602,244.71493055441906,34.573134138391644
ZTFD,16.3345,15.9322,15.7908,16.35260009765625,15.913399696350098,15.75,15.715100288391113,240.00204229973434,62.65045548890174
ZTFD,17.9943,17.1014,16.6976,17.969999313354492,17.119400024414062,16.69099998474121,16.49489974975586,229.33793157,55.41912268
ZTFD,15.8626,15.5616,15.4256,15.889300346374512,15.534899711608887,15.397600173950195,15.366100311279297,263.28508663883673,57.11702304544612
ZTFD,17.5699,16.7229,16.3804,17.553199768066406,16.72330093383789,16.50309944152832,16.215700149536133,221.3219054273279,68.9339828661782
ZTFD,17.5265,17.2135,17.058,17.588699340820312,17.197500228881836,17.021400451660156,16.976600646972656,257.21193322741743,52.857500529551295
ZTFD,18.3886,17.1896,16.6,18.330900192260742,17.211700439453125,16.643800735473633,16.39349937438965,263.7960210924393,76.8462790737582
ZTFD,18.7597,17.4463,16.7658,18.68899917602539,17.482099533081055,16.846099853515625,16.553800582885742,255.49994435370164,50.16352328870267
ZTFD,16.8093,16.3016,16.1085,16.808900833129883,16.285200119018555,16.06999969482422,15.988900184631348,236.25305585344628,41.89164529756415
ZTFD,16.1326,15.5397,15.3344,16.14539909362793,15.529199600219727,15.305700302124023,15.240699768066406,230.31710044978664,53.062825798699244
ZTFD,17.5674,17.0354,16.842,17.57710075378418,17.033599853515625,16.80929946899414,16.736499786376953,236.98896302223085,54.179847344784875
ZTFD,17.1536,16.6688,16.5028,17.15410041809082,16.635700225830078,16.46139907836914,16.412799835205078,246.89493714717923,70.1625201376877
ZTFD,16.6314,16.3387,16.2399,16.66200065612793,16.29509925842285,16.19260025024414,16.171899795532227,219.89931780670597,77.57922510930412
ZTFD,17.558,16.8138,16.5352,17.534500122070312,16.805500030517578,16.507999420166016,16.377599716186523,226.81310925970325,52.24582240011589
ZTFD,15.2505,15.0515,14.9826,15.27869987487793,15.008700370788574,14.936599731445312,14.94260025024414,251.78004880588338,40.834489581127755
ZTFD,18.1822,17.3618,17.019000000000002,18.19770050048828,17.385799407958984,17.02079963684082,16.882099151611328,236.82996779158324,60.627763398747774
ZTFD,17.5849,16.8148,16.5228,17.602800369262695,16.83679962158203,16.528900146484375,16.434200286865234,255.82200702261378,32.55940097578599
ZTFD,16.9532,16.6874,16.5901,16.97410011291504,16.651199340820312,16.540300369262695,16.528400421142578,245.7459567655897,39.09845239712424
ZTFD,17.4489,17.1415,17.0083,17.472700119018555,17.108400344848633,16.969499588012695,16.939300537109375,224.85692491059305,27.109397601755894
ZTFD,16.2757,15.9132,15.7711,16.29199981689453,15.881799697875977,15.738800048828125,15.694199562072754,260.573048794297,62.71087841321528
ZTFD,16.8165,16.3609,16.1638,16.82859992980957,16.341899871826172,16.137500762939453,16.056400299072266,258.4970158723476,31.797634200142596
ZTFD,17.5206,17.0241,16.8259,17.51569938659668,16.999900817871094,16.808000564575195,16.738300323486328,263.56807412,55.44896771
ZTFD,17.957,17.3684,17.187,17.93470001220703,17.339799880981445,17.087900161743164,16.990299224853516,255.8780309599843,50.6833866020936
ZTFD,18.5895,17.3405,16.8089,18.55590057373047,17.37339973449707,16.806100845336914,16.54599952697754,255.34907782809543,43.23849771896913
ZTFD,18.8688,17.5171,16.4443,18.82349967956543,17.600000381469727,16.575300216674805,16.112199783325195,245.68706927536417,30.502855534815023
ZTFD,16.6483,16.311,16.1725,16.666900634765625,16.278600692749023,16.121999740600586,16.085399627685547,250.2559304583722,18.13047827469548
ZTFD,17.0134,16.3927,16.1415,17.014699935913086,16.389299392700195,16.11050033569336,16.00749969482422,223.31991355707393,68.16078403210373
ZTFD,18.0052,17.1644,16.8343,17.984399795532227,17.164499282836914,16.822500228881836,16.673900604248047,236.92191928305877,76.9808228573401
ZTFD,18.9145,17.5725,16.6795,18.853900909423828,17.60610008239746,16.766300201416016,16.38409996032715,234.9408890704154,75.65177103515163
ZTFD,17.0598,16.1934,15.8002,17.023700714111328,16.177400588989258,15.800399780273438,15.63070011138916,260.63528972043474,76.99044455441297
ZTFD,16.495,16.0169,15.8354,16.482999801635742,15.99489974975586,15.805500030517578,15.751299858093262,248.74896903732852,59.271820368205994
ZTFD,18.2487,17.0346,16.461,18.240999221801758,17.08209991455078,16.508399963378906,16.255399703979492,237.3810656566741,39.39543416019866
ZTFD,18.1138,17.6398,17.4301,18.12529945373535,17.619300842285156,17.41309928894043,17.350900650024414,249.55899179358832,35.03228575053646
ZTFD,16.3584,16.038,15.8977,16.39229965209961,16.012800216674805,15.850199699401855,15.80620002746582,251.8329723123494,50.94322382228919
ZTFD,16.5584,15.9937,15.8134,16.56089973449707,15.985400199890137,15.772899627685547,15.71500015258789,240.56293803668055,46.78947995364903
ZTFD,16.3526,15.9238,15.763,16.366899490356445,15.907600402832031,15.733400344848633,15.684499740600586,249.0169484251676,47.00363335906569
ZTFD,17.6693,16.895,16.5754,17.66550064086914,16.891599655151367,16.563499450683594,16.427000045776367,232.84399566127578,53.874483401518255
ZTFD,18.1279,16.9604,16.3659,18.10460090637207,17.004199981689453,16.41790008544922,16.157899856567383,241.77700367069235,42.564489297783666
ZTFD,17.3253,16.8236,16.6576,17.345399856567383,16.802499771118164,16.61639976501465,16.572099685668945,246.67698492591379,30.2073554686173
ZTFD,16.4774,16.0261,15.8354,16.49180030822754,16.010900497436523,15.81410026550293,15.739800453186035,252.18006167782113,24.73856260789581
ZTFD,17.1961,15.9515,15.3129,17.159400939941406,15.975700378417969,15.337300300598145,15.054800033569336,229.13209022025868,56.58556901096595
ZTFD,16.2404,15.8013,15.6197,16.241600036621094,15.772199630737305,15.58080005645752,15.51830005645752,258.52702881067944,69.8476302863868
ZTFD,18.1402,16.7949,15.9253,18.076000213623047,16.85849952697754,16.024099349975586,15.651900291442871,260.2460783264616,46.316446580668696
ZTFD,16.9943,16.7664,16.6703,17.01490020751953,16.73419952392578,16.6200008392334,16.61210060119629,236.24411935851037,53.702295577222245
ZTFD,16.6116,16.1107,15.9317,16.627300262451172,16.09440040588379,15.899700164794922,15.842300415039062,245.07800045292302,38.25863069809995
ZTFD,16.5215,16.1271,15.9569,16.535400390625,16.102500915527344,15.932900428771973,15.883099555969238,249.1260169735388,16.883209716771045
ZTFD,18.215,17.5994,17.3598,18.21739959716797,17.573999404907227,17.329500198364258,17.232200622558594,251.75089734764745,62.41948818435403
ZTFD,18.8411,17.9712,17.5307,18.79990005493164,17.97410011291504,17.530099868774414,17.315200805664062,260.06702722462796,23.6023419784
ZTFD,18.4721,17.2742,16.6782,18.429899215698242,17.30190086364746,16.73699951171875,16.447999954223633,257.29515856903885,68.0960007892078
ZTFD,17.0977,16.3725,16.1188,17.088600158691406,16.378700256347656,16.091899871826172,15.97439956665039,256.68599609774697,57.360389318201236
ZTFD,17.0928,16.7734,16.6407,17.09760093688965,16.743099212646484,16.597000122070312,16.578899383544922,259.87998458565926,29.894221383949507
ZTFD,16.1332,15.5883,15.3902,16.132699966430664,15.580100059509277,15.370400428771973,15.304900169372559,257.5079774260152,28.48530999596975
ZTFD,18.9502,17.5066,16.8476,18.652999877929688,17.54759979248047,16.867799758911133,16.562000274658203,246.14099277479136,58.632995171576155
ZTFD,17.7697,16.4831,15.7527,17.723100662231445,16.536399841308594,15.819600105285645,15.509900093078613,238.2679056823174,54.503410554381425
ZTFD,16.4057,16.0464,15.9199,16.430200576782227,16.015899658203125,15.868900299072266,15.835000038146973,230.0560307146975,40.12533957359878
ZTFD,14.8696,14.5415,14.4235,14.89050006866455,14.509400367736816,14.386699676513672,14.367899894714355,257.1329612447588,47.40937959511587
ZTFD,18.8589,17.8717,17.46,18.82699966430664,17.875,17.46660041809082,17.263700485229492,256.84513630450755,63.04423868646092
ZTFD,17.7108,16.7233,16.3365,17.68280029296875,16.740800857543945,16.34760093688965,16.170900344848633,264.02189857170856,37.7980923260655
ZTFD,16.1542,15.8411,15.7201,16.167699813842773,15.812700271606445,15.686200141906738,15.644700050354004,225.43505265978197,78.00621063240753
ZTFD,17.4305,16.7522,16.4579,17.433799743652344,16.74340057373047,16.445600509643555,16.31399917602539,246.23691946691247,30.359389970559274
ZTFD,16.8669,16.5652,16.4462,16.90089988708496,16.535400390625,16.393600463867188,16.37220001220703,242.1150572794568,29.291477497152773
ZTFD,16.7849,16.5408,16.4199,16.825700759887695,16.492599487304688,16.346900939941406,16.340499877929688,214.08395969038307,28.683578101085892
ZTFD,16.152,15.59,15.3628,16.162900924682617,15.577199935913086,15.34280014038086,15.274399757385254,233.19008028606922,19.44470433534097
ZTFD,17.3178,16.834,16.6435,17.33289909362793,16.81529998779297,16.621700286865234,16.552099227905273,249.41399580685174,24.685716799535292
ZTFD,18.4033,17.4597,17.035999999999998,18.35260009765625,17.46540069580078,17.057600021362305,16.872900009155273,264.9750563712452,31.648012785604234
ZTFD,18.9482,17.8349,17.2678,18.931499481201172,17.86549949645996,17.337400436401367,17.061800003051758,243.17198013225976,23.299448589902724
ZTFD,17.0003,16.0856,15.6485,16.988399505615234,16.09760093688965,15.666099548339844,15.466699600219727,264.5050391044898,69.14094000331572
ZTFD,16.2735,15.7455,15.5462,16.288999557495117,15.733599662780762,15.51729965209961,15.441399574279785,263.5299636474175,76.87741144096468
ZTFD,17.1941,16.9263,16.8572,17.223800659179688,16.88990020751953,16.774900436401367,16.767200469970703,252.4670001878745,58.88103918422364
ZTFD,16.4884,15.8541,15.6314,16.476200103759766,15.8503999710083,15.614899635314941,15.525799751281738,242.10609190163686,40.99760399687337
ZTFD,17.095,16.4657,16.2049,17.091999053955078,16.45599937438965,16.200000762939453,16.104799270629883,262.278071729143,28.2568275485744
ZTFD,17.2453,16.9391,16.8073,17.25550079345703,16.901500701904297,16.769800186157227,16.73430061340332,260.58693247895746,26.497212559058184
