survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFD,18.3687,17.3977,17.0266,18.353700637817383,17.41200065612793,17.024999618530273,16.86750030517578,238.15106970047609,47.47656161545407
ZTFD,17.6735,17.2123,17.0182,17.669300079345703,17.193599700927734,17.02750015258789,16.98740005493164,241.56103961070272,57.35385124366536
ZTFD,15.8855,15.5555,15.4183,15.89579963684082,15.526800155639648,15.378100395202637,15.330599784851074,252.8130331805121,59.88272228816273
ZTFD,16.3341,15.2722,14.8425,16.320999145507812,15.28689956665039,14.85990047454834,14.679400444030762,252.65293882460102,54.98059442918523
ZTFD,18.7578,17.3844,16.4277,18.684099197387695,17.4606990814209,16.541799545288086,16.11709976196289,252.4710350788471,32.5677008581847
ZTFD,18.3997,17.2152,16.6389,18.374000549316406,17.273500442504883,16.685699462890625,16.4064998626709,224.69987356494036,69.61536113958694
ZTFD,17.4681,16.9425,16.7479,17.477699279785156,16.921199798583984,16.70639991760254,16.63010025024414,264.0070845964157,54.97575142379224
ZTFD,17.697,17.007,16.7376,17.689599990844727,17.01140022277832,16.752099990844727,16.65730094909668,233.82803844130714,37.44950215861592
ZTFD,17.3455,16.7912,16.5918,17.346399307250977,16.768600463867188,16.556299209594727,16.478900909423828,240.90903765637788,53.91226025489497
ZTFD,15.9465,15.6759,15.5732,15.955400466918945,15.641200065612793,15.540300369262695,15.510100364685059,241.6909856233717,39.52702673181065
ZTFD,16.811,16.4461,16.3173,16.829999923706055,16.428499221801758,16.27079963684082,16.23889923095703,257.4589096300605,30.058788547107604
ZTFD,16.9844,16.4855,16.2943,16.99489974975586,16.473899841308594,16.261499404907227,16.18589973449707,231.65306451974357,26.990849761017824
ZTFD,17.671,17.1327,16.9205,17.667299270629883,17.11090087890625,16.897600173950195,16.810699462890625,248.79900806933887,19.005188265068096
ZTFD,18.7611,17.5003,16.8841,18.699899673461914,17.528499603271484,16.938899993896484,16.664600372314453,218.43816774928533,76.82812217470651
ZTFD,16.9215,15.9995,15.6105,16.896299362182617,16.014400482177734,15.617300033569336,15.454299926757812,240.43807858777845,63.62817257420057
ZTFD,17.602,17.1785,16.845,17.6033992767334,17.082799911499023,16.842100143432617,16.737699508666992,255.5000314286962,32.42939472096461
ZTFD,18.0067,16.7014,15.9725,17.95560073852539,16.756399154663086,16.033700942993164,15.72029972076416,255.75802289680868,70.20964827503117
ZTFD,15.5693,15.2046,15.0743,15.581100463867188,15.176199913024902,15.030200004577637,14.993200302124023,247.37095273565765,52.64185206035398
ZTFD,18.6612,17.574,17.0565,18.62619972229004,17.57670021057129,17.07900047302246,16.852500915527344,256.79206765401307,60.96716748586708
ZTFD,17.7078,17.1711,16.9421,17.70549964904785,17.141300201416016,16.92569923400879,16.84480094909668,260.33190204212593,61.375600526444785
ZTFD,17.4329,17.1183,16.9841,17.49329948425293,17.079599380493164,16.934900283813477,16.891700744628906,242.34492642,55.67754237
ZTFD,17.7664,16.9086,16.5655,17.75790023803711,16.892200469970703,16.556699752807617,16.42729949951172,261.721978584579,75.19664449630154
ZTFD,17.2196,16.723,16.5128,17.22410011291504,16.709999084472656,16.481199264526367,16.392099380493164,256.577006086017,21.15328590063325
ZTFD,16.3918,15.9296,15.7637,16.40329933166504,15.909199714660645,15.740300178527832,15.680500030517578,241.29397943550146,58.53076271318617
ZTFD,16.904,16.444000000000003,16.2478,16.91950035095215,16.40959930419922,16.219600677490234,16.17970085144043,258.7967978874602,69.9742704153055
ZTFD,16.2852,15.4638,15.1639,16.273399353027344,15.469499588012695,15.156299591064453,15.027299880981445,247.86620490390828,76.34348363896639
ZTFD,18.2375,16.8731,15.8642,18.18600082397461,16.929399490356445,15.975899696350098,15.556300163269043,264.23395622092875,22.982525039166777
ZTFD,16.8586,16.2646,16.0089,16.864299774169922,16.257299423217773,15.98740005493164,15.879400253295898,240.37608519931092,67.36105418611618
ZTFD,17.4783,17.1087,16.9848,17.489500045776367,17.09040069580078,16.93589973449707,16.910900115966797,248.73200819276497,41.646482332254116
ZTFD,16.9851,16.2392,15.9923,16.97480010986328,16.241199493408203,15.978099822998047,15.868599891662598,257.34816287165853,68.31352249515969
ZTFD,16.8988,16.2859,16.0861,16.901599884033203,16.276500701904297,16.05970001220703,15.995800018310547,226.70107494091985,70.60739334810476
ZTFD,16.6362,16.0614,15.8441,16.65570068359375,16.051700592041016,15.818499565124512,15.738200187683105,259.18191957048424,38.99812872867682
ZTFD,18.2263,17.6336,17.410999999999998,18.209299087524414,17.62540054321289,17.3843994140625,17.2814998626709,248.94806761605025,39.21261271963742
ZTFD,18.9925,17.7599,17.1676,18.965900421142578,17.80900001525879,17.2268009185791,16.96579933166504,256.52286740503575,66.83536509977739
ZTFD,17.7242,16.8759,16.5313,17.701000213623047,16.875,16.529300689697266,16.37929916381836,252.43889455248382,47.35846635393762
ZTFD,17.0487,16.553,16.3689,17.056400299072266,16.539600372314453,16.343900680541992,16.272899627685547,263.02497770645357,39.31085193409655
ZTFD,15.7651,15.4488,15.3317,15.780599594116211,15.411700248718262,15.287099838256836,15.264900207519531,246.99795294718922,23.557816176839033
ZTFD,16.5466,15.5051,15.0327,16.531600952148438,15.532099723815918,15.060099601745605,14.849800109863281,255.04900236682613,23.984540115500195
ZTFD,16.2223,15.7115,15.5055,16.238500595092773,15.697400093078613,15.493499755859375,15.421899795532227,262.687966815412,27.29891220918634
ZTFD,16.9724,16.2882,15.9932,16.98189926147461,16.29170036315918,15.99590015411377,15.854599952697754,221.95506674204103,78.20447928299853
ZTFD,16.9051,16.5925,16.4782,16.92259979248047,16.56920051574707,16.43549919128418,16.41510009765625,249.60797167693863,34.64822109987469
ZTFD,16.8837,16.1043,15.8199,16.875600814819336,16.109899520874023,15.815199851989746,15.694700241088867,256.1368168430123,77.78212285555715
ZTFD,18.8545,17.5118,16.6509,18.769699096679688,17.566299438476562,16.732099533081055,16.366100311279297,249.18804428498305,47.09672434640174
ZTFD,18.0556,17.2224,16.8964,18.047500610351562,17.224199295043945,16.873199462890625,16.72439956665039,239.38293642417446,57.141664908122095
ZTFD,17.7842,16.7898,16.3515,17.763099670410156,16.80590057373047,16.366600036621094,16.175100326538086,249.33200892732785,31.982366609693027
ZTFD,17.7769,17.0473,16.7738,17.771900177001953,17.040700912475586,16.74340057373047,16.607999801635742,252.10393506473847,58.2379476468073
ZTFD,17.5876,17.0561,16.8487,17.587299346923828,17.043699264526367,16.819599151611328,16.76300048828125,242.12807628,56.37147265
ZTFD,16.3409,15.5518,15.2741,16.32550048828125,15.550999641418457,15.263999938964844,15.15939998626709,252.577908327483,48.66961513087846
ZTFD,18.0206,16.6898,15.8491,17.97879981994629,16.747400283813477,15.939299583435059,15.565400123596191,219.18494297543253,32.465601623717845
ZTFD,18.8368,17.6603,17.0613,18.863399505615234,17.723499298095703,17.150299072265625,16.86709976196289,248.52293431372755,58.79518921737884
ZTFD,16.7623,16.4044,16.2832,16.77389907836914,16.358299255371094,16.2322998046875,16.21470069885254,241.84202026529616,54.284694541225015
ZTFD,16.4234,15.7679,15.5375,16.431900024414062,15.763199806213379,15.499199867248535,15.4128999710083,230.50213165167193,53.842817707244684
ZTFD,17.289,16.6571,16.3518,17.29450035095215,16.649200439453125,16.35700035095215,16.220600128173828,238.12193453106732,31.198898281842986
ZTFD,18.627,17.5729,17.0759,18.635099411010742,17.553499221801758,17.093000411987305,16.88479995727539,219.0840363309881,31.87394477023556
ZTFD,17.9278,16.6667,16.0394,17.889400482177734,16.71769905090332,16.09819984436035,15.815299987792969,264.73306362419294,34.253048453960425
ZTFD,17.7193,17.1683,16.9235,17.714000701904297,17.139799118041992,16.899499893188477,16.797300338745117,254.43392583554166,20.393486279845753
ZTFD,17.4007,16.3842,16.012,17.39229965209961,16.3966007232666,15.998000144958496,15.827500343322754,242.43203322080967,50.61384105619858
ZTFD,18.4297,17.3652,16.8038,18.379499435424805,17.38789939880371,16.851699829101562,16.591699600219727,238.5298967248392,47.122223730438954
ZTFD,18.3875,17.0708,16.3041,18.298900604248047,17.12030029296875,16.38290023803711,16.062999725341797,233.75408106768703,45.52166065549781
ZTFD,16.0053,15.3391,15.0888,16.00659942626953,15.32129955291748,15.07229995727539,14.982600212097168,263.01702772666465,40.94446763226425
ZTFD,18.5286,17.3676,16.8388,18.520299911499023,17.410999298095703,16.896400451660156,16.659299850463867,253.43110133791876,59.450265331253945
ZTFD,17.9526,17.3051,17.0808,17.952299118041992,17.30699920654297,17.06089973449707,16.97209930419922,260.0662182143292,74.77393804968435
ZTFD,17.906,17.4503,17.2496,17.917600631713867,17.427600860595703,17.213699340820312,17.146900177001953,241.10997167314557,55.41732735378693
ZTFD,17.2146,16.6894,16.4874,17.204999923706055,16.675399780273438,16.46190071105957,16.38629913330078,243.39397750607978,25.201040017991
ZTFD,16.082,15.7648,15.6598,16.11240005493164,15.733499526977539,15.610600471496582,15.58329963684082,225.91291821524246,62.3591664196777
ZTFD,18.945999999999998,17.7412,17.1901,18.910600662231445,17.774099349975586,17.217899322509766,16.966400146484375,249.92600363580564,27.835922114977233
ZTFD,18.5831,17.2952,16.477,18.531700134277344,17.31599998474121,16.555200576782227,16.213699340820312,241.79494125577776,57.533784756320735
ZTFD,18.7873,17.6581,17.1868,18.73200035095215,17.675399780273438,17.209400177001953,17.017499923706055,261.8758998328552,69.70533704676551
ZTFD,18.2663,16.9311,15.9536,18.21419906616211,17.015399932861328,16.069900512695312,15.65429973602295,218.66979851155475,75.7533494416986
ZTFD,15.7209,15.3273,15.1607,15.738200187683105,15.305800437927246,15.131699562072754,15.069299697875977,233.81802774288857,43.2446897031383
ZTFD,17.8823,17.2321,16.9956,17.895200729370117,17.225099563598633,16.96579933166504,16.86280059814453,251.90605666233924,16.85962890320105
ZTFD,16.3418,16.1489,16.0684,16.36520004272461,16.10700035095215,16.01110076904297,16.01219940185547,255.1189857457443,45.14941474287313
ZTFD,15.7459,15.3974,15.2829,15.764900207519531,15.367500305175781,15.235600471496582,15.215999603271484,252.67514541454014,55.21749738448535
ZTFD,17.226,16.8783,16.7319,17.24650001525879,16.847700119018555,16.67770004272461,16.637399673461914,232.25691853312134,25.918733865309154
ZTFD,17.7231,17.226,17.0216,17.734800338745117,17.212900161743164,16.988000869750977,16.907400131225586,229.72099059771406,20.368414758432408
ZTFD,16.0389,15.6334,15.5036,16.05120086669922,15.614100456237793,15.441200256347656,15.396300315856934,216.6249786860687,21.20205188329225
ZTFD,18.1643,17.2778,16.9806,18.149099349975586,17.281600952148438,16.961999893188477,16.823699951171875,232.51704988708045,65.84236654682529
ZTFD,16.5398,16.2057,16.0889,16.563899993896484,16.181299209594727,16.032699584960938,16.005199432373047,226.60303532541477,52.23343306958087
ZTFD,17.9861,17.0547,16.6274,17.943599700927734,17.05150032043457,16.656299591064453,16.46030044555664,264.8589574258171,30.717550152034857
ZTFD,17.6533,17.3459,17.2291,17.664199829101562,17.312400817871094,17.181100845336914,17.13719940185547,253.87299859987766,54.25102233214756
ZTFD,16.6417,16.329,16.2186,16.664499282836914,16.29759979248047,16.159099578857422,16.131999969482422,222.04503992526077,24.306550275791043
ZTFD,17.9434,17.3461,17.1534,17.962799072265625,17.339000701904297,17.11280059814453,17.011699676513672,239.69095464333168,41.98401993917628
ZTFD,18.3196,17.2563,16.7708,18.28179931640625,17.27199935913086,16.79840087890625,16.574499130249023,225.7629464506325,20.416012918765464
ZTFD,17.1963,15.9405,15.2829,17.159400939941406,15.975700378417969,15.337300300598145,15.054800033569336,229.13209022025868,56.58556901096595
ZTFD,18.0854,17.2974,16.9922,18.057899475097656,17.28380012512207,16.98780059814453,16.881799697875977,234.62898593022445,59.549096822849904
ZTFD,17.2066,16.3508,16.0525,17.176799774169922,16.355899810791016,16.035200119018555,15.918800354003906,256.36199853490746,58.388219444117155
ZTFD,16.3477,15.2726,14.8425,16.320999145507812,15.28689956665039,14.85990047454834,14.679400444030762,252.65293882460102,54.98059442918523
ZTFD,17.0766,16.7211,16.5983,17.097200393676758,16.69580078125,16.549699783325195,16.513700485229492,246.55304424152976,18.637149962313135
ZTFD,16.5648,16.3052,16.1905,16.59239959716797,16.273300170898438,16.14780044555664,16.132699966430664,262.8968924403969,53.51751834511754
ZTFD,16.3452,16.0583,15.9602,16.37019920349121,16.03070068359375,15.906299591064453,15.87660026550293,257.30695059515523,51.7287687743416
ZTFD,16.8664,16.5294,16.4082,16.878000259399414,16.515199661254883,16.381099700927734,16.367300033569336,263.87000915406435,70.98922118623217
ZTFD,18.1848,16.9785,16.4375,18.14940071105957,17.01020050048828,16.468000411987305,16.208499908447266,264.817144698278,57.935008389919034
ZTFD,16.1609,15.3791,15.0935,16.16200065612793,15.384900093078613,15.084199905395508,14.965900421142578,254.26598757116918,26.269959124217234
ZTFD,18.2076,17.5209,17.3304,18.225200653076172,17.569400787353516,17.319799423217773,17.222400665283203,237.99205501273062,75.99209362943984
ZTFD,16.6969,16.4175,16.2861,16.72089958190918,16.38680076599121,16.24519920349121,16.2189998626709,231.87006895250104,48.22201468808372
ZTFD,16.9095,16.2276,15.9937,16.909500122070312,16.21109962463379,15.963199615478516,15.8725004196167,242.17392707285123,45.56316029327074
ZTFD,17.2601,16.8467,16.6762,17.253999710083008,16.822900772094727,16.638599395751953,16.589799880981445,213.771024685373,40.16747941843654
ZTFD,16.2918,15.8643,15.7358,16.287900924682617,15.837900161743164,15.678400039672852,15.624099731445312,260.4309897296311,59.205021561766706
ZTFD,18.4779,17.9219,17.6825,18.440799713134766,17.877700805664062,17.642099380493164,17.518800735473633,241.50826199286828,75.12170063951935
ZTFD,17.5845,16.5287,16.0714,17.60110092163086,16.555299758911133,16.09939956665039,15.908300399780273,263.8390293428408,35.54853634716304
ZTFD,17.5242,16.8524,16.5668,17.507999420166016,16.83180046081543,16.559200286865234,16.44580078125,260.5792120764757,76.6105062662868
ZTFD,17.7335,17.1851,16.9621,17.728500366210938,17.185300827026367,16.952699661254883,16.86870002746582,262.57089883134387,75.25611610478391
ZTFD,17.637999999999998,16.999000000000002,16.7833,17.63640022277832,17.00119972229004,16.76799964904785,16.678699493408203,246.0220588953663,46.4801821301668
ZTFD,16.7781,16.567,16.5056,16.79050064086914,16.55150032043457,16.455299377441406,16.45170021057129,231.93196263607192,48.495285642687875
ZTFD,18.8487,17.4985,16.6203,18.74880027770996,17.560300827026367,16.726699829101562,16.342100143432617,247.1910751097671,22.753392068793787
ZTFD,17.7083,16.7354,16.3476,17.703100204467773,16.738000869750977,16.335800170898438,16.15250015258789,253.56209447327313,58.81224583089381
ZTFD,17.3773,16.3771,16.000999999999998,17.33799934387207,16.384599685668945,16.00279998779297,15.839699745178223,237.33769242984488,76.601461057835
ZTFD,18.1509,17.5141,17.2487,18.143999099731445,17.508399963378906,17.22599983215332,17.109500885009766,258.5849263219402,33.0129239577219
ZTFD,15.849,15.4554,15.3095,15.863300323486328,15.430100440979004,15.27929973602295,15.236100196838379,261.79192577394923,59.91445391950924
ZTFD,16.4317,16.0476,15.9006,16.440099716186523,16.019699096679688,15.862600326538086,15.82979965209961,255.47595854748255,49.44077256944081
ZTFD,18.0456,17.3968,17.1265,18.031700134277344,17.393199920654297,17.11240005493164,16.986600875854492,263.7630783751259,35.94269619757089
ZTFD,18.0532,17.0259,16.5944,18.0221004486084,17.0403995513916,16.596799850463867,16.415800094604492,221.39114260813372,70.38395931734635
ZTFD,17.8617,17.0425,16.7729,17.85689926147461,17.03569984436035,16.746000289916992,16.627300262451172,217.9590006536243,37.01329167876663
ZTFD,16.986,16.5189,16.3845,16.9960994720459,16.51729965209961,16.339099884033203,16.294200897216797,255.51012642929106,64.48599300841545
ZTFD,18.4192,17.3006,16.7442,18.446199417114258,17.364700317382812,16.84779930114746,16.62299919128418,262.84104755143113,54.7095358365774
ZTFD,15.7274,15.2959,15.1545,15.74370002746582,15.273699760437012,15.114500045776367,15.069700241088867,255.1481498471532,57.34550709915302
ZTFD,16.1134,15.7563,15.5977,16.13319969177246,15.72439956665039,15.560600280761719,15.504199981689453,251.70307124305887,57.18148633057474
ZTFD,17.7467,17.3918,17.2715,17.749799728393555,17.34760093688965,17.223600387573242,17.191099166870117,232.4149241142178,41.87265815725308
ZTFD,18.4727,17.5032,17.0675,18.487699508666992,17.507099151611328,17.08289909362793,16.87649917602539,255.0930242647338,67.76197942243495
ZTFD,17.4112,16.5911,16.2941,17.39389991760254,16.593599319458008,16.300899505615234,16.164199829101562,212.5100309357668,61.24164112670044
ZTFD,17.7965,17.1843,16.9524,17.805099487304688,17.16320037841797,16.94070053100586,16.84939956665039,241.47797485130374,63.467869771433975
ZTFD,16.8615,16.2646,16.0089,16.864299774169922,16.257299423217773,15.98740005493164,15.879400253295898,240.37608519931092,67.36105418611618
ZTFD,16.5958,15.7281,15.4085,16.582000732421875,15.730600357055664,15.396400451660156,15.264800071716309,223.75402427631866,22.346332363371374
ZTFD,18.3381,17.7691,17.5302,18.362499237060547,17.732900619506836,17.50309944152832,17.409000396728516,233.87289651049932,51.42723110625723
ZTFD,17.4851,16.4504,16.0725,17.41469955444336,16.466400146484375,16.079099655151367,15.904500007629395,248.00612134476134,61.792353270738076
ZTFD,17.3391,16.9937,16.8542,17.341899871826172,16.96269989013672,16.823200225830078,16.792400360107422,225.11300532011543,36.20762853597625
ZTFD,17.0841,16.4773,16.2444,17.08449935913086,16.469100952148438,16.23590087890625,16.14419937133789,252.57594022782862,28.818042431718755
ZTFD,17.4668,16.3903,15.9327,17.439800262451172,16.416400909423828,15.960100173950195,15.758299827575684,240.39393565948677,67.78158052475081
ZTFD,18.9004,17.9861,17.6053,18.89299964904785,17.99489974975586,17.625200271606445,17.462600708007812,254.1209330957013,29.42408996464636
ZTFD,17.1759,16.7514,16.6108,17.181100845336914,16.73069953918457,16.569400787353516,16.519500732421875,248.82701135461733,29.553067904321665
ZTFD,18.6856,17.4991,16.9003,18.667800903320312,17.562000274658203,16.972999572753906,16.712799072265625,249.69198068766983,32.555270533935044
ZTFD,17.1784,16.721,16.5169,17.181900024414062,16.697399139404297,16.494199752807617,16.428800582885742,250.68192824526668,44.809104602007125
ZTFD,16.9094,16.5508,16.4432,16.917400360107422,16.52090072631836,16.397499084472656,16.364999771118164,224.7609857277813,41.01693313675385
ZTFD,16.4402,15.9734,15.8201,16.447799682617188,15.94909954071045,15.782699584960938,15.738300323486328,258.1979615371165,63.893065493461535
ZTFD,17.2893,16.8644,16.6853,17.29199981689453,16.83609962463379,16.642900466918945,16.58449935913086,256.9818924018173,70.70124536730242
ZTFD,16.7498,16.2837,16.1021,16.75510025024414,16.267900466918945,16.08530044555664,16.020599365234375,247.95211547256608,57.967152656543654
ZTFD,17.4152,17.012,16.85,17.419700622558594,16.982500076293945,16.81279945373535,16.75160026550293,243.4340762407226,40.00306461563009
ZTFD,16.2356,15.9402,15.8391,16.258899688720703,15.918800354003906,15.792900085449219,15.777899742126465,238.97603174132806,43.96627594545224
ZTFD,16.6901,16.2089,16.0322,16.66790008544922,16.189300537109375,15.984999656677246,15.925800323486328,256.2570394169951,29.861055720522735
ZTFD,18.7159,17.5885,17.1046,18.700599670410156,17.598499298095703,17.1289005279541,16.905399322509766,254.2069709642673,49.08743778937464
ZTFD,15.4969,15.2159,15.1589,15.515999794006348,15.213800430297852,15.112199783325195,15.120699882507324,260.3871307817657,63.687558538807636
ZTFD,16.2681,15.9421,15.8237,16.299400329589844,15.913200378417969,15.777999877929688,15.758999824523926,245.0829607061479,61.62621339827112
ZTFD,17.6207,16.2496,15.3857,17.588499069213867,16.30769920349121,15.47070026397705,15.077199935913086,241.75006283561976,21.287085871201636
ZTFD,17.0276,16.4946,16.4098,17.037900924682617,16.551799774169922,16.3789005279541,16.335500717163086,247.14904348687082,70.85230066386127
ZTFD,18.8808,17.8096,17.3685,18.776500701904297,17.809600830078125,17.385900497436523,17.181299209594727,252.45594164307263,44.62685224845565
ZTFD,15.1697,14.8145,14.6978,15.19950008392334,14.798600196838379,14.649299621582031,14.630800247192383,255.81289251053045,66.11071585705206
ZTFD,18.6518,17.4739,16.8377,18.66360092163086,17.507600784301758,16.894699096679688,16.61359977722168,222.69600265585794,67.88018201246594
ZTFD,18.3175,17.7081,17.4757,18.318199157714844,17.704599380493164,17.44300079345703,17.352500915527344,239.88697687692562,39.45359948381816
