survey,NICKEL2-B,NICKEL2-V,NICKEL2-R,NICKEL2-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
NICKEL2,15.273943,14.300816,13.690515,13.088719,14.582500457763672,13.863100051879883,13.613699913024902,13.526200294494629,182.04883618,65.20134351
NICKEL2,16.126307,15.3183365,14.808106,14.257234,15.53439998626709,14.963000297546387,14.744500160217285,14.639300346374512,182.04696055,65.16362366
NICKEL2,16.812918,16.062746,15.58738,15.086842,16.57939910888672,15.964300155639648,15.623600006103516,15.413800239562988,182.05284964,65.17133478
NICKEL2,14.946972,14.30795,13.899406,13.475165,14.446700096130371,14.030200004577637,13.90530014038086,13.871999740600586,227.29524533,-11.35246835
NICKEL2,16.099546,15.467998,15.063936,14.62579,15.608599662780762,15.209500312805176,15.071999549865723,15.026200294494629,227.31422414,-11.35641917
NICKEL2,16.747442,15.88054,15.334678,14.782456,16.126699447631836,15.50100040435791,15.270600318908691,15.162300109863281,227.28713836,-11.3474326
NICKEL2,15.916543,15.079649,14.551943,13.98165,15.310600280761719,14.711000442504883,14.473699569702148,14.371899604797363,235.08054243,11.36871343
NICKEL2,16.326656,15.531535,15.029063,14.531598,15.749199867248535,15.194499969482422,15.013899803161621,14.943099975585938,235.06477828,11.39175974
NICKEL2,17.20453,16.508894,16.06635,15.576185,16.692899703979492,16.212799072265625,16.047199249267578,15.984399795532227,235.02788713,11.34059592
NICKEL2,18.069086,17.117435,16.520185,15.938132,17.39929962158203,16.692899703979492,16.45039939880371,16.350799560546875,235.07106344,11.3771801
NICKEL2,17.223835,16.717054,16.387617,15.981231,16.819900512695312,16.532899856567383,16.41069984436035,16.398399353027344,20.06980329,3.45148363
NICKEL2,15.4835615,14.744085,14.275165,13.729698,14.934200286865234,14.42770004272461,14.193699836730957,14.107199668884277,101.03213128,12.41231711
NICKEL2,16.531141,15.452664,14.778192,14.025711,15.78030014038086,14.954299926757812,14.55210018157959,14.351099967956543,101.00894635,12.42432321
NICKEL2,17.16519,16.412878,15.936223,15.378061,16.609800338745117,16.088300704956055,15.848799705505371,15.756500244140625,101.02859684,12.38567325
NICKEL2,17.497372,16.543571,15.945018,15.278203,16.82040023803711,16.112699508666992,15.7878999710083,15.633899688720703,100.99638768,12.42003383
NICKEL2,17.514164,16.622602,16.061804,15.423757,16.882200241088867,16.229900360107422,15.928999900817871,15.791799545288086,101.01883068,12.39654888
NICKEL2,17.80118,17.232958,16.863693,16.42378,17.376399993896484,17.022300720214844,16.890300750732422,16.874900817871094,227.97665518,46.22713219
NICKEL2,18.384308,17.772522,17.376116,16.918053,17.956199645996094,17.552799224853516,17.403499603271484,17.36669921875,227.93005187,46.24119632
NICKEL2,15.444923,14.659435,14.162777,13.588963,14.874500274658203,14.30739974975586,14.054100036621094,13.95930004119873,247.44284992,40.77945815
NICKEL2,16.181126,15.577326,15.189895,14.736644,15.730500221252441,15.33549976348877,15.184700012207031,15.161700248718262,247.44534319,40.84269504
NICKEL2,16.619917,15.869745,15.3943815,14.860433,16.071800231933594,15.550999641418457,15.333900451660156,15.271400451660156,247.46740918,40.79392877
NICKEL2,16.361032,15.831875,15.489085,15.074286,15.940699577331543,15.623000144958496,15.506099700927734,15.503299713134766,247.46441611,40.80541018
NICKEL2,16.665073,16.029255,15.622634,15.179906,16.186100006103516,15.76930046081543,15.6274995803833,15.606900215148926,247.41469948,40.78043065
NICKEL2,16.65802,16.051018,15.66167,15.201849,16.190500259399414,15.801199913024902,15.647700309753418,15.6318998336792,247.46495584,40.80317128
NICKEL2,17.9615,17.40783,17.050394,16.632202,17.541500091552734,17.20009994506836,17.06559944152832,17.075300216674805,247.47675935,40.79492613
NICKEL2,18.388195,17.600567,17.10262,16.569319,17.822099685668945,17.269800186157227,17.057899475097656,16.98040008544922,247.43529911,40.77446677
NICKEL2,16.611013,15.577712,14.930789,14.294187,15.89739990234375,15.105799674987793,14.8149995803833,14.703200340270996,259.90745099,47.67675724
NICKEL2,17.375881,16.794485,16.420465,15.983967,16.92930030822754,16.55769920349121,16.421600341796875,16.402700424194336,259.92793495,47.67661336
NICKEL2,18.324402,17.738739,17.362165,16.94301,17.86389923095703,17.5231990814209,17.395200729370117,17.368799209594727,259.89956903,47.74458279
NICKEL2,14.461539,13.973927,13.655924,13.243026,14.06089973449707,13.770400047302246,13.675999641418457,13.613900184631348,85.51950818,18.52127602
NICKEL2,15.227128,14.506901,14.049568,13.508008,14.689900398254395,14.169099807739258,13.962499618530273,13.870200157165527,85.46379734,18.5208303
NICKEL2,15.122387,14.496175,14.095314,13.620091,14.639100074768066,14.226200103759766,14.066900253295898,13.996899604797363,85.49188146,18.47180309
NICKEL2,16.272436,15.115359,14.392836,13.594504,15.482199668884277,14.576399803161621,14.137299537658691,13.910900115966797,85.43646507,18.5051138
NICKEL2,15.93256,15.146002,14.648698,14.078958,15.35509967803955,14.804699897766113,14.556400299072266,14.445500373840332,85.4805157,18.4771788
NICKEL2,15.846282,15.216868,14.814088,14.323944,15.358099937438965,14.956399917602539,14.773099899291992,14.691499710083008,85.47793823,18.51201936
NICKEL2,16.443012,15.488141,14.888933,14.273176,15.768899917602539,15.059300422668457,14.777099609375,14.643500328063965,85.45905098,18.47581677
NICKEL2,16.640266,15.568242,14.897708,14.137471,15.898099899291992,15.087400436401367,14.672200202941895,14.444499969482422,85.43915169,18.52216029
NICKEL2,16.358738,15.613915,15.141774,14.578053,15.810099601745605,15.291299819946289,15.048399925231934,14.9399995803833,85.50957791,18.49344677
NICKEL2,16.305664,15.657031,15.2427225,14.771631,15.805399894714355,15.389599800109863,15.218899726867676,15.14780044555664,85.46778096,18.4771388
NICKEL2,15.951226,15.567873,15.311888,14.993611,15.614399909973145,15.44320011138916,15.397899627685547,15.377400398254395,85.51841975,18.50883106
NICKEL2,16.703108,15.912268,15.412381,14.816137,16.12310028076172,15.561599731445312,15.2923002243042,15.1673002243042,85.46029692,18.52062439
NICKEL2,16.924881,16.06227,15.519003,14.877398,16.30459976196289,15.68340015411377,15.374199867248535,15.224200248718262,85.48945242,18.46810511
NICKEL2,18.050428,16.850239,16.101294,15.273963,17.23940086364746,16.30069923400879,15.832900047302246,15.571700096130371,85.44098524,18.53436782
NICKEL2,17.493517,16.66841,16.147827,15.530615,16.901399612426758,16.302099227905273,16.01569938659668,15.878299713134766,85.51769921,18.49799023
NICKEL2,17.60328,16.729944,16.180191,15.569947,16.98189926147461,16.353900909423828,16.062999725341797,15.925600051879883,85.43721549,18.51037295
NICKEL2,17.920864,16.862827,16.200825,15.498253,17.20840072631836,16.3843994140625,16.031200408935547,15.858200073242188,85.47313735,18.46729326
NICKEL2,17.601196,16.813568,16.315617,15.726986,17.02429962158203,16.482200622558594,16.20789909362793,16.086999893188477,85.49182677,18.5206644
NICKEL2,17.853289,16.953146,16.387146,15.736816,17.21619987487793,16.552099227905273,16.24570083618164,16.09149932861328,85.4815532,18.52487884
NICKEL2,15.156131,14.601393,14.2433195,13.834425,14.705100059509277,14.379899978637695,14.267800331115723,14.262200355529785,186.81624394,9.45746111
NICKEL2,17.6094,16.334763,15.540093,14.681967,16.740800857543945,15.741399765014648,15.260000228881836,15.043899536132812,186.8231025,9.46478943
NICKEL2,16.924515,16.399622,16.05938,15.662738,16.50819969177246,16.204999923706055,16.096799850463867,16.090999603271484,186.76547219,9.46036913
NICKEL2,17.245174,16.710691,16.364717,15.959851,16.825300216674805,16.508100509643555,16.405000686645508,16.40049934387207,186.80614611,9.38270238
NICKEL2,17.77347,16.852943,16.274586,15.709004,17.12150001525879,16.447399139404297,16.214399337768555,16.131500244140625,280.02247346,40.08519063
NICKEL2,17.888012,17.105736,16.611015,16.06882,17.307600021362305,16.77079963684082,16.562599182128906,16.490999221801758,280.07848515,40.12048878
NICKEL2,18.028206,17.228802,16.723745,16.20082,17.450300216674805,16.891000747680664,16.689800262451172,16.627399444580078,279.99295233,40.09146141
NICKEL2,17.904034,17.256468,16.842798,16.365545,17.405099868774414,16.9960994720459,16.82390022277832,16.790000915527344,280.07508277,40.12059239
NICKEL2,18.04765,17.419302,17.017162,16.527122,17.566099166870117,17.173999786376953,16.98699951171875,16.915599822998047,280.05990503,40.0838743
NICKEL2,16.013563,15.361725,14.945494,14.486627,15.513400077819824,15.090800285339355,14.93649959564209,14.907600402832031,310.98693957,12.50401247
NICKEL2,16.167494,15.564762,15.177971,14.735261,15.7076997756958,15.322500228881836,15.178500175476074,15.14330005645752,310.97503257,12.55359739
NICKEL2,16.610239,15.904981,15.456655,14.962446,16.080299377441406,15.610400199890137,15.423399925231934,15.353400230407715,311.00515856,12.52515624
NICKEL2,16.745363,16.055067,15.615736,15.081183,16.226299285888672,15.771400451660156,15.548199653625488,15.457900047302246,310.97480228,12.47246508
NICKEL2,17.142363,16.452066,16.012735,15.550221,16.614299774169922,16.1643009185791,16.008699417114258,15.969900131225586,310.99978803,12.52840799
NICKEL2,17.64051,16.933111,16.483498,15.987002,17.11680030822754,16.645200729370117,16.459999084472656,16.39109992980957,310.98122783,12.47479677
NICKEL2,18.210081,17.342106,16.795597,16.187943,17.597200393676758,16.962900161743164,16.68779945373535,16.573699951171875,311.00871161,12.52906855
NICKEL2,14.994988,14.416793,14.044688,13.639816,14.433199882507324,14.157400131225586,14.078900337219238,14.034099578857422,290.69286303,43.92382576
NICKEL2,15.726194,15.07329,14.656418,14.209977,15.232099533081055,14.793499946594238,14.661399841308594,14.633899688720703,290.64714565,43.91937205
NICKEL2,15.756603,15.116513,14.70733,14.270459,15.272100448608398,14.847800254821777,14.712699890136719,14.670999526977539,290.70387995,43.89441797
NICKEL2,16.644554,16.053558,15.673794,15.260391,16.187000274658203,15.816100120544434,15.693099975585938,15.682299613952637,290.68715777,43.89001559
NICKEL2,16.893444,16.258692,15.85271,15.405906,16.39579963684082,15.991999626159668,15.82859992980957,15.809300422668457,290.66994071,43.88635532
NICKEL2,17.414013,16.45914,15.859934,15.242087,16.737699508666992,16.023399353027344,15.753100395202637,15.635000228881836,290.68086713,43.92034692
NICKEL2,16.959347,15.706298,14.924905,14.120941,16.070499420166016,15.111800193786621,14.680100440979004,14.482600212097168,185.47003557,4.5071029
NICKEL2,18.956156,17.662083,16.855457,15.992434,18.109600067138672,17.012800216674805,16.513099670410156,16.322900772094727,185.52532346,4.47809009
NICKEL2,14.556175,14.02169,13.675719,13.307391,14.125399589538574,13.812600135803223,13.729000091552734,13.718899726867676,121.37716472,-11.40197857
NICKEL2,14.624641,14.267852,14.027625,13.731758,14.297300338745117,14.133000373840332,14.130599975585938,14.161499977111816,121.43028756,-11.46043371
NICKEL2,14.772214,14.371852,14.105766,13.744083,14.429100036621094,14.214699745178223,14.14169979095459,14.145000457763672,121.41918869,-11.46205271
NICKEL2,15.045216,14.644853,14.378767,14.078681,14.687600135803223,14.504500389099121,14.480899810791016,14.504300117492676,121.37586772,-11.41367664
NICKEL2,15.222606,14.709432,14.376182,14.007808,14.799500465393066,14.515600204467773,14.430700302124023,14.43220043182373,121.3852806,-11.44122106
NICKEL2,15.554229,14.933352,14.535691,14.078725,15.081700325012207,14.677800178527832,14.525799751281738,14.474599838256836,121.423842,-11.4421308
NICKEL2,15.737493,15.114482,14.715541,14.263591,15.266400337219238,14.856300354003906,14.717399597167969,14.672100067138672,121.4277579,-11.45112807
NICKEL2,15.591998,15.125679,14.820364,14.448142,15.159000396728516,14.905099868774414,14.838500022888184,14.833399772644043,121.42007031,-11.43251607
NICKEL2,15.808612,15.25814,14.902616,14.501436,15.36340045928955,15.046699523925781,14.93809986114502,14.925999641418457,121.42572311,-11.40353071
NICKEL2,17.422281,16.792868,16.390087,15.942749,16.92340087890625,16.526100158691406,16.391300201416016,16.35260009765625,354.48599825,27.24966277
NICKEL2,17.796835,17.008135,16.50954,15.952125,17.222200393676758,16.685699462890625,16.439599990844727,16.348400115966797,354.48087358,27.31496289
NICKEL2,18.508923,17.826109,17.391275,16.907545,17.999799728393555,17.570600509643555,17.38170051574707,17.329599380493164,354.47880133,27.30678799
NICKEL2,18.967117,17.575764,16.70915,15.841503,18.036399841308594,16.926599502563477,16.445999145507812,16.219999313354492,185.59234524,65.8626819
NICKEL2,15.775947,15.206283,14.839283,14.41017,15.33590030670166,14.981399536132812,14.85200023651123,14.8326997756958,39.52313633,-1.35239072
NICKEL2,18.263983,16.767595,15.835966,14.310569,17.234899520874023,16.055599212646484,14.958499908447266,14.46679973602295,39.56361758,-1.31337933
NICKEL2,16.790396,16.068031,15.609413,15.093751,16.25040054321289,15.762200355529785,15.562199592590332,15.500499725341797,291.92542409,54.34012797
NICKEL2,17.845343,16.794834,16.137424,15.47522,17.123300552368164,16.322099685668945,16.003000259399414,15.861100196838379,291.93682244,54.35896816
NICKEL2,18.07693,16.909077,16.179955,15.445365,17.273500442504883,16.364200592041016,15.989500045776367,15.821000099182129,291.9233721,54.42578471
NICKEL2,17.627924,16.842436,16.345778,15.787622,17.045799255371094,16.504899978637695,16.2632999420166,16.1737003326416,291.83459117,54.34763939
NICKEL2,17.697569,16.899235,16.394823,15.891837,17.111799240112305,16.55820083618164,16.372800827026367,16.32309913635254,291.81696245,54.36424416
NICKEL2,17.976515,17.014124,16.41035,15.721857,17.306800842285156,16.58139991760254,16.237600326538086,16.07859992980957,291.9611297,54.3391459
NICKEL2,17.614462,16.927372,16.489967,16.012094,17.09600067138672,16.648799896240234,16.481800079345703,16.43869972229004,291.81764937,54.34358324
NICKEL2,17.482708,16.886377,16.50342,16.062366,17.027099609375,16.65410041809082,16.517499923706055,16.472999572753906,291.89013535,54.34230902
NICKEL2,17.588724,16.93155,16.512112,16.02977,17.09440040588379,16.65999984741211,16.490100860595703,16.43790054321289,291.95195718,54.3941307
NICKEL2,17.659256,16.99781,16.575808,16.119158,17.163700103759766,16.739299774169922,16.58690071105957,16.539600372314453,291.87282447,54.35895879
NICKEL2,17.558949,16.989283,16.622282,16.215092,17.1117000579834,16.75830078125,16.654499053955078,16.631799697875977,291.82281513,54.41931683
NICKEL2,17.789728,17.100502,16.661814,16.197311,17.28350067138672,16.819799423217773,16.66200065612793,16.63360023498535,291.97244041,54.34370476
NICKEL2,17.882103,17.138348,16.666851,16.153345,17.333499908447266,16.831600189208984,16.63610076904297,16.565099716186523,291.87717018,54.41839131
NICKEL2,18.0968,17.230972,16.68576,16.099186,17.487699508666992,16.85099983215332,16.601299285888672,16.5044002532959,291.92541382,54.39895498
NICKEL2,17.965824,17.200672,16.71628,16.162128,17.39739990234375,16.861099243164062,16.61009979248047,16.517499923706055,291.96251077,54.37883548
NICKEL2,17.980644,17.22084,16.739676,16.194378,17.429000854492188,16.902000427246094,16.677600860595703,16.590599060058594,291.899195,54.35276635
NICKEL2,18.021198,17.280651,16.811087,16.322939,17.48040008544922,16.9552001953125,16.798500061035156,16.74489974975586,291.8863306,54.37689322
NICKEL2,18.158108,17.367268,16.86738,16.317072,17.588199615478516,17.033000946044922,16.807199478149414,16.71929931640625,291.91386825,54.41558893
NICKEL2,18.581154,17.520966,16.857653,16.185158,17.86520004272461,17.05109977722168,16.728700637817383,16.581100463867188,291.86414512,54.40083838
NICKEL2,18.664434,17.565508,16.87855,16.203531,17.914600372314453,17.06909942626953,16.746000289916992,16.618200302124023,291.9716069,54.35461531
NICKEL2,18.586542,17.579035,16.947823,16.326136,17.88599967956543,17.12179946899414,16.852500915527344,16.75349998474121,291.86667741,54.42540862
NICKEL2,18.60181,17.667334,17.080513,16.458298,17.95549964904785,17.251800537109375,16.9778995513916,16.87030029296875,291.95054245,54.34287445
NICKEL2,18.931648,17.787498,17.072891,16.353,18.184499740600586,17.264400482177734,16.914199829101562,16.73740005493164,291.81895022,54.39079598
NICKEL2,17.753855,17.434237,17.21603,16.933168,17.45479965209961,17.354700088500977,17.33329963684082,17.378799438476562,291.95556751,54.37636853
NICKEL2,18.354362,17.664066,17.224735,16.734032,17.839399337768555,17.37779998779297,17.208799362182617,17.157400131225586,291.83561438,54.37322568
NICKEL2,18.77216,17.823729,17.228434,16.624758,18.1210994720459,17.404699325561523,17.148500442504883,17.032400131225586,291.89945891,54.40114728
NICKEL2,14.7886505,14.160303,13.758163,13.307794,14.292400360107422,14.00570011138916,13.741800308227539,13.702500343322754,170.33416879,34.35709063
NICKEL2,17.688704,16.461552,15.696062,14.932042,16.85890007019043,15.895899772644043,15.50629997253418,15.334199905395508,170.38743638,34.3747484
NICKEL2,17.039413,16.32881,15.877267,15.395081,16.514299392700195,16.03969955444336,15.871299743652344,15.832500457763672,170.37871135,34.36785981
NICKEL2,17.18198,16.268965,15.695164,15.107314,16.539100646972656,15.874199867248535,15.61340045928955,15.507399559020996,243.17431065,28.27346357
NICKEL2,18.523876,17.06216,16.15202,14.989909,17.56800079345703,16.369300842285156,15.609399795532227,15.265700340270996,243.16079239,28.27592001
NICKEL2,18.29956,17.513,17.0157,16.46475,17.73150062561035,17.18440055847168,16.956499099731445,16.874900817871094,243.23305471,28.23669502
NICKEL2,18.729416,17.82069,17.249493,16.64847,18.084299087524414,17.426300048828125,17.16349983215332,17.068500518798828,243.16600528,28.26532489
NICKEL2,18.745832,18.004217,17.534006,16.96537,18.205900192260742,17.687599182128906,17.446500778198242,17.36680030822754,243.14299098,28.25622985
NICKEL2,14.909438,14.294969,13.901145,13.461492,14.424099922180176,14.032899856567383,13.901399612426758,13.88640022277832,266.28229223,18.11175968
NICKEL2,16.520205,15.408361,14.713509,13.993454,15.764200210571289,14.907899856567383,14.520999908447266,14.352999687194824,266.30554257,18.17544857
NICKEL2,16.523829,15.746902,15.25541,14.748175,15.954999923706055,15.413999557495117,15.224100112915039,15.157299995422363,266.31633142,18.12371709
NICKEL2,16.543434,15.844588,15.400118,14.918002,16.028499603271484,15.553600311279297,15.384099960327148,15.340299606323242,266.30382277,18.18111607
