survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF_AB,17.4607,16.9249,16.7298,17.458,16.9021,16.7045,16.6305,251.347,38.8225,0.049275,0.03254084507042254,0.023700564971751412,0.048999999999999995,0.0345774647887324,0.025610169491525423,0.020201970443349752
ZTF_AB,17.3347,17.0601,16.9529,17.3612,17.0345,16.9176,16.8828,218.198,76.4914,0.10155,0.06808169014084507,0.049401129943502826,0.10099999999999999,0.0721549295774648,0.05322033898305085,0.04210344827586207
ZTF_AB,15.6289,15.2068,15.0419,15.6456,15.1854,15.007,14.9396,219.304,55.621,0.0551025,0.03654084507042253,0.02670056497175141,0.0548,0.0385774647887324,0.028610169491525426,0.022901477832512316
ZTF_AB,15.7087,15.1458,14.9412,15.7372,15.1269,14.9107,14.8303,240.472,73.7938,0.0910675,0.06090140845070423,0.04416760828625235,0.0906,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTF_AB,17.9488,17.3577,17.1381,17.9522,17.3337,17.0865,17.0059,222.568,80.0537,0.10455,0.07008169014084507,0.05140112994350283,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTF_AB,16.8474,16.4969,16.3683,16.861,16.4716,16.3274,16.2908,239.096,16.1215,0.1170325,0.07908169014084507,0.05740112994350283,0.1164,0.0831549295774648,0.06122033898305085,0.04870443349753695
ZTF_AB,16.9459,16.5736,16.4441,16.9524,16.5515,16.4,16.363,252.394,34.1912,0.071585,0.048540845070422535,0.03493408662900188,0.0712,0.0505774647887324,0.037480225988700565,0.029502463054187193
ZTF_AB,16.8611,16.3909,16.2057,16.8751,16.3717,16.1705,16.1173,258.259,25.7075,0.13251500000000002,0.08926197183098591,0.0646346516007533,0.1318,0.09401408450704227,0.069090395480226,0.05500492610837438
ZTF_AB,17.1626,16.8069,16.6561,17.2012,16.7913,16.6318,16.5896,253.003,77.2707,0.136515,0.09226197183098592,0.06686817325800376,0.13579999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTF_AB,16.8589,16.4799,16.3315,16.8746,16.4592,16.2974,16.2585,237.818,75.2942,0.069585,0.046721126760563385,0.03393408662900188,0.0692,0.04943661971830987,0.036480225988700564,0.02850246305418719
ZTF_AB,15.952,15.7392,15.6623,15.9835,15.7148,15.628,15.6198,253.839,65.7255,0.1073775,0.07208169014084506,0.05240112994350282,0.1068,0.0761549295774648,0.05622033898305085,0.04440394088669951
ZTF_AB,17.7252,17.4088,17.3046,17.7471,17.3691,17.2587,17.192,227.15,65.0598,0.0707575,0.04772112676056338,0.03493408662900188,0.07039999999999999,0.050436619718309865,0.037480225988700565,0.029502463054187193
ZTF_AB,16.6588,16.3138,16.1941,16.6701,16.2839,16.1459,16.1181,231.441,31.0448,0.06293,0.04254084507042254,0.03070056497175141,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
ZTF_AB,16.3833,16.119,16.0133,16.3999,16.0867,15.9721,15.9471,242.831,32.7756,0.06375750000000001,0.04254084507042254,0.030934086629001885,0.0634,0.0445774647887324,0.03348022598870057,0.026502463054187193
ZTF_AB,17.4566,16.9339,16.7518,17.452,16.9092,16.7077,16.6548,260.285,61.0682,0.06675750000000001,0.04472112676056338,0.03270056497175142,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
ZTF_AB,15.7631,15.4817,15.3788,15.782,15.4565,15.334,15.3387,254.12,37.5931,0.0561025,0.03754084507042253,0.027700564971751412,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,18.1373,17.4424,17.1769,18.1426,17.4416,17.1575,17.0539,239.457,35.8306,0.08424,0.05672112676056338,0.041167608286252357,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF_AB,18.0098,17.5223,17.359,18.0106,17.4967,17.3037,17.2528,237.397,49.2514,0.050275,0.033540845070422536,0.024700564971751413,0.049999999999999996,0.0355774647887324,0.026610169491525424,0.020901477832512314
ZTF_AB,16.4109,15.754,15.5351,16.4117,15.7415,15.5081,15.4244,226.264,35.8917,0.04062,0.027360563380281692,0.019700564971751412,0.040400000000000005,0.028718309859154936,0.021610169491525423,0.016901477832512314
ZTF_AB,15.8671,15.4181,15.2551,15.8743,15.3964,15.2192,15.1648,241.967,56.8169,0.0434475,0.02936056338028169,0.021467043314500944,0.043199999999999995,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTF_AB,16.8536,16.5609,16.4341,16.8761,16.5335,16.3964,16.3677,255.361,53.7549,0.0784125,0.05272112676056338,0.038167608286252354,0.078,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF_AB,15.7002,15.4528,15.3641,15.7289,15.4121,15.3118,15.3118,249.616,47.83,0.0687575,0.04654084507042254,0.03393408662900188,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
ZTF_AB,16.6062,16.0442,15.8467,16.6031,16.0222,15.8092,15.7349,244.547,78.8704,0.1200325,0.08108169014084507,0.0586346516007533,0.1194,0.0851549295774648,0.06309039548022599,0.04970443349753695
ZTF_AB,15.4777,15.1252,15.0095,15.4985,15.0934,14.9567,14.9487,234.965,48.8982,0.0464475,0.03136056338028169,0.02270056497175141,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
ZTF_AB,15.5705,15.1578,15.0131,15.589,15.1395,14.9781,14.939,258.233,15.9278,0.2408925,0.16216338028169014,0.1172693032015066,0.2396,0.1703098591549296,0.12618079096045198,0.10010837438423645
ZTF_AB,15.2981,14.9522,14.8251,15.3155,14.9234,14.7779,14.7529,225.889,18.3566,0.12951500000000002,0.08708169014084507,0.06286817325800377,0.1288,0.0911549295774648,0.06796045197740114,0.053704433497536945
ZTF_AB,16.9393,16.6197,16.4811,16.9573,16.5862,16.4472,16.4167,238.263,40.6994,0.0561025,0.03754084507042253,0.027700564971751412,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,17.3587,16.9029,16.7329,17.3496,16.8677,16.6989,16.6416,234.198,68.2725,0.08706749999999999,0.05872112676056338,0.04216760828625236,0.0866,0.06143661971830987,0.045350282485875706,0.03580295566502463
ZTF_AB,16.8551,16.6475,16.5805,16.8693,16.6115,16.5171,16.509,227.067,64.1835,0.0697575,0.046721126760563385,0.03393408662900188,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029502463054187193
ZTF_AB,18.0055,17.3266,17.0597,17.9885,17.3016,17.0433,16.9504,263.665,27.3335,0.154825,0.10444225352112677,0.07586817325800377,0.154,0.10987323943661974,0.08096045197740113,0.06430541871921182
ZTF_AB,17.4097,17.0122,16.8678,17.4263,16.9828,16.8274,16.7745,240.185,77.371,0.14217,0.09544225352112676,0.06910169491525424,0.1414,0.10087323943661973,0.07483050847457627,0.059004926108374385
ZTF_AB,16.9371,16.5177,16.3656,16.9583,16.5046,16.3207,16.289,256.593,73.4697,0.1469975,0.09844225352112676,0.07186817325800376,0.1462,0.10387323943661973,0.07696045197740113,0.06100492610837439
ZTF_AB,16.4646,16.1307,16.0181,16.4877,16.1068,15.9819,15.9612,249.1,41.5743,0.0194825,0.013180281690140846,0.00946704331450094,0.0194,0.013859154929577467,0.010740112994350282,0.00830049261083744
ZTF_AB,16.0602,15.5489,15.3711,16.0625,15.5438,15.336,15.2848,254.256,42.0068,0.076585,0.05172112676056338,0.03716760828625235,0.0762,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTF_AB,17.9106,17.33,17.0629,17.8988,17.33,17.0932,16.9721,257.21,59.7795,0.0764125,0.05072112676056338,0.03693408662900188,0.076,0.05343661971830987,0.03948022598870057,0.03150246305418719
ZTF_AB,17.4327,16.7223,16.461,17.4314,16.7079,16.4358,16.3165,225.232,77.2038,0.0977225,0.06590140845070423,0.047401129943502825,0.09720000000000001,0.06929577464788735,0.051220338983050846,0.04080295566502463
ZTF_AB,17.7184,17.1028,16.8457,17.7237,17.0884,16.8385,16.7313,255.259,48.7562,0.0454475,0.03036056338028169,0.02246704331450094,0.0452,0.031718309859154935,0.023740112994350283,0.018901477832512316
ZTF_AB,15.3173,14.8652,14.7339,15.3264,14.8542,14.6986,14.66,239.448,37.2499,0.067585,0.04554084507042254,0.03293408662900188,0.06720000000000001,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,15.1201,14.8589,14.7474,15.1584,14.8226,14.704,14.6792,245.718,53.2022,0.069585,0.046721126760563385,0.03393408662900188,0.0692,0.04943661971830987,0.036480225988700564,0.02850246305418719
ZTF_AB,16.8994,16.5945,16.4552,16.915,16.5824,16.4227,16.4063,263.42,40.145,0.152825,0.10244225352112676,0.07410169491525423,0.152,0.10787323943661974,0.07983050847457628,0.06330541871921182
ZTF_AB,16.2781,15.8853,15.723,16.2953,15.8607,15.6952,15.6268,243.634,78.7909,0.12486,0.08408169014084507,0.06063465160075329,0.1242,0.0881549295774648,0.065090395480226,0.05170443349753695
ZTF_AB,16.4861,16.1836,16.0863,16.4969,16.153,16.0343,16.0109,231.152,37.0303,0.0571025,0.03854084507042253,0.027700564971751412,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,17.7088,17.1425,16.9166,17.6954,17.1296,16.8907,16.7916,253.111,22.2012,0.2031,0.13680281690140847,0.09880225988700565,0.20199999999999999,0.14359154929577467,0.1064406779661017,0.08450738916256158
ZTF_AB,17.6338,17.1522,16.9456,17.6502,17.1387,16.9307,16.8675,260.409,41.179,0.089895,0.06072112676056338,0.04416760828625235,0.0894,0.06343661971830987,0.04735028248587571,0.03780295566502463
ZTF_AB,18.0032,17.3531,17.1421,17.9969,17.3218,17.1045,17.0107,238.442,72.6832,0.08706749999999999,0.058901408450704226,0.04293408662900189,0.0866,0.06229577464788734,0.045480225988700565,0.03680295566502463
ZTF_AB,18.1731,17.488,17.202,18.1601,17.4934,17.1774,17.044,261.841,78.9513,0.16248,0.1086225352112676,0.07910169491525423,0.16160000000000002,0.11473239436619721,0.08483050847457627,0.06730541871921182
ZTF_AB,16.4102,16.0438,15.9093,16.4383,16.0209,15.8657,15.8309,226.938,32.7996,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,17.8619,17.1333,16.8741,17.8789,17.1774,16.8967,16.7978,247.624,37.9508,0.031965,0.02136056338028169,0.015467043314500942,0.0318,0.022718309859154934,0.016740112994350284,0.013600985221674876
ZTF_AB,16.4812,15.8405,15.5866,16.4905,15.8348,15.5764,15.4635,253.968,17.7163,0.257375,0.17334366197183101,0.12550282485875705,0.256,0.18216901408450706,0.13505084745762713,0.10740886699507389
ZTF_AB,18.1299,17.4471,17.207,18.1156,17.4362,17.1751,17.0798,258.848,25.5922,0.117205,0.07908169014084507,0.05740112994350283,0.1166,0.0831549295774648,0.06122033898305085,0.04870443349753695
ZTF_AB,16.2027,15.7076,15.5374,16.2114,15.6866,15.5051,15.4352,234.742,79.0478,0.1180325,0.07926197183098592,0.057634651600753296,0.1174,0.08401408450704227,0.06209039548022599,0.049403940886699506
ZTF_AB,15.9087,15.3526,15.1091,15.9163,15.3426,15.0833,14.9788,231.498,23.3295,0.2149275,0.1449830985915493,0.10480225988700564,0.2138,0.15245070422535215,0.1124406779661017,0.08950738916256158
ZTF_AB,15.7444,15.4471,15.3321,15.7703,15.4193,15.2847,15.2599,231.793,27.5357,0.14617,0.09844225352112676,0.07110169491525424,0.1454,0.10387323943661973,0.07683050847457627,0.06100492610837439
ZTF_AB,17.6646,17.1369,16.9065,17.6448,17.1151,16.8912,16.8037,255.125,16.1849,0.3424425,0.23024507042253523,0.16667043314500943,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
ZTF_AB,16.5285,16.2446,16.1239,16.5567,16.2113,16.0798,16.0522,237.004,33.9002,0.08806749999999999,0.058901408450704226,0.04316760828625236,0.0876,0.06229577464788734,0.04635028248587571,0.03680295566502463
ZTF_AB,16.7046,16.3012,16.1597,16.7085,16.272,16.1114,16.0727,241.822,29.0116,0.1083775,0.07290140845070422,0.05263465160075329,0.1078,0.07629577464788734,0.05709039548022599,0.04510344827586207
ZTF_AB,18.015,17.3508,17.1067,18.0043,17.3431,17.0769,16.9806,231.916,55.8591,0.027137500000000002,0.018180281690140843,0.013233521657250471,0.027,0.018859154929577467,0.013870056497175142,0.011600985221674876
ZTF_AB,16.7297,16.213,16.0245,16.7309,16.1892,15.989,15.9205,258.065,23.4404,0.16748,0.11262253521126761,0.08133521657250471,0.1666,0.1187323943661972,0.08770056497175141,0.06960591133004926
ZTF_AB,15.2187,14.8415,14.704,15.2404,14.8157,14.6671,14.6318,252.534,56.4159,0.06375750000000001,0.04254084507042254,0.030934086629001885,0.0634,0.0445774647887324,0.03348022598870057,0.026502463054187193
ZTF_AB,16.1167,15.5427,15.3323,16.1235,15.532,15.3073,15.2211,258.146,21.6401,0.16448000000000002,0.11044225352112677,0.08010169491525423,0.16360000000000002,0.11587323943661974,0.08583050847457627,0.06830541871921182
ZTF_AB,17.5066,16.8773,16.6355,17.5002,16.8646,16.6136,16.5233,260.404,48.0488,0.058929999999999996,0.039540845070422534,0.028700564971751413,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,16.2416,15.8599,15.7195,16.2549,15.8326,15.6845,15.6422,247.372,44.2716,0.028137500000000003,0.019180281690140844,0.01346704331450094,0.028,0.019859154929577467,0.014740112994350282,0.011600985221674876
ZTF_AB,15.5491,15.2605,15.1503,15.5736,15.233,15.1083,15.0825,245.541,78.0952,0.13551500000000002,0.09126197183098592,0.06586817325800376,0.1348,0.09601408450704227,0.07096045197740113,0.05600492610837438
ZTF_AB,17.2524,16.8088,16.6481,17.2724,16.8011,16.6003,16.5274,227.174,63.8137,0.06775750000000001,0.04554084507042254,0.03293408662900188,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
ZTF_AB,16.3201,15.9936,15.8861,16.3431,15.964,15.8273,15.8017,222.422,31.7582,0.04162,0.02836056338028169,0.020467043314500943,0.0414,0.029718309859154933,0.02174011299435028,0.017901477832512315
ZTF_AB,17.2709,16.6274,16.4005,17.2716,16.6209,16.3728,16.2785,255.287,54.7764,0.0561025,0.03754084507042253,0.02693408662900188,0.0558,0.0395774647887324,0.029480225988700565,0.02320197044334975
ZTF_AB,17.19,16.9069,16.7773,17.2056,16.8674,16.7378,16.6948,260.768,20.0555,0.2081,0.1399830985915493,0.10180225988700566,0.207,0.14745070422535214,0.1094406779661017,0.08650738916256158
ZTF_AB,16.0522,15.6711,15.5417,16.0717,15.6488,15.4922,15.4668,256.678,73.9923,0.14017,0.09426197183098592,0.06786817325800376,0.1394,0.09901408450704227,0.07296045197740113,0.058004926108374384
ZTF_AB,15.9562,15.5981,15.4772,15.9778,15.5736,15.429,15.4031,228.056,62.3479,0.0561025,0.03754084507042253,0.027700564971751412,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,17.3006,16.8822,16.7189,17.3168,16.8622,16.6823,16.6173,235.241,31.5382,0.09972249999999999,0.06708169014084507,0.048401129943502826,0.0992,0.0711549295774648,0.05222033898305085,0.04210344827586207
ZTF_AB,17.7786,17.143,16.8988,17.7648,17.1307,16.8843,16.7705,261.551,72.6727,0.1266875,0.08526197183098592,0.06163465160075329,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
ZTF_AB,16.0708,15.6788,15.5348,16.0802,15.6551,15.4946,15.4636,262.678,73.4898,0.13734249999999998,0.09226197183098592,0.06686817325800376,0.1366,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTF_AB,16.9847,16.3176,16.0521,16.9884,16.3206,16.039,15.9358,252.296,40.8685,0.05993,0.040540845070422535,0.028934086629001883,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
ZTF_AB,17.5927,17.0942,16.9152,17.6115,17.0823,16.8767,16.8081,230.82,52.1216,0.0591025,0.039540845070422534,0.028700564971751413,0.0588,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,16.9437,16.4197,16.2268,16.9493,16.4055,16.2082,16.1339,252.375,49.0702,0.0444475,0.03036056338028169,0.021700564971751414,0.044199999999999996,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,16.9478,16.3541,16.1356,16.9433,16.3472,16.1194,16.0294,243.488,73.2026,0.10255,0.06890140845070424,0.05016760828625236,0.102,0.07229577464788733,0.05335028248587571,0.04240394088669951
ZTF_AB,16.8472,16.6329,16.5496,16.865,16.5897,16.4908,16.4971,235.168,77.4353,0.0977225,0.06590140845070423,0.048167608286252356,0.09720000000000001,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTF_AB,15.7468,15.453,15.3556,15.7775,15.4394,15.3206,15.3117,230.314,78.2527,0.088895,0.05972112676056338,0.04316760828625236,0.08839999999999999,0.06243661971830987,0.04635028248587571,0.03680295566502463
ZTF_AB,15.4695,14.9992,14.8494,15.4832,14.9809,14.8122,14.7694,246.836,46.3801,0.027137500000000002,0.01836056338028169,0.01346704331450094,0.027,0.019718309859154935,0.014740112994350282,0.011600985221674876
ZTF_AB,15.3426,14.9681,14.8141,15.3525,14.9436,14.7819,14.729,255.268,20.0886,0.23023749999999998,0.15516338028169013,0.11203578154425611,0.22899999999999998,0.1633098591549296,0.12031073446327684,0.09580788177339901
ZTF_AB,15.9059,15.4519,15.2824,15.9156,15.4341,15.2486,15.2006,260.781,40.9588,0.1063775,0.07108169014084507,0.05140112994350283,0.1058,0.07515492957746481,0.05522033898305085,0.04410344827586207
ZTF_AB,17.2266,16.883,16.776,17.249,16.8437,16.7222,16.6943,244.064,40.6412,0.02331,0.01536056338028169,0.01123352165725047,0.023200000000000002,0.016718309859154935,0.011870056497175142,0.009600985221674876
ZTF_AB,16.938,16.5041,16.335,16.938,16.4834,16.2963,16.2277,258.578,51.4021,0.12186,0.08208169014084507,0.0596346516007533,0.1212,0.0861549295774648,0.06409039548022599,0.05070443349753695
ZTF_AB,17.0386,16.4951,16.3006,17.0366,16.4726,16.2743,16.19,255.828,18.0225,0.2505475,0.168343661971831,0.12226930320150659,0.2492,0.17716901408450705,0.131180790960452,0.10410837438423645
ZTF_AB,15.7754,15.4617,15.3523,15.7952,15.4298,15.303,15.2798,245.92,17.206,0.14117,0.09444225352112677,0.06886817325800376,0.1404,0.09987323943661974,0.07396045197740113,0.059004926108374385
ZTF_AB,16.3546,16.0901,15.9832,16.3688,16.0654,15.9292,15.9038,237.72,19.7961,0.150825,0.10144225352112676,0.07310169491525423,0.15,0.10687323943661974,0.07883050847457627,0.06230541871921182
ZTF_AB,17.9021,17.4488,17.2466,17.9031,17.4261,17.2085,17.1177,251.817,30.8429,0.1063775,0.07108169014084507,0.05140112994350283,0.1058,0.07515492957746481,0.05522033898305085,0.04410344827586207
ZTF_AB,15.9185,15.5988,15.4909,15.9357,15.5579,15.4451,15.4271,227.226,63.6065,0.0571025,0.03854084507042253,0.027700564971751412,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
ZTF_AB,17.0726,16.756,16.6532,17.0946,16.7234,16.6084,16.584,236.324,59.4901,0.04262,0.02836056338028169,0.020700564971751413,0.0424,0.029718309859154933,0.022610169491525424,0.017901477832512315
ZTF_AB,15.3899,14.9614,14.8093,15.401,14.9422,14.7745,14.7299,256.856,58.7798,0.0890675,0.05990140845070423,0.04316760828625236,0.0886,0.06329577464788734,0.04635028248587571,0.03680295566502463
ZTF_AB,15.7192,15.3061,15.1284,15.7282,15.281,15.0952,15.0216,210.74,72.6748,0.0571025,0.03854084507042253,0.027700564971751412,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
ZTF_AB,17.7853,17.1412,16.8848,17.7839,17.1411,16.8666,16.7639,247.14,77.0374,0.14617,0.09844225352112676,0.07186817325800376,0.1454,0.10387323943661973,0.07696045197740113,0.06100492610837439
ZTF_AB,17.0761,16.5716,16.3958,17.0844,16.5573,16.3517,16.3005,224.831,46.7059,0.049275,0.03336056338028169,0.023700564971751412,0.048999999999999995,0.03471830985915494,0.025610169491525423,0.020901477832512314
ZTF_AB,16.9668,16.2801,16.012,16.9632,16.2798,15.9899,15.8753,246.972,64.5441,0.089895,0.05990140845070423,0.04416760828625235,0.0894,0.06329577464788734,0.04735028248587571,0.03710344827586207
ZTF_AB,16.9168,16.3631,16.1635,16.9188,16.3488,16.1339,16.0521,215.161,79.2237,0.091895,0.06190140845070423,0.04516760828625235,0.0914,0.06529577464788734,0.04835028248587571,0.03810344827586207
ZTF_AB,16.6156,16.273,16.1357,16.6348,16.264,16.0975,16.0666,246.604,15.1979,0.18679,0.12580281690140846,0.09133521657250471,0.1858,0.13259154929577469,0.09770056497175142,0.0779064039408867
ZTF_AB,17.9249,17.2781,17.023,17.9553,17.2906,17.0453,16.943,214.735,76.9713,0.114205,0.07708169014084507,0.055634651600753295,0.11359999999999999,0.0811549295774648,0.06009039548022599,0.047403940886699504
ZTF_AB,17.7421,17.3239,17.1491,17.7411,17.2919,17.1325,17.0855,262.854,43.7513,0.06293,0.04254084507042254,0.030934086629001885,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF_AB,16.355,15.9783,15.8542,16.3706,15.964,15.8134,15.7842,224.772,74.3468,0.072585,0.04872112676056338,0.03493408662900188,0.0722,0.051436619718309866,0.037480225988700565,0.02980295566502463
ZTF_AB,16.7564,16.2779,16.1192,16.7623,16.2565,16.085,16.0353,246.057,40.9196,0.02131,0.014180281690140845,0.010233521657250472,0.0212,0.014859154929577467,0.01087005649717514,0.008600985221674877
ZTF_AB,17.1614,16.832,16.6984,17.1873,16.8014,16.655,16.6283,257.086,56.676,0.053275,0.03636056338028169,0.025700564971751414,0.053,0.03771830985915493,0.027610169491525425,0.022201970443349754
ZTF_AB,15.342,14.9511,14.825,15.3547,14.9325,14.7874,14.7618,258.558,72.8837,0.156825,0.10544225352112677,0.07610169491525423,0.156,0.11087323943661974,0.08183050847457628,0.06530541871921182
ZTF_AB,16.4957,16.1818,16.0526,16.5081,16.1546,16.0176,15.9814,247.909,45.3622,0.017482499999999998,0.012180281690140845,0.00823352165725047,0.0174,0.012859154929577466,0.00887005649717514,0.007300492610837438
ZTF_AB,17.9632,17.5077,17.3447,17.9749,17.4745,17.2834,17.2105,238.633,30.7042,0.10355,0.06908169014084507,0.05040112994350283,0.103,0.0731549295774648,0.05422033898305085,0.04310344827586207
ZTF_AB,17.7465,17.2416,17.0311,17.756,17.229,17.0063,16.9261,234.241,55.2402,0.0464475,0.030540845070422536,0.02246704331450094,0.0462,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF_AB,18.4171,17.8463,17.675,18.3959,17.804,17.5566,17.4564,227.753,75.8435,0.10255,0.06890140845070424,0.049401129943502826,0.102,0.07229577464788733,0.05322033898305085,0.04240394088669951
ZTF_AB,17.3605,16.7689,16.5575,17.3478,16.759,16.5412,16.4753,260.194,66.7619,0.12186,0.08208169014084507,0.0596346516007533,0.1212,0.0861549295774648,0.06409039548022599,0.05070443349753695
ZTF_AB,15.8709,15.4999,15.3809,15.8794,15.47,15.3435,15.3157,234.454,68.4105,0.092895,0.06290140845070423,0.04516760828625235,0.0924,0.06629577464788734,0.04835028248587571,0.038802955665024626
ZTF_AB,16.8941,16.365,16.1658,16.9014,16.3473,16.1391,16.0717,255.489,38.704,0.08506749999999999,0.056901408450704224,0.041167608286252357,0.0846,0.06029577464788734,0.044350282485875706,0.03580295566502463
ZTF_AB,15.513,15.1157,14.9457,15.5316,15.0938,14.9101,14.8526,242.439,22.5318,0.29216749999999997,0.19670422535211268,0.14273634651600753,0.29059999999999997,0.206887323943662,0.15292090395480226,0.12131034482758621
ZTF_AB,16.2482,15.8201,15.659,16.2607,15.8024,15.6349,15.5752,258.505,26.506,0.14134249999999998,0.09526197183098592,0.06886817325800376,0.1406,0.10001408450704227,0.07396045197740113,0.059004926108374385
ZTF_AB,17.4322,17.0366,16.8892,17.4432,17.012,16.8494,16.8024,223.512,36.0095,0.0377925,0.02536056338028169,0.01846704331450094,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF_AB,15.8128,15.479,15.3521,15.832,15.4482,15.3192,15.2894,252.857,41.2313,0.06193,0.041540845070422536,0.029934086629001884,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF_AB,18.3326,17.6539,17.423,18.3563,17.6428,17.3777,17.2759,233.719,37.3125,0.0591025,0.039540845070422534,0.028934086629001883,0.0588,0.0415774647887324,0.031480225988700566,0.02450246305418719
ZTF_AB,16.3845,15.9534,15.7974,16.399,15.928,15.7551,15.7075,248.81,61.7787,0.115205,0.07708169014084507,0.056401129943502826,0.1146,0.0811549295774648,0.06022033898305085,0.048403940886699505
ZTF_AB,15.4498,15.1018,14.9775,15.47,15.0756,14.9416,14.9132,253.012,72.3975,0.13834249999999998,0.09326197183098592,0.06786817325800376,0.1376,0.09801408450704227,0.07296045197740113,0.058004926108374384
ZTF_AB,17.1113,16.7315,16.5844,17.1246,16.7091,16.5427,16.4995,234.712,28.9476,0.08606749999999999,0.05772112676056338,0.04216760828625236,0.0856,0.06043661971830987,0.045350282485875706,0.03580295566502463
ZTF_AB,16.9809,16.6521,16.5293,17.0042,16.6141,16.4918,16.471,250.977,56.4046,0.058929999999999996,0.039540845070422534,0.028700564971751413,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF_AB,16.8647,16.146,15.8601,16.8517,16.1428,15.845,15.7345,253.503,37.0345,0.04462,0.03036056338028169,0.021700564971751414,0.0444,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTF_AB,17.765,17.12,16.8537,17.7608,17.1039,16.8308,16.7246,227.537,71.6237,0.06675750000000001,0.04472112676056338,0.03270056497175142,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
ZTF_AB,16.606,16.3143,16.1951,16.626,16.2915,16.1636,16.1436,224.788,15.7069,0.0967225,0.06490140845070423,0.047401129943502825,0.09620000000000001,0.06829577464788734,0.051220338983050846,0.04010344827586207
ZTF_AB,17.7697,17.2824,17.0895,17.7535,17.2535,17.05,16.9655,240.314,22.4007,0.155825,0.10444225352112677,0.07610169491525423,0.155,0.10987323943661974,0.08183050847457628,0.06430541871921182
ZTF_AB,16.2274,15.7782,15.6182,16.2421,15.765,15.5841,15.5382,247.278,23.6962,0.16148,0.10844225352112677,0.07910169491525423,0.16060000000000002,0.11387323943661974,0.08483050847457627,0.06730541871921182
ZTF_AB,17.5541,17.1278,16.9306,17.5455,17.1118,16.9071,16.8444,247.734,37.4024,0.0317925,0.02136056338028169,0.015467043314500942,0.0316,0.022718309859154934,0.016740112994350284,0.012901477832512316
ZTF_AB,16.2092,15.6124,15.4041,16.2046,15.595,15.3792,15.3016,236.772,78.3058,0.1093775,0.07390140845070423,0.05340112994350282,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
ZTF_AB,17.3011,16.9699,16.849,17.3244,16.938,16.7985,16.7613,245.572,55.8007,0.02231,0.015180281690140846,0.01123352165725047,0.0222,0.015859154929577467,0.011870056497175142,0.009300492610837438
ZTF_AB,16.0086,15.3686,15.1516,16.0162,15.3593,15.1189,15.0418,218.526,40.3066,0.03762,0.02536056338028169,0.01846704331450094,0.0374,0.026718309859154934,0.019740112994350283,0.015600985221674878
ZTF_AB,17.5676,16.8571,16.5652,17.5523,16.8336,16.5462,16.4198,234.22,21.041,0.1926175,0.12980281690140846,0.09356873822975517,0.19160000000000002,0.1365915492957747,0.10057062146892655,0.08020689655172414
