survey,PS1_AB_g,PS1_AB_r,PS1_AB_i,PS1_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC
PS1_AB,18.07699966430664,17.31570053100586,17.007299423217773,16.885400772094727,18.079700469970703,17.321199417114258,17.003999710083008,16.88409996032715,37.29371783721041,-3.840861893036539
PS1_AB,18.01609992980957,17.466299057006836,17.20400047302246,17.102699279785156,18.00309944152832,17.47089958190918,17.21969985961914,17.12660026550293,37.25419805173979,-3.703867198054909
PS1_AB,17.858299255371094,17.652299880981445,17.585500717163086,17.59119987487793,17.859600067138672,17.640600204467773,17.582500457763672,17.59510040283203,37.35385535527395,-3.68295179228375
PS1_AB,18.38330078125,18.076000213623047,17.94099998474121,17.93429946899414,18.38719940185547,18.075599670410156,17.947599411010742,17.92690086364746,37.32920526138606,-3.826470080995784
PS1_AB,18.859899520874023,18.622499465942383,18.542400360107422,18.53219985961914,18.855600357055664,18.6289005279541,18.52869987487793,18.516599655151367,37.36740608843238,-3.7120605007767646
PS1_AB,18.63050079345703,18.042699813842773,17.786699295043945,17.69700050354004,18.617599487304688,18.036800384521484,17.781600952148438,17.702600479125977,37.358399646467454,-3.8867932634398286
PS1_AB,18.439899444580078,18.100500106811523,17.941200256347656,17.901199340820312,18.377899169921875,18.086299896240234,17.903400421142578,17.906299591064453,37.33221111420523,-3.894177323735448
PS1_AB,18.80229949951172,17.920700073242188,17.58049964904785,17.444599151611328,18.82670021057129,17.91200065612793,17.58530044555664,17.43939971923828,37.37049118849066,-3.941239001178017
PS1_AB,18.47909927368164,18.003599166870117,17.791400909423828,17.716999053955078,18.48780059814453,17.986900329589844,17.78580093383789,17.716699600219727,37.36976093957407,-3.903709433393721
PS1_AB,18.932899475097656,18.230100631713867,17.934099197387695,17.824600219726562,18.940399169921875,18.234699249267578,17.93560028076172,17.83340072631836,37.35297927614461,-3.935750969920473
PS1_AB,18.6835994720459,18.405000686645508,18.289499282836914,18.274099349975586,18.69070053100586,18.404300689697266,18.2947998046875,18.278900146484375,37.364594653997884,-3.9383531811323094
PS1_AB,17.582199096679688,17.047700881958008,16.838300704956055,16.788799285888672,17.57390022277832,17.047100067138672,16.843799591064453,16.78459930419922,37.37626742848353,-3.8380518550815337
PS1_AB,18.764299392700195,17.777999877929688,17.357500076293945,17.185400009155273,18.79129981994629,17.775299072265625,17.36440086364746,17.19059944152832,37.34115621251094,-3.8397961323627587
PS1_AB,18.405099868774414,17.85580062866211,17.617399215698242,17.534900665283203,18.374900817871094,17.85099983215332,17.622600555419922,17.516199111938477,37.38065825828267,-3.840360703940476
PS1_AB,18.644500732421875,18.15730094909668,17.998300552368164,17.956600189208984,18.633100509643555,18.157499313354492,17.992000579833984,17.96310043334961,37.38952229620479,-3.8478347827693544
PS1_AB,17.445199966430664,17.018199920654297,16.8533992767334,16.831100463867188,17.423999786376953,16.995500564575195,16.851299285888672,16.828800201416016,37.372771153603,-3.959463830720551
PS1_AB,18.82710075378418,18.048599243164062,17.696500778198242,17.554500579833984,18.85219955444336,18.051000595092773,17.718700408935547,17.560100555419922,37.394883152497734,-3.873454060376351
PS1_AB,18.658199310302734,18.208099365234375,18.027999877929688,18.000999450683594,18.671600341796875,18.18470001220703,18.03619956970215,18.013700485229492,37.39164809190748,-3.8589336492900386
PS1_AB,18.038000106811523,17.479999542236328,17.23270034790039,17.138999938964844,18.031400680541992,17.48040008544922,17.23579978942871,17.136199951171875,37.04561654557379,-3.820846713361232
PS1_AB,17.799299240112305,17.473400115966797,17.356300354003906,17.351999282836914,17.786399841308594,17.47960090637207,17.35689926147461,17.34819984436035,37.062861978192096,-3.8638127805361524
PS1_AB,18.992900848388672,17.82229995727539,17.238300323486328,16.97599983215332,18.99530029296875,17.813499450683594,17.22610092163086,16.965999603271484,37.11845389388782,-3.8153210995211144
PS1_AB,17.868999481201172,17.5398006439209,17.39579963684082,17.362499237060547,17.86079978942871,17.531999588012695,17.393699645996094,17.367300033569336,37.17670833205357,-3.8706451814678693
PS1_AB,18.76729965209961,17.869199752807617,17.48259925842285,17.299800872802734,18.760499954223633,17.86870002746582,17.48040008544922,17.2908992767334,37.08597409434838,-3.779694287647732
PS1_AB,18.2367000579834,17.67799949645996,17.47279930114746,17.386600494384766,18.23189926147461,17.684900283813477,17.466899871826172,17.408300399780273,37.052262524647695,-3.7767266782378424
PS1_AB,17.81439971923828,17.181100845336914,16.893400192260742,16.788700103759766,17.816099166870117,17.17300033569336,16.88479995727539,16.7908992767334,37.17658666308378,-3.864471389780896
PS1_AB,18.442800521850586,17.770999908447266,17.495100021362305,17.388099670410156,18.43720054626465,17.76799964904785,17.50189971923828,17.40719985961914,37.14395106155527,-3.804883396871934
PS1_AB,17.69969940185547,17.27910041809082,17.12529945373535,17.098100662231445,17.693099975585938,17.280899047851562,17.133100509643555,17.08329963684082,37.17911263605607,-3.823722086739924
PS1_AB,18.194599151611328,17.957500457763672,17.899499893188477,17.92020034790039,18.17009925842285,17.941200256347656,17.901399612426758,17.915300369262695,37.040362921105455,-3.8775780967719538
PS1_AB,18.89579963684082,18.589500427246094,18.484600067138672,18.484899520874023,18.86400032043457,18.59269905090332,18.484899520874023,18.475299835205078,37.07766532517869,-3.76230631976423
PS1_AB,18.997800827026367,18.660400390625,18.51180076599121,18.495500564575195,19.006099700927734,18.67009925842285,18.517499923706055,18.48240089416504,37.06940695927559,-3.7901282213153102
PS1_AB,17.9596004486084,17.69230079650879,17.582799911499023,17.57349967956543,17.94409942626953,17.67889976501465,17.58340072631836,17.585599899291992,37.133154041743104,-3.9799251865540017
PS1_AB,17.907800674438477,17.502399444580078,17.316699981689453,17.248199462890625,17.896099090576172,17.496700286865234,17.318099975585938,17.247299194335938,37.1086625192082,-3.8525421470758707
PS1_AB,17.86669921875,17.3302001953125,17.09440040588379,17.01020050048828,17.86669921875,17.33919906616211,17.10110092163086,17.022300720214844,37.1967927706762,-4.070306681152783
PS1_AB,17.88170051574707,17.249799728393555,16.958099365234375,16.837299346923828,17.886999130249023,17.253599166870117,16.947500228881836,16.837099075317383,37.312267348592805,-4.017721888977657
PS1_AB,18.975099563598633,17.7455997467041,16.94729995727539,16.587900161743164,18.965499877929688,17.751300811767578,16.94700050354004,16.58989906311035,37.31181469228901,-4.0268001430164855
PS1_AB,18.673500061035156,17.583900451660156,17.082199096679688,16.871599197387695,18.66950035095215,17.590200424194336,17.0802001953125,16.866600036621094,37.31512114305917,-3.9349395481053753
PS1_AB,18.775999069213867,17.712200164794922,17.236400604248047,17.04990005493164,18.782800674438477,17.724899291992188,17.243499755859375,17.040300369262695,37.19460962994185,-3.960820394112788
PS1_AB,18.186100006103516,17.550399780273438,17.298599243164062,17.19729995727539,18.189699172973633,17.537799835205078,17.286100387573242,17.194499969482422,37.31024497457251,-3.9679970131544358
PS1_AB,18.736000061035156,17.97330093383789,17.66699981689453,17.551000595092773,18.729400634765625,17.963699340820312,17.66160011291504,17.534400939941406,37.21099164648993,-4.028018864081069
PS1_AB,17.99850082397461,17.996700286865234,17.72089958190918,17.65559959411621,17.98110008239746,18.061199188232422,17.76129913330078,17.65559959411621,37.11750756261189,-4.01233783902299
PS1_AB,18.045000076293945,17.879899978637695,17.837400436401367,17.877300262451172,18.022199630737305,17.875900268554688,17.826099395751953,17.8794002532959,37.359735226260426,-3.979598392287374
PS1_AB,18.813600540161133,18.292699813842773,18.07159996032715,18.01449966430664,18.800100326538086,18.2716007232666,18.058799743652344,17.992399215698242,37.216161370890006,-4.023509168052343
PS1_AB,18.543800354003906,18.17009925842285,18.009700775146484,17.982500076293945,18.519800186157227,18.16659927368164,18.013200759887695,17.999399185180664,37.351957358765794,-3.959527347997749
PS1_AB,17.395000457763672,17.396900177001953,17.461299896240234,17.516399383544922,17.382699966430664,17.400800704956055,17.472299575805664,17.516000747680664,37.158121249750735,-4.0642271712711775
PS1_AB,18.783700942993164,17.983200073242188,17.654800415039062,17.54680061340332,18.788299560546875,17.986600875854492,17.660900115966797,17.550600051879883,37.262096339428794,-3.9646709084071503
PS1_AB,17.974599838256836,17.42009925842285,17.19300079345703,17.115100860595703,17.94179916381836,17.420900344848633,17.18199920654297,17.115400314331055,37.38133660226905,-4.00822257762454
PS1_AB,18.091400146484375,17.36520004272461,17.073999404907227,16.954599380493164,18.08049964904785,17.359399795532227,17.06760025024414,16.961000442504883,37.347878132131584,-4.122526640071121
PS1_AB,17.505399703979492,17.282899856567383,17.194299697875977,17.193700790405273,17.489099502563477,17.27280044555664,17.200899124145508,17.199600219726562,37.360719743231954,-4.187731456881806
PS1_AB,18.998300552368164,17.83989906311035,17.006000518798828,16.62350082397461,19.040300369262695,17.82990074157715,16.998699188232422,16.628700256347656,37.395120903677295,-4.262018514222743
PS1_AB,18.74370002746582,17.858400344848633,17.437400817871094,17.257200241088867,18.729299545288086,17.85919952392578,17.43160057067871,17.259199142456055,37.35749858419302,-4.152931523896633
PS1_AB,18.888099670410156,17.833900451660156,17.375099182128906,17.155500411987305,18.88330078125,17.84000015258789,17.36989974975586,17.160499572753906,37.436122475358125,-4.271756821052194
PS1_AB,17.74920082092285,17.100200653076172,16.859800338745117,16.756000518798828,17.714399337768555,17.091699600219727,16.845699310302734,16.765199661254883,37.41155605020128,-4.11824830606017
PS1_AB,18.631799697875977,17.673900604248047,17.269500732421875,17.087200164794922,18.615800857543945,17.68470001220703,17.270099639892578,17.095500946044922,37.4295031316022,-4.074783664644029
PS1_AB,18.532800674438477,17.481399536132812,16.965299606323242,16.733299255371094,18.5221004486084,17.469600677490234,16.960800170898438,16.734800338745117,37.417382961181,-4.121110788973986
PS1_AB,18.27440071105957,17.777799606323242,17.57309913635254,17.521799087524414,18.275100708007812,17.767000198364258,17.570600509643555,17.513500213623047,37.444825353795366,-4.199387542086576
PS1_AB,19.010400772094727,18.57270050048828,18.41309928894043,18.356199264526367,18.99970054626465,18.573999404907227,18.41990089416504,18.34000015258789,37.04024452615413,-4.010151038581287
PS1_AB,17.292299270629883,16.969600677490234,16.83180046081543,16.81329917907715,17.29290008544922,16.955400466918945,16.823999404907227,16.818099975585938,37.14695116057047,-4.180893095066801
PS1_AB,17.515199661254883,17.065900802612305,16.900999069213867,16.85569953918457,17.520099639892578,17.06800079345703,16.899499893188477,16.85420036315918,37.065980799377456,-4.1022136760355705
PS1_AB,17.29520034790039,16.990100860595703,16.86440086364746,16.846399307250977,17.308500289916992,16.990100860595703,16.861799240112305,16.848800659179688,37.08504595047725,-4.117684409884003
PS1_AB,18.947999954223633,17.724700927734375,16.986299514770508,16.646099090576172,18.96969985961914,17.714099884033203,16.97450065612793,16.645599365234375,37.05953714443816,-4.176790497729606
PS1_AB,18.84320068359375,17.76219940185547,17.26180076599121,17.05030059814453,18.852399826049805,17.755300521850586,17.266399383544922,17.050399780273438,37.16615266421395,-4.207065045507184
PS1_AB,17.54669952392578,17.313499450683594,17.265600204467773,17.297500610351562,17.538299560546875,17.312700271606445,17.255699157714844,17.29509925842285,37.09667944692315,-4.206614333953122
PS1_AB,18.32740020751953,17.82159996032715,17.618799209594727,17.56290054321289,18.344999313354492,17.82080078125,17.619300842285156,17.561800003051758,37.0659030724387,-4.202849796297679
PS1_AB,17.989700317382812,17.741600036621094,17.625200271606445,17.616600036621094,17.972400665283203,17.73780059814453,17.62689971923828,17.60689926147461,37.1549884772453,-4.133940417772461
PS1_AB,18.829299926757812,18.593599319458008,18.476499557495117,18.467300415039062,18.819499969482422,18.59160041809082,18.48940086364746,18.489500045776367,37.184784371255176,-4.195424638114534
PS1_AB,18.964500427246094,18.715299606323242,18.635900497436523,18.628299713134766,18.966400146484375,18.700599670410156,18.624000549316406,18.62660026550293,37.13439026006374,-4.195640793475105
PS1_AB,17.39299964904785,17.04159927368164,16.91309928894043,16.904199600219727,17.392900466918945,17.041400909423828,16.911699295043945,16.904499053955078,37.040303832792056,-4.27335342498638
PS1_AB,17.380199432373047,17.151100158691406,17.08679962158203,17.087400436401367,17.37220001220703,17.15489959716797,17.086599349975586,17.09160041809082,37.21244029833698,-4.235857272031383
PS1_AB,17.923599243164062,17.702299118041992,17.621999740600586,17.60930061340332,17.909900665283203,17.70359992980957,17.62529945373535,17.610000610351562,37.22269474500146,-4.256198172539956
PS1_AB,18.588699340820312,18.078899383544922,17.888099670410156,17.822099685668945,18.574899673461914,18.0762996673584,17.896099090576172,17.829200744628906,37.19305737629262,-4.288725223971239
PS1_AB,18.462600708007812,17.687000274658203,17.374000549316406,17.236799240112305,18.462799072265625,17.680500030517578,17.36989974975586,17.251300811767578,37.27467592269764,-4.2727273818815625
PS1_AB,18.37339973449707,17.555299758911133,17.22170066833496,17.067399978637695,18.345600128173828,17.556699752807617,17.215599060058594,17.077199935913086,54.60363626982345,-27.001063274088757
PS1_AB,18.995899200439453,18.27050018310547,17.927499771118164,17.818500518798828,19.032899856567383,18.25469970703125,17.940399169921875,17.823299407958984,54.461565538674165,-26.96432712378152
PS1_AB,18.917600631713867,17.7106990814209,17.01259994506836,16.69860076904297,18.93160057067871,17.70199966430664,17.02790069580078,16.693300247192383,54.448520825908446,-27.19349218784493
PS1_AB,17.73819923400879,17.2273006439209,17.039899826049805,16.977800369262695,17.729000091552734,17.227100372314453,17.037799835205078,16.981300354003906,54.51084022915932,-27.05216027653921
PS1_AB,17.47209930419922,17.19879913330078,17.087900161743164,17.06450080871582,17.45949935913086,17.1924991607666,17.075899124145508,17.07699966430664,54.4877221844967,-27.193666214711442
PS1_AB,18.55430030822754,17.753400802612305,17.402299880981445,17.258399963378906,18.55590057373047,17.737300872802734,17.406099319458008,17.258499145507812,54.59453442095663,-27.15742612901314
PS1_AB,18.12299919128418,17.684200286865234,17.494800567626953,17.458200454711914,18.127399444580078,17.683000564575195,17.50149917602539,17.45989990234375,54.42055234750732,-27.10447356663189
PS1_AB,18.174299240112305,17.636699676513672,17.429899215698242,17.37619972229004,18.171199798583984,17.646900177001953,17.43090057373047,17.3794002532959,54.41319757035971,-27.02918981802243
PS1_AB,18.113100051879883,17.856199264526367,17.755199432373047,17.75480079650879,18.086200714111328,17.8533992767334,17.753299713134766,17.76020050048828,54.52519003754128,-27.09519913082788
PS1_AB,18.724000930786133,18.103599548339844,17.842100143432617,17.736499786376953,18.74799919128418,18.090999603271484,17.854700088500977,17.747100830078125,54.51883002908823,-27.14528041864479
PS1_AB,18.46190071105957,17.95549964904785,17.73539924621582,17.65730094909668,18.49519920349121,17.940399169921875,17.739299774169922,17.660400390625,54.53625827828235,-27.217519643705284
PS1_AB,18.803800582885742,18.04210090637207,17.736299514770508,17.618600845336914,18.781600952148438,18.039400100708008,17.733800888061523,17.612300872802734,54.57165095462231,-27.153277057527536
PS1_AB,18.182199478149414,17.872900009155273,17.754600524902344,17.723499298095703,18.16550064086914,17.872900009155273,17.73859977722168,17.72570037841797,54.43571978805652,-27.076781700598296
PS1_AB,18.797700881958008,17.707000732421875,17.20989990234375,16.99679946899414,18.79509925842285,17.708599090576172,17.213499069213867,16.993099212646484,54.5389688444986,-27.0740993404124
PS1_AB,18.87350082397461,18.46969985961914,18.291000366210938,18.29640007019043,18.87619972229004,18.462900161743164,18.303600311279297,18.285200119018555,54.498643007492454,-26.97747033406269
PS1_AB,17.714000701904297,17.17289924621582,16.93269920349121,16.859399795532227,17.697799682617188,17.16659927368164,16.940000534057617,16.856199264526367,54.538475036096166,-27.00838648589337
PS1_AB,18.869800567626953,17.694799423217773,17.039600372314453,16.76099967956543,18.878400802612305,17.68939971923828,17.04129981994629,16.758499145507812,54.60555857726242,-27.361436261628885
PS1_AB,18.411699295043945,17.496000289916992,17.132699966430664,16.990400314331055,18.3799991607666,17.49449920654297,17.128400802612305,16.984699249267578,54.58671704120885,-27.313377003871363
PS1_AB,18.67799949645996,17.919200897216797,17.570999145507812,17.440099716186523,18.604299545288086,17.930999755859375,17.564699172973633,17.432100296020508,54.70180738831289,-27.237124901310327
PS1_AB,18.793500900268555,18.11009979248047,17.8439998626709,17.750099182128906,18.82349967956543,18.099199295043945,17.840099334716797,17.74250030517578,54.678403701147786,-27.236546053881554
PS1_AB,18.96940040588379,18.272899627685547,17.975500106811523,17.848499298095703,18.996299743652344,18.27739906311035,17.99139976501465,17.852100372314453,54.726620598471776,-27.2348752909165
PS1_AB,18.025699615478516,17.39109992980957,17.145700454711914,17.05430030822754,18.04129981994629,17.38949966430664,17.140100479125977,17.04450035095215,54.76207731181357,-27.25562059054961
PS1_AB,18.85650062561035,17.735200881958008,17.15760040283203,16.876399993896484,18.881099700927734,17.718799591064453,17.125,16.8528995513916,54.74681851404972,-27.40552265100041
PS1_AB,18.896900177001953,17.878700256347656,17.463300704956055,17.27589988708496,18.881000518798828,17.87070083618164,17.445499420166016,17.26420021057129,54.820259915055466,-27.333287982846763
PS1_AB,18.97439956665039,18.008899688720703,17.576099395751953,17.37779998779297,19.04680061340332,18.016000747680664,17.57710075378418,17.395099639892578,54.81744566136464,-27.527669160960397
PS1_AB,18.498699188232422,18.063199996948242,17.851600646972656,17.789100646972656,18.524599075317383,18.045700073242188,17.84709930419922,17.777700424194336,54.79741085827335,-27.378893379155915
PS1_AB,18.812000274658203,18.59040069580078,18.467199325561523,18.471500396728516,18.851299285888672,18.583799362182617,18.445600509643555,18.480499267578125,54.797341234836914,-27.510604706750545
PS1_AB,18.402099609375,18.18600082397461,18.082799911499023,18.11520004272461,18.41950035095215,18.17840003967285,18.10740089416504,18.112499237060547,54.83177749478517,-27.578498198880002
PS1_AB,18.94260025024414,18.878400802612305,18.68910026550293,18.620899200439453,18.95009994506836,18.934799194335938,18.684099197387695,18.61199951171875,54.41621031813915,-27.346111487511454
PS1_AB,18.9143009185791,18.36840057373047,18.167600631713867,18.08810043334961,18.892099380493164,18.348800659179688,18.172399520874023,18.070100784301758,54.41048381968817,-27.205662178257157
PS1_AB,18.82200050354004,18.51460075378418,18.400999069213867,18.372299194335938,18.801700592041016,18.512399673461914,18.389699935913086,18.375699996948242,54.46388881190602,-27.28010629505262
PS1_AB,17.390899658203125,16.97010040283203,16.83970069885254,16.815099716186523,17.36750030517578,16.983400344848633,16.8341007232666,16.8031005859375,54.40956184095378,-27.47409359224069
PS1_AB,18.39259910583496,17.455799102783203,17.046100616455078,16.875200271606445,18.376699447631836,17.47170066833496,17.05470085144043,16.877099990844727,54.40604714467497,-27.39657806198544
PS1_AB,18.97170066833496,17.806800842285156,17.177499771118164,16.886499404907227,18.927799224853516,17.811500549316406,17.17140007019043,16.88629913330078,54.52668106969685,-27.508337633440863
PS1_AB,17.73390007019043,17.12929916381836,16.900400161743164,16.8169002532959,17.731700897216797,17.127500534057617,16.90519905090332,16.829299926757812,54.49610871632454,-27.52505817828688
PS1_AB,17.494199752807617,17.148099899291992,16.999900817871094,16.988500595092773,17.47960090637207,17.138900756835938,17.01799964904785,16.98259925842285,54.637821549967384,-27.476276904542424
PS1_AB,18.28820037841797,17.805099487304688,17.603900909423828,17.550199508666992,18.293899536132812,17.794700622558594,17.62459945678711,17.553199768066406,54.484237681645666,-27.607411423993
PS1_AB,18.028400421142578,17.579700469970703,17.40559959411621,17.35140037536621,18.021400451660156,17.576200485229492,17.40559959411621,17.363300323486328,54.52300280758395,-27.4385683834953
PS1_AB,17.694400787353516,17.483600616455078,17.408899307250977,17.38330078125,17.68320083618164,17.485300064086914,17.404800415039062,17.3927001953125,54.565853957803014,-27.353506178256403
PS1_AB,18.911399841308594,18.296899795532227,18.030399322509766,17.9197998046875,18.93320083618164,18.283199310302734,18.0049991607666,17.890300750732422,54.45274516160638,-27.332064017375515
PS1_AB,18.932600021362305,18.54509925842285,18.377599716186523,18.327299118041992,18.920499801635742,18.5314998626709,18.370100021362305,18.305599212646484,54.408849444250684,-27.532289668587634
PS1_AB,18.37660026550293,17.898000717163086,17.710500717163086,17.63909912109375,18.35569953918457,17.88909912109375,17.714399337768555,17.637699127197266,54.583928686036565,-27.42982105002846
PS1_AB,18.68429946899414,17.704599380493164,17.26420021057129,17.082399368286133,18.69219970703125,17.70560073852539,17.265300750732422,17.085500717163086,54.689989694770944,-27.64031920714293
PS1_AB,17.43079948425293,17.019800186157227,16.858299255371094,16.823999404907227,17.43470001220703,17.01490020751953,16.86709976196289,16.823200225830078,54.688533875477795,-27.738467644839435
PS1_AB,18.086299896240234,17.454700469970703,17.172700881958008,17.065900802612305,18.065500259399414,17.453800201416016,17.179100036621094,17.078100204467773,54.62798330974026,-27.73785094110384
PS1_AB,18.626300811767578,17.75469970703125,17.351200103759766,17.18939971923828,18.638700485229492,17.74570083618164,17.368000030517578,17.2007999420166,54.65996200757108,-27.698606530982456
PS1_AB,18.187400817871094,17.723100662231445,17.54199981689453,17.481599807739258,18.19729995727539,17.68630027770996,17.54759979248047,17.480899810791016,54.68923575640343,-27.750465171602787
PS1_AB,18.818599700927734,18.20599937438965,17.96310043334961,17.863800048828125,18.846599578857422,18.207300186157227,17.961299896240234,17.87689971923828,54.56353641507255,-27.6487035355441
PS1_AB,18.22640037536621,17.44930076599121,17.113300323486328,16.96940040588379,18.223899841308594,17.440900802612305,17.115999221801758,16.96339988708496,54.60672515557988,-27.539377253415704
PS1_AB,17.686800003051758,17.364500045776367,17.23270034790039,17.218799591064453,17.657699584960938,17.36389923095703,17.2362003326416,17.221200942993164,54.6393646628434,-27.492533335620895
PS1_AB,18.96579933166504,18.453899383544922,18.234500885009766,18.13010025024414,19.041000366210938,18.474899291992188,18.225299835205078,18.134199142456055,54.675140997312965,-27.487051046657648
PS1_AB,18.729799270629883,18.472700119018555,18.34939956665039,18.346900939941406,18.73200035095215,18.473800659179688,18.345300674438477,18.357900619506836,54.58396561735662,-27.53727213398733
PS1_AB,17.627899169921875,17.271699905395508,17.12380027770996,17.097400665283203,17.616100311279297,17.258399963378906,17.11400032043457,17.083999633789062,54.645035637076255,-27.544252367544978
PS1_AB,17.79599952697754,17.447500228881836,17.311399459838867,17.288299560546875,17.805500030517578,17.43400001525879,17.29560089111328,17.291000366210938,54.73970100708293,-27.594098935271656
PS1_AB,18.356199264526367,18.05780029296875,17.942100524902344,17.941099166870117,18.429899215698242,18.061899185180664,17.9512996673584,17.92140007019043,54.730699555402616,-27.68907415666468
PS1_AB,18.86199951171875,17.87969970703125,17.410200119018555,17.207399368286133,18.875099182128906,17.871000289916992,17.40169906616211,17.19700050354004,54.724645719917504,-27.635330028722894
PS1_AB,18.511499404907227,18.019100189208984,17.819700241088867,17.763999938964844,18.503700256347656,18.015600204467773,17.81130027770996,17.754199981689453,54.72254787630491,-27.635142467894983
PS1_AB,18.833799362182617,18.501699447631836,18.37420082092285,18.332000732421875,18.887100219726562,18.493200302124023,18.385799407958984,18.3218994140625,54.76275329138702,-27.543552346561107
PS1_AB,19.016399383544922,18.614099502563477,18.42259979248047,18.359600067138672,18.991500854492188,18.606199264526367,18.423900604248047,18.363800048828125,54.70248826854246,-27.550211153508
PS1_AB,18.46109962463379,18.25119972229004,18.156400680541992,18.14590072631836,18.468299865722656,18.23740005493164,18.162799835205078,18.153200149536133,54.79872841024498,-27.64554013061196
PS1_AB,18.790800094604492,18.497100830078125,18.356199264526367,18.322900772094727,18.823699951171875,18.48870086669922,18.37700080871582,18.351299285888672,54.77793523927223,-27.73374830262257
PS1_AB,18.249500274658203,18.056400299072266,17.982999801635742,17.9960994720459,18.21579933166504,18.061800003051758,17.975500106811523,18.013399124145508,54.80137159859608,-27.78667923667912
PS1_AB,18.851299285888672,18.5585994720459,18.418899536132812,18.399200439453125,18.840499877929688,18.57200050354004,18.41659927368164,18.408100128173828,54.77735173784499,-27.79091349379555
PS1_AB,18.16629981994629,17.250499725341797,16.871599197387695,16.690799713134766,18.175600051879883,17.25550079345703,16.86989974975586,16.69379997253418,54.835200661586676,-27.699493799821877
PS1_AB,18.444400787353516,17.691699981689453,17.366600036621094,17.22640037536621,18.452199935913086,17.674800872802734,17.36370086669922,17.223899841308594,54.793665156727286,-27.686637481044592
PS1_AB,17.822999954223633,17.592599868774414,17.52440071105957,17.532699584960938,17.823400497436523,17.58989906311035,17.51609992980957,17.53190040588379,54.81770218758834,-27.71548511252441
PS1_AB,18.42300033569336,18.15410041809082,18.048200607299805,18.043899536132812,18.431900024414062,18.145700454711914,18.05940055847168,18.069700241088867,54.77811171152617,-27.697537910958395
PS1_AB,17.763099670410156,17.472900390625,17.38319969177246,17.372100830078125,17.766599655151367,17.46470069885254,17.344499588012695,17.367599487304688,54.88105554850146,-27.676706130873928
PS1_AB,19.020099639892578,18.09709930419922,17.699100494384766,17.51580047607422,19.06730079650879,18.106599807739258,17.698999404907227,17.52199935913086,54.8656636412358,-27.733808123752603
PS1_AB,18.101299285888672,17.393199920654297,17.09600067138672,16.990400314331055,18.104900360107422,17.395999908447266,17.095399856567383,17.004100799560547,54.88701768736366,-27.823052661415733
