survey,D3YR-g,D3YR-r,D3YR-i,D3YR-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
D3YR,18.55210304,17.94069672,17.74667931,17.64961052,18.501699447631836,17.98979949951172,17.76689910888672,17.68600082397461,43.38633976,0.2846637
D3YR,18.58049965,18.06103325,17.90509033,17.83404922,18.53260040283203,18.103900909423828,17.923799514770508,17.873899459838867,43.36795201,0.27934129
D3YR,17.31812096,16.81765938,16.66610909,16.59305,17.278900146484375,16.85449981689453,16.682300567626953,16.61039924621582,43.65860461,-0.3123711
D3YR,17.80060387,16.6390667,16.23998451,16.0320034,17.748300552368164,16.724599838256836,16.301300048828125,16.105300903320312,43.69289714,-0.3359945
D3YR,17.61829376,16.82941628,16.59825325,16.47722054,17.577199935913086,16.883499145507812,16.630199432373047,16.51420021057129,43.67111273,-0.32963391
D3YR,18.60175705,17.77128983,17.51970291,17.38422966,18.465299606323242,17.85569953918457,17.547199249267578,17.4242000579834,41.48144234,-1.87453782
D3YR,18.82740974,18.26389503,18.07141113,17.9787159,18.804899215698242,18.308300018310547,18.10449981689453,18.020599365234375,41.45806387,-1.8996841
D3YR,17.82756424,17.06138039,16.84105301,16.72166252,17.78660011291504,17.125999450683594,16.86590003967285,16.763500213623047,42.16180585,-0.14080258
D3YR,18.65480042,17.74799919,17.45086861,17.28730774,18.657499313354492,17.82509994506836,17.493499755859375,17.351600646972656,43.16802315,-0.14537472
D3YR,18.14645195,17.08017159,16.74484825,16.56285667,18.066099166870117,17.15089988708496,16.784500122070312,16.62019920349121,43.17038107,-0.1239527
D3YR,17.61161041,17.2442112,17.15808868,17.1369381,17.57900047302246,17.265899658203125,17.167699813842773,17.15679931640625,41.24865465,-1.77201524
D3YR,18.73802567,17.36428642,16.65725327,16.3328476,18.6697998046875,17.486900329589844,16.760700225830078,16.423599243164062,41.72962226,-0.20605764
D3YR,17.51701355,16.95165062,16.79394531,16.72173119,17.48979949951172,16.99720001220703,16.821399688720703,16.762399673461914,41.40044764,-1.01249591
D3YR,17.44870949,16.90538979,16.76462364,16.70132828,17.41699981689453,16.960399627685547,16.777799606323242,16.728500366210938,41.46317092,-1.02110032
D3YR,18.32474136,17.97682762,17.88422012,17.84559441,18.28219985961914,18.007600784301758,17.88949966430664,17.863800048828125,42.7962698,-1.73456322
D3YR,18.31053162,17.96800804,17.87478828,17.8387661,18.276199340820312,18.011600494384766,17.88279914855957,17.832700729370117,43.79023844,-0.857296
D3YR,18.23041534,16.94189835,16.42865372,16.17241287,18.139699935913086,17.0393009185791,16.500499725341797,16.249399185180664,42.15774609,-0.53763991
D3YR,16.80443192,16.35379601,16.23179245,16.18711853,16.7726993560791,16.392200469970703,16.242700576782227,16.207799911499023,42.13032993,-0.61638108
D3YR,17.10740089,16.65108299,16.52981758,16.47271156,17.1033992767334,16.688100814819336,16.523000717163086,16.48430061340332,43.82387979,-0.80551784
D3YR,18.67207336,18.12725067,17.9713192,17.90091705,18.627300262451172,18.176000595092773,17.992399215698242,17.923200607299805,42.73303137,0.28001187
D3YR,17.08970451,16.68314362,16.57280159,16.52330017,17.040599822998047,16.720500946044922,16.570999145507812,16.537399291992188,42.38900921,-0.07444565
D3YR,18.31469536,17.09136391,16.67198181,16.44620514,18.20989990234375,17.18630027770996,16.731700897216797,16.519899368286133,42.53066255,-0.08746526
D3YR,18.70393753,17.90290451,17.60309029,17.42784882,18.6697998046875,17.97249984741211,17.64310073852539,17.493200302124023,43.86669951,-0.6350426
D3YR,17.03271866,16.40078545,16.20538712,16.10077095,16.98270034790039,16.4507999420166,16.21809959411621,16.134899139404297,40.81847244,-0.00112835
D3YR,18.2230835,17.53726006,17.30858421,17.17915154,18.171499252319336,17.59910011291504,17.32379913330078,17.228099822998047,40.64441545,-0.10413252
D3YR,18.16827774,17.7830143,17.67440796,17.63179588,18.140300750732422,17.82360076904297,17.692899703979492,17.63129997253418,40.64859825,-0.11525917
D3YR,18.28211021,17.11683655,16.72462273,16.51874542,18.240999221801758,17.20330047607422,16.774599075317383,16.593399047851562,41.87325465,-1.21462826
D3YR,18.35966301,17.11157799,16.660429,16.4471302,18.292600631713867,17.217300415039062,16.72570037841797,16.508899688720703,41.14081327,-1.21388333
D3YR,18.28484535,16.96035957,16.36840057,16.09487724,18.216800689697266,17.092300415039062,16.45050048828125,16.1697998046875,41.1352981,-1.28782204
D3YR,18.77573395,17.35230637,16.56485558,16.22584343,18.716899871826172,17.50819969177246,16.68269920349121,16.32469940185547,41.1284387,-1.27145832
D3YR,17.57185745,16.63370895,16.36922073,16.23824883,17.521699905395508,16.706899642944336,16.40250015258789,16.282699584960938,41.08700451,-1.22414772
D3YR,17.72254753,17.05612564,16.87514877,16.78462791,17.679800033569336,17.117300033569336,16.889299392700195,16.816499710083008,41.57107606,-1.95235129
D3YR,17.87142944,17.06011581,16.80517769,16.66860771,17.820199966430664,17.11590003967285,16.81679916381836,16.698200225830078,41.56787897,-1.85657133
D3YR,18.94477272,18.65998459,18.59328079,18.58433914,18.935300827026367,18.672199249267578,18.60140037536621,18.62660026550293,41.41580641,-1.86867618
D3YR,16.85015297,16.51913452,16.43944931,16.42035866,16.828500747680664,16.544300079345703,16.435800552368164,16.434499740600586,41.94845008,-1.17891035
D3YR,17.03676987,16.57712746,16.45644188,16.41826439,17.008899688720703,16.61440086364746,16.462499618530273,16.439599990844727,41.99171631,-1.24291738
D3YR,18.49686432,17.68006325,17.40670395,17.2521801,18.434600830078125,17.74570083618164,17.444299697875977,17.30229949951172,43.1819193,-0.10543898
D3YR,17.78905296,17.17616081,16.99164963,16.89709663,17.733299255371094,17.22719955444336,17.00589942932129,16.930999755859375,43.18534159,-0.02283457
D3YR,17.96301651,17.43647194,17.26618767,17.18641472,17.915199279785156,17.491300582885742,17.28860092163086,17.210800170898438,43.19286847,-0.0549806
D3YR,18.21444702,17.39280701,17.12382698,16.97408676,18.137300491333008,17.462400436401367,17.160600662231445,17.02199935913086,43.20947158,-0.1085171
D3YR,18.86303711,17.68086052,17.26061058,17.0318222,18.78689956665039,17.75079917907715,17.319599151611328,17.108400344848633,43.08260308,-0.01981036
D3YR,17.66058731,17.19690514,17.06635475,17.02099037,17.626699447631836,17.243099212646484,17.083499908447266,17.036699295043945,41.85542234,-0.79327466
D3YR,18.77276611,17.69939423,17.32105637,17.11279297,18.68899917602539,17.771400451660156,17.366500854492188,17.16670036315918,42.76355411,0.69858216
D3YR,18.96535301,18.31836128,18.08919907,17.9710598,18.91659927368164,18.365100860595703,18.12619972229004,18.037799835205078,42.0742447,-1.44337952
D3YR,18.99554634,18.66970825,18.59330368,18.58071327,18.968599319458008,18.703100204467773,18.585599899291992,18.584800720214844,42.07495978,-1.42817048
D3YR,17.44919586,16.98442268,16.85730553,16.80906868,17.499300003051758,17.032699584960938,16.86210060119629,16.8351993560791,40.95896451,0.04784548
D3YR,17.86852074,17.39591026,17.27119446,17.21872139,17.832000732421875,17.4330997467041,17.27549934387207,17.221599578857422,40.99673724,0.13993304
D3YR,18.85782051,17.72245026,17.31705093,17.12051773,18.761899948120117,17.8080997467041,17.362199783325195,17.156299591064453,40.94274641,0.08712886
D3YR,17.34295273,16.98357964,16.90699577,16.89338493,17.30660057067871,17.012399673461914,16.91939926147461,16.905099868774414,40.95477798,0.05106114
D3YR,18.88935852,17.46855545,16.73980331,16.40089417,18.84119987487793,17.600500106811523,16.837200164794922,16.498699188232422,40.9710164,0.11253521
D3YR,17.63006401,16.8572197,16.61917496,16.4940567,17.573699951171875,16.913400650024414,16.63610076904297,16.54789924621582,41.9796095,0.14299512
D3YR,18.13839531,17.1899929,16.9006176,16.74657631,18.111499786376953,17.25950050354004,16.935199737548828,16.8085994720459,41.51916799,-1.14766971
D3YR,17.86506844,17.28308868,17.13321877,17.06604195,17.829200744628906,17.327600479125977,17.143699645996094,17.103900909423828,41.52073465,-1.15028594
D3YR,18.04970169,17.50259018,17.32431412,17.24151611,18.008899688720703,17.547000885009766,17.345500946044922,17.274900436401367,41.93749737,-0.58807689
D3YR,17.70973206,17.24450874,17.1106472,17.06080246,17.683900833129883,17.282100677490234,17.12579917907715,17.071399688720703,42.04622854,-0.5344954
D3YR,17.90893936,17.273592,17.04008293,16.90597725,17.887399673461914,17.33340072631836,17.066299438476562,16.94499969482422,43.88999268,-0.6780153
D3YR,16.91322899,16.41858292,16.28425026,16.2236824,16.894899368286133,16.458099365234375,16.29129981994629,16.237899780273438,43.86407258,-0.67473388
D3YR,18.88201332,17.54485321,16.87311554,16.55956459,18.844999313354492,17.655399322509766,16.963699340820312,16.656999588012695,40.87614583,-1.62324543
D3YR,17.5310154,17.00705338,16.85682678,16.79211807,17.460399627685547,17.045499801635742,16.857999801635742,16.806699752807617,40.92054307,-1.58357487
D3YR,17.78739929,17.33265114,17.1905117,17.1232872,17.759300231933594,17.366100311279297,17.201400756835938,17.151599884033203,43.82825319,-0.68249234
D3YR,17.06985664,16.67015266,16.56296539,16.52449989,17.055299758911133,16.71030044555664,16.566099166870117,16.552400588989258,40.75655327,-0.11504954
D3YR,18.99243546,18.21076012,17.98305702,17.86256981,18.917499542236328,18.26460075378418,17.97610092163086,17.901500701904297,40.82526822,-0.00051132
D3YR,18.55260277,18.27870369,18.00236511,17.97765541,18.628599166870117,18.401100158691406,18.13330078125,17.91860008239746,40.76954369,0.00151752
D3YR,18.5373497,17.39168167,16.9662838,16.74487686,18.433300018310547,17.48780059814453,17.02120018005371,16.803199768066406,40.6227344,-0.08914807
D3YR,18.35670471,17.40503311,17.10714722,16.9364109,18.267799377441406,17.494800567626953,17.14189910888672,17.008800506591797,43.50851435,0.46868399
D3YR,18.65424538,17.23784065,16.47437668,16.11441994,18.565200805664062,17.36079978942871,16.579200744628906,16.219200134277344,41.92228904,-1.27727466
D3YR,18.99462128,18.66192245,18.57382965,18.55008698,18.999000549316406,18.67140007019043,18.59040069580078,18.579500198364258,43.0881986,-0.13221737
D3YR,18.45476913,17.25521851,16.83815956,16.61388206,18.39349937438965,17.345800399780273,16.896699905395508,16.696199417114258,43.04100738,-0.86834004
D3YR,18.59136963,18.42090988,18.41411591,18.43092728,18.599199295043945,18.436899185180664,18.411100387573242,18.447999954223633,43.03086129,-0.91590884
D3YR,18.532547,18.0900383,17.96016312,17.90474892,18.503799438476562,18.142000198364258,17.96660041809082,17.93440055847168,43.03520868,-0.8591228
D3YR,17.96329689,17.93697357,17.64595032,17.48385048,17.664600372314453,17.75670051574707,17.594200134277344,17.388399124145508,40.7849967,-1.96343641
D3YR,18.59164619,18.13695335,18.00394058,17.95211029,18.57029914855957,18.16670036315918,18.027099609375,17.98740005493164,40.80154587,-1.97471723
D3YR,18.37520409,17.47207642,17.18087578,17.01510048,18.329500198364258,17.54829978942871,17.226999282836914,17.075199127197266,43.09929622,0.80673506
D3YR,17.79688072,16.90674019,16.6176281,16.45733261,17.746400833129883,16.966100692749023,16.64929962158203,16.498300552368164,40.91543048,0.16376811
D3YR,17.87456131,17.26902962,17.0807972,16.98067474,17.827699661254883,17.31329917907715,17.088899612426758,17.00860023498535,40.87781033,0.16844432
D3YR,18.00012207,17.61611748,17.49934959,17.46773338,17.993499755859375,17.66320037841797,17.499799728393555,17.495100021362305,40.856249,0.08326303
D3YR,18.49038887,17.91398239,17.74013329,17.65416527,18.465200424194336,17.94729995727539,17.743499755859375,17.68589973449707,40.85560979,0.14585032
D3YR,18.85969543,17.42145348,16.4808712,16.06562805,18.81100082397461,17.572599411010742,16.60650062561035,16.178199768066406,40.85026445,0.13330719
D3YR,17.24378586,16.75200844,16.62652016,16.57315826,17.222900390625,16.78660011291504,16.62420082092285,16.604400634765625,40.90271945,0.15899083
D3YR,18.48038864,17.26878166,16.85679245,16.63967514,18.417499542236328,17.362600326538086,16.906700134277344,16.714599609375,42.48480694,0.63861743
D3YR,18.43403816,17.40680313,17.08831215,16.91365242,18.3966007232666,17.490999221801758,17.123300552368164,16.96769905090332,43.87566681,-0.81747821
D3YR,17.1464653,16.55942917,16.3951416,16.32271957,17.105100631713867,16.613100051879883,16.411399841308594,16.353200912475586,43.52748071,-0.88876474
D3YR,18.7566185,18.11974907,17.91145325,17.80627632,18.71299934387207,18.1697998046875,17.930599212646484,17.82699966430664,43.49982383,-0.91724248
D3YR,18.67921448,18.23743439,18.10003281,18.05004311,18.621299743652344,18.270599365234375,18.124900817871094,18.05780029296875,43.45102524,-0.90829014
D3YR,17.97663879,17.67277336,17.58329582,17.56335831,17.94879913330078,17.702899932861328,17.591699600219727,17.581199645996094,43.36521835,-0.8288683
D3YR,18.69068909,17.25863075,16.59384727,16.28743172,18.58180046081543,17.380699157714844,16.693300247192383,16.384899139404297,42.22958633,-0.65194013
D3YR,18.72644997,17.34861183,16.61813354,16.27947426,18.643199920654297,17.481599807739258,16.728700637817383,16.383699417114258,42.16826403,-0.62882381
D3YR,17.19375229,16.43883324,16.2086525,16.09324265,17.140399932861328,16.497900009155273,16.2322998046875,16.131999969482422,42.19926262,-0.60908113
D3YR,17.42018318,17.00736237,16.89743614,16.87116623,17.374500274658203,17.04170036315918,16.915000915527344,16.879499435424805,43.37884425,-0.82580975
D3YR,18.75942039,18.43467522,18.33818436,18.3024044,18.753700256347656,18.459199905395508,18.324399948120117,18.33970069885254,42.59895187,0.2060202
D3YR,18.83140945,18.38150215,18.26639366,18.22747803,18.81100082397461,18.416900634765625,18.26300048828125,18.238100051879883,41.86568269,-0.61338277
D3YR,18.1382885,16.84606171,16.28336716,16.01049805,18.076200485229492,16.95509910583496,16.363800048828125,16.100099563598633,41.76512847,-1.24057934
D3YR,18.52413368,17.07517433,16.2645092,15.90533924,18.467599868774414,17.202899932861328,16.378599166870117,16.006900787353516,41.74300591,-1.20665325
D3YR,18.39359474,17.31538963,16.98382187,16.81649017,18.35810089111328,17.385400772094727,17.024799346923828,16.878700256347656,40.46338067,-0.61732068
D3YR,18.11928558,17.12317467,16.80683136,16.62639046,18.050899505615234,17.195199966430664,16.845800399780273,16.690500259399414,43.37052655,-0.10946503
D3YR,18.68299675,17.44206238,16.99610138,16.78191948,18.60849952697754,17.526500701904297,17.05780029296875,16.8435001373291,40.86208048,-1.80146913
D3YR,18.52754211,17.32401657,16.8785553,16.63956642,18.45789909362793,17.42009925842285,16.93120002746582,16.71430015563965,42.45726141,0.52562309
D3YR,18.62545776,17.2427063,16.57574272,16.2756443,18.424299240112305,17.35059928894043,16.662599563598633,16.354000091552734,40.58597757,-1.22083593
D3YR,18.14501762,17.58402824,17.37683487,17.26687241,18.100500106811523,17.629199981689453,17.40530014038086,17.304399490356445,43.48759912,0.42019797
D3YR,18.76637077,17.90510368,17.58787918,17.41122437,18.73780059814453,17.9685001373291,17.617900848388672,17.471599578857422,43.64372589,0.35441323
D3YR,18.34498405,17.76780701,17.57931709,17.49146271,18.304100036621094,17.807300567626953,17.605899810791016,17.520000457763672,42.01134724,-1.26610096
D3YR,18.85135078,17.4166317,16.66633224,16.32479858,18.766700744628906,17.550800323486328,16.778799057006836,16.423900604248047,41.75829745,-0.94425666
D3YR,18.17036057,17.76996803,17.66542435,17.63178253,18.134599685668945,17.787599563598633,17.667299270629883,17.65519905090332,41.49834705,-1.92685915
D3YR,18.69639969,18.40863991,18.34269142,18.33771515,18.671600341796875,18.43120002746582,18.335800170898438,18.34480094909668,40.32527809,0.95730896
D3YR,18.27726173,17.67399216,17.46661568,17.36478233,18.221200942993164,17.70949935913086,17.49850082397461,17.399200439453125,40.60345391,-1.95609419
D3YR,17.45706749,17.18247795,17.11456108,17.10933304,17.41710090637207,17.191499710083008,17.10919952392578,17.117300033569336,40.64438457,-1.94995826
D3YR,16.961092,16.51566887,16.39579582,16.36217499,16.924800872802734,16.53809928894043,16.403499603271484,16.383100509643555,40.64409368,-1.9694792
D3YR,18.09959412,17.40693092,17.19353867,17.08441734,18.06730079650879,17.45509910583496,17.223499298095703,17.125600814819336,40.55740659,-1.9537231
D3YR,17.56103706,17.18282509,17.09506989,17.07564163,17.510099411010742,17.211200714111328,17.090700149536133,17.087200164794922,40.5971717,-0.43319041
D3YR,17.73292732,17.23485184,17.10734367,17.06428337,17.686100006103516,17.2726993560791,17.118000030517578,17.0757999420166,40.71068106,-0.43475762
D3YR,18.43067741,17.84745407,17.67216301,17.5721817,18.406999588012695,17.89419937133789,17.67060089111328,17.61210060119629,40.76674063,0.16786953
D3YR,18.20583916,17.03946114,16.63695526,16.41840553,18.122900009155273,17.127099990844727,16.692399978637695,16.48870086669922,41.90968771,0.06928677
D3YR,17.28996658,17.02685547,16.96866226,16.95123672,17.265499114990234,17.042999267578125,16.961700439453125,16.95800018310547,40.79581089,-1.68482027
D3YR,18.88587761,17.91394234,17.60019302,17.4253273,18.862600326538086,17.992599487304688,17.63559913635254,17.489900588989258,43.54402059,-0.89266707
D3YR,18.36320877,17.69125748,17.47488403,17.35700035,18.308500289916992,17.746200561523438,17.502300262451172,17.3843994140625,43.20396192,0.12002737
D3YR,18.24250031,17.71274185,17.5677166,17.50364113,18.223499298095703,17.75469970703125,17.583499908447266,17.542999267578125,43.2455328,0.13837036
D3YR,18.17525291,17.25544167,16.95790863,16.79973984,18.072599411010742,17.266700744628906,16.897899627685547,16.698999404907227,43.20817838,0.12049692
D3YR,18.12944412,17.54836845,17.38255501,17.30755615,18.058399200439453,17.626699447631836,17.408300399780273,17.340900421142578,40.4801231,-0.63237828
D3YR,18.68451691,18.49640083,18.48122025,18.50950813,18.66819953918457,18.49570083618164,18.48270034790039,18.51849937438965,40.47607952,-0.52935525
