survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC
ZTFS,17.724,16.4324,15.52,17.65760040283203,16.493900299072266,15.617799758911133,15.208900451660156,215.3339938657151,79.16429392916385
ZTFS,17.2437,16.3238,15.9738,17.217500686645508,16.327199935913086,15.973799705505371,15.800000190734863,253.14191599959145,52.70947114319086
ZTFS,15.3158,14.9909,14.863,15.330699920654297,14.963700294494629,14.830699920654297,14.796899795532227,262.83797939741504,30.828688370174987
ZTFS,18.315,17.3033,16.8902,18.290199279785156,17.311500549316406,16.873199462890625,16.708799362182617,239.50923881838392,72.07176967977448
ZTFS,15.5507,15.1548,15.0024,15.563599586486816,15.128800392150879,14.96619987487793,14.924799919128418,262.12872678308895,78.69436931002615
ZTFS,16.9976,16.5121,16.301,17.01259994506836,16.496999740600586,16.282800674438477,16.216699600219727,258.53096062747284,47.795160924298784
ZTFS,17.4481,16.3785,15.9065,17.43899917602539,16.399099349975586,15.92770004272461,15.719099998474121,253.60412013645367,65.62287383698468
ZTFS,17.7328,17.2483,17.0618,17.74679946899414,17.22949981689453,17.020599365234375,16.92970085144043,254.91700763836798,21.03447224303647
ZTFS,18.4543,17.4212,16.951,18.449499130249023,17.441099166870117,16.966899871826172,16.7455997467041,248.46702211175827,43.25338435286175
ZTFS,17.7765,17.1166,16.8608,17.773799896240234,17.118499755859375,16.86520004272461,16.764699935913086,218.92409227623506,33.186010630288735
ZTFS,17.6693,17.1188,16.8195,17.68120002746582,17.11050033569336,16.841999053955078,16.737300872802734,264.9620876844373,40.785664227449494
ZTFS,16.3264,16.0172,15.8956,16.33989906311035,15.985300064086914,15.846500396728516,15.815899848937988,257.2978713350275,59.272568223651945
ZTFS,18.9725,17.9196,17.4668,18.981199264526367,17.914199829101562,17.469600677490234,17.250999450683594,212.34614003302744,64.80872288972103
ZTFS,15.6591,15.2313,15.0931,15.64330005645752,15.212300300598145,15.041099548339844,14.994999885559082,264.8299855390504,43.17675449489548
ZTFS,17.668,16.4376,15.7576,17.63290023803711,16.470800399780273,15.806300163269043,15.4975004196167,230.55294741976337,41.077438183914744
ZTFS,17.3558,16.8773,16.7211,17.35140037536621,16.856399536132812,16.678300857543945,16.604900360107422,247.39026173320622,79.36722552991543
ZTFS,17.2161,16.4639,16.171,17.217100143432617,16.45789909362793,16.154499053955078,16.024700164794922,214.8858928424512,65.21812512922861
ZTFS,18.0346,17.1839,16.8617,18.03230094909668,17.20549964904785,16.867900848388672,16.73430061340332,259.95258220224963,79.10018625191094
ZTFS,17.0449,16.5195,16.3349,17.04360008239746,16.50029945373535,16.300100326538086,16.22610092163086,237.21795652608714,28.736489198773686
ZTFS,18.6092,17.8723,17.6108,18.609600067138672,17.946699142456055,17.63640022277832,17.51849937438965,248.50786147290808,72.98190014462578
ZTFS,16.2694,15.7289,15.5422,16.273500442504883,15.711400032043457,15.51669979095459,15.457300186157227,257.3700415244581,44.054926329239684
ZTFS,17.4585,17.1013,16.9989,17.47800064086914,17.064599990844727,16.922199249267578,16.88409996032715,228.9859144156403,50.485583166077404
ZTFS,15.4389,15.187999999999999,15.0996,15.458900451660156,15.155900001525879,15.047699928283691,15.044099807739258,248.31104600249722,40.61437766429393
ZTFS,18.5676,17.7113,17.3183,18.632400512695312,17.732799530029297,17.335599899291992,17.145999908447266,251.3170147749135,22.3375855491995
ZTFS,18.6089,17.776,17.4242,18.639999389648438,17.784500122070312,17.42840003967285,17.28380012512207,249.1330534645817,21.582502803905587
ZTFS,16.9884,16.7009,16.6067,16.999000549316406,16.689300537109375,16.554000854492188,16.535999298095703,264.14588989761774,73.09741556198297
ZTFS,18.7497,17.6869,17.2993,18.77589988708496,17.75510025024414,17.30940055847168,17.114500045776367,236.50900855104172,23.04401546322088
ZTFS,18.2185,17.684,17.4994,18.191499710083008,17.672500610351562,17.433799743652344,17.3656005859375,214.7011111779715,51.21714230310808
ZTFS,16.6832,16.3898,16.2915,16.707500457763672,16.36680030822754,16.251300811767578,16.234600067138672,258.46697987246205,65.58743515871464
ZTFS,18.2488,17.4828,17.2126,18.235700607299805,17.49220085144043,17.178800582885742,17.065799713134766,263.5068807910809,51.941335967375956
ZTFS,17.9434,16.6909,16.0054,17.90730094909668,16.746999740600586,16.07040023803711,15.765600204467773,253.9480154705134,42.882401237691006
ZTFS,18.0331,17.2262,16.9088,18.045400619506836,17.232999801635742,16.871400833129883,16.691099166870117,263.3428366239687,60.84608137509855
ZTFS,18.113,17.3774,17.0748,18.154199600219727,17.381000518798828,17.090200424194336,16.94729995727539,262.0349771057366,59.073332116365975
ZTFS,18.1534,17.4666,17.2217,18.11479949951172,17.45680046081543,17.204700469970703,17.10219955444336,252.08088767355807,45.20678732627778
ZTFS,18.5144,17.1774,16.3291,18.46380043029785,17.255699157714844,16.418800354003906,16.045000076293945,259.2949900075738,36.89622730724617
ZTFS,16.4837,15.4219,14.9827,16.46339988708496,15.443699836730957,14.995699882507324,14.804100036621094,243.34308272051376,37.33772760571988
ZTFS,16.7614,16.4347,16.2849,16.774700164794922,16.41200065612793,16.250699996948242,16.19219970703125,241.4699931968099,21.797600897507532
ZTFS,17.0812,15.9948,15.5661,17.06100082397461,16.02429962158203,15.583800315856934,15.384400367736816,257.0080374945597,61.44764083506374
ZTFS,17.1668,16.8848,16.7461,17.181699752807617,16.834800720214844,16.710399627685547,16.68829917907715,244.8291236442445,58.43160831654545
ZTFS,18.6814,17.4006,16.9913,18.477100372314453,17.470699310302734,17.00309944152832,16.815200805664062,233.25792844120122,65.59421421206086
ZTFS,16.4152,16.2664,16.1771,16.447399139404297,16.222400665283203,16.136699676513672,16.12969970703125,244.1130906837829,26.46069380767352
ZTFS,18.165,17.3396,16.9956,18.13360023498535,17.348600387573242,17.021400451660156,16.866100311279297,250.91200763760628,32.97076204117636
ZTFS,18.9491,17.6622,16.6274,18.8882999420166,17.732500076293945,16.789499282836914,16.368099212646484,248.1990445298338,43.31370304196312
ZTFS,17.7075,16.5388,16.0428,17.667699813842773,16.559200286865234,16.071300506591797,15.853300094604492,256.24600033362975,51.0407960844104
ZTFS,18.3767,17.1716,16.5371,18.351600646972656,17.21980094909668,16.586200714111328,16.286100387573242,241.75607596541303,59.74055341489585
ZTFS,18.3749,17.2877,16.8571,18.28700065612793,17.293500900268555,16.841899871826172,16.648000717163086,255.37497320596512,39.603239005331886
ZTFS,17.3061,17.0152,16.9102,17.340999603271484,16.983999252319336,16.853700637817383,16.80419921875,223.18585157826882,66.87614118756483
ZTFS,16.4577,15.7494,15.4484,16.460100173950195,15.751399993896484,15.435600280761719,15.304100036621094,239.73522785805616,72.45179967786748
ZTFS,17.0102,16.3543,16.1459,17.030399322509766,16.343000411987305,16.11750030517578,16.014699935913086,222.76694497141696,66.72348224919652
ZTFS,17.5918,16.5392,16.0679,17.584999084472656,16.565500259399414,16.099199295043945,15.874600410461426,242.56199790995342,51.44294873835628
ZTFS,17.1481,16.8627,16.7453,17.148399353027344,16.819299697875977,16.69849967956543,16.680500030517578,230.65900907593374,37.76168347219012
ZTFS,15.9722,15.583,15.4373,15.992300033569336,15.554400444030762,15.392399787902832,15.359700202941895,235.31405842952017,24.05099734194257
ZTFS,17.8477,16.8425,16.4005,17.811599731445312,16.8356990814209,16.423900604248047,16.242399215698242,263.3912207461339,72.96288430057272
ZTFS,15.9292,15.4275,15.2327,15.935199737548828,15.410799980163574,15.204700469970703,15.125100135803223,240.72995057221922,79.317047437998
ZTFS,16.5279,16.2497,16.155,16.550600051879883,16.22450065612793,16.09830093383789,16.088600158691406,242.15393530794466,57.03455376929915
ZTFS,17.5844,16.4629,15.9735,17.548200607299805,16.485000610351562,15.996100425720215,15.810500144958496,259.50703485523206,44.846702378479776
ZTFS,16.1434,15.8011,15.7048,16.157899856567383,15.76609992980957,15.646200180053711,15.6181001663208,210.09176410686405,79.32727188709843
ZTFS,17.8106,17.4696,17.3056,17.802099227905273,17.4507999420166,17.293100357055664,17.259599685668945,256.5780553946693,37.90622375174559
ZTFS,16.4928,16.3203,16.2942,16.536300659179688,16.304800033569336,16.23189926147461,16.24020004272461,240.94511140443745,55.00990378741739
ZTFS,18.1329,17.4157,17.1386,18.131999969482422,17.39150047302246,17.12179946899414,17.00830078125,210.52015809310058,79.73446380762238
ZTFS,18.0773,17.519000000000002,17.2855,18.076799392700195,17.506200790405273,17.272899627685547,17.181100845336914,246.72200909363042,28.33180403080208
ZTFS,18.3051,17.5713,17.2976,18.301300048828125,17.582599639892578,17.27869987487793,17.146799087524414,218.01606042802365,25.070113909416914
ZTFS,17.8924,16.769000000000002,16.2584,17.854000091552734,16.799800872802734,16.26930046081543,16.02910041809082,252.51099756,56.14734994
ZTFS,17.0015,16.7214,16.6189,17.0177001953125,16.68400001525879,16.574899673461914,16.547300338745117,226.13983897216394,66.94161968000272
ZTFS,16.8272,16.5481,16.467,16.851900100708008,16.51059913635254,16.393699645996094,16.364999771118164,255.4488343283299,68.12499411791141
ZTFS,17.2117,16.7035,16.5209,17.213600158691406,16.690500259399414,16.50469970703125,16.43269920349121,238.09595601578621,37.78596342369193
ZTFS,16.2192,15.8669,15.7373,16.232799530029297,15.839599609375,15.69729995727539,15.673700332641602,257.6840362777551,42.77765977433611
ZTFS,16.0412,15.7754,15.6711,16.0669002532959,15.742799758911133,15.623000144958496,15.611800193786621,241.47078816206866,68.82062715097624
ZTFS,16.4747,15.9218,15.7183,16.476900100708008,15.902700424194336,15.696800231933594,15.608200073242188,228.66389396145803,65.25813264223657
ZTFS,16.8191,15.6085,15.0649,16.77120018005371,15.635299682617188,15.106200218200684,14.866000175476074,239.55607212687022,44.01574729565437
