,B,I,R,V,shifts
67,-1.2532848867161968,0.969350870066423,-0.3004208840630551,2.793071785686861,17
68,-1.2298590009831838,1.009740489652524,-0.3004208840630551,2.8637824638055163,18
69,-1.220324327983687,1.009740489652524,-0.3004208840630551,2.8637824638055163,19
70,-1.1966287099645863,1.009740489652524,-0.2403367072504441,2.934493141924171,20
71,-1.1729330919454855,1.009740489652524,-0.18025253043783307,2.934493141924171,21
72,-1.1373896649168345,1.050130109238625,-0.18025253043783307,3.0052038200428255,22
73,-1.1146721018108328,1.090519728824726,-0.18025253043783307,3.0052038200428255,23
74,-1.1035370939153146,1.090519728824726,-0.12016835362522205,3.0759144981614805,24
75,-1.0792835314116813,1.090519728824726,-0.06008417681261102,3.0759144981614805,25
76,-1.0675851213211875,1.090519728824726,-0.06008417681261102,3.146625176280135,26
77,-1.0430429346241488,1.171298967996928,-0.06008417681261102,3.146625176280135,27
78,-1.0185007479271113,1.171298967996928,0.0,3.137931034482758,28
79,-0.9939585612300724,1.171298967996928,0.06008417681261102,3.137931034482758,29
80,-0.981082633557431,1.171298967996928,0.06008417681261102,3.206896551724137,30
81,-0.9562450985306605,1.171298967996928,0.12016835362522205,3.206896551724137,31
82,-0.918988795990505,1.2520782071691299,0.18025253043783307,3.241379310344827,32
83,-0.8941512609637345,1.2520782071691299,0.18025253043783307,3.3103448275862064,33
84,-0.8673243571627229,1.2520782071691299,0.18025253043783307,3.3103448275862064,34
85,-0.8421845207232237,1.2520782071691299,0.2403367072504441,3.3793103448275854,35
86,-0.8170446842837246,1.292467826755231,0.3004208840630551,3.3793103448275854,36
87,-0.7919048478442253,1.3328574463413319,0.3004208840630551,3.448275862068965,37
88,-0.7762045628029142,1.3328574463413319,0.3004208840630551,3.448275862068965,38
89,-0.7507552328749497,1.3328574463413319,0.36050506087566614,3.5172413793103443,39
90,-0.7253059029469854,1.3328574463413319,0.42058923768827716,3.5172413793103443,40
91,-0.7085722890409144,1.373247065927433,0.42058923768827716,3.5862068965517238,41
92,-0.6699228914568646,1.413636685513534,0.42058923768827716,3.5862068965517238,42
93,-0.6441566264008314,1.413636685513534,0.5407575913134992,3.655172413793103,43
94,-0.6183903613447981,1.413636685513534,0.5407575913134992,3.655172413793103,44
95,-0.6000907578283822,1.413636685513534,0.5407575913134992,3.7241379310344827,45
96,-0.5739998553141047,1.454026305099635,0.6008417681261102,3.7241379310344827,46
97,-0.5479089527998272,1.4534972724390145,0.6609259449387213,3.7931034482758617,47
98,-0.508772599028411,1.4534972724390145,0.6609259449387213,3.7931034482758617,48
99,-0.4888350220954108,1.4534972724390145,0.6609259449387213,3.8275862068965516,49
100,-0.46241150738755077,1.4534972724390145,0.7210101217513323,3.862068965517241,50
