,B,V,i,r,shifts
0,-3.629267387426421,0.6363961030678933,-3.5579810579772553,-3.7164913147090357,-50
1,-3.5790353128599657,0.7071067811865481,-3.512943323066151,-3.7164913147090357,-49
2,-3.565254989801602,0.777817459305203,-3.512943323066151,-3.661021295086513,-48
3,-3.5271917692699106,0.777817459305203,-3.512943323066151,-3.661021295086513,-47
4,-3.476440808560991,0.8131727983645304,-3.512943323066151,-3.6055512754639896,-46
5,-3.4612540177677724,0.8485281374238578,-3.4882660448996723,-3.5500812558414667,-45
6,-3.4099761804675093,0.8838834764831852,-3.3988233257996807,-3.5500812558414667,-44
7,-3.3586983431672457,0.9192388155425126,-3.3988233257996807,-3.494611236218944,-43
8,-3.3419240529729155,0.9545941546018399,-3.3988233257996807,-3.4391412165964206,-42
9,-3.2901112769578313,0.9899494936611674,-3.3988233257996807,-3.4391412165964206,-41
10,-3.2382985009427476,1.0253048327204948,-3.3988233257996807,-3.3836711969738977,-40
11,-3.2329732156201967,1.0606601717798223,-3.3988233257996807,-3.328201177351375,-39
12,-3.180617374071691,1.0960155108391496,-3.309380606699689,-3.3129457822453965,-38
13,-3.128261532523186,1.1313708498984771,-3.309380606699689,-3.3129457822453965,-37
14,-3.1215183544148712,1.1667261889578044,-3.309380606699689,-3.20251425617055,-36
15,-3.0553844909738768,1.1667261889578044,-3.309380606699689,-3.20251425617055,-35
16,-3.0024774002210823,1.2374368670764593,-3.309380606699689,-3.20251425617055,-34
17,-2.9807613725079745,1.2374368670764593,-3.264659247149693,-3.0920827300957034,-33
18,-2.9406614437298417,1.3081475451951141,-3.2199378875996976,-3.0920827300957034,-32
19,-2.887194872025663,1.3081475451951141,-3.2199378875996976,-3.0920827300957034,-31
20,-2.863819102878987,1.378858223313769,-3.2199378875996976,-2.981651204020857,-30
21,-2.809784780183157,1.4142135623730963,-3.191343891681141,-2.981651204020857,-29
22,-2.769259038161283,1.4495689014324238,-3.191343891681141,-2.981651204020857,-28
23,-2.744171150436702,1.484924240491751,-3.147019670963348,-2.926435440983434,-27
24,-2.689560779283733,1.5202795795510784,-3.102695450245554,-2.871219677946011,-26
25,-2.648603000919007,1.555634918610406,-3.102695450245554,-2.871219677946011,-25
26,-2.593992629766038,1.5909902576697332,-3.102695450245554,-2.8160039149085874,-24
27,-2.5527563765565766,1.5909902576697332,-3.102695450245554,-2.760788151871164,-23
28,-2.511360327207012,1.661700935788388,-3.05837122952776,-2.760788151871164,-22
29,-2.4561655947409236,1.661700935788388,-3.05837122952776,-2.760788151871164,-21
30,-2.426752280118533,1.6970562748477156,-3.014047008809967,-2.705572388833741,-20
31,-2.3849117235647666,1.7677669529663704,-3.014047008809967,-2.6503566257963174,-19
32,-2.329124314826409,1.8031222920256977,-3.014047008809967,-2.6503566257963174,-18
33,-2.2978267883210006,1.8384776310850253,-2.9697227880921737,-2.595140862758894,-17
34,-2.255535497738404,1.8384776310850253,-2.9697227880921737,-2.539925099721471,-16
35,-2.199147110294944,1.9091883092036799,-2.92539856737438,-2.539925099721471,-15
36,-2.1659103196324536,1.9091883092036799,-2.92539856737438,-2.4847093366840474,-14
37,-2.1461632271358972,1.9798989873223347,-2.92539856737438,-2.4294935736466243,-13
38,-2.0885481069443297,1.9798989873223347,-2.881074346656586,-2.4294935736466243,-12
39,-2.0309329867527617,2.0506096654409895,-2.881074346656586,-2.374277810609201,-11
40,-1.99474612017461,2.0506096654409895,-2.881074346656586,-2.374277810609201,-10
41,-1.951065548199985,2.1213203435596446,-2.8367501259387926,-2.3190620475717774,-9
42,-1.8928247855671496,2.1213203435596446,-2.806585661782494,-2.2638462845343543,-8
43,-1.8692647698750475,2.192031021678299,-2.806585661782494,-2.2638462845343543,-7
44,-1.810390288934101,2.192031021678299,-2.7627327608171424,-2.2086305214969313,-6
45,-1.7515158079931545,2.2627416997969503,-2.7627327608171424,-2.153414758459508,-5
46,-1.7259688125281383,2.2627416997969503,-2.7188798598517905,-2.153414758459508,-4
47,-1.666452646578892,2.2980970388562816,-2.7188798598517905,-2.153414758459508,-3
48,-1.6069364806296458,2.333452377915605,-2.7188798598517905,-2.0429832323846617,-2
49,-1.5622993561677128,2.368807716974936,-2.6750269588864395,-2.0429832323846617,-1
50,-1.519183514930373,2.40416305603426,-2.6750269588864395,-2.0429832323846617,0
51,-1.4590178311707542,2.4395183950935913,-2.6311740579210876,-1.932551706309815,1
52,-1.4138935683510385,2.4748737341529146,-2.6311740579210876,-1.932551706309815,2
53,-1.3685146582854697,2.510229073212246,-2.6311740579210876,-1.932551706309815,3
54,-1.3228975030092889,2.545584412271569,-2.6311740579210876,-1.8773359432723915,4
55,-1.2620746293077125,2.580939751330901,-2.587321156955736,-1.8221201802349682,5
56,-1.201251755606136,2.6162950903902242,-2.587321156955736,-1.8221201802349682,6
57,-1.1682633776125562,2.6516504294495555,-2.5434682559903847,-1.8221201802349682,7
58,-1.1067758314224216,2.687005768508879,-2.5434682559903847,-1.7116886541601217,8
59,-1.0606601717798223,2.72236110756821,-2.5434682559903847,-1.7116886541601217,9
60,-1.010091557892057,2.72236110756821,-2.5434682559903847,-1.7116886541601217,10
61,-0.947932077406392,2.793071785686865,-2.4996153550250333,-1.601257128085275,11
62,-0.9013124670421415,2.86378246380552,-2.455762454059682,-1.601257128085275,12
63,-0.8391529865564764,2.86378246380552,-2.455762454059682,-1.601257128085275,13
64,-0.8011898850985367,2.86378246380552,-2.455762454059682,-1.5460413650478517,14
65,-0.7383514627378672,2.934493141924175,-2.455762454059682,-1.4908256020104282,15
66,-0.6755130403771976,2.934493141924175,-2.455762454059682,-1.4908256020104282,16
67,-0.6283842236066938,3.0052038200428295,-2.368056652128979,-1.4908256020104282,17
68,-0.5717167351238562,3.0052038200428295,-2.368056652128979,-1.3803940759355817,18
69,-0.539954694283642,3.0759144981614845,-2.3389996418507337,-1.3803940759355817,19
70,-0.46054959218310637,3.0759144981614845,-2.3389996418507337,-1.3803940759355817,20
71,-0.41290653092278506,3.068965517241382,-2.3389996418507337,-1.3251783128981582,21
72,-0.3692427469640633,3.103448275862068,-2.252370025485892,-1.269962549860735,22
73,-0.3050266170572697,3.1379310344827616,-2.252370025485892,-1.269962549860735,23
74,-0.2568645196271745,3.1724137931034475,-2.252370025485892,-1.2147467868233117,24
75,-0.19264838972038084,3.206896551724141,-2.252370025485892,-1.1595310237858882,25
76,-0.1460569444582936,3.241379310344827,-2.252370025485892,-1.1595310237858882,26
77,-0.08114274692127423,3.241379310344827,-2.221329910063578,-1.104315260748465,27
78,-0.016228549384254845,3.2758620689655205,-2.135894144291902,-1.104315260748465,28
79,0.016404467873119683,3.3103448275862064,-2.135894144291902,-1.0490994977110424,29
80,0.09842680723871809,3.3448275862069,-2.135894144291902,-1.0490994977110424,30
81,0.13265338495080223,3.3793103448275854,-2.135894144291902,-0.9863939238321439,31
82,0.19898007742620336,3.535533905932737,-2.135894144291902,-0.9315942613970247,32
83,0.25140057118274683,3.535533905932737,-2.093176261406064,-0.9315942613970247,33
84,0.318440723498146,3.6062445840513915,-2.050458378520226,-0.8767945989619056,34
85,0.3854808758135451,3.6062445840513915,-2.050458378520226,-0.8219949365267865,35
86,0.43576099005009267,3.6769552621700465,-2.050458378520226,-0.8219949365267865,36
87,0.4860411042866439,3.6769552621700465,-2.050458378520226,-0.7671952740916673,37
88,0.5420615306521125,3.712310601229378,-2.050458378520226,-0.7671952740916673,38
89,0.6098192219836267,3.747665940288701,-1.9650226127485497,-0.7123956116565482,39
90,0.6606374904822643,3.7830212793480325,-1.9650226127485497,-0.6575959492214298,40
91,0.7283951818137786,3.818376618407356,-1.9650226127485497,-0.6575959492214298,41
92,0.7875050010075847,3.8537319574666875,-1.9650226127485497,-0.6027962867863106,42
93,0.8559836967473748,3.889087296526011,-1.9352345447936876,-0.6027962867863106,43
94,0.89022304461727,3.924442635585342,-1.9352345447936876,-0.5479966243511915,44
95,0.9587017403570601,3.959797974644666,-1.8510939124113535,-0.5479966243511915,45
96,1.020736803328929,3.995153313703993,-1.8510939124113535,-0.4931969619160723,46
97,1.0899392984698733,4.03050865276332,-1.8510939124113535,-0.4383972994809532,47
98,1.1591417936108177,4.065863991822648,-1.8510939124113535,-0.4383972994809532,48
99,1.1937430411812897,4.1012193308819755,-1.8510939124113535,-0.38359763704583405,49
100,1.2761925723269958,4.136574669941303,-1.8510939124113535,-0.3287979746107149,50
