,B,V,g,i,m,n,o,r,shifts
91,1.1343957715971211,3.484748487761426,4.34436064199959,0.8778086039709792,5.416511236411777,5.416511236411777,5.416511236411777,1.9949173996614702,41
92,1.168771401039458,3.484748487761426,4.4082482984995845,0.8778086039709792,5.454388937365706,5.454388937365706,5.454388937365706,2.137411499637289,42
93,1.2031470304817953,3.560503889669283,4.536023611499573,0.9363291775690445,5.492266638319634,5.492266638319634,5.492266638319634,2.137411499637289,43
94,1.2375226599241322,3.560503889669283,4.599911267999567,0.9363291775690445,5.530144339273563,5.530144339273563,5.530144339273563,2.137411499637289,44
95,1.2920960471737188,3.63625929157714,4.858338015809734,0.9363291775690445,5.568022040227492,5.568022040227492,5.568022040227492,2.2799055996131083,45
96,1.3270175619621978,3.6741369925310643,4.9896444486694564,0.9948497511671098,5.60589974118142,5.60589974118142,5.60589974118142,2.2799055996131083,46
97,1.3619390767506767,3.7120146934849974,5.055297665099318,0.9948497511671098,5.643777442135349,5.643777442135349,5.643777442135349,2.2799055996131083,47
98,1.3968605915391559,3.7498923944389215,5.120950881529179,1.0533703247651751,5.719532844043206,5.719532844043206,5.719532844043206,2.4223996995889276,48
99,1.4548065407937547,3.787770095392854,5.252257314388901,1.0533703247651751,5.719532844043206,5.719532844043206,5.719532844043206,2.4223996995889276,49
100,1.490289627154578,3.8256477963467788,5.3835637472486235,1.0533703247651751,5.795288245951063,5.795288245951063,5.795288245951063,2.4041630560342617,50
