,B,V,i,r,shifts
0,-2.875,-5.666666666666667,-0.7777777777777779,-3.1111111111111116,-50
1,-2.6,-5.666666666666667,-0.7777777777777779,-3.1111111111111116,-49
2,-2.533333333333333,-5.555555555555556,-0.7777777777777779,-3.0,-48
3,-2.466666666666667,-5.555555555555556,-0.6666666666666667,-3.0,-47
4,-2.4,-5.444444444444445,-0.6666666666666667,-3.0,-46
5,-2.3333333333333335,-5.444444444444445,-0.6666666666666667,-3.0,-45
6,-2.266666666666667,-5.444444444444445,-0.6666666666666667,-2.888888888888889,-44
7,-2.2,-5.333333333333334,-0.6666666666666667,-2.888888888888889,-43
8,-2.1333333333333333,-5.333333333333334,-0.6666666666666667,-2.888888888888889,-42
9,-2.066666666666667,-5.222222222222222,-0.5555555555555556,-2.777777777777778,-41
10,-2.0,-5.222222222222222,-0.5555555555555556,-2.777777777777778,-40
11,-1.9333333333333336,-5.222222222222222,-0.5555555555555556,-2.777777777777778,-39
12,-1.8666666666666667,-5.111111111111112,-0.5555555555555556,-2.777777777777778,-38
13,-1.8,-5.111111111111112,-0.5555555555555556,-2.666666666666667,-37
14,-1.7333333333333334,-5.0,-0.5555555555555556,-2.666666666666667,-36
15,-1.6666666666666667,-5.0,-0.5555555555555556,-2.666666666666667,-35
16,-1.5333333333333334,-4.888888888888889,-0.4444444444444445,-2.555555555555556,-34
17,-1.4666666666666666,-4.888888888888889,-0.4444444444444445,-2.555555555555556,-33
18,-1.4000000000000001,-4.888888888888889,-0.4444444444444445,-2.555555555555556,-32
19,-1.3333333333333335,-4.777777777777778,-0.4444444444444445,-2.4444444444444446,-31
20,-1.2666666666666666,-4.777777777777778,-0.4444444444444445,-2.4444444444444446,-30
21,-1.2,-4.666666666666667,-0.4444444444444445,-2.4444444444444446,-29
22,-1.1333333333333335,-4.666666666666667,-0.33333333333333337,-2.4444444444444446,-28
23,-1.0666666666666667,-4.666666666666667,-0.33333333333333337,-2.3333333333333335,-27
24,-1.0,-4.555555555555556,-0.33333333333333337,-2.3333333333333335,-26
25,-0.9333333333333333,-4.555555555555556,-0.33333333333333337,-2.3333333333333335,-25
26,-0.8666666666666667,-4.444444444444445,-0.33333333333333337,-2.2222222222222223,-24
27,-0.8,-4.444444444444445,-0.33333333333333337,-2.2222222222222223,-23
28,-0.7333333333333333,-4.333333333333334,-0.22222222222222224,-2.2222222222222223,-22
29,-0.6666666666666667,-4.333333333333334,-0.22222222222222224,-2.2222222222222223,-21
30,-0.6,-4.333333333333334,-0.22222222222222224,-2.111111111111111,-20
31,-0.5333333333333333,-4.222222222222222,-0.22222222222222224,-2.111111111111111,-19
32,-0.4666666666666667,-4.222222222222222,-0.22222222222222224,-2.111111111111111,-18
33,-0.4,-4.111111111111112,-0.22222222222222224,-2.0,-17
34,-0.33333333333333337,-4.111111111111112,-0.11111111111111112,-2.0,-16
35,-0.26666666666666666,-4.0,-0.11111111111111112,-2.0,-15
36,-0.13333333333333333,-4.0,-0.11111111111111112,-1.888888888888889,-14
37,-0.06666666666666667,-4.0,-0.11111111111111112,-1.888888888888889,-13
38,-0.0,-3.8888888888888897,-0.11111111111111112,-1.888888888888889,-12
39,0.06666666666666667,-3.8888888888888897,-0.11111111111111112,-1.888888888888889,-11
40,0.13333333333333333,-3.777777777777778,-0.11111111111111112,-1.777777777777778,-10
41,0.2,-3.777777777777778,-0.0,-1.777777777777778,-9
42,0.26666666666666666,-3.777777777777778,-0.0,-1.777777777777778,-8
43,0.33333333333333337,-3.666666666666667,-0.0,-1.6666666666666667,-7
44,0.4,-3.666666666666667,0.0,-1.6666666666666667,-6
45,0.4666666666666667,-3.555555555555556,0.0,-1.6666666666666667,-5
46,0.5333333333333333,-3.555555555555556,0.0,-1.6666666666666667,-4
47,0.6,-3.4444444444444446,0.11111111111111112,-1.5555555555555558,-3
48,0.6666666666666667,-3.4444444444444446,0.11111111111111112,-1.5555555555555558,-2
49,0.7333333333333333,-3.4444444444444446,0.11111111111111112,-1.5555555555555558,-1
50,0.8,-3.3333333333333335,0.11111111111111112,-1.4444444444444444,0
51,0.8666666666666667,-3.3333333333333335,0.11111111111111112,-1.4444444444444444,1
52,0.9333333333333333,-3.2222222222222228,0.11111111111111112,-1.4444444444444444,2
53,1.0,-3.2222222222222228,0.22222222222222224,-1.4444444444444444,3
54,1.0666666666666667,-3.1111111111111116,0.22222222222222224,-1.3333333333333335,4
55,1.1333333333333335,-3.1111111111111116,0.22222222222222224,-1.3333333333333335,5
56,1.2,-3.0,0.22222222222222224,-1.3333333333333335,6
57,1.2666666666666666,-3.0,0.22222222222222224,-1.2222222222222223,7
58,1.3333333333333335,-3.0,0.22222222222222224,-1.2222222222222223,8
59,1.4000000000000001,-2.888888888888889,0.33333333333333337,-1.2222222222222223,9
60,1.4666666666666666,-3.1111111111111116,0.33333333333333337,-1.2222222222222223,10
61,1.5333333333333334,-3.0,0.33333333333333337,-1.1111111111111112,11
62,1.6,-3.0,0.33333333333333337,-1.1111111111111112,12
63,1.6666666666666667,-2.888888888888889,0.33333333333333337,-1.1111111111111112,13
64,1.7333333333333334,-2.888888888888889,0.33333333333333337,-1.0,14
65,1.8,-2.777777777777778,0.33333333333333337,-1.0,15
66,1.8666666666666667,-2.777777777777778,0.4444444444444445,-1.0,16
67,1.9333333333333336,-2.777777777777778,0.4444444444444445,-1.0,17
68,2.0,-2.666666666666667,0.4444444444444445,-0.888888888888889,18
69,2.066666666666667,-2.666666666666667,0.4444444444444445,-0.888888888888889,19
