,B,V,i,r,shifts
70,2.1333333333333333,-2.555555555555556,0.4444444444444445,-0.888888888888889,20
71,2.2,-2.555555555555556,0.4444444444444445,-0.888888888888889,21
72,2.266666666666667,-2.4444444444444446,0.5555555555555556,-0.7777777777777779,22
73,2.3333333333333335,-2.4444444444444446,0.5555555555555556,-0.7777777777777779,23
74,2.4,-2.3333333333333335,0.5555555555555556,-0.7777777777777779,24
75,2.466666666666667,-2.3333333333333335,0.5555555555555556,-0.6666666666666667,25
76,2.533333333333333,-2.3333333333333335,0.5555555555555556,-0.6666666666666667,26
77,2.6,-2.2222222222222223,0.5555555555555556,-0.6666666666666667,27
78,2.666666666666667,-2.2222222222222223,0.6666666666666667,-0.6666666666666667,28
79,2.7333333333333334,-2.111111111111111,0.6666666666666667,-0.5555555555555556,29
