,B,V,i,r,shifts
0,-6.0,-3.6363636363636367,-2.555555555555556,-3.1,-50
1,-5.947368421052632,-3.545454545454546,-2.555555555555556,-3.1,-49
2,-5.842105263157895,-3.545454545454546,-2.4444444444444446,-3.1,-48
3,-5.7894736842105265,-3.545454545454546,-2.4444444444444446,-3.1,-47
4,-5.684210526315789,-3.4545454545454546,-2.4444444444444446,-3.0,-46
5,-5.631578947368421,-3.4545454545454546,-2.4444444444444446,-3.0,-45
6,-5.526315789473684,-3.3636363636363638,-2.4444444444444446,-3.0,-44
7,-5.473684210526316,-3.3636363636363638,-2.4444444444444446,-3.0,-43
8,-5.368421052631579,-3.3636363636363638,-2.4444444444444446,-2.9,-42
9,-5.315789473684211,-3.2727272727272725,-2.4444444444444446,-2.9,-41
10,-5.210526315789474,-3.2727272727272725,-2.3333333333333335,-2.9,-40
11,-5.157894736842105,-3.181818181818182,-2.3333333333333335,-2.9,-39
12,-5.052631578947369,-3.181818181818182,-2.3333333333333335,-2.8,-38
13,-5.0,-3.181818181818182,-2.3333333333333335,-2.8,-37
14,-4.894736842105263,-3.0909090909090913,-2.3333333333333335,-2.8,-36
15,-4.842105263157895,-3.0909090909090913,-2.3333333333333335,-2.8,-35
16,-4.7894736842105265,-3.0000000000000004,-2.3333333333333335,-2.6999999999999997,-34
17,-4.684210526315789,-3.0000000000000004,-2.2222222222222223,-2.6999999999999997,-33
18,-4.631578947368421,-2.909090909090909,-2.2222222222222223,-2.6999999999999997,-32
19,-4.526315789473684,-2.909090909090909,-2.2222222222222223,-2.6999999999999997,-31
20,-4.421052631578948,-2.909090909090909,-2.2222222222222223,-2.5999999999999996,-30
21,-4.36842105263158,-2.8181818181818183,-2.2222222222222223,-2.5999999999999996,-29
22,-4.2631578947368425,-2.8181818181818183,-2.2222222222222223,-2.5999999999999996,-28
23,-4.2105263157894735,-2.7272727272727275,-2.2222222222222223,-2.5999999999999996,-27
24,-4.105263157894737,-2.7272727272727275,-2.111111111111111,-2.5999999999999996,-26
25,-4.052631578947368,-2.7272727272727275,-2.111111111111111,-2.5,-25
26,-3.9473684210526314,-2.6363636363636367,-2.111111111111111,-2.5,-24
27,-3.8947368421052633,-2.6363636363636367,-2.111111111111111,-2.5,-23
28,-3.8421052631578947,-2.545454545454546,-2.111111111111111,-2.5,-22
29,-3.7368421052631575,-2.545454545454546,-2.111111111111111,-2.4,-21
30,-3.68421052631579,-2.545454545454546,-2.111111111111111,-2.4,-20
31,-3.578947368421053,-2.4545454545454546,-2.111111111111111,-2.4,-19
32,-3.5263157894736845,-2.4545454545454546,-2.0,-2.4,-18
33,-3.421052631578948,-2.3636363636363638,-2.0,-2.3,-17
34,-3.368421052631579,-2.3636363636363638,-2.0,-2.3,-16
35,-3.3157894736842106,-2.272727272727273,-2.0,-2.3,-15
36,-3.210526315789474,-2.272727272727273,-2.0,-2.3,-14
37,-2.5263157894736845,-2.272727272727273,-2.0,-2.1999999999999997,-13
38,-2.473684210526316,-2.181818181818182,-2.0,-2.1999999999999997,-12
39,-2.4210526315789473,-2.181818181818182,-1.888888888888889,-2.1999999999999997,-11
40,-2.3157894736842106,-2.090909090909091,-1.888888888888889,-2.1999999999999997,-10
41,-2.210526315789474,-2.090909090909091,-1.888888888888889,-2.1,-9
42,-2.1578947368421053,-2.0,-1.888888888888889,-2.1,-8
43,-2.1052631578947367,-2.0,-1.888888888888889,-2.1,-7
44,-2.0,-2.0,-1.888888888888889,-2.1,-6
45,-1.9473684210526316,-1.9090909090909094,-1.888888888888889,-2.0,-5
46,-1.894736842105263,-1.9090909090909094,-1.777777777777778,-2.0,-4
47,-1.7894736842105265,-1.8181818181818183,-1.777777777777778,-2.0,-3
48,-1.736842105263158,-1.8181818181818183,-1.777777777777778,-2.0,-2
49,-1.6842105263157896,-1.8181818181818183,-1.777777777777778,-1.9,-1
50,-1.5789473684210527,-1.7272727272727273,-1.777777777777778,-1.9,0
51,-1.5263157894736843,-1.7272727272727273,-1.777777777777778,-1.9,1
52,-1.473684210526316,-1.6363636363636362,-1.777777777777778,-1.9,2
53,-1.368421052631579,-1.6363636363636362,-1.777777777777778,-1.9,3
54,-1.3157894736842106,-1.5454545454545456,-1.6666666666666667,-1.7999999999999998,4
55,-1.2631578947368423,-1.5454545454545456,-1.6666666666666667,-1.7999999999999998,5
56,-1.1578947368421053,-1.5454545454545456,-1.6666666666666667,-1.7999999999999998,6
57,-1.105263157894737,-1.4545454545454546,-1.6666666666666667,-1.7999999999999998,7
58,-1.0526315789473684,-1.4545454545454546,-1.6666666666666667,-1.7000000000000002,8
59,-1.0,-1.3636363636363638,-1.6666666666666667,-1.7000000000000002,9
60,-0.8947368421052633,-1.3636363636363638,-1.6666666666666667,-1.7000000000000002,10
