,g,i,r,z,shifts
39,-1.7462565002615962,-0.44721359549995837,-2.2980970388562794,0.11504474832710568,-11
40,-1.6977493752543296,0.0,-1.9445436482630054,0.15339299776947424,-10
41,-1.600735125239796,0.0,-1.9445436482630054,0.1917412472118428,-9
42,-1.5037208752252629,0.0,-1.9445436482630054,0.23008949665421136,-8
43,-1.4067066252107296,0.0,-1.590990257669732,0.2684377460965799,-7
44,-1.3581995002034644,0.0,-1.590990257669732,0.3067859955389485,-6
45,-1.3199500146737044,0.2236067977499784,-1.590990257669732,0.345134244981317,-5
46,-1.2184153981603423,0.4472135954999576,-1.2374368670764584,0.3755578830943402,-4
47,-1.1676480899036614,0.4472135954999576,-1.2374368670764584,0.4131136714037742,-3
48,-1.0661134733902995,0.4472135954999576,-1.2374368670764584,0.4506694597132082,-2
49,-0.9645788568769375,0.4472135954999576,-0.8838834764831843,0.4882252480226422,-1
50,-0.8630442403635754,0.6708203932499368,-0.8838834764831843,0.5257810363320763,0
51,-0.8122769321068944,0.8944271909999156,-0.8838834764831843,0.5633368246415102,1
52,-0.7451448135772885,0.8944271909999156,-0.5303300858899108,0.6384484012603783,2
53,-0.7267220926874308,0.9701425001453315,-0.5303300858899108,0.6384484012603783,3
54,-0.6149186938124412,0.9701425001453315,-0.5303300858899108,0.7135599778792463,4
55,-0.5031152949374532,0.9701425001453315,-0.17677669529663673,0.6984538909891179,5
56,-0.3913118960624636,1.2126781251816643,-0.17677669529663673,0.7719753531984989,6
57,-0.3354101966249688,1.4552137502179976,-0.17677669529663673,0.7719753531984989,7
58,-0.23529411764705907,1.4552137502179976,0.17677669529663673,0.8454968154078797,8
59,-0.11764705882352954,1.4552137502179976,0.17677669529663673,0.8454968154078797,9
60,-0.05882352941176477,1.4552137502179976,0.17677669529663673,0.9190182776172605,10
61,0.05882352941176477,1.6977493752543307,0.5303300858899107,0.9190182776172605,11
62,0.1764705882352943,1.9402850002906635,0.5303300858899107,0.9925397398266403,12
63,0.23529411764705907,1.9402850002906635,0.5303300858899107,0.9925397398266403,13
64,0.3529411764705886,1.9402850002906635,0.8838834764831844,1.0430575018351291,14
65,0.49613893835683426,1.9402850002906635,0.8838834764831844,1.0430575018351291,15
66,0.6201736729460429,2.1828206253269964,0.8838834764831844,1.11499250196169,16
67,0.6821910402406471,2.1828206253269964,1.2374368670764582,1.11499250196169,17
68,0.8062257748298557,2.4253562503633295,1.2374368670764582,1.1869275020882506,18
69,0.86824314212446,2.4253562503633295,1.2374368670764582,1.1869275020882506,19
70,0.9922778767136685,2.4253562503633295,1.4142135623730951,1.2588625022148114,20
71,1.1163126113028772,2.6678918753996625,1.5909902576697321,1.2588625022148114,21
72,1.3102435641608379,2.6678918753996625,1.5909902576697321,1.330797502341372,22
73,1.4412679205769217,2.9104275004359956,1.7677669529663689,1.3016554577510402,23
74,1.5067800987849636,2.9104275004359956,1.9445436482630056,1.3720152122240694,24
75,1.5722922769930054,2.9104275004359956,1.9445436482630056,1.407195089460584,25
76,1.7033166334090892,3.1529631254723283,2.121320343559643,1.4423749666970986,26
77,1.8343409898251728,3.2499999999999996,2.29809703885628,1.4775548439336132,27
