,g,i,r,z,shifts
76,6.333333333333333,0.6666666666666666,5.333333333333333,-1.0,26
77,6.333333333333333,0.6666666666666666,5.666666666666667,-1.0,27
78,6.666666666666667,0.6666666666666666,5.666666666666667,-1.0,28
79,7.0,0.6666666666666666,5.666666666666667,-1.0,29
80,7.333333333333333,0.6666666666666666,5.999999999999999,-0.9230769230769231,30
81,7.666666666666666,1.0,5.999999999999999,-0.9230769230769231,31
82,7.666666666666666,1.0,5.999999999999999,-0.9230769230769231,32
83,8.0,1.0,6.333333333333333,-0.8461538461538461,33
84,8.333333333333334,1.0,6.333333333333333,-0.8461538461538461,34
85,8.666666666666666,1.0,6.333333333333333,-0.7692307692307693,35
86,9.0,1.0,6.333333333333333,-0.7692307692307693,36
87,9.0,1.3333333333333333,6.666666666666667,-0.6923076923076923,37
88,9.333333333333334,1.3333333333333333,6.666666666666667,-0.6923076923076923,38
89,9.666666666666666,1.3333333333333333,6.666666666666667,-0.6153846153846154,39
90,10.0,1.3333333333333333,6.666666666666667,-0.6153846153846154,40
91,10.333333333333334,1.3333333333333333,7.0,-0.5714285714285714,41
92,10.666666666666666,1.3333333333333333,7.0,-0.5,42
93,10.666666666666666,1.3333333333333333,7.0,-0.5,43
94,11.0,1.6666666666666667,7.333333333333333,-0.5,44
95,11.333333333333334,1.6666666666666667,7.333333333333333,-0.5,45
96,11.666666666666668,1.6666666666666667,7.333333333333333,-0.5,46
97,11.999999999999998,1.6666666666666667,7.666666666666666,-0.5,47
98,12.333333333333332,1.6666666666666667,7.666666666666666,-0.42857142857142855,48
99,12.333333333333332,1.6666666666666667,7.666666666666666,-0.42857142857142855,49
100,12.666666666666666,2.0,8.0,-0.42857142857142855,50
