survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_ZTF-g,GAIA_ZTF-r,GAIA_ZTF-i,GAIA_ZTF-G,GAIA_ZTF-R,GAIA_ZTF-I
ZTF,99,99,99,16.9626,16.4053,99,16.9352,16.4585,16.2737,16.2097,310.034,-2.85484,0.195919,0.129592,0.0937966,0.196381,0.129113,0.0937345,0.1906,0.135592,0.100571,0.0799064,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.537,15.006,14.8219,15.5209,15.0514,14.8894,14.8272,352.46,12.0583,0.172144,0.113332,0.0822881,0.172556,0.112901,0.0822373,0.1674,0.118732,0.0878305,0.0696059,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7935,99,99,99,99,99,17.7343,17.2271,17.004,16.9695,273.729,14.0382,0.451163,0.298961,0.215356,0.452238,0.297859,0.215215,0.4388,0.312761,0.230751,0.183315,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.5061,16.9305,16.7253,17.4349,16.9709,16.7834,16.7135,108.796,62.2346,0.187975,0.124332,0.0897966,0.188425,0.123901,0.0897345,0.1828,0.129732,0.0965706,0.0769064,1099448650672468480,17.5176,16.9488,16.7708,17.5326,16.9458,16.7706
ZTF,99,99,99,15.7292,15.281,15.1191,15.7133,15.321,15.184,15.1637,46.636,-15.499,0.129594,0.0858141,0.0617797,0.129906,0.0854789,0.0617401,0.126,0.0900141,0.0660904,0.0527044,-999,-999,-999,-999,-999,-999,-999
ZTF,17.0589,99,99,99,99,99,17.0343,16.4689,16.2303,16.1354,273.393,13.8818,0.565981,0.374515,0.270881,0.567319,0.373127,0.270706,0.5506,0.391915,0.289972,0.230719,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.0848,16.6234,16.4456,17.044,16.658,16.5007,16.4573,355.839,27.1997,0.231525,0.15311,0.111051,0.232075,0.152535,0.110983,0.2252,0.16031,0.118441,0.0945074,2864991611637614464,17.0961,16.6516,16.4906,17.109,16.6488,16.4904
ZTF,99,99,99,16.6888,16.0707,15.7885,16.6464,16.1107,15.8443,15.7397,73.7812,10.3101,1.13191,0.748772,0.541017,1.13459,0.746042,0.540661,1.101,0.782972,0.579814,0.460438,3294525484115165824,16.6958,16.0661,15.8246,16.711,16.0624,15.8243
ZTF,17.5663,99,99,99,99,99,17.5576,17.111,16.9438,16.8814,334.208,45.6942,0.702462,0.46433,0.335915,0.704137,0.462606,0.335695,0.6832,0.48593,0.359932,0.285724,1962392032382806912,17.5779,17.0754,16.9089,17.5914,17.0726,16.9087
ZTF,17.1042,16.7294,16.5962,99,99,99,17.0702,16.7466,16.6228,16.5963,272.25,50.4731,0.1692,0.112073,0.0805424,0.1696,0.11169,0.0804859,0.1646,0.116873,0.0867006,0.0686059,2124657584746215424,17.1022,16.7284,16.6226,17.1128,16.7267,16.6225
ZTF,99,99,99,16.3266,15.6275,99,16.2988,15.6679,15.4228,15.3083,44.5841,46.856,0.657969,0.435552,0.314407,0.659531,0.433972,0.314198,0.64,0.455352,0.337192,0.267522,434385295738509056,16.3362,15.6291,15.3837,16.3542,15.6253,15.3833
ZTF,99,99,99,17.6575,17.23,17.0582,17.6142,17.2657,17.1211,17.0885,15.2567,-15.5086,0.0662688,0.0437775,0.0317627,0.0664312,0.0436338,0.0317458,0.0644,0.0455775,0.0336102,0.027202,2371726845461802496,17.682,17.2391,17.0942,17.6939,17.2366,17.094
ZTF,99,99,99,16.0807,15.5897,15.4082,16.0499,15.6231,15.4593,15.4227,343.069,5.052,0.220637,0.14611,0.106051,0.221163,0.145535,0.105983,0.2146,0.15331,0.113441,0.0898079,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.1962,16.6958,99,17.1511,16.7371,16.5538,16.4903,44.6811,47.4583,0.610475,0.404034,0.291644,0.611925,0.402549,0.291452,0.5938,0.422634,0.312582,0.248621,434554178149154304,17.1962,16.7008,16.5388,17.2097,16.6981,16.5385
ZTF,16.7478,16.025,99,99,99,99,16.6951,16.0782,15.7845,15.6527,85.2661,59.8171,0.932044,0.616439,0.44522,0.934256,0.614141,0.444927,0.9066,0.645239,0.477243,0.379232,281960621550867840,16.743,16.0224,15.7419,16.7601,16.0181,15.7414
ZTF,16.9767,16.5715,99,99,99,99,16.9479,16.5938,16.4658,16.4422,311.052,-22.0644,0.150369,0.0998141,0.0720339,0.150731,0.0994789,0.0719887,0.1462,0.104014,0.0769605,0.0610049,6855272690708883072,16.9695,16.5698,16.4604,16.9813,16.5679,16.4603
ZTF,17.8522,17.4434,17.292,99,99,99,17.7874,17.4559,17.3121,17.272,273.387,27.6422,0.3354,0.221406,0.159831,0.3362,0.220592,0.159723,0.3262,0.231606,0.171531,0.136611,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.8491,17.1823,99,17.7873,17.234,17.0103,16.9308,117.214,32.9472,0.202806,0.133851,0.0967966,0.203294,0.133324,0.0967345,0.1972,0.140451,0.103571,0.0822069,-999,-999,-999,-999,-999,-999,-999
ZTF,17.2751,16.6554,16.4113,99,99,99,17.2602,16.698,16.4711,16.3776,10.0131,7.33451,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0613054,2557343825778276352,17.3037,16.659,16.4483,17.3206,16.6552,16.448
ZTF,99,99,99,17.2609,16.7197,99,17.24,16.7655,16.548,16.4841,100.247,19.3306,0.88555,0.585662,0.423458,0.88765,0.583507,0.423181,0.8614,0.612662,0.453633,0.36033,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.5747,16.9397,99,17.5093,16.9751,16.7487,16.6634,44.8165,47.5577,0.731181,0.483589,0.349424,0.732919,0.481817,0.349192,0.7112,0.505789,0.374672,0.297325,434568025123650048,17.5563,16.9445,16.7196,17.5734,16.9408,16.7192
ZTF,99,99,99,17.4274,16.8028,16.5526,17.3956,16.8488,16.6245,16.519,256.965,55.3873,0.0563813,0.0367775,0.0267627,0.0565187,0.0366338,0.0267458,0.0548,0.0385775,0.0286102,0.023202,1432289782679024256,17.4546,16.8219,16.6154,17.4715,16.8184,16.6151
ZTF,16.4564,16.1828,16.0787,99,99,99,16.448,16.2017,16.1193,16.1226,146.478,15.7122,0.116762,0.0775549,0.0557797,0.117037,0.0772676,0.0557401,0.1136,0.0811549,0.0600904,0.0474039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.8986,15.2509,14.9966,15.862,15.2792,15.051,14.955,40.5179,19.9716,0.272075,0.180369,0.129814,0.272725,0.179746,0.129729,0.2646,0.188169,0.139051,0.110709,84939029888061952,15.9036,15.2441,15.0244,15.9214,15.2404,15.024
ZTF,17.9221,17.4951,99,99,99,99,17.8672,17.498,17.3852,17.3294,83.1865,-27.7776,0.0919875,0.0602958,0.0442712,0.0922125,0.0600563,0.0442429,0.0894,0.0632958,0.0473503,0.0371034,2908266946198113152,17.918,17.5066,17.3879,17.9313,17.5047,17.3878
ZTF,99,99,99,17.2324,16.6539,99,17.2069,16.6888,16.51,16.4456,184.452,5.19833,0.061325,0.0407775,0.0297627,0.061475,0.0406338,0.0297458,0.0596,0.0425775,0.0316102,0.025202,-999,-999,-999,-999,-999,-999,-999
ZTF,15.8584,15.0818,14.7361,99,99,99,15.8353,15.139,14.8232,14.6835,166.647,7.05431,0.134538,0.0888141,0.0640339,0.134862,0.0884789,0.0639887,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999
ZTF,16.9886,16.5318,16.3637,99,99,99,16.9589,16.5635,16.4153,16.3801,313.367,9.66912,0.235525,0.15611,0.112559,0.236075,0.155535,0.11248,0.2292,0.16331,0.121181,0.0958079,-999,-999,-999,-999,-999,-999,-999
ZTF,17.3985,16.7825,16.5598,99,99,99,17.3658,16.8258,16.6262,16.5556,7.68256,44.5017,0.226581,0.149851,0.108305,0.227119,0.149324,0.108232,0.2204,0.156451,0.116311,0.0925074,388559888770436224,17.3938,16.7925,16.6004,17.411,16.7893,16.6002
ZTF,99,99,99,17.0983,16.6887,16.5348,17.062,16.7109,16.5738,16.5454,77.8546,3.82665,0.275075,0.181628,0.131068,0.275725,0.180958,0.130977,0.2676,0.190028,0.140921,0.111709,3235679724874901504,17.0933,16.6897,16.5662,17.1048,16.6876,16.566
ZTF,16.3123,15.865,99,99,99,99,16.2888,15.8995,15.7541,15.7198,156.07,-26.7463,0.199862,0.131592,0.0957966,0.200338,0.131113,0.0957345,0.1944,0.137592,0.102571,0.0812069,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7697,17.2683,99,99,99,99,17.7307,17.2904,17.1429,17.0973,142.576,-14.9741,0.217694,0.143851,0.104051,0.218206,0.143324,0.103983,0.2118,0.150451,0.111441,0.0885074,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.6047,16.1208,99,16.5792,16.1632,15.9942,15.9462,310.462,-3.25269,0.229525,0.15211,0.110051,0.230075,0.151535,0.109983,0.2232,0.15931,0.117441,0.0935074,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6097,16.9677,16.742,99,99,99,17.5807,17.0069,16.8028,16.7301,7.73698,44.5135,0.231525,0.15311,0.110305,0.232075,0.152535,0.110232,0.2252,0.16031,0.118311,0.0945074,388559579532790656,17.625,16.9761,16.7903,17.644,16.9727,16.79
ZTF,99,99,99,15.1745,14.807,99,15.1559,14.8295,14.7516,14.772,132.58,11.2408,0.101931,0.0672958,0.0485254,0.102169,0.0670563,0.0484915,0.0992,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.2415,16.7385,16.5587,17.2056,16.7625,16.5916,16.536,352.024,12.5775,0.321569,0.212406,0.153576,0.322331,0.211592,0.153475,0.3128,0.222606,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.9711,16.2082,99,16.9167,16.2663,16.0002,15.902,85.9254,-24.8664,0.0801562,0.0530366,0.0382712,0.0803438,0.0528451,0.0382429,0.078,0.0554366,0.0413503,0.0325025,2915077115062778496,16.9846,16.2161,15.9676,17.0039,16.2121,15.9672
ZTF,17.3636,16.8006,99,99,99,99,17.3241,16.8394,16.6547,16.5951,156.691,-26.6997,0.230525,0.15211,0.110305,0.231075,0.151535,0.110232,0.2242,0.15931,0.118311,0.0938079,5468962731956798464,17.3726,16.824,16.6362,17.388,16.821,16.636
ZTF,99,99,99,17.1163,16.5916,99,17.0738,16.6203,16.4475,16.3952,104.345,32.8144,0.340344,0.224665,0.162831,0.341156,0.223803,0.162723,0.331,0.235465,0.174531,0.138212,890959388957162496,17.1114,16.5968,16.4355,17.1264,16.5943,16.4353
ZTF,99,99,99,17.6627,17.1461,99,17.6348,17.1774,16.9981,16.9346,98.9857,62.8381,0.316625,0.209146,0.151322,0.317375,0.20838,0.151226,0.308,0.218746,0.161791,0.128611,1007180864684885632,17.6606,17.1628,16.9858,17.6748,17.1598,16.9855
ZTF,99,99,99,15.6442,15.061,14.8621,15.6157,15.0931,14.905,14.8432,257.163,18.0523,0.270131,0.178628,0.128814,0.270769,0.177958,0.128729,0.2628,0.187028,0.138051,0.109709,4560073469453316480,15.6483,15.0709,14.8896,15.6648,15.0669,14.8895
ZTF,99,99,99,17.8634,17.2559,17.0246,17.8263,17.2881,17.0743,16.9996,15.8855,27.6961,0.204806,0.135592,0.0980508,0.205294,0.135113,0.0979831,0.1992,0.141592,0.105441,0.0832069,307828758600251520,17.881,17.252,17.0585,17.8971,17.2486,17.0583
ZTF,15.919,15.1211,99,99,99,99,15.8807,15.18,14.9239,14.8101,156.661,-26.6345,0.234469,0.15511,0.112305,0.235031,0.154535,0.112232,0.228,0.16231,0.120311,0.0958079,5468965412016392576,15.9373,15.1296,14.8866,15.9577,15.1256,14.8863
ZTF,99,99,99,16.3144,99,99,16.2316,15.6345,15.3762,15.2674,283.207,31.1738,0.451163,0.297961,0.215356,0.452238,0.296859,0.215215,0.4388,0.311761,0.230751,0.183315,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6733,99,99,17.6374,17.1022,16.8833,16.7932,274.907,19.4112,0.584756,0.386775,0.27939,0.586144,0.385338,0.279203,0.5688,0.404775,0.299712,0.23802,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.6101,16.0445,15.818,16.584,16.0905,15.8836,15.8207,342.798,4.98758,0.219638,0.145851,0.105051,0.220163,0.145324,0.104983,0.2136,0.152451,0.112441,0.0895074,-999,-999,-999,-999,-999,-999,-999
ZTF,16.935,16.3125,99,99,99,99,16.8929,16.354,16.1502,16.0613,114.641,60.0523,0.258244,0.170628,0.123559,0.258856,0.169958,0.12348,0.2512,0.179028,0.132181,0.105409,1086058862492993920,16.9417,16.319,16.1244,16.9586,16.3156,16.124
ZTF,99,99,99,16.3652,15.9448,15.7949,16.3394,15.972,15.8377,15.8114,16.9419,-15.8649,0.0702687,0.0467775,0.0337627,0.0704313,0.0466338,0.0337458,0.0684,0.0485775,0.0356102,0.0285025,2359458739533004288,16.373,15.9459,15.8325,16.3853,15.9438,15.8323
ZTF,15.179,14.778,14.6487,99,99,99,15.1436,14.7939,14.6878,14.6526,157.052,21.1994,0.0702687,0.0467775,0.0340169,0.0704313,0.0466338,0.0339944,0.0684,0.0485775,0.0364802,0.0285025,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6582,17.0589,99,99,99,99,17.6121,17.0884,16.8475,16.7563,85.6485,59.8893,0.902325,0.596921,0.431712,0.904475,0.594718,0.431429,0.8776,0.624521,0.462503,0.367631,282325281453812864,17.6479,17.0605,16.835,17.6631,17.0571,16.8347
ZTF,17.4862,16.9164,99,99,99,99,17.44,16.9602,16.7642,16.7048,10.2602,44.3865,0.2493,0.16511,0.119305,0.2499,0.164535,0.119232,0.2424,0.17231,0.127311,0.101108,388157433155024128,17.4901,16.9331,16.7618,17.5061,16.9305,16.7615
ZTF,17.8186,17.5389,99,99,99,99,17.8078,17.558,17.4777,17.4795,192.534,-12.4048,0.149369,0.0988141,0.0710339,0.149731,0.0984789,0.0709887,0.1452,0.103014,0.0759605,0.0610049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.6673,16.018,15.7689,16.6223,16.0563,15.834,15.7486,46.2082,-15.9757,0.143481,0.0950732,0.0690339,0.143819,0.0946901,0.0689887,0.1396,0.0998732,0.0739605,0.0587044,5153233260755288064,16.666,16.0206,15.8095,16.6841,16.017,15.8092
ZTF,99,99,99,15.9805,15.3115,99,15.9629,15.3681,15.133,15.0397,140.038,-2.96316,0.117762,0.0775549,0.0565254,0.118037,0.0772676,0.0564915,0.1146,0.0811549,0.0602203,0.0484039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.5656,17.1007,99,17.5347,17.1332,16.9809,16.9463,310.193,-3.50113,0.224581,0.14811,0.107051,0.225119,0.147535,0.106983,0.2184,0.15531,0.114441,0.0915074,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4601,16.7139,16.4168,99,99,99,17.4455,16.7688,16.5013,16.3666,239.349,8.2983,0.12965,0.0858141,0.0620339,0.12995,0.0854789,0.0619887,0.1262,0.0900141,0.0669605,0.0527044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.5818,16.0967,15.89,16.5607,16.1359,15.9414,15.8832,320.564,11.2982,0.278019,0.183628,0.132814,0.278681,0.182958,0.132729,0.2704,0.192028,0.142051,0.112709,1745599679758875264,16.6,16.1108,15.9264,16.6127,16.1081,15.9262
ZTF,99,99,99,16.9211,16.6382,16.5372,16.9012,16.6469,16.5618,16.5636,13.135,-11.379,0.104875,0.0692958,0.0505254,0.105125,0.0690563,0.0504915,0.102,0.0722958,0.0542203,0.0431034,2376684169730431104,16.9224,16.6416,16.5738,16.9302,16.6405,16.5739
ZTF,99,99,99,15.3981,14.8543,99,15.3482,14.8789,14.7072,14.6584,85.6055,-25.0256,0.0712125,0.0470366,0.0340169,0.0713875,0.0468451,0.0339944,0.0692,0.0494366,0.0364802,0.0285025,2915079657683517952,15.3884,14.8456,14.6937,15.4046,14.8427,14.6935
ZTF,15.8594,15.3851,15.2215,99,99,99,15.829,15.4127,15.2692,15.2346,146.151,15.6372,0.112819,0.0745549,0.0537797,0.113081,0.0742676,0.0537401,0.1098,0.0781549,0.0580904,0.0461034,619571130055169280,15.8693,15.3882,15.2497,15.8836,15.3857,15.2495
ZTF,99,99,99,16.583,99,99,16.5507,15.9591,15.7182,15.6236,275.199,19.1393,0.725237,0.479589,0.347169,0.726962,0.477817,0.346944,0.7054,0.501789,0.371802,0.295025,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6581,16.636,99,99,99,99,17.6072,16.7235,16.2597,16.0438,309.279,57.9861,2.29253,1.51706,1.09629,2.29797,1.51151,1.09557,2.23,1.58666,1.1745,0.933177,-999,-999,-999,-999,-999,-999,-999
ZTF,16.0036,15.2039,99,99,99,99,15.9757,15.2618,14.9939,14.8851,114.42,59.5916,0.217694,0.143851,0.104051,0.218206,0.143324,0.103983,0.2118,0.150451,0.111441,0.0885074,1086019937205169152,16.0236,15.2075,14.9588,16.0438,15.2033,14.9584
ZTF,99,99,99,17.8645,17.3445,17.1574,17.8328,17.377,17.2051,17.1615,248.168,62.242,0.0939875,0.0622958,0.0452712,0.0942125,0.0620563,0.0452429,0.0914,0.0652958,0.0483503,0.0381034,1625634611752184576,17.8757,17.3534,17.2111,17.8922,17.3508,17.2109
ZTF,16.9135,16.5182,99,99,99,99,16.8916,16.5431,16.4149,16.3877,329.23,-20.4362,0.102931,0.0682958,0.0495254,0.103169,0.0680563,0.0494915,0.1002,0.0712958,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4233,99,99,99,99,99,17.4006,16.9102,16.7078,16.6569,273.209,14.4474,0.436331,0.288701,0.209102,0.437369,0.287648,0.208966,0.4244,0.301901,0.223881,0.178015,4497773319559719808,17.4422,16.8752,16.6958,17.4587,16.8722,16.6954
ZTF,99,99,99,17.8585,99,99,17.845,17.3452,17.152,17.0773,275.235,19.3422,0.7579,0.501107,0.361932,0.7597,0.499239,0.361689,0.7372,0.524507,0.388412,0.308626,-999,-999,-999,-999,-999,-999,-999
ZTF,16.8404,16.2417,16.0029,99,99,99,16.8166,16.2888,16.0715,15.9925,202.354,15.5955,0.0554375,0.0367775,0.0267627,0.0555625,0.0366338,0.0267458,0.054,0.0385775,0.0286102,0.022202,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.9508,15.4572,15.3059,15.904,15.4864,15.3416,15.3201,256.243,55.6276,0.0692688,0.0460366,0.0330169,0.0694312,0.0458451,0.0329944,0.0674,0.0484366,0.0354802,0.0285025,1432278963657905152,15.9479,15.4567,15.3459,15.9626,15.4544,15.3458
ZTF,99,99,99,15.9856,15.4828,15.3139,15.9742,15.5252,15.3687,15.3267,320.116,10.9578,0.200806,0.132592,0.0957966,0.201294,0.132113,0.0957345,0.1952,0.138592,0.102571,0.0812069,1745493748685597824,16.0042,15.4894,15.3547,16.0191,15.4869,15.3545
ZTF,99,99,99,16.1661,15.4432,15.2087,16.1206,15.4924,15.2743,15.1783,352.806,12.4509,0.150369,0.0998141,0.0720339,0.150731,0.0994789,0.0719887,0.1462,0.104014,0.0769605,0.0610049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.2451,16.8987,16.7774,17.2249,16.9291,16.8193,16.8051,142.133,6.18555,0.174144,0.115332,0.0835424,0.174556,0.114901,0.0834859,0.1694,0.120732,0.0897006,0.0706059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.801,17.4716,99,17.7796,17.4776,17.4025,17.3669,90.6316,-24.7014,0.117762,0.0775549,0.0565254,0.118037,0.0772676,0.0564915,0.1146,0.0811549,0.0602203,0.0484039,2913018966734792320,17.7922,17.49,17.403,17.8021,17.4884,17.4029
ZTF,16.4746,99,99,99,99,99,16.4418,15.9636,15.7673,15.7018,282.71,30.6255,0.498656,0.329738,0.238119,0.499844,0.328493,0.23796,0.485,0.345338,0.255362,0.203217,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5628,17.0998,16.9433,99,99,99,17.5501,17.1178,16.9972,16.9594,7.50788,44.5937,0.229525,0.151851,0.109305,0.230075,0.151324,0.109232,0.2232,0.158451,0.117311,0.0935074,388564252457184768,17.5839,17.1254,16.9932,17.5978,17.1232,16.9931
ZTF,99,99,99,99,99,15.41,16.1667,15.6742,15.4704,15.4008,270.575,32.0372,0.147425,0.0978141,0.0702881,0.147775,0.0974789,0.0702373,0.1434,0.102014,0.0758305,0.0600049,4603146081553011072,16.2175,15.6376,15.4454,16.2345,15.6344,15.4452
ZTF,99,99,99,16.1042,15.6183,99,16.0792,15.6671,15.516,15.4894,309.782,-2.8059,0.193919,0.128592,0.0927966,0.194381,0.128113,0.0927345,0.1886,0.134592,0.0995706,0.0789064,4224864427478642944,16.1163,15.6426,15.5113,16.131,15.6402,15.5111
ZTF,99,99,99,16.3866,15.8359,15.6319,16.3406,15.8667,15.6868,15.6177,109.057,62.3555,0.187975,0.124332,0.0897966,0.188425,0.123901,0.0897345,0.1828,0.129732,0.0965706,0.0766059,-999,-999,-999,-999,-999,-999,-999
ZTF,17.9338,99,99,99,99,99,17.8787,17.2018,16.9134,16.781,282.865,31.0997,0.465994,0.30822,0.22261,0.467106,0.30707,0.222463,0.4532,0.32262,0.238621,0.189616,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3998,16.8779,16.7097,17.3606,16.9114,16.7587,16.7123,33.4852,-25.7245,0.0514375,0.0345183,0.0247627,0.0515625,0.0344225,0.0247458,0.05,0.0357183,0.0266102,0.021202,5118125334789159936,17.4169,16.9102,16.7553,17.4327,16.9077,16.7551
ZTF,99,99,99,17.405,16.7201,99,17.3629,16.77,16.5474,16.4735,121.2,39.1185,0.146481,0.0970732,0.0700339,0.146819,0.0966901,0.0699887,0.1426,0.101873,0.0749605,0.0600049,920999180498186496,17.4247,16.734,16.5266,17.4433,16.7302,16.5262
ZTF,16.6057,16.1036,99,99,99,99,16.5734,16.1335,15.9872,15.9575,212.425,78.9421,0.0989312,0.0652958,0.0472712,0.0991687,0.0650563,0.0472429,0.0962,0.0682958,0.0503503,0.0401034,1715388604921355520,16.6073,16.1069,15.982,16.6224,16.1046,15.9818
ZTF,17.1297,16.6871,16.5351,99,99,99,17.1023,16.7094,16.5743,16.5503,174.983,59.648,0.04355,0.0285183,0.0207627,0.04365,0.0284225,0.0207458,0.0424,0.0297183,0.0226102,0.0179015,858401754441667712,17.1503,16.701,16.5746,17.1636,16.6989,16.5744
ZTF,99,99,99,17.7098,17.1812,16.9407,17.6601,17.2059,16.9913,16.9038,192.148,41.9266,0.0563813,0.0367775,0.0267627,0.0565187,0.0366338,0.0267458,0.0548,0.0385775,0.0286102,0.023202,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5035,16.8164,99,99,99,99,17.4511,16.8499,16.5964,16.4877,85.9258,59.4568,0.889494,0.588662,0.425458,0.891606,0.586507,0.425181,0.8652,0.615662,0.455633,0.36233,282111598240439040,17.508,16.8158,16.5565,17.5257,16.8114,16.5561
ZTF,15.8392,15.1149,99,99,99,99,15.8208,15.1755,14.8968,14.7773,323.856,13.8796,0.360175,0.238665,0.172085,0.361025,0.237803,0.171972,0.3504,0.249465,0.184401,0.146512,-999,-999,-999,-999,-999,-999,-999
ZTF,17.2624,16.8472,99,99,99,99,17.235,16.87,16.7344,16.7196,318.898,-20.5481,0.206806,0.136592,0.0987966,0.207294,0.136113,0.0987345,0.2012,0.142592,0.105571,0.0842069,6832169718024791808,17.2716,16.8556,16.7385,17.2844,16.8532,16.7383
ZTF,99,99,99,17.7378,99,99,17.7048,17.1014,16.8557,16.7314,275.011,19.4551,0.643138,0.425552,0.307153,0.644663,0.423972,0.306949,0.6256,0.445352,0.329322,0.262222,-999,-999,-999,-999,-999,-999,-999
ZTF,17.591,16.7617,99,99,99,99,17.544,16.8229,16.4617,16.2835,83.9448,-2.73995,0.843,0.558144,0.402949,0.845,0.556085,0.402684,0.82,0.583944,0.431893,0.343429,3216847800815018624,17.6143,16.765,16.4232,17.6347,16.7599,16.4226
ZTF,15.3577,14.9419,14.7995,99,99,99,15.3554,14.9746,14.8511,14.8155,239.136,8.29828,0.1692,0.111332,0.0805424,0.1696,0.110901,0.0804859,0.1646,0.116732,0.0867006,0.0686059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.7244,16.3707,16.2526,16.6986,16.3994,16.2959,16.2782,247.02,53.3558,0.0593812,0.0387775,0.0280169,0.0595187,0.0386338,0.0279944,0.0578,0.0405775,0.0304802,0.024202,1425277617208956032,16.7212,16.3926,16.3011,16.7313,16.3909,16.3011
ZTF,99,99,99,17.2655,16.5497,99,17.2181,16.6011,16.3471,16.2526,44.114,47.2448,0.653025,0.431811,0.312153,0.654575,0.430183,0.311949,0.6352,0.452211,0.334322,0.265522,434454393170125824,17.2632,16.5534,16.3151,17.2837,16.5495,16.3147
ZTF,99,99,99,99,99,17.9709,18.6831,18.2221,18.0364,17.9524,270.643,32.0613,0.151369,0.100073,0.0722881,0.151731,0.0996901,0.0722373,0.1472,0.104873,0.0778305,0.0613054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.6719,16.1936,16.0135,16.6421,16.2193,16.055,16.0089,257.212,18.0328,0.278019,0.183887,0.133068,0.278681,0.183169,0.132977,0.2704,0.192887,0.142921,0.113709,-999,-999,-999,-999,-999,-999,-999
ZTF,16.8655,16.3078,99,99,99,99,16.8514,16.3464,16.1721,16.1317,165.391,22.5894,0.0672688,0.0447775,0.0320169,0.0674312,0.0446338,0.0319944,0.0654,0.0465775,0.0344802,0.0275025,3994782106013826688,16.9106,16.3248,16.1613,16.9277,16.3219,16.1611
ZTF,99,99,99,15.9975,15.4446,15.2724,15.9654,15.4884,15.324,15.2792,281.102,47.5635,0.1682,0.111332,0.0802881,0.1686,0.110901,0.0802373,0.1636,0.116732,0.0858305,0.0686059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.7736,15.3276,15.173,15.734,15.3598,15.2173,15.1959,109.096,60.8917,0.228581,0.151851,0.109305,0.229119,0.151324,0.109232,0.2224,0.158451,0.117311,0.0935074,-999,-999,-999,-999,-999,-999,-999
ZTF,15.558,15.1807,99,99,99,99,15.5511,15.2041,15.0911,15.072,114.696,59.356,0.223637,0.14811,0.107051,0.224162,0.147535,0.106983,0.2176,0.15531,0.114441,0.0915074,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.9263,16.4706,99,16.9123,16.5041,16.3694,16.3435,86.0158,-24.569,0.0969312,0.0642958,0.0462712,0.0971687,0.0640563,0.0462429,0.0942,0.0672958,0.0493503,0.0391034,2915190738419734912,16.9461,16.4798,16.3599,16.9605,16.4778,16.3598
ZTF,99,99,99,17.8608,17.4605,17.2998,17.8278,17.4841,17.3417,17.3019,343.025,11.5286,0.248356,0.164369,0.118559,0.248944,0.163746,0.11848,0.2416,0.172169,0.127181,0.101108,-999,-999,-999,-999,-999,-999,-999
ZTF,15.866,15.392,99,99,99,99,15.8425,15.4286,15.2661,15.2201,318.578,-20.1761,0.137538,0.0908141,0.0657797,0.137862,0.0904789,0.0657401,0.1338,0.0950141,0.0700904,0.0557044,6832240705244396800,15.8719,15.3989,15.2416,15.8856,15.3964,15.2414
