survey,ZTF-g,ZTF-r,ZTF-i,ZTF-G,ZTF-R,ZTF-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_ZTF-g,GAIA_ZTF-r,GAIA_ZTF-i,GAIA_ZTF-G,GAIA_ZTF-R,GAIA_ZTF-I
ZTF,17.6192,17.0988,16.8922,99,99,99,17.58,17.1227,16.937,16.8868,101.09,45.1477,0.403669,0.267183,0.192847,0.404631,0.266225,0.192718,0.3926,0.279183,0.207011,0.164414,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.1624,16.8888,16.7777,17.1405,16.9057,16.8141,16.8059,272.82,39.6247,0.101875,0.0672958,0.0485254,0.102125,0.0670563,0.0484915,0.099,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.6167,16.1796,16.0027,16.5823,16.2112,16.0625,16.019,40.3875,20.6757,0.4235,0.280442,0.202847,0.4245,0.279437,0.202718,0.412,0.293042,0.217011,0.172714,88004227788096384,16.6348,16.195,16.0521,16.6471,16.1925,16.0519
ZTF,17.9781,17.1859,99,99,99,99,17.9128,17.1991,16.8911,16.7405,331.49,36.2108,0.522431,0.345738,0.249373,0.523669,0.344493,0.249209,0.5082,0.361338,0.267232,0.212818,1954637593485173632,17.9756,17.25,16.9019,17.9917,17.2426,16.9016
ZTF,99,99,99,99,99,16.4471,17.3129,16.7523,16.5153,16.4221,270.244,31.6136,0.141481,0.0938141,0.0670339,0.141819,0.0934789,0.0669887,0.1376,0.0980141,0.0719605,0.0577044,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.0403,16.4706,99,17.0049,16.5086,16.3088,16.2349,99.4213,62.5961,0.403669,0.267183,0.192847,0.404631,0.266225,0.192718,0.3926,0.279183,0.207011,0.164414,1007162894541895296,17.0566,16.4864,16.2945,17.0722,16.4834,16.2942
ZTF,17.6183,17.1201,99,99,99,99,17.5575,17.1104,16.9515,16.8967,159.179,47.3245,0.0603812,0.0397775,0.0287627,0.0605187,0.0396338,0.0287458,0.0588,0.0415775,0.0306102,0.024202,833777500047189376,17.6047,17.1047,16.946,17.6196,17.1022,16.9459
ZTF,17.8784,17.5267,17.4101,99,99,99,17.8665,17.545,17.4346,17.4291,138.054,27.3237,0.108875,0.0722958,0.0525254,0.109125,0.0720563,0.0524915,0.106,0.0752958,0.0562203,0.0444039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,99,99,16.7021,17.1244,16.8506,16.7457,16.7412,270.304,31.5779,0.135594,0.0898141,0.0650339,0.135906,0.0894789,0.0649887,0.132,0.0940141,0.0699605,0.0557044,4602921678102226048,17.1485,16.8319,16.7415,17.158,16.8304,16.7414
ZTF,16.5663,15.837,99,99,99,99,16.5175,15.8921,15.6369,15.5406,10.05,44.4168,0.227581,0.150851,0.109051,0.228119,0.150324,0.108983,0.2214,0.157451,0.116441,0.0928079,388159730961201152,16.5738,15.8375,15.6038,16.5928,15.8336,15.6035
ZTF,17.4861,16.7008,99,99,99,99,17.4487,16.7606,16.438,16.28,85.6645,59.739,0.924156,0.61118,0.441966,0.926344,0.60893,0.441678,0.899,0.63938,0.473373,0.376232,282319783895810048,17.4974,16.7009,16.3923,17.5173,16.6961,16.3918
ZTF,15.7822,15.2633,15.0867,99,99,99,15.743,15.2853,15.1167,15.0706,334.156,36.1431,0.443275,0.293701,0.212102,0.444325,0.292648,0.211966,0.4312,0.306901,0.226881,0.180315,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.4564,15.9891,15.8368,16.4264,16.0214,15.8748,15.84,108.479,60.6515,0.200862,0.132592,0.0957966,0.201338,0.132113,0.0957345,0.1954,0.138592,0.102571,0.0819064,1086875769567709312,16.4711,16.0064,15.875,16.4844,16.0039,15.8749
ZTF,99,99,99,16.6963,16.1703,99,16.6512,16.1986,16.0211,15.9583,53.573,-1.52604,0.273075,0.180628,0.130814,0.273725,0.179958,0.130729,0.2656,0.189028,0.140051,0.110709,3262977227041957888,16.6905,16.1667,16.0049,16.7055,16.164,16.0047
ZTF,16.3928,15.582,15.2891,99,99,99,16.34,15.6249,15.3399,15.2161,87.2681,57.6103,0.644138,0.426293,0.308153,0.645663,0.424761,0.307949,0.6266,0.445493,0.330322,0.262222,268917905382863488,16.412,15.5751,15.2976,16.4327,15.5705,15.2972
ZTF,17.1547,16.8416,99,99,99,99,17.1326,16.8675,16.757,16.7552,318.297,-20.5713,0.142481,0.0948141,0.0680339,0.142819,0.0944789,0.0679887,0.1386,0.0990141,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.3829,16.8032,99,99,99,99,17.3399,16.8404,16.6386,16.5447,218.8,-19.5811,0.329512,0.218406,0.157576,0.330288,0.217592,0.157475,0.3206,0.228606,0.168661,0.133911,6283279047989582720,17.4053,16.8199,16.617,17.4218,16.8166,16.6167
ZTF,99,99,99,17.5459,17.1719,17.04,17.496,17.1838,17.074,17.0591,4.98456,24.071,0.164256,0.109073,0.0782881,0.164644,0.10869,0.0782373,0.1598,0.113873,0.0838305,0.0666059,2849231452481951104,17.5631,17.1848,17.0737,17.5743,17.183,17.0737
ZTF,99,99,99,16.4298,15.8084,15.587,16.4021,15.8577,15.6598,15.5689,7.32382,33.1153,0.272131,0.180369,0.130068,0.272769,0.179746,0.129977,0.2648,0.188169,0.139921,0.110709,2863033892528764160,16.4389,15.8182,15.6214,16.4561,15.8148,15.6212
ZTF,16.8972,16.4453,16.2711,99,99,99,16.8856,16.4699,16.3328,16.303,348.998,-4.8353,0.120706,0.0795549,0.0577797,0.120994,0.0792676,0.0577401,0.1174,0.0831549,0.0620904,0.0494039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7648,17.5244,17.451,17.7044,17.4982,17.4186,17.4482,32.8939,-25.2046,0.0524375,0.0347775,0.0247627,0.0525625,0.0346338,0.0247458,0.051,0.0365775,0.0266102,0.021202,5121207132738031232,17.7388,17.5329,17.4559,17.7461,17.5317,17.4559
ZTF,99,99,99,99,99,17.5982,18.3185,17.8495,17.6536,17.567,270.295,31.8034,0.139537,0.0928141,0.0670339,0.139863,0.0924789,0.0669887,0.1358,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.5496,16.8773,16.6581,99,99,99,17.5065,16.92,16.7194,16.6394,333.922,-12.3913,0.138538,0.0918141,0.0660339,0.138862,0.0914789,0.0659887,0.1348,0.0960141,0.0709605,0.0567044,-999,-999,-999,-999,-999,-999,-999
ZTF,16.8802,16.4581,16.3126,99,99,99,16.871,16.4974,16.3595,16.3265,230.274,28.3408,0.0831,0.0550366,0.0392712,0.0833,0.0548451,0.0392429,0.0808,0.0574366,0.0423503,0.033803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6191,16.8917,99,17.575,16.946,16.7222,16.6397,132.41,11.1331,0.112763,0.0745549,0.0535254,0.113037,0.0742676,0.0534915,0.1096,0.0781549,0.0572203,0.0454039,598850627271663488,17.6462,16.922,16.7084,17.666,16.9181,16.708
ZTF,99,99,99,17.1512,16.4927,99,17.1159,16.5531,16.2769,16.1859,100.207,19.0525,0.981537,0.649699,0.468983,0.983862,0.647352,0.468672,0.9548,0.679099,0.502853,0.399433,-999,-999,-999,-999,-999,-999,-999
ZTF,17.4803,16.5489,99,99,99,99,17.4057,16.6056,16.1933,15.9962,309.177,58.3461,1.73744,1.14981,0.830661,1.74156,1.14559,0.830113,1.69,1.20261,0.890395,0.707759,2187549443700361344,17.4758,16.5376,16.1223,17.4977,16.5315,16.1216
ZTF,17.5596,16.7867,16.5278,99,99,99,17.5109,16.8252,16.5609,16.4817,246.285,66.6197,0.103931,0.0692958,0.0495254,0.104169,0.0690563,0.0494915,0.1012,0.0722958,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6997,17.307,17.1316,99,99,99,17.6778,17.3232,17.1809,17.1576,271.026,30.4818,0.171144,0.113073,0.0815424,0.171556,0.11269,0.0814859,0.1664,0.117873,0.0877006,0.0696059,4590788528631725312,17.7072,17.2966,17.1738,17.7194,17.2947,17.1737
ZTF,99,99,99,16.9248,16.086,15.8035,16.8871,16.1502,15.8775,15.78,272.962,39.8586,0.107819,0.0712958,0.0515254,0.108081,0.0710563,0.0514915,0.1048,0.0742958,0.0552203,0.0441034,-999,-999,-999,-999,-999,-999,-999
ZTF,16.4609,16.0406,15.862,99,99,99,16.4163,16.0762,15.9103,15.864,331.268,7.80494,0.257244,0.169628,0.122559,0.257856,0.168958,0.12248,0.2502,0.178028,0.131181,0.104409,2721957071691477632,16.4606,16.0302,15.8895,16.4713,16.0279,15.8893
ZTF,16.8593,16.2731,99,99,99,99,16.8228,16.3143,16.1216,16.0584,318.453,-19.9525,0.146425,0.0968141,0.0700339,0.146775,0.0964789,0.0699887,0.1424,0.101014,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999,-999
ZTF,16.4626,16.0376,99,99,99,99,16.459,16.0635,15.8935,15.8451,231.4,0.066047,0.223637,0.14811,0.107051,0.224162,0.147535,0.106983,0.2176,0.15531,0.114441,0.0915074,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.3742,15.7663,99,16.3283,15.8056,15.5731,15.5034,44.2131,46.901,0.707406,0.46807,0.337915,0.709094,0.466394,0.337695,0.688,0.48907,0.361932,0.287724,434429795895640192,16.3706,15.7668,15.5609,16.3866,15.7632,15.5606
ZTF,17.1193,16.507,16.2729,99,99,99,17.0811,16.5405,16.3411,16.2712,8.02814,44.1901,0.2533,0.167369,0.121559,0.2539,0.166746,0.12148,0.2464,0.175169,0.130181,0.103108,388517351414414464,17.1265,16.5096,16.3216,17.1438,16.5063,16.3213
ZTF,99,99,99,15.8209,15.1866,14.9272,15.7941,15.234,15.0071,14.9055,39.8828,20.0177,0.290906,0.192628,0.139068,0.291594,0.191958,0.138977,0.283,0.201028,0.148921,0.11801,87865414445207296,15.842,15.19,14.9719,15.8597,15.1865,14.9715
ZTF,16.3178,15.8275,99,99,99,99,16.2995,15.8717,15.7041,15.6523,350.227,-4.8033,0.143481,0.0948141,0.0690339,0.143819,0.0944789,0.0689887,0.1396,0.0990141,0.0739605,0.0587044,2633713360822684672,16.3492,15.8472,15.6926,16.3638,15.8447,15.6924
ZTF,99,99,99,17.8804,17.5286,99,17.8687,17.5616,17.4397,17.4323,322.413,-22.5314,0.141481,0.0938141,0.0677797,0.141819,0.0934789,0.0677401,0.1376,0.0980141,0.0720904,0.0577044,6828084929248423808,17.8839,17.5625,17.4557,17.8941,17.5603,17.4556
ZTF,16.3457,15.8267,15.6374,99,99,99,16.3138,15.8596,15.6803,15.6376,100.965,44.9541,0.405669,0.268183,0.193847,0.406631,0.267225,0.193718,0.3946,0.280183,0.208011,0.165113,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6046,17.139,99,99,99,99,17.6011,17.1775,17.0207,16.9786,310.818,-21.6679,0.1682,0.111332,0.0802881,0.1686,0.110901,0.0802373,0.1636,0.116732,0.0858305,0.0686059,-999,-999,-999,-999,-999,-999,-999
ZTF,17.9613,17.3767,17.1653,99,99,99,17.9285,17.3968,17.2176,17.154,334.653,35.8334,0.434331,0.286701,0.207102,0.435369,0.285648,0.206966,0.4224,0.299901,0.221881,0.176714,1906716440041771008,17.9911,17.418,17.2204,18.0074,17.4144,17.2202
ZTF,17.401,16.5689,99,99,99,99,17.3486,16.608,16.3238,16.209,160.431,2.51503,0.116762,0.0775549,0.0557797,0.117037,0.0772676,0.0557401,0.1136,0.0811549,0.0600904,0.0474039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,99,99,16.6731,17.1556,16.8351,16.7143,16.6902,270.528,32.0399,0.143425,0.0948141,0.0680339,0.143775,0.0944789,0.0679887,0.1394,0.0990141,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,16.5166,15.7506,15.3977,99,99,99,16.4421,15.7527,15.4565,15.3512,41.9891,36.7769,0.262188,0.173369,0.125559,0.262813,0.172746,0.12548,0.255,0.181169,0.134181,0.106409,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4084,16.7255,99,17.3837,16.779,16.5492,16.4505,310.211,-3.05184,0.200862,0.132592,0.0957966,0.201338,0.132113,0.0957345,0.1954,0.138592,0.102571,0.0819064,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,99,99,17.6415,18.3116,17.8382,17.6467,17.5843,270.902,31.4469,0.1672,0.110332,0.0802881,0.1676,0.109901,0.0802373,0.1626,0.115732,0.0858305,0.0683054,-999,-999,-999,-999,-999,-999,-999
ZTF,16.5765,16.0507,15.8542,99,99,99,16.5597,16.0944,15.9205,15.8646,171.563,42.8796,0.0504375,0.0327775,0.0237627,0.0505625,0.0326338,0.0237458,0.049,0.0345775,0.0256102,0.020202,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.6536,16.8311,99,17.611,16.8887,16.5935,16.4948,134.835,12.058,0.0861,0.0570366,0.0412712,0.0863,0.0568451,0.0412429,0.0838,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999,-999
ZTF,17.0052,16.2932,16.019,99,99,99,16.9882,16.3405,16.0928,15.9974,225.896,21.705,0.153312,0.101073,0.0730339,0.153688,0.10069,0.0729887,0.149,0.105873,0.0779605,0.0623054,-999,-999,-999,-999,-999,-999,-999
ZTF,17.2034,16.5903,16.3691,99,99,99,17.1779,16.6448,16.4376,16.3517,160.131,21.0703,0.0662688,0.0437775,0.0317627,0.0664312,0.0436338,0.0317458,0.0644,0.0455775,0.0336102,0.0265025,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.1492,16.485,99,17.1165,16.5341,16.2991,16.1898,56.4905,4.27833,0.939987,0.62218,0.449475,0.942213,0.61993,0.449175,0.9144,0.65038,0.482113,0.382532,3271790641669120896,17.1715,16.5086,16.2667,17.1891,16.5044,16.2664
ZTF,99,99,99,15.9013,15.3598,15.1624,15.871,15.3979,15.2085,15.1589,15.8628,27.449,0.229525,0.15211,0.110051,0.230075,0.151535,0.109983,0.2232,0.15931,0.117441,0.0935074,307611781147709696,15.9037,15.3542,15.1915,15.9195,15.3514,15.1913
ZTF,17.1092,16.6173,16.4279,99,99,99,17.0768,16.6475,16.4861,16.4437,164.069,43.9363,0.0366062,0.0245183,0.0175085,0.0366937,0.0244225,0.0174972,0.0356,0.0257183,0.0187401,0.0149015,781869418660756992,17.1116,16.6303,16.4716,17.1256,16.6274,16.4714
ZTF,99,99,99,16.8829,16.2364,99,16.8487,16.283,16.0698,15.9863,143.521,-17.5737,0.223581,0.147851,0.107051,0.224119,0.147324,0.106983,0.2174,0.154451,0.114441,0.0908079,-999,-999,-999,-999,-999,-999,-999
ZTF,16.571,16.0989,99,99,99,99,16.548,16.1381,15.9633,15.9287,308.731,-27.6043,0.175087,0.115332,0.0835424,0.175512,0.114901,0.0834859,0.1702,0.120732,0.0897006,0.0713054,6799464813378835968,16.5799,16.104,15.9622,16.5937,16.1016,15.962
ZTF,17.5988,16.9525,99,99,99,99,17.5621,16.9802,16.7378,16.6471,330.663,37.0291,0.5076,0.335738,0.243119,0.5088,0.334493,0.24296,0.4938,0.351338,0.260362,0.206517,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.7167,17.0607,16.8162,17.6749,17.1044,16.8782,16.7899,8.89735,-18.3332,0.0722125,0.0477775,0.0340169,0.0723875,0.0476338,0.0339944,0.0702,0.0495775,0.0364802,0.0295025,-999,-999,-999,-999,-999,-999,-999
ZTF,15.3584,14.9269,14.7785,99,99,99,15.334,14.9489,14.8176,14.8049,138.145,26.9844,0.0989312,0.0652958,0.0472712,0.0991687,0.0650563,0.0472429,0.0962,0.0682958,0.0503503,0.0401034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.9292,99,99,16.901,16.4312,16.2377,16.1528,274.799,19.3958,0.539206,0.356997,0.257627,0.540494,0.355704,0.257458,0.5244,0.373197,0.276102,0.219118,-999,-999,-999,-999,-999,-999,-999
ZTF,16.3532,15.5859,99,99,99,99,16.3182,15.6354,15.3862,15.3005,311.288,-22.075,0.1682,0.111073,0.0802881,0.1686,0.11069,0.0802373,0.1636,0.115873,0.0858305,0.0683054,6855263413579482880,16.3734,15.5861,15.3572,16.3938,15.5822,15.3569
ZTF,99,99,99,15.9184,15.544,15.412,15.9083,15.5692,15.4537,15.4381,256.695,55.5077,0.0564375,0.0377775,0.0267627,0.0565625,0.0376338,0.0267458,0.055,0.0395775,0.0286102,0.023202,-999,-999,-999,-999,-999,-999,-999
ZTF,17.9621,17.2323,16.9575,99,99,99,17.8868,17.2577,17.0292,16.9314,331.802,8.2626,0.246356,0.16311,0.117559,0.246944,0.162535,0.11748,0.2396,0.17031,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999
ZTF,17.7888,99,99,99,99,99,17.7492,17.1955,16.9837,16.8945,282.908,31.18,0.477881,0.31622,0.22861,0.479019,0.31507,0.228463,0.4648,0.33062,0.244621,0.194616,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3612,16.7775,99,17.3362,16.8267,16.5705,16.4806,82.258,-2.20552,1.01614,0.672217,0.485492,1.01856,0.669775,0.485169,0.9884,0.702817,0.520593,0.413734,3217089972547269760,17.3847,16.7897,16.5562,17.3987,16.7859,16.5558
ZTF,17.7935,17.3758,99,99,99,99,17.7403,17.3849,17.2505,17.2217,349.671,-4.79903,0.1672,0.110332,0.0802881,0.1676,0.109901,0.0802373,0.1626,0.115732,0.0858305,0.0683054,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4259,16.9289,16.7368,17.4136,16.9715,16.7896,16.7324,257.456,18.4677,0.261244,0.172628,0.124814,0.261856,0.171958,0.124729,0.2542,0.181028,0.134051,0.106409,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.4477,16.9218,16.7316,17.4171,16.9384,16.7662,16.7286,335.236,6.16333,0.318569,0.210406,0.152322,0.319331,0.209592,0.152226,0.3098,0.220606,0.162791,0.129611,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.8125,16.3707,16.2219,16.7805,16.4022,16.2646,16.2469,9.5575,-18.8297,0.0742125,0.0490366,0.0352712,0.0743875,0.0488451,0.0352429,0.0722,0.0514366,0.0383503,0.0305025,2363208074183436032,16.8175,16.3793,16.2629,16.8316,16.3774,16.2629
ZTF,16.9639,16.502,99,99,99,99,16.9374,16.529,16.3618,16.3078,231.775,-0.146904,0.250356,0.165369,0.119559,0.250944,0.164746,0.11948,0.2436,0.173169,0.128181,0.102108,-999,-999,-999,-999,-999,-999,-999
ZTF,16.0603,15.5158,99,99,99,99,16.0359,15.5609,15.3575,15.2984,231.739,-0.0936749,0.244413,0.16211,0.117305,0.244987,0.161535,0.117232,0.2378,0.16931,0.125311,0.0998079,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.041,15.4908,15.2877,16.0049,15.5186,15.3237,15.2815,257.726,18.5935,0.308681,0.204146,0.147322,0.309419,0.20338,0.147226,0.3002,0.213746,0.157791,0.12531,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.2193,15.8046,15.6616,16.1926,15.8316,15.7112,15.6809,257.246,55.3449,0.0573813,0.0377775,0.0277627,0.0575188,0.0376338,0.0277458,0.0558,0.0395775,0.0296102,0.023202,1420285696980091648,16.2235,15.8098,15.7106,16.2355,15.8079,15.7104
ZTF,16.6224,16.0376,99,99,99,99,16.5665,16.0454,15.8635,15.8065,141.165,8.88558,0.200862,0.132851,0.0957966,0.201338,0.132324,0.0957345,0.1954,0.139451,0.102571,0.0819064,-999,-999,-999,-999,-999,-999,-999
ZTF,17.6208,17.0772,16.8849,99,99,99,17.5957,17.1104,16.9307,16.8691,239.385,8.78913,0.147425,0.0978141,0.0702881,0.147775,0.0974789,0.0702373,0.1434,0.102014,0.0758305,0.0600049,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.2311,16.8324,16.6875,17.2043,16.8663,16.7319,16.7073,247.557,26.6842,0.137538,0.0908141,0.0657797,0.137862,0.0904789,0.0657401,0.1338,0.0950141,0.0700904,0.0557044,-999,-999,-999,-999,-999,-999,-999
ZTF,16.3057,15.9107,99,99,99,99,16.2731,15.9276,15.8112,15.7977,121.808,0.32969,0.142481,0.0940732,0.0680339,0.142819,0.0936901,0.0679887,0.1386,0.0988732,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999,-999
ZTF,15.2289,14.785,99,99,99,99,15.219,14.8224,14.7026,14.6873,210.099,78.7821,0.0919875,0.0602958,0.0442712,0.0922125,0.0600563,0.0442429,0.0894,0.0632958,0.0473503,0.0371034,1715022811146690688,15.2382,14.7927,14.6932,15.2516,14.7907,14.6931
ZTF,99,99,99,17.3165,16.8723,16.6994,17.273,16.8924,16.7531,16.7002,341.346,12.9436,0.177144,0.117332,0.0845424,0.177556,0.116901,0.0844859,0.1724,0.122732,0.0907006,0.0726059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.2914,16.447,99,17.2482,16.515,16.2141,16.0775,100.075,19.4664,1.05275,0.696735,0.503,1.05525,0.694197,0.502667,1.024,0.728535,0.539333,0.428635,-999,-999,-999,-999,-999,-999,-999
ZTF,15.2762,14.8359,14.6873,99,99,99,15.2643,14.866,14.7393,14.7139,133.723,30.2607,0.0979312,0.0652958,0.0472712,0.0981687,0.0650563,0.0472429,0.0952,0.0682958,0.0503503,0.0401034,-999,-999,-999,-999,-999,-999,-999
ZTF,17.3152,16.9494,99,99,99,99,17.2817,16.968,16.85,16.8297,121.776,0.641365,0.118762,0.0785549,0.0567797,0.119037,0.0782676,0.0567401,0.1156,0.0821549,0.0610904,0.0484039,-999,-999,-999,-999,-999,-999,-999
ZTF,15.7166,15.004,14.7565,99,99,99,15.6803,15.0539,14.8103,14.7381,134.333,30.0883,0.0781562,0.0520366,0.0372712,0.0783438,0.0518451,0.0372429,0.076,0.0544366,0.0403503,0.031803,705623445532092032,15.7285,15.004,14.7895,15.7473,15.0004,14.7892
ZTF,99,99,99,16.2566,15.8145,15.6543,16.2063,15.8367,15.7044,15.6519,248.657,62.2972,0.0762125,0.0507775,0.0362712,0.0763875,0.0506338,0.0362429,0.0742,0.0525775,0.0393503,0.0315025,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.2742,15.7756,15.6027,16.2478,15.809,15.6535,15.6188,280.682,47.2474,0.158312,0.105073,0.0752881,0.158688,0.10469,0.0752373,0.154,0.109873,0.0808305,0.0643054,2119408825473305728,16.2898,15.7802,15.6377,16.3052,15.7776,15.6375
ZTF,17.322,16.9571,16.8054,99,99,99,17.2906,16.964,16.8549,16.8087,248.179,67.0462,0.0841,0.0552958,0.0400169,0.0843,0.0550563,0.0399944,0.0818,0.0582958,0.0424802,0.033803,1648347670124242944,17.3297,16.9681,16.8611,17.3394,16.9664,16.861
ZTF,15.8052,15.3196,15.1507,99,99,99,15.7853,15.355,15.1979,15.1601,331.54,7.77711,0.229525,0.151851,0.109305,0.230075,0.151324,0.109232,0.2232,0.158451,0.117311,0.0935074,2721947966360787328,15.8165,15.3228,15.1892,15.8311,15.3203,15.189
ZTF,99,99,99,16.6344,16.1595,99,16.6192,16.2005,16.0468,16.0164,104.863,33.0443,0.312681,0.207146,0.149576,0.313419,0.20638,0.149475,0.3042,0.216746,0.160661,0.12731,-999,-999,-999,-999,-999,-999,-999
ZTF,17.3818,16.8527,16.6746,99,99,99,17.3403,16.8669,16.7149,16.6665,245.102,45.0093,0.0267187,0.0175183,0.0125085,0.0267812,0.0174225,0.0124972,0.026,0.0187183,0.0137401,0.010601,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.4171,14.9969,14.8363,15.3985,15.0276,14.8864,14.8513,223.218,25.499,0.0999312,0.0662958,0.0475254,0.100169,0.0660563,0.0474915,0.0972,0.0692958,0.0512203,0.040803,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.1977,15.504,99,16.1551,15.5685,15.3363,15.245,116.571,33.0091,0.179087,0.118332,0.0855424,0.179512,0.117901,0.0854859,0.1742,0.123732,0.0917006,0.0729064,882019573444588160,16.2004,15.5156,15.3076,16.2193,15.512,15.3073
ZTF,17.9753,99,99,99,99,99,17.9223,17.2762,16.9498,16.8061,334.018,44.9893,1.40898,0.9324,0.673831,1.41232,0.929,0.67339,1.3706,0.975,0.721864,0.573847,1962218313842758528,17.9976,17.2588,16.9462,18.0157,17.254,16.9457
ZTF,17.9234,17.4775,17.3062,99,99,99,17.891,17.4832,17.3558,17.3296,146.869,15.5277,0.117706,0.0775549,0.0557797,0.117994,0.0772676,0.0557401,0.1144,0.0811549,0.0600904,0.0474039,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.2704,16.8207,99,17.2498,16.8434,16.7207,16.7085,162.652,41.938,0.0376063,0.0255183,0.0185085,0.0376937,0.0254225,0.0184972,0.0366,0.0267183,0.0197401,0.015601,-999,-999,-999,-999,-999,-999,-999
ZTF,15.8127,15.2647,15.0405,99,99,99,15.7769,15.2989,15.0994,15.0413,138.115,27.4756,0.0969312,0.0640366,0.0462712,0.0971687,0.0638451,0.0462429,0.0942,0.0664366,0.0493503,0.0391034,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,15.823,15.3699,15.2039,15.8117,15.4094,15.2611,15.2236,12.5237,-11.4259,0.0949875,0.0622958,0.0452712,0.0952125,0.0620563,0.0452429,0.0924,0.0652958,0.0483503,0.038803,2376716536603909120,15.8381,15.3805,15.245,15.8518,15.3782,15.2448
ZTF,99,99,99,16.8057,16.1858,15.9329,16.7758,16.2375,16.0004,15.9006,247.516,26.6984,0.140537,0.0930732,0.0670339,0.140863,0.0926901,0.0669887,0.1368,0.0978732,0.0719605,0.0570049,-999,-999,-999,-999,-999,-999,-999
ZTF,17.1361,99,99,99,99,99,17.1004,16.5464,16.3633,16.2799,283.405,30.5906,0.477937,0.31622,0.228864,0.479063,0.31507,0.228712,0.465,0.33062,0.245492,0.194916,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,16.5167,16.0777,15.8998,16.4996,16.1076,15.9574,15.9154,78.0793,4.17487,0.348287,0.230406,0.166831,0.349112,0.229592,0.166723,0.3388,0.240606,0.178531,0.141911,3235789366799794816,16.5318,16.0941,15.9459,16.5433,16.0916,15.9457
ZTF,99,99,99,99,99,17.6007,18.1339,17.7764,17.6479,17.613,270.825,31.6515,0.1702,0.113073,0.0815424,0.1706,0.11269,0.0814859,0.1656,0.117873,0.0877006,0.0696059,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.9659,17.288,99,17.9041,17.3296,17.1169,17.0211,104.824,32.5349,0.363119,0.240665,0.174085,0.363981,0.239803,0.173972,0.3532,0.251465,0.186401,0.147512,-999,-999,-999,-999,-999,-999,-999
ZTF,99,99,99,17.3033,16.8044,99,17.2796,16.8462,16.6845,16.6409,140.291,-2.98809,0.12665,0.0838141,0.0607797,0.12695,0.0834789,0.0607401,0.1232,0.0880141,0.0650904,0.0517044,3837574105273190400,17.3255,16.8249,16.669,17.3415,16.8223,16.6688
ZTF,17.5156,17.1459,17.0267,99,99,99,17.4803,17.1573,17.0641,17.0466,159.998,21.4732,0.0801562,0.0530366,0.0382712,0.0803438,0.0528451,0.0382429,0.078,0.0554366,0.0413503,0.032803,-999,-999,-999,-999,-999,-999,-999
