survey,SNLS-g,SNLS-r,SNLS-i,SNLS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SNLS-g_AV,SNLS-r_AV,SNLS-i_AV,SNLS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-g_AV,GAIA-b_AV,GAIA-r_AV,GAIA_SNLS-g,GAIA_SNLS-r,GAIA_SNLS-i,GAIA_SNLS-z,SOURCEID
SNLS_AB,17.3314,16.864,16.6985,16.6415,17.3337,16.8876,16.7089,16.661,150.557,2.17485,0.0536075,0.0381718,0.0280565,0.0213744,0.0538,0.0385775,0.0286102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.8061,17.4531,17.3339,17.3018,17.8035,17.4774,17.3506,17.3252,150.036,2.1736,0.06039,0.0421718,0.0310565,0.0243744,0.0606,0.0425775,0.0316102,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5434,18.1912,18.077,18.0512,18.559,18.2137,18.0787,18.061,150.442,2.17644,0.051825,0.0371718,0.0270565,0.0212808,0.052,0.0375775,0.0276102,0.0219015,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6663,17.221,17.0831,17.0415,17.7334,17.2713,17.0989,17.0684,149.906,2.17839,0.0641725,0.0451718,0.033742,0.0263744,0.0644,0.0455775,0.0344802,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4969,17.0572,16.8992,16.8434,17.5031,17.0629,16.9147,16.8831,149.929,2.17847,0.0641725,0.0451718,0.0330565,0.0263744,0.0644,0.0455775,0.0336102,0.027202,17.0965,16.5818,17.47,0,0,0,17.4972,17.0792,16.9253,16.8545,3836239573034673536
SNLS_AB,17.6906,17.4664,17.3984,17.3974,17.6916,17.4716,17.4046,17.4075,149.982,2.18069,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,17.4608,17.0556,17.7192,0,0,0,17.724,17.4817,17.4033,17.3874,3836238885839571072
SNLS_AB,18.2225,17.675,17.4493,17.3543,18.2534,17.7034,17.4691,17.3879,150.115,2.18283,0.05839,0.0411718,0.0300565,0.0233744,0.0586,0.0415775,0.0306102,0.024202,17.7648,17.1249,18.1792,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.202,16.8657,16.7556,16.7304,17.2168,16.8859,16.7677,16.7526,149.811,2.18503,0.06439,0.0458958,0.033742,0.0263744,0.0646,0.0464366,0.0344802,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.665,17.4222,17.3523,17.3456,17.6594,17.432,17.3466,17.3587,149.7,2.18535,0.06139,0.0438958,0.0320565,0.0253744,0.0616,0.0444366,0.0326102,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3975,16.7736,16.5156,16.404,17.4217,16.7952,16.5436,16.4367,150.434,2.19047,0.051825,0.0371718,0.0270565,0.0212808,0.052,0.0375775,0.0276102,0.0219015,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5128,17.0195,16.8472,16.7925,17.5223,17.0513,16.8666,16.8142,150.308,2.19388,0.049825,0.0351718,0.0260565,0.0203744,0.05,0.0355775,0.0266102,0.021202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5495,17.051,16.8954,16.8404,17.5682,17.0694,16.9098,16.8726,150.016,2.19939,0.0621725,0.0438958,0.0320565,0.0253744,0.0624,0.0444366,0.0326102,0.026202,17.1137,16.5616,17.509,0,0,0,17.555,17.0561,16.8965,16.8276,3836262349246279040
SNLS_AB,18.3651,17.7881,17.5737,17.4903,18.3809,17.8172,17.5847,17.5083,150.497,2.19871,0.0526075,0.0371718,0.0270565,0.0213744,0.0528,0.0375775,0.0276102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3753,16.729,16.5085,16.4155,17.3932,16.7526,16.526,16.4434,150.543,2.20173,0.051825,0.0371718,0.0270565,0.0212808,0.052,0.0375775,0.0276102,0.0219015,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.9841,18.6672,18.5725,18.5649,18.9723,18.6742,18.5954,18.5764,150.099,2.2004,0.0596075,0.0421718,0.0310565,0.0243744,0.0598,0.0425775,0.0316102,0.025202,18.6849,18.2266,18.9558,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7153,17.3706,17.2605,17.2386,17.7234,17.3937,17.2691,17.2447,149.919,2.20373,0.0641725,0.0451718,0.0330565,0.0263744,0.0644,0.0455775,0.0336102,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4167,16.7734,16.5442,16.4493,17.4407,16.8085,16.5661,16.4812,149.802,2.20606,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,16.8447,16.2045,17.3468,0,0,0,17.4371,16.7825,16.5352,16.4389,3836250671230171008
SNLS_AB,18.2303,17.7576,17.5671,17.4939,18.2352,17.7649,17.592,17.5051,150.449,2.21176,0.051825,0.0361718,0.0270565,0.0212808,0.052,0.0365775,0.0276102,0.0219015,17.8524,17.2199,18.1697,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4812,17.1681,17.0652,17.0417,17.4689,17.1711,17.0667,17.0517,150.518,2.21401,0.051825,0.0364479,0.0270565,0.0212808,0.052,0.0367183,0.0276102,0.0219015,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3131,16.7661,16.5784,16.5032,17.3107,16.7824,16.59,16.5359,150.009,2.23265,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,16.8273,16.2383,17.2549,0,0,0,17.3285,16.7636,16.576,16.5012,3836263276959229184
SNLS_AB,18.0081,17.6642,17.5595,17.5378,18.0148,17.6787,17.5722,17.5491,149.769,2.23257,0.06239,0.0441718,0.032742,0.0253744,0.0626,0.0445775,0.0334802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4447,16.8347,16.6198,16.5342,17.458,16.8608,16.6381,16.5559,150.15,2.23618,0.053825,0.0381718,0.0280565,0.0222808,0.054,0.0385775,0.0286102,0.0229015,16.9035,16.2816,17.3644,0,0,0,17.4575,16.8361,16.6238,16.5353,3836261254029573376
SNLS_AB,17.1793,16.7968,16.6679,16.6351,17.1799,16.8116,16.6845,16.639,150.509,2.23609,0.050825,0.0361718,0.026371,0.0203744,0.051,0.0365775,0.0267401,0.021202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3207,17.0859,17.0089,17.0032,17.3238,17.094,17.0189,17.0125,150.478,2.24007,0.050825,0.0361718,0.0260565,0.0203744,0.051,0.0365775,0.0266102,0.021202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5909,17.2455,17.1134,17.0844,17.5993,17.2723,17.1268,17.1012,150.234,2.24346,0.051825,0.0371718,0.0270565,0.0213744,0.052,0.0375775,0.0276102,0.022202,17.2698,16.8009,17.5832,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.8506,17.4479,17.3294,17.2968,17.8635,17.4714,17.3375,17.3254,149.809,2.2478,0.06239,0.0441718,0.032742,0.0253744,0.0626,0.0445775,0.0334802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7895,18.0927,17.7998,17.6656,18.8147,18.1237,17.8334,17.6955,149.802,2.24857,0.06239,0.0441718,0.032742,0.0253744,0.0626,0.0445775,0.0334802,0.026202,18.1471,17.4956,18.7085,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5003,18.0484,17.882,17.8205,18.4981,18.0581,17.8755,17.8369,150.595,2.25298,0.0546075,0.0381718,0.0280565,0.0222808,0.0548,0.0385775,0.0286102,0.0229015,18.0754,17.5351,18.5043,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.1103,17.4317,17.1704,17.0597,18.142,17.4637,17.1999,17.0882,149.982,2.25955,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.462,17.7689,17.5097,17.3892,18.4858,17.7897,17.5402,17.4235,150.526,2.25931,0.0516075,0.0361718,0.0270565,0.0203744,0.0518,0.0365775,0.0276102,0.021202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8175,18.1328,17.8608,17.7413,18.8073,18.1584,17.9013,17.7531,149.731,2.25992,0.06339,0.0448958,0.032742,0.025468,0.0636,0.0454366,0.0334802,0.0265025,18.2201,17.5437,18.7432,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5862,16.9058,16.6001,16.463,17.6148,16.9379,16.6366,16.4976,150.402,2.26947,0.053825,0.0381718,0.0280565,0.0213744,0.054,0.0385775,0.0286102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.6714,17.9906,17.7261,17.6145,18.6949,18.015,17.7551,17.6518,149.96,2.26824,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5473,18.1995,18.0861,18.057,18.5551,18.2362,18.0886,18.0674,150.497,2.26656,0.051825,0.0364479,0.0270565,0.0212808,0.052,0.0367183,0.0276102,0.0219015,18.2224,17.7878,18.561,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0428,17.7442,17.6397,17.6269,18.0574,17.7659,17.6505,17.6246,150.336,2.26905,0.051825,0.0364479,0.0270565,0.0212808,0.052,0.0367183,0.0276102,0.0219015,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.4702,18.2362,18.1618,18.1541,18.4861,18.2433,18.1753,18.1751,149.665,2.27554,0.06339,0.0448958,0.032742,0.025468,0.0636,0.0454366,0.0334802,0.0265025,18.2258,17.8339,18.4776,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.982,17.4973,17.3337,17.2873,17.9889,17.5198,17.3432,17.3159,150.178,2.2778,0.0536075,0.0374479,0.027742,0.0213744,0.0538,0.0377183,0.0284802,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6666,17.0086,16.7157,16.5726,17.6898,17.0292,16.7369,16.606,150.475,2.27907,0.0536075,0.0374479,0.0280565,0.0213744,0.0538,0.0377183,0.0286102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5475,16.8542,16.6185,16.5155,17.5734,16.8873,16.6287,16.539,149.782,2.28883,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.4348,18.1994,18.13,18.1242,18.4375,18.2177,18.136,18.1159,149.914,2.28746,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,18.196,17.8387,18.4459,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6271,16.8888,16.6016,16.481,17.6322,16.9143,16.6273,16.5164,150.34,2.29271,0.052825,0.0371718,0.0270565,0.0213744,0.053,0.0375775,0.0276102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.9818,17.6725,17.5747,17.5542,17.9757,17.6834,17.5816,17.581,149.869,2.29224,0.06339,0.0448958,0.032742,0.025468,0.0636,0.0454366,0.0334802,0.0265025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6143,16.9237,16.6207,16.4737,17.6346,16.9533,16.649,16.5061,150.01,2.29547,0.06139,0.0431718,0.031742,0.0253744,0.0616,0.0435775,0.0324802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7018,17.3341,17.2067,17.1772,17.6982,17.3377,17.2244,17.1821,150.412,2.29507,0.0556075,0.0391718,0.0290565,0.0223744,0.0558,0.0395775,0.0296102,0.023202,17.3542,16.8772,17.6772,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0071,17.7266,17.6378,17.6318,18.0067,17.764,17.6567,17.6456,149.709,2.29517,0.0651725,0.0458958,0.033742,0.0263744,0.0654,0.0464366,0.0344802,0.027202,17.7406,17.3205,18.0366,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.0436,16.6674,16.5434,16.5208,17.0498,16.6888,16.5663,16.5376,150.2,2.30472,0.0546075,0.0381718,0.0280565,0.0223744,0.0548,0.0385775,0.0286102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3904,17.0604,16.951,16.928,17.3838,17.0728,16.9495,16.9368,150.594,2.32543,0.054825,0.0391718,0.028742,0.0223744,0.055,0.0395775,0.0294802,0.023202,17.0722,16.5946,17.3952,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8701,18.6147,18.535,18.5131,18.8638,18.6271,18.5607,18.5887,150.437,2.32449,0.0566075,0.0401718,0.0290565,0.0223744,0.0568,0.0405775,0.0296102,0.023202,18.6157,18.2959,18.8691,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7127,17.3514,17.2293,17.2004,17.7166,17.3747,17.244,17.2226,149.635,2.3525,0.06339,0.0448958,0.032742,0.025468,0.0636,0.0454366,0.0334802,0.0265025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5614,18.0877,17.9123,17.8626,18.5847,18.1248,17.9332,17.8823,149.712,2.35639,0.067955,0.0478958,0.034742,0.027468,0.0682,0.0484366,0.0354802,0.0285025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.524,16.988,16.7792,16.687,17.5414,17.0221,16.7891,16.7092,149.809,2.37745,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.8357,17.5684,17.4847,17.4652,17.8485,17.5916,17.4877,17.4882,149.875,2.37971,0.06139,0.0431718,0.031742,0.024468,0.0616,0.0435775,0.0324802,0.0255025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5311,16.9566,16.7387,16.641,17.5469,16.9859,16.7484,16.6618,150.601,2.38158,0.0576075,0.0411718,0.0300565,0.0233744,0.0578,0.0415775,0.0306102,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8223,18.4825,18.3779,18.3592,18.8217,18.4955,18.3844,18.3653,150.147,2.38327,0.052825,0.0371718,0.0270565,0.0213744,0.053,0.0375775,0.0276102,0.022202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7165,17.2288,17.0392,16.9692,17.7289,17.2434,17.0609,16.9946,149.696,2.38557,0.0661725,0.0468958,0.034742,0.026468,0.0664,0.0474366,0.0354802,0.0275025,17.272,16.7045,17.6934,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7249,18.4436,18.3538,18.3396,18.7266,18.4408,18.3582,18.353,149.987,2.38559,0.0566075,0.0401718,0.0290565,0.0233744,0.0568,0.0405775,0.0296102,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.9358,17.4385,17.2566,17.1829,17.9243,17.4505,17.2608,17.22,150.47,2.3859,0.0576075,0.0411718,0.0300565,0.0233744,0.0578,0.0415775,0.0306102,0.024202,17.4844,16.9362,17.9165,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.8409,17.3348,17.1736,17.1175,17.8528,17.36,17.1915,17.1466,150.065,2.38875,0.0556075,0.0391718,0.0290565,0.0223744,0.0558,0.0395775,0.0296102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.209,17.6815,17.495,17.4235,18.2189,17.7032,17.5083,17.4566,149.995,2.3962,0.0566075,0.0401718,0.0290565,0.0233744,0.0568,0.0405775,0.0296102,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7683,17.2753,17.0761,16.9932,17.7878,17.2968,17.0891,17.0308,150.131,2.40283,0.0536075,0.0381718,0.0280565,0.0213744,0.0538,0.0385775,0.0286102,0.022202,17.3127,16.737,17.7205,0,0,0,17.7806,17.284,17.0822,16.9953,3836284064600468864
SNLS_AB,18.2135,17.9339,17.8115,17.8104,18.2214,17.9459,17.8503,17.8165,149.623,2.403,0.0651725,0.0458958,0.033742,0.0263744,0.0654,0.0464366,0.0344802,0.027202,17.9564,17.5434,18.201,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.208,16.9732,16.9118,16.9188,17.2067,16.9816,16.9215,16.9353,150.294,2.40704,0.0596075,0.0421718,0.0310565,0.0243744,0.0598,0.0425775,0.0316102,0.025202,16.973,16.5804,17.2263,0,0,0,17.228,16.977,16.9265,16.897,3836273069484193152
SNLS_AB,18.7306,18.1336,17.8874,17.7759,18.6724,18.1303,17.9095,17.8014,150.097,2.40603,0.054825,0.0391718,0.0280565,0.0223744,0.055,0.0395775,0.0286102,0.023202,18.1776,17.5466,18.685,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5162,16.9525,16.741,16.6495,17.5316,16.983,16.7595,16.683,149.843,2.40919,0.06139,0.0431718,0.031742,0.0253744,0.0616,0.0435775,0.0324802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.1664,16.9449,16.88,16.8777,17.1848,16.9607,16.8893,16.8843,149.657,2.41175,0.0651725,0.0461718,0.033742,0.026468,0.0654,0.0465775,0.0344802,0.0275025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.2644,16.816,16.6603,16.6163,17.2823,16.8526,16.6887,16.6376,149.681,2.41623,0.0661725,0.0468958,0.034742,0.026468,0.0664,0.0474366,0.0354802,0.0275025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.2571,17.7683,17.5968,17.5349,18.2644,17.7896,17.6151,17.5682,150.145,2.41377,0.0536075,0.0381718,0.0280565,0.0213744,0.0538,0.0385775,0.0286102,0.022202,17.8236,17.2844,18.2239,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.1286,17.632,17.4215,17.3291,18.1668,17.6659,17.4372,17.3489,150.579,2.42485,0.05839,0.0411718,0.0300565,0.0233744,0.0586,0.0415775,0.0306102,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0435,17.5961,17.4477,17.3965,18.05,17.6153,17.4519,17.426,149.943,2.4309,0.05739,0.0401718,0.029742,0.0233744,0.0576,0.0405775,0.0304802,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8297,18.3225,18.1161,18.0341,18.8673,18.3512,18.1588,18.053,150.17,2.439,0.0556075,0.0391718,0.028742,0.0223744,0.0558,0.0395775,0.0294802,0.023202,18.3767,17.7721,18.8255,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.9946,17.3513,17.0938,16.9805,18.015,17.3819,17.1183,17.0144,150.301,2.44721,0.0621725,0.0438958,0.0320565,0.0253744,0.0624,0.0444366,0.0326102,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.3789,17.6857,17.4271,17.3093,18.4087,17.715,17.4447,17.3586,149.633,2.44598,0.0651725,0.0461718,0.033742,0.026468,0.0654,0.0465775,0.0344802,0.0275025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8556,18.1624,17.8995,17.7877,18.854,18.2031,17.9249,17.8136,150.28,2.4474,0.06139,0.0431718,0.031742,0.024468,0.0616,0.0435775,0.0324802,0.0255025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8817,18.2862,18.0193,17.8972,18.8795,18.3023,18.0398,17.9413,150.532,2.4496,0.0576075,0.0411718,0.0300565,0.0233744,0.0578,0.0415775,0.0306102,0.024202,18.3209,17.7166,18.8618,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7264,18.2463,18.0511,17.9693,18.7389,18.2776,18.0668,18.0136,150.083,2.45073,0.0556075,0.0391718,0.0290565,0.0223744,0.0558,0.0395775,0.0296102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3071,16.9265,16.8,16.7656,17.3124,16.945,16.8028,16.7919,150.359,2.47413,0.0641725,0.0451718,0.0330565,0.0263744,0.0644,0.0455775,0.0336102,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.237,17.7394,17.542,17.4581,18.2443,17.7624,17.5614,17.475,150.498,2.47279,0.0586075,0.0411718,0.030742,0.023468,0.0588,0.0415775,0.0314802,0.0245025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.814,18.3432,18.1686,18.0857,18.8025,18.3596,18.1711,18.1383,149.646,2.47464,0.0651725,0.0458958,0.033742,0.0263744,0.0654,0.0464366,0.0344802,0.027202,18.3757,17.8434,18.77,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3327,16.8274,16.6446,16.5607,17.3531,16.8519,16.6622,16.6016,149.711,2.48173,0.06139,0.0431718,0.031742,0.0253744,0.0616,0.0435775,0.0324802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8976,18.6442,18.5748,18.5618,18.9079,18.6721,18.549,18.5761,150.008,2.48281,0.0546075,0.0384479,0.0280565,0.0223744,0.0548,0.0387183,0.0286102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.2944,16.7673,16.5761,16.4862,17.3188,16.7867,16.5901,16.5137,149.635,2.48513,0.0651725,0.0458958,0.033742,0.0263744,0.0654,0.0464366,0.0344802,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.3243,17.9347,17.8146,17.7714,18.3012,17.9574,17.8253,17.8067,149.943,2.51409,0.05739,0.0401718,0.029742,0.0233744,0.0576,0.0405775,0.0304802,0.024202,17.9696,17.5135,18.3095,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.302,16.8705,16.7161,16.6632,17.3101,16.891,16.7344,16.6915,150.302,2.52122,0.0661725,0.0468958,0.034742,0.026468,0.0664,0.0474366,0.0354802,0.0275025,16.9081,16.3758,17.2805,0,0,0,17.3215,16.8808,16.725,16.6646,3836275131068519424
SNLS_AB,17.8997,17.6974,17.6562,17.6245,17.9805,17.6251,17.648,17.5963,149.686,2.52167,0.06139,0.0431718,0.031742,0.024468,0.0616,0.0435775,0.0324802,0.0255025,17.7115,17.276,17.9234,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7116,18.3251,18.1967,18.1456,18.72,18.3473,18.2016,18.1648,149.941,2.52153,0.05739,0.0401718,0.029742,0.0233744,0.0576,0.0405775,0.0304802,0.024202,18.3568,17.8649,18.6926,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7652,17.4611,17.2995,17.3336,17.7585,17.467,17.3681,17.3484,150.166,2.52443,0.0566075,0.0401718,0.0290565,0.0223744,0.0568,0.0405775,0.0296102,0.023202,17.4841,17.0578,17.7465,0,0,0,17.7688,17.4623,17.4049,17.3688,3836287431854856064
SNLS_AB,18.3041,17.8456,17.6682,17.5894,18.2905,17.8398,17.6651,17.6165,150.023,2.53167,0.0556075,0.0391718,0.028742,0.0223744,0.0558,0.0395775,0.0294802,0.023202,17.9413,17.3694,18.2665,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0905,17.7967,17.7308,17.7432,18.0963,17.7945,17.6997,17.7135,149.671,2.53341,0.06139,0.0431718,0.031742,0.0253744,0.0616,0.0435775,0.0324802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.9395,18.3391,18.0917,17.9808,18.952,18.3664,18.1047,17.9855,150.365,2.53314,0.0661725,0.0471718,0.034742,0.0273744,0.0664,0.0475775,0.0354802,0.028202,18.3769,17.7333,18.9814,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4611,16.8893,16.6562,16.5456,17.4767,16.9174,16.6785,16.5794,149.989,2.53947,0.0556075,0.0391718,0.0290565,0.0223744,0.0558,0.0395775,0.0296102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7392,18.3382,18.2002,18.1526,18.7413,18.3727,18.2083,18.1751,150.499,2.5465,0.06039,0.0421718,0.0310565,0.0243744,0.0606,0.0425775,0.0316102,0.025202,18.3695,17.8637,18.7962,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.1675,16.6628,16.4998,16.4345,17.1834,16.6904,16.5113,16.4605,149.964,2.54972,0.05739,0.0401718,0.029742,0.0233744,0.0576,0.0405775,0.0304802,0.024202,16.7227,16.169,17.1492,0,0,0,17.1833,16.6809,16.5091,16.4429,3836289910051326336
SNLS_AB,17.3799,16.9328,16.7633,16.6878,17.3877,16.9595,16.7784,16.7086,149.854,2.57363,0.06039,0.0421718,0.0310565,0.0243744,0.0606,0.0425775,0.0316102,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.8369,17.1205,16.8627,16.7463,17.7872,17.1461,16.8835,16.7937,150.497,2.57501,0.06039,0.0421718,0.0310565,0.0243744,0.0606,0.0425775,0.0316102,0.025202,17.1955,16.5366,17.7237,0,0,0,17.8388,17.1123,16.8777,16.7693,3836369963946699136
SNLS_AB,18.1953,17.8481,17.7232,17.6688,18.2098,17.8737,17.7325,17.6877,149.745,2.57974,0.0566075,0.0401718,0.0290565,0.0233744,0.0568,0.0405775,0.0296102,0.024202,17.863,17.3797,18.1894,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3662,16.93,16.7801,16.7178,17.3797,16.9505,16.7908,16.7488,149.899,2.5886,0.06039,0.0431718,0.031742,0.0243744,0.0606,0.0435775,0.0324802,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0276,17.7588,17.6685,17.6456,18.0321,17.7693,17.6697,17.6804,150.559,2.59363,0.0566075,0.0401718,0.029742,0.0233744,0.0568,0.0405775,0.0304802,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3851,16.9812,16.8561,16.8106,17.3956,17.0008,16.864,16.8188,150.015,2.60968,0.0586075,0.0411718,0.0300565,0.023468,0.0588,0.0415775,0.0306102,0.0245025,17.0185,16.5062,17.3673,0,0,0,17.3973,16.9872,16.8565,16.7931,3836337532648701056
SNLS_AB,17.7017,16.975,16.7161,16.5859,17.7072,16.9956,16.7337,16.6088,149.676,2.61646,0.06039,0.0428958,0.0310565,0.0243744,0.0606,0.0434366,0.0316102,0.025202,17.0502,16.3716,17.5893,0,0,0,17.7157,16.9862,16.7155,16.5814,3836347806210483840
SNLS_AB,17.2329,16.7859,16.6434,16.5848,17.2466,16.802,16.649,16.6073,149.71,2.61706,0.05939,0.0421718,0.0310565,0.0243744,0.0596,0.0425775,0.0316102,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5473,18.2969,18.2164,18.2028,18.5608,18.3279,18.2338,18.2288,150.534,2.62723,0.0586075,0.0411718,0.0300565,0.023468,0.0588,0.0415775,0.0306102,0.0245025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
