survey,SNLS-g,SNLS-r,SNLS-i,SNLS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SNLS-g_AV,SNLS-r_AV,SNLS-i_AV,SNLS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-g_AV,GAIA-b_AV,GAIA-r_AV,GAIA_SNLS-g,GAIA_SNLS-r,GAIA_SNLS-i,GAIA_SNLS-z,SOURCEID
SNLS_AB,16.4557,16.161,16.0875,16.0753,16.4599,16.1775,16.0864,16.0928,36.2113,-4.0393,0.091085,0.0646197,0.0474275,0.0366552,0.0914,0.0652958,0.0483503,0.0381034,16.1713,15.7371,16.4425,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.695,16.1593,15.9703,15.8903,16.7101,16.1911,15.9821,15.9262,36.0653,-4.038,0.0958675,0.0676197,0.0494275,0.0386552,0.0962,0.0682958,0.0503503,0.0401034,16.2248,15.6252,16.641,0,0,0,16.7014,16.1696,15.9639,15.8912,2490030212097114112
SNLS_AB,16.5428,16.1227,16.0047,15.9599,16.5498,16.1276,16.0065,16.0056,36.9725,-4.32892,0.08152,0.0576197,0.0424275,0.0325616,0.0818,0.0582958,0.0433503,0.033803,16.1662,15.665,16.5194,0,0,0,16.5463,16.1243,16.003,15.9819,2489966337343547776
SNLS_AB,16.915,16.4556,16.3115,16.2485,16.9135,16.4649,16.3047,16.2765,36.9331,-4.34665,0.08152,0.0578958,0.0424275,0.033468,0.0818,0.0584366,0.0433503,0.0345025,16.5019,15.9626,16.8764,0,0,0,16.9122,16.4497,16.3119,16.2577,2489966406063025152
SNLS_AB,16.9061,16.5106,16.3774,16.342,16.9083,16.5274,16.3854,16.3588,36.6904,-4.4427,0.0913025,0.0646197,0.0474275,0.0366552,0.0916,0.0652958,0.0483503,0.0381034,16.5491,16.0466,16.8851,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.0508,16.472,16.2318,16.1402,17.0677,16.4817,16.2553,16.1499,36.3531,-4.44161,0.0777375,0.0548958,0.0404275,0.0315616,0.078,0.0554366,0.0413503,0.032803,16.5229,15.9004,16.9886,0,0,0,17.0611,16.4769,16.2405,16.1401,2489952176835922688
SNLS_AB,16.8197,16.4607,16.3304,16.2912,16.8149,16.479,16.3384,16.3039,36.2997,-4.33592,0.0767375,0.0538958,0.039742,0.031468,0.077,0.0544366,0.0404802,0.0325025,16.48,15.9954,16.7927,0,0,0,16.833,16.4665,16.3336,16.301,2490000727146279168
SNLS_AB,17.1553,16.4912,16.2039,16.0697,17.1683,16.5123,16.219,16.1005,36.2876,-4.45199,0.0777375,0.0548958,0.0404275,0.0315616,0.078,0.0554366,0.0413503,0.032803,16.5367,15.8596,17.0661,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.0365,16.5108,16.3679,16.304,17.0395,16.5271,16.366,16.3357,36.9033,-4.67196,0.0883025,0.0626197,0.046113,0.0356552,0.0886,0.0632958,0.0472203,0.0371034,16.5827,16.0304,16.9954,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.814,16.4418,16.2852,16.2152,16.8139,16.4412,16.2937,16.2348,36.8231,-4.56254,0.0853025,0.0606197,0.0444275,0.0345616,0.0856,0.0612958,0.0453503,0.035803,16.4549,15.9417,16.7979,0,0,0,16.8258,16.4459,16.2852,16.2137,2489186543081165952
SNLS_AB,16.735,16.1874,16.0185,15.9479,16.7444,16.2078,16.0253,15.9722,36.7862,-4.50602,0.0893025,0.0636197,0.0464275,0.0365616,0.0896,0.0642958,0.0473503,0.037803,16.254,15.6715,16.6746,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.9076,16.482,16.3404,16.2974,16.9127,16.4947,16.3526,16.3179,36.6736,-4.51185,0.089085,0.0626197,0.0464275,0.0356552,0.0894,0.0632958,0.0473503,0.0371034,16.5237,16.0041,16.8936,0,0,0,16.9189,16.494,16.346,16.2977,2489941078640403328
SNLS_AB,17.5774,16.8798,16.5844,16.4434,17.5966,16.8965,16.6061,16.4833,36.6636,-4.72976,0.08052,0.0568958,0.0414275,0.0325616,0.0808,0.0574366,0.0423503,0.033803,16.9289,16.2435,17.4423,0,0,0,17.5714,16.8645,16.5813,16.4408,2489177678268670848
SNLS_AB,16.7027,16.2676,16.1459,16.1119,16.7025,16.277,16.153,16.1284,36.6056,-4.68894,0.0843025,0.0596197,0.0434275,0.0345616,0.0846,0.0602958,0.0443503,0.035803,16.3163,15.8063,16.6672,0,0,0,16.7023,16.2614,16.1488,16.1189,2489928610350828928
SNLS_AB,16.7556,16.0906,15.8299,15.7119,16.7838,16.1099,15.8526,15.7449,36.5277,-4.70037,0.0843025,0.0596197,0.0434275,0.0335616,0.0846,0.0602958,0.0443503,0.034803,16.1509,15.4921,16.6622,0,0,0,16.7734,16.0894,15.8378,15.7083,2489928953948193408
SNLS_AB,16.5771,15.8987,15.5838,15.4347,16.6122,15.928,15.6303,15.4841,36.5223,-4.51393,0.0853025,0.0606197,0.0444275,0.0345616,0.0856,0.0612958,0.0453503,0.035803,15.9507,15.2584,16.4909,0,0,0,16.6029,15.9219,15.6028,15.4575,2489947989243243648
SNLS_AB,16.7963,16.3218,16.1565,16.0949,16.803,16.3418,16.1629,16.1171,36.3296,-4.67481,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.3677,15.8139,16.7565,0,0,0,16.8034,16.3267,16.1605,16.0917,2489569379286124160
SNLS_AB,16.5131,16.062,15.906,15.8485,16.5176,16.0814,15.9164,15.8709,36.1321,-4.63646,0.074955,0.0528958,0.038742,0.030468,0.0752,0.0534366,0.0394802,0.0315025,16.1019,15.5612,16.475,0,0,0,16.519,16.0569,15.9054,15.8453,2489572299863850496
SNLS_AB,16.5005,16.0383,15.8691,15.7966,16.5125,16.0496,15.8723,15.8299,36.9355,-4.86016,0.094085,0.0666197,0.049113,0.0385616,0.0944,0.0672958,0.0502203,0.039803,16.0752,15.5304,16.4521,0,0,0,16.5069,16.0432,15.8686,15.8144,2489161009500297344
SNLS_AB,16.7725,16.2608,16.0672,15.98,16.779,16.2748,16.0787,16.0178,36.8426,-4.82936,0.08352,0.0588958,0.0434275,0.0335616,0.0838,0.0594366,0.0443503,0.034803,16.3106,15.7272,16.7172,0,0,0,16.7843,16.2605,16.0753,15.9917,2489173520740371840
SNLS_AB,16.6889,16.0426,15.8069,15.701,16.7068,16.0569,15.8188,15.7306,36.7598,-4.96085,0.0823025,0.0578958,0.0424275,0.0335616,0.0826,0.0584366,0.0433503,0.034803,16.108,15.4641,16.5984,0,0,0,16.6903,16.0315,15.8107,15.7044,2488783846947541760
SNLS_AB,16.3152,15.9621,15.8433,15.8067,16.3126,15.9629,15.8413,15.8234,36.5416,-4.95864,0.0988675,0.0703437,0.0514275,0.0406552,0.0992,0.0711549,0.0523503,0.0421034,15.978,15.4981,16.2929,0,0,0,16.3215,15.9514,15.8396,15.8107,2488794979502798848
SNLS_AB,16.6454,16.203,16.0337,15.9645,16.6456,16.2026,16.0364,15.9842,36.5365,-4.93211,0.092085,0.0646197,0.0474275,0.0375616,0.0924,0.0652958,0.0483503,0.038803,16.2359,15.6895,16.6099,0,0,0,16.6607,16.2009,16.0346,15.966,2488798106238965632
SNLS_AB,16.5492,16.1197,15.9789,15.9281,16.5417,16.1211,15.9815,15.9458,36.5221,-4.89074,0.088085,0.0618958,0.0454275,0.0355616,0.0884,0.0624366,0.0463503,0.036803,16.1558,15.633,16.5142,0,0,0,16.5552,16.1083,15.9747,15.9247,2488799892945359744
SNLS_AB,16.4536,16.0485,15.8996,15.8437,16.4545,16.0574,15.9049,15.8678,36.539,-4.81907,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.096,15.5521,16.4154,0,0,0,16.4571,16.0438,15.8921,15.8317,2488801473493323136
SNLS_AB,16.9132,16.4088,16.2397,16.1746,16.9353,16.4184,16.2594,16.2057,36.0132,-4.83971,0.08352,0.0588958,0.0434275,0.0335616,0.0838,0.0594366,0.0443503,0.034803,16.4765,15.904,16.8747,0,0,0,16.9281,16.4159,16.2545,16.1792,2489559552400923392
SNLS_AB,16.7061,16.2619,16.1044,16.0499,16.7109,16.2817,16.1209,16.0766,36.8477,-4.22846,0.08252,0.0586197,0.042742,0.0335616,0.0828,0.0592958,0.0434802,0.034803,16.3044,15.773,16.6746,0,0,0,16.7164,16.2742,16.1214,16.0633,2489982757003160192
SNLS_AB,17.0841,16.3515,16.0789,15.951,17.1042,16.3823,16.1012,15.9953,36.4957,-4.05057,0.093085,0.0656197,0.0484275,0.0376552,0.0934,0.0662958,0.0493503,0.0391034,16.4239,15.7444,16.9678,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.7476,16.4464,16.3827,16.3445,16.7484,16.4507,16.3601,16.354,36.7678,-4.44984,0.0863025,0.0608958,0.0444275,0.0345616,0.0866,0.0614366,0.0453503,0.035803,16.4618,16.0157,16.7449,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.6412,16.2484,16.119,16.092,16.647,16.2705,16.1363,16.1048,36.6356,-4.40237,0.0873025,0.0616197,0.0454275,0.0355616,0.0876,0.0622958,0.0463503,0.036803,16.2903,15.7918,16.6222,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.9646,16.2703,16.0154,15.899,16.9774,16.2949,16.0358,15.9448,36.3061,-4.30469,0.08052,0.0568958,0.041742,0.0325616,0.0808,0.0574366,0.0424802,0.033803,16.3395,15.6745,16.8484,0,0,0,16.9705,16.2648,16.0214,15.9008,2490001968392193024
SNLS_AB,16.9329,16.4954,16.3399,16.2785,16.9351,16.5114,16.3423,16.3103,36.738,-4.70944,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.5533,15.992,16.9122,0,0,0,16.9442,16.5035,16.336,16.2905,2489178296743960192
SNLS_AB,16.8233,16.4163,16.2914,16.248,16.832,16.4215,16.2945,16.2707,36.5389,-4.8114,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.4512,15.9418,16.7882,0,0,0,16.8147,16.4129,16.2839,16.2445,2488801576572537728
SNLS_AB,16.8038,16.4441,16.321,16.2859,16.8081,16.4594,16.3299,16.317,36.3742,-4.8578,0.088085,0.0618958,0.0454275,0.0355616,0.0884,0.0624366,0.0463503,0.036803,16.4674,15.978,16.777,0,0,0,16.8098,16.4504,16.3196,16.283,2489550687588443008
SNLS_AB,16.8116,16.2022,15.9925,15.9031,16.8214,16.2184,16.0051,15.9218,36.2107,-4.99628,0.0863025,0.0608958,0.0444275,0.0346552,0.0866,0.0614366,0.0453503,0.0361034,16.2668,15.6566,16.7272,0,0,0,16.822,16.2053,15.997,15.8993,2489542269452548352
SNLS_AB,17.127,16.4418,16.1488,16.0074,17.146,16.4696,16.1761,16.0498,36.8419,-4.14623,0.0883025,0.0626197,0.0454275,0.0356552,0.0886,0.0632958,0.0463503,0.0371034,16.4942,15.8107,17.0295,0,0,0,17.1396,16.4339,16.1548,16.0245,2489984479285402240
SNLS_AB,16.9565,16.4277,16.2212,16.1238,16.9621,16.4425,16.224,16.1638,36.7618,-4.90094,0.0787375,0.0558958,0.040742,0.0315616,0.079,0.0564366,0.0414802,0.032803,16.5966,15.8755,16.8891,0,0,0,16.9295,16.4771,16.2248,16.1042,2489171321717074688
SNLS_AB,16.6747,16.3054,16.1872,16.1569,16.6708,16.318,16.1944,16.171,36.6025,-4.99212,0.0978675,0.0696197,0.051113,0.0396552,0.0982,0.0702958,0.0522203,0.0411034,16.3374,15.8532,16.6647,0,0,0,16.6871,16.3104,16.1982,16.1663,2488793914350885888
SNLS_AB,16.7706,16.2747,16.1043,16.0377,16.7725,16.2896,16.1083,16.0633,36.4379,-4.90062,0.0863025,0.0608958,0.0444275,0.0345616,0.0866,0.0614366,0.0453503,0.035803,16.3222,15.7639,16.7244,0,0,0,16.7738,16.2719,16.1135,16.043,2488798965232408064
SNLS_AB,16.8215,16.2352,16.0416,15.9579,16.823,16.2396,16.0466,15.9779,36.1159,-4.9773,0.093085,0.0656197,0.048113,0.0376552,0.0934,0.0662958,0.0492203,0.0391034,16.299,15.6932,16.742,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.854,16.2233,15.9586,15.8362,16.8712,16.2368,15.9709,15.8572,36.086,-4.82328,0.0863025,0.0608958,0.0444275,0.0355616,0.0866,0.0614366,0.0453503,0.036803,16.2682,15.6136,16.7687,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.5771,16.2886,16.2104,16.1985,16.5794,16.3077,16.2089,16.2237,36.3501,-4.00585,0.091085,0.0646197,0.0474275,0.0366552,0.0914,0.0652958,0.0483503,0.0381034,16.3026,15.8627,16.5588,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.4296,17.7809,17.5264,17.4057,18.4513,17.8149,17.5445,17.4393,36.3713,-4.99622,0.0873025,0.0618958,0.0454275,0.0355616,0.0876,0.0624366,0.0463503,0.036803,17.8346,17.205,18.3367,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.5794,16.9374,16.6978,16.583,17.5876,16.9646,16.7173,16.6219,36.9009,-4.25123,0.08152,0.0576197,0.0424275,0.0325616,0.0818,0.0582958,0.0433503,0.033803,16.9982,16.3653,17.4884,0,0,0,17.5822,16.9345,16.7116,16.5897,2489970696734982400
SNLS_AB,16.846,16.4893,16.3709,16.3382,16.8435,16.4947,16.3775,16.35,36.2392,-4.25333,0.0863025,0.0608958,0.0444275,0.0346552,0.0866,0.0614366,0.0453503,0.0361034,16.5098,16.033,16.8322,0,0,0,16.8473,16.4962,16.3746,16.3264,2490005473085505664
SNLS_AB,18.0504,17.3358,16.9826,16.8234,18.0548,17.3636,17.0193,16.8527,36.1438,-4.7528,0.08352,0.0588958,0.0434275,0.0335616,0.0838,0.0594366,0.0443503,0.034803,17.4403,16.644,17.9096,0,0,0,18.0584,17.3383,17.0071,16.8249,2489562198100772736
SNLS_AB,18.3916,17.8987,17.7229,17.6519,18.3921,17.9101,17.7338,17.6669,36.2208,-4.75242,0.08452,0.0598958,0.043742,0.0345616,0.0848,0.0604366,0.0444802,0.035803,17.9443,17.3798,18.3733,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7198,18.0353,17.7722,17.6521,18.7288,18.0203,17.7845,17.7027,36.8034,-4.75002,0.091085,0.0646197,0.0474275,0.0366552,0.0914,0.0652958,0.0483503,0.0381034,18.0965,17.4499,18.6255,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.1533,16.6283,16.4096,16.3072,17.1619,16.6406,16.4292,16.3254,36.5403,-4.74437,0.08352,0.0588958,0.0434275,0.0335616,0.0838,0.0594366,0.0443503,0.034803,16.6672,16.067,17.0896,0,0,0,17.1579,16.6241,16.4152,16.3004,2489927923156062080
SNLS_AB,18.1121,17.6175,17.4036,17.3024,18.1222,17.6248,17.4007,17.3424,36.963,-4.74408,0.093085,0.0656197,0.0484275,0.0376552,0.0934,0.0662958,0.0493503,0.0391034,17.6487,17.0741,18.0664,0,0,0,18.1441,17.6386,17.4211,17.3289,2489168774801210880
SNLS_AB,17.8554,17.5027,17.3761,17.3332,17.8547,17.5171,17.3856,17.3542,36.911,-4.74352,0.0913025,0.0646197,0.0474275,0.0366552,0.0916,0.0652958,0.0483503,0.0381034,17.5192,17.0412,17.8425,0,0,0,17.861,17.5062,17.3945,17.3461,2489180285313564288
SNLS_AB,18.777,18.3254,18.1673,18.1088,18.7285,18.3285,18.1751,18.1235,36.8484,-4.73936,0.091085,0.0646197,0.0474275,0.0366552,0.0914,0.0652958,0.0483503,0.0381034,18.3653,17.8272,18.7309,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.2358,16.885,16.7693,16.7389,17.2347,16.8937,16.7773,16.7608,36.7568,-4.24732,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.9055,16.4313,17.2262,0,0,0,17.2471,16.8892,16.7727,16.7495,2489981352549214848
SNLS_AB,18.4909,17.9908,17.8046,17.7286,18.4885,18.0048,17.8118,17.7729,36.7818,-4.24234,0.0823025,0.0578958,0.0424275,0.0335616,0.0826,0.0584366,0.0433503,0.034803,18.0401,17.5056,18.5128,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.9694,17.7342,17.6672,17.6544,17.9623,17.7431,17.6725,17.672,36.5173,-4.2399,0.0833025,0.0588958,0.0434275,0.0335616,0.0836,0.0594366,0.0443503,0.034803,17.7354,17.3548,17.9789,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4052,17.024,16.8943,16.8513,17.4027,17.0243,16.9055,16.8758,36.6379,-4.22568,0.0883025,0.0626197,0.0454275,0.0356552,0.0886,0.0632958,0.0463503,0.0371034,17.0485,16.543,17.3752,0,0,0,17.4088,17.0302,16.8884,16.8507,2489985127825109760
SNLS_AB,17.0999,16.6952,16.5416,16.4896,17.1018,16.7174,16.5519,16.5173,36.5705,-4.17827,0.08552,0.0606197,0.0444275,0.0345616,0.0858,0.0612958,0.0453503,0.035803,16.7276,16.2104,17.0738,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.9892,17.6943,17.5891,17.561,17.9754,17.708,17.6073,17.5888,36.658,-4.15909,0.092085,0.0646197,0.0474275,0.0375616,0.0924,0.0652958,0.0483503,0.038803,17.6999,17.2756,18.0038,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8658,18.2111,17.9656,17.853,18.8939,18.2243,17.9819,17.8639,36.5995,-4.13005,0.0873025,0.0618958,0.0454275,0.0355616,0.0876,0.0624366,0.0463503,0.036803,18.2722,17.6138,18.7962,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0985,17.4591,17.1817,17.0479,18.1238,17.4807,17.2071,17.0847,36.638,-4.11207,0.090085,0.0636197,0.0464275,0.0365616,0.0904,0.0642958,0.0473503,0.037803,17.5084,16.8496,18.0086,0,0,0,18.1014,17.4643,17.196,17.0631,2490033922948892032
SNLS_AB,17.9593,17.2146,16.9323,16.8027,17.9844,17.2439,16.9526,16.8266,36.7408,-3.98662,0.091085,0.0646197,0.0474275,0.0366552,0.0914,0.0652958,0.0483503,0.0381034,17.2817,16.5953,17.8339,0,0,0,17.9931,17.2003,16.9346,16.7842,2490042405509066496
SNLS_AB,17.953,17.2043,16.9272,16.7959,17.9711,17.2412,16.9466,16.8395,36.9069,-3.98422,0.08452,0.0598958,0.043742,0.0345616,0.0848,0.0604366,0.0444802,0.035803,17.2771,16.5887,17.8253,0,0,0,17.9764,17.2136,16.9289,16.8112,2489996230315938048
SNLS_AB,18.9972,18.2806,17.987,17.832,18.9908,18.3301,17.9963,17.8558,36.9759,-3.97192,0.08552,0.0606197,0.0444275,0.0345616,0.0858,0.0612958,0.0453503,0.035803,18.3367,17.6485,18.8736,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.9739,16.3366,16.1011,16.0056,16.9943,16.362,16.1162,16.0373,36.4065,-4.23829,0.08252,0.0586197,0.042742,0.0335616,0.0828,0.0592958,0.0434802,0.034803,16.4191,15.7794,16.8854,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.5406,16.1869,16.0713,16.0385,16.5432,16.1895,16.076,16.0554,36.1577,-4.74128,0.08252,0.0578958,0.0424275,0.0335616,0.0828,0.0584366,0.0433503,0.034803,16.2112,15.728,16.5137,0,0,0,16.5354,16.1754,16.0717,16.0399,2489562232460644480
SNLS_AB,16.9159,16.4251,16.2425,16.1667,16.926,16.4602,16.2505,16.1917,36.145,-3.97538,0.10065,0.0706197,0.052113,0.0406552,0.101,0.0712958,0.0532203,0.0421034,16.5841,15.9039,16.8706,0,0,0,16.9261,16.4557,16.25,16.1612,2490032376760643072
SNLS_AB,18.2399,17.5322,17.2717,17.1471,18.2617,17.5483,17.2805,17.1732,36.1128,-4.74139,0.08352,0.0588958,0.0434275,0.0335616,0.0838,0.0594366,0.0443503,0.034803,17.5987,16.9234,18.1221,0,0,0,18.2327,17.5273,17.2722,17.1346,2489562369899464704
SNLS_AB,16.402,16.0477,15.9196,15.8755,16.4044,16.066,15.9297,15.9018,36.6239,-4.01639,0.0883025,0.0626197,0.0454275,0.0356552,0.0886,0.0632958,0.0463503,0.0371034,16.0663,15.595,16.3854,0,0,0,16.4082,16.0562,15.9306,15.8936,2490036946605865600
SNLS_AB,16.3973,16.0386,15.9167,15.8777,16.4086,16.0604,15.925,15.9057,36.6425,-4.12757,0.090085,0.0636197,0.0464275,0.0365616,0.0904,0.0642958,0.0473503,0.037803,16.061,15.5772,16.371,0,0,0,16.3999,16.0374,15.917,15.8837,2489986948891291776
SNLS_AB,16.8236,16.4182,16.2959,16.2617,16.8237,16.4362,16.3063,16.2777,36.6141,-4.22586,0.0863025,0.0608958,0.0444275,0.0345616,0.0866,0.0614366,0.0453503,0.035803,16.4584,15.9608,16.796,0,0,0,16.8236,16.4258,16.3017,16.2729,2489961698778845056
SNLS_AB,17.6387,17.0207,16.7849,16.6782,17.6538,17.0411,16.8025,16.7141,36.5873,-3.98866,0.0883025,0.0618958,0.0454275,0.0355616,0.0886,0.0624366,0.0463503,0.036803,17.2241,16.448,17.57,0,0,0,17.6577,17.0751,16.8016,16.7192,2490040038982318208
SNLS_AB,18.0198,17.3825,17.1435,17.0311,18.0318,17.4129,17.1601,17.0581,36.2988,-5.00942,0.0853025,0.0598958,0.0444275,0.0345616,0.0856,0.0604366,0.0453503,0.035803,17.4463,16.8351,17.9362,0,0,0,18.028,17.3956,17.1622,17.0599,2488790714600066816
SNLS_AB,18.9101,18.4463,18.2596,18.1812,18.9259,18.4816,18.2799,18.1998,36.5755,-5.01054,0.105432,0.0746197,0.0547985,0.0427488,0.1058,0.0752958,0.0560904,0.0444039,18.4787,17.9198,18.8725,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.3979,16.8338,16.6495,16.5679,17.4037,16.8597,16.6589,16.6008,36.0014,-4.61807,0.0883025,0.0626197,0.0454275,0.0355616,0.0886,0.0632958,0.0463503,0.036803,16.9076,16.3115,17.3575,0,0,0,17.4218,16.834,16.6601,16.5834,2489614184384921856
SNLS_AB,18.6916,18.3712,18.2553,18.2255,18.6969,18.3808,18.2612,18.2309,36.6182,-4.19542,0.0883025,0.0626197,0.0454275,0.0356552,0.0886,0.0632958,0.0463503,0.0371034,18.3777,17.9218,18.6637,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6775,17.4478,17.3822,17.3714,17.6765,17.4424,17.3713,17.3766,36.1143,-5.00071,0.093085,0.0656197,0.048113,0.0376552,0.0934,0.0662958,0.0492203,0.0391034,17.4312,17.0591,17.6877,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,16.8317,16.3535,16.1949,16.1259,16.8503,16.371,16.2043,16.1561,36.2806,-5.01953,0.0853025,0.0598958,0.0444275,0.0345616,0.0856,0.0604366,0.0453503,0.035803,16.4097,15.8637,16.8101,0,0,0,16.8565,16.3582,16.1985,16.1473,2489541307379873408
SNLS_AB,17.6318,17.0512,16.833,16.7328,17.6461,17.0665,16.8526,16.7565,36.0565,-5.02022,0.092085,0.0656197,0.0474275,0.0375616,0.0924,0.0662958,0.0483503,0.038803,17.1091,16.5016,17.556,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.3205,17.9889,17.872,17.8458,18.3173,18.0019,17.8797,17.8531,150.084,1.70671,0.0556075,0.0391718,0.0290565,0.0223744,0.0558,0.0395775,0.0296102,0.023202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4341,17.1577,17.0747,17.0756,17.4437,17.1763,17.0738,17.0887,149.638,1.70846,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,17.163,16.7456,17.4301,0,0,0,17.4387,17.1644,17.0822,17.0723,3834718978518366592
SNLS_AB,18.235,17.758,17.5955,17.5431,18.2573,17.7762,17.6049,17.5504,149.69,1.7111,0.0651725,0.0458958,0.033742,0.0263744,0.0654,0.0464366,0.0344802,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6896,17.1848,16.987,16.9169,17.7119,17.211,17.0093,16.9281,150.267,1.71521,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.1436,16.7181,16.5765,16.5371,17.1562,16.7299,16.5877,16.5586,149.639,1.7175,0.0631725,0.0441718,0.032742,0.025468,0.0634,0.0445775,0.0334802,0.0265025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.7548,18.3496,18.2002,18.1592,18.7418,18.3471,18.2277,18.173,150.314,1.72753,0.06039,0.0421718,0.0310565,0.0243744,0.0606,0.0425775,0.0316102,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5666,18.169,18.0034,17.954,18.5348,18.165,18.0236,17.9807,150.523,1.7285,0.06239,0.0441718,0.0320565,0.0253744,0.0626,0.0445775,0.0326102,0.026202,18.2024,17.6823,18.5446,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.5187,18.0067,17.7829,17.6928,18.5452,18.0109,17.7971,17.7096,150.387,1.73371,0.05839,0.0411718,0.0300565,0.0233744,0.0586,0.0415775,0.0306102,0.024202,18.0395,17.4597,18.4985,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0705,17.5369,17.3084,17.2252,18.0889,17.5593,17.3205,17.2468,150.394,1.74267,0.05839,0.0411718,0.0300565,0.0233744,0.0586,0.0415775,0.0306102,0.024202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.3445,17.8411,17.641,17.576,18.3478,17.8574,17.6699,17.5873,150.494,1.74491,0.06139,0.0431718,0.031742,0.024468,0.0616,0.0435775,0.0324802,0.0255025,17.891,17.303,18.2773,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.4349,17.148,17.0422,17.0343,17.4286,17.1603,17.062,17.0565,150.47,1.74934,0.05939,0.0421718,0.0310565,0.0243744,0.0596,0.0425775,0.0316102,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.6196,17.0517,16.8127,16.7102,17.6342,17.0677,16.8393,16.7433,150.552,1.75021,0.0641725,0.0451718,0.0330565,0.0263744,0.0644,0.0455775,0.0336102,0.027202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,17.7145,17.1304,16.9156,16.8258,17.7353,17.1494,16.9191,16.8521,149.808,1.75935,0.0681725,0.0478958,0.0350565,0.027468,0.0684,0.0484366,0.0356102,0.0285025,17.1832,16.5746,17.6394,0,0,0,17.728,17.1393,16.9245,16.8042,3836034441101960448
SNLS_AB,17.239,16.8669,16.7351,16.711,17.2545,16.8861,16.7479,16.7376,150.429,1.76211,0.05939,0.0421718,0.030742,0.0243744,0.0596,0.0425775,0.0314802,0.025202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.0707,17.7914,17.6928,17.6787,18.0665,17.7993,17.7019,17.7044,150.217,1.76325,0.0586075,0.0411718,0.0300565,0.023468,0.0588,0.0415775,0.0306102,0.0245025,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
SNLS_AB,18.8587,18.445,18.3005,18.2587,18.8651,18.4607,18.3109,18.3025,149.891,1.76459,0.0631725,0.0441718,0.032742,0.0253744,0.0634,0.0445775,0.0334802,0.026202,-999,-999,-999,0,0,0,-999,-999,-999,-999,-999
