survey,ZTFD-g,ZTFD-r,ZTFD-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTFD-g_AV,ZTFD-r_AV,ZTFD-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTFD,15.7651,15.4488,15.3317,15.7806,15.4117,15.2871,15.2649,246.998,23.5578,0.16940000000000002,0.11233239436619719,0.08128813559322035,0.16460000000000002,0.1177323943661972,0.08683050847457627,0.06930541871921182
ZTFD,16.2223,15.7115,15.5055,16.2385,15.6974,15.4935,15.4219,262.688,27.2989,0.1704,0.11233239436619719,0.08128813559322035,0.1656,0.1177323943661972,0.08683050847457627,0.06930541871921182
ZTFD,16.9724,16.2882,15.9932,16.9819,16.2917,15.9959,15.8546,221.955,78.2045,0.11885,0.0785549295774648,0.05677966101694915,0.1154,0.0821549295774648,0.06109039548022599,0.048403940886699505
ZTFD,16.9051,16.5925,16.4782,16.9226,16.5692,16.4355,16.4151,249.608,34.6482,0.0862,0.05703661971830986,0.04127118644067797,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTFD,16.8837,16.1043,15.8199,16.8756,16.1099,15.8152,15.6947,256.137,77.7821,0.13670000000000002,0.09055492957746479,0.06503389830508474,0.1328,0.0941549295774648,0.06996045197740113,0.05570443349753695
ZTFD,17.7769,17.0473,16.7738,17.7719,17.0407,16.7434,16.608,252.104,58.2379,0.06535,0.0427774647887324,0.031016949152542373,0.0634,0.0445774647887324,0.03348022598870057,0.026502463054187193
ZTFD,17.5876,17.0561,16.8487,17.5873,17.0437,16.8196,16.763,242.128,56.3715,0.0188,0.012259154929577465,0.009254237288135592,0.0182,0.012859154929577466,0.009870056497175142,0.007600985221674877
ZTFD,16.7623,16.4044,16.2832,16.7739,16.3583,16.2323,16.2147,241.842,54.2847,0.02675,0.01751830985915493,0.012508474576271187,0.026,0.018718309859154934,0.013740112994350283,0.010600985221674877
ZTFD,16.4234,15.7679,15.5375,16.4319,15.7632,15.4992,15.4129,230.502,53.8428,0.040600000000000004,0.02651830985915493,0.019508474576271185,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTFD,17.289,16.6571,16.3518,17.2945,16.6492,16.357,16.2206,238.122,31.1989,0.08814999999999999,0.05829577464788733,0.04227118644067797,0.0856,0.06129577464788734,0.045350282485875706,0.03580295566502463
ZTFD,17.7193,17.1683,16.9235,17.714,17.1398,16.8995,16.7973,254.434,20.3935,0.27740000000000004,0.18362816901408452,0.1328135593220339,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
ZTFD,16.0053,15.3391,15.0888,16.0066,15.3213,15.0723,14.9826,263.017,40.9445,0.12279999999999999,0.08081408450704225,0.058779661016949154,0.1192,0.08501408450704226,0.06309039548022599,0.04970443349753695
ZTFD,17.9526,17.3051,17.0808,17.9523,17.307,17.0609,16.9721,260.066,74.7739,0.12875,0.08481408450704225,0.06177966101694915,0.125,0.08901408450704226,0.066090395480226,0.05240394088669951
ZTFD,17.906,17.4503,17.2496,17.9176,17.4276,17.2137,17.1469,241.11,55.4173,0.02975,0.019518309859154932,0.014508474576271187,0.028999999999999998,0.020718309859154935,0.015740112994350283,0.012600985221674877
ZTFD,17.2146,16.6894,16.4874,17.205,16.6754,16.4619,16.3863,243.394,25.201,0.19915000000000002,0.13159154929577466,0.09505084745762711,0.19360000000000002,0.1375915492957747,0.10244067796610169,0.08120689655172414
ZTFD,16.082,15.7648,15.6598,16.1124,15.7335,15.6106,15.5833,225.913,62.3592,0.041600000000000005,0.027518309859154932,0.019762711864406778,0.040400000000000005,0.028718309859154936,0.021610169491525423,0.016901477832512314
ZTFD,15.7209,15.3273,15.1607,15.7382,15.3058,15.1317,15.0693,233.818,43.2447,0.11789999999999999,0.0785549295774648,0.056525423728813556,0.1146,0.0821549295774648,0.06022033898305085,0.048403940886699505
ZTFD,17.8823,17.2321,16.9956,17.8952,17.2251,16.9658,16.8628,251.906,16.8596,0.2655,0.1756281690140845,0.1268135593220339,0.258,0.18402816901408453,0.13605084745762713,0.10840886699507389
ZTFD,16.3418,16.1489,16.0684,16.3652,16.107,16.0111,16.0122,255.119,45.1494,0.07825,0.05203661971830986,0.037271186440677964,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTFD,15.7459,15.3974,15.2829,15.7649,15.3675,15.2356,15.216,252.675,55.2175,0.0436,0.028777464788732398,0.02076271186440678,0.0424,0.0305774647887324,0.022610169491525424,0.017901477832512315
ZTFD,17.226,16.8783,16.7319,17.2465,16.8477,16.6777,16.6374,232.257,25.9187,0.15655,0.10407323943661972,0.07503389830508474,0.1522,0.10887323943661974,0.07996045197740113,0.06400492610837438
ZTFD,17.7231,17.226,17.0216,17.7348,17.2129,16.988,16.9074,229.721,20.3684,0.17534999999999998,0.11633239436619719,0.08354237288135594,0.1704,0.1217323943661972,0.08970056497175141,0.07160591133004926
ZTFD,16.0389,15.6334,15.5036,16.0512,15.6141,15.4412,15.3963,216.625,21.2021,0.14065,0.09281408450704226,0.06703389830508474,0.1366,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTFD,16.5398,16.2057,16.0889,16.5639,16.1813,16.0327,16.0052,226.603,52.2334,0.07725,0.05103661971830986,0.03701694915254237,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
ZTFD,17.6533,17.3459,17.2291,17.6642,17.3124,17.1811,17.1372,253.873,54.251,0.06735000000000001,0.04403661971830986,0.03201694915254237,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
ZTFD,16.6417,16.329,16.2186,16.6645,16.2976,16.1591,16.132,222.045,24.3066,0.13865000000000002,0.09181408450704226,0.06603389830508474,0.1346,0.09601408450704227,0.07096045197740113,0.05600492610837438
ZTFD,17.9434,17.3461,17.1534,17.9628,17.339,17.1128,17.0117,239.691,41.984,0.0654,0.04303661971830986,0.031016949152542373,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
ZTFD,17.0766,16.7211,16.5983,17.0972,16.6958,16.5497,16.5137,246.553,18.6371,0.1714,0.11333239436619719,0.08228813559322035,0.1666,0.1187323943661972,0.08783050847457627,0.06960591133004926
ZTFD,16.5648,16.3052,16.1905,16.5924,16.2733,16.1478,16.1327,262.897,53.5175,0.11689999999999999,0.07755492957746479,0.05577966101694915,0.11359999999999999,0.0811549295774648,0.06009039548022599,0.047403940886699504
ZTFD,16.3452,16.0583,15.9602,16.3702,16.0307,15.9063,15.8766,257.307,51.7288,0.10305,0.06829577464788733,0.04952542372881356,0.1002,0.07129577464788733,0.05322033898305085,0.04210344827586207
ZTFD,16.8664,16.5294,16.4082,16.878,16.5152,16.3811,16.3673,263.87,70.9892,0.103,0.06829577464788733,0.04927118644067797,0.09999999999999999,0.07129577464788733,0.052350282485875706,0.04210344827586207
ZTFD,18.2076,17.5209,17.3304,18.2252,17.5694,17.3198,17.2224,237.992,75.9921,0.08025,0.05303661971830986,0.038271186440677965,0.078,0.05543661971830987,0.04135028248587571,0.03250246305418719
ZTFD,16.6969,16.4175,16.2861,16.7209,16.3868,16.2452,16.219,231.87,48.222,0.03965,0.02651830985915493,0.019508474576271185,0.0386,0.027718309859154935,0.020740112994350284,0.015901477832512313
ZTFD,16.9095,16.2276,15.9937,16.9095,16.2111,15.9632,15.8725,242.174,45.5632,0.0555,0.036777464788732395,0.02676271186440678,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
ZTFD,17.2601,16.8467,16.6762,17.254,16.8229,16.6386,16.5898,213.771,40.1675,0.0337,0.02251830985915493,0.016508474576271186,0.0328,0.023718309859154935,0.01774011299435028,0.013600985221674876
ZTFD,16.2918,15.8643,15.7358,16.2879,15.8379,15.6784,15.6241,260.431,59.205,0.09015,0.06003661971830986,0.04327118644067797,0.0876,0.06243661971830987,0.04635028248587571,0.03680295566502463
ZTFD,18.4779,17.9219,17.6825,18.4408,17.8777,17.6421,17.5188,241.508,75.1217,0.08125,0.054036619718309864,0.03901694915254237,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
ZTFD,17.5242,16.8524,16.5668,17.508,16.8318,16.5592,16.4458,260.579,76.6105,0.1139,0.07529577464788732,0.054525423728813555,0.1106,0.07829577464788734,0.058220338983050846,0.0464039408866995
ZTFD,17.7335,17.1851,16.9621,17.7285,17.1853,16.9527,16.8687,262.571,75.2561,0.1159,0.07655492957746479,0.055525423728813555,0.1126,0.0801549295774648,0.059220338983050846,0.047403940886699504
ZTFD,17.638,16.999,16.7833,17.6364,17.0012,16.768,16.6787,246.022,46.4802,0.02675,0.018259154929577463,0.013254237288135592,0.026,0.018859154929577467,0.013870056497175142,0.011300492610837438
ZTFD,16.7781,16.567,16.5056,16.7905,16.5515,16.4553,16.4517,231.932,48.4953,0.0525,0.03451830985915493,0.02476271186440678,0.051,0.03571830985915493,0.026610169491525424,0.021201970443349753
ZTFD,18.1509,17.5141,17.2487,18.144,17.5084,17.226,17.1095,258.585,33.0129,0.17234999999999998,0.11407323943661972,0.08228813559322035,0.1674,0.11887323943661973,0.08783050847457627,0.07030541871921182
ZTFD,15.849,15.4554,15.3095,15.8633,15.4301,15.2793,15.2361,261.792,59.9145,0.08020000000000001,0.05303661971830986,0.03801694915254237,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
ZTFD,16.4317,16.0476,15.9006,16.4401,16.0197,15.8626,15.8298,255.476,49.4408,0.04755,0.03151830985915493,0.02276271186440678,0.0462,0.032718309859154936,0.024610169491525426,0.018901477832512316
ZTFD,18.0456,17.3968,17.1265,18.0317,17.3932,17.1124,16.9866,263.763,35.9427,0.12385,0.08181408450704225,0.05952542372881356,0.1204,0.08601408450704226,0.06322033898305085,0.05040394088669951
ZTFD,16.986,16.5189,16.3845,16.9961,16.5173,16.3391,16.2942,255.51,64.486,0.08225,0.055036619718309865,0.039271186440677966,0.08,0.05743661971830987,0.042350282485875704,0.03380295566502463
ZTFD,15.7274,15.2959,15.1545,15.7437,15.2737,15.1145,15.0697,255.148,57.3455,0.0555,0.036777464788732395,0.02676271186440678,0.054,0.0385774647887324,0.028610169491525426,0.022201970443349754
ZTFD,16.1134,15.7563,15.5977,16.1332,15.7244,15.5606,15.5042,251.703,57.1815,0.06935000000000001,0.046036619718309864,0.03301694915254237,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
ZTFD,17.7467,17.3918,17.2715,17.7498,17.3476,17.2236,17.1911,232.415,41.8727,0.07825,0.05203661971830986,0.037271186440677964,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTFD,17.7965,17.1843,16.9524,17.8051,17.1632,16.9407,16.8494,241.478,63.4679,0.059399999999999994,0.038777464788732396,0.028016949152542374,0.0576,0.0405774647887324,0.030480225988700566,0.024201970443349752
ZTFD,16.8615,16.2646,16.0089,16.8643,16.2573,15.9874,15.8794,240.376,67.3611,0.107,0.0705549295774648,0.05152542372881356,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTFD,18.3381,17.7691,17.5302,18.3625,17.7329,17.5031,17.409,233.873,51.4272,0.0426,0.02851830985915493,0.020508474576271186,0.0414,0.029718309859154933,0.02174011299435028,0.017901477832512315
ZTFD,17.3391,16.9937,16.8542,17.3419,16.9627,16.8232,16.7924,225.113,36.2076,0.0426,0.027518309859154932,0.020508474576271186,0.0414,0.028718309859154936,0.02174011299435028,0.016901477832512314
ZTFD,17.0841,16.4773,16.2444,17.0845,16.4691,16.2359,16.1442,252.576,28.818,0.16645000000000001,0.11007323943661973,0.07954237288135593,0.1618,0.11487323943661974,0.08570056497175141,0.06760591133004926
ZTFD,17.1759,16.7514,16.6108,17.1811,16.7307,16.5694,16.5195,248.827,29.5531,0.058449999999999995,0.038777464788732396,0.027762711864406778,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
ZTFD,17.1784,16.721,16.5169,17.1819,16.6974,16.4942,16.4288,250.682,44.8091,0.04855,0.03251830985915493,0.023508474576271185,0.0472,0.03371830985915494,0.024740112994350284,0.019901477832512313
ZTFD,16.9094,16.5508,16.4432,16.9174,16.5209,16.3975,16.365,224.761,41.0169,0.04455,0.02951830985915493,0.02076271186440678,0.043199999999999995,0.030718309859154934,0.022610169491525424,0.017901477832512315
ZTFD,16.4402,15.9734,15.8201,16.4478,15.9491,15.7827,15.7383,258.198,63.8931,0.0862,0.05703661971830986,0.04127118644067797,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTFD,17.2893,16.8644,16.6853,17.292,16.8361,16.6429,16.5845,256.982,70.7012,0.1149,0.07555492957746479,0.05477966101694915,0.1116,0.0791549295774648,0.05909039548022599,0.0464039408866995
ZTFD,16.7498,16.2837,16.1021,16.7551,16.2679,16.0853,16.0206,247.952,57.9672,0.0446,0.02951830985915493,0.021508474576271187,0.0434,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTFD,17.4152,17.012,16.85,17.4197,16.9825,16.8128,16.7516,243.434,40.0031,0.0456,0.03051830985915493,0.02176271186440678,0.0444,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTFD,16.2356,15.9402,15.8391,16.2589,15.9188,15.7929,15.7779,238.976,43.9663,0.0396,0.02651830985915493,0.01876271186440678,0.038400000000000004,0.027718309859154935,0.020610169491525426,0.015901477832512313
ZTFD,16.6901,16.2089,16.0322,16.6679,16.1893,15.985,15.9258,256.257,29.8611,0.17734999999999998,0.11733239436619719,0.08454237288135594,0.1724,0.1227323943661972,0.09070056497175141,0.07260591133004926
ZTFD,15.4969,15.2159,15.1589,15.516,15.2138,15.1122,15.1207,260.387,63.6876,0.12085,0.0795549295774648,0.05777966101694915,0.1174,0.0831549295774648,0.06209039548022599,0.049403940886699506
ZTFD,16.2681,15.9421,15.8237,16.2994,15.9132,15.778,15.759,245.083,61.6262,0.0624,0.0417774647887324,0.030016949152542376,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTFD,17.0276,16.4946,16.4098,17.0379,16.5518,16.3789,16.3355,247.149,70.8523,0.106,0.07029577464788733,0.05052542372881356,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTFD,18.3175,17.7081,17.4757,18.3182,17.7046,17.443,17.3525,239.887,39.4536,0.036649999999999995,0.02451830985915493,0.017508474576271187,0.0356,0.025718309859154933,0.018740112994350282,0.014901477832512316
ZTFD,16.5513,16.1438,15.9966,16.5565,16.1243,15.9557,15.9053,262.873,36.5215,0.11195000000000001,0.07429577464788732,0.05352542372881356,0.10880000000000001,0.07729577464788734,0.05722033898305085,0.0454039408866995
