survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,ZTF-G,ZTF-R,ZTF-I,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV
ZTF,17.0158,16.5131,16.3514,17.0232,16.4985,16.3127,16.2519,214.369,65.5924,0.0584499999999999,0.0387774647887323,0.0280169491525423,0.0567999999999999,0.0405774647887324,0.0304802259887005,0.0242019704433497,99,99,99,99,99,99
ZTF,17.5882,17.0109,16.7687,17.5906,16.995,16.7487,16.6565,244.609,45.0269,0.0337,0.0225183098591549,0.0165084745762711,0.0328,0.0237183098591549,0.0177401129943502,0.0136009852216748,99,99,99,99,99,99
ZTF,15.9912,15.532,15.3562,16.0045,15.5177,15.3272,15.2681,258.0,41.6112,0.0732999999999999,0.0480366197183098,0.0350169491525423,0.0712,0.0504366197183098,0.0374802259887005,0.0295024630541871,99,99,99,99,99,99
ZTF,15.591,15.2884,15.1571,15.6114,15.257,15.1226,15.0956,255.559,61.4604,0.0921,0.0602957746478873,0.0435254237288135,0.0894,0.0632957746478873,0.0472203389830508,0.037103448275862,99,99,99,99,99,99
ZTF,16.9581,16.5289,16.3674,16.9697,16.4978,16.3309,16.2945,255.021,71.4483,0.11295,0.0745549295774647,0.0537796610169491,0.1098,0.0781549295774648,0.0580903954802259,0.046103448275862,99,99,99,99,99,99
ZTF,17.3206,16.9834,16.8317,17.3293,16.9564,16.8044,16.7718,253.659,36.6356,0.0584499999999999,0.0387774647887323,0.0280169491525423,0.0567999999999999,0.0405774647887324,0.0304802259887005,0.0242019704433497,99,99,99,99,99,99
ZTF,17.0895,16.6382,16.4354,17.1044,16.6174,16.4053,16.3332,235.124,28.7535,0.0862,0.0572957746478873,0.0412711864406779,0.0838,0.0602957746478873,0.0443502824858757,0.0348029556650246,99,99,99,99,99,99
ZTF,18.078,17.524,17.3183,18.0999,17.4965,17.2745,17.1902,216.237,43.6584,0.03365,0.0222591549295774,0.0155084745762711,0.0326,0.0228591549295774,0.0167401129943502,0.0136009852216748,99,99,99,99,99,99
ZTF,16.4651,16.1372,16.011,16.4923,16.1091,15.9701,15.9394,236.219,52.405,0.0406,0.0265183098591549,0.0195084745762711,0.0394,0.0277183098591549,0.0207401129943502,0.0166009852216748,99,99,99,99,99,99
ZTF,16.186,15.6388,15.4562,16.1873,15.6236,15.4286,15.3833,252.931,31.0392,0.11095,0.0732957746478873,0.0525254237288135,0.1078,0.0762957746478873,0.0562203389830508,0.045103448275862,99,99,99,99,99,99
ZTF,16.429,16.1348,16.0189,16.4529,16.1123,15.9822,15.9561,230.544,30.9959,0.07135,0.0477774647887324,0.0340169491525423,0.0693999999999999,0.0495774647887324,0.0364802259887005,0.0295024630541871,99,99,99,99,99,99
ZTF,16.2578,15.9819,15.9012,16.2767,15.9505,15.8356,15.8222,245.025,61.365,0.05745,0.0377774647887323,0.0277627118644067,0.0558,0.0395774647887324,0.0296101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,16.2312,15.7224,15.5342,16.2367,15.7066,15.5049,15.4283,260.818,71.6052,0.1198999999999999,0.0795549295774648,0.0575254237288135,0.1166,0.0831549295774648,0.0612203389830508,0.0487044334975369,99,99,99,99,99,99
ZTF,15.4599,15.128,15.018,15.4738,15.0956,14.973,14.9348,226.832,65.2577,0.0752999999999999,0.0497774647887324,0.0360169491525423,0.0732,0.0515774647887324,0.0384802259887005,0.0305024630541871,99,99,99,99,99,99
ZTF,16.6182,16.3401,16.2297,16.6322,16.3098,16.1945,16.1948,262.414,36.0186,0.10995,0.0725549295774647,0.0525254237288135,0.1068,0.0761549295774648,0.0562203389830508,0.0444039408866995,99,99,99,99,99,99
ZTF,16.4852,16.1417,16.012,16.4944,16.1249,15.9822,15.9593,252.084,22.6908,0.1793,0.1183323943661971,0.0855423728813559,0.1742,0.1237323943661972,0.0917005649717514,0.0729064039408867,99,99,99,99,99,99
ZTF,16.8473,16.474,16.3475,16.864,16.4443,16.2989,16.2596,246.178,41.9663,0.02375,0.0152591549295774,0.0112542372881355,0.023,0.0158591549295774,0.0118700564971751,0.0096009852216748,99,99,99,99,99,99
ZTF,15.7661,15.4771,15.3765,15.7893,15.4394,15.3284,15.3087,220.183,45.2586,0.05645,0.0375183098591549,0.0267627118644067,0.0548,0.0387183098591549,0.0286101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,16.4881,15.952,15.7679,16.4705,15.9385,15.7335,15.6687,231.344,18.7412,0.25655,0.169369014084507,0.1225593220338983,0.2492,0.177169014084507,0.131180790960452,0.1044088669950739,99,99,99,99,99,99
ZTF,17.4043,16.8945,16.7232,17.4089,16.8795,16.6886,16.6162,213.962,65.4721,0.0535,0.0357774647887324,0.0257627118644067,0.052,0.0375774647887324,0.0276101694915254,0.0222019704433497,99,99,99,99,99,99
ZTF,17.7599,17.4692,17.3495,17.7728,17.4263,17.2975,17.2792,247.008,16.5554,0.16445,0.1083323943661971,0.0782881355932203,0.1598,0.1137323943661972,0.0838305084745762,0.0666059113300492,99,99,99,99,99,99
ZTF,16.3225,15.7481,15.5505,16.3295,15.738,15.528,15.462,260.326,43.135,0.0702999999999999,0.0460366197183098,0.0330169491525423,0.0682,0.0484366197183098,0.0354802259887005,0.0285024630541871,99,99,99,99,99,99
ZTF,17.821,17.4001,17.2532,17.8395,17.3746,17.2188,17.1542,238.338,65.7397,0.10105,0.0672957746478873,0.0482711864406779,0.0982,0.0702957746478873,0.0513502824858757,0.041103448275862,99,99,99,99,99,99
ZTF,16.2506,15.962,15.8416,16.2751,15.9435,15.811,15.7868,245.861,23.8864,0.19215,0.1265915492957746,0.0917966101694915,0.1866,0.1325915492957746,0.0985706214689265,0.0779064039408867,99,99,99,99,99,99
ZTF,16.876,16.4142,16.2792,16.8876,16.3883,16.2263,16.1882,221.401,79.4201,0.0981,0.0652957746478873,0.0472711864406779,0.0954,0.0682957746478873,0.0503502824858757,0.040103448275862,99,99,99,99,99,99
ZTF,17.0025,16.6474,16.5092,17.0196,16.621,16.468,16.4219,253.572,59.7387,0.05645,0.0377774647887323,0.0267627118644067,0.0548,0.0395774647887324,0.0286101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,16.2274,15.9244,15.8107,16.2461,15.8863,15.762,15.7365,217.017,34.5181,0.04655,0.0307774647887323,0.0225084745762711,0.0452,0.0325774647887324,0.0237401129943502,0.0189014778325123,99,99,99,99,99,99
ZTF,16.6689,16.2346,16.0901,16.6782,16.2143,16.0528,16.0164,218.908,73.2329,0.06145,0.0407774647887324,0.0297627118644067,0.0598,0.0425774647887324,0.0316101694915254,0.0252019704433497,99,99,99,99,99,99
ZTF,16.0754,15.6595,15.4862,16.0982,15.6372,15.4585,15.4025,246.169,47.5162,0.02675,0.0182591549295774,0.0132542372881355,0.026,0.0188591549295774,0.0138700564971751,0.0106009852216748,99,99,99,99,99,99
ZTF,16.9557,16.6724,16.5566,16.9759,16.6399,16.5168,16.5129,247.728,36.2505,0.04855,0.0325183098591549,0.0235084745762711,0.0472,0.0337183098591549,0.0247401129943502,0.0199014778325123,99,99,99,99,99,99
ZTF,17.8187,17.3919,17.1973,17.8221,17.362,17.1794,17.1326,252.406,37.6382,0.09015,0.0592957746478873,0.0432711864406779,0.0876,0.0622957746478873,0.0463502824858757,0.0368029556650246,99,99,99,99,99,99
ZTF,16.2878,15.9651,15.8483,16.3028,15.9301,15.8013,15.7797,234.576,78.132,0.0971,0.0642957746478873,0.0462711864406779,0.0944,0.0672957746478873,0.0493502824858757,0.039103448275862,99,99,99,99,99,99
ZTF,16.5054,15.9483,15.7289,16.4988,15.9414,15.6997,15.618,260.035,71.5412,0.12975,0.0858140845070422,0.0617796610169491,0.126,0.0900140845070422,0.066090395480226,0.0527044334975369,99,99,99,99,99,99
ZTF,16.0858,15.5395,15.3421,16.0998,15.5281,15.3155,15.251,233.886,45.1688,0.03465,0.0225183098591549,0.0165084745762711,0.0336,0.0237183098591549,0.0177401129943502,0.0139014778325123,99,99,99,99,99,99
ZTF,18.3204,17.6991,17.4899,18.2584,17.6686,17.4332,17.3592,246.233,62.6636,0.06045,0.0397774647887324,0.0290169491525423,0.0588,0.0415774647887324,0.0314802259887005,0.0245024630541871,99,99,99,99,99,99
ZTF,17.3281,16.9994,16.8579,17.354,16.9844,16.8338,16.8061,256.817,43.5052,0.13375,0.0888140845070422,0.0640338983050847,0.13,0.0930140845070422,0.0689604519774011,0.0547044334975369,99,99,99,99,99,99
ZTF,16.5976,16.1973,16.0214,16.61,16.1815,15.994,15.9378,246.277,32.9182,0.0762999999999999,0.0507774647887324,0.0362711864406779,0.0742,0.0525774647887324,0.0393502824858757,0.0315024630541871,99,99,99,99,99,99
ZTF,16.7773,16.4511,16.2986,16.8049,16.4424,16.2998,16.2706,264.454,54.1311,0.1238,0.0815549295774648,0.0587796610169491,0.1202,0.0851549295774648,0.0630903954802259,0.0504039408866995,99,99,99,99,99,99
ZTF,17.1189,16.4979,16.275,17.1316,16.4874,16.2511,16.17,264.129,57.9659,0.1902,0.1255915492957746,0.0907966101694915,0.1848,0.1315915492957746,0.0975706214689265,0.0772068965517241,99,99,99,99,99,99
ZTF,17.0126,16.4555,16.2366,17.0152,16.4383,16.224,16.1522,256.727,46.6937,0.0971,0.0642957746478873,0.0465254237288135,0.0944,0.0672957746478873,0.0502203389830508,0.0398029556650246,99,99,99,99,99,99
ZTF,16.8106,16.0656,15.781,16.8117,16.0806,15.7763,15.6314,244.078,79.2269,0.1178999999999999,0.0775549295774647,0.0565254237288135,0.1146,0.0811549295774648,0.0602203389830508,0.0484039408866995,99,99,99,99,99,99
ZTF,16.0342,15.7207,15.5999,16.0559,15.6905,15.5598,15.5298,231.703,36.8401,0.0555,0.0367774647887323,0.0267627118644067,0.054,0.0385774647887324,0.0286101694915254,0.0222019704433497,99,99,99,99,99,99
ZTF,16.5559,16.2049,16.1118,16.5704,16.19,16.0485,16.0207,234.273,34.1769,0.0852,0.0560366197183098,0.0402711864406779,0.0828,0.0584366197183098,0.0433502824858757,0.0348029556650246,99,99,99,99,99,99
ZTF,16.6438,16.3544,16.2334,16.6693,16.3381,16.1972,16.1862,253.014,31.0139,0.1149,0.0755549295774647,0.0545254237288135,0.1116,0.0791549295774648,0.0582203389830508,0.0464039408866995,99,99,99,99,99,99
ZTF,18.3344,17.7919,17.4964,18.43,17.8188,17.5414,17.4311,251.423,61.7596,0.1565,0.1030732394366197,0.0742881355932203,0.152,0.1078732394366197,0.0798305084745762,0.0633054187192118,99,99,99,99,99,99
ZTF,17.6284,17.0923,16.8652,17.6334,17.0718,16.8374,16.7536,260.735,34.4127,0.1268,0.0838140845070422,0.0607796610169491,0.1232,0.0880140845070422,0.065090395480226,0.0517044334975369,99,99,99,99,99,99
ZTF,17.5176,17.1538,17.0147,17.5391,17.1185,16.9779,16.9458,247.696,50.331,0.0762999999999999,0.0500366197183098,0.0362711864406779,0.0742,0.0524366197183098,0.0393502824858757,0.0308029556650246,99,99,99,99,99,99
ZTF,16.784,16.276,16.0767,16.7875,16.2559,16.0496,15.974,249.619,22.7859,0.1605,0.1060732394366197,0.0762881355932203,0.156,0.1108732394366197,0.0818305084745762,0.0653054187192118,99,99,99,99,99,99
ZTF,17.6849,17.2188,17.0472,17.6759,17.192,17.0049,16.9574,246.11,36.9349,0.0515,0.0337774647887324,0.0247627118644067,0.0499999999999999,0.0355774647887324,0.0266101694915254,0.0209014778325123,99,99,99,99,99,99
ZTF,16.3162,15.9995,15.8867,16.34,15.9798,15.8388,15.8064,214.612,29.6465,0.0644,0.0420366197183098,0.0307627118644067,0.0626,0.0444366197183098,0.0326101694915254,0.0262019704433497,99,99,99,99,99,99
ZTF,16.8799,16.5711,16.4325,16.9059,16.5425,16.3958,16.3649,255.627,72.0972,0.12285,0.0808140845070422,0.0587796610169491,0.1194,0.0850140845070422,0.0630903954802259,0.0497044334975369,99,99,99,99,99,99
ZTF,16.0591,15.7276,15.6841,16.0748,15.6816,15.5613,15.5387,232.596,79.7084,0.09215,0.0610366197183098,0.0442711864406779,0.0896,0.0634366197183098,0.0473502824858757,0.0378029556650246,99,99,99,99,99,99
ZTF,15.7402,15.0895,14.8499,15.7396,15.078,14.8165,14.7113,227.274,26.6917,0.1485999999999999,0.0980732394366197,0.0710338983050847,0.1444,0.1028732394366197,0.0759604519774011,0.0600049261083743,99,99,99,99,99,99
ZTF,16.0575,15.6736,15.5393,16.0803,15.6581,15.4997,15.4556,257.847,50.6697,0.06935,0.0457774647887323,0.0330169491525423,0.0674,0.0475774647887324,0.0354802259887005,0.0282019704433497,99,99,99,99,99,99
ZTF,16.473,16.1427,15.9822,16.4893,16.1007,15.9453,15.9098,257.107,38.4501,0.13275,0.0878140845070422,0.0630338983050847,0.129,0.0920140845070422,0.0679604519774011,0.0537044334975369,99,99,99,99,99,99
ZTF,17.5157,16.8184,16.5277,17.5132,16.8124,16.515,16.3712,231.069,29.6228,0.0773,0.0510366197183098,0.0370169491525423,0.0752,0.0534366197183098,0.0394802259887005,0.0315024630541871,99,99,99,99,99,99
ZTF,17.4587,16.8905,16.703,17.4539,16.883,16.6596,16.5881,235.48,80.1412,0.0951,0.0622957746478873,0.0452711864406779,0.0924,0.0652957746478873,0.0483502824858757,0.0388029556650246,99,99,99,99,99,99
ZTF,18.1968,17.5953,17.3585,18.1123,17.5649,17.336,17.2506,262.71,33.134,0.10995,0.0725549295774647,0.0525254237288135,0.1068,0.0761549295774648,0.0562203389830508,0.045103448275862,99,99,99,99,99,99
ZTF,16.3348,15.8557,15.6836,16.3396,15.8381,15.6551,15.5943,249.616,44.0941,0.0376499999999999,0.0245183098591549,0.0175084745762711,0.0366,0.0257183098591549,0.0187401129943502,0.0149014778325123,99,99,99,99,99,99
ZTF,15.7649,15.4948,15.4001,15.7913,15.4614,15.3406,15.329,217.029,28.4148,0.0584499999999999,0.0387774647887323,0.0277627118644067,0.0567999999999999,0.0405774647887324,0.0296101694915254,0.0239014778325123,99,99,99,99,99,99
ZTF,16.724,16.2732,16.0989,16.739,16.2499,16.0597,15.9935,250.549,56.3457,0.04955,0.0327774647887324,0.0237627118644067,0.0482,0.0345774647887324,0.0256101694915254,0.0199014778325123,99,99,99,99,99,99
ZTF,16.4413,15.9135,15.7158,16.4538,15.8889,15.6943,15.6127,264.491,44.1939,0.08915,0.0590366197183098,0.0422711864406779,0.0866,0.0614366197183098,0.0453502824858757,0.0368029556650246,99,99,99,99,99,99
ZTF,16.5414,16.2144,16.0766,16.5561,16.1873,16.0448,16.0261,258.3,32.4253,0.1684,0.1110732394366197,0.0802881355932203,0.1636,0.1158732394366197,0.0858305084745762,0.0683054187192118,99,99,99,99,99,99
ZTF,18.3397,17.6712,17.3576,18.3146,17.6636,17.3959,17.3131,228.386,40.3303,0.05645,0.0367774647887323,0.0267627118644067,0.0548,0.0385774647887324,0.0286101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,15.6449,15.129,14.9429,15.658,15.1133,14.9118,14.8398,237.411,56.9783,0.0337,0.0222591549295774,0.0162542372881355,0.0328,0.0228591549295774,0.0168700564971751,0.0136009852216748,99,99,99,99,99,99
ZTF,18.0624,17.3633,17.0903,18.0413,17.3505,17.0645,16.9413,233.679,46.7295,0.04555,0.0297774647887324,0.0217627118644067,0.0441999999999999,0.0315774647887324,0.0236101694915254,0.0182019704433497,99,99,99,99,99,99
ZTF,16.6087,16.1981,16.0605,16.627,16.1812,16.0196,15.9738,240.125,40.1427,0.0446,0.0295183098591549,0.0215084745762711,0.0434,0.0307183098591549,0.0227401129943502,0.0179014778325123,99,99,99,99,99,99
ZTF,16.632,16.0049,15.7594,16.6402,15.9904,15.7419,15.6422,261.417,78.5985,0.16645,0.1100732394366197,0.0792881355932203,0.1618,0.1148732394366197,0.0848305084745762,0.0676059113300492,99,99,99,99,99,99
ZTF,16.4595,16.1465,16.0057,16.4718,16.1208,15.9707,15.9285,251.464,22.2482,0.17135,0.1130732394366197,0.0815423728813559,0.1664,0.1178732394366197,0.0877005649717514,0.0696059113300492,99,99,99,99,99,99
ZTF,16.7007,16.3183,16.1577,16.7006,16.2942,16.1136,16.0638,255.945,39.6672,0.108,0.0715549295774648,0.0515254237288135,0.105,0.0751549295774648,0.0552203389830508,0.044103448275862,99,99,99,99,99,99
ZTF,16.9194,16.2083,15.9706,16.9147,16.205,15.9521,15.8515,248.155,51.1349,0.06835,0.0450366197183098,0.0330169491525423,0.0664,0.0474366197183098,0.0354802259887005,0.0275024630541871,99,99,99,99,99,99
ZTF,16.3809,16.0513,15.9355,16.3981,16.0314,15.8871,15.8579,261.614,58.8505,0.103,0.0675549295774648,0.0492711864406779,0.0999999999999999,0.0711549295774648,0.0523502824858757,0.042103448275862,99,99,99,99,99,99
ZTF,17.0878,16.7805,16.6633,17.0976,16.7539,16.6216,16.6131,243.57,65.5485,0.08225,0.0542957746478873,0.0392711864406779,0.08,0.0572957746478873,0.0423502824858757,0.0338029556650246,99,99,99,99,99,99
ZTF,17.6357,17.0202,16.7811,17.6175,17.0394,16.7986,16.7309,246.432,56.3784,0.0218,0.0145183098591549,0.0105084745762711,0.0212,0.0157183098591549,0.0117401129943502,0.0093004926108374,99,99,99,99,99,99
ZTF,16.4149,16.0661,15.959,16.4297,16.0348,15.9278,15.8867,219.91,71.8999,0.07525,0.0490366197183098,0.0360169491525423,0.073,0.0514366197183098,0.0384802259887005,0.0305024630541871,99,99,99,99,99,99
ZTF,16.7156,16.0974,15.8726,16.7106,16.0783,15.8568,15.7749,248.106,73.2562,0.11985,0.0795549295774648,0.0575254237288135,0.1164,0.0831549295774648,0.0612203389830508,0.0484039408866995,99,99,99,99,99,99
ZTF,16.8745,16.4748,16.3315,16.8821,16.4442,16.2872,16.24,227.688,22.6227,0.1357,0.0898140845070422,0.0647796610169491,0.1318,0.0940140845070422,0.069090395480226,0.0550049261083743,99,99,99,99,99,99
ZTF,16.7172,16.1939,15.9859,16.7238,16.1778,15.965,15.871,230.041,66.1815,0.0862,0.0570366197183098,0.0412711864406779,0.0838,0.0594366197183098,0.0443502824858757,0.0348029556650246,99,99,99,99,99,99
ZTF,17.6255,17.0296,16.8116,17.6249,17.0184,16.7906,16.705,257.864,29.2955,0.1892,0.1253323943661972,0.0905423728813559,0.1838,0.1307323943661972,0.0967005649717514,0.0769064039408867,99,99,99,99,99,99
ZTF,17.9741,17.2734,17.0336,17.9637,17.2604,16.9985,16.9107,219.098,79.8516,0.12285,0.0815549295774648,0.0587796610169491,0.1194,0.0851549295774648,0.0630903954802259,0.0504039408866995,99,99,99,99,99,99
ZTF,17.8492,17.168,16.8805,17.8457,17.1671,16.8605,16.7358,242.243,35.9062,0.07825,0.0520366197183098,0.0372711864406779,0.076,0.0544366197183098,0.0403502824858757,0.0318029556650246,99,99,99,99,99,99
ZTF,16.4532,15.8486,15.6296,16.4461,15.8373,15.6107,15.5266,251.509,21.2684,0.1575,0.1040732394366197,0.0752881355932203,0.153,0.1088732394366197,0.0808305084745762,0.0643054187192118,99,99,99,99,99,99
ZTF,17.6692,17.188,16.9793,17.6674,17.1477,16.9198,16.8493,239.062,79.2838,0.1465999999999999,0.0970732394366197,0.0700338983050847,0.1424,0.1018732394366197,0.0749604519774011,0.0600049261083743,99,99,99,99,99,99
ZTF,17.2018,16.7879,16.6192,17.2101,16.7626,16.5898,16.5436,240.833,29.6953,0.14465,0.0958140845070422,0.0690338983050847,0.1406,0.1000140845070422,0.0739604519774011,0.0590049261083743,99,99,99,99,99,99
ZTF,16.6692,16.0115,15.7506,16.6638,16.0021,15.7392,15.6173,244.902,16.6095,0.16045,0.1060732394366197,0.0762881355932203,0.1558,0.1108732394366197,0.0818305084745762,0.0653054187192118,99,99,99,99,99,99
ZTF,16.5413,16.197,16.062,16.5499,16.1739,16.0243,16.0011,253.342,26.5171,0.1981,0.1305915492957746,0.0947966101694915,0.1924,0.1365915492957747,0.1015706214689265,0.0802068965517241,99,99,99,99,99,99
ZTF,17.8934,17.2321,16.9963,17.8952,17.2251,16.9658,16.8628,251.906,16.8596,0.2655,0.1756281690140845,0.1268135593220339,0.258,0.1840281690140845,0.1360508474576271,0.1084088669950738,99,99,99,99,99,99
ZTF,16.4989,16.3303,16.2701,16.5188,16.2841,16.2164,16.2203,232.336,41.012,0.05645,0.0375183098591549,0.0267627118644067,0.0548,0.0387183098591549,0.0286101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,17.3949,16.7685,16.5497,17.3917,16.7635,16.5185,16.4313,237.99,25.0281,0.1723499999999999,0.1140732394366197,0.0822881355932203,0.1674,0.1188732394366197,0.0878305084745762,0.0696059113300492,99,99,99,99,99,99
ZTF,17.5785,17.1197,16.9586,17.6615,17.0922,16.9095,16.86,249.249,72.0166,0.11395,0.0755549295774647,0.0545254237288135,0.1108,0.0791549295774648,0.0582203389830508,0.0464039408866995,99,99,99,99,99,99
ZTF,16.6904,16.2667,16.1006,16.7068,16.2417,16.0694,16.0262,260.968,43.766,0.0634,0.0417774647887324,0.0300169491525423,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,99,99,99,99,99,99
ZTF,16.5968,16.2625,16.1423,16.6203,16.2458,16.1165,16.1127,263.337,43.9844,0.06835,0.0447774647887323,0.0320169491525423,0.0664,0.0465774647887324,0.0344802259887005,0.0275024630541871,99,99,99,99,99,99
ZTF,17.1311,16.5047,16.2658,17.1218,16.5028,16.2481,16.1604,264.092,79.2808,0.19715,0.1305915492957746,0.0937966101694915,0.1916,0.1365915492957747,0.1005706214689265,0.0802068965517241,99,99,99,99,99,99
ZTF,16.828,16.6062,16.5062,16.86,16.5715,16.4662,16.4576,238.864,36.9738,0.0644,0.0427774647887324,0.0307627118644067,0.0626,0.0445774647887324,0.0326101694915254,0.0262019704433497,99,99,99,99,99,99
ZTF,17.3093,16.897,16.7498,17.3124,16.8678,16.7022,16.6498,256.558,71.7448,0.12085,0.0795549295774648,0.0577796610169491,0.1174,0.0831549295774648,0.0620903954802259,0.0494039408866995,99,99,99,99,99,99
ZTF,17.305,16.6083,16.3498,17.3075,16.6166,16.3339,16.2376,244.535,44.71,0.0296999999999999,0.0192591549295774,0.0142542372881355,0.0288,0.0198591549295774,0.0148700564971751,0.0116009852216748,99,99,99,99,99,99
ZTF,16.0072,15.6856,15.5724,16.0259,15.6575,15.5313,15.5053,240.658,44.9083,0.04855,0.0325183098591549,0.0235084745762711,0.0472,0.0337183098591549,0.0247401129943502,0.0199014778325123,99,99,99,99,99,99
ZTF,15.974,15.6623,15.549,15.9922,15.64,15.4964,15.4671,234.016,24.9242,0.18525,0.1225915492957746,0.0885423728813559,0.18,0.1285915492957746,0.0947005649717514,0.0756059113300492,99,99,99,99,99,99
ZTF,18.2325,17.5593,17.3471,18.1521,17.5316,17.2871,17.194,262.443,46.5685,0.0872,0.0580366197183098,0.0420169491525423,0.0848,0.0604366197183098,0.0444802259887005,0.0358029556650246,99,99,99,99,99,99
ZTF,16.3265,15.7375,15.5122,16.3323,15.7274,15.4884,15.3972,237.325,36.0271,0.0634,0.0417774647887324,0.0300169491525423,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,99,99,99,99,99,99
ZTF,16.4041,16.0442,15.9216,16.4226,16.02,15.8666,15.8306,239.878,19.0466,0.12385,0.0818140845070422,0.0595254237288135,0.1204,0.0860140845070422,0.0632203389830508,0.0504039408866995,99,99,99,99,99,99
ZTF,16.7811,16.1269,15.8904,16.782,16.1227,15.8585,15.751,232.563,34.8094,0.0822,0.0540366197183098,0.0390169491525423,0.0798,0.0564366197183098,0.0414802259887005,0.0335024630541871,99,99,99,99,99,99
ZTF,17.2903,16.8202,16.6169,17.2944,16.8013,16.5866,16.5128,243.255,26.2923,0.16445,0.1090732394366197,0.0782881355932203,0.1598,0.1138732394366197,0.0838305084745762,0.0673054187192118,99,99,99,99,99,99
ZTF,17.3453,16.8643,16.6851,17.3534,16.8489,16.6628,16.6078,257.261,50.4542,0.0634,0.0417774647887324,0.0300169491525423,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,99,99,99,99,99,99
ZTF,15.5615,15.2499,15.1286,15.5806,15.2233,15.0875,15.0517,225.328,26.9208,0.1227999999999999,0.0808140845070422,0.0587796610169491,0.1192,0.0850140845070422,0.0630903954802259,0.0497044334975369,99,99,99,99,99,99
ZTF,17.6353,17.1187,16.9186,17.648,17.104,16.8858,16.8061,231.816,51.3612,0.05645,0.0367774647887323,0.0267627118644067,0.0548,0.0385774647887324,0.0286101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,16.1206,15.724,15.5748,16.1322,15.6952,15.5397,15.4977,242.89,29.9051,0.10305,0.0682957746478873,0.0495254237288135,0.1002,0.0712957746478873,0.0532203389830508,0.042103448275862,99,99,99,99,99,99
ZTF,16.4706,16.0679,15.9362,16.485,16.0409,15.8958,15.8514,237.061,65.1693,0.0931,0.0612957746478873,0.0442711864406779,0.0904,0.0642957746478873,0.0473502824858757,0.0378029556650246,99,99,99,99,99,99
ZTF,15.3942,15.0186,14.8782,15.4085,14.9967,14.841,14.8,263.962,78.6335,0.1932,0.1275915492957746,0.0925423728813559,0.1878,0.1335915492957747,0.0987005649717514,0.0789064039408867,99,99,99,99,99,99
ZTF,16.5026,16.1445,16.0049,16.4973,16.1219,15.9707,15.9418,261.725,25.7893,0.19415,0.1285915492957746,0.0927966101694915,0.1886,0.1345915492957747,0.0995706214689265,0.0789064039408867,99,99,99,99,99,99
ZTF,16.0462,15.6985,15.5811,16.0607,15.6718,15.5412,15.5182,263.394,43.2194,0.07725,0.0510366197183098,0.0370169491525423,0.075,0.0534366197183098,0.0394802259887005,0.0315024630541871,99,99,99,99,99,99
ZTF,17.7185,17.3218,17.2049,17.7409,17.3184,17.1293,17.0909,252.507,46.1398,0.0555,0.0367774647887323,0.0267627118644067,0.054,0.0385774647887324,0.0286101694915254,0.0229014778325123,99,99,99,99,99,99
ZTF,17.1592,16.5661,16.3512,17.115,16.5553,16.3124,16.2232,231.055,18.635,0.21195,0.1398507042253521,0.1010508474576271,0.2057999999999999,0.1464507042253521,0.1084406779661017,0.0862068965517241,99,99,99,99,99,99
ZTF,16.1652,15.8676,15.6887,16.1476,15.7874,15.63,15.5973,259.92,72.27,0.15055,0.0998140845070422,0.0720338983050847,0.1462,0.1040140845070422,0.0769604519774011,0.0610049261083743,99,99,99,99,99,99
ZTF,16.893,16.3591,16.1703,16.8909,16.3456,16.1397,16.0605,242.851,78.5747,0.1258,0.0835549295774648,0.0597796610169491,0.1222,0.0871549295774648,0.0640903954802259,0.0514039408866995,99,99,99,99,99,99
ZTF,16.0955,15.6918,15.5535,16.1058,15.6739,15.5112,15.4777,235.331,51.1049,0.0416,0.0275183098591549,0.0197627118644067,0.0404,0.0287183098591549,0.0216101694915254,0.0169014778325123,99,99,99,99,99,99
ZTF,17.6899,17.114,16.9557,17.7168,17.1065,16.8694,16.7799,254.767,58.5928,0.0584499999999999,0.0387774647887323,0.0277627118644067,0.0567999999999999,0.0405774647887324,0.0296101694915254,0.0232019704433497,99,99,99,99,99,99
ZTF,17.6944,17.3106,17.1785,17.6934,17.2776,17.1067,17.0692,231.544,28.846,0.07925,0.0530366197183098,0.0380169491525423,0.077,0.0554366197183098,0.0404802259887005,0.0325024630541871,99,99,99,99,99,99
ZTF,16.0947,15.7104,15.5795,16.1102,15.6906,15.5337,15.5122,248.778,45.1051,0.0466,0.0307774647887323,0.0225084745762711,0.0454,0.0325774647887324,0.0237401129943502,0.0189014778325123,99,99,99,99,99,99
