survey,ZTF-g,ZTF-r,ZTF-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTF-g_AV,ZTF-r_AV,ZTF-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,ZTF-G,ZTF-R,ZTF-I,ZTF-G_AV,ZTF-R_AV,ZTF-I_AV
ZTF,16.0901,15.6838,15.5327,16.103,15.6615,15.4901,15.4447,244.96,16.4485,0.16345,0.1080732394366197,0.0782881355932203,0.1588,0.1128732394366197,0.0838305084745762,0.0663054187192118,99,99,99,99,99,99
ZTF,16.8685,16.3473,16.1466,16.8783,16.3295,16.1074,16.0218,212.821,64.8292,0.04855,0.0317774647887324,0.0227627118644067,0.0472,0.0335774647887324,0.0246101694915254,0.0199014778325123,99,99,99,99,99,99
ZTF,17.2323,16.6466,16.4228,17.2443,16.6414,16.4121,16.3278,263.879,64.5072,0.09015,0.0592957746478873,0.0432711864406779,0.0876,0.0622957746478873,0.0463502824858757,0.0368029556650246,99,99,99,99,99,99
ZTF,16.0323,15.739,15.6243,16.0462,15.7158,15.5872,15.565,263.8,48.22,0.1198999999999999,0.0795549295774648,0.0575254237288135,0.1166,0.0831549295774648,0.0612203389830508,0.0487044334975369,99,99,99,99,99,99
ZTF,17.3972,16.683,16.3999,17.393,16.675,16.3817,16.2744,262.874,37.4062,0.1278,0.0848140845070422,0.0610338983050847,0.1242,0.0890140845070422,0.0659604519774011,0.0524039408866995,99,99,99,99,99,99
ZTF,16.6836,16.3113,16.1778,16.6974,16.2842,16.1402,16.1002,247.111,72.0074,0.14165,0.0930732394366197,0.0670338983050847,0.1376,0.0978732394366197,0.0719604519774011,0.0570049261083743,99,99,99,99,99,99
ZTF,16.6002,16.2603,16.1538,16.6131,16.229,16.1014,16.0746,229.728,56.8308,0.0327,0.0215183098591549,0.0155084745762711,0.0318,0.0227183098591549,0.0167401129943502,0.0136009852216748,99,99,99,99,99,99
ZTF,16.7401,16.4568,16.3667,16.7451,16.4245,16.3131,16.3057,218.977,50.6861,0.0446,0.0295183098591549,0.0215084745762711,0.0434,0.0307183098591549,0.0227401129943502,0.0179014778325123,99,99,99,99,99,99
ZTF,17.1412,16.6477,16.4813,17.1412,16.6224,16.4531,16.3843,225.809,65.063,0.07825,0.0510366197183098,0.0370169491525423,0.076,0.0534366197183098,0.0394802259887005,0.0315024630541871,99,99,99,99,99,99
ZTF,99,99,99,16.2571,15.5403,15.257,15.1514,261.216,48.3521,99,99,99,0.1009999999999999,0.0712957746478873,0.0532203389830508,0.042103448275862,16.2648,15.5384,15.2693,0.104,0.068056338028169,0.0494915254237288
ZTF,99,99,99,17.5315,16.9049,16.6863,16.6019,243.573,76.5734,99,99,99,0.1194,0.0851549295774648,0.0630903954802259,0.0504039408866995,17.5467,16.9307,16.7117,0.12285,0.0812676056338028,0.0587401129943502
ZTF,99,99,99,15.8284,15.5058,15.4007,15.3865,236.392,34.8962,99,99,99,0.0954,0.0682957746478873,0.0503502824858757,0.040103448275862,15.8002,15.544,15.445,0.0981,0.065056338028169,0.0472429378531073
ZTF,99,99,99,17.4418,16.9803,16.7924,16.7308,256.34,77.0311,99,99,99,0.106,0.0752957746478873,0.0562203389830508,0.0444039408866995,17.4393,17.0014,16.8265,0.109,0.072056338028169,0.0524915254237288
ZTF,99,99,99,17.8953,17.3239,17.1098,17.0417,262.941,43.0844,99,99,99,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,17.924,17.3559,17.134,0.0634,0.0416338028169014,0.0299943502824858
ZTF,99,99,99,16.8797,16.3392,16.1173,16.0326,243.182,23.156,99,99,99,0.2328,0.1653098591549296,0.1223107344632768,0.0971083743842364,16.8522,16.3561,16.1483,0.2397,0.1575352112676056,0.1142316384180791
ZTF,99,99,99,17.0715,16.6739,16.5255,16.4659,256.767,68.8773,99,99,99,0.0904,0.0642957746478873,0.0473502824858757,0.0378029556650246,17.0574,16.6987,16.5656,0.0931,0.061056338028169,0.0442429378531073
ZTF,99,99,99,16.9486,16.6106,16.4675,16.4323,249.431,39.2965,99,99,99,0.0348,0.0247183098591549,0.0187401129943502,0.0146009852216748,16.9262,16.6297,16.4939,0.0356999999999999,0.0234225352112676,0.0174971751412429
ZTF,99,99,99,18.2641,17.5475,17.2581,17.1299,253.038,56.1414,99,99,99,0.0664,0.0474366197183098,0.0346101694915254,0.0275024630541871,18.2585,17.5614,17.2728,0.06835,0.0448450704225352,0.0327457627118644
ZTF,99,99,99,16.5638,15.8875,15.6227,15.5312,238.331,46.8855,99,99,99,0.0422,0.0297183098591549,0.0217401129943502,0.0179014778325123,16.5725,15.8928,15.6465,0.04355,0.0284225352112676,0.0204971751412429
ZTF,99,99,99,17.8994,17.2655,17.0041,16.908,259.25,36.7282,99,99,99,0.1232,0.0880140845070422,0.065090395480226,0.0517044334975369,17.9271,17.265,17.0051,0.1268,0.0834788732394366,0.0607401129943502
ZTF,99,99,99,16.6167,16.0926,15.9078,15.856,239.677,48.9289,99,99,99,0.0636,0.0455774647887324,0.0336101694915254,0.0265024630541871,16.6151,16.1083,15.945,0.0654,0.0436338028169014,0.0317457627118644
ZTF,99,99,99,16.2386,15.825,15.6541,15.6075,264.679,54.6538,99,99,99,0.1386,0.0980140845070422,0.0729604519774011,0.0580049261083743,16.2406,15.8482,15.6946,0.14265,0.0934788732394366,0.0679887005649717
ZTF,99,99,99,17.3377,16.9946,16.8683,16.8477,256.776,26.9939,99,99,99,0.1646,0.1168732394366197,0.0867005649717514,0.0686059113300492,17.3171,17.0374,16.9154,0.1694,0.1116901408450704,0.0804858757062146
ZTF,99,99,99,16.8329,16.2541,16.0039,15.9238,241.237,20.1233,99,99,99,0.2636,0.1880281690140845,0.1390508474576271,0.1104088669950738,16.8288,16.2734,16.047,0.2714,0.1789577464788732,0.129728813559322
ZTF,99,99,99,16.0839,15.7574,15.6334,15.6166,255.816,50.6776,99,99,99,0.0979999999999999,0.0692957746478873,0.0513502824858757,0.041103448275862,16.0717,15.7958,15.6837,0.1009999999999999,0.066056338028169,0.0482429378531073
ZTF,99,99,99,16.9077,16.4719,16.3197,16.2769,251.666,76.8389,99,99,99,0.1598,0.1138732394366197,0.0838305084745762,0.0666059113300492,16.8935,16.5027,16.3553,0.16445,0.1086901408450704,0.0782372881355932
ZTF,99,99,99,16.5926,16.2678,16.1353,16.1216,259.247,26.6266,99,99,99,0.155,0.1107323943661972,0.0818305084745762,0.0653054187192118,16.574,16.3046,16.1757,0.1595,0.1049014084507042,0.0762372881355932
ZTF,99,99,99,16.7942,16.4347,16.3079,16.2913,246.286,33.6093,99,99,99,0.0702,0.0495774647887324,0.0364802259887005,0.0295024630541871,16.7932,16.4671,16.3496,0.0722999999999999,0.0476338028169014,0.0339943502824858
ZTF,99,99,99,18.5961,17.8637,17.5695,17.453,264.652,42.2415,99,99,99,0.0894,0.0632957746478873,0.0473502824858757,0.037103448275862,18.6434,17.8771,17.6023,0.0921,0.060056338028169,0.0442429378531073
ZTF,99,99,99,17.5074,17.107,16.9509,16.9113,247.289,34.4884,99,99,99,0.0654,0.0464366197183098,0.0344802259887005,0.0272019704433497,17.4848,17.1358,16.9892,0.06735,0.0438450704225352,0.0319943502824858
ZTF,99,99,99,16.712,16.3759,16.2714,16.2609,227.084,31.8561,99,99,99,0.0626,0.0445774647887324,0.0326101694915254,0.0262019704433497,16.6621,16.412,16.316,0.0644,0.0426338028169014,0.0307457627118644
ZTF,99,99,99,15.4978,14.9805,14.8179,14.7715,225.987,18.7427,99,99,99,0.156,0.1108732394366197,0.0819604519774011,0.0653054187192118,15.4832,15.0061,14.86,0.1605,0.1056901408450704,0.0769887005649717
ZTF,99,99,99,17.1592,16.718,16.5407,16.5048,249.347,77.3215,99,99,99,0.1174,0.0831549295774648,0.0620903954802259,0.0494039408866995,17.1632,16.7404,16.5851,0.12085,0.0792676056338028,0.0577401129943502
ZTF,99,99,99,15.9106,15.4059,15.2155,15.1687,253.035,68.6164,99,99,99,0.1366,0.0970140845070422,0.0719604519774011,0.0570049261083743,15.9112,15.4261,15.2536,0.14065,0.0924788732394366,0.0669887005649717
ZTF,99,99,99,15.5256,15.1695,15.0483,15.0359,246.068,44.3771,99,99,99,0.026,0.0187183098591549,0.0137401129943502,0.0106009852216748,15.4938,15.197,15.0936,0.02675,0.0174225352112676,0.0124971751412429
ZTF,99,99,99,18.0405,17.4934,17.2605,17.1721,237.009,39.103,99,99,99,0.0366,0.0257183098591549,0.0187401129943502,0.0149014778325123,18.0327,17.4969,17.2768,0.0376499999999999,0.0244225352112676,0.0174971751412429
ZTF,99,99,99,17.3883,16.926,16.7563,16.7033,225.019,70.4805,99,99,99,0.0578,0.0405774647887324,0.0304802259887005,0.0242019704433497,17.3816,16.9486,16.8044,0.0594499999999999,0.0386338028169014,0.0279943502824858
ZTF,99,99,99,17.0817,16.5067,16.2668,16.1938,254.784,70.3564,99,99,99,0.1386,0.0988732394366197,0.0729604519774011,0.0580049261083743,17.0665,16.5155,16.2979,0.14265,0.0936901408450704,0.0679887005649717
ZTF,99,99,99,16.0463,15.7401,15.6214,15.6159,236.006,46.1296,99,99,99,0.0482,0.0345774647887324,0.0256101694915254,0.0202019704433497,16.0216,15.77,15.6784,0.04955,0.0326338028169014,0.0237457627118644
ZTF,99,99,99,16.9496,16.5499,16.3913,16.3498,230.139,23.6821,99,99,99,0.152,0.1078732394366197,0.0799604519774011,0.0633054187192118,16.9343,16.5834,16.4507,0.1565,0.1026901408450704,0.0749887005649717
ZTF,99,99,99,17.0293,16.6138,16.4546,16.414,256.886,74.8533,99,99,99,0.127,0.0901549295774648,0.0669604519774011,0.0527044334975369,17.0133,16.6356,16.4911,0.13075,0.0862676056338028,0.0619887005649717
ZTF,99,99,99,17.4202,16.7088,16.4529,16.3428,264.018,36.0127,99,99,99,0.1288,0.0911549295774648,0.0679604519774011,0.0537044334975369,17.3961,16.718,16.4642,0.1327,0.0872676056338028,0.0629887005649717
ZTF,99,99,99,17.6371,16.9517,16.7112,16.6124,225.509,36.5264,99,99,99,0.051,0.0365774647887324,0.0266101694915254,0.0212019704433497,17.6209,16.9717,16.7436,0.0525,0.0346338028169014,0.0247457627118644
ZTF,99,99,99,16.3805,15.961,15.8077,15.7774,242.321,37.7795,99,99,99,0.0338,0.0238591549295774,0.0177401129943502,0.0139014778325123,16.3641,15.9812,15.8668,0.0347,0.0232112676056338,0.0164971751412429
ZTF,99,99,99,18.5636,17.8684,17.5543,17.4204,254.611,60.2828,99,99,99,0.0586,0.0415774647887324,0.0306101694915254,0.0242019704433497,18.5728,17.8739,17.5605,0.0603999999999999,0.0396338028169014,0.0287457627118644
ZTF,99,99,99,16.7702,16.2275,16.0142,15.9314,247.847,57.9745,99,99,99,0.0499999999999999,0.0355774647887324,0.0266101694915254,0.0209014778325123,16.7534,16.25,16.0437,0.0515,0.0336338028169014,0.0247457627118644
ZTF,99,99,99,17.2181,16.7367,16.5518,16.4797,262.98,77.7832,99,99,99,0.1568,0.1118732394366197,0.0828305084745762,0.0653054187192118,17.2047,16.7638,16.5817,0.16145,0.1066901408450704,0.0772372881355932
ZTF,99,99,99,18.1767,17.6903,17.5087,17.4508,244.93,70.3259,99,99,99,0.0982,0.0702957746478873,0.0522203389830508,0.041103448275862,18.1398,17.6845,17.5065,0.10105,0.067056338028169,0.0484915254237288
ZTF,99,99,99,17.0384,16.697,16.5555,16.5369,252.181,44.2506,99,99,99,0.0452,0.0317183098591549,0.0236101694915254,0.0189014778325123,17.0166,16.7165,16.5948,0.04655,0.0304225352112676,0.0217457627118644
ZTF,99,99,99,16.2688,15.6606,15.4258,15.3266,262.617,56.93,99,99,99,0.1154,0.0821549295774648,0.0602203389830508,0.0484039408866995,16.2583,15.6693,15.4551,0.11885,0.0782676056338028,0.0564915254237288
ZTF,99,99,99,16.6294,16.0027,15.7772,15.6933,236.259,27.0379,99,99,99,0.1068,0.0761549295774648,0.0562203389830508,0.045103448275862,16.6256,16.0193,15.8007,0.10995,0.0722676056338028,0.0524915254237288
ZTF,99,99,99,16.6136,16.1787,16.009,15.9612,264.788,23.2003,99,99,99,0.3148,0.2237464788732394,0.1656610169491525,0.1316108374384236,16.6038,16.1932,16.0304,0.32395,0.2133802816901408,0.1544745762711864
ZTF,99,99,99,15.5001,15.1492,15.0288,15.0132,256.699,70.1947,99,99,99,0.1012,0.0722957746478873,0.0532203389830508,0.042103448275862,15.4707,15.1808,15.0751,0.1040499999999999,0.069056338028169,0.0494915254237288
ZTF,99,99,99,15.9909,15.392,15.1668,15.0868,264.769,69.9114,99,99,99,0.1184,0.0841549295774648,0.0620903954802259,0.0494039408866995,15.9856,15.4045,15.1918,0.12185,0.0802676056338028,0.0577401129943502
ZTF,99,99,99,16.6795,16.1285,15.8989,15.8203,239.843,67.5511,99,99,99,0.102,0.0722957746478873,0.0542203389830508,0.043103448275862,16.6775,16.1389,15.9318,0.105,0.069056338028169,0.0504915254237288
ZTF,99,99,99,17.5882,16.9699,16.7704,16.7,251.432,67.6736,99,99,99,0.102,0.0722957746478873,0.0532203389830508,0.0424039408866995,17.5313,16.9837,16.7909,0.105,0.069056338028169,0.0494915254237288
ZTF,99,99,99,17.2193,16.6167,16.3593,16.2681,217.674,76.9397,99,99,99,0.1184,0.0841549295774648,0.0620903954802259,0.0494039408866995,17.2348,16.6351,16.3819,0.12185,0.0802676056338028,0.0577401129943502
ZTF,99,99,99,17.9826,17.417,17.2274,17.1494,231.189,56.62,99,99,99,0.0308,0.0218591549295774,0.0167401129943502,0.0129014778325123,17.9751,17.4559,17.27,0.0317,0.0212112676056338,0.0154971751412429
ZTF,99,99,99,16.7695,16.4224,16.296,16.2792,257.484,48.0017,99,99,99,0.0838,0.0594366197183098,0.0443502824858757,0.0348029556650246,16.7453,16.4605,16.3383,0.0862,0.0568450704225352,0.0412429378531073
ZTF,99,99,99,15.8973,15.5264,15.4146,15.4084,257.104,63.7179,99,99,99,0.0742,0.0524366197183098,0.0393502824858757,0.0308029556650246,15.8709,15.5543,15.4572,0.0762999999999999,0.0498450704225352,0.0362429378531073
ZTF,99,99,99,16.4658,15.897,15.6811,15.6147,227.821,45.9789,99,99,99,0.0808,0.0574366197183098,0.0424802259887005,0.0338029556650246,16.4508,15.9057,15.7138,0.0832,0.0548450704225352,0.0399943502824858
ZTF,99,99,99,18.1147,17.516,17.2817,17.2017,263.852,17.4571,99,99,99,0.2019999999999999,0.1435915492957746,0.1064406779661017,0.0845073891625615,18.1241,17.5322,17.2988,0.208,0.137112676056338,0.0989830508474576
ZTF,99,99,99,16.7189,16.2841,16.1166,16.0687,249.796,27.1264,99,99,99,0.2319999999999999,0.1653098591549296,0.1223107344632768,0.0971083743842364,16.6966,16.3114,16.1532,0.23875,0.1575352112676056,0.1142316384180791
ZTF,99,99,99,17.271,16.9275,16.7941,16.7803,258.208,45.8781,99,99,99,0.1116,0.0791549295774648,0.0582203389830508,0.0464039408866995,17.2632,16.961,16.8461,0.1149,0.0752676056338028,0.0544915254237288
ZTF,99,99,99,16.4184,16.0847,15.9625,15.9465,259.417,62.4673,99,99,99,0.0732,0.0524366197183098,0.0384802259887005,0.0305024630541871,16.3921,16.1108,16.0033,0.0752999999999999,0.0498450704225352,0.0359943502824858
ZTF,99,99,99,17.8993,17.2114,16.9254,16.8289,259.507,74.6386,99,99,99,0.1444,0.1028732394366197,0.0759604519774011,0.0603054187192118,17.9352,17.2237,16.9316,0.1485999999999999,0.0976901408450704,0.0709887005649717
ZTF,99,99,99,16.6849,16.3184,16.1646,16.13,235.404,76.8409,99,99,99,0.0982,0.0702957746478873,0.0522203389830508,0.041103448275862,16.6673,16.3316,16.206,0.10105,0.067056338028169,0.0484915254237288
ZTF,99,99,99,17.8362,17.4579,17.2932,17.2543,245.799,56.9688,99,99,99,0.0222,0.0158591549295774,0.0118700564971751,0.0096009852216748,17.7678,17.4951,17.3282,0.0228,0.0152112676056338,0.0112485875706214
ZTF,99,99,99,16.2995,15.8814,15.7364,15.7158,264.093,39.747,99,99,99,0.1182,0.0841549295774648,0.0620903954802259,0.0494039408866995,16.2906,15.9096,15.7731,0.1217999999999999,0.0802676056338028,0.0577401129943502
ZTF,99,99,99,17.7574,17.2131,17.0123,16.9362,259.781,39.6993,99,99,99,0.1232,0.0880140845070422,0.065090395480226,0.0517044334975369,17.7527,17.2409,17.0355,0.1268,0.0834788732394366,0.0607401129943502
ZTF,99,99,99,16.8956,16.5631,16.4242,16.3831,237.172,23.4248,99,99,99,0.1742,0.1237323943661972,0.0917005649717514,0.0729064039408867,16.8965,16.5912,16.4569,0.1793,0.1179014084507042,0.0854858757062146
ZTF,99,99,99,17.4181,16.7458,16.5008,16.3972,232.554,76.0331,99,99,99,0.104,0.0741549295774648,0.0552203389830508,0.0434039408866995,17.4247,16.7615,16.5234,0.107,0.0702676056338028,0.0514915254237288
ZTF,99,99,99,16.3798,16.1353,16.0451,16.0501,251.609,36.2743,99,99,99,0.0567999999999999,0.0405774647887324,0.0296101694915254,0.0242019704433497,16.3573,16.1712,16.0646,0.0584499999999999,0.0386338028169014,0.0277457627118644
ZTF,99,99,99,17.6963,17.1015,16.8913,16.8044,263.998,18.7123,99,99,99,0.2242,0.1594507042253521,0.1183107344632768,0.093807881773399,17.6989,17.1278,16.911,0.2308,0.1523239436619718,0.110231638418079
ZTF,99,99,99,17.3111,16.6224,16.3732,16.2685,258.431,56.3285,99,99,99,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,17.311,16.6347,16.3943,0.0634,0.0416338028169014,0.0299943502824858
ZTF,99,99,99,16.0078,15.6345,15.5101,15.4834,242.375,77.5864,99,99,99,0.1434,0.1018732394366197,0.0749604519774011,0.0600049261083743,15.9876,15.6634,15.5521,0.1475999999999999,0.0966901408450704,0.0699887005649717
ZTF,99,99,99,17.9242,17.3149,17.0901,17.0015,242.734,53.1156,99,99,99,0.0356,0.0248591549295774,0.0187401129943502,0.0149014778325123,17.9338,17.3353,17.1027,0.0366499999999999,0.0242112676056338,0.0174971751412429
ZTF,99,99,99,17.2672,16.551,16.2327,16.0812,261.254,50.6778,99,99,99,0.0866,0.0614366197183098,0.0453502824858757,0.036103448275862,17.2728,16.5495,16.2338,0.08915,0.0588450704225352,0.0422429378531073
ZTF,99,99,99,17.8963,17.2279,16.9533,16.8366,247.43,40.3008,99,99,99,0.027,0.0188591549295774,0.0138700564971751,0.0116009852216748,17.8997,17.2359,16.973,0.02775,0.0182112676056338,0.0132485875706214
ZTF,99,99,99,16.0782,15.5429,15.3377,15.275,239.696,78.0592,99,99,99,0.1222,0.0871549295774648,0.0640903954802259,0.0514039408866995,16.0679,15.5579,15.364,0.1258,0.0832676056338028,0.0597401129943502
ZTF,99,99,99,17.5009,16.8652,16.6097,16.5042,261.8,50.1078,99,99,99,0.0999999999999999,0.0712957746478873,0.0523502824858757,0.042103448275862,17.5006,16.8884,16.6329,0.103,0.068056338028169,0.0492429378531073
ZTF,99,99,99,15.7714,15.3672,15.2295,15.1919,236.259,37.3163,99,99,99,0.054,0.0385774647887324,0.0286101694915254,0.0222019704433497,15.748,15.4071,15.2733,0.0555,0.0366338028169014,0.0267457627118644
ZTF,99,99,99,16.0915,15.7133,15.5733,15.5456,237.477,27.346,99,99,99,0.0982,0.0692957746478873,0.0513502824858757,0.041103448275862,16.0647,15.7398,15.6163,0.10105,0.066056338028169,0.0482429378531073
ZTF,99,99,99,16.6931,16.2907,16.1613,16.1306,253.15,58.9717,99,99,99,0.0462,0.0327183098591549,0.0237401129943502,0.0189014778325123,16.6514,16.3246,16.2164,0.04755,0.0314225352112676,0.0224971751412429
ZTF,99,99,99,16.2994,15.935,15.8142,15.7832,244.719,60.8099,99,99,99,0.0394,0.0277183098591549,0.0207401129943502,0.0159014778325123,16.2736,15.9641,15.8518,0.0406,0.0264225352112676,0.0194971751412429
ZTF,99,99,99,16.7813,16.1646,15.9384,15.86,260.247,68.5762,99,99,99,0.0924,0.0654366197183098,0.0483502824858757,0.0388029556650246,16.7694,16.1737,15.964,0.0951,0.0628450704225352,0.0452429378531073
ZTF,99,99,99,16.4742,16.108,15.9619,15.9559,236.288,20.6692,99,99,99,0.156,0.1108732394366197,0.0818305084745762,0.0653054187192118,16.4369,16.1281,16.0067,0.1605,0.1056901408450704,0.0762372881355932
ZTF,99,99,99,16.2458,15.766,15.599,15.5609,256.943,75.0798,99,99,99,0.128,0.0910140845070422,0.067090395480226,0.0537044334975369,16.2349,15.7906,15.6415,0.13175,0.0864788732394366,0.0627401129943502
ZTF,99,99,99,16.8694,16.4875,16.3463,16.3234,263.9,70.5611,99,99,99,0.1146,0.0811549295774648,0.0602203389830508,0.0477044334975369,16.8578,16.5226,16.3946,0.1178999999999999,0.0772676056338028,0.0564915254237288
ZTF,99,99,99,16.3072,15.9122,15.7571,15.7005,251.527,78.3287,99,99,99,0.1174,0.0831549295774648,0.0620903954802259,0.0494039408866995,16.2955,15.9372,15.79,0.12085,0.0792676056338028,0.0577401129943502
ZTF,99,99,99,17.8241,17.1892,16.9321,16.8202,249.492,16.6983,99,99,99,0.2426,0.173169014084507,0.1281807909604519,0.1014088669950739,17.8457,17.1993,16.9486,0.24965,0.1647464788732394,0.1194802259887005
ZTF,99,99,99,16.9187,16.5127,16.3798,16.3603,247.431,29.0845,99,99,99,0.0712,0.0505774647887324,0.0374802259887005,0.0295024630541871,16.8723,16.5523,16.4202,0.0732999999999999,0.0486338028169014,0.0349943502824858
ZTF,99,99,99,16.5072,16.0589,15.893,15.8565,261.884,43.7687,99,99,99,0.0567999999999999,0.0405774647887324,0.0296101694915254,0.0242019704433497,16.4799,16.0801,15.9254,0.0584499999999999,0.0386338028169014,0.0277457627118644
ZTF,99,99,99,17.1248,16.699,16.5464,16.533,253.771,35.687,99,99,99,0.0414,0.0297183098591549,0.0217401129943502,0.0169014778325123,17.1004,16.7296,16.5981,0.0426,0.0284225352112676,0.0204971751412429
ZTF,99,99,99,17.7408,17.1252,16.883,16.7946,262.334,63.3136,99,99,99,0.1214,0.0861549295774648,0.0640903954802259,0.0507044334975369,17.7361,17.1391,16.8993,0.12485,0.0822676056338028,0.0597401129943502
ZTF,99,99,99,16.5625,16.144,15.9805,15.9423,248.935,54.7255,99,99,99,0.0424,0.0305774647887324,0.0226101694915254,0.0179014778325123,16.554,16.1718,16.0158,0.0436,0.0286338028169014,0.0207457627118644
ZTF,99,99,99,17.4427,16.7608,16.4627,16.3248,232.283,25.8431,99,99,99,0.1444,0.1028732394366197,0.0759604519774011,0.0603054187192118,17.4505,16.7643,16.4704,0.1485999999999999,0.0976901408450704,0.0709887005649717
ZTF,99,99,99,15.9681,15.617,15.4915,15.4779,244.715,34.5731,99,99,99,0.0636,0.0455774647887324,0.0336101694915254,0.0265024630541871,15.9305,15.6411,15.5333,0.0654,0.0436338028169014,0.0317457627118644
ZTF,99,99,99,16.3526,15.9134,15.75,15.7151,240.002,62.6505,99,99,99,0.0626,0.0445774647887324,0.0334802259887005,0.0262019704433497,16.3345,15.9322,15.7908,0.0644,0.0426338028169014,0.0309943502824858
ZTF,99,99,99,15.8893,15.5349,15.3976,15.3661,263.285,57.117,99,99,99,0.1404,0.1000140845070422,0.0739604519774011,0.0590049261083743,15.8626,15.5616,15.4256,0.1445999999999999,0.0954788732394366,0.0689887005649717
ZTF,99,99,99,17.5887,17.1975,17.0214,16.9766,257.212,52.8575,99,99,99,0.1108,0.0791549295774648,0.0582203389830508,0.0464039408866995,17.5265,17.2135,17.058,0.11395,0.0752676056338028,0.0544915254237288
ZTF,99,99,99,16.8089,16.2852,16.07,15.9889,236.253,41.8916,99,99,99,0.076,0.0544366197183098,0.0403502824858757,0.0318029556650246,16.8093,16.3016,16.1085,0.07825,0.0518450704225352,0.0372429378531073
ZTF,99,99,99,16.1454,15.5292,15.3057,15.2407,230.317,53.0628,99,99,99,0.0452,0.0325774647887324,0.0237401129943502,0.0189014778325123,16.1326,15.5397,15.3344,0.04655,0.0306338028169014,0.0224971751412429
ZTF,99,99,99,17.5771,17.0336,16.8093,16.7365,236.989,54.1798,99,99,99,0.0356,0.0257183098591549,0.0187401129943502,0.0149014778325123,17.5674,17.0354,16.842,0.0366499999999999,0.0244225352112676,0.0174971751412429
ZTF,99,99,99,17.1541,16.6357,16.4614,16.4128,246.895,70.1625,99,99,99,0.0808,0.0574366197183098,0.0423502824858757,0.0338029556650246,17.1536,16.6688,16.5028,0.0832,0.0548450704225352,0.0392429378531073
ZTF,99,99,99,16.662,16.2951,16.1926,16.1719,219.899,77.5792,99,99,99,0.1135999999999999,0.0811549295774648,0.0600903954802259,0.0474039408866995,16.6314,16.3387,16.2399,0.1168999999999999,0.0772676056338028,0.0557401129943502
ZTF,99,99,99,17.5345,16.8055,16.508,16.3776,226.813,52.2458,99,99,99,0.0692,0.0494366197183098,0.0364802259887005,0.0285024630541871,17.558,16.8138,16.5352,0.0712999999999999,0.0468450704225352,0.0339943502824858
ZTF,99,99,99,15.2787,15.0087,14.9366,14.9426,251.78,40.8345,99,99,99,0.0606,0.0425774647887324,0.0316101694915254,0.0252019704433497,15.2505,15.0515,14.9826,0.0624,0.0406338028169014,0.0297457627118644
ZTF,99,99,99,16.9741,16.6512,16.5403,16.5284,245.746,39.0985,99,99,99,0.024,0.0168591549295774,0.0127401129943502,0.0103004926108374,16.9532,16.6874,16.5901,0.02475,0.0162112676056338,0.0114971751412429
ZTF,99,99,99,17.4727,17.1084,16.9695,16.9393,224.857,27.1094,99,99,99,0.1184,0.0841549295774648,0.0620903954802259,0.0494039408866995,17.4489,17.1415,17.0083,0.12185,0.0802676056338028,0.0577401129943502
ZTF,99,99,99,16.292,15.8818,15.7388,15.6942,260.573,62.7109,99,99,99,0.0818,0.0584366197183098,0.0433502824858757,0.0345024630541871,16.2757,15.9132,15.7711,0.0842,0.0558450704225352,0.0402429378531073
ZTF,99,99,99,16.8286,16.3419,16.1375,16.0564,258.497,31.7976,99,99,99,0.126,0.0891549295774648,0.066090395480226,0.0527044334975369,16.8165,16.3609,16.1638,0.12975,0.0852676056338028,0.0617401129943502
ZTF,99,99,99,17.5157,16.9999,16.808,16.7383,263.568,55.449,99,99,99,0.1298,0.0920140845070422,0.068090395480226,0.0540049261083743,17.5206,17.0241,16.8259,0.1337,0.0874788732394366,0.0637401129943502
ZTF,99,99,99,17.9347,17.3398,17.0879,16.9903,255.878,50.6834,99,99,99,0.0904,0.0642957746478873,0.0473502824858757,0.0378029556650246,17.957,17.3684,17.187,0.0931,0.061056338028169,0.0442429378531073
ZTF,99,99,99,16.6669,16.2786,16.122,16.0854,250.256,18.1305,99,99,99,0.2694,0.1920281690140845,0.1419209039548022,0.1127093596059113,16.6483,16.311,16.1725,0.27735,0.1829577464788732,0.1319774011299435
ZTF,99,99,99,17.0147,16.3893,16.1105,16.0075,223.32,68.1608,99,99,99,0.0616,0.0435774647887324,0.0324802259887005,0.0255024630541871,17.0134,16.3927,16.1415,0.0634,0.0416338028169014,0.0299943502824858
ZTF,99,99,99,16.483,15.9949,15.8055,15.7513,248.749,59.2718,99,99,99,0.0558,0.0395774647887324,0.0296101694915254,0.0232019704433497,16.495,16.0169,15.8354,0.05745,0.0376338028169014,0.0277457627118644
ZTF,99,99,99,18.1253,17.6193,17.4131,17.3509,249.559,35.0323,99,99,99,0.0846,0.0602957746478873,0.0443502824858757,0.0348029556650246,18.1138,17.6398,17.4301,0.0871499999999999,0.057056338028169,0.0412429378531073
ZTF,99,99,99,16.3923,16.0128,15.8502,15.8062,251.833,50.9432,99,99,99,0.0972,0.0692957746478873,0.0513502824858757,0.041103448275862,16.3584,16.038,15.8977,0.10005,0.066056338028169,0.0482429378531073
