survey,D3YR-g,D3YR-r,D3YR-i,D3YR-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,D3YR-g_AV,D3YR-r_AV,D3YR-i_AV,D3YR-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
D3YR,17.7225,17.0561,16.8751,16.7846,17.6798,17.1173,16.8893,16.8165,41.5711,-1.95235,0.13825374999999998,0.09267605633802817,0.06769679849340866,0.052242819070180635,0.13697125,0.09701408450704227,0.07196045197740113,0.05700492610837438
D3YR,17.8714,17.0601,16.8052,16.6686,17.8202,17.1159,16.8168,16.6982,41.5679,-1.85657,0.15283750000000002,0.10191549295774649,0.07503389830508474,0.0580136215575955,0.1514125,0.10687323943661974,0.07983050847457628,0.06330541871921182
D3YR,18.9448,18.66,18.5933,18.5843,18.9353,18.6722,18.6014,18.6266,41.4158,-1.86868,0.13353125000000002,0.08967605633802817,0.06569679849340866,0.051242819070180634,0.13234375,0.09401408450704227,0.06996045197740113,0.05570443349753695
D3YR,16.8502,16.5191,16.4394,16.4204,16.8285,16.5443,16.4358,16.4345,41.9485,-1.17891,0.13153125000000002,0.08843661971830986,0.06435969868173258,0.050319218241042345,0.13034375,0.0921549295774648,0.068090395480226,0.054704433497536946
D3YR,17.0368,16.5771,16.4564,16.4183,17.0089,16.6144,16.4625,16.4396,41.9917,-1.24292,0.13725374999999998,0.09167605633802817,0.06735969868173258,0.052242819070180635,0.13597125,0.09601408450704227,0.07109039548022598,0.05670443349753695
D3YR,18.4969,17.6801,17.4067,17.2522,18.4346,17.7457,17.4443,17.3023,43.1819,-0.105439,0.18014375,0.12115492957746479,0.08837099811676083,0.06863162570328693,0.17848125,0.1267323943661972,0.09370056497175142,0.07460591133004926
D3YR,17.7891,17.1762,16.9916,16.8971,17.7333,17.2272,17.0059,16.931,43.1853,-0.0228346,0.1967275,0.13239436619718312,0.0967080979284369,0.07447882736156351,0.1949225,0.1385915492957747,0.10257062146892655,0.08120689655172414
D3YR,17.963,17.4365,17.2662,17.1864,17.9152,17.4913,17.2886,17.2108,43.1929,-0.0549806,0.185005,0.12439436619718311,0.09070809792843691,0.07063162570328693,0.183295,0.13059154929577468,0.09657062146892656,0.0769064039408867
D3YR,18.2144,17.3928,17.1238,16.9741,18.1373,17.4624,17.1606,17.022,43.2095,-0.108517,0.184005,0.12339436619718311,0.09037099811676083,0.06963162570328693,0.182295,0.12959154929577468,0.09570056497175142,0.0759064039408867
D3YR,17.6606,17.1969,17.0664,17.021,17.6267,17.2431,17.0835,17.0367,41.8554,-0.793275,0.13253125000000002,0.08867605633802816,0.06535969868173258,0.050319218241042345,0.13134375,0.09301408450704227,0.069090395480226,0.054704433497536946
D3YR,18.9654,18.3184,18.0892,17.9711,18.9166,18.3651,18.1262,18.0378,42.0742,-1.44338,0.14025374999999998,0.09391549295774648,0.06869679849340866,0.053166419899318924,0.13897125,0.09887323943661974,0.07296045197740113,0.058004926108374384
D3YR,18.9955,18.6697,18.5933,18.5807,18.9686,18.7031,18.5856,18.5848,42.075,-1.42817,0.14025374999999998,0.09391549295774648,0.06869679849340866,0.053166419899318924,0.13897125,0.09887323943661974,0.07296045197740113,0.058004926108374384
D3YR,17.4492,16.9844,16.8573,16.8091,17.4993,17.0327,16.8621,16.8352,40.959,0.0478455,0.09064124999999999,0.061197183098591554,0.044685499058380415,0.03477761326621261,0.08983375,0.06429577464788734,0.04735028248587571,0.03780295566502463
D3YR,17.8685,17.3959,17.2712,17.2187,17.832,17.4331,17.2755,17.2216,40.9967,0.139933,0.102225,0.06819718309859156,0.0500225988700565,0.038701214095350905,0.101275,0.07129577464788733,0.05322033898305085,0.04210344827586207
D3YR,17.343,16.9836,16.907,16.8934,17.3066,17.0124,16.9194,16.9051,40.9548,0.0510611,0.0945025,0.06395774647887324,0.04668549905838042,0.035777613266212614,0.09364750000000001,0.06643661971830987,0.04935028248587571,0.03910344827586207
D3YR,17.6301,16.8572,16.6192,16.4941,17.5737,16.9134,16.6361,16.5479,41.9796,0.142995,0.147115,0.09891549295774649,0.07203389830508475,0.056090020728457216,0.145785,0.10387323943661973,0.07683050847457627,0.06100492610837439
D3YR,17.8651,17.2831,17.1332,17.066,17.8292,17.3276,17.1437,17.1039,41.5207,-1.15029,0.106225,0.07119718309859156,0.0520225988700565,0.040624814924489196,0.105275,0.07429577464788734,0.05522033898305085,0.04410344827586207
D3YR,18.0497,17.5026,17.3243,17.2415,18.0089,17.547,17.3455,17.2749,41.9375,-0.588077,0.1129475,0.07543661971830987,0.05535969868173258,0.04254841575362748,0.1119025,0.0791549295774648,0.05909039548022599,0.0464039408866995
D3YR,17.7097,17.2445,17.1106,17.0608,17.6839,17.2821,17.1258,17.0714,42.0462,-0.534495,0.1169475,0.07843661971830987,0.05735969868173258,0.04447201658276577,0.11590249999999999,0.0821549295774648,0.06109039548022599,0.048403940886699505
D3YR,17.9089,17.2736,17.0401,16.906,17.8874,17.3334,17.0663,16.945,43.89,-0.678015,0.2171725,0.14563380281690141,0.10604519774011299,0.08224962984897839,0.2151775,0.15245070422535215,0.1124406779661017,0.08950738916256158
D3YR,16.9132,16.4186,16.2843,16.2237,16.8949,16.4581,16.2913,16.2379,43.8641,-0.674734,0.2171725,0.14563380281690141,0.10638229755178907,0.08224962984897839,0.2151775,0.15245070422535215,0.11331073446327684,0.08950738916256158
D3YR,17.531,17.0071,16.8568,16.7921,17.4604,17.0455,16.858,16.8067,40.9205,-1.58357,0.0945025,0.06319718309859156,0.04668549905838042,0.035777613266212614,0.09364750000000001,0.06629577464788734,0.04935028248587571,0.03910344827586207
D3YR,17.7874,17.3327,17.1905,17.1233,17.7593,17.3661,17.2014,17.1516,43.8283,-0.682492,0.2171725,0.14563380281690141,0.10638229755178907,0.08224962984897839,0.2151775,0.15245070422535215,0.11331073446327684,0.08950738916256158
D3YR,17.0699,16.6702,16.563,16.5245,17.0553,16.7103,16.5661,16.5524,40.7566,-0.11505,0.106225,0.07143661971830986,0.0520225988700565,0.040624814924489196,0.105275,0.07515492957746481,0.05522033898305085,0.04410344827586207
D3YR,18.9924,18.2108,17.9831,17.8626,18.9175,18.2646,17.9761,17.9015,40.8253,-0.00051132,0.10508624999999999,0.07043661971830986,0.0510225988700565,0.039701214095350906,0.10408875,0.0741549295774648,0.05422033898305085,0.04310344827586207
D3YR,18.5526,18.2787,18.0024,17.9777,18.6286,18.4011,18.1333,17.9186,40.7695,0.00151752,0.1119475,0.07519718309859155,0.0550225988700565,0.04254841575362748,0.1109025,0.07829577464788734,0.058220338983050846,0.0464039408866995
D3YR,18.3567,17.405,17.1071,16.9364,18.2678,17.4948,17.1419,17.0088,43.5085,0.468684,0.29609125,0.19859154929577466,0.14473069679849343,0.11218004145691443,0.29338375,0.207887323943662,0.1537909604519774,0.12231034482758621
D3YR,18.9946,18.6619,18.5738,18.5501,18.999,18.6714,18.5904,18.5795,43.0882,-0.132217,0.18114375,0.1213943661971831,0.08870809792843691,0.06870802487414865,0.17948125,0.12759154929577468,0.09457062146892656,0.0749064039408867
D3YR,18.5325,18.09,17.9602,17.9047,18.5038,18.142,17.9666,17.9344,43.0352,-0.859123,0.20458874999999999,0.13739436619718312,0.100045197740113,0.07740242819070181,0.20273625,0.14359154929577467,0.1064406779661017,0.08450738916256158
D3YR,18.5916,18.137,18.0039,17.9521,18.5703,18.1667,18.0271,17.9874,40.8015,-1.97472,0.09636375,0.06419718309859156,0.0470225988700565,0.036777613266212615,0.09546125,0.06729577464788734,0.050220338983050845,0.03980295566502463
D3YR,18.3752,17.4721,17.1809,17.0151,18.3295,17.5483,17.227,17.0752,43.0993,0.806735,0.25034,0.16811267605633803,0.12271939736346515,0.09479123482380812,0.24806,0.17616901408450705,0.130180790960452,0.1034088669950739
D3YR,17.8746,17.269,17.0808,16.9807,17.8277,17.3133,17.0889,17.0086,40.8778,0.168444,0.09836375,0.06619718309859156,0.04868549905838041,0.037701214095350905,0.09746125,0.06929577464788735,0.051350282485875705,0.04110344827586207
D3YR,18.0001,17.6161,17.4993,17.4677,17.9935,17.6632,17.4998,17.4951,40.8562,0.083263,0.09836375,0.06619718309859156,0.0480225988700565,0.037701214095350905,0.09746125,0.06929577464788735,0.051220338983050846,0.04110344827586207
D3YR,18.4904,17.914,17.7401,17.6542,18.4652,17.9473,17.7435,17.6859,40.8556,0.14585,0.09736375,0.06519718309859156,0.0480225988700565,0.036777613266212615,0.09646125,0.06829577464788734,0.051220338983050846,0.04010344827586207
D3YR,17.2438,16.752,16.6265,16.5732,17.2229,16.7866,16.6242,16.6044,40.9027,0.158991,0.099225,0.06619718309859156,0.04868549905838041,0.037701214095350905,0.098275,0.06929577464788735,0.051350282485875705,0.04110344827586207
D3YR,17.1465,16.5594,16.3951,16.3227,17.1051,16.6131,16.4114,16.3532,43.5275,-0.888765,0.20458874999999999,0.13739436619718312,0.100045197740113,0.07740242819070181,0.20273625,0.14359154929577467,0.1064406779661017,0.08450738916256158
D3YR,18.7566,18.1197,17.9115,17.8063,18.713,18.1698,17.9306,17.827,43.4998,-0.917242,0.1997275,0.13439436619718312,0.0977080979284369,0.07547882736156351,0.1979225,0.14059154929577466,0.10357062146892655,0.08220689655172414
D3YR,18.6792,18.2374,18.1,18.05,18.6213,18.2706,18.1249,18.0578,43.451,-0.90829,0.19486625000000002,0.13063380281690143,0.0957080979284369,0.07447882736156351,0.19310875000000002,0.13745070422535216,0.10157062146892655,0.0809064039408867
D3YR,17.9766,17.6728,17.5833,17.5634,17.9488,17.7029,17.5917,17.5812,43.3652,-0.828868,0.1977275,0.13239436619718312,0.0967080979284369,0.07540242819070181,0.1959225,0.1385915492957747,0.10257062146892655,0.0819064039408867
D3YR,17.1938,16.4388,16.2087,16.0932,17.1404,16.4979,16.2323,16.132,42.1993,-0.609081,0.145115,0.09691549295774649,0.07069679849340867,0.055166419899318926,0.143785,0.10187323943661973,0.07496045197740113,0.060004926108374386
D3YR,17.4202,17.0074,16.8974,16.8712,17.3745,17.0417,16.915,16.8795,43.3788,-0.82581,0.20058874999999998,0.13439436619718312,0.098045197740113,0.07640242819070181,0.19873625,0.14059154929577466,0.1044406779661017,0.08320689655172414
D3YR,18.7594,18.4347,18.3382,18.3024,18.7537,18.4592,18.3244,18.3397,42.599,0.20602,0.2191725,0.14687323943661973,0.10738229755178907,0.08317323067811666,0.2171775,0.1543098591549296,0.11431073446327684,0.09050738916256157
D3YR,18.8314,18.3815,18.2664,18.2275,18.811,18.4169,18.263,18.2381,41.8657,-0.613383,0.12180875,0.08167605633802817,0.05935969868173258,0.04639561741190406,0.12071625,0.08601408450704226,0.06309039548022599,0.05040394088669951
D3YR,18.145,17.584,17.3768,17.2669,18.1005,17.6292,17.4053,17.3044,43.4876,0.420198,0.28636875,0.19159154929577465,0.14039359698681733,0.10833283979863785,0.28375625,0.20088732394366202,0.14892090395480226,0.11800985221674877
D3YR,18.7664,17.9051,17.5879,17.4112,18.7378,17.9685,17.6179,17.4716,43.6437,0.354413,0.2550625,0.17111267605633804,0.12471939736346516,0.0967148356529464,0.2526875,0.17916901408450706,0.132180790960452,0.10540886699507389
D3YR,18.345,17.7678,17.5793,17.4915,18.3041,17.8073,17.6059,17.52,42.0113,-1.2661,0.13925374999999998,0.09367605633802817,0.06835969868173258,0.053166419899318924,0.13797125,0.09801408450704227,0.07209039548022599,0.05770443349753695
D3YR,18.1704,17.77,17.6654,17.6318,18.1346,17.7876,17.6673,17.6552,41.4983,-1.92686,0.13825374999999998,0.09267605633802817,0.06769679849340866,0.052242819070180635,0.13697125,0.09701408450704227,0.07196045197740113,0.05700492610837438
D3YR,18.6964,18.4086,18.3427,18.3377,18.6716,18.4312,18.3358,18.3448,40.3253,0.957309,0.12853125,0.08567605633802818,0.06269679849340866,0.04839561741190406,0.12734375,0.09001408450704226,0.06696045197740114,0.052704433497536944
D3YR,18.2773,17.674,17.4666,17.3648,18.2212,17.7095,17.4985,17.3992,40.6035,-1.95609,0.09636375,0.06419718309859156,0.0470225988700565,0.036777613266212615,0.09546125,0.06729577464788734,0.050220338983050845,0.03980295566502463
D3YR,17.4571,17.1825,17.1146,17.1093,17.4171,17.1915,17.1092,17.1173,40.6444,-1.94996,0.099225,0.06619718309859156,0.04868549905838041,0.037701214095350905,0.098275,0.06929577464788735,0.051350282485875705,0.04110344827586207
D3YR,16.9611,16.5157,16.3958,16.3622,16.9248,16.5381,16.4035,16.3831,40.6441,-1.96948,0.099225,0.06619718309859156,0.04868549905838041,0.037701214095350905,0.098275,0.06929577464788735,0.051350282485875705,0.04110344827586207
D3YR,18.0996,17.4069,17.1935,17.0844,18.0673,17.4551,17.2235,17.1256,40.5574,-1.95372,0.0935025,0.06319718309859156,0.045685499058380416,0.035777613266212614,0.09264750000000001,0.06629577464788734,0.04835028248587571,0.038802955665024626
D3YR,17.561,17.1828,17.0951,17.0756,17.5101,17.2112,17.0907,17.0872,40.5972,-0.43319,0.08764124999999999,0.058957746478873245,0.04268549905838041,0.03293041160793604,0.08683375,0.06143661971830987,0.045350282485875706,0.03610344827586207
D3YR,17.7329,17.2349,17.1073,17.0643,17.6861,17.2727,17.118,17.0758,40.7107,-0.434758,0.08864124999999999,0.05919718309859155,0.043685499058380414,0.03385401243707433,0.08783375,0.06229577464788734,0.04635028248587571,0.03680295566502463
