survey,KAIT1MO-B,KAIT1MO-V,KAIT1MO-R,KAIT1MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,KAIT1MO-B_AV,KAIT1MO-V_AV,KAIT1MO-R_AV,KAIT1MO-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
KAIT1MO,17.3095,16.723,16.2621,15.8889,16.9439,16.5097,16.3677,16.3434,103.326,50.0255,0.2991282051282051,0.23229,0.16486451612903225,0.1177167487684729,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
KAIT1MO,18.5302,17.8664,17.1941,16.7986,18.0795,17.5711,17.3193,17.2478,103.283,50.0247,0.29867948717948717,0.2313725,0.16486451612903225,0.1177167487684729,0.26940000000000003,0.19202816901408454,0.14192090395480225,0.11270935960591133
KAIT1MO,16.2267,15.6973,15.2334,14.8863,15.8929,15.4953,15.362,15.3345,103.312,50.0191,0.2991282051282051,0.23229,0.16486451612903225,0.1177167487684729,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
KAIT1MO,17.46,16.8313,16.2994,15.9231,17.0831,16.6219,16.457,16.405,103.223,50.0188,0.2991282051282051,0.23229,0.16486451612903225,0.1177167487684729,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
KAIT1MO,16.8067,16.1754,15.6694,15.2981,16.4157,15.9637,15.7715,15.7115,103.297,50.0182,0.2991282051282051,0.23229,0.16486451612903225,0.1177167487684729,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
KAIT1MO,17.7704,16.9696,16.3557,15.9693,17.3522,16.7612,16.5012,16.4087,103.249,50.0135,0.2991282051282051,0.23229,0.16486451612903225,0.1177167487684729,0.2696,0.19202816901408454,0.1420508474576271,0.11270935960591133
KAIT1MO,16.9614,16.2169,15.5929,15.1787,16.5116,15.9125,15.706,15.6131,103.341,50.0115,0.3021282051282051,0.2343725,0.16686451612903225,0.11871674876847291,0.2724,0.19402816901408454,0.14392090395480225,0.11370935960591133
KAIT1MO,16.1533,15.5923,15.164,14.7664,15.8331,15.4411,15.2976,15.2474,15.8161,32.2644,0.258474358974359,0.200795,0.14270322580645162,0.10202463054187193,0.2338,0.1663098591549296,0.12318079096045198,0.09780788177339901
KAIT1MO,16.7254,16.0546,15.4919,15.0787,16.2978,15.7805,15.572,15.4887,15.8935,32.254,0.251474358974359,0.1947125,0.1387032258064516,0.09902463054187192,0.22699999999999998,0.1613098591549296,0.11931073446327684,0.09480788177339901
KAIT1MO,18.4815,17.83,17.2797,16.7572,18.1294,17.602,17.3563,17.2438,15.8208,32.2482,0.266025641025641,0.20587750000000002,0.14696774193548387,0.10458866995073891,0.2396,0.1703098591549296,0.12618079096045198,0.10010837438423645
KAIT1MO,18.133,17.384,16.8378,16.4367,17.6954,17.1261,16.9388,16.8968,15.8411,32.2197,0.264474358974359,0.20487750000000002,0.14596774193548387,0.10458866995073891,0.2386,0.17016901408450705,0.12531073446327684,0.10010837438423645
KAIT1MO,18.2947,17.4509,16.7046,16.1055,17.8067,17.0664,16.7554,16.6323,15.9091,32.2027,0.260025641025641,0.201795,0.14333548387096773,0.10258866995073891,0.2348,0.16716901408450707,0.12331073446327684,0.09810837438423645
KAIT1MO,17.9185,17.3039,16.7972,16.3832,17.5556,17.1077,16.9257,16.8657,15.8521,32.1954,0.265474358974359,0.20587750000000002,0.14633548387096773,0.10458866995073891,0.2396,0.1703098591549296,0.12618079096045198,0.10010837438423645
KAIT1MO,16.4167,15.6835,15.1343,14.6468,15.9922,15.4546,15.2498,15.1732,15.8291,32.1945,0.265474358974359,0.20587750000000002,0.14633548387096773,0.10458866995073891,0.2396,0.1703098591549296,0.12618079096045198,0.10010837438423645
KAIT1MO,17.7375,17.0026,16.3564,15.9433,17.313,16.7073,16.4168,16.2921,339.92,8.63442,0.4180897435897436,0.324105,0.23108387096774194,0.16466502463054186,0.37720000000000004,0.2683239436619719,0.19914124293785312,0.1578128078817734
KAIT1MO,18.8804,17.9787,17.3404,16.9153,18.4063,17.6891,17.4247,17.3099,339.848,8.61565,0.4170897435897436,0.3240225,0.23008387096774194,0.16466502463054186,0.3764,0.2681830985915494,0.19827118644067798,0.1578128078817734
KAIT1MO,17.5521,16.7768,16.0893,15.6156,17.0733,16.4374,16.1522,16.0253,339.843,8.58662,0.43464102564102564,0.33727,0.23998064516129033,0.17122906403940885,0.3918,0.27904225352112677,0.2061412429378531,0.16411330049261083
KAIT1MO,17.9476,17.2417,16.646,16.0644,17.5697,16.983,16.7217,16.6006,339.863,8.5752,0.4521923076923077,0.35059999999999997,0.24961290322580645,0.17835714285714285,0.408,0.2900422535211268,0.21501129943502825,0.1707142857142857
KAIT1MO,17.2554,16.5109,16.005,15.4523,16.8047,16.2684,16.0069,15.9045,339.883,8.56097,0.4571923076923077,0.35468249999999996,0.2522451612903226,0.18035714285714285,0.4128,0.2930422535211268,0.21701129943502825,0.1727142857142857
KAIT1MO,17.1986,16.6586,16.1743,15.7413,16.8364,16.4391,16.2868,16.2395,24.366,5.89683,0.11896153846153847,0.0927325,0.0658516129032258,0.04694827586206897,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
KAIT1MO,17.8479,17.0612,16.3473,15.8471,17.3437,16.6793,16.4012,16.2646,24.3696,5.89896,0.11896153846153847,0.0927325,0.0658516129032258,0.04694827586206897,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
KAIT1MO,16.035,15.416,14.8844,14.5124,15.6284,15.1831,15.0103,14.9808,126.936,21.5199,0.14051282051282052,0.1090625,0.07748387096774194,0.05507635467980296,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT1MO,15.6969,15.1139,14.6047,14.2713,15.3249,14.8907,14.7599,14.7143,126.909,21.4985,0.14151282051282052,0.10998,0.07811612903225806,0.05607635467980295,0.1272,0.09101408450704226,0.067090395480226,0.053704433497536945
KAIT1MO,16.5927,15.8692,15.2553,14.836,16.1122,15.5557,15.3502,15.2887,126.92,21.4558,0.14006410256410257,0.1080625,0.07711612903225806,0.05507635467980296,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
KAIT1MO,16.239,15.5269,14.9558,14.6139,15.8104,15.2616,15.103,15.0727,126.871,21.4522,0.14006410256410257,0.10898,0.07748387096774194,0.05507635467980296,0.1262,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT1MO,17.622,16.8546,16.2511,15.7943,17.1817,16.5188,16.3318,16.2846,126.93,21.4978,0.14051282051282052,0.1090625,0.07748387096774194,0.05507635467980296,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT1MO,16.8851,16.3039,15.7817,15.4067,16.5244,16.0796,15.9212,15.8657,241.859,7.99276,0.15661538461538463,0.12131,0.08638064516129032,0.061640394088669954,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
KAIT1MO,16.8412,16.2143,15.6872,15.3371,16.4456,15.977,15.8422,15.8009,241.849,7.97319,0.15661538461538463,0.12131,0.08638064516129032,0.061640394088669954,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
KAIT1MO,17.4234,16.8817,16.3997,16.1057,17.1117,16.6781,16.5343,16.4879,241.85,7.97007,0.15206410256410255,0.118145,0.0837483870967742,0.05964039408866995,0.13679999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
KAIT1MO,17.7654,17.2334,16.7233,16.4148,17.4548,17.0161,16.834,16.7708,241.803,7.95748,0.16261538461538463,0.12631,0.08938064516129032,0.06364039408866995,0.1464,0.10401408450704226,0.07696045197740113,0.06100492610837439
KAIT1MO,17.5561,16.8264,16.3021,15.8487,17.1845,16.624,16.3592,16.2377,241.835,7.94056,0.15506410256410255,0.12022749999999999,0.0857483870967742,0.061076354679802956,0.1396,0.09901408450704227,0.07396045197740113,0.05870443349753695
KAIT1MO,16.289,15.7156,15.2362,14.9365,15.9376,15.5281,15.3867,15.3443,241.793,7.93148,0.15961538461538463,0.12331,0.0877483870967742,0.06264039408866995,0.1434,0.10201408450704226,0.07596045197740113,0.060004926108374386
KAIT1MO,18.0073,17.4831,16.8706,16.3853,17.7069,17.2253,17.0394,16.9615,241.853,7.942,0.15306410256410255,0.1192275,0.0847483870967742,0.060640394088669954,0.1386,0.09801408450704227,0.07296045197740113,0.058004926108374384
KAIT1MO,17.9166,17.2379,16.6572,16.2574,17.5424,17.0006,16.8037,16.7208,241.781,7.93847,0.16006410256410256,0.12431,0.08838064516129032,0.06320443349753695,0.1444,0.10287323943661973,0.07596045197740113,0.06030541871921183
KAIT1MO,17.007,16.1843,15.4799,14.9659,16.5141,15.8157,15.5084,15.3924,163.686,61.3204,0.05120512820512821,0.0397425,0.028793548387096773,0.02025615763546798,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
KAIT1MO,17.7355,17.0287,16.5063,16.026,17.2956,16.7854,16.5499,16.4675,163.614,61.3039,0.05120512820512821,0.0397425,0.028161290322580645,0.02025615763546798,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
KAIT1MO,16.1424,15.7113,15.3201,14.9729,15.8494,15.5613,15.4975,15.5106,140.526,51.0398,0.055205128205128205,0.0427425,0.029793548387096774,0.021692118226600984,0.0492,0.0355774647887324,0.02574011299435028,0.020901477832512314
KAIT1MO,17.254,16.5613,15.9389,15.5076,16.813,16.2549,16.0187,15.9262,140.424,51.0257,0.0582051282051282,0.044907499999999996,0.03242580645161291,0.023256157635467983,0.0528,0.037577464788732404,0.027610169491525425,0.022201970443349754
KAIT1MO,17.3332,16.8634,16.477,16.1154,17.0339,16.7356,16.6235,16.605,211.612,-5.45106,0.08630769230769231,0.06632,0.04732258064516129,0.033820197044334976,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
KAIT1MO,17.5015,16.915,16.44,16.0316,17.2182,16.7712,16.5837,16.5266,263.891,60.8636,0.1977179487179487,0.1528875,0.10890967741935484,0.07776847290640394,0.178,0.1267323943661972,0.09370056497175142,0.07460591133004926
KAIT1MO,16.323,15.7875,15.3199,14.9153,16.0542,15.6431,15.4826,15.4394,263.988,60.8589,0.21026923076923076,0.1630525,0.11554193548387097,0.08289655172413793,0.18960000000000002,0.1345915492957747,0.09957062146892656,0.07920689655172414
KAIT1MO,18.3725,18.0072,17.5886,17.2484,18.1947,17.8921,17.7782,17.7555,263.809,60.8367,0.17716666666666667,0.1375575,0.09801290322580644,0.07020443349753694,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
KAIT1MO,15.7569,15.1002,14.5568,14.1825,15.3829,14.8764,14.6974,14.6433,263.834,60.8357,0.17716666666666667,0.1375575,0.09801290322580644,0.07020443349753694,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
KAIT1MO,15.5715,15.1238,14.725,14.4053,15.2825,14.9775,14.8776,14.8552,263.835,60.7936,0.17416666666666666,0.1355575,0.09601290322580645,0.06920443349753694,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT1MO,16.3826,15.797,15.3078,14.9597,16.0293,15.5963,15.4649,15.4262,263.836,60.7914,0.17416666666666666,0.1355575,0.09601290322580645,0.06920443349753694,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT1MO,18.5131,17.8853,17.2979,17.0649,18.1121,17.6107,17.4294,17.3945,263.874,60.7899,0.18871794871794872,0.14672249999999998,0.10427741935483871,0.07476847290640394,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
KAIT1MO,17.8321,17.2412,16.7128,16.3576,17.5133,17.0763,16.8893,16.8377,263.804,60.7873,0.17416666666666666,0.1355575,0.09601290322580645,0.06920443349753694,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT1MO,18.4463,17.8115,17.2039,16.8045,18.0579,17.5454,17.3491,17.2715,227.881,13.5256,0.14051282051282052,0.1090625,0.07748387096774194,0.05507635467980296,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT1MO,15.6794,15.0639,14.5608,14.246,15.3003,14.8907,14.743,14.7063,227.843,13.5059,0.14006410256410257,0.1080625,0.07711612903225806,0.05507635467980296,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
KAIT1MO,15.9868,15.3661,14.8557,14.4634,15.6054,15.1578,14.9866,14.9291,227.865,13.4969,0.13951282051282052,0.1080625,0.07711612903225806,0.05507635467980296,0.126,0.0891549295774648,0.066090395480226,0.052704433497536944
KAIT1MO,18.5909,17.8042,17.1588,16.8193,18.1087,17.5061,17.2582,17.1536,22.8731,14.3153,0.17216666666666666,0.133475,0.09501290322580645,0.06820443349753694,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
KAIT1MO,18.4732,17.7822,17.2792,16.6921,18.0585,17.5506,17.3655,17.3119,22.8658,14.3101,0.17216666666666666,0.133475,0.09501290322580645,0.06820443349753694,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
KAIT1MO,17.802,17.2199,16.7331,16.4598,17.3848,17.0318,16.9101,16.8754,22.8498,14.3086,0.16516666666666668,0.1283925,0.09138064516129032,0.06520443349753695,0.1492,0.10587323943661973,0.07883050847457627,0.06230541871921182
KAIT1MO,16.1257,15.5041,14.9784,14.5564,15.7418,15.2729,15.1023,15.0502,38.527,21.0035,0.3969871794871795,0.307775,0.21881935483870968,0.15610098522167487,0.358,0.2544647887323944,0.18840112994350283,0.14951231527093595
KAIT1MO,17.2115,16.5416,15.9907,15.5764,16.7993,16.3032,16.12,16.0561,38.4738,20.9483,0.37743589743589745,0.2925275,0.20855483870967742,0.14853694581280788,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
KAIT1MO,16.4731,15.7997,15.2629,14.8483,16.0457,15.5478,15.3714,15.2995,38.5187,20.943,0.37743589743589745,0.2925275,0.20855483870967742,0.14853694581280788,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
KAIT1MO,18.4921,17.8003,17.2039,16.6802,18.1142,17.4882,17.2248,17.0975,38.5341,20.9642,0.38043589743589745,0.2955275,0.20955483870967742,0.1501009852216749,0.34359999999999996,0.2444647887323944,0.18053107344632768,0.14351231527093597
KAIT1MO,18.2451,17.4233,16.8146,16.3816,17.7451,17.1506,16.9043,16.796,20.7038,33.5176,0.2529230769230769,0.19663,0.13970322580645161,0.10002463054187193,0.2282,0.1623098591549296,0.12031073446327684,0.09580788177339901
KAIT1MO,18.0424,17.4269,17.0242,16.6926,17.7374,17.3364,17.191,17.1676,20.6793,33.5129,0.250474358974359,0.19463,0.13807096774193547,0.09902463054187192,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
KAIT1MO,18.0861,17.3749,16.8109,16.3709,17.701,17.1824,16.9806,16.9112,20.6769,33.5048,0.250474358974359,0.19463,0.13807096774193547,0.09902463054187192,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
KAIT1MO,16.6439,15.9872,15.5017,15.2034,16.2171,15.7509,15.5979,15.5578,20.7345,33.4912,0.2539230769230769,0.1967125,0.13970322580645161,0.10002463054187193,0.22899999999999998,0.1633098591549296,0.12031073446327684,0.09580788177339901
KAIT1MO,17.6117,16.9338,16.3142,15.9502,17.1749,16.6036,16.3738,16.2964,20.7592,33.4738,0.252474358974359,0.19563,0.13907096774193548,0.09902463054187192,0.22719999999999999,0.1623098591549296,0.12031073446327684,0.09480788177339901
KAIT1MO,16.0682,15.5344,14.931,14.6473,15.7067,15.2724,15.1017,15.07,146.052,-21.2672,0.21182051282051284,0.1640525,0.11654193548387097,0.08333251231527093,0.19060000000000002,0.1355915492957747,0.10057062146892655,0.0799064039408867
KAIT1MO,16.1565,15.7272,15.244,14.9643,15.8484,15.5212,15.3874,15.3704,146.08,-21.2952,0.20326923076923076,0.15788750000000001,0.11190967741935484,0.08033251231527093,0.183,0.13059154929577468,0.09657062146892656,0.0769064039408867
KAIT1MO,17.7607,17.1013,16.4917,16.2349,17.3472,16.8373,16.6526,16.621,146.093,-21.3034,0.19926923076923075,0.1548875,0.10990967741935484,0.07833251231527094,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT1MO,16.1591,15.7069,15.1734,14.8308,15.8287,15.4617,15.32,15.3061,146.095,-21.3095,0.19926923076923075,0.1548875,0.10990967741935484,0.07833251231527094,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT1MO,17.7041,16.9657,16.3797,16.0262,17.282,16.7286,16.5271,16.451,37.8804,39.4319,0.19571794871794873,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT1MO,18.4157,17.7844,17.3103,16.9692,18.0379,17.6179,17.4846,17.4403,37.9114,39.4269,0.19626923076923078,0.1518875,0.10827741935483871,0.07733251231527094,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
KAIT1MO,16.298,15.6325,15.1455,14.7884,15.9211,15.4493,15.3111,15.2774,37.8672,39.425,0.19271794871794873,0.149805,0.10627741935483871,0.07576847290640394,0.1742,0.12373239436619721,0.09170056497175141,0.07260591133004926
KAIT1MO,18.2042,17.587,17.1665,16.8633,17.8617,17.4424,17.2916,17.2254,37.934,39.4244,0.19526923076923078,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.12559154929577468,0.09270056497175141,0.07360591133004926
KAIT1MO,17.4184,16.9873,16.5914,16.2414,17.1533,16.8687,16.7606,16.7332,37.8901,39.4238,0.19571794871794873,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT1MO,17.9379,17.0775,16.4333,15.9854,17.4543,16.7794,16.5072,16.3932,37.8507,39.4192,0.19371794871794873,0.1498875,0.10690967741935484,0.07633251231527094,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
KAIT1MO,17.0413,16.5821,16.1901,15.8965,16.7669,16.4636,16.3649,16.3589,37.8682,39.4084,0.19571794871794873,0.151805,0.10790967741935484,0.07733251231527094,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT1MO,17.086,16.5039,15.9923,15.6271,16.7041,16.2713,16.1128,16.0461,37.9542,39.4083,0.19626923076923078,0.1518875,0.10827741935483871,0.07733251231527094,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
KAIT1MO,16.3362,15.8296,15.39,15.015,16.0332,15.6725,15.5364,15.5012,37.879,39.4016,0.19571794871794873,0.151805,0.10790967741935484,0.07733251231527094,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT1MO,17.1417,16.686,16.2823,15.8977,16.9185,16.5746,16.4796,16.4555,37.9629,39.3944,0.19671794871794873,0.152805,0.10827741935483871,0.07733251231527094,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
KAIT1MO,17.7165,16.8797,16.1832,15.6984,17.1913,16.505,16.2553,16.1569,37.9061,39.3935,0.19826923076923075,0.1538875,0.10890967741935484,0.07833251231527094,0.179,0.1267323943661972,0.09370056497175142,0.0749064039408867
KAIT1MO,16.4154,15.8184,15.3689,15.0128,16.0472,15.6416,15.4986,15.4601,37.8586,39.3755,0.19371794871794873,0.1498875,0.10690967741935484,0.07633251231527094,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
KAIT1MO,17.989,17.4341,16.9623,16.4724,17.6341,17.2326,17.101,17.0456,37.9398,39.3792,0.19671794871794873,0.152805,0.10827741935483871,0.07733251231527094,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
KAIT1MO,16.7046,16.313,15.9278,15.5288,16.3984,16.1398,16.0391,15.981,37.9549,39.3658,0.19471794871794873,0.1508875,0.10727741935483871,0.07676847290640394,0.176,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT1MO,17.6701,16.8667,16.2468,15.8063,17.1697,16.559,16.3128,16.1936,37.906,39.365,0.19571794871794873,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT1MO,18.5453,18.0027,17.4605,17.0671,18.1942,17.7726,17.6029,17.5379,37.9191,39.3631,0.19571794871794873,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT1MO,17.7438,17.2706,16.7978,16.3403,17.4712,17.0782,16.9419,16.9059,37.9166,39.3539,0.19571794871794873,0.151805,0.10790967741935484,0.07676847290640394,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT1MO,17.8858,17.2273,16.6838,16.1746,17.5031,16.9906,16.8077,16.7255,37.9173,39.345,0.19171794871794873,0.148805,0.10590967741935484,0.07576847290640394,0.1732,0.1227323943661972,0.09070056497175141,0.07260591133004926
KAIT1MO,16.5701,15.7851,15.1965,14.7178,16.1143,15.5196,15.2813,15.1792,37.8775,39.3392,0.19071794871794873,0.147805,0.10527741935483871,0.07533251231527094,0.1722,0.1227323943661972,0.09070056497175141,0.07190640394088671
KAIT1MO,16.7868,16.1195,15.5983,15.1415,16.3823,15.876,15.6474,15.5456,269.449,27.8854,0.19926923076923075,0.1548875,0.10990967741935484,0.07833251231527094,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT1MO,16.9113,16.36,15.9273,15.5815,16.55,16.1816,16.0522,16.0215,269.378,27.8832,0.19471794871794873,0.150805,0.10727741935483871,0.07676847290640394,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT1MO,17.7813,17.23,16.8563,16.4933,17.4146,17.0844,16.9416,16.9112,269.398,27.8655,0.19571794871794873,0.151805,0.10790967741935484,0.07733251231527094,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT1MO,18.4433,17.7532,17.112,16.6813,18.0313,17.4176,17.1896,17.0996,269.411,27.858,0.20026923076923075,0.1558875,0.11090967741935484,0.07933251231527094,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
KAIT1MO,16.5518,16.0136,15.5624,15.1937,16.1862,15.8094,15.6714,15.6398,269.413,27.8483,0.20026923076923075,0.1558875,0.11090967741935484,0.07933251231527094,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
KAIT1MO,17.7182,17.2116,16.8665,16.4281,17.3646,17.0144,16.8919,16.8725,269.368,27.8394,0.19471794871794873,0.150805,0.10727741935483871,0.07676847290640394,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT1MO,18.3088,17.5028,17.015,16.6126,17.6889,17.2424,17.0954,17.055,269.391,27.8567,0.1977179487179487,0.153805,0.10890967741935484,0.07776847290640394,0.1782,0.1267323943661972,0.09370056497175142,0.07460591133004926
KAIT1MO,18.1506,17.7678,17.3568,16.9988,17.8702,17.5903,17.4706,17.4513,269.363,27.8341,0.19471794871794873,0.150805,0.10727741935483871,0.07676847290640394,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT1MO,16.0559,15.4914,15.0406,14.6761,15.6615,15.2838,15.1478,15.1257,269.462,27.8317,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,16.7509,16.2601,15.8801,15.5264,16.4083,16.1101,16.0147,16.0092,269.458,27.8257,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,17.872,17.1512,16.6271,16.284,17.4247,16.8791,16.6919,16.6302,269.451,27.8238,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,17.4665,16.5744,15.823,15.2511,16.8989,16.157,15.8452,15.7013,269.365,27.8229,0.19471794871794873,0.150805,0.10727741935483871,0.07676847290640394,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT1MO,17.5333,16.7967,16.2366,15.7405,17.0449,16.5056,16.2797,16.1903,269.437,27.82,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,17.5426,16.8736,16.3298,15.9352,17.054,16.6021,16.4267,16.363,269.452,27.8173,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,17.6498,17.0378,16.5738,16.1558,17.2446,16.8603,16.7104,16.6761,269.397,27.8158,0.1997179487179487,0.1548875,0.10990967741935484,0.07876847290640394,0.18,0.12859154929577468,0.09470056497175142,0.07560591133004926
KAIT1MO,18.2347,17.4462,16.7122,16.2493,17.7689,17.0797,16.8079,16.707,269.459,27.8144,0.20226923076923076,0.15697,0.11190967741935484,0.08033251231527093,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT1MO,17.3881,16.7516,16.2395,15.8538,16.9397,16.4803,16.3085,16.2626,269.435,27.8131,0.19926923076923075,0.1548875,0.10990967741935484,0.07833251231527094,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
