survey,CFA4P2-B,CFA4P2-V,CFA4P2-r,CFA4P2-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P2-B_AV,CFA4P2-V_AV,CFA4P2-r_AV,CFA4P2-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
CFA4,16.7916,16.154,15.9477,15.7721,16.4065,15.945,15.7915,15.759,5.74601,7.02472,0.09171474358974359,0.07243999999999999,0.05889577464788733,0.043559322033898305,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
CFA4,18.1264,17.4452,17.1752,16.9568,17.702,17.1822,16.983,16.9011,5.74423,7.05126,0.09171474358974359,0.07243999999999999,0.05889577464788733,0.043559322033898305,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
CFA4,17.3217,16.6178,16.357,16.1007,16.9164,16.3502,16.1257,16.0391,5.74094,7.01753,0.09171474358974359,0.07243999999999999,0.05889577464788733,0.043559322033898305,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
CFA4,16.3557,15.6265,15.3606,15.1288,15.9208,15.3617,15.1531,15.0855,5.72999,7.00704,0.09271474358974359,0.07253,0.05961971830985916,0.043559322033898305,0.0846,0.06029577464788734,0.044350282485875706,0.03580295566502463
CFA4,15.3444,14.9417,14.8329,14.7175,15.0787,14.8155,14.7277,14.7191,5.72703,6.95698,0.08971474358974359,0.07044,0.05761971830985916,0.042559322033898304,0.08180000000000001,0.058295774647887336,0.043350282485875705,0.03380295566502463
CFA4,15.7468,15.1528,14.9814,14.8201,15.3915,14.9704,14.8473,14.8256,5.70231,7.03266,0.09471474358974359,0.07443999999999999,0.06061971830985916,0.044559322033898306,0.0858,0.06129577464788734,0.045350282485875706,0.03580295566502463
CFA4,18.2006,17.4617,17.1599,16.9109,17.7337,17.1733,16.9364,16.8548,5.69652,6.98727,0.09371474358974359,0.07353,0.06061971830985916,0.044559322033898306,0.0856,0.06129577464788734,0.045350282485875706,0.03580295566502463
CFA4,17.9562,17.0365,16.6834,16.4007,17.412,16.6743,16.405,16.323,161.74,26.5637,0.1141025641025641,0.08979999999999999,0.07361971830985917,0.054271186440677965,0.104,0.07429577464788734,0.05522033898305085,0.04340394088669951
CFA4,16.2674,15.6027,15.38,15.1932,15.841,15.3691,15.1936,15.1346,161.739,26.5349,0.11249038461538462,0.08879999999999999,0.07261971830985917,0.053271186440677964,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
CFA4,16.3884,15.5806,15.2911,15.043,15.9019,15.2842,15.0626,14.9791,161.723,26.5715,0.11549038461538462,0.09089,0.074343661971831,0.054271186440677965,0.1058,0.07515492957746481,0.05522033898305085,0.04410344827586207
CFA4,17.0025,16.4234,16.2448,16.0784,16.5985,16.2162,16.0636,16.003,161.7,26.5227,0.1131025641025641,0.08879999999999999,0.07261971830985917,0.053271186440677964,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
CFA4,16.7209,15.9759,15.7018,15.4701,16.2594,15.6929,15.4742,15.3972,348.853,18.9349,0.44779807692307694,0.35219999999999996,0.2879267605633803,0.2113728813559322,0.409,0.2909014084507043,0.21501129943502825,0.1707142857142857
CFA4,16.626,15.8819,15.6119,15.3515,16.2009,15.6173,15.3916,15.2997,348.764,19.0846,0.5305128205128206,0.41755,0.3410985915492958,0.2509322033898305,0.485,0.34447887323943666,0.25536158192090397,0.2032167487684729
CFA4,16.3434,15.5356,15.2379,14.9857,15.8512,15.2197,14.9816,14.8801,348.76,18.9939,0.5037371794871794,0.3961,0.324374647887324,0.23822033898305084,0.45999999999999996,0.3276197183098592,0.24249152542372882,0.19261576354679802
CFA4,16.7587,16.1814,16.0007,15.7985,16.4131,15.9937,15.8347,15.7755,220.667,-17.2216,0.35108333333333336,0.27567,0.22558309859154932,0.1658135593220339,0.3204,0.22774647887323948,0.16866101694915256,0.1339113300492611
CFA4,17.3981,16.8321,16.6781,16.5014,17.1993,16.7835,16.6072,16.5382,220.642,-17.2348,0.35208333333333336,0.27667,0.22630704225352116,0.16652542372881354,0.3214,0.22860563380281695,0.16953107344632767,0.13461083743842364
CFA4,16.7984,16.0324,15.7655,15.5051,16.3589,15.7564,15.5223,15.4225,220.628,-17.2826,0.35447115384615385,0.27867000000000003,0.22830704225352116,0.16752542372881354,0.3234,0.23060563380281696,0.17053107344632767,0.13561083743842364
CFA4,16.5424,15.8943,15.6839,15.4878,16.1504,15.6755,15.517,15.4676,38.2438,0.55225,0.0877147435897436,0.06935000000000001,0.056619718309859166,0.041559322033898304,0.08,0.057295774647887335,0.042350282485875704,0.03350246305418719
CFA4,15.5059,14.9722,14.8152,14.6855,15.168,14.8148,14.6966,14.6865,38.2344,0.529997,0.08632692307692308,0.06835000000000001,0.05589577464788733,0.040847457627118645,0.079,0.05643661971830987,0.04148022598870057,0.03280295566502463
CFA4,16.744,16.2619,16.1058,15.9537,16.4596,16.1182,15.9966,15.9715,38.2203,0.66086,0.0967147435897436,0.07561999999999999,0.06189577464788733,0.04555932203389831,0.08839999999999999,0.06243661971830987,0.04635028248587571,0.03680295566502463
CFA4,17.4012,16.7689,16.5379,16.345,17.0033,16.5407,16.3614,16.3126,38.1839,0.623914,0.1007147435897436,0.07862,0.06461971830985917,0.04755932203389831,0.0914,0.06529577464788734,0.04835028248587571,0.03810344827586207
CFA4,16.4627,15.674,15.3979,15.1508,15.9775,15.3793,15.1377,15.0455,38.1339,0.592973,0.09471474358974359,0.07453,0.060895774647887334,0.044559322033898306,0.0866,0.06143661971830987,0.045350282485875706,0.03610344827586207
CFA4,16.9436,16.4667,16.3415,16.2087,16.612,16.299,16.173,16.1667,38.1012,0.586603,0.09471474358974359,0.07453,0.060895774647887334,0.044559322033898306,0.0866,0.06143661971830987,0.045350282485875706,0.03580295566502463
CFA4,16.8303,16.0294,15.7358,15.5041,16.3317,15.7291,15.5069,15.4303,256.008,31.4181,0.11110256410256411,0.08779999999999999,0.07161971830985916,0.052271186440677964,0.102,0.07229577464788733,0.05322033898305085,0.04240394088669951
CFA4,17.0483,16.4422,16.2399,16.0715,16.6326,16.2229,16.055,16.0143,256.008,31.4132,0.1131025641025641,0.08879999999999999,0.07261971830985917,0.053271186440677964,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
