FGCM_ID,RA,DEC,FLAG,MAG_STD_G,MAG_STD_R,MAG_STD_I,MAG_STD_Z,MAG_STD_Y,MAGERR_STD_G,MAGERR_STD_R,MAGERR_STD_I,MAGERR_STD_Z,MAGERR_STD_Y,NGOOD_G,NGOOD_R,NGOOD_I,NGOOD_Z,NGOOD_Y,SOURCEID,GAIA_ATLAS-c,GAIA_ATLAS-o
457164,45.6288,4.78263,0,18.5515,17.932,17.6852,17.5467,17.5349,0.00351588,0.00252974,0.00242487,0.0029544,0.00745357,1,1,1,1,1,-999,-999,-999
456602,45.6071,4.80288,0,19.0332,18.4467,18.2278,18.0996,18.0992,0.00460653,0.00329067,0.0032469,0.00419401,0.0112638,1,1,1,1,1,-999,-999,-999
457174,45.5994,4.81413,0,19.1517,18.3788,18.0899,17.9153,17.8828,0.00494277,0.00317285,0.00300142,0.00371379,0.00958654,1,1,1,1,1,-999,-999,-999
457094,45.5843,4.81627,0,18.7631,18.2793,18.1006,18.0136,18.0117,0.0039463,0.00300934,0.00302111,0.00396077,0.010546,1,1,1,1,1,-999,-999,-999
456732,45.5111,4.42584,0,19.0874,18.5968,18.4133,18.3254,18.3528,0.00474997,0.00358205,0.00271598,0.00489205,0.0136939,1,1,2,1,1,-999,-999,-999
457036,45.6176,4.9977,0,17.8965,17.0148,16.7253,16.557,16.539,0.00254408,0.0017404,0.00163086,0.00179464,0.00388503,1,1,1,1,1,-999,-999,-999
457035,45.6175,5.0027,0,19.1349,18.1155,17.7817,17.5804,17.5563,0.00490264,0.00277185,0.00254621,0.00301975,0.00758711,1,1,1,1,1,-999,-999,-999
457149,45.5252,4.71738,0,18.3386,17.7982,17.5967,17.4814,17.499,0.00314473,0.00237618,0.00232258,0.00284321,0.00726391,1,1,1,1,1,-999,-999,-999
457026,45.5465,4.80995,0,19.1918,18.5263,18.2856,18.1661,18.1681,0.00506164,0.00343778,0.00335776,0.00438682,0.0118683,1,1,1,1,1,-999,-999,-999
456689,45.5059,4.66895,0,18.6127,17.8275,17.561,17.4081,17.3879,0.00364084,0.00241228,0.00228589,0.00272233,0.00673343,1,1,1,1,1,-999,-999,-999
456565,45.4847,4.59393,0,17.7612,17.057,16.7884,16.6463,16.6289,0.00239445,0.0017659,0.00120859,0.00185887,0.00409831,1,1,2,1,1,3685361113443072,17.4657,16.9715
457227,45.4921,4.65027,0,18.2269,17.5354,17.3007,17.1723,17.1416,0.00297783,0.00212038,0.00203131,0.00239142,0.00569381,1,1,1,1,1,3732738897276800,17.9292,17.4645
456863,45.4845,4.63071,0,17.9706,17.0503,16.7424,16.5599,16.5191,0.0026329,0.0017621,0.00164111,0.00179282,0.00383518,1,1,1,1,1,3732502674457472,17.58,16.959
456859,45.478,4.64116,0,18.9193,18.2718,18.0416,17.9048,17.8858,0.00432025,0.00300272,0.00292736,0.00368415,0.00961735,1,1,1,1,1,-999,-999,-999
456575,45.4596,4.58985,0,19.0402,18.2197,17.9229,17.7559,17.7181,0.00463621,0.00292329,0.00203474,0.00335155,0.00850876,1,1,2,1,1,-999,-999,-999
457226,45.4873,4.80698,0,18.7165,18.0087,17.7463,17.6024,17.5873,0.00384693,0.00262511,0.00250009,0.00305437,0.00773594,1,1,1,1,1,-999,-999,-999
456528,45.4388,4.60931,0,18.9061,18.1862,17.9438,17.807,17.7878,0.00428825,0.00287295,0.00205882,0.003461,0.00894967,1,1,2,1,1,-999,-999,-999
457163,45.466,4.77902,0,19.629,18.9839,18.7377,18.5905,18.5905,0.0066389,0.0044793,0.00443115,0.00591543,0.0164969,1,1,1,1,1,-999,-999,-999
456580,45.4151,4.62197,0,18.8816,18.3137,18.1171,18.0143,17.988,0.00422713,0.0030691,0.00227242,0.00395727,0.0103769,1,1,2,1,1,-999,-999,-999
456398,45.4126,4.61168,0,18.6391,17.6292,17.2547,17.0351,16.9768,0.00369541,0.00220777,0.00145685,0.00222755,0.0051076,1,1,2,1,1,-999,-999,-999
685380,150.023,3.44243,0,18.2116,17.5393,17.3525,17.252,17.2477,0.00214515,0.00203308,0.00196289,0.00270462,0.00660397,2,1,1,1,1,3848507850763037312,17.9332,17.4859
686517,149.893,3.43636,0,19.3497,18.3726,18.0692,17.9126,17.9062,0.00396841,0.00292612,0.00270758,0.004075,0.0106096,2,1,1,1,1,-999,-999,-999
686542,149.749,3.432,0,18.7863,18.367,18.272,18.2414,18.2838,0.00287137,0.00291714,0.0030097,0.00511033,0.0141658,2,1,1,1,1,-999,-999,-999
685331,150.003,3.435,0,18.5435,17.8337,17.629,17.5123,17.524,0.00253279,0.00228726,0.00220183,0.00315503,0.00802104,2,1,1,1,1,-999,-999,-999
685377,150.209,3.43102,0,18.5513,18.2958,18.2734,18.1249,18.0705,0.00254769,0.00281673,0.00301378,0.00471321,0.0120344,2,1,1,1,1,-999,-999,-999
919287,150.382,3.43235,0,17.8593,17.3097,17.1602,17.0935,17.0934,0.00182339,0.00187071,0.00182402,0.0024756,0.00593969,2,1,1,1,1,3836500049915990528,17.6234,17.2686
685775,150.197,3.42394,0,17.8726,17.4137,17.2931,17.2476,17.2807,0.00250692,0.00194054,0.00191849,0.00269781,0.00675427,1,1,1,1,1,3848504522163317888,17.6833,17.3933
686540,149.772,3.40719,0,18.4836,17.8179,17.6324,17.541,17.5553,0.00245053,0.00227289,0.00220401,0.00320889,0.00819586,2,1,1,1,1,-999,-999,-999
685843,150.012,3.4066,0,18.7921,17.8945,17.5457,17.3557,17.3063,0.00288996,0.00234726,0.00212336,0.00287201,0.00688058,2,1,1,1,1,-999,-999,-999
916854,150.467,3.42237,0,19.0051,18.2228,17.9779,17.8539,17.8328,0.00324907,0.00272156,0.0025861,0.00392107,0.0100507,2,1,1,1,1,-999,-999,-999
686694,149.79,3.39528,0,18.9127,18.5607,18.46,18.4379,18.5092,0.00307734,0.00321437,0.00333477,0.00588564,0.0169271,2,1,1,1,1,-999,-999,-999
919277,150.351,3.41145,0,18.6397,18.0567,17.85,17.7475,17.7648,0.00266084,0.00252083,0.00243205,0.0036575,0.00955159,2,1,1,1,1,-999,-999,-999
686525,149.888,3.39585,0,17.7395,17.1532,16.9508,16.8529,16.8567,0.00237115,0.00177533,0.00169756,0.00218327,0.0050737,1,1,1,1,1,3848495378177573888,17.5005,17.0982
919275,150.346,3.40689,0,18.4637,17.4609,17.1035,16.9175,16.8801,0.00242969,0.0019748,0.0017865,0.0022566,0.00515598,2,1,1,1,1,3836500634031538304,18.0182,17.3554
685346,150.153,3.39618,0,18.6795,18.4381,18.3741,18.3562,18.4306,0.00271732,0.00301997,0.00318285,0.00555126,0.0159123,2,1,1,1,1,-999,-999,-999
916986,150.526,3.40069,0,19.02,17.9874,17.6265,17.4397,17.4171,0.00327358,0.00244447,0.00219601,0.00301852,0.00743176,2,1,1,1,1,-999,-999,-999
916878,150.438,3.39625,0,18.6089,18.3618,18.3131,18.3098,18.36,0.00261889,0.00290912,0.00307565,0.00536771,0.0150407,2,1,1,1,1,-999,-999,-999
916962,150.561,3.40132,0,18.296,17.7963,17.6556,17.6002,17.6267,0.00223612,0.00225199,0.00222591,0.00333043,0.00863198,2,1,1,1,1,-999,-999,-999
686512,149.896,3.37722,0,18.4126,17.36,16.995,16.8184,16.7921,0.00236701,0.00190465,0.00172213,0.00214638,0.00486646,2,1,1,1,1,-999,-999,-999
686508,149.745,3.37137,0,18.3385,18.0514,17.9767,17.968,18.0384,0.00227551,0.0025149,0.00258732,0.00422951,0.011719,2,1,1,1,1,-999,-999,-999
10659907,82.8388,-29.2929,0,19.5162,18.4818,18.0511,17.8365,17.7925,0.00248291,0.00127921,0.00120702,0.00138056,0.00366501,5,6,6,6,5,-999,-999,-999
10645781,82.8258,-29.279,16,17.5213,17.0769,16.9488,16.9001,16.9231,0.000726961,0.000789372,0.000686416,0.000855751,0.00185929,9,5,7,6,6,2905892860075492736,17.3323,17.0422
10645934,82.8045,-29.2821,16,17.6941,17.2378,17.0765,17.0063,17.0258,0.000828949,0.000700445,0.000672126,0.000815311,0.00198408,8,7,8,7,6,2905892722636541696,17.5074,17.1955
10640527,82.8041,-29.2786,0,18.4691,18.1219,18.0184,17.9889,18.0273,0.00110321,0.00101048,0.00105597,0.00133877,0.00396205,9,7,8,8,6,-999,-999,-999
10650500,82.8472,-29.3175,0,18.2123,17.7913,17.6928,17.6641,17.689,0.00111431,0.000925434,0.00101767,0.0013527,0.0038915,7,6,6,5,4,-999,-999,-999
10645576,82.8322,-29.2662,0,18.4367,17.9204,17.7726,17.711,17.7299,0.00121596,0.000993691,0.000992254,0.00112772,0.00319576,7,6,7,8,6,-999,-999,-999
10641212,82.8346,-29.2626,0,19.8834,18.8576,18.4827,18.2846,18.2427,0.00262133,0.00157207,0.00149674,0.00172699,0.00465675,8,6,7,7,6,-999,-999,-999
10656740,82.8774,-29.278,0,18.9294,18.551,18.457,18.4299,18.4654,0.00166708,0.00164415,0.00157153,0.00186681,0.00631274,6,4,6,7,5,-999,-999,-999
10656791,82.8666,-29.2602,0,18.2656,17.9175,17.8342,17.8157,17.8608,0.00106675,0.000981481,0.00101379,0.00134356,0.00401847,8,6,7,6,5,-999,-999,-999
10642128,82.8228,-29.3466,0,17.5411,17.025,16.885,16.8254,16.84,0.000690594,0.000606515,0.000583794,0.000660644,0.00176521,10,8,9,9,6,2905887980993205504,17.3258,16.9822
10647140,82.8589,-29.2513,0,18.9024,18.5995,18.5381,18.5317,18.568,0.00138463,0.00117317,0.00139267,0.00200428,0.00618111,9,8,8,7,6,-999,-999,-999
10656757,82.8922,-29.2713,0,18.504,18.0621,17.9457,17.9062,17.9295,0.00138069,0.00150985,0.00108751,0.00127088,0.00369009,6,3,7,8,6,-999,-999,-999
10656778,82.896,-29.276,0,18.0313,17.1264,16.8425,16.6795,16.6517,0.000896918,0.000674088,0.000614861,0.000664229,0.00157493,9,7,8,8,6,2905890141359638016,17.634,17.0389
10640526,82.8386,-29.3599,0,19.3698,18.633,18.42,18.3136,18.2975,0.00176673,0.00128622,0.00131233,0.00168397,0.00527482,9,7,8,8,5,-999,-999,-999
10645936,82.7761,-29.2451,0,19.1409,18.5913,18.4094,18.3228,18.3364,0.00141177,0.0011742,0.00120674,0.00153325,0.00481528,11,8,9,9,7,-999,-999,-999
10641824,82.8666,-29.3586,0,18.5773,17.7182,17.4378,17.2818,17.2569,0.00122653,0.00109051,0.000825967,0.000940373,0.00295868,8,4,7,7,4,-999,-999,-999
10657428,82.9143,-29.2973,0,18.9203,18.2301,18.0336,17.9331,17.9288,0.00152515,0.00123851,0.00110171,0.00150351,0.00404302,7,5,7,6,5,-999,-999,-999
10650167,82.7292,-29.301,0,19.1085,18.1215,17.7251,17.5139,17.4685,0.00182479,0.00130138,0.00101565,0.00129628,0.00371649,6,4,6,5,3,-999,-999,-999
10657436,82.9131,-29.3356,0,17.8911,17.4594,17.3378,17.2875,17.3098,0.000955211,0.00081564,0.000856544,0.00093765,0.00256126,7,6,6,7,5,2905888904409023232,17.7145,17.4288
10642041,82.8965,-29.3611,0,19.3551,18.6128,18.391,18.2737,18.255,0.0018477,0.00127243,0.00129022,0.00174582,0.00511447,8,7,8,7,5,-999,-999,-999
4399765,350.234,-6.05253,0,17.8591,17.1904,16.9856,16.8771,16.8973,0.32194,0.0492551,0.0294375,0.0384748,0.0220406,1,3,3,3,4,-999,-999,-999
4018297,350.22,-5.87689,16,17.6125,17.182,17.0451,17.0185,17.0465,0.247082,0.0487505,0.031203,0.0441368,0.0251827,1,3,3,3,4,-999,-999,-999
4240275,350.417,-5.85339,16,17.5258,17.0193,16.8752,16.8064,16.8107,0.226891,0.0418122,0.0266518,0.0358743,0.0203245,1,3,3,3,4,-999,-999,-999
4240098,349.713,-5.88191,0,17.3541,17.0799,16.9887,16.9546,16.9912,0.141997,0.0442643,0.0310021,0.0413447,0.0238935,2,3,2,3,4,2631997813445733504,17.2893,17.0637
4239715,349.476,-5.87392,0,17.7016,17.2658,17.1498,17.1344,17.1604,0.270134,0.0524314,0.0345217,0.0494275,0.0308515,1,3,3,3,3,-999,-999,-999
4240384,350.536,-5.73397,0,17.4202,17.0037,16.9092,16.88,16.9253,0.151304,0.0412446,0.0285417,0.038525,0.0225878,2,3,2,3,4,-999,-999,-999
4018234,350.397,-5.72743,0,17.8491,17.1944,17.0173,16.9318,16.9308,0.314015,0.0492795,0.0304078,0.0405855,0.0226848,1,3,3,3,4,2633491152099851776,17.5335,17.1359
4240394,350.65,-5.67562,0,17.8145,17.3041,17.1243,17.0616,17.0699,0.301334,0.0546305,0.0337054,0.0462248,0.0257972,1,3,3,3,4,-999,-999,-999
4018245,350.246,-5.68506,0,17.656,17.2067,17.095,17.0691,17.0838,0.19176,0.0499928,0.0328669,0.0465195,0.0260761,2,3,3,3,4,2633493591640584448,17.4804,17.1942
4018273,350.208,-5.67626,0,17.8816,17.633,17.5298,17.5148,17.5566,0.324504,0.0742914,0.0497389,0.0726124,0.0446951,1,3,3,3,3,-999,-999,-999
4018265,350.188,-5.67745,0,17.5264,17.0635,16.8679,16.8126,16.805,0.168171,0.0451379,0.0264892,0.0361282,0.020243,2,2,3,3,4,-999,-999,-999
4239886,349.38,-5.74789,0,17.7564,17.478,17.4016,17.4713,17.5606,0.214256,0.0666839,0.0441325,0.0691995,0.041017,2,2,3,3,4,-999,-999,-999
4239955,349.63,-5.70539,0,17.7645,17.4646,17.3743,17.3395,17.3779,0.211923,0.0659189,0.0427697,0.0607034,0.034538,2,2,3,3,4,-999,-999,-999
4019576,350.413,-5.5971,0,17.4514,17.1071,16.9681,16.9514,17.0017,0.154912,0.0469413,0.0292021,0.041283,0.0242093,2,2,3,3,4,-999,-999,-999
4018211,350.532,-5.58751,0,17.4648,17.0136,16.8872,16.8578,16.8769,0.0996916,0.0303305,0.0162633,0.0220269,0.0130886,4,4,5,5,7,-999,-999,-999
4240464,350.632,-5.57483,0,17.4886,17.0101,16.7889,16.7054,16.699,0.135718,0.0263222,0.0151913,0.0207762,0.012308,2,5,4,4,5,-999,-999,-999
4239616,349.334,-5.69849,0,17.7589,17.1553,16.9298,16.8241,16.8264,0.216366,0.0475034,0.0297983,0.0363708,0.0206484,2,3,2,3,4,-999,-999,-999
4239954,349.629,-5.65292,0,17.5177,17.1486,17.041,17.0137,17.0299,0.166466,0.0471876,0.0311674,0.0440313,0.0248781,2,3,3,3,4,2632052823386855808,17.3833,17.1267
4020680,350.133,-5.59934,0,17.6403,17.108,16.9353,16.8673,16.8415,0.253313,0.0368505,0.0215603,0.0509331,0.0250443,1,3,2,2,3,-999,-999,-999
4019877,350.439,-5.51905,0,17.6953,17.3656,17.2529,17.2088,17.2355,0.264962,0.0573125,0.040121,0.0534958,0.0330214,1,3,2,3,3,-999,-999,-999
5282869,43.9627,-14.2007,0,18.8111,18.387,18.2657,18.2264,18.2325,0.00175208,0.00139762,0.00173196,0.0022353,0.0075103,5,5,4,5,3,-999,-999,-999
5288146,44.0474,-14.1215,0,18.7727,18.3502,18.2176,18.1618,18.1807,0.00142144,0.0012667,0.00136739,0.00222303,0.00507056,8,6,6,4,4,-999,-999,-999
5284481,43.9711,-14.1285,0,19.0396,18.0117,17.6533,17.4578,17.4251,0.00177283,0.00106579,0.00100665,0.00176823,0.00337576,7,6,6,3,4,-999,-999,-999
5284915,43.9422,-14.1409,0,19.1588,18.1595,17.8303,17.657,17.6247,0.00195625,0.00114459,0.00122178,0.00152579,0.00477043,6,6,5,5,3,-999,-999,-999
5289825,44.0804,-14.1095,0,18.7853,18.12,17.8974,17.7763,17.7643,0.00180228,0.00296965,0.00139936,0.00158986,0.00373164,5,1,4,5,4,-999,-999,-999
5282621,43.9271,-14.1551,16,18.7875,18.0018,17.7389,17.6055,17.5847,0.00148066,0.00097823,0.00105583,0.00137383,0.00463516,7,7,6,6,3,-999,-999,-999
5287854,43.9676,-14.2986,0,17.8462,17.4337,17.3144,17.2721,17.2944,0.000950348,0.000768115,0.000794919,0.00117885,0.00355206,7,7,7,5,3,-999,-999,-999
5290803,44.0505,-14.3092,0,18.9553,18.2672,18.0016,17.8672,17.8642,0.00146397,0.00106588,0.0011281,0.00138615,0.00365025,9,8,7,7,4,-999,-999,-999
5291981,43.9102,-14.1317,0,18.1624,17.7722,17.6595,17.6301,17.6624,0.00129231,0.00102254,0.00109837,0.00181138,0.00430506,5,5,5,4,3,-999,-999,-999
5285673,43.8829,-14.1355,0,18.9678,18.1629,17.8562,17.6964,17.6647,0.00196978,0.00127075,0.00121496,0.00163885,0.00419363,5,5,5,5,4,-999,-999,-999
5290834,44.1456,-14.2825,16,17.6871,17.1617,17.0019,16.9307,16.9301,0.000887315,0.000753849,0.000825753,0.000963971,0.00266217,7,6,5,5,2,-999,-999,-999
5287879,44.0288,-14.3424,16,18.7753,17.7197,17.3625,17.1834,17.1356,0.00149607,0.000953065,0.000825084,0.000986254,0.00239254,7,6,7,6,3,-999,-999,-999
5282841,44.1853,-14.1784,0,18.3689,17.9483,17.8237,17.7659,17.7975,0.00113085,0.00097676,0.00121189,0.00190213,0.00752427,8,7,5,3,2,-999,-999,-999
5287546,44.1529,-14.0921,0,18.3555,18.0478,17.9604,17.9378,17.9736,0.0012121,0.00109792,0.00110343,0.00161682,0.00460487,7,6,7,6,4,-999,-999,-999
5287855,44.0019,-14.3471,0,18.3702,17.8879,17.7457,17.6861,17.7027,0.00130126,0.00100801,0.00106935,0.00145338,0.00597449,6,6,6,5,2,-999,-999,-999
5290833,44.1447,-14.2983,16,19.2853,18.4643,18.1572,17.99,17.9624,0.00188663,0.00126093,0.00132844,0.00203918,0.00441156,8,7,6,4,3,-999,-999,-999
5282930,44.1858,-14.1541,0,17.7419,17.3325,17.2181,17.1727,17.2003,0.000906897,0.000807575,0.000828689,0.0012039,0.00484349,7,6,6,4,2,-999,-999,-999
5284459,44.0077,-14.0252,0,18.9193,18.2748,18.074,17.9775,17.9813,0.00150501,0.00112946,0.00126213,0.00190949,0.00465653,8,7,6,5,5,-999,-999,-999
5290074,43.9845,-14.3564,0,17.6955,17.3843,17.2959,17.2639,17.3,0.00103812,0.000810952,0.000853768,0.00125254,0.00328905,5,6,6,4,3,5157425316339444224,17.5794,17.3514
5290063,43.9451,-14.3433,0,18.9185,17.9645,17.5581,17.3038,17.2766,0.00408218,0.00238987,0.00165682,0.00181185,0.00594696,1,1,2,2,1,-999,-999,-999
2091512,316.153,0.955561,0,19.2273,18.5501,18.3285,18.226,99,0.00536037,0.00416204,0.00384847,0.00541375,99,1,1,1,1,0,-999,-999,-999
2092127,316.157,0.954719,0,18.5441,18.094,17.9564,17.8927,99,0.00363136,0.00315912,0.00307135,0.00426638,99,1,1,1,1,0,-999,-999,-999
2092124,316.163,0.953776,0,18.5948,17.8005,17.542,17.4222,99,0.00373676,0.00268407,0.00244478,0.00312447,99,1,1,1,1,0,-999,-999,-999
2091478,316.168,0.957333,0,18.1993,17.7405,17.5932,17.5461,99,0.00304125,0.00259975,0.00251202,0.00338132,99,1,1,1,1,0,-999,-999,-999
925056,316.448,1.35838,16,19.8175,18.9392,18.6508,18.4873,18.4698,0.00656054,0.0025064,0.00252235,0.00573524,0.0209754,1,3,3,1,1,-999,-999,-999
921591,316.453,1.36042,0,17.7239,17.152,16.9662,16.8673,16.8838,0.00224829,0.00104585,0.00104089,0.00209912,0.00602948,1,3,3,1,1,1729948956371260800,17.4785,17.0995
2092136,316.14,0.867809,0,17.8542,17.3339,17.1329,17.0465,99,0.00258365,0.00212734,0.00200922,0.00249794,99,1,1,1,1,0,2690325049873944832,17.6358,17.2811
2091477,316.167,0.907112,0,19.3496,18.3334,17.9837,17.8018,99,0.00578262,0.00364025,0.00311747,0.00400704,99,1,1,1,1,0,-999,-999,-999
2091482,316.155,0.888225,0,18.2344,17.4972,17.2527,17.1324,99,0.00309812,0.00229845,0.00212122,0.0026234,99,1,1,1,1,0,2690325526614696832,17.9221,17.4234
2098061,315.985,0.624387,0,19.8068,18.9734,18.6686,18.5188,99,0.00767997,0.00547759,0.00479282,0.00673401,99,1,1,1,1,0,-999,-999,-999
1424485,316.314,1.11568,0,17.6899,17.1641,16.9855,16.9089,99,0.00162763,0.0013257,0.0018849,0.00231402,99,2,2,1,1,0,1729567696418850944,17.4752,17.1119
925300,316.469,1.35133,0,19.1605,18.5862,18.3857,18.2883,18.2646,0.00446214,0.00337243,0.00252496,0.00497186,0.0176379,1,1,2,1,1,-999,-999,-999
2092546,316.144,0.858865,0,19.5718,18.8777,18.6448,18.5401,99,0.00662934,0.00514745,0.00472848,0.00685424,99,1,1,1,1,0,-999,-999,-999
925334,316.481,1.3611,0,19.4115,18.9401,18.7713,18.6976,18.738,0.00514101,0.00250682,0.00273026,0.0067029,0.0264393,1,3,3,1,1,-999,-999,-999
925202,316.452,1.31534,0,18.1733,17.4578,17.2055,17.0756,17.0683,0.00271527,0.00117605,0.00114805,0.00233239,0.00688979,1,3,3,1,1,1729948505399442688,17.871,17.3856
2080304,316.305,1.09034,0,19.2499,18.7437,18.5738,18.5107,99,0.00354133,0.00292429,0.00319874,0.00669376,99,2,2,2,1,0,-999,-999,-999
2091503,316.196,0.924951,0,19.2867,18.8154,18.6423,18.5553,99,0.00362294,0.00305581,0.00335007,0.00693462,99,2,2,2,1,0,-999,-999,-999
920583,316.601,1.53617,16,19.2369,18.6374,18.4332,18.3206,18.3638,0.0046586,0.00210092,0.00219821,0.00508015,0.0192641,1,3,3,1,1,-999,-999,-999
925460,316.495,1.37282,0,17.6886,17.2513,17.117,17.0546,17.0738,0.00221654,0.00108469,0.00110578,0.0023071,0.00691775,1,3,3,1,1,1729949162529689472,17.5272,17.2189
2096887,316.004,0.626972,0,18.1362,17.3861,17.1234,16.9935,99,0.00294345,0.00217647,0.00199755,0.00242275,99,1,1,1,1,0,2690288315017858560,17.8274,17.3136
4647134,41.2634,-9.15498,0,19.7267,18.7517,18.4223,18.2394,18.2098,0.00291773,0.00161152,0.00166722,0.00213068,0.00494311,6,6,5,5,5,-999,-999,-999
4650219,41.3575,-9.11812,0,18.551,18.2721,18.1903,18.1712,18.1983,0.00259945,0.00153547,0.00199285,0.00305322,0.0121328,2,4,3,3,1,-999,-999,-999
4647236,41.281,-9.20245,0,18.4734,18.1863,18.1053,18.0784,18.1312,0.00139029,0.00140973,0.00134984,0.00228017,0.00552392,6,4,5,3,3,-999,-999,-999
4647130,41.2381,-9.19434,0,18.7278,18.0351,17.8147,17.6977,17.7104,0.00154902,0.00116266,0.00104435,0.00160709,0.00442468,6,5,6,4,4,-999,-999,-999
4644902,41.2002,-9.10919,0,18.7376,17.9073,17.6203,17.4661,17.4526,0.00159768,0.00097003,0.000842011,0.00143984,0.00366486,6,7,8,5,5,-999,-999,-999
4647245,41.3119,-9.21894,0,17.8895,17.4083,17.2735,17.223,17.2467,0.000912155,0.00070863,0.000769532,0.00112204,0.00264996,8,8,7,5,4,5173781067198729856,17.6911,17.3722
4645555,41.2333,-9.04219,0,18.4688,17.6898,17.4534,17.3392,17.3273,0.00138183,0.000997206,0.0016064,0.00140589,0.0031911,6,5,2,4,4,-999,-999,-999
4643175,41.2128,-9.17868,0,19.5274,18.857,18.638,18.526,18.5093,0.00242704,0.00200705,0.00183504,0.00270107,0.00818941,6,4,5,5,4,-999,-999,-999
4644926,41.1976,-9.1615,0,19.2394,18.2002,17.8507,17.6668,17.6323,0.001912,0.00117904,0.00100192,0.00135363,0.00331779,7,6,7,6,5,-999,-999,-999
4647172,41.3653,-9.20198,0,19.1901,18.1526,17.7982,17.6106,17.5736,0.00196246,0.00125169,0.00118803,0.00160326,0.00331837,7,5,5,4,4,-999,-999,-999
4647140,41.2343,-9.20723,0,18.9265,18.4115,18.2346,18.1535,18.1654,0.00161856,0.00130398,0.00130821,0.00249932,0.00629139,7,6,6,3,4,-999,-999,-999
4649235,41.4013,-9.08774,0,18.4893,17.4067,17.0234,16.8252,16.7792,0.0015755,0.000829252,0.000925875,0.00145453,0.0023799,5,6,4,2,3,-999,-999,-999
4647229,41.2936,-9.0043,0,18.735,17.9445,17.6858,17.547,17.5239,0.00191916,0.00121526,0.00121573,0.00164381,0.00383064,4,4,4,3,2,-999,-999,-999
4650221,41.424,-9.11809,0,17.5876,17.0022,16.826,16.7433,16.7398,0.00114741,0.000868849,0.000867349,0.00124569,0.00340989,4,4,4,3,2,-999,-999,-999
4647238,41.2804,-9.24913,0,18.5383,18.2697,18.1902,18.177,99,0.00143897,0.00119393,0.00141533,0.00294605,99,6,6,5,2,0,-999,-999,-999
4647142,41.2966,-9.26789,0,18.9124,18.7927,18.6833,18.4877,18.5711,0.00318274,0.0042981,0.00236244,0.00373537,0.0225784,2,1,3,3,1,5173780620522121984,18.8805,18.7883
4643856,41.4543,-9.08986,0,18.7403,18.3554,18.2369,18.1928,18.2346,0.00194077,0.00125113,0.00149586,0.00262461,0.00597815,4,6,5,3,3,-999,-999,-999
4648779,41.3991,-8.99435,0,19.7837,18.7277,18.354,18.1481,18.1203,0.00305547,0.00164015,0.00185711,0.00277979,0.00594441,6,6,4,3,3,-999,-999,-999
4645719,41.4243,-9.22279,0,17.7169,17.1018,16.9023,16.8054,16.8072,0.000843672,0.000633585,0.00066611,0.000917821,0.00199784,8,8,7,5,4,-999,-999,-999
4650947,41.2665,-9.28101,0,18.3399,17.3824,17.1517,17.0451,17.0344,0.00141573,0.000811772,0.000789934,0.00124058,0.00466402,5,6,6,4,2,5173779314852061440,17.942,17.323
233773,33.717,5.92441,0,18.9016,17.8741,17.5164,17.3258,17.2998,0.00413281,0.00240256,0.00216164,0.00263589,0.0101028,1,1,1,1,1,-999,-999,-999
233834,33.8,5.92595,0,19.0108,18.5338,18.3663,18.2733,18.3137,0.00438388,0.00333715,0.00334011,0.00481455,0.0236062,1,1,1,1,1,-999,-999,-999
233814,33.647,5.91096,0,17.6478,17.1396,16.996,16.9369,16.9565,0.00227123,0.00178973,0.00175518,0.0021471,0.00772679,1,1,1,1,1,2520090241525169408,17.4439,17.1161
233746,33.6682,5.90997,0,18.8807,18.4035,18.2363,18.1658,18.1819,0.00408095,0.0031137,0.00310399,0.00446962,0.0210458,1,1,1,1,1,-999,-999,-999
227367,31.0504,5.91852,0,18.8112,18.4748,18.3766,18.3541,18.3957,0.00386237,0.00324475,0.00329909,0.00842597,0.022318,1,1,1,1,1,-999,-999,-999
227297,31.1341,5.91566,0,17.7076,17.1584,16.9846,16.9173,16.9196,0.00231067,0.00180449,0.0017333,0.00289964,0.00683592,1,1,1,1,1,2519430667691980544,17.4831,17.1066
231856,34.3385,5.91803,0,18.2886,17.7535,17.5962,17.4501,17.4604,0.00300894,0.00227417,0.00223972,0.00283089,0.0114852,1,1,1,1,1,-999,-999,-999
233839,33.7744,5.90014,0,18.0139,17.2366,16.9749,16.8328,16.8346,0.00265383,0.00185217,0.00174168,0.00204163,0.00704552,1,1,1,1,1,2519903354612752384,17.6828,17.1753
232131,34.2254,5.91121,0,18.816,18.4366,18.3154,18.2643,18.3593,0.00393596,0.00316488,0.00324187,0.00478415,0.0245369,1,1,1,1,1,-999,-999,-999
231395,34.357,5.91545,0,17.4774,17.0859,16.9866,16.9587,16.9892,0.0021237,0.00175604,0.00174838,0.00217022,0.00791929,1,1,1,1,1,2519986092862859904,17.3095,17.0576
227466,30.9951,5.9015,0,18.9799,18.6435,18.5275,18.4978,18.5038,0.00422734,0.00355661,0.00282634,0.00352228,0.0245316,1,1,2,4,1,-999,-999,-999
233520,33.7795,5.88399,0,17.7256,17.3118,17.1855,17.1413,17.175,0.00234367,0.00190354,0.00188381,0.00238381,0.00914978,1,1,1,1,1,2519903148454320128,17.5648,17.2842
226639,30.3573,5.91196,0,19.1441,18.6036,18.435,18.3671,18.3631,0.0046336,0.0034826,0.00341314,0.00847066,0.0217153,1,1,1,1,1,-999,-999,-999
