survey,DES5YR_AB_g,DES5YR_AB_r,DES5YR_AB_i,DES5YR_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC,DES5YR_AB_g_AV,DES5YR_AB_r_AV,DES5YR_AB_i_AV,DES5YR_AB_z_AV,PS1_g_AV,PS1_r_AV,PS1_i_AV,PS1_z_AV
DES5YR_AB,21.4918,20.8824,20.6817,20.5811,21.4289,20.9501,20.6838,21.0695,150.176,2.82554,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
DES5YR_AB,18.5786,17.9587,17.7705,17.6772,18.5364,17.997,17.7841,17.703,150.048,2.73282,0.06819625,0.04571830985915493,0.03334839924670433,0.026083209949659462,0.0674,0.0475774647887324,0.03548022598870056,0.028201970443349753
DES5YR_AB,20.7938,20.337,20.1911,20.1386,20.5563,20.3093,20.101,20.056,149.904,2.68652,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.8517,20.4813,20.3771,20.3507,20.8765,20.6903,20.3839,20.3561,150.427,1.50466,0.06719625,0.04495774647887324,0.03301129943502825,0.025159609120521172,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
DES5YR_AB,19.9145,19.414,19.2674,19.2098,19.8672,19.441,19.2613,19.2843,150.762,2.65277,0.06919625,0.046718309859154934,0.03434839924670433,0.026159609120521173,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
DES5YR_AB,17.2386,16.8591,16.7642,16.7397,17.2168,16.8859,16.7677,16.7526,149.811,2.18502,0.065335,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0646,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,17.5108,17.1587,17.0703,17.0522,17.4689,17.1711,17.0667,17.0517,150.518,2.214,0.0526125,0.035478873239436624,0.02601129943502825,0.020312407462244598,0.052,0.03671830985915493,0.027610169491525425,0.021901477832512315
DES5YR_AB,21.697,21.0004,20.7674,20.6486,21.5667,21.0621,20.8084,20.5399,150.819,1.7706,0.07019624999999999,0.04695774647887324,0.03434839924670433,0.027083209949659463,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029201970443349753
DES5YR_AB,19.8312,19.4165,19.2972,19.2659,19.8562,19.4725,19.2628,19.2713,149.699,3.17771,0.0730575,0.04895774647887324,0.03534839924670433,0.027083209949659463,0.0722,0.051436619718309866,0.037480225988700565,0.02980295566502463
DES5YR_AB,21.4383,20.9702,20.8154,20.7448,21.6905,21.2,20.7612,20.5646,150.641,2.26665,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.7566,19.1135,18.9079,18.8087,19.7237,19.1577,18.9767,18.8339,149.566,2.61474,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,18.3529,17.9753,17.8785,17.8529,18.3173,18.0019,17.8797,17.8531,150.084,1.7067,0.05647375,0.03771830985915493,0.02801129943502825,0.021312407462244595,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,20.0198,18.9847,18.6496,18.4782,19.6622,18.986,18.6938,18.5513,150.255,1.7291,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,19.2358,18.7177,18.583,18.5309,19.1756,18.7609,18.5841,18.5471,150.03,2.24064,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,21.6007,21.1146,20.9617,20.9027,21.7257,21.0857,21.1262,21.0531,150.313,2.62548,0.063335,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.0626,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,18.344,17.8696,17.6586,17.5407,18.2933,17.8401,17.5998,17.52,150.492,1.97106,0.0536125,0.03647887323943662,0.026348399246704332,0.020312407462244598,0.053,0.03771830985915493,0.028480225988700567,0.022201970443349754
DES5YR_AB,20.2154,19.7065,19.5373,19.4655,20.1469,19.7361,19.5604,19.4698,150.387,1.30695,0.06919625,0.046718309859154934,0.03434839924670433,0.026159609120521173,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
DES5YR_AB,19.1803,18.483,18.2769,18.1765,19.1252,18.5311,18.3039,18.2024,150.935,1.76742,0.0730575,0.04895774647887324,0.035685499058380414,0.028006810778797752,0.0722,0.051436619718309866,0.03835028248587571,0.030502463054187193
DES5YR_AB,20.3805,19.7447,19.5343,19.4278,20.3908,19.8328,19.6051,19.4915,150.377,1.38298,0.06919625,0.046718309859154934,0.03434839924670433,0.026159609120521173,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
DES5YR_AB,17.4693,17.1432,17.0583,17.038,17.4286,17.1603,17.062,17.0565,150.47,1.74933,0.060335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0596,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,20.7917,20.4694,20.394,20.3827,20.6595,20.5083,20.3165,20.387,150.833,2.6255,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,20.705,20.1738,19.9941,19.9121,20.836,20.3293,19.8889,20.0833,150.496,1.87795,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,17.8045,17.2525,17.1171,17.0676,17.7416,17.2651,17.125,17.0856,149.602,2.10561,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,20.0167,19.575,19.4456,19.4026,19.9836,19.5891,19.4558,19.3851,149.665,2.60834,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,18.2827,17.6381,17.4068,17.2923,18.2492,17.6747,17.4238,17.3265,151.069,2.38063,0.07691875000000001,0.05195774647887324,0.037685499058380416,0.02900681077879775,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
DES5YR_AB,21.109,20.6371,20.5001,20.4415,20.9947,20.6482,20.4344,20.2989,150.083,2.12971,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,20.2003,19.6552,19.472,19.3853,20.069,19.6609,19.4779,19.2802,150.41,1.64946,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,17.1887,16.6293,16.4446,16.3604,17.1465,16.6593,16.45,16.3847,149.456,2.14998,0.061335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0606,0.0435774647887324,0.03248022598870057,0.025201970443349753
DES5YR_AB,19.1992,18.8727,18.7867,18.7738,19.1798,18.9097,18.7646,18.7317,150.694,2.24993,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,18.5308,17.7524,17.4957,17.3582,18.4839,17.8098,17.529,17.4056,150.91,2.68226,0.0740575,0.049957746478873244,0.036348399246704334,0.028083209949659464,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
DES5YR_AB,19.374,19.045,18.9498,18.9295,19.4226,19.0929,18.9572,18.9133,150.667,2.52274,0.064335,0.04371830985915493,0.03201129943502825,0.024236008291382886,0.0636,0.0455774647887324,0.03361016949152543,0.026502463054187193
DES5YR_AB,20.4603,20.1947,20.1479,20.1516,20.4543,20.2123,20.1614,19.9768,150.361,2.7127,0.061335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,20.7474,20.0802,19.8845,19.7892,20.7225,20.1788,19.9166,19.7663,149.715,2.15278,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,19.4965,19.102,18.9918,18.9587,19.4714,19.1387,18.9965,18.9651,150.887,1.7356,0.0730575,0.04895774647887324,0.035685499058380414,0.028006810778797752,0.0722,0.051436619718309866,0.03835028248587571,0.030502463054187193
DES5YR_AB,19.8542,19.5033,19.4072,19.3835,19.7458,19.49,19.4307,19.3805,150.19,2.75572,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
DES5YR_AB,18.5514,18.0193,17.8682,17.8063,18.5096,18.0553,17.8655,17.8158,150.67,2.06044,0.05747375,0.038718309859154934,0.02801129943502825,0.022236008291382885,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
DES5YR_AB,21.6633,21.0434,20.8366,20.7479,21.674,21.1129,20.764,20.8672,149.635,2.52136,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,18.1524,17.561,17.391,17.3195,18.0964,17.6025,17.4238,17.3491,150.269,2.46013,0.062335,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.0616,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,19.1168,18.798,18.6919,18.7194,19.6154,19.1893,19.0554,18.9408,149.717,2.86567,0.063335,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,19.2528,18.9429,18.8685,18.8577,19.234,18.9648,18.8474,18.8596,149.827,3.1719,0.0740575,0.049957746478873244,0.036348399246704334,0.028083209949659464,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
DES5YR_AB,20.1411,19.6416,19.4892,19.4301,20.1211,19.6803,19.4769,19.4652,150.531,2.76416,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,19.0622,18.6418,18.5371,18.506,19.0235,18.6817,18.5748,18.5274,149.866,1.79348,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,20.2779,19.8247,19.6906,19.6365,20.2184,19.855,19.6978,19.6953,150.238,1.88202,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.8525,19.1001,18.8659,18.7465,19.8302,19.2066,18.8675,18.8127,150.054,1.69066,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,19.633,19.2189,19.1083,19.0762,19.5601,19.2601,19.1522,19.0806,150.374,2.42863,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,18.1766,17.8143,17.7183,17.6975,18.1452,17.8472,17.717,17.7158,150.476,1.99792,0.05447375,0.03647887323943662,0.026348399246704332,0.020312407462244598,0.0538,0.03771830985915493,0.028480225988700567,0.022201970443349754
DES5YR_AB,21.7489,21.1476,20.9527,20.8565,21.4994,21.1141,21.1185,21.0464,149.293,2.25515,0.0700575,0.046718309859154934,0.03434839924670433,0.026159609120521173,0.0692,0.0485774647887324,0.036480225988700564,0.02850246305418719
DES5YR_AB,19.0839,18.3244,18.084,17.9596,19.0247,18.3914,18.1205,18.0014,149.959,2.58775,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
DES5YR_AB,20.1597,19.5521,19.3669,19.2798,20.1239,19.6037,19.3668,19.2607,149.989,2.34726,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,20.4317,19.5339,19.2331,19.0772,20.2039,19.5279,19.3216,19.1741,150.676,2.07791,0.05747375,0.038718309859154934,0.02801129943502825,0.021312407462244595,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,19.5219,18.7999,18.5778,18.4644,19.4718,18.8569,18.6267,18.5183,150.656,1.57525,0.07891875000000001,0.05295774647887324,0.03868549905838042,0.03000681077879775,0.078,0.05543661971830987,0.04135028248587571,0.03250246305418719
DES5YR_AB,18.5994,18.2444,18.145,18.1172,18.5468,18.2542,18.1536,18.1027,149.906,2.65314,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,20.9139,20.5834,20.5076,20.5001,20.9904,20.7473,20.5723,20.4522,150.034,1.6329,0.060335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0596,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,21.0644,20.6473,20.5162,20.4786,21.0922,20.8065,20.5323,20.671,149.865,3.07975,0.07591875000000001,0.050957746478873245,0.03734839924670433,0.02900681077879775,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
DES5YR_AB,18.3151,17.7951,17.6223,17.5464,18.2828,17.84,17.6346,17.5746,150.522,3.0982,0.0740575,0.049957746478873244,0.036348399246704334,0.028083209949659464,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
DES5YR_AB,21.1714,20.5751,20.3426,20.1656,21.1419,20.5277,20.2709,20.1707,149.309,2.36587,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,19.394,18.8874,18.7425,18.6865,19.3028,18.922,18.7497,18.7148,151.036,2.39325,0.07691875000000001,0.05195774647887324,0.037685499058380416,0.02900681077879775,0.076,0.05443661971830987,0.04035028248587571,0.03150246305418719
DES5YR_AB,20.0363,19.7549,19.6925,19.6884,20.0266,19.7978,19.7238,19.6694,149.853,2.01179,0.063335,0.041957746478873244,0.03101129943502825,0.024159609120521175,0.0626,0.04443661971830987,0.032610169491525426,0.026201970443349754
DES5YR_AB,21.4588,20.7796,20.5671,20.4625,21.339,20.8033,20.5969,20.4507,150.066,2.26725,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,18.2369,17.4585,17.2298,17.1135,18.1871,17.5147,17.2505,17.1676,150.703,2.43251,0.065335,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0646,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,18.7726,18.3277,18.2016,18.1585,18.7413,18.3727,18.2083,18.1751,150.499,2.54649,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,20.0845,19.728,19.6276,19.6034,20.0895,19.7626,19.6173,19.4947,150.534,1.62219,0.07019624999999999,0.04695774647887324,0.03434839924670433,0.027083209949659463,0.06939999999999999,0.04943661971830987,0.036480225988700564,0.029502463054187193
DES5YR_AB,18.5404,18.2158,18.1242,18.1029,18.5148,18.2454,18.1269,18.096,150.499,2.78374,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,19.7893,19.2775,19.1135,19.0369,19.7041,19.2856,19.1269,19.0889,149.978,2.18147,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,20.1117,19.4933,19.3044,19.2171,20.0468,19.5162,19.3105,19.2145,150.534,2.77146,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,18.4238,17.6341,17.3911,17.2654,18.3622,17.6993,17.4211,17.3103,150.703,1.63428,0.07591875000000001,0.050957746478873245,0.03734839924670433,0.02900681077879775,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
DES5YR_AB,21.6536,20.9627,20.7417,20.6266,21.3811,20.8914,20.9303,20.6186,150.202,2.68267,0.059335,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,16.9345,16.6033,16.5316,16.5248,16.8941,16.6185,16.5249,16.5136,149.618,2.56929,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,18.1575,17.8652,17.794,17.7854,18.1384,17.8862,17.7901,17.7734,150.78,2.74568,0.0720575,0.04795774647887324,0.03534839924670433,0.027083209949659463,0.0712,0.050436619718309865,0.037480225988700565,0.029502463054187193
DES5YR_AB,19.2477,18.4781,18.2012,18.0642,19.2047,18.5468,18.223,18.0898,150.804,2.14527,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,17.9393,17.6327,17.5587,17.5484,17.9023,17.6475,17.5573,17.5594,150.626,2.08854,0.0546125,0.03671830985915493,0.02701129943502825,0.021236008291382884,0.054,0.0385774647887324,0.028610169491525426,0.022901477832512316
DES5YR_AB,18.6014,18.243,18.1435,18.1173,18.5859,18.2682,18.154,18.1035,150.989,1.77293,0.07391875,0.04971830985915493,0.036348399246704334,0.028083209949659464,0.073,0.0515774647887324,0.038480225988700566,0.030502463054187193
DES5YR_AB,21.1177,20.7682,20.6856,20.6786,21.1385,20.8111,20.7508,20.6645,150.525,2.76788,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,19.5204,19.1487,19.0532,19.0252,19.4883,19.1652,19.0636,19.0887,150.684,2.03323,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.02450246305418719
DES5YR_AB,18.0796,17.6135,17.4874,17.4383,18.0087,17.625,17.4937,17.4433,150.654,2.05261,0.05747375,0.038718309859154934,0.02801129943502825,0.022236008291382885,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
DES5YR_AB,20.2136,19.7268,19.5714,19.508,20.1491,19.7587,19.5863,19.5124,150.665,2.78428,0.06619625,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,20.4869,20.1487,20.0574,20.0376,20.3854,20.1281,20.0444,20.0392,149.863,2.12814,0.06819625,0.04595774647887324,0.03334839924670433,0.026083209949659462,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
DES5YR_AB,19.2815,18.7313,18.5783,18.5153,19.1766,18.7849,18.6041,18.4938,149.43,2.85587,0.064335,0.04371830985915493,0.03134839924670433,0.024236008291382886,0.0636,0.0455774647887324,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.6322,20.1315,19.9975,19.9448,20.5558,20.1397,20.0808,19.9707,150.625,1.60603,0.07591875000000001,0.050957746478873245,0.03734839924670433,0.02900681077879775,0.075,0.05343661971830987,0.03948022598870057,0.03150246305418719
DES5YR_AB,19.9847,19.1018,18.8334,18.6949,19.8942,19.1605,18.8777,18.7399,150.788,2.35113,0.06619625,0.04471830985915493,0.03234839924670433,0.025159609120521172,0.0654,0.0465774647887324,0.03448022598870057,0.02750246305418719
DES5YR_AB,17.6385,17.2685,17.1662,17.1408,17.6102,17.2929,17.1699,17.1538,150.993,2.03315,0.08178,0.05495774647887324,0.03968549905838041,0.03093041160793604,0.08080000000000001,0.05743661971830987,0.042350282485875704,0.03380295566502463
DES5YR_AB,21.152,20.6497,20.4866,20.4194,21.1693,20.7267,20.5789,20.494,149.859,1.73004,0.063335,0.04271830985915493,0.03134839924670433,0.024159609120521175,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
DES5YR_AB,20.6636,20.1685,20.026,19.9785,20.5857,20.1623,20.0179,19.983,150.035,1.96041,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,22.1259,21.0971,20.7496,20.5853,21.593,21.133,20.7347,21.0761,150.699,2.52427,0.06619625,0.04395774647887324,0.03234839924670433,0.025159609120521172,0.0654,0.04643661971830987,0.03448022598870057,0.02720197044334975
DES5YR_AB,20.3756,20.0302,19.9359,19.9212,20.4176,20.06,19.9458,19.8895,149.733,2.97502,0.06719625,0.04495774647887324,0.03334839924670433,0.025159609120521172,0.0664,0.04743661971830987,0.03548022598870056,0.02750246305418719
DES5YR_AB,20.3727,19.9897,19.8783,19.8463,20.2231,19.964,19.8659,19.833,150.42,2.02217,0.05747375,0.038718309859154934,0.02834839924670433,0.022236008291382885,0.056799999999999996,0.0405774647887324,0.030480225988700566,0.024201970443349752
DES5YR_AB,20.5327,19.9104,19.7226,19.6328,20.462,19.9375,19.7526,19.6621,149.994,1.67865,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,17.7331,17.0304,16.8293,16.7333,17.6925,17.1052,16.8498,16.77,150.601,1.90063,0.06419625,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0634,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,20.981,20.5934,20.4849,20.441,20.9718,20.3898,20.5772,20.3257,150.375,1.88507,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,18.9257,18.1402,17.8975,17.7768,18.854,18.2031,17.9249,17.8136,150.28,2.44739,0.062335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,18.1953,17.8166,17.7024,17.6706,18.1805,17.8451,17.7002,17.6868,149.441,2.68666,0.063335,0.04271830985915493,0.03101129943502825,0.024159609120521175,0.0626,0.0445774647887324,0.032610169491525426,0.026201970443349754
DES5YR_AB,20.3648,20.0669,20.0042,20.0036,20.3951,19.9848,20.0513,20.0193,149.829,3.00989,0.0720575,0.04871830985915493,0.03534839924670433,0.027083209949659463,0.0712,0.0505774647887324,0.037480225988700565,0.029502463054187193
DES5YR_AB,20.5718,19.9344,19.7398,19.6492,20.6019,19.9839,19.7928,19.6382,150.45,2.12169,0.05747375,0.038718309859154934,0.02801129943502825,0.021312407462244595,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.02320197044334975
DES5YR_AB,18.1436,17.6328,17.4898,17.4363,18.1052,17.6474,17.504,17.4531,149.381,2.64949,0.060335,0.04071830985915493,0.02934839924670433,0.023236008291382886,0.0596,0.0425774647887324,0.031480225988700566,0.025201970443349753
DES5YR_AB,18.9156,18.2222,17.997,17.8882,18.8773,18.2846,18.0337,17.9175,150.01,2.94443,0.06719625,0.04495774647887324,0.03301129943502825,0.025159609120521172,0.0664,0.04743661971830987,0.03461016949152543,0.02750246305418719
DES5YR_AB,20.9593,20.663,20.597,20.6025,21.0514,20.6904,20.4561,20.5827,150.184,2.26018,0.05447375,0.03647887323943662,0.02701129943502825,0.020312407462244598,0.0538,0.03771830985915493,0.028610169491525426,0.022201970443349754
DES5YR_AB,21.8112,21.0604,20.8053,20.6698,21.6321,21.0902,20.8339,20.6551,149.692,2.00497,0.061335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,20.2202,19.8456,19.7331,19.705,20.2951,19.8196,19.7375,19.7697,150.73,2.2531,0.061335,0.04171830985915493,0.030348399246704332,0.023236008291382886,0.0606,0.0435774647887324,0.03248022598870057,0.025502463054187192
DES5YR_AB,20.7133,20.2881,20.1624,20.127,20.7532,20.3321,20.1586,20.1505,149.508,2.27731,0.062335,0.04171830985915493,0.030348399246704332,0.024159609120521175,0.0616,0.0435774647887324,0.03248022598870057,0.026201970443349754
DES5YR_AB,19.1513,18.7145,18.5889,18.5485,19.0987,18.7461,18.5809,18.5822,149.518,2.22013,0.05947375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0588,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,18.9031,18.1743,17.925,17.7955,18.8379,18.2056,17.9361,17.8234,37.4241,1.70992,0.0935025,0.062197183098591555,0.045685499058380416,0.035777613266212614,0.0924,0.06529577464788734,0.04835028248587571,0.038802955665024626
DES5YR_AB,20.8621,20.3191,20.145,20.0715,20.815,20.3541,20.113,19.8482,150.125,2.8821,0.05947375,0.039718309859154935,0.02934839924670433,0.022236008291382885,0.0588,0.0415774647887324,0.031480225988700566,0.02450246305418719
DES5YR_AB,21.2634,20.933,20.8449,20.8287,21.2583,21.0005,20.8201,20.7849,150.433,2.76483,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,17.5539,17.1091,16.9971,16.9616,17.5249,17.1426,16.9979,16.9777,150.61,1.95412,0.05947375,0.039718309859154935,0.02934839924670433,0.022236008291382885,0.0588,0.0415774647887324,0.031480225988700566,0.02450246305418719
DES5YR_AB,21.4427,20.5438,20.2446,20.0796,21.1825,20.4732,20.1686,20.056,149.823,1.94214,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
DES5YR_AB,21.3355,20.8951,20.7491,20.7066,21.3345,20.9463,20.8236,20.5995,150.352,1.36916,0.0710575,0.047718309859154935,0.03434839924670433,0.027083209949659463,0.0702,0.0495774647887324,0.036480225988700564,0.029502463054187193
DES5YR_AB,19.9996,19.5821,19.4523,19.4072,19.9773,19.6131,19.4997,19.3861,150.487,2.52605,0.061335,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,20.9985,20.5828,20.4561,20.4136,20.8841,20.5738,20.4347,20.3336,149.823,3.15041,0.0730575,0.04895774647887324,0.036348399246704334,0.028006810778797752,0.0722,0.051436619718309866,0.038480225988700566,0.030502463054187193
DES5YR_AB,17.2386,16.9717,16.9223,16.9351,17.2067,16.9816,16.9215,16.9353,150.294,2.40703,0.06047375,0.04071830985915493,0.03001129943502825,0.023236008291382886,0.0598,0.0425774647887324,0.031610169491525425,0.025201970443349753
DES5YR_AB,19.8819,19.5116,19.3953,19.3576,19.8654,19.5668,19.4255,19.3731,149.323,2.7103,0.05847375,0.039718309859154935,0.02901129943502825,0.022236008291382885,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
DES5YR_AB,17.1868,16.6298,16.4347,16.3466,17.1569,16.6814,16.456,16.3802,149.763,2.93825,0.06819625,0.04595774647887324,0.03334839924670433,0.026083209949659462,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
DES5YR_AB,17.6455,17.0646,16.8906,16.8113,17.6,17.0931,16.9034,16.8465,149.253,2.31531,0.06519625,0.04371830985915493,0.03201129943502825,0.025159609120521172,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
DES5YR_AB,20.456,20.187,20.1255,20.1247,20.4529,20.2343,20.1498,20.214,150.217,1.61535,0.064335,0.042957746478873245,0.03134839924670433,0.024159609120521175,0.0636,0.04543661971830987,0.03348022598870057,0.026502463054187193
