survey,ZTFS-g,ZTFS-r,ZTFS-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTFS-g_AV,ZTFS-r_AV,ZTFS-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTFS,15.755,15.5242,15.4354,15.7831,15.4999,15.3877,15.3719,226.385,16.7447,0.08020000000000001,0.05303661971830986,0.03801694915254237,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
ZTFS,16.8894,16.2897,16.0717,16.8908,16.2627,16.0474,15.956,222.776,65.6677,0.04655,0.030777464788732396,0.022508474576271184,0.0452,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTFS,16.7185,16.4181,16.2986,16.7346,16.4013,16.2461,16.2111,249.691,79.7308,0.16545,0.10933239436619718,0.07928813559322034,0.1608,0.11473239436619721,0.08483050847457627,0.06730541871921182
ZTFS,16.3798,16.0636,15.9394,16.4044,16.0332,15.9087,15.8783,236.727,39.6839,0.0436,0.028777464788732398,0.02076271186440678,0.0424,0.0305774647887324,0.022610169491525424,0.017901477832512315
ZTFS,17.7853,17.1717,16.9628,17.7805,17.1354,16.9221,16.8324,217.408,78.5191,0.09905,0.06529577464788733,0.047525423728813555,0.09620000000000001,0.06829577464788734,0.051220338983050846,0.04010344827586207
ZTFS,16.6203,16.0979,15.9308,16.6286,16.0752,15.899,15.818,223.491,30.1093,0.0624,0.0407774647887324,0.02976271186440678,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
ZTFS,16.9781,16.5352,16.3779,16.994,16.5043,16.3428,16.2943,244.167,72.6328,0.10105,0.0665549295774648,0.04827118644067797,0.0982,0.0701549295774648,0.051350282485875705,0.04110344827586207
ZTFS,17.6875,17.1924,17.0172,17.6983,17.1549,16.9595,16.8642,228.961,71.4957,0.07429999999999999,0.04903661971830986,0.03501694915254237,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
ZTFS,16.6155,16.1917,16.0483,16.6244,16.1677,16.0001,15.9662,264.135,39.8879,0.1308,0.08681408450704226,0.06277966101694915,0.1272,0.09101408450704226,0.067090395480226,0.053704433497536945
ZTFS,17.3547,16.9472,16.7879,17.3634,16.9274,16.7545,16.6834,227.977,43.4974,0.0535,0.03551830985915493,0.02576271186440678,0.052,0.03671830985915493,0.027610169491525425,0.021901477832512315
ZTFS,16.8019,16.3887,16.2352,16.8049,16.3674,16.1957,16.1326,224.676,74.4076,0.07529999999999999,0.05003661971830986,0.036016949152542374,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTFS,16.8133,16.4473,16.3132,16.8144,16.4404,16.3063,16.2631,264.454,54.1311,0.1238,0.0815549295774648,0.058779661016949154,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTFS,16.3283,16.0241,15.9113,16.3515,16.0083,15.8682,15.8478,240.441,50.9124,0.0644,0.0427774647887324,0.031016949152542373,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTFS,15.7979,15.2653,15.0737,15.8075,15.2534,15.0475,14.9748,223.164,43.1916,0.0634,0.04203661971830986,0.03076271186440678,0.0616,0.04443661971830987,0.032610169491525426,0.026201970443349754
ZTFS,17.349,16.9029,16.6976,17.3595,16.8829,16.6586,16.5668,229.213,25.2446,0.1724,0.11433239436619719,0.08254237288135594,0.1676,0.1197323943661972,0.08870056497175141,0.07030541871921182
ZTFS,16.7457,16.5016,16.4111,16.771,16.4745,16.3578,16.3424,236.578,73.0667,0.108,0.0715549295774648,0.05152542372881356,0.105,0.07515492957746481,0.05522033898305085,0.04410344827586207
ZTFS,16.4627,15.851,15.5954,16.4652,15.8605,15.5903,15.4803,250.992,32.8506,0.103,0.06829577464788733,0.04927118644067797,0.09999999999999999,0.07129577464788733,0.052350282485875706,0.04210344827586207
ZTFS,17.2331,16.6467,16.4254,17.2382,16.6423,16.3926,16.2908,253.988,41.8324,0.0961,0.06329577464788733,0.046271186440677965,0.0934,0.06629577464788734,0.04935028248587571,0.03910344827586207
ZTFS,16.5519,16.0521,15.8429,16.583,16.0424,15.8138,15.7386,219.085,47.1574,0.060399999999999995,0.0397774647887324,0.02876271186440678,0.0586,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTFS,16.3182,16.0031,15.8914,16.3411,15.9778,15.8472,15.8154,243.07,64.6009,0.0634,0.04203661971830986,0.03076271186440678,0.0616,0.04443661971830987,0.032610169491525426,0.026201970443349754
ZTFS,16.8101,16.1925,15.9379,16.8149,16.1823,15.9274,15.8011,220.252,71.9844,0.07129999999999999,0.047036619718309865,0.03401694915254237,0.0692,0.04943661971830987,0.036480225988700564,0.02850246305418719
ZTFS,16.0206,15.4486,15.2356,16.0247,15.4444,15.2194,15.128,248.847,40.917,0.0287,0.019259154929577464,0.013508474576271187,0.027800000000000002,0.019859154929577467,0.014740112994350282,0.011600985221674876
ZTFS,17.1079,16.7873,16.6326,17.1092,16.7362,16.5982,16.5477,229.276,28.9321,0.08420000000000001,0.05603661971830986,0.04027118644067797,0.08180000000000001,0.058436619718309865,0.043350282485875705,0.034502463054187194
ZTFS,16.9648,16.5764,16.4215,16.9847,16.5531,16.3907,16.3489,239.685,43.6236,0.0436,0.02851830985915493,0.02076271186440678,0.0424,0.029718309859154933,0.022610169491525424,0.017901477832512315
ZTFS,17.8744,17.2662,17.041,17.8612,17.252,16.9943,16.8973,223.039,65.4633,0.05545,0.036777464788732395,0.02676271186440678,0.0538,0.0385774647887324,0.028610169491525426,0.022201970443349754
ZTFS,17.3686,16.7936,16.5772,17.3633,16.7965,16.5469,16.4599,238.457,72.9013,0.0931,0.061295774647887324,0.04427118644067796,0.0904,0.06429577464788734,0.04735028248587571,0.03780295566502463
ZTFS,17.6221,17.3507,17.247,17.6552,17.3322,17.1741,17.1375,258.406,33.9095,0.0872,0.05803661971830986,0.04201694915254237,0.0848,0.06043661971830987,0.044480225988700564,0.03580295566502463
ZTFS,16.8523,16.4865,16.3677,16.8645,16.4592,16.3209,16.2908,237.435,71.6622,0.11395000000000001,0.07555492957746479,0.054525423728813555,0.11080000000000001,0.0791549295774648,0.058220338983050846,0.0464039408866995
ZTFS,17.208,16.4857,16.225,17.2089,16.4866,16.2004,16.086,223.349,36.0022,0.03965,0.02651830985915493,0.019508474576271185,0.0386,0.027718309859154935,0.020740112994350284,0.015901477832512313
ZTFS,15.7364,15.3695,15.2322,15.7538,15.352,15.1924,15.1563,264.005,78.8813,0.17634999999999998,0.11633239436619719,0.08454237288135594,0.1714,0.1217323943661972,0.09070056497175141,0.07160591133004926
ZTFS,16.8299,16.4818,16.3706,16.8436,16.4514,16.3267,16.2825,241.363,79.1154,0.12185,0.0805549295774648,0.05777966101694915,0.1184,0.0841549295774648,0.06209039548022599,0.049403940886699506
ZTFS,16.2574,15.8868,15.7431,16.2748,15.8689,15.7072,15.6662,240.851,36.4733,0.0852,0.05629577464788733,0.04101694915254237,0.0828,0.05929577464788734,0.04348022598870056,0.03480295566502463
ZTFS,17.0683,16.7251,16.5491,17.0832,16.7091,16.5389,16.5007,260.062,40.2626,0.11095000000000001,0.07355492957746479,0.05352542372881356,0.1078,0.0771549295774648,0.05722033898305085,0.0454039408866995
ZTFS,16.406,16.0895,15.9864,16.4282,16.0552,15.9363,15.912,232.568,43.9331,0.06935000000000001,0.046036619718309864,0.03301694915254237,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
ZTFS,17.5325,16.9539,16.7675,17.4922,16.947,16.751,16.676,247.355,72.7095,0.16045,0.10607323943661973,0.07628813559322034,0.1558,0.11087323943661974,0.08183050847457628,0.06530541871921182
ZTFS,17.1614,16.7575,16.6202,17.1765,16.7388,16.5792,16.5299,232.225,73.4444,0.0862,0.05703661971830986,0.04127118644067797,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTFS,18.1969,17.5471,17.3025,18.1898,17.539,17.2775,17.166,242.602,44.9366,0.05055,0.0337774647887324,0.024508474576271186,0.0492,0.0355774647887324,0.02574011299435028,0.020901477832512314
ZTFS,17.4858,17.0341,16.8667,17.4865,17.0078,16.8247,16.7678,264.842,50.3193,0.104,0.06829577464788733,0.04952542372881356,0.10099999999999999,0.07129577464788733,0.05322033898305085,0.04210344827586207
ZTFS,16.7177,16.2092,16.0433,16.718,16.1946,16.0049,15.9516,254.678,30.0104,0.10795,0.07129577464788733,0.05152542372881356,0.1048,0.07429577464788734,0.05522033898305085,0.04410344827586207
ZTFS,18.1659,17.4949,17.2783,18.1435,17.4754,17.217,17.1346,246.902,33.5189,0.07529999999999999,0.05003661971830986,0.036016949152542374,0.0732,0.05243661971830987,0.038480225988700566,0.030502463054187193
ZTFS,17.0756,16.4775,16.2423,17.0914,16.4813,16.2184,16.1151,248.214,36.1513,0.04855,0.0317774647887324,0.02276271186440678,0.0472,0.0335774647887324,0.024610169491525426,0.019901477832512313
ZTFS,15.9216,15.5515,15.423,15.9366,15.531,15.3824,15.3504,255.636,79.9218,0.1793,0.11833239436619719,0.08554237288135594,0.1742,0.12373239436619721,0.09170056497175141,0.07260591133004926
ZTFS,17.1413,16.5527,16.2854,17.1488,16.5332,16.2671,16.1589,229.382,45.4207,0.0921,0.06103661971830986,0.04427118644067796,0.0894,0.06343661971830987,0.04735028248587571,0.03710344827586207
ZTFS,16.4146,16.1221,16.0116,16.443,16.0887,15.9656,15.945,257.665,71.7716,0.12285,0.0815549295774648,0.058779661016949154,0.1194,0.0851549295774648,0.06309039548022599,0.04970443349753695
ZTFS,15.4356,15.1487,15.0549,15.4614,15.121,15.004,15.0079,260.911,79.5098,0.1595,0.10507323943661973,0.07628813559322034,0.155,0.10987323943661974,0.08183050847457628,0.06530541871921182
ZTFS,16.7436,16.1765,15.9591,16.7598,16.1639,15.9323,15.848,238.097,28.3019,0.106,0.07029577464788733,0.05052542372881356,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTFS,16.3656,16.0418,15.9232,16.3789,16.0078,15.8777,15.8469,230.779,66.7431,0.10105,0.06729577464788733,0.048525423728813556,0.0982,0.07029577464788733,0.05222033898305085,0.04110344827586207
ZTFS,16.9979,16.3975,16.1886,16.9872,16.3809,16.1909,16.1301,245.41,55.3433,0.03465,0.02251830985915493,0.016508474576271186,0.033600000000000005,0.023718309859154935,0.01774011299435028,0.013901477832512315
ZTFS,16.2702,15.7061,15.5063,16.2634,15.6927,15.4727,15.4029,251.776,71.8272,0.10005,0.06629577464788733,0.04827118644067797,0.09720000000000001,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTFS,18.0725,17.4945,17.2474,18.0796,17.4785,17.2324,17.1308,234.476,45.6881,0.03965,0.02651830985915493,0.019508474576271185,0.0386,0.027718309859154935,0.020740112994350284,0.015901477832512313
ZTFS,16.2599,15.8665,15.7358,16.287,15.8392,15.6873,15.6508,222.244,38.2657,0.0317,0.021259154929577466,0.015508474576271187,0.0308,0.021859154929577466,0.016740112994350284,0.012901477832512316
ZTFS,17.4695,16.7745,16.5041,17.4849,16.7755,16.4897,16.385,232.948,58.7066,0.0327,0.02151830985915493,0.015508474576271187,0.0318,0.022718309859154934,0.016740112994350284,0.013600985221674876
ZTFS,17.8337,17.4038,17.2663,17.8415,17.3842,17.2081,17.1482,214.233,64.4193,0.0535,0.03551830985915493,0.02576271186440678,0.052,0.03671830985915493,0.027610169491525425,0.021901477832512315
ZTFS,16.5106,16.2463,16.1331,16.5474,16.2159,16.0959,16.071,243.008,71.7402,0.10105,0.06629577464788733,0.04827118644067797,0.0982,0.06929577464788735,0.051350282485875705,0.04110344827586207
ZTFS,17.5945,16.8815,16.6342,17.5971,16.8727,16.6065,16.5104,237.749,50.5964,0.05745,0.037777464788732396,0.027016949152542373,0.0558,0.0395774647887324,0.029480225988700565,0.02320197044334975
ZTFS,17.63,17.0951,16.8959,17.6385,17.086,16.8592,16.7767,245.924,29.7399,0.106,0.07029577464788733,0.05052542372881356,0.103,0.07329577464788734,0.05422033898305085,0.04310344827586207
ZTFS,17.1317,16.4962,16.2551,17.1329,16.4746,16.2321,16.1367,230.824,43.1116,0.07329999999999999,0.0487774647887324,0.03501694915254237,0.0712,0.0505774647887324,0.037480225988700565,0.029502463054187193
ZTFS,15.9633,15.6718,15.5799,15.9992,15.6478,15.5341,15.5045,230.603,66.2538,0.07925,0.05203661971830986,0.03801694915254237,0.077,0.05443661971830987,0.04048022598870057,0.031802955665024626
ZTFS,17.5972,16.9206,16.6549,17.5979,16.9132,16.6498,16.5145,254.476,19.9906,0.2437,0.1611098591549296,0.11655932203389831,0.2368,0.1683098591549296,0.12518079096045198,0.09910837438423645
ZTFS,16.4177,16.0304,15.8912,16.4468,16.0218,15.8705,15.8275,253.3,43.2513,0.04655,0.03051830985915493,0.02176271186440678,0.0452,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTFS,15.8417,15.5327,15.4239,15.8659,15.5119,15.3798,15.3716,248.61,44.9893,0.040600000000000004,0.02651830985915493,0.019508474576271185,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.016901477832512314
ZTFS,16.9942,16.3586,16.1286,17.0013,16.3482,16.1218,16.0361,252.966,43.7051,0.0446,0.02951830985915493,0.021508474576271187,0.0434,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTFS,17.0472,16.7661,16.6509,17.0649,16.7369,16.6139,16.5878,249.631,37.065,0.04555,0.0297774647887324,0.021508474576271187,0.044199999999999996,0.0315774647887324,0.022740112994350282,0.018201970443349754
ZTFS,16.1466,15.7681,15.6471,16.1738,15.7417,15.6023,15.5711,230.566,42.7151,0.09905,0.06529577464788733,0.047271186440677966,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTFS,16.1001,15.7776,15.6779,16.1243,15.75,15.6365,15.6162,240.473,59.706,0.036649999999999995,0.024259154929577465,0.017508474576271187,0.0356,0.02485915492957747,0.018740112994350282,0.014901477832512316
ZTFS,16.8745,16.425,16.248,16.8902,16.4059,16.2194,16.1511,247.635,52.5713,0.10005,0.06629577464788733,0.047525423728813555,0.09720000000000001,0.06929577464788735,0.051220338983050846,0.04080295566502463
ZTFS,17.9988,17.3428,17.1429,17.9479,17.3342,17.0848,16.9733,233.864,17.4084,0.16045,0.10607323943661973,0.07628813559322034,0.1558,0.11087323943661974,0.08183050847457628,0.06530541871921182
ZTFS,16.8415,16.2417,16.0108,16.839,16.2312,15.9869,15.8942,251.088,23.1596,0.1565,0.10307323943661972,0.07428813559322034,0.152,0.10787323943661974,0.07983050847457628,0.06330541871921182
ZTFS,17.0412,16.6015,16.4506,17.0561,16.5841,16.3987,16.3535,247.481,48.1074,0.05055,0.03351830985915493,0.023762711864406778,0.0492,0.03471830985915494,0.025610169491525423,0.020901477832512314
ZTFS,17.5298,16.998,16.7475,17.5405,16.9976,16.7308,16.6221,258.098,79.4205,0.16445,0.10833239436619718,0.07828813559322034,0.1598,0.11373239436619721,0.08383050847457628,0.06660591133004926
ZTFS,15.55,15.2866,15.1826,15.5792,15.2583,15.1325,15.1282,231.719,22.5239,0.19415000000000002,0.1283323943661972,0.09279661016949152,0.18860000000000002,0.13373239436619722,0.09957062146892656,0.0789064039408867
ZTFS,17.2294,16.9486,16.8684,17.2487,16.9221,16.8363,16.8121,249.931,43.8544,0.0426,0.02851830985915493,0.020508474576271186,0.0414,0.029718309859154933,0.02174011299435028,0.016901477832512314
ZTFS,16.4733,16.0685,15.8968,16.4842,16.0382,15.866,15.8136,236.358,28.5716,0.09015,0.05929577464788733,0.04327118644067797,0.0876,0.06229577464788734,0.04635028248587571,0.03680295566502463
ZTFS,17.6517,17.0892,16.8909,17.6689,17.0669,16.8649,16.7886,238.271,59.9217,0.04655,0.03051830985915493,0.02176271186440678,0.0452,0.031718309859154935,0.023610169491525425,0.018901477832512316
ZTFS,17.2799,16.7716,16.5886,17.2814,16.7576,16.5637,16.5085,259.568,22.2118,0.14459999999999998,0.09507323943661973,0.06903389830508475,0.1404,0.09987323943661974,0.07396045197740113,0.059004926108374385
ZTFS,16.1737,15.6862,15.5176,16.1956,15.6715,15.4913,15.4321,237.545,29.2003,0.11789999999999999,0.07755492957746479,0.056525423728813556,0.1146,0.0811549295774648,0.06022033898305085,0.048403940886699505
ZTFS,15.44,14.9841,14.8514,15.4551,14.9714,14.8132,14.7643,239.198,20.9493,0.16145,0.10607323943661973,0.07728813559322034,0.1568,0.11087323943661974,0.08283050847457628,0.06530541871921182
ZTFS,17.0867,16.7963,16.7036,17.1193,16.7672,16.6536,16.6361,228.909,44.0962,0.0634,0.0417774647887324,0.030016949152542376,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTFS,16.8443,16.5271,16.4033,16.8732,16.5101,16.3667,16.3448,248.502,28.7978,0.0981,0.06529577464788733,0.047271186440677966,0.0954,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTFS,16.9302,16.2816,16.0386,16.9364,16.2771,16.022,15.9234,253.559,78.9094,0.16740000000000002,0.11033239436619718,0.08028813559322034,0.16260000000000002,0.11573239436619721,0.08583050847457627,0.06830541871921182
ZTFS,16.9732,16.4363,16.2621,16.9748,16.4142,16.2331,16.1755,223.147,78.6064,0.0872,0.05803661971830986,0.04127118644067797,0.0848,0.06043661971830987,0.044350282485875706,0.03580295566502463
ZTFS,16.6543,16.1141,15.9295,16.6664,16.1065,15.9064,15.8357,254.667,25.6374,0.22190000000000001,0.14610985915492958,0.10605084745762712,0.2156,0.1533098591549296,0.1134406779661017,0.09050738916256157
ZTFS,16.3426,15.9797,15.8669,16.3558,15.9499,15.8241,15.7977,213.924,78.4583,0.0941,0.062295774647887325,0.045271186440677964,0.0914,0.06529577464788734,0.04835028248587571,0.03810344827586207
ZTFS,17.2109,16.6674,16.4406,17.257,16.6541,16.4353,16.3667,248.762,55.3364,0.035649999999999994,0.023518309859154932,0.016508474576271186,0.0346,0.024718309859154936,0.01774011299435028,0.014600985221674877
ZTFS,18.0457,17.4778,17.2503,18.041,17.4681,17.2307,17.1372,263.711,51.1345,0.12385,0.08181408450704225,0.05952542372881356,0.1204,0.08601408450704226,0.06322033898305085,0.05040394088669951
ZTFS,15.3185,14.9447,14.801,15.3413,14.9243,14.7661,14.7233,229.855,52.2625,0.0624,0.0407774647887324,0.02976271186440678,0.0606,0.0425774647887324,0.031610169491525425,0.025201970443349753
ZTFS,17.6877,17.2087,16.9695,17.7165,17.2124,16.9914,16.8938,234.881,29.4405,0.07429999999999999,0.04903661971830986,0.03501694915254237,0.0722,0.051436619718309866,0.037480225988700565,0.030502463054187193
ZTFS,16.3808,15.8081,15.6281,16.3888,15.7991,15.5937,15.5305,232.258,30.9956,0.08225,0.054295774647887325,0.039271186440677966,0.08,0.057295774647887335,0.042350282485875704,0.03350246305418719
ZTFS,16.0778,15.6255,15.4551,16.0904,15.6061,15.4309,15.3821,259.611,47.5202,0.09905,0.06529577464788733,0.047271186440677966,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTFS,16.0702,15.7606,15.6566,16.1099,15.7344,15.6173,15.5856,237.542,29.6205,0.10005,0.06629577464788733,0.047525423728813555,0.09720000000000001,0.06929577464788735,0.051220338983050846,0.04080295566502463
