survey,DES-g,DES-r,DES-i,DES-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,DES-g_AV,DES-r_AV,DES-i_AV,DES-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA-g,GAIA-r,GAIA-b,GAIA-r_AV,GAIA-b_AV,GAIA-g_AV,GAIA_DES-g,GAIA_DES-r,GAIA_DES-i,GAIA_DES-z,SOURCEID
DES,17.9067,17.5113,17.3919,17.3408,17.8737,17.5326,17.397,17.384,42.7951,0.600426,0.211311,0.141634,0.104045,0.080326,0.2088,0.148451,0.110441,0.0875074,17.5417,17.0531,17.8763,0,0,0,17.9423,17.5217,17.4003,17.3111,2498982298331546112
DES,18.93,18.3624,18.1871,18.098,18.8917,18.4086,18.1863,18.1126,41.9452,0.360257,0.138254,0.0926761,0.0676968,0.0522428,0.1366,0.0970141,0.0719605,0.0570049,18.4259,17.8571,18.8625,0,0,0,-999,-999,-999,-999,-999
DES,16.9395,16.5714,16.4797,16.4499,16.9228,16.5922,16.4823,16.4621,41.9788,0.434237,0.139254,0.0936761,0.0686968,0.0531664,0.1376,0.0980141,0.0729605,0.0577044,16.6003,16.1401,16.9077,0,0,0,-999,-999,-999,-999,-999
DES,17.8034,17.3361,17.1972,17.1352,17.7958,17.3633,17.2102,17.1683,41.9124,0.406404,0.135392,0.0909155,0.0666968,0.0513192,0.1338,0.0958732,0.0709605,0.0560049,17.3776,16.8565,17.7379,0,0,0,17.8137,17.3453,17.2119,17.0955,2499007720242727168
DES,17.2943,16.5036,16.2741,16.143,17.2416,16.5603,16.3016,16.1851,42.2588,0.219703,0.158699,0.106915,0.0780339,0.0600136,0.1568,0.111873,0.0828305,0.0653054,16.6188,15.9417,17.1294,0,0,0,-999,-999,-999,-999,-999
DES,18.2614,17.6658,17.4809,17.3882,18.2337,17.6988,17.4988,17.4259,42.3433,0.193576,0.16756,0.112915,0.082371,0.0638608,0.1656,0.117873,0.0877006,0.0696059,17.7292,17.1298,18.1842,0,0,0,-999,-999,-999,-999,-999
DES,18.6791,17.8223,17.5518,17.402,18.633,17.8829,17.5759,17.4283,42.3944,0.297735,0.172421,0.115155,0.084371,0.0657844,0.1704,0.120732,0.0897006,0.0716059,17.9166,17.2006,18.4906,0,0,0,-999,-999,-999,-999,-999
DES,17.881,17.565,17.4741,17.4474,17.8458,17.5916,17.4768,17.4552,41.8656,0.618318,0.12467,0.0836761,0.0613597,0.0473956,0.1232,0.0880141,0.0650904,0.0517044,17.5754,17.1361,17.8621,0,0,0,-999,-999,-999,-999,-999
DES,17.4925,17.0761,16.9702,16.9334,17.4471,17.0962,16.9799,16.9427,41.9471,0.57682,0.128531,0.0864366,0.0633597,0.0483956,0.127,0.0901549,0.0670904,0.0527044,17.1163,16.6074,17.4686,0,0,0,-999,-999,-999,-999,-999
DES,18.6986,18.177,18.012,17.9323,18.6615,18.1933,18.011,17.9389,42.0187,0.371674,0.146115,0.0979155,0.0716968,0.0551664,0.1444,0.102873,0.0759605,0.0603054,18.2294,17.7421,18.6326,0,0,0,-999,-999,-999,-999,-999
DES,18.1754,17.4034,17.1546,17.0229,18.0484,17.392,17.1049,17.0083,42.4372,0.915034,0.189005,0.127155,0.0927081,0.0716316,0.1868,0.132732,0.0985706,0.0779064,17.5294,16.8099,17.9777,0,0,0,18.2335,17.4232,17.174,17.0184,2499053113752285568
DES,18.4593,17.9225,17.7504,17.6653,18.412,17.9582,17.7615,17.6959,42.4895,0.866693,0.182144,0.122155,0.089371,0.068708,0.18,0.127732,0.0947006,0.0749064,17.9799,17.4319,18.4108,0,0,0,-999,-999,-999,-999,-999
DES,16.895,16.5884,16.5052,16.4781,16.8742,16.5995,16.5014,16.4945,42.3651,0.385147,0.169421,0.113915,0.0830339,0.0638608,0.1674,0.118873,0.0878305,0.0696059,16.598,16.1695,16.8761,0,0,0,-999,-999,-999,-999,-999
DES,16.6144,16.0602,15.926,15.861,16.5923,16.0904,15.9303,15.8827,42.3715,0.888344,0.183005,0.122394,0.089371,0.0696316,0.1808,0.128592,0.0947006,0.0759064,16.1345,15.5793,16.5242,0,0,0,16.6184,16.0555,15.9169,15.858,2499052834579367808
DES,16.0286,15.6098,15.4895,15.4428,15.9906,15.624,15.4884,15.4675,42.3193,0.184111,0.16556,0.111155,0.0810339,0.0628608,0.1636,0.116732,0.0858305,0.0683054,15.6396,15.146,15.9644,0,0,0,-999,-999,-999,-999,-999
DES,16.3537,15.8718,15.7347,15.674,16.3168,15.9017,15.7424,15.6909,42.4315,0.223865,0.181144,0.122155,0.089371,0.068708,0.179,0.127732,0.0947006,0.0749064,15.9247,15.3855,16.2837,0,0,0,-999,-999,-999,-999,-999
DES,15.8739,15.3883,15.2487,15.1852,15.8355,15.4226,15.2638,15.2071,42.283,0.209067,0.16156,0.108155,0.0790339,0.0609372,0.1596,0.113732,0.0838305,0.0666059,15.437,14.9056,15.7942,0,0,0,-999,-999,-999,-999,-999
DES,16.0907,15.6066,15.4468,15.3743,16.0532,15.6329,15.4547,15.4003,42.4825,0.312047,0.209311,0.140634,0.102708,0.079326,0.2068,0.147451,0.108571,0.0865074,15.6425,15.0997,16.008,0,0,0,-999,-999,-999,-999,-999
DES,15.9852,15.2802,15.048,14.9176,15.9497,15.331,15.0655,14.9606,42.8928,0.967003,0.217172,0.145634,0.106382,0.0822496,0.2146,0.152451,0.113311,0.0895074,15.3549,14.7054,15.8483,0,0,0,16.0057,15.2798,15.038,14.9089,2499102488696369792
DES,18.2363,17.5843,17.3768,17.2686,18.187,17.6384,17.393,17.31,42.888,0.906752,0.221034,0.148634,0.108382,0.0841732,0.2184,0.155451,0.115311,0.0915074,17.661,17.0481,18.0701,0,0,0,-999,-999,-999,-999,-999
DES,18.693,17.9244,17.6733,17.5309,18.6514,17.9847,17.6988,17.5722,42.3245,0.375888,0.168421,0.113155,0.082371,0.0638608,0.1664,0.118732,0.0877006,0.0696059,18.0249,17.3639,18.5428,0,0,0,-999,-999,-999,-999,-999
DES,17.5933,17.1781,17.0628,17.0185,17.554,17.2016,17.0687,17.0388,42.3871,0.345677,0.170421,0.114155,0.083371,0.0647844,0.1684,0.119732,0.0887006,0.0706059,17.2136,16.742,17.5419,0,0,0,-999,-999,-999,-999,-999
DES,18.6568,18.0322,17.8231,17.7121,18.6283,18.0762,17.8406,17.7561,42.3041,0.34712,0.16456,0.110155,0.0810339,0.0628608,0.1626,0.115732,0.0858305,0.0683054,18.0991,17.4847,18.563,0,0,0,-999,-999,-999,-999,-999
DES,17.264,16.4897,16.2538,16.1232,17.2238,16.537,16.2785,16.1701,42.777,0.727524,0.197728,0.132634,0.0970452,0.0754788,0.1954,0.139451,0.103441,0.0822069,16.5852,15.9115,17.1055,0,0,0,17.3031,16.5004,16.2497,16.1178,2499081116939117312
DES,17.1741,16.7422,16.599,16.5355,17.1585,16.7639,16.6031,16.554,42.275,0.425813,0.174421,0.117155,0.085371,0.066708,0.1724,0.122732,0.0907006,0.0726059,16.7719,16.2643,17.1134,0,0,0,-999,-999,-999,-999,-999
DES,17.3972,16.9874,16.8776,16.8394,17.3728,17.009,16.8765,16.8562,41.8446,0.983882,0.131531,0.0886761,0.0646968,0.0503192,0.13,0.0930141,0.0689605,0.0547044,17.0254,16.5345,17.3659,0,0,0,17.435,17.0016,16.8827,16.8503,2499253190508797568
DES,18.0392,17.5058,17.3519,17.2767,18.0004,17.538,17.3636,17.3057,42.2173,0.526605,0.176282,0.118155,0.086371,0.0667844,0.1742,0.123732,0.0917006,0.0729064,17.5734,17.028,17.9797,0,0,0,-999,-999,-999,-999,-999
DES,18.1583,17.6454,17.4918,17.4232,18.1336,17.6742,17.5016,17.4391,42.4096,0.245394,0.177282,0.119155,0.087371,0.067708,0.1752,0.124732,0.0927006,0.0736059,17.6978,17.1641,18.0571,0,0,0,-999,-999,-999,-999,-999
DES,16.1513,15.6095,15.45,15.3731,16.1147,15.6358,15.4555,15.4005,42.4185,0.531918,0.178144,0.119155,0.087371,0.067708,0.176,0.124732,0.0927006,0.0736059,15.6643,15.1025,16.0561,0,0,0,16.1576,15.6073,15.4421,15.3694,2498988620523384704
DES,16.1074,15.5367,15.3782,15.3015,16.0774,15.5665,15.3857,15.3219,42.6296,0.616373,0.184005,0.123394,0.090371,0.0696316,0.1818,0.129592,0.0957006,0.0759064,15.6044,15.0291,16.0122,0,0,0,16.1216,15.5293,15.3735,15.2857,2498984909671633536
DES,15.7048,15.2666,15.1332,15.0749,15.6894,15.2883,15.1267,15.0977,43.0607,0.955376,0.224034,0.150634,0.110045,0.0850968,0.2214,0.157451,0.116441,0.0928079,15.2998,14.7852,15.643,0,0,0,-999,-999,-999,-999,-999
DES,16.4248,15.7011,15.4935,15.3831,16.3775,15.7433,15.511,15.4255,42.503,0.610417,0.16756,0.112155,0.0820339,0.0638608,0.1656,0.117732,0.0868305,0.0693054,15.789,15.1471,16.2687,0,0,0,-999,-999,-999,-999,-999
DES,18.3995,17.5958,17.3407,17.1972,18.3154,17.6605,17.3737,17.2574,42.1932,0.0171814,0.146976,0.0986761,0.0720339,0.05609,0.1452,0.103014,0.0768305,0.0610049,17.6876,16.995,18.2432,0,0,0,-999,-999,-999,-999,-999
DES,15.7682,15.0832,14.8897,14.7791,15.7373,15.1242,14.8995,14.8174,43.0426,0.838963,0.234756,0.157873,0.115382,0.0890204,0.232,0.16531,0.122311,0.0971084,15.1653,14.5362,15.6296,0,0,0,15.7845,15.0803,14.8757,14.7625,2499085927302479872
DES,15.5783,15.0965,14.9593,14.8938,15.56,15.1239,14.9632,14.9209,43.0314,0.870664,0.227895,0.152873,0.111382,0.0870204,0.2252,0.16031,0.118311,0.0945074,15.1455,14.6092,15.5131,0,0,0,15.5992,15.0933,14.9531,14.8816,2499089363276315008
DES,16.3572,15.789,15.6232,15.5423,16.3299,15.8196,15.6342,15.5773,43.0236,0.888395,0.225895,0.151873,0.111045,0.0860968,0.2232,0.15931,0.117441,0.0935074,15.8513,15.273,16.2605,0,0,0,-999,-999,-999,-999,-999
DES,17.5518,16.9359,16.7443,16.6471,17.5227,16.9805,16.7713,16.6811,42.1778,0.0108435,0.146976,0.0986761,0.0720339,0.05609,0.1452,0.103014,0.0768305,0.0610049,17.0065,16.4173,17.4569,0,0,0,17.5802,16.9478,16.758,16.6432,2498934916252334336
DES,16.9619,16.3921,16.22,16.1336,16.9217,16.4331,16.2306,16.1632,42.6194,0.56894,0.181144,0.121394,0.0887081,0.068708,0.179,0.127592,0.0945706,0.0749064,16.4592,15.8859,16.8731,0,0,0,16.989,16.4031,16.2234,16.1383,2498983634065709184
DES,17.4638,16.7001,16.4563,16.3207,17.4349,16.7571,16.4813,16.3662,42.8236,0.857565,0.20945,0.140634,0.103045,0.079326,0.207,0.147451,0.109441,0.0865074,16.8106,16.1187,17.3109,0,0,0,-999,-999,-999,-999,-999
DES,16.7402,16.1436,15.929,15.8117,16.7046,16.183,15.9497,15.8597,42.6809,0.901537,0.180144,0.121155,0.088371,0.068708,0.178,0.126732,0.0937006,0.0746059,16.1991,15.5768,16.6443,0,0,0,16.7716,16.141,15.9246,15.8152,2499098331167991936
DES,16.7112,16.2014,16.0342,15.9491,16.6853,16.2465,16.0394,15.972,42.9006,0.953876,0.217172,0.145634,0.106382,0.0822496,0.2146,0.152451,0.113311,0.0895074,16.4684,15.6866,16.6371,0,0,0,16.752,16.2295,16.0331,15.9689,2499102419976893824
DES,17.1768,16.7365,16.5905,16.5294,17.1409,16.7569,16.5923,16.5517,42.8607,0.968075,0.221034,0.148634,0.108382,0.0841732,0.2184,0.155451,0.115311,0.0915074,16.7693,16.2598,17.1318,0,0,0,-999,-999,-999,-999,-999
DES,18.6423,18.1857,18.0475,17.9881,18.6618,18.2178,18.0479,18.0701,42.86,0.889317,0.218172,0.145873,0.107045,0.0831732,0.2156,0.15331,0.113441,0.0905074,18.2318,17.7041,18.5709,0,0,0,-999,-999,-999,-999,-999
DES,16.5541,15.9388,15.7029,15.5767,16.5133,15.9849,15.727,15.6169,42.7,0.925893,0.187005,0.125394,0.0917081,0.0715552,0.1848,0.131592,0.0975706,0.0779064,15.989,15.372,16.4422,0,0,0,16.5754,15.9435,15.7028,15.5707,2499100049154951936
DES,17.1156,16.3402,16.0741,15.9285,17.0663,16.3913,16.1013,15.9773,42.6916,0.865483,0.176282,0.118155,0.086371,0.0667844,0.1742,0.123732,0.0917006,0.0726059,16.4211,15.7438,16.9425,0,0,0,17.1455,16.3388,16.0752,15.9265,2499095204431802496
DES,18.0091,17.3607,17.182,17.0853,17.99,17.3984,17.1973,17.1134,41.9052,0.906223,0.145115,0.0976761,0.0716968,0.0551664,0.1434,0.102014,0.0759605,0.0600049,17.451,16.8513,17.8845,0,0,0,-999,-999,-999,-999,-999
DES,18.957,18.1181,17.8483,17.6979,18.8797,18.1696,17.8794,17.7509,41.9077,0.576652,0.12567,0.0844366,0.0613597,0.0473956,0.1242,0.0881549,0.0650904,0.0517044,18.2503,17.5592,18.7993,0,0,0,-999,-999,-999,-999,-999
DES,15.3028,14.8574,14.7264,14.6757,15.2754,14.882,14.7384,14.71,42.219,0.30488,0.156838,0.105915,0.0770339,0.0599372,0.155,0.110873,0.0818305,0.0653054,14.8904,14.3787,15.2285,0,0,0,-999,-999,-999,-999,-999
DES,18.3711,17.4821,17.1885,17.0207,18.3295,17.5483,17.227,17.0752,43.0993,0.80674,0.25034,0.168113,0.122719,0.0947912,0.2474,0.176169,0.130181,0.103409,17.5756,16.8508,18.1789,0,0,0,18.4219,17.5048,17.1971,17,2499084995294294656
DES,17.7817,17.4435,17.3517,17.328,17.7544,17.4189,17.304,17.2757,42.2781,0.935208,0.178144,0.119155,0.087371,0.067708,0.176,0.124732,0.0927006,0.0736059,17.4729,17.0114,17.7481,0,0,0,17.8193,17.4425,17.3852,17.3222,2499055652077931264
DES,18.8471,18.0588,17.7714,17.6036,18.7774,18.1146,17.8013,17.683,42.5576,0.354937,0.227895,0.152873,0.111382,0.0870204,0.2252,0.16031,0.118311,0.0945074,18.1413,17.4517,18.674,0,0,0,-999,-999,-999,-999,-999
DES,17.4493,16.8583,16.6959,16.6134,17.3987,16.8988,16.6993,16.642,42.557,0.420404,0.205589,0.138394,0.101045,0.078326,0.2032,0.144592,0.107441,0.0852069,16.9347,16.3543,17.348,0,0,0,17.4635,16.8553,16.6972,16.6114,2498971921690695296
DES,18.5329,18.0308,17.849,17.7559,18.4932,18.07,17.8651,17.8057,42.5791,0.462794,0.190866,0.128394,0.0937081,0.0725552,0.1886,0.134592,0.0995706,0.0789064,18.0726,17.4938,18.4895,0,0,0,-999,-999,-999,-999,-999
DES,17.4196,16.5669,16.3063,16.1592,17.3803,16.6217,16.3374,16.2074,42.6779,0.442909,0.219172,0.147634,0.107382,0.0831732,0.2166,0.154451,0.114311,0.0905074,16.6678,15.9655,17.2077,0,0,0,17.4626,16.5654,16.3012,16.152,2498972986842452224
DES,18.7566,18.3923,18.2791,18.2332,18.7256,18.4077,18.2707,18.2881,42.6914,0.765079,0.172421,0.116155,0.084371,0.0657844,0.1704,0.121732,0.0897006,0.0716059,18.414,17.9341,18.7466,0,0,0,-999,-999,-999,-999,-999
DES,16.7629,16.1994,16.0449,15.9707,16.7354,16.2358,16.0547,15.9904,42.6457,0.582895,0.184144,0.123394,0.090371,0.0696316,0.182,0.129592,0.0957006,0.0759064,16.2681,15.7043,16.6828,0,0,0,16.7863,16.2016,16.0438,15.9665,2498984050678204416
DES,18.6348,17.8786,17.6121,17.4623,18.5985,17.9349,17.6455,17.5239,41.9631,0.596134,0.129531,0.0866761,0.0633597,0.0493192,0.128,0.0910141,0.0670904,0.0537044,17.9575,17.2754,18.4585,0,0,0,-999,-999,-999,-999,-999
DES,17.3358,16.8938,16.7666,16.7113,17.3101,16.9199,16.7725,16.7393,42.9799,0.770793,0.231756,0.154873,0.113382,0.0880204,0.229,0.16231,0.120311,0.0958079,16.9346,16.4144,17.2875,0,0,0,-999,-999,-999,-999,-999
DES,17.0328,16.3147,16.1017,15.9851,16.9853,16.3589,16.1162,16.0216,42.8906,0.710313,0.224034,0.149873,0.110045,0.0850968,0.2214,0.15731,0.116441,0.0925074,16.4017,15.7675,16.8837,0,0,0,17.0577,16.3126,16.1038,15.9845,2499077646605541248
DES,17.3691,16.9506,16.8288,16.7793,17.3218,16.972,16.826,16.7999,42.322,0.175155,0.16556,0.111155,0.0810339,0.0628608,0.1636,0.116732,0.0858305,0.0683054,16.9839,16.4961,17.3117,0,0,0,-999,-999,-999,-999,-999
DES,18.7348,18.1095,17.9233,17.8237,18.7073,18.1539,17.9406,17.8861,42.3278,0.713197,0.192727,0.129394,0.0947081,0.0734788,0.1904,0.135592,0.100571,0.0799064,18.1866,17.5869,18.6646,0,0,0,-999,-999,-999,-999,-999
DES,16.776,16.2916,16.156,16.0947,16.7387,16.3165,16.1524,16.1171,41.8847,0.925677,0.141115,0.0946761,0.0686968,0.0532428,0.1394,0.0990141,0.0729605,0.0580049,16.3409,15.8231,16.7087,0,0,0,16.7878,16.2937,16.157,16.0843,2499064001494350336
DES,17.7667,17.3037,17.167,17.1007,17.7368,17.3327,17.1712,17.1294,41.8841,0.92102,0.140254,0.0946761,0.0686968,0.0532428,0.1386,0.0990141,0.0729605,0.0580049,17.3502,16.8393,17.7129,0,0,0,17.7972,17.2987,17.1799,17.0905,2499064001494348800
DES,18.5639,17.9861,17.7709,17.6574,18.545,18.0416,17.798,17.6725,42.8828,0.787487,0.20945,0.140634,0.103045,0.079326,0.207,0.147451,0.109441,0.0865074,18.0368,17.453,18.4432,0,0,0,-999,-999,-999,-999,-999
DES,17.489,16.8112,16.6046,16.4918,17.4524,16.8592,16.6163,16.5388,42.9625,0.683277,0.24834,0.167113,0.121719,0.0947912,0.2454,0.175169,0.129181,0.103108,16.8928,16.2685,17.355,0,0,0,-999,-999,-999,-999,-999
DES,17.3986,16.6215,16.3493,16.2006,17.3503,16.6724,16.3643,16.2367,42.7404,0.652667,0.195727,0.131394,0.0957081,0.0744788,0.1934,0.137592,0.101571,0.0812069,16.8938,16.0155,17.2339,0,0,0,17.3967,16.6871,16.3612,16.2269,2498986039247402240
DES,18.515,18.0461,17.899,17.8417,18.488,18.0928,17.9153,17.8593,42.6684,0.612132,0.187005,0.125394,0.0917081,0.0706316,0.1848,0.131592,0.0975706,0.0769064,18.0898,17.571,18.4689,0,0,0,-999,-999,-999,-999,-999
DES,17.8122,17.3321,17.1881,17.1337,17.7795,17.3664,17.1946,17.1535,42.667,0.612978,0.187005,0.125394,0.0917081,0.0706316,0.1848,0.131592,0.0975706,0.0769064,17.3841,16.8477,17.7371,0,0,0,17.8598,17.3256,17.1917,17.086,2498984256836634240
DES,16.7575,16.0254,15.8293,15.7302,16.7155,16.0662,15.8415,15.7699,42.6218,0.639316,0.180283,0.121155,0.088371,0.068708,0.1782,0.126732,0.0937006,0.0746059,16.125,15.486,16.6057,0,0,0,16.7743,16.0223,15.8282,15.7159,2498985283333157248
DES,17.935,17.4624,17.3271,17.2695,17.9232,17.485,17.3294,17.3032,42.2491,0.974047,0.180283,0.121155,0.088371,0.068708,0.1782,0.126732,0.0937006,0.0746059,17.5168,16.9853,17.8817,0,0,0,17.9665,17.483,17.337,17.3096,2499067579202112640
DES,18.958,18.4117,18.2366,18.1538,18.9148,18.4351,18.2453,18.2029,42.0168,0.315648,0.147976,0.0996761,0.0726968,0.05609,0.1462,0.104014,0.0769605,0.0610049,18.4649,17.9138,18.8731,0,0,0,-999,-999,-999,-999,-999
DES,17.4728,16.7913,16.5932,16.4871,17.4264,16.8372,16.611,16.5338,42.0852,0.539516,0.147115,0.0989155,0.0720339,0.05609,0.1454,0.103873,0.0768305,0.0610049,16.8774,16.2515,17.3274,0,0,0,-999,-999,-999,-999,-999
DES,16.9635,16.4696,16.327,16.2632,16.9248,16.4918,16.3285,16.29,42.8684,0.820124,0.20745,0.138634,0.101708,0.0784024,0.205,0.145451,0.107571,0.0855074,16.5193,15.9974,16.8989,0,0,0,16.9814,16.4835,16.3274,16.2678,2499083419041582976
DES,16.5256,16.0445,15.9094,15.8504,16.499,16.0743,15.9152,15.8745,42.9941,0.69439,0.25034,0.168113,0.122719,0.0947912,0.2474,0.176169,0.130181,0.103409,16.0951,15.5625,16.4417,0,0,0,16.5304,16.0443,15.9122,15.8509,2499077818404231040
DES,18.5826,18.0681,17.9121,17.8374,18.4947,18.1005,17.9284,17.8522,42.6884,0.771248,0.172421,0.116155,0.084371,0.0657844,0.1704,0.121732,0.0897006,0.0716059,18.1265,17.597,18.5295,0,0,0,-999,-999,-999,-999,-999
DES,18.24,17.5853,17.386,17.2854,18.1999,17.6237,17.4019,17.3248,41.8212,0.960249,0.12867,0.0866761,0.0633597,0.0493192,0.1272,0.0910141,0.0670904,0.0537044,17.6665,17.0602,18.1355,0,0,0,-999,-999,-999,-999,-999
DES,18.5186,17.7028,17.3988,17.2276,18.4875,17.7776,17.4293,17.2931,42.7987,0.744409,0.202589,0.135634,0.0990452,0.0764024,0.2002,0.142451,0.105441,0.0835074,17.7754,17.0762,18.332,0,0,0,-999,-999,-999,-999,-999
DES,17.7513,17.1271,16.9298,16.8258,17.7131,17.1655,16.9412,16.8513,42.4858,0.945627,0.186005,0.124394,0.0907081,0.0706316,0.1838,0.130592,0.0965706,0.0769064,17.196,16.5968,17.6202,0,0,0,17.7738,17.1263,16.9472,16.8277,2499147117700984320
DES,17.8399,17.3783,17.2462,17.191,17.826,17.4059,17.246,17.2219,42.4456,0.783891,0.185005,0.124155,0.0907081,0.0706316,0.1828,0.129732,0.0965706,0.0769064,17.4243,16.8932,17.7712,0,0,0,17.8585,17.3893,17.2485,17.1571,2499002776735582336
DES,16.9527,16.4496,16.2959,16.2248,16.9212,16.4775,16.3054,16.251,42.0335,0.865505,0.158838,0.106915,0.0780339,0.0600136,0.157,0.111873,0.0828305,0.0656059,16.5024,15.9537,16.8756,0,0,0,16.9732,16.4501,16.2974,16.2177,2499059882620724224
DES,17.4058,16.9348,16.7969,16.7379,17.3811,16.9667,16.8027,16.7625,42.221,0.670089,0.182144,0.122155,0.089371,0.0696316,0.18,0.127732,0.0947006,0.0756059,16.9802,16.4486,17.3683,0,0,0,17.4352,16.9489,16.7963,16.719,2499041255347454848
DES,17.4003,16.6166,16.3429,16.193,17.3553,16.6687,16.3725,16.2457,42.0305,0.61752,0.142115,0.0956761,0.0696968,0.0541664,0.1404,0.100014,0.0739605,0.0590049,16.6992,16.0205,17.2326,0,0,0,-999,-999,-999,-999,-999
DES,17.6944,17.3651,17.2649,17.2331,17.6553,17.3711,17.2683,17.2347,41.9318,0.586481,0.128531,0.0864366,0.0633597,0.0483956,0.127,0.0901549,0.0670904,0.0527044,17.3726,16.9193,17.6575,0,0,0,-999,-999,-999,-999,-999
DES,17.7006,17.2952,17.1824,17.1389,17.6737,17.3157,17.19,17.16,42.2511,0.122543,0.162699,0.108915,0.0800339,0.0619372,0.1608,0.113873,0.0848305,0.0673054,17.3332,16.8529,17.6523,0,0,0,17.709,17.3069,17.1965,17.1511,2498937424513231232
DES,16.5134,15.7398,15.5029,15.3767,16.4578,15.7861,15.5193,15.4163,42.6228,0.912182,0.176282,0.118155,0.086371,0.0667844,0.1742,0.123732,0.0917006,0.0726059,15.8285,15.1621,16.3411,0,0,0,16.5371,15.7304,15.5041,15.3697,2499099293240667264
DES,17.2145,16.4827,16.2727,16.1565,17.1831,16.5285,16.2874,16.2027,42.0824,0.714894,0.151976,0.101915,0.0746968,0.0580136,0.1502,0.106873,0.0789605,0.0630049,16.5746,15.9357,17.0556,0,0,0,17.2353,16.4769,16.2696,16.1767,2499045176652707328
DES,17.9586,17.4763,17.3235,17.2497,17.9292,17.4937,17.3295,17.2803,42.3585,0.827607,0.186005,0.125155,0.091371,0.0706316,0.1838,0.130732,0.0967006,0.0769064,17.5175,16.9825,17.8963,0,0,0,17.9926,17.4858,17.3202,17.3148,2499050846009559040
DES,18.7496,18.4003,18.2972,18.2551,18.7325,18.4308,18.2945,18.2594,43.1029,0.928316,0.234756,0.157873,0.115382,0.0890204,0.232,0.16531,0.122311,0.0968079,18.4115,17.9359,18.7127,0,0,0,-999,-999,-999,-999,-999
DES,18.9124,18.3406,18.1373,18.0319,18.8725,18.3693,18.1553,18.074,41.8401,0.507908,0.12467,0.0834366,0.0613597,0.0473956,0.1232,0.0871549,0.0650904,0.0517044,18.3939,17.841,18.8184,0,0,0,-999,-999,-999,-999,-999
DES,17.3323,16.9799,16.8913,16.8614,17.3047,16.995,16.8925,16.8769,41.8265,0.541544,0.12367,0.0826761,0.0603597,0.0473956,0.1222,0.0870141,0.0640904,0.0514039,17.0026,16.5468,17.2889,0,0,0,-999,-999,-999,-999,-999
DES,18.1487,17.6582,17.5136,17.4491,18.1137,17.6731,17.5124,17.4713,41.8483,0.859607,0.131392,0.0876761,0.0643597,0.0503192,0.1298,0.0920141,0.0680904,0.0547044,17.7142,17.1721,18.1075,0,0,0,-999,-999,-999,-999,-999
DES,18.4509,18.1555,18.0716,18.0444,18.4285,18.169,18.0655,18.0598,42.2271,0.619998,0.185005,0.124394,0.0907081,0.0706316,0.1828,0.130592,0.0965706,0.0769064,18.1632,17.7536,18.4089,0,0,0,-999,-999,-999,-999,-999
DES,17.0145,16.5135,16.3733,16.309,16.9706,16.5421,16.3837,16.3389,42.7055,0.799537,0.177144,0.118394,0.086371,0.0667844,0.175,0.124592,0.0917006,0.0729064,16.5687,16.0292,16.9404,0,0,0,17.0242,16.519,16.3735,16.3088,2499093658243578240
DES,17.6208,16.8873,16.6937,16.5869,17.59,16.9294,16.7021,16.6271,42.4397,0.72767,0.177282,0.119155,0.087371,0.067708,0.1752,0.124732,0.0927006,0.0736059,16.9873,16.3475,17.4883,0,0,0,17.6601,16.8876,16.6848,16.5846,2499001299266834560
DES,17.6733,17.2413,17.1068,17.0501,17.6299,17.2569,17.1021,17.074,42.4864,0.474962,0.175282,0.118155,0.086371,0.066708,0.1732,0.123732,0.0917006,0.0726059,17.2758,16.779,17.6482,0,0,0,17.6947,17.274,17.1177,17.0446,2498975495103353856
DES,18.3917,17.9733,17.8409,17.7841,18.3753,18.0042,17.8473,17.8029,42.9861,0.706303,0.243479,0.163113,0.119382,0.091944,0.2406,0.171169,0.126311,0.100108,18.0055,17.4897,18.3627,0,0,0,-999,-999,-999,-999,-999
DES,16.1375,15.4563,15.2547,15.1539,16.0971,15.498,15.2711,15.2014,42.2418,0.530414,0.180144,0.121155,0.088371,0.068708,0.178,0.126732,0.0937006,0.0746059,15.543,14.9132,16.0105,0,0,0,-999,-999,-999,-999,-999
DES,16.7861,16.2821,16.1361,16.0678,16.752,16.3136,16.1413,16.0914,42.0218,0.361151,0.146115,0.0979155,0.0716968,0.0551664,0.1444,0.102873,0.0759605,0.0603054,16.3375,15.7917,16.7049,0,0,0,16.7984,16.2783,16.13,16.0741,2498959483465227264
DES,18.169,17.3416,17.078,16.9297,18.1299,17.3967,17.1072,16.9795,42.3957,0.780747,0.188866,0.126394,0.0927081,0.0715552,0.1866,0.132592,0.0985706,0.0779064,17.435,16.751,17.9805,0,0,0,18.2069,17.3477,17.0839,16.9449,2499049368540810368
DES,18.7749,18.0489,17.8107,17.6795,18.7051,18.1009,17.8364,17.7195,41.9305,0.456117,0.135392,0.0906761,0.0663597,0.0512428,0.1338,0.0950141,0.0700904,0.0557044,18.1296,17.4561,18.7268,0,0,0,-999,-999,-999,-999,-999
DES,17.549,16.8611,16.6514,16.5403,17.5001,16.9031,16.6583,16.5617,42.0192,0.27472,0.148115,0.0996761,0.0726968,0.05609,0.1464,0.104014,0.0769605,0.0613054,17.272,16.2989,17.4087,0,0,0,17.5187,16.994,16.655,16.5034,2498954535663073152
