survey,SDSS_AB_g,SDSS_AB_r,SDSS_AB_i,SDSS_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC,SDSS_AB_g_AV,SDSS_AB_r_AV,SDSS_AB_i_AV,SDSS_AB_z_AV,PS1_g_AV,PS1_r_AV,PS1_i_AV,PS1_z_AV
SDSS_AB,17.898,17.0715,16.7887,16.6201,17.7689,17.0567,16.7817,16.6728,308.668,1.10129,0.28293375,0.1950704225352113,0.14415254237288136,0.10811699507389162,0.2724,0.193887323943662,0.1430508474576271,0.11370935960591133
SDSS_AB,18.7331,17.8623,17.5198,17.2989,18.6032,17.8678,17.5122,17.3525,308.668,-0.878732,0.55686875,0.38326478873239445,0.2843050847457627,0.21323399014778324,0.536,0.3810563380281691,0.2821016949152542,0.22441871921182266
SDSS_AB,18.3166,17.8654,17.7114,17.6597,18.2356,17.8584,17.7206,17.6881,308.669,1.23015,0.27593500000000004,0.19013239436619722,0.14115254237288136,0.10511699507389162,0.2656,0.18902816901408453,0.1400508474576271,0.11070935960591133
SDSS_AB,17.7967,16.9441,16.6172,16.4082,17.6627,16.9393,16.6131,16.4521,308.669,-1.02817,0.53787375,0.3703267605633803,0.2753050847457627,0.20622167487684728,0.5178,0.3681971830985916,0.27310169491525427,0.21681773399014778
SDSS_AB,18.3313,17.7285,17.522,17.4266,18.2639,17.7517,17.5398,17.4622,308.669,0.27919,0.38790875,0.26776056338028176,0.19875706214689268,0.1491600985221675,0.3734,0.26618309859154937,0.19714124293785312,0.1568128078817734
SDSS_AB,18.6593,18.0955,17.906,17.8143,18.5293,18.1056,17.9246,17.8407,308.669,-0.495717,0.47189,0.3255126760563381,0.24153107344632768,0.18119704433497535,0.45439999999999997,0.3236197183098592,0.23962146892655367,0.19061576354679802
SDSS_AB,18.8027,18.1155,17.8496,17.7104,18.6535,18.1141,17.8453,17.7457,308.669,-0.922552,0.54887125,0.37826478873239444,0.2803050847457627,0.21022783251231525,0.5284,0.37605633802816907,0.2781016949152542,0.2211182266009852
SDSS_AB,17.3149,16.6866,16.4723,16.3717,17.2042,16.6742,16.4779,16.404,308.67,1.08135,0.28993125,0.19913239436619723,0.1480960451977401,0.11111699507389163,0.27899999999999997,0.19802816901408454,0.14692090395480226,0.11670935960591133
SDSS_AB,18.9258,18.079,17.7667,17.5728,18.8127,18.057,17.7611,17.5967,308.671,-0.973512,0.53587375,0.3693267605633803,0.2743050847457627,0.20522167487684728,0.5158,0.3671971830985916,0.27210169491525427,0.21581773399014778
SDSS_AB,16.6195,15.984,15.7881,15.666,16.5001,15.96,15.7473,15.6606,308.672,0.783754,0.3119275,0.2150084507042254,0.15998305084745762,0.11913546798029556,0.3004,0.21374647887323947,0.15866101694915255,0.12561083743842363
SDSS_AB,18.2249,17.664,17.4741,17.3775,18.1395,17.6608,17.4816,17.424,308.674,-0.469003,0.47288874999999997,0.325574647887324,0.24153107344632768,0.18119704433497535,0.4552,0.32376056338028175,0.23962146892655367,0.19061576354679802
SDSS_AB,17.5425,17.0519,16.893,16.8039,17.4946,17.0589,16.8838,16.8452,308.674,0.769049,0.3049275,0.21000845070422539,0.15603954802259887,0.11712315270935961,0.2934,0.20874647887323947,0.1547909604519774,0.12300985221674877
SDSS_AB,16.8178,16.32,16.1566,16.0884,16.7321,16.3059,16.1332,16.09,308.674,-0.10442,0.37591125,0.25882253521126763,0.19187005649717515,0.1441539408866995,0.3618,0.25732394366197187,0.19040112994350283,0.15151231527093595
SDSS_AB,16.695,15.8908,15.5851,15.4007,16.5743,15.8796,15.5783,15.4325,308.675,-0.888835,0.5488700000000001,0.37826478873239444,0.2803050847457627,0.21022783251231525,0.5282,0.37605633802816907,0.2781016949152542,0.2211182266009852
SDSS_AB,17.0686,16.3039,16.0801,15.9507,16.939,16.3124,16.084,15.9911,308.678,0.74198,0.31592625,0.2180084507042254,0.16198305084745762,0.12112931034482759,0.3042,0.21674647887323947,0.16066101694915255,0.12731034482758619
SDSS_AB,17.5458,17.0392,16.8737,16.7872,17.4716,17.0398,16.877,16.8105,308.678,-0.0543834,0.37891,0.26082253521126764,0.1938135593220339,0.1451539408866995,0.3646,0.25932394366197187,0.19227118644067798,0.15251231527093595
SDSS_AB,16.9309,16.2654,16.0384,15.9173,16.8219,16.2586,16.0351,15.939,308.679,-0.937104,0.53887375,0.3713267605633803,0.275361581920904,0.20622783251231525,0.5188,0.3691971830985916,0.2732316384180791,0.2171182266009852
SDSS_AB,18.9863,18.3057,18.0908,17.9787,18.9024,18.3033,18.0991,18.0405,308.68,1.14299,0.28393375,0.19513239436619723,0.1450960451977401,0.10911699507389162,0.2734,0.19402816901408454,0.14392090395480225,0.11470935960591133
SDSS_AB,18.3483,17.7206,17.5046,17.3789,18.2573,17.7076,17.5168,17.4397,308.68,1.09835,0.29492999999999997,0.2030704225352113,0.15103954802259886,0.1131231527093596,0.2838,0.201887323943662,0.1497909604519774,0.11900985221674877
SDSS_AB,16.8662,16.1813,15.9492,15.8078,16.7536,16.1777,15.9369,15.8363,308.681,-0.983499,0.5208775,0.35838873239436625,0.266361581920904,0.1992216748768473,0.5014000000000001,0.3563380281690141,0.2642316384180791,0.20981773399014778
SDSS_AB,18.9797,18.443,18.2259,18.1257,18.817,18.4033,18.2158,18.13,308.681,-1.02587,0.528875,0.3643267605633803,0.270361581920904,0.2022216748768473,0.509,0.3621971830985916,0.2682316384180791,0.21281773399014778
SDSS_AB,17.6199,17.0182,16.8178,16.7057,17.5265,17.0096,16.8037,16.7349,308.681,-0.0398039,0.37991,0.26182253521126764,0.1938135593220339,0.1451600985221675,0.3656,0.26032394366197187,0.19227118644067798,0.1528128078817734
SDSS_AB,18.413,17.7358,17.4812,17.3395,18.2941,17.7279,17.4727,17.3704,308.683,-0.11434,0.37391125,0.2568845070422536,0.1908135593220339,0.1431539408866995,0.3598,0.2554647887323944,0.18927118644067797,0.15051231527093595
SDSS_AB,18.7054,18.148,17.9436,17.8499,18.6014,18.1349,17.9547,17.8528,308.683,0.357614,0.3749125,0.25882253521126763,0.1918135593220339,0.1431600985221675,0.361,0.25732394366197187,0.19027118644067798,0.1508128078817734
SDSS_AB,17.9931,17.3817,17.1624,17.0453,17.8926,17.3806,17.1657,17.0974,308.684,-0.128126,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,18.5945,17.8577,17.5998,17.4322,18.4578,17.862,17.6037,17.4952,308.684,1.14027,0.28393375,0.19513239436619723,0.1450960451977401,0.10911699507389162,0.2734,0.19402816901408454,0.14392090395480225,0.11470935960591133
SDSS_AB,18.9792,18.1226,17.7956,17.6001,18.842,18.1021,17.7969,17.6491,308.686,1.19399,0.27493500000000004,0.18913239436619722,0.14015254237288136,0.10511699507389162,0.2646,0.18802816901408453,0.1390508474576271,0.11070935960591133
SDSS_AB,18.4661,17.7287,17.4552,17.3115,18.3273,17.6895,17.435,17.3299,308.686,-0.115177,0.37391125,0.2568845070422536,0.1908135593220339,0.1431539408866995,0.3598,0.2554647887323944,0.18927118644067797,0.15051231527093595
SDSS_AB,17.3923,16.793,16.5527,16.4303,17.3034,16.7741,16.5519,16.4607,308.686,-0.899092,0.5488700000000001,0.37826478873239444,0.2803050847457627,0.21022783251231525,0.5282,0.37605633802816907,0.2781016949152542,0.2211182266009852
SDSS_AB,17.1727,16.5569,16.3519,16.2456,17.0721,16.5518,16.347,16.2777,308.687,-0.0663306,0.37891,0.26082253521126764,0.1938135593220339,0.1451539408866995,0.3646,0.25932394366197187,0.19227118644067798,0.15251231527093595
SDSS_AB,17.9743,17.4338,17.246,17.1482,17.8848,17.4246,17.2489,17.1843,308.687,1.08821,0.29492999999999997,0.2030704225352113,0.15103954802259886,0.1131231527093596,0.2838,0.201887323943662,0.1497909604519774,0.11900985221674877
SDSS_AB,17.8654,17.1662,16.9041,16.7598,17.7465,17.1613,16.9133,16.8062,308.687,1.21923,0.27493500000000004,0.18913239436619722,0.14015254237288136,0.10511699507389162,0.2646,0.18802816901408453,0.1390508474576271,0.11070935960591133
SDSS_AB,18.5539,17.8684,17.6431,17.506,18.4527,17.8784,17.6449,17.5106,308.687,-0.993984,0.5208775,0.35838873239436625,0.266361581920904,0.1992216748768473,0.5014000000000001,0.3563380281690141,0.2642316384180791,0.20981773399014778
SDSS_AB,15.8958,15.3354,15.1611,15.0946,15.7988,15.3322,15.1628,15.1146,308.688,1.20188,0.27493500000000004,0.18913239436619722,0.14015254237288136,0.10511699507389162,0.2646,0.18802816901408453,0.1390508474576271,0.11070935960591133
SDSS_AB,18.4612,17.7643,17.501,17.3664,18.3259,17.7491,17.4977,17.3942,308.688,0.366708,0.3749125,0.25882253521126763,0.1918135593220339,0.1431600985221675,0.361,0.25732394366197187,0.19027118644067798,0.1508128078817734
SDSS_AB,18.2344,17.525,17.2923,17.165,18.1297,17.5265,17.2917,17.2068,308.689,-0.903582,0.5408725000000001,0.3723267605633803,0.2763050847457627,0.20722167487684728,0.5206000000000001,0.3701971830985916,0.27410169491525427,0.21781773399014778
SDSS_AB,18.5211,17.9245,17.7219,17.6405,18.427,17.9147,17.7273,17.6683,308.692,1.2153,0.27493500000000004,0.18913239436619722,0.14015254237288136,0.10511699507389162,0.2646,0.18802816901408453,0.1390508474576271,0.11070935960591133
SDSS_AB,16.5061,16.0113,15.8433,15.7537,16.4302,16.0067,15.8302,15.7751,308.692,-0.0436084,0.37991,0.26182253521126764,0.1938135593220339,0.1451600985221675,0.3656,0.26032394366197187,0.19227118644067798,0.1528128078817734
SDSS_AB,18.8235,17.8953,17.5653,17.3713,18.6907,17.9099,17.5597,17.416,308.693,-0.484423,0.46489,0.319574647887324,0.23753107344632768,0.1781908866995074,0.4474,0.31776056338028175,0.23562146892655367,0.1873152709359606
SDSS_AB,18.7506,17.9087,17.5929,17.4006,18.6297,17.9023,17.6032,17.438,308.694,-0.998339,0.5208775,0.35838873239436625,0.266361581920904,0.1992216748768473,0.5014000000000001,0.3563380281690141,0.2642316384180791,0.20981773399014778
SDSS_AB,17.9843,17.2586,16.984,16.8205,17.8647,17.2499,16.9949,16.8801,308.694,1.20716,0.27493500000000004,0.18913239436619722,0.14015254237288136,0.10511699507389162,0.2646,0.18802816901408453,0.1390508474576271,0.11070935960591133
SDSS_AB,18.4677,17.5241,17.1992,17.0032,18.3155,17.5079,17.1992,17.0296,308.694,-1.0279,0.528875,0.3643267605633803,0.270361581920904,0.2022216748768473,0.509,0.3621971830985916,0.2682316384180791,0.21281773399014778
SDSS_AB,18.6993,17.986,17.7136,17.5507,18.6005,18.0072,17.7263,17.6069,308.697,-0.874828,0.5488700000000001,0.37826478873239444,0.2803050847457627,0.21022783251231525,0.5282,0.37605633802816907,0.2781016949152542,0.2211182266009852
SDSS_AB,17.7157,17.3578,17.2274,17.1699,17.6636,17.3565,17.2242,17.2112,308.697,0.753985,0.319925,0.2200084507042254,0.16303954802259887,0.12213546798029556,0.308,0.21874647887323947,0.1617909604519774,0.12861083743842364
SDSS_AB,16.3289,15.653,15.413,15.3057,16.2303,15.6346,15.4126,15.3193,308.697,-0.108031,0.37391125,0.2568845070422536,0.1908135593220339,0.1431539408866995,0.3598,0.2554647887323944,0.18927118644067797,0.15051231527093595
SDSS_AB,17.5239,16.7055,16.4475,16.2894,17.4061,16.6993,16.4602,16.3278,308.697,-1.00014,0.5218775,0.35938873239436625,0.267361581920904,0.20021551724137931,0.5024,0.3573380281690141,0.2652316384180791,0.21051724137931035
SDSS_AB,16.9637,16.3249,16.0554,15.9071,16.8559,16.3197,16.0532,15.9418,308.698,-0.139245,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,17.4617,16.7539,16.5703,16.4159,17.349,16.7512,16.5385,16.4538,308.699,-0.140236,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,16.6139,16.0206,15.8464,15.7657,16.5225,16.0165,15.8357,15.7939,308.7,1.08171,0.29492999999999997,0.2030704225352113,0.15103954802259886,0.1131231527093596,0.2838,0.201887323943662,0.1497909604519774,0.11900985221674877
SDSS_AB,17.7532,17.1708,16.9557,16.8647,17.668,17.1403,16.9713,16.8765,308.701,0.291589,0.3909075,0.26882253521126764,0.19975706214689268,0.14916625615763546,0.37620000000000003,0.2673239436619719,0.19814124293785312,0.15711330049261082
SDSS_AB,16.7892,16.0701,15.7738,15.6112,16.6763,16.0535,15.7747,15.648,308.701,-0.0600162,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,18.4708,17.918,17.7256,17.6554,18.3791,17.9061,17.7209,17.66,308.701,-0.104333,0.3719125,0.25682253521126763,0.18987005649717514,0.1421600985221675,0.358,0.25532394366197186,0.18840112994350283,0.1498128078817734
SDSS_AB,17.9976,17.4988,17.2919,17.2027,17.9349,17.4835,17.3002,17.2176,308.701,-0.0985385,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,17.9784,17.3388,17.1177,16.9928,17.8825,17.3213,17.1083,17.0238,308.701,0.290477,0.3909075,0.26882253521126764,0.19975706214689268,0.14916625615763546,0.37620000000000003,0.2673239436619719,0.19814124293785312,0.15711330049261082
SDSS_AB,17.9132,17.0347,16.7208,16.5431,17.7909,17.0311,16.6998,16.5469,308.703,1.06999,0.3079275,0.2120084507042254,0.15703954802259887,0.11812931034482758,0.2964,0.21074647887323947,0.1557909604519774,0.12431034482758621
SDSS_AB,17.0601,16.3878,16.1481,16.0166,16.9555,16.3842,16.1498,16.05,308.703,-0.889167,0.53987375,0.3723267605633803,0.2763050847457627,0.20722167487684728,0.5198,0.3701971830985916,0.27410169491525427,0.21781773399014778
SDSS_AB,18.9607,18.4489,18.256,18.1758,18.8933,18.4235,18.2501,18.1929,308.703,-0.099176,0.3729125,0.25682253521126763,0.1908135593220339,0.1431539408866995,0.359,0.25532394366197186,0.18927118644067797,0.15051231527093595
SDSS_AB,17.6623,17.1173,16.9292,16.8296,17.5828,17.1094,16.9299,16.8709,308.704,1.19163,0.27593500000000004,0.19013239436619722,0.14115254237288136,0.10611083743842364,0.2656,0.18902816901408453,0.1400508474576271,0.1114088669950739
SDSS_AB,18.7888,17.9255,17.5971,17.413,18.6449,17.9065,17.5815,17.4319,308.704,0.339449,0.37591125,0.25882253521126763,0.1918135593220339,0.1441539408866995,0.3618,0.25732394366197187,0.19027118644067798,0.15151231527093595
SDSS_AB,17.8311,17.2362,17.0306,16.9253,17.7188,17.2267,17.0272,16.966,308.704,1.07534,0.29893,0.2060704225352113,0.15303954802259886,0.1141293103448276,0.2878,0.204887323943662,0.1517909604519774,0.12031034482758621
SDSS_AB,17.447,16.9229,16.7334,16.6348,17.3696,16.9137,16.7403,16.6776,308.705,-0.465753,0.445895,0.30757464788732397,0.22764406779661017,0.17118472906403942,0.4292,0.30576056338028174,0.2258813559322034,0.18001477832512316
SDSS_AB,18.542,17.6548,17.2957,17.0698,18.3986,17.6378,17.2931,17.1135,308.706,-0.0209123,0.38091,0.26182253521126764,0.1948135593220339,0.1461539408866995,0.3666,0.26032394366197187,0.19327118644067798,0.15351231527093595
SDSS_AB,17.028,16.3976,16.1993,16.0986,16.924,16.3899,16.1939,16.1311,308.707,1.08103,0.29893,0.2060704225352113,0.15303954802259886,0.1141293103448276,0.2878,0.204887323943662,0.1517909604519774,0.12031034482758621
SDSS_AB,16.6129,15.9238,15.6926,15.5744,16.5065,15.9288,15.7094,15.6192,308.707,-0.567909,0.47988749999999997,0.3305126760563381,0.24547457627118643,0.18419704433497536,0.46199999999999997,0.3286197183098592,0.24349152542372882,0.19361576354679802
SDSS_AB,18.1508,17.647,17.441,17.3148,18.0613,17.6406,17.432,17.364,308.708,-0.893712,0.53987375,0.3723267605633803,0.2763050847457627,0.20722167487684728,0.5198,0.3701971830985916,0.27410169491525427,0.21781773399014778
SDSS_AB,17.9491,17.5263,17.3557,17.2884,17.8682,17.5212,17.3426,17.3349,308.71,1.07628,0.29893,0.2060704225352113,0.15303954802259886,0.1141293103448276,0.2878,0.204887323943662,0.1517909604519774,0.12031034482758621
SDSS_AB,18.637,18.0308,17.7942,17.6723,18.5651,18.0262,17.8194,17.6945,308.71,-1.00777,0.50888,0.3504507042253521,0.2604180790960452,0.19520935960591135,0.4898,0.34847887323943666,0.25836158192090397,0.2052167487684729
SDSS_AB,18.8791,18.3909,18.2278,18.1413,18.8278,18.4067,18.2161,18.2061,308.713,0.706561,0.3299225,0.2279464788732395,0.16898305084745763,0.12614162561576356,0.3176,0.22660563380281695,0.16766101694915256,0.1329113300492611
SDSS_AB,18.857,18.164,17.9161,17.7947,18.7412,18.1483,17.9208,17.8256,308.714,-0.1092,0.3719125,0.25682253521126763,0.18987005649717514,0.1421600985221675,0.358,0.25532394366197186,0.18840112994350283,0.1498128078817734
SDSS_AB,18.9809,18.3986,18.201,18.1022,19.0075,18.398,18.1936,18.1443,308.714,0.747529,0.32492375,0.2240084507042254,0.16598305084745762,0.12413546798029557,0.3128,0.22274647887323948,0.16466101694915256,0.13061083743842364
SDSS_AB,17.3926,16.8596,16.6784,16.5985,17.3075,16.8526,16.6814,16.6195,308.714,-0.48717,0.448895,0.309574647887324,0.22958757062146892,0.1721847290640394,0.43220000000000003,0.30776056338028174,0.22775141242937855,0.18101477832512314
SDSS_AB,17.9996,17.4663,17.2597,17.1394,17.9334,17.4665,17.2621,17.1827,308.715,-0.574677,0.47988749999999997,0.3305126760563381,0.24547457627118643,0.18419704433497536,0.46199999999999997,0.3286197183098592,0.24349152542372882,0.19361576354679802
SDSS_AB,18.9682,18.4787,18.3055,18.2279,18.9208,18.4671,18.3092,18.3028,308.716,0.69178,0.3329225,0.2299464788732395,0.16998305084745763,0.12714162561576356,0.3206,0.22860563380281695,0.16866101694915256,0.1339113300492611
SDSS_AB,18.887,17.8437,17.5004,17.2765,18.7068,17.8404,17.5063,17.3272,308.717,-0.975233,0.51088,0.35238873239436624,0.2614180790960452,0.19620935960591135,0.4918,0.3503380281690141,0.25936158192090397,0.2062167487684729
SDSS_AB,17.7325,17.176,16.9981,16.908,17.6615,17.1737,17.0075,16.9407,308.72,-0.481994,0.448895,0.309574647887324,0.22958757062146892,0.1721847290640394,0.43220000000000003,0.30776056338028174,0.22775141242937855,0.18101477832512314
SDSS_AB,18.3684,17.8042,17.6043,17.4652,18.3038,17.8011,17.6103,17.5461,308.722,-0.483835,0.448895,0.309574647887324,0.22958757062146892,0.1721847290640394,0.43220000000000003,0.30776056338028174,0.22775141242937855,0.18101477832512314
SDSS_AB,18.1946,17.6939,17.5086,17.425,18.1301,17.6892,17.5136,17.4877,308.724,-0.466861,0.445895,0.30757464788732397,0.22764406779661017,0.17118472906403942,0.4292,0.30576056338028174,0.2258813559322034,0.18001477832512316
SDSS_AB,16.9456,16.1511,15.8437,15.6601,16.8151,16.1352,15.8356,15.7032,308.724,-0.189077,0.36991375,0.25488450704225357,0.18887005649717514,0.1421539408866995,0.3562,0.2534647887323944,0.18740112994350283,0.14951231527093595
SDSS_AB,17.4534,16.7971,16.5803,16.4625,17.3487,16.795,16.5795,16.4955,308.726,-0.491886,0.44389625,0.3056366197183099,0.22664406779661017,0.17018472906403942,0.4274,0.3039014084507043,0.2248813559322034,0.17901477832512316
SDSS_AB,18.8549,18.0341,17.7246,17.5497,18.734,18.0338,17.7355,17.5985,308.73,-0.135938,0.364915,0.25182253521126763,0.18687005649717514,0.14014778325123153,0.3514,0.25032394366197186,0.18540112994350283,0.14721182266009852
SDSS_AB,16.965,16.4309,16.2557,16.1533,16.8811,16.4321,16.2513,16.1818,308.732,-0.513892,0.45189375000000004,0.311574647887324,0.23158757062146892,0.17319088669950738,0.435,0.30976056338028174,0.22975141242937855,0.1823152709359606
SDSS_AB,18.063,17.4293,17.2282,17.1134,17.9552,17.433,17.231,17.1357,308.733,-1.00134,0.486885,0.33545070422535217,0.24847457627118644,0.18620320197044335,0.4686,0.3334788732394367,0.24649152542372882,0.19591625615763547
SDSS_AB,18.6905,18.1257,17.9071,17.8083,18.5661,18.1268,17.9222,17.8222,308.739,-0.885952,0.52687625,0.3633267605633803,0.269361581920904,0.20221551724137932,0.5072,0.3611971830985916,0.2672316384180791,0.21251724137931036
SDSS_AB,18.0535,17.2741,17.0466,16.9202,17.9367,17.2596,17.0428,16.9557,308.739,-0.189941,0.36491375,0.25088450704225357,0.1868135593220339,0.13915394088669952,0.3512,0.24946478873239442,0.18527118644067797,0.14651231527093597
SDSS_AB,16.7936,16.1829,15.9871,15.8992,16.699,16.182,15.9895,15.9344,308.74,1.07184,0.31592625,0.2180084507042254,0.16198305084745762,0.12112931034482759,0.3042,0.21674647887323947,0.16066101694915255,0.12731034482758619
SDSS_AB,18.2752,17.4673,17.1983,17.0491,18.1642,17.4625,17.2023,17.0972,308.741,1.06623,0.31592625,0.2180084507042254,0.16198305084745762,0.12112931034482759,0.3042,0.21674647887323947,0.16066101694915255,0.12731034482758619
SDSS_AB,18.261,17.54,17.2767,17.1302,18.1545,17.5422,17.2818,17.1515,308.747,-0.201231,0.36791375,0.25382253521126763,0.18787005649717514,0.1411539408866995,0.3542,0.25232394366197186,0.18640112994350283,0.14851231527093595
SDSS_AB,18.8233,18.2963,18.1325,18.0248,18.7057,18.3116,18.1352,18.0612,308.747,0.677164,0.33892,0.23394647887323947,0.1729830508474576,0.13014162561576356,0.32620000000000005,0.23260563380281693,0.17166101694915253,0.1369113300492611
SDSS_AB,17.9346,17.386,17.207,17.0897,17.8442,17.3847,17.2005,17.1379,308.748,-0.520634,0.45189375000000004,0.311574647887324,0.23158757062146892,0.17319088669950738,0.435,0.30976056338028174,0.22975141242937855,0.1823152709359606
SDSS_AB,15.7041,15.1801,15.0251,14.9496,15.6217,15.1791,15.0175,14.9666,308.75,-0.501812,0.45189375000000004,0.311574647887324,0.23158757062146892,0.17319088669950738,0.435,0.30976056338028174,0.22975141242937855,0.1823152709359606
SDSS_AB,17.052,16.4999,16.3197,16.2033,16.9677,16.4898,16.3103,16.2416,308.752,-0.513853,0.443895,0.3056366197183099,0.22664406779661017,0.17018472906403942,0.4272,0.3039014084507043,0.2248813559322034,0.17901477832512316
SDSS_AB,17.0684,16.2061,15.9072,15.7315,16.9406,16.2027,15.91,15.784,308.753,-0.565124,0.46489125000000003,0.3205126760563381,0.23753107344632768,0.1781908866995074,0.4476,0.3186197183098592,0.23562146892655367,0.1873152709359606
SDSS_AB,16.4652,15.9276,15.7549,15.6545,16.3843,15.9259,15.7431,15.6858,308.754,-0.508063,0.443895,0.3056366197183099,0.22664406779661017,0.17018472906403942,0.4272,0.3039014084507043,0.2248813559322034,0.17901477832512316
SDSS_AB,18.9703,18.3297,18.1143,17.966,18.9012,18.3112,18.1072,18.0239,308.755,-0.528036,0.45389375000000004,0.312574647887324,0.23158757062146892,0.1741847290640394,0.437,0.31076056338028174,0.22975141242937855,0.18301477832512314
SDSS_AB,18.1718,17.3265,17.0339,16.8584,18.0439,17.3277,17.0227,16.9208,308.757,1.15586,0.2869325,0.19807042253521132,0.1470960451977401,0.11011699507389162,0.2762,0.196887323943662,0.14592090395480226,0.11570935960591133
SDSS_AB,17.7447,17.195,16.9962,16.8932,17.6561,17.1906,16.9948,16.943,308.758,1.07257,0.3309225,0.2279464788732395,0.16898305084745763,0.12713546798029557,0.3186,0.22660563380281695,0.16766101694915256,0.13361083743842364
SDSS_AB,18.2473,17.5899,17.3135,17.1229,18.1503,17.5865,17.3043,17.1828,308.758,-0.499342,0.4388975,0.3026366197183099,0.22464406779661017,0.16818472906403942,0.4226,0.3009014084507043,0.2228813559322034,0.17701477832512316
SDSS_AB,18.0431,17.5604,17.392,17.2944,17.977,17.5581,17.3892,17.3564,308.761,-0.494866,0.4388975,0.3026366197183099,0.22464406779661017,0.16818472906403942,0.4226,0.3009014084507043,0.2228813559322034,0.17701477832512316
SDSS_AB,17.3533,16.7679,16.5365,16.4019,17.2786,16.7638,16.5393,16.4483,308.761,-0.556377,0.46489125000000003,0.3205126760563381,0.23753107344632768,0.1781908866995074,0.4476,0.3186197183098592,0.23562146892655367,0.1873152709359606
SDSS_AB,18.5304,17.841,17.6313,17.4964,18.4006,17.8335,17.625,17.538,308.763,-0.565471,0.46489125000000003,0.3205126760563381,0.23753107344632768,0.1781908866995074,0.4476,0.3186197183098592,0.23562146892655367,0.1873152709359606
SDSS_AB,16.4859,15.9917,15.8126,15.7158,16.416,15.9896,15.8196,15.7553,308.763,-0.558288,0.46489125000000003,0.3205126760563381,0.23753107344632768,0.1781908866995074,0.4476,0.3186197183098592,0.23562146892655367,0.1873152709359606
SDSS_AB,18.7569,18.0257,17.7588,17.5858,18.6398,18.0296,17.7644,17.6432,308.764,-0.548863,0.45389375000000004,0.312574647887324,0.23158757062146892,0.1741847290640394,0.437,0.31076056338028174,0.22975141242937855,0.18301477832512314
SDSS_AB,18.1271,17.3167,17.0557,16.9101,18.025,17.3244,17.0526,16.9418,308.764,1.06962,0.3309225,0.2279464788732395,0.16898305084745763,0.12713546798029557,0.3186,0.22660563380281695,0.16766101694915256,0.13361083743842364
SDSS_AB,18.8019,18.0163,17.746,17.5985,18.6971,18.0225,17.7593,17.6687,308.765,1.2014,0.2859325,0.19707042253521131,0.1460960451977401,0.1091231527093596,0.2752,0.195887323943662,0.14492090395480225,0.11500985221674877
SDSS_AB,18.7405,18.1801,17.9826,17.8674,18.6557,18.1747,17.9886,17.9112,308.769,-0.456331,0.43189875,0.2976366197183099,0.22064406779661017,0.16517857142857145,0.4158,0.2959014084507043,0.2188813559322034,0.1737142857142857
SDSS_AB,16.8803,16.3397,16.1064,15.9701,16.7922,16.3249,16.1014,16.0135,308.771,-0.527387,0.45389375000000004,0.312574647887324,0.23158757062146892,0.1741847290640394,0.437,0.31076056338028174,0.22975141242937855,0.18301477832512314
SDSS_AB,18.5148,17.8668,17.6229,17.4891,18.4322,17.8687,17.6349,17.5107,308.771,1.08664,0.316925,0.2180084507042254,0.16198305084745762,0.12113546798029556,0.305,0.21674647887323947,0.16066101694915255,0.12761083743842364
SDSS_AB,18.1448,17.5366,17.3136,17.193,18.0579,17.5315,17.3147,17.2342,308.772,1.09947,0.316925,0.2180084507042254,0.16198305084745762,0.12113546798029556,0.305,0.21674647887323947,0.16066101694915255,0.12761083743842364
SDSS_AB,18.2817,17.5322,17.2335,17.0707,18.148,17.5439,17.2304,17.0972,308.774,1.23953,0.28593375,0.19713239436619723,0.1460960451977401,0.1091231527093596,0.2754,0.19602816901408454,0.14492090395480225,0.11500985221674877
SDSS_AB,16.9545,16.1474,15.9126,15.7815,16.8216,16.1417,15.9015,15.802,308.775,1.12035,0.31492625,0.2170084507042254,0.16098305084745762,0.12013546798029556,0.3032,0.21574647887323947,0.15966101694915255,0.12661083743842363
SDSS_AB,18.9907,18.4971,18.3174,18.215,18.8912,18.4302,18.2216,18.13,308.776,0.743713,0.34192,0.23594647887323947,0.17492655367231638,0.13114162561576356,0.32920000000000005,0.23460563380281693,0.17353107344632768,0.1379113300492611
SDSS_AB,15.64,15.1078,14.9373,14.8705,15.5528,15.1032,14.9318,14.8771,308.776,1.09182,0.3279225,0.2259464788732395,0.1679265536723164,0.12514162561576356,0.3156,0.22460563380281695,0.1665310734463277,0.1319113300492611
SDSS_AB,18.6105,17.8417,17.5776,17.4318,18.4873,17.8408,17.579,17.4809,308.778,1.08383,0.3279225,0.2259464788732395,0.1679265536723164,0.12514162561576356,0.3156,0.22460563380281695,0.1665310734463277,0.1319113300492611
