survey,SDSS_AB_g,SDSS_AB_r,SDSS_AB_i,SDSS_AB_z,PS1_g,PS1_r,PS1_i,PS1_z,RA,DEC,SDSS_AB_g_AV,SDSS_AB_r_AV,SDSS_AB_i_AV,SDSS_AB_z_AV,PS1_g_AV,PS1_r_AV,PS1_i_AV,PS1_z_AV
SDSS_AB,18.6903,18.3514,18.2387,18.1932,18.6589,18.3581,18.2503,18.2006,308.512,1.10289,0.31192625,0.2150084507042254,0.15903954802259887,0.11912931034482759,0.3002,0.21374647887323947,0.1577909604519774,0.1253103448275862
SDSS_AB,17.5062,16.8589,16.6276,16.5089,17.4113,16.8552,16.6317,16.5365,308.512,1.18271,0.317925,0.2190084507042254,0.16203954802259887,0.12113546798029556,0.306,0.21774647887323947,0.1607909604519774,0.12761083743842364
SDSS_AB,18.7489,17.9959,17.7359,17.6126,18.64,17.9829,17.7487,17.6564,308.512,0.786574,0.31592625,0.2180084507042254,0.16103954802259887,0.12112931034482759,0.3042,0.21674647887323947,0.1597909604519774,0.12731034482758619
SDSS_AB,16.5979,15.6358,15.2996,15.1074,16.4446,15.6284,15.3062,15.1568,308.512,-0.567966,0.59786,0.4121408450704226,0.30613559322033895,0.2292463054187192,0.5756,0.409774647887324,0.30371186440677966,0.24101970443349754
SDSS_AB,17.9308,17.256,17.0346,16.9069,17.8052,17.2585,17.0395,16.9556,308.513,-0.0803695,0.41890125,0.2886985915492958,0.2137005649717514,0.16017241379310346,0.4032,0.2870422535211268,0.21201129943502825,0.16841379310344828
SDSS_AB,18.1028,17.5468,17.3603,17.2743,18.0311,17.5443,17.3598,17.2968,308.513,1.24807,0.32492375,0.22394647887323949,0.16598305084745762,0.12413546798029557,0.3128,0.22260563380281695,0.16466101694915256,0.13061083743842364
SDSS_AB,17.5026,16.8854,16.6506,16.5224,17.4192,16.8628,16.6476,16.5533,308.514,-0.923408,0.62285375,0.42907887323943666,0.31807909604519774,0.23826477832512313,0.5996,0.4266338028169015,0.3155819209039548,0.25092118226600985
SDSS_AB,15.7966,15.1797,14.9518,14.8374,15.6996,15.1749,14.947,14.8639,308.514,-0.569399,0.59786,0.4121408450704226,0.30613559322033895,0.2292463054187192,0.5756,0.409774647887324,0.30371186440677966,0.24101970443349754
SDSS_AB,18.2497,17.6631,17.4681,17.3601,18.1829,17.6704,17.4658,17.395,308.514,1.06489,0.32392375,0.2230084507042254,0.16598305084745762,0.12413546798029557,0.3118,0.22174647887323948,0.16466101694915256,0.13061083743842364
SDSS_AB,18.7371,18.1868,17.9761,17.8882,18.6705,18.1858,17.9913,17.9079,308.514,1.08901,0.31792625,0.2190084507042254,0.16298305084745762,0.12212931034482759,0.3062,0.21774647887323947,0.16166101694915255,0.1283103448275862
SDSS_AB,18.7809,17.9065,17.6029,17.4314,18.647,17.904,17.6038,17.4807,308.515,1.15599,0.319925,0.2200084507042254,0.16303954802259887,0.12213546798029556,0.308,0.21874647887323947,0.1617909604519774,0.12861083743842364
SDSS_AB,16.745,15.9703,15.6763,15.5133,16.63,15.9575,15.6608,15.5346,308.516,-0.936009,0.61985375,0.42707887323943666,0.3170225988700565,0.23725862068965517,0.5966,0.4246338028169015,0.31445197740112996,0.24962068965517242
SDSS_AB,18.4806,18.0074,17.8214,17.7357,18.4044,17.9965,17.8272,17.7524,308.516,0.762732,0.31592625,0.2180084507042254,0.16198305084745762,0.12112931034482759,0.3042,0.21674647887323947,0.16066101694915255,0.12731034482758619
SDSS_AB,17.8838,17.3307,17.15,17.0691,17.8052,17.3457,17.1621,17.1011,308.517,0.337812,0.38790875,0.26682253521126764,0.1978135593220339,0.14816625615763546,0.3734,0.2653239436619719,0.19627118644067798,0.15611330049261082
SDSS_AB,18.6383,17.7291,17.3818,17.1663,18.4989,17.7082,17.3671,17.1888,308.517,1.10792,0.31192625,0.2150084507042254,0.15903954802259887,0.11912931034482759,0.3002,0.21374647887323947,0.1577909604519774,0.1253103448275862
SDSS_AB,18.2185,17.6118,17.3877,17.2658,18.1194,17.6107,17.3819,17.2884,308.517,0.370446,0.3929075,0.27076056338028176,0.20075706214689268,0.15016625615763546,0.37820000000000004,0.2691830985915494,0.19914124293785312,0.15811330049261083
SDSS_AB,17.6516,17.1651,16.9753,16.8902,17.5867,17.1616,16.9835,16.926,308.517,0.271054,0.38590875,0.26576056338028176,0.1968135593220339,0.14716625615763546,0.3714,0.26418309859154937,0.19527118644067798,0.15511330049261082
SDSS_AB,16.106,15.5361,15.3589,15.2715,16.017,15.5365,15.3517,15.2978,308.517,0.367858,0.3929075,0.27076056338028176,0.20075706214689268,0.15016625615763546,0.37820000000000004,0.2691830985915494,0.19914124293785312,0.15811330049261083
SDSS_AB,16.721,16.1492,15.9569,15.8473,16.6374,16.1493,15.9577,15.8815,308.518,-0.0837167,0.41890125,0.2886985915492958,0.2137005649717514,0.16017241379310346,0.4032,0.2870422535211268,0.21201129943502825,0.16841379310344828
SDSS_AB,16.819,16.1389,15.9332,15.8272,16.7202,16.1497,15.9327,15.864,308.518,0.363141,0.3929075,0.27076056338028176,0.20075706214689268,0.15016625615763546,0.37820000000000004,0.2691830985915494,0.19914124293785312,0.15811330049261083
SDSS_AB,17.4601,16.8341,16.6141,16.4985,17.3827,16.8361,16.62,16.53,308.518,1.23159,0.32492375,0.22394647887323949,0.16598305084745762,0.12413546798029557,0.3128,0.22260563380281695,0.16466101694915256,0.13061083743842364
SDSS_AB,17.0125,16.4879,16.3214,16.2306,16.9284,16.4949,16.3198,16.2656,308.518,-0.0768895,0.41890125,0.2886985915492958,0.2137005649717514,0.16017241379310346,0.4032,0.2870422535211268,0.21201129943502825,0.16841379310344828
SDSS_AB,18.9615,18.0672,17.7495,17.5492,18.8435,18.0734,17.7557,17.603,308.519,1.12266,0.31192625,0.2150084507042254,0.15903954802259887,0.11912931034482759,0.3002,0.21374647887323947,0.1577909604519774,0.1253103448275862
SDSS_AB,18.7394,18.0976,17.8801,17.7548,18.66,18.122,17.8839,17.7838,308.519,-0.0929744,0.41890125,0.2886985915492958,0.2137005649717514,0.16017241379310346,0.4032,0.2870422535211268,0.21201129943502825,0.16841379310344828
SDSS_AB,18.7299,18.3501,18.1929,18.1219,18.691,18.343,18.1994,18.1676,308.519,0.696527,0.32392375,0.2230084507042254,0.16598305084745762,0.12413546798029557,0.3118,0.22174647887323948,0.16466101694915256,0.13061083743842364
SDSS_AB,18.5303,17.9123,17.6628,17.5285,18.4527,17.9029,17.671,17.5727,308.519,1.15379,0.319925,0.2200084507042254,0.16303954802259887,0.12213546798029556,0.308,0.21874647887323947,0.1617909604519774,0.12861083743842364
SDSS_AB,17.06,16.4828,16.2982,16.1906,16.9709,16.493,16.2822,16.2151,308.52,-0.113124,0.41990125,0.2896366197183099,0.2147005649717514,0.16117241379310346,0.4042,0.2879014084507043,0.21301129943502825,0.16941379310344828
SDSS_AB,18.9239,18.3117,18.0646,17.9218,18.8609,18.3244,18.0822,18.0118,308.521,-0.557994,0.59786,0.4121408450704226,0.30613559322033895,0.2292463054187192,0.5756,0.409774647887324,0.30371186440677966,0.24101970443349754
SDSS_AB,18.917,18.4491,18.2818,18.2076,18.8362,18.4699,18.2835,18.2567,308.521,0.330484,0.38790875,0.26682253521126764,0.1978135593220339,0.14816625615763546,0.3734,0.2653239436619719,0.19627118644067798,0.15611330049261082
SDSS_AB,18.2616,17.572,17.3355,17.2037,18.1745,17.5734,17.3351,17.2478,308.521,-0.0784848,0.41890125,0.2886985915492958,0.2137005649717514,0.16017241379310346,0.4032,0.2870422535211268,0.21201129943502825,0.16841379310344828
SDSS_AB,17.7801,17.2772,17.0926,17.0023,17.718,17.2765,17.0985,17.0312,308.522,1.07563,0.31792625,0.2190084507042254,0.16298305084745762,0.12212931034482759,0.3062,0.21774647887323947,0.16166101694915255,0.1283103448275862
SDSS_AB,17.6165,16.9872,16.7875,16.6931,17.5201,16.9844,16.7921,16.73,308.522,1.12334,0.31192625,0.2150084507042254,0.15903954802259887,0.11912931034482759,0.3002,0.21374647887323947,0.1577909604519774,0.1253103448275862
SDSS_AB,18.6334,17.7286,17.428,17.2255,18.5273,17.7388,17.4222,17.2749,308.522,-1.01125,0.6068574999999999,0.41807887323943665,0.31007909604519773,0.2322524630541872,0.5841999999999999,0.4156338028169015,0.3075819209039548,0.244320197044335
SDSS_AB,17.3692,16.5303,16.2582,16.1106,17.2452,16.5269,16.2592,16.1571,308.523,-0.0162972,0.4129025,0.2837605633802817,0.2107005649717514,0.15817241379310346,0.3974,0.28218309859154933,0.20901129943502825,0.16641379310344828
SDSS_AB,16.5562,16.0446,15.8616,15.7931,16.4674,16.0309,15.8668,15.8128,308.523,1.19391,0.317925,0.2190084507042254,0.16203954802259887,0.12113546798029556,0.306,0.21774647887323947,0.1607909604519774,0.12761083743842364
SDSS_AB,17.8196,17.3356,17.1677,17.0882,17.7302,17.3279,17.1816,17.144,308.523,1.21242,0.317925,0.2190084507042254,0.16298305084745762,0.12212931034482759,0.306,0.21774647887323947,0.16166101694915255,0.1283103448275862
SDSS_AB,18.1772,17.5368,17.3122,17.1791,18.0765,17.5477,17.3067,17.2231,308.523,-0.147636,0.42190125,0.2906985915492958,0.2157005649717514,0.16117857142857145,0.4062,0.2890422535211268,0.21401129943502825,0.1697142857142857
SDSS_AB,18.8121,18.2693,18.0944,18.0144,18.7301,18.289,18.1005,18.0343,308.523,0.38699,0.3909075,0.26882253521126764,0.19975706214689268,0.14916625615763546,0.37620000000000003,0.2673239436619719,0.19814124293785312,0.15711330049261082
SDSS_AB,17.9567,17.506,17.3552,17.2862,17.8946,17.5037,17.3667,17.302,308.524,1.07259,0.32392375,0.2230084507042254,0.16598305084745762,0.12413546798029557,0.3118,0.22174647887323948,0.16466101694915256,0.13061083743842364
SDSS_AB,16.5179,15.9339,15.7235,15.6035,16.4214,15.9212,15.7052,15.6185,308.524,-0.965563,0.6058574999999999,0.4171408450704226,0.30913559322033896,0.2322524630541872,0.5831999999999999,0.414774647887324,0.30671186440677967,0.244320197044335
SDSS_AB,16.886,16.0773,15.7881,15.6204,16.7793,16.0684,15.7821,15.6535,308.525,-0.934469,0.61985375,0.42707887323943666,0.3170225988700565,0.23725862068965517,0.5966,0.4246338028169015,0.31445197740112996,0.24962068965517242
SDSS_AB,18.2378,17.7964,17.6227,17.5661,18.1909,17.7825,17.6293,17.5696,308.526,0.80001,0.3099275,0.2130704225352113,0.15803954802259887,0.11812931034482758,0.2984,0.211887323943662,0.1567909604519774,0.12431034482758621
SDSS_AB,18.2914,17.537,17.2683,17.0909,18.2019,17.5126,17.2586,17.1387,308.527,-0.063004,0.4139025,0.2847605633802817,0.2117005649717514,0.15817241379310346,0.3984,0.28318309859154933,0.21001129943502825,0.16641379310344828
SDSS_AB,18.4063,17.7987,17.5807,17.4588,18.3123,17.8209,17.588,17.4964,308.527,0.354286,0.38890875,0.26776056338028176,0.19875706214689268,0.1491600985221675,0.3744,0.26618309859154937,0.19714124293785312,0.1568128078817734
SDSS_AB,18.838,18.2653,18.0238,17.8899,18.7308,18.2757,18.0214,17.9322,308.529,-0.878646,0.60885625,0.4191408450704226,0.31107909604519773,0.2332524630541872,0.586,0.416774647887324,0.3085819209039548,0.245320197044335
SDSS_AB,18.9972,18.574,18.414,18.3356,18.9948,18.5546,18.4278,18.4002,308.53,0.714703,0.31292625,0.2160084507042254,0.16003954802259887,0.12012931034482759,0.3012,0.21474647887323947,0.1587909604519774,0.12631034482758619
SDSS_AB,18.633,18.1612,17.9937,17.9024,18.5904,18.1693,17.9983,17.955,308.531,-0.0410413,0.41090374999999996,0.2836985915492958,0.20975706214689266,0.15717241379310345,0.3956,0.2820422535211268,0.2081412429378531,0.16541379310344828
SDSS_AB,18.1828,17.642,17.4706,17.3649,18.1112,17.6452,17.466,17.405,308.532,-0.0804796,0.41390374999999996,0.2856985915492958,0.2117005649717514,0.15817857142857145,0.3986,0.2840422535211268,0.21001129943502825,0.1667142857142857
SDSS_AB,17.4048,16.421,16.0098,15.7645,17.2613,16.3999,16.0077,15.8202,308.533,-0.521503,0.55786875,0.38426478873239445,0.28524858757062144,0.21323399014778324,0.537,0.3820563380281691,0.28297175141242936,0.22441871921182266
SDSS_AB,18.8023,18.4137,18.2545,18.1854,18.7347,18.5323,18.2408,18.2039,308.533,0.757871,0.3099275,0.2140084507042254,0.15803954802259887,0.11912931034482759,0.2984,0.21274647887323947,0.1567909604519774,0.1253103448275862
SDSS_AB,18.4573,17.8363,17.6108,17.5035,18.3947,17.8301,17.6216,17.5527,308.534,1.15372,0.3059275,0.2100704225352113,0.15603954802259887,0.1171293103448276,0.2944,0.208887323943662,0.1547909604519774,0.12331034482758621
SDSS_AB,16.9523,16.3512,16.1419,15.9953,16.8559,16.3415,16.1227,16.0338,308.535,-1.00301,0.5888625,0.4061408450704226,0.3011920903954802,0.2252463054187192,0.567,0.403774647887324,0.2988418079096045,0.23701970443349754
SDSS_AB,17.4269,16.8913,16.7212,16.6266,17.3389,16.8986,16.7168,16.6538,308.536,0.376613,0.38790875,0.26682253521126764,0.1978135593220339,0.14816625615763546,0.3734,0.2653239436619719,0.19627118644067798,0.15611330049261082
SDSS_AB,16.3242,15.7081,15.4947,15.3919,16.2467,15.7021,15.4994,15.4249,308.536,0.327376,0.38590875,0.26582253521126764,0.1968135593220339,0.1481600985221675,0.3714,0.26432394366197187,0.19527118644067798,0.1558128078817734
SDSS_AB,18.5728,18.1063,17.9366,17.8591,18.4846,18.0903,17.9477,17.8783,308.539,0.74472,0.30992625,0.2130704225352113,0.15803954802259887,0.11812931034482758,0.2982,0.211887323943662,0.1567909604519774,0.12431034482758621
SDSS_AB,17.0766,16.4985,16.3198,16.2403,16.9925,16.4913,16.319,16.2626,308.539,0.643041,0.3329225,0.2299464788732395,0.16998305084745763,0.12714162561576356,0.3206,0.22860563380281695,0.16866101694915256,0.1339113300492611
SDSS_AB,16.6919,16.1281,15.9393,15.8468,16.608,16.1234,15.9251,15.858,308.54,-0.0565604,0.4139025,0.2847605633802817,0.2117005649717514,0.15817241379310346,0.3984,0.28318309859154933,0.21001129943502825,0.16641379310344828
SDSS_AB,17.8127,17.2389,17.0449,16.9355,17.7181,17.2279,17.0353,16.9587,308.54,-0.0666416,0.4139025,0.2847605633802817,0.2117005649717514,0.15817241379310346,0.3984,0.28318309859154933,0.21001129943502825,0.16641379310344828
SDSS_AB,17.8614,17.25,17.0043,16.8664,17.7391,17.2392,17.0139,16.9118,308.54,-0.565506,0.5828625,0.4012028169014085,0.29813559322033895,0.22324014778325124,0.5609999999999999,0.3989154929577466,0.29571186440677966,0.2347192118226601
SDSS_AB,18.3097,17.8255,17.6547,17.5808,18.2372,17.8289,17.6531,17.5915,308.541,1.11782,0.3059275,0.2100704225352113,0.15603954802259887,0.1171293103448276,0.2944,0.208887323943662,0.1547909604519774,0.12331034482758621
SDSS_AB,18.4705,17.7121,17.4299,17.2724,18.3653,17.7033,17.428,17.3186,308.542,0.333172,0.38590875,0.26582253521126764,0.1968135593220339,0.1481600985221675,0.3714,0.26432394366197187,0.19527118644067798,0.1558128078817734
SDSS_AB,17.8088,17.2499,17.0714,16.9502,17.7232,17.2444,17.0502,16.9771,308.545,-0.102324,0.41090374999999996,0.2836985915492958,0.2107005649717514,0.15717241379310345,0.3956,0.2820422535211268,0.20901129943502825,0.16541379310344828
SDSS_AB,15.6186,15.1212,14.9736,14.9105,15.5502,15.1106,14.9674,14.9407,308.546,0.680197,0.32192375,0.22194647887323948,0.16403954802259887,0.12313546798029557,0.3098,0.22060563380281695,0.1627909604519774,0.12961083743842364
SDSS_AB,17.4044,16.8939,16.7147,16.6277,17.3438,16.8909,16.7221,16.6578,308.546,0.671821,0.3269225,0.22494647887323949,0.16698305084745763,0.12513546798029557,0.3146,0.22360563380281695,0.16566101694915256,0.13161083743842364
SDSS_AB,18.3436,17.8558,17.6869,17.6042,18.2927,17.8606,17.6831,17.6448,308.547,0.403293,0.3909075,0.26882253521126764,0.19975706214689268,0.14916625615763546,0.37620000000000003,0.2673239436619719,0.19814124293785312,0.15711330049261082
SDSS_AB,17.3729,16.4752,16.1545,15.936,17.2393,16.4681,16.1395,15.9859,308.547,-0.0555983,0.4139025,0.2847605633802817,0.2117005649717514,0.15817241379310346,0.3984,0.28318309859154933,0.21001129943502825,0.16641379310344828
SDSS_AB,18.2548,17.4657,17.1722,16.9805,18.1281,17.4618,17.1443,17.0034,308.548,-0.0302776,0.41090374999999996,0.2836985915492958,0.20975706214689266,0.15717241379310345,0.3956,0.2820422535211268,0.2081412429378531,0.16541379310344828
SDSS_AB,18.4017,17.9216,17.7706,17.7084,18.3011,17.8927,17.7916,17.69,308.548,0.718762,0.31292625,0.2160084507042254,0.16003954802259887,0.12012931034482759,0.3012,0.21474647887323947,0.1587909604519774,0.12631034482758619
SDSS_AB,18.9771,18.3459,18.1255,18.0064,18.9244,18.346,18.1332,18.0515,308.549,-0.071713,0.4139025,0.2847605633802817,0.2117005649717514,0.15817241379310346,0.3984,0.28318309859154933,0.21001129943502825,0.16641379310344828
SDSS_AB,15.9242,15.2013,14.951,14.8,15.8214,15.1931,14.9316,14.8317,308.549,-0.046262,0.41090374999999996,0.2836985915492958,0.20975706214689266,0.15717241379310345,0.3956,0.2820422535211268,0.2081412429378531,0.16541379310344828
SDSS_AB,18.4181,17.907,17.7353,17.6521,18.3874,17.9184,17.7378,17.6848,308.549,0.362641,0.38890875,0.26776056338028176,0.19875706214689268,0.1491600985221675,0.3744,0.26618309859154937,0.19714124293785312,0.1568128078817734
