survey,CSP-B,CSP-V,CSP-o,CSP-m,CSP-n,CSP-g,CSP-r,CSP-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CSP-B_AV,CSP-V_AV,CSP-o_AV,CSP-m_AV,CSP-n_AV,CSP-g_AV,CSP-r_AV,CSP-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CSP-u,GAIA_CSP-g,GAIA_CSP-r,GAIA_CSP-i,GAIA_CSP-B,GAIA_CSP-V,GAIA_CSP-o,GAIA_CSP-m,GAIA_CSP-n,GAIA_CSP-Y,GAIA_CSP-y
CSP,17.4733,16.6391,16.6391,16.6391,16.6391,17.0284,16.2833,15.9447,16.9485,16.2901,15.9884,15.8515,243.179,-21.6788,1.20377,0.9396,0.930937,0.939863,0.9396,1.09579,0.760169,0.555902,1.074,0.764113,0.565944,0.449537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6982,16.6285,16.6285,16.6285,16.6285,17.1562,16.1357,15.7088,17.055,16.1529,15.7497,15.5514,243.244,-21.6416,1.17537,0.9168,0.908344,0.917056,0.9168,1.06927,0.741592,0.542486,1.048,0.745394,0.552203,0.438236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.54,16.7423,16.7423,16.7423,16.7423,17.1073,16.4411,16.1166,17.052,16.4569,16.1896,16.0582,243.284,-21.628,1.17837,0.9198,0.911344,0.920056,0.9198,1.07227,0.74438,0.544194,1.051,0.748254,0.554073,0.440236,6243001153928188160,18.8036,17.1534,16.4632,16.1898,17.4149,16.7871,16.7871,16.7871,16.7871,15.6907,15.6524
CSP,17.8172,16.7782,16.7782,16.7782,16.7782,17.3008,16.3063,15.8459,17.1734,16.3081,15.9056,15.691,243.265,-21.5856,1.18737,0.92712,0.918581,0.927379,0.92712,1.08108,0.750169,0.548194,1.0596,0.754113,0.558073,0.443537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.8183,16.8132,16.8132,16.8132,16.8132,17.3209,16.3236,15.8429,17.22,16.3447,15.9011,15.6725,243.218,-21.5759,1.19107,0.92928,0.9207,0.92954,0.92928,1.08398,0.752169,0.549486,1.0624,0.756113,0.559203,0.444537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.788,17.0224,17.0224,17.0224,17.0224,17.4018,16.7001,16.3766,17.3325,16.7395,16.478,16.3571,243.293,-21.6058,1.18537,0.92512,0.916581,0.925379,0.92512,1.07908,0.74838,0.547194,1.0576,0.752254,0.557073,0.442537,6243002317860853632,18.8597,17.444,16.7467,16.4735,17.7015,17.0593,17.0593,17.0593,17.0593,16.153,16.1155
CSP,18.0667,17.1169,17.1169,17.1169,17.1169,17.5791,16.706,16.3896,17.4623,16.7197,16.4137,16.2693,243.256,-21.5737,1.18737,0.92712,0.918581,0.927379,0.92712,1.08108,0.750169,0.548194,1.0596,0.754113,0.558073,0.443537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.014,17.1727,17.1727,17.1727,17.1727,17.5752,16.8433,16.5047,17.47,16.8147,16.5355,16.403,243.206,-21.6786,1.19007,0.92912,0.920581,0.929379,0.92912,1.08308,0.75138,0.549194,1.0616,0.755254,0.559073,0.444537,6242995720790908288,19.2413,17.6079,16.8286,16.5301,17.9038,17.1872,17.1872,17.1872,17.1872,16.0687,16.0457
CSP,18.2592,17.2875,17.2875,17.2875,17.2875,17.776,16.913,16.5308,17.6537,16.9148,16.5653,16.3841,243.204,-21.6013,1.18537,0.92512,0.916581,0.925379,0.92512,1.07908,0.74838,0.547194,1.0576,0.752254,0.557073,0.442537,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.297,17.2902,17.2902,17.2902,17.2902,17.7361,16.9397,16.5767,17.6504,16.9275,16.5998,16.4467,243.247,-21.6798,1.17366,0.9158,0.907344,0.916056,0.9158,1.06827,0.74138,0.541486,1.047,0.745254,0.551203,0.438236,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.3246,17.3032,17.3032,17.3032,17.3032,17.8041,16.8593,16.4608,17.7389,16.91,16.5472,16.371,243.197,-21.634,1.18337,0.92396,0.915462,0.924218,0.92396,1.07717,0.74738,0.546194,1.0558,0.751254,0.556073,0.441537,6242996206125888128,19.8007,17.8658,16.9084,16.5438,18.2095,17.3786,17.3786,17.3786,17.3786,15.9764,15.9277
CSP,15.4192,14.9421,14.9421,14.9421,14.9421,15.1902,14.8869,14.7034,15.1195,14.7942,14.6733,14.6453,149.84,-19.4108,0.150721,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0696648,0.1338,0.0950141,0.0709605,0.0560049,5670935664993951360,16.0867,15.1664,14.794,14.6693,15.3143,14.9518,14.9518,14.9518,14.9518,14.4948,14.4865
CSP,16.1292,15.4199,15.4199,15.4199,15.4199,15.7946,15.1786,14.9475,15.7001,15.178,14.9821,14.9083,149.776,-19.4357,0.148721,0.11616,0.115087,0.116193,0.11616,0.135497,0.0935211,0.0686648,0.1328,0.0940141,0.0699605,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.0389,15.484,15.484,15.484,15.484,15.7651,15.322,15.1923,15.6927,15.3288,15.2077,15.1959,149.811,-19.4652,0.149721,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0689567,0.1338,0.0950141,0.0700904,0.0560049,5670935042223489024,16.9071,15.7584,15.3272,15.2126,15.9399,15.5096,15.5096,15.5096,15.5096,15.085,15.082
CSP,16.8807,16.0909,16.0909,16.0909,16.0909,16.493,15.7729,15.5285,16.4231,15.8059,15.5801,15.4946,149.891,-19.5108,0.149721,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0689567,0.1338,0.0950141,0.0700904,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.8082,16.2329,16.2329,16.2329,16.2329,16.548,16.0413,15.8344,16.4301,16.0499,15.9065,15.8645,149.786,-19.445,0.149721,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0689567,0.1338,0.0950141,0.0700904,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.9233,16.4205,16.4205,16.4205,16.4205,16.6694,16.2785,16.1203,16.6156,16.2834,16.1577,16.1379,149.817,-19.5153,0.148019,0.11516,0.114087,0.115193,0.11516,0.134497,0.0935211,0.0686648,0.1318,0.0940141,0.0699605,0.0550049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.3759,16.4905,16.4905,16.4905,16.4905,16.9529,16.0934,15.7527,16.849,16.0914,15.8045,15.6734,149.769,-19.4583,0.149019,0.11616,0.115087,0.116193,0.11616,0.135497,0.0945211,0.0686648,0.1328,0.0950141,0.0699605,0.0557044,5670981913201802240,18.8896,16.9876,16.0933,15.7889,17.2778,16.5466,16.5466,16.5466,16.5466,15.4708,15.4625
CSP,16.9599,16.5401,16.5401,16.5401,16.5401,16.8024,16.4145,16.3192,16.714,16.4563,16.3844,16.3917,149.794,-19.533,0.147721,0.11516,0.114087,0.115193,0.11516,0.134497,0.0927324,0.0679567,0.1318,0.0931549,0.0690904,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.3947,16.7199,16.7199,16.7199,16.7199,17.0437,16.4869,16.3024,17.162,16.6911,16.5111,16.4622,149.872,-19.5294,0.148721,0.11616,0.115087,0.116193,0.11616,0.135497,0.0935211,0.0686648,0.1328,0.0940141,0.0699605,0.0557044,5670933569049917440,18.6545,17.2543,16.6955,16.5167,17.4864,16.9475,16.9475,16.9475,16.9475,16.2591,16.2134
CSP,17.5001,16.9222,16.9222,16.9222,16.9222,17.2098,16.7209,16.5364,17.1512,16.7466,16.5956,16.5508,149.81,-19.4991,0.149721,0.11632,0.115206,0.116354,0.11632,0.136401,0.0945211,0.0689567,0.1336,0.0950141,0.0700904,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.0609,17.171,17.171,17.171,17.171,17.6261,16.8249,16.5156,17.5704,16.8739,16.5961,16.4963,149.897,-19.4714,0.149721,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0689567,0.1338,0.0950141,0.0700904,0.0560049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.4303,17.7488,17.7488,17.7488,17.7488,18.0822,17.5677,17.3335,18.0656,17.5514,17.3725,17.3177,149.798,-19.4908,0.149721,0.11616,0.115087,0.116193,0.11616,0.135497,0.0945211,0.0689567,0.1328,0.0950141,0.0700904,0.0557044,5670934702921285248,19.4372,18.1217,17.5533,17.3806,18.3609,17.8009,17.8009,17.8009,17.8009,17.1533,17.1309
CSP,18.5191,17.8646,17.8646,17.8646,17.8646,18.1733,17.6475,17.4893,18.1917,17.7566,17.5969,17.5758,149.862,-19.5019,0.149019,0.11616,0.115087,0.116193,0.11616,0.135497,0.0945211,0.0686648,0.1328,0.0950141,0.0699605,0.0557044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.5961,17.7186,17.7186,17.7186,17.7186,18.2379,17.6674,17.4534,18.2385,17.7262,17.5018,17.4416,149.872,-19.4228,0.150019,0.11716,0.116087,0.117193,0.11716,0.136497,0.0945211,0.0696648,0.1338,0.0950141,0.0709605,0.0560049,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6614,16.9991,16.9991,16.9991,16.9991,17.3104,16.7754,16.5594,17.2448,16.7934,16.6309,16.5663,6.34152,12.8479,0.259337,0.2022,0.200344,0.202256,0.2022,0.235669,0.163465,0.119205,0.231,0.16431,0.121311,0.0968079,2755787803232067200,18.7792,17.3244,16.8047,16.6329,17.551,17.0268,17.0268,17.0268,17.0268,16.3897,16.3891
CSP,16.4323,15.7005,15.7005,15.7005,15.7005,16.0686,15.3803,15.1085,15.9951,15.4041,15.14,15.0415,125.682,22.5221,0.182125,0.14212,0.1408,0.14216,0.14212,0.16592,0.115099,0.0843729,0.1626,0.115732,0.0858305,0.0683054,676569091285995008,17.6664,16.0888,15.3979,15.1405,16.3492,15.7176,15.7176,15.7176,15.7176,14.8232,14.8079
CSP,17.7328,16.9696,16.9696,16.9696,16.9696,17.3187,16.69,16.5024,17.2984,16.7319,16.52,16.4475,125.679,22.5807,0.190827,0.14844,0.147037,0.148482,0.14844,0.173727,0.120099,0.088081,0.1702,0.120732,0.0897006,0.0706059,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.4608,17.6136,17.6136,17.6136,17.6136,17.996,17.2763,17.0015,17.9739,17.3377,17.0803,16.9804,125.733,22.5604,0.185827,0.14512,0.1438,0.14516,0.14512,0.16892,0.117099,0.0853729,0.1656,0.117732,0.0868305,0.0696059,676569641041802624,19.7204,18.0947,17.3303,17.0846,18.3526,17.7103,17.7103,17.7103,17.7103,16.7101,16.6828
CSP,16.1597,15.4604,15.4604,15.4604,15.4604,15.7828,15.1513,14.9434,15.6905,15.1715,14.9667,14.884,229.107,7.39879,0.139019,0.10884,0.10785,0.10887,0.10884,0.12669,0.0877324,0.0639567,0.1242,0.0881549,0.0650904,0.0517044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.7159,17.0028,17.0028,17.0028,17.0028,17.3324,16.7243,16.5144,17.2428,16.7372,16.5475,16.4788,229.214,7.37779,0.125317,0.09752,0.0966125,0.0975475,0.09752,0.113882,0.0789437,0.0579567,0.1116,0.0792958,0.0590904,0.0464039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.1572,15.325,15.325,15.325,15.325,15.7251,14.9986,14.8333,15.6759,15.0368,14.7981,14.7006,169.769,20.7708,0.0745096,0.05808,0.0575437,0.0580963,0.05808,0.0677487,0.0471549,0.0348324,0.0664,0.0474366,0.0354802,0.0275025,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.7246,15.0764,15.0764,15.0764,15.0764,15.3481,14.8371,14.7053,15.3126,14.8798,14.742,14.7244,127.952,-1.22324,0.115615,0.0902,0.089375,0.090225,0.0902,0.105075,0.0729437,0.0532486,0.103,0.0732958,0.0542203,0.0431034,3073143623929057792,16.6278,15.3827,14.8853,14.7499,15.5867,15.1006,15.1006,15.1006,15.1006,14.5298,14.5019
CSP,15.7493,15.1737,15.1737,15.1737,15.1737,15.4215,14.9542,14.8153,15.375,14.9845,14.8566,14.8341,127.87,-1.2315,0.123317,0.09636,0.0954938,0.0963863,0.09636,0.111979,0.0777324,0.0572486,0.1098,0.0781549,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.8417,15.3143,15.3143,15.3143,15.3143,15.5226,15.1193,15.0352,15.4816,15.1637,15.069,15.0807,127.94,-1.17097,0.113615,0.0882,0.087375,0.088225,0.0882,0.103075,0.0719437,0.0522486,0.101,0.0722958,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.9007,15.4168,15.4168,15.4168,15.4168,15.606,15.247,15.1831,15.5771,15.2805,15.201,15.1951,127.901,-1.24547,0.122317,0.09552,0.0946125,0.0955475,0.09552,0.111882,0.0777324,0.0562486,0.1096,0.0781549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.2475,15.5832,15.5832,15.5832,15.5832,15.8738,15.3139,15.1962,15.8171,15.3571,15.2242,15.1997,127.866,-1.2154,0.122615,0.09552,0.0946125,0.0955475,0.09552,0.111882,0.0777324,0.0569567,0.1096,0.0781549,0.0580904,0.0461034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3066,15.7631,15.7631,15.7631,15.7631,15.9787,15.5709,15.4522,15.9385,15.5854,15.4838,15.4805,127.929,-1.18511,0.116615,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0542486,0.104,0.0741549,0.0552203,0.0434039,3076146424544160640,17.069,16.0058,15.6023,15.4927,16.1783,15.7705,15.7705,15.7705,15.7705,15.3587,15.3509
CSP,16.5876,15.9714,15.9714,15.9714,15.9714,16.2156,15.7395,15.5813,16.1622,15.7465,15.6105,15.5873,127.892,-1.14059,0.115615,0.0902,0.089375,0.090225,0.0902,0.105075,0.0729437,0.0532486,0.103,0.0732958,0.0542203,0.0431034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.7967,16.2845,16.2845,16.2845,16.2845,16.4904,16.0975,16.0022,16.4575,16.1339,16.0378,16.0276,127.89,-1.24149,0.122317,0.09552,0.0946125,0.0955475,0.09552,0.111882,0.0777324,0.0562486,0.1096,0.0781549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.2411,16.5294,16.5294,16.5294,16.5294,16.8213,16.2238,16.0473,16.7495,16.2427,16.0721,16.0195,127.91,-1.13984,0.113317,0.0882,0.087375,0.088225,0.0882,0.103075,0.0717324,0.0522486,0.101,0.0721549,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.6318,16.8056,16.8056,16.8056,16.8056,17.1609,16.3753,16.1015,17.0917,16.391,16.1341,16.0202,127.888,-1.16631,0.116615,0.0912,0.090375,0.091225,0.0912,0.106075,0.0737324,0.0542486,0.104,0.0741549,0.0552203,0.0434039,3076147214818153344,19.092,17.2166,16.395,16.1318,17.4934,16.8096,16.8096,16.8096,16.8096,15.7983,15.7829
CSP,17.8342,17.2418,17.2418,17.2418,17.2418,17.5102,16.99,16.8633,17.455,17.0239,16.8875,16.849,127.883,-1.22946,0.122317,0.09552,0.0946125,0.0955475,0.09552,0.111882,0.0777324,0.0562486,0.1096,0.0781549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.5101,17.9562,17.9562,17.9562,17.9562,18.2162,17.7671,17.6971,18.1378,17.779,17.6789,17.6486,127.896,-1.22693,0.122317,0.09552,0.0946125,0.0955475,0.09552,0.111882,0.0777324,0.0562486,0.1096,0.0781549,0.0572203,0.0454039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,15.9574,15.4111,15.4111,15.4111,15.4111,15.6667,15.2534,15.1003,15.6561,15.284,15.1604,15.1352,171.239,-9.78176,0.146721,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.3011,15.6903,15.6903,15.6903,15.6903,15.9695,15.4985,15.3383,15.9477,15.5294,15.3955,15.3546,171.269,-9.85544,0.147019,0.115,0.113969,0.115031,0.115,0.133594,0.0925211,0.0679567,0.131,0.0930141,0.0690904,0.0547044,3589920655988997760,17.1044,16.0201,15.5417,15.3962,16.2152,15.75,15.75,15.75,15.75,15.2298,15.2238
CSP,16.5154,15.8808,15.8808,15.8808,15.8808,16.1731,15.6598,15.4833,16.1313,15.6796,15.5264,15.486,171.209,-9.77146,0.146721,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.5027,15.9765,15.9765,15.9765,15.9765,16.2205,15.8213,15.6763,16.2044,15.861,15.7292,15.7128,171.231,-9.76853,0.146721,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0268,16.3671,16.3671,16.3671,16.3671,16.6438,16.1567,15.9833,16.6422,16.1881,16.0472,16.0129,171.294,-9.82139,0.146019,0.114,0.112969,0.114031,0.114,0.132594,0.0925211,0.0676648,0.13,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.0445,16.4995,16.4995,16.4995,16.4995,16.7488,16.3294,16.1803,16.7356,16.3876,16.269,16.2598,171.222,-9.79063,0.146721,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.2676,16.594,16.594,16.594,16.594,16.9209,16.3534,16.1384,16.8728,16.3845,16.1884,16.1226,171.247,-9.85534,0.146019,0.114,0.112969,0.114031,0.114,0.132594,0.0925211,0.0676648,0.13,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.3288,16.76,16.76,16.76,16.76,17.0316,16.5565,16.3963,17.0009,16.5871,16.4547,16.4247,171.277,-9.75346,0.146019,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.5045,16.8858,16.8858,16.8858,16.8858,17.185,16.6818,16.5063,17.171,16.7245,16.5823,16.5296,171.273,-9.84321,0.146721,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,3590671313193046144,18.5388,17.2434,16.7493,16.5739,17.4503,16.9594,16.9594,16.9594,16.9594,16.376,16.3778
CSP,17.6875,16.953,16.953,16.953,16.953,17.3161,16.6601,16.4614,17.2681,16.6452,16.4731,16.436,171.262,-9.82007,0.146019,0.11416,0.113087,0.114193,0.11416,0.133497,0.0925211,0.0676648,0.1308,0.0930141,0.0689605,0.0547044,3590671484991738368,18.8341,17.4737,16.774,16.5592,17.7293,17.1029,17.1029,17.1029,17.1029,16.2523,16.2106
CSP,16.7373,15.9292,15.9292,15.9292,15.9292,16.3076,15.6197,15.3246,16.2418,15.6584,15.3838,15.2833,202.747,-15.11,0.233933,0.18256,0.180869,0.182611,0.18256,0.213054,0.147676,0.107497,0.2088,0.148451,0.109441,0.0872069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.2334,16.4228,16.4228,16.4228,16.4228,16.8074,16.1289,15.8805,16.7276,16.1648,15.9209,15.8263,202.705,-15.0984,0.229933,0.1794,0.17775,0.17945,0.1794,0.20915,0.145676,0.106497,0.205,0.146451,0.108441,0.0862069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4,16.9255,16.9255,16.9255,16.9255,17.131,16.7716,16.6073,17.1039,16.7914,16.6673,16.6433,202.731,-15.1579,0.225231,0.1754,0.17375,0.17545,0.1754,0.20515,0.141887,0.103789,0.201,0.142592,0.105571,0.0842069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.8844,17.1332,17.1332,17.1332,17.1332,17.4913,16.8232,16.6184,17.4192,16.858,16.6645,16.6027,202.786,-15.1424,0.236635,0.18456,0.182869,0.184611,0.18456,0.215054,0.149676,0.109497,0.2108,0.150451,0.111441,0.0885074,3605045881537941376,19.0069,17.5263,16.8697,16.6716,17.7806,17.169,17.169,17.169,17.169,16.3776,16.349
CSP,17.8687,17.2982,17.2982,17.2982,17.2982,17.5693,17.1146,16.9483,17.517,17.1367,16.9989,16.9513,202.711,-15.1231,0.228231,0.1784,0.17675,0.17845,0.1784,0.20815,0.144676,0.105497,0.204,0.145451,0.107441,0.0852069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.0118,17.4319,17.4319,17.4319,17.4319,17.7145,17.104,16.7228,17.7824,17.2914,16.9469,16.8131,202.752,-15.0597,0.237933,0.18572,0.183987,0.185773,0.18572,0.216957,0.150676,0.110205,0.2126,0.151451,0.112311,0.0885074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.356,17.6999,17.6999,17.6999,17.6999,18.0342,17.5151,17.3194,17.961,17.5156,17.3657,17.3253,202.754,-15.1618,0.223231,0.17424,0.172631,0.174289,0.17424,0.203246,0.140887,0.102789,0.1992,0.141592,0.104571,0.0832069,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.7681,18.1164,18.1164,18.1164,18.1164,18.4521,17.942,17.6895,18.3498,17.9542,17.7435,17.719,202.726,-15.0852,0.233933,0.18256,0.180869,0.182611,0.18256,0.213054,0.147676,0.107497,0.2088,0.148451,0.109441,0.0875074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.9351,18.0958,18.0958,18.0958,18.0958,18.5318,17.6777,17.4425,18.4385,17.7793,17.4995,17.3651,202.736,-15.0846,0.237933,0.18572,0.183987,0.185773,0.18572,0.216957,0.150676,0.109497,0.2126,0.151451,0.111441,0.0885074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.917,18.2475,18.2475,18.2475,18.2475,18.5567,18.0049,17.8184,18.4772,18.0415,17.874,17.8122,202.812,-15.0711,0.244635,0.19088,0.189106,0.190934,0.19088,0.222861,0.154465,0.113205,0.2184,0.15531,0.115311,0.0915074,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.517,16.6435,16.6435,16.6435,16.6435,17.0455,16.2896,15.9966,16.9806,16.2886,16.0206,15.9142,201.388,-24.6963,0.278038,0.21684,0.214819,0.216901,0.21684,0.253284,0.175254,0.128621,0.2482,0.176169,0.131051,0.104108,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.8304,18.2307,18.2307,18.2307,18.2307,18.5063,18.0533,17.7815,18.4594,18.0602,17.8892,17.8465,201.416,-24.6745,0.29674,0.23132,0.229175,0.231385,0.23132,0.269995,0.187042,0.136621,0.2646,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,17.4755,16.7102,16.7102,16.7102,16.7102,17.0566,16.4378,16.1955,16.9928,16.4673,16.2529,16.1769,345.485,15.5777,0.349548,0.27276,0.270244,0.272836,0.27276,0.318129,0.22062,0.161746,0.3118,0.221746,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,18.6168,18.1955,18.1955,18.1955,18.1955,18.3904,18.0767,17.9682,18.3674,18.0935,18.0113,18.0223,31.6543,-0.935031,0.130019,0.10152,0.100612,0.101547,0.10152,0.117883,0.0817324,0.0599567,0.1156,0.0821549,0.0610904,0.0484039,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
CSP,16.8918,16.1911,16.1911,16.1911,16.1911,16.5178,15.9535,15.7334,16.4436,15.9793,15.7898,15.7188,17.7624,15.4262,0.274038,0.21368,0.2117,0.21374,0.21368,0.24938,0.172465,0.125913,0.2444,0.17331,0.128181,0.102108,2783380739021523840,17.7381,16.5366,15.9846,15.7853,16.7632,16.2258,16.2258,16.2258,16.2258,15.4817,15.4189
CSP,17.0676,16.2322,16.2322,16.2322,16.2322,16.633,15.9115,15.6276,16.5231,15.9148,15.6791,15.5816,17.7406,15.4791,0.28674,0.22384,0.221819,0.223901,0.22384,0.260284,0.181042,0.131913,0.2552,0.182028,0.134181,0.106409,2783381975972101888,18.2752,16.6505,15.9162,15.6713,16.9176,16.2639,16.2639,16.2639,16.2639,15.3403,15.3059
CSP,17.4133,16.7053,16.7053,16.7053,16.7053,17.0413,16.4404,16.2264,16.9283,16.4376,16.242,16.1796,17.729,15.5099,0.284038,0.22184,0.219819,0.221901,0.22184,0.258284,0.179254,0.130913,0.2532,0.180169,0.133181,0.106409,2783382628807129600,18.416,17.0318,16.4336,16.2383,17.269,16.6961,16.6961,16.6961,16.6961,15.8718,15.7894
CSP,18.1589,17.3325,17.3325,17.3325,17.3325,17.7243,16.985,16.6676,17.6084,16.988,16.7019,16.5733,17.6925,15.4499,0.311144,0.24264,0.240413,0.242707,0.24264,0.282802,0.196042,0.14333,0.2772,0.197028,0.145921,0.11601,2783380391128788608,19.3592,17.7559,17.0002,16.7227,18.0308,17.3597,17.3597,17.3597,17.3597,16.1827,16.1356
CSP,17.3392,16.5125,16.5125,16.5125,16.5125,16.8938,16.1903,15.9195,16.8275,16.2149,15.949,15.834,52.4816,0.0955577,0.379654,0.29656,0.293837,0.296642,0.29656,0.345647,0.239408,0.175454,0.3388,0.240606,0.178531,0.141911,3264223562126974080,18.4295,16.9548,16.2098,15.9459,17.2134,16.5689,16.5689,16.5689,16.5689,15.5812,15.5409
CSP,17.5908,16.8465,16.8465,16.8465,16.8465,17.1857,16.5627,16.3275,17.1263,16.5865,16.3602,16.2649,52.4596,0.027881,0.373654,0.2914,0.288719,0.291481,0.2914,0.339744,0.235408,0.172454,0.333,0.236606,0.175531,0.139212,3264209848296273536,18.6824,17.2449,16.5944,16.3634,17.4933,16.8909,16.8909,16.8909,16.8909,16.0464,16.0276
CSP,17.9028,17.2639,17.2639,17.2639,17.2639,17.5648,17.0016,16.7735,17.485,17.0181,16.8014,16.736,52.4924,0.101218,0.384654,0.29972,0.296956,0.299804,0.29972,0.349551,0.242408,0.177454,0.3426,0.243606,0.180531,0.143212,3264223665206188928,18.9057,17.6143,17.0376,16.8165,17.8247,17.3006,17.3006,17.3006,17.3006,16.4487,16.3913
