survey,KAIT4MO-B,KAIT4MO-V,KAIT4MO-R,KAIT4MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,KAIT4MO-B_AV,KAIT4MO-V_AV,KAIT4MO-R_AV,KAIT4MO-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
KAIT4MO,17.5177,16.798,16.2511,15.7059,17.0733,16.4374,16.1522,16.0253,339.843,8.58662,0.43228205128205127,0.340785,0.2682169014084507,0.18845009416195857,0.3918,0.27904225352112677,0.2061412429378531,0.16411330049261083
KAIT4MO,17.9163,17.261,16.786,16.1561,17.5697,16.983,16.7217,16.6006,339.863,8.5752,0.4497596153846154,0.35429999999999995,0.27921690140845074,0.1965160075329567,0.408,0.2900422535211268,0.21501129943502825,0.1707142857142857
KAIT4MO,17.2224,16.5312,16.1228,15.5345,16.8047,16.2684,16.0069,15.9045,339.883,8.56097,0.4547596153846154,0.35842874999999996,0.28221690140845074,0.1985160075329567,0.4128,0.2930422535211268,0.21701129943502825,0.1727142857142857
KAIT4MO,17.1746,16.6734,16.2884,15.8128,16.8364,16.4391,16.2868,16.2395,24.366,5.89683,0.11829807692307692,0.09370375,0.07371830985915492,0.0513954802259887,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
KAIT4MO,17.8129,17.0827,16.5155,15.9416,17.3437,16.6793,16.4012,16.2646,24.3696,5.89896,0.11829807692307692,0.09370375,0.07371830985915492,0.0513954802259887,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
KAIT4MO,16.0075,15.433,15.0094,14.5826,15.6284,15.1831,15.0103,14.9808,126.936,21.5199,0.13977564102564102,0.11021875,0.0864056338028169,0.06052730696798493,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT4MO,15.671,15.1299,14.7245,14.3368,15.3249,14.8907,14.7599,14.7143,126.909,21.4985,0.14077564102564102,0.11109,0.0874056338028169,0.06146139359698682,0.1272,0.09101408450704226,0.067090395480226,0.053704433497536945
KAIT4MO,16.5606,15.889,15.3996,14.9162,16.1122,15.5557,15.3502,15.2887,126.92,21.4558,0.13925320512820513,0.10921875,0.0864056338028169,0.060461393596986816,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
KAIT4MO,16.2073,15.5464,15.0898,14.6846,15.8104,15.2616,15.103,15.0727,126.871,21.4522,0.13925320512820513,0.11009,0.0864056338028169,0.06052730696798493,0.1262,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT4MO,17.5879,16.8756,16.3925,15.8766,17.1817,16.5188,16.3318,16.2846,126.93,21.4978,0.13977564102564102,0.11021875,0.0864056338028169,0.06052730696798493,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT4MO,16.8593,16.3198,15.9047,15.4765,16.5244,16.0796,15.9212,15.8657,241.859,7.99276,0.15573076923076923,0.12260499999999999,0.09640563380281691,0.06752730696798494,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
KAIT4MO,16.8133,16.2314,15.811,15.4052,16.4456,15.977,15.8422,15.8009,241.849,7.97319,0.15573076923076923,0.12260499999999999,0.09640563380281691,0.06752730696798494,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
KAIT4MO,17.3993,16.8965,16.5132,16.1659,17.1117,16.6781,16.5343,16.4879,241.85,7.97007,0.15125320512820511,0.1193475,0.09340563380281691,0.06552730696798494,0.13679999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
KAIT4MO,17.7418,17.2479,16.8437,16.4785,17.4548,17.0161,16.834,16.7708,241.803,7.95748,0.16173076923076923,0.127605,0.1004056338028169,0.07052730696798494,0.1464,0.10401408450704226,0.07696045197740113,0.06100492610837439
KAIT4MO,17.5236,16.8464,16.4245,15.9245,17.1845,16.624,16.3592,16.2377,241.835,7.94056,0.15425320512820512,0.12147625,0.09540563380281691,0.06752730696798494,0.1396,0.09901408450704227,0.07396045197740113,0.05870443349753695
KAIT4MO,16.2635,15.7313,15.3488,14.997,15.9376,15.5281,15.3867,15.3443,241.793,7.93148,0.15873076923076923,0.124605,0.0984056338028169,0.06952730696798494,0.1434,0.10201408450704226,0.07596045197740113,0.060004926108374386
KAIT4MO,17.984,17.4974,17.016,16.4711,17.7069,17.2253,17.0394,16.9615,241.853,7.942,0.15225320512820512,0.12047625000000001,0.09440563380281691,0.06652730696798494,0.1386,0.09801408450704227,0.07296045197740113,0.058004926108374384
KAIT4MO,17.8864,17.2564,16.7937,16.3335,17.5424,17.0006,16.8037,16.7208,241.781,7.93847,0.15925320512820512,0.125605,0.09874929577464789,0.06952730696798494,0.1444,0.10287323943661973,0.07596045197740113,0.06030541871921183
KAIT4MO,16.9704,16.2068,15.6455,15.0606,16.5141,15.8157,15.5084,15.3924,163.686,61.3204,0.05091025641025641,0.04015875,0.03168732394366197,0.02219774011299435,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
KAIT4MO,17.7041,17.0481,16.6284,16.1038,17.2956,16.7854,16.5499,16.4675,163.614,61.3039,0.05091025641025641,0.04015875,0.03168732394366197,0.02219774011299435,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
KAIT4MO,16.1232,15.723,15.4122,15.0305,15.8494,15.5613,15.4975,15.5106,140.526,51.0398,0.05491025641025641,0.04315875,0.03403098591549296,0.024131826741996234,0.0492,0.0355774647887324,0.02574011299435028,0.020901477832512314
KAIT4MO,17.2233,16.5802,16.0855,15.5895,16.813,16.2549,16.0187,15.9262,140.424,51.0257,0.05791025641025641,0.04541625,0.03603098591549296,0.025197740112994353,0.0528,0.037577464788732404,0.027610169491525425,0.022201970443349754
KAIT4MO,17.3123,16.8763,16.5677,16.1736,17.0339,16.7356,16.6235,16.605,211.612,-5.45106,0.08586538461538462,0.06706000000000001,0.05337464788732395,0.037263653483992465,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
KAIT4MO,17.4755,16.9311,16.5514,16.1003,17.2182,16.7712,16.5837,16.5266,263.891,60.8636,0.19668589743589743,0.15450624999999998,0.12209295774647888,0.08565913370998117,0.178,0.1267323943661972,0.09370056497175142,0.07460591133004926
KAIT4MO,16.2993,15.8021,15.4299,14.9832,16.0542,15.6431,15.4826,15.4394,263.988,60.8589,0.20916346153846155,0.16476375000000001,0.1294366197183099,0.09072504708097928,0.18960000000000002,0.1345915492957747,0.09957062146892656,0.07920689655172414
KAIT4MO,18.3563,18.0172,17.6879,17.3078,18.1947,17.8921,17.7782,17.7555,263.809,60.8367,0.17620833333333333,0.13899125,0.1097492957746479,0.07665913370998116,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
KAIT4MO,15.7278,15.1181,14.6844,14.2537,15.3829,14.8764,14.6974,14.6433,263.834,60.8357,0.17620833333333333,0.13899125,0.1097492957746479,0.07665913370998116,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
KAIT4MO,15.5517,15.136,14.8189,14.4612,15.2825,14.9775,14.8776,14.8552,263.835,60.7936,0.17320833333333333,0.13699125,0.1077492957746479,0.07559322033898305,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT4MO,16.3566,15.813,15.4227,15.0247,16.0293,15.5963,15.4649,15.4262,263.836,60.7914,0.17320833333333333,0.13699125,0.1077492957746479,0.07559322033898305,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT4MO,18.4852,17.9025,17.4365,17.1285,18.1121,17.6107,17.4294,17.3945,263.874,60.7899,0.18768589743589745,0.14824874999999998,0.11609295774647888,0.08165913370998117,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
KAIT4MO,17.8058,17.2573,16.8372,16.4263,17.5133,17.0763,16.8893,16.8377,263.804,60.7873,0.17320833333333333,0.13699125,0.1077492957746479,0.07559322033898305,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
KAIT4MO,18.4181,17.8289,17.3473,16.8829,18.0579,17.5454,17.3491,17.2715,227.881,13.5256,0.13977564102564102,0.11021875,0.0864056338028169,0.06052730696798493,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
KAIT4MO,15.6521,15.0808,14.6789,14.3094,15.3003,14.8907,14.743,14.7063,227.843,13.5059,0.13925320512820513,0.10921875,0.0864056338028169,0.060461393596986816,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
KAIT4MO,15.9593,15.3831,14.9755,14.5335,15.6054,15.1578,14.9866,14.9291,227.865,13.4969,0.13877564102564102,0.10921875,0.08606197183098592,0.060461393596986816,0.126,0.0891549295774648,0.066090395480226,0.052704433497536944
KAIT4MO,18.5559,17.8257,17.3103,16.8956,18.1087,17.5061,17.2582,17.1536,22.8731,14.3153,0.17120833333333332,0.1348625,0.1067492957746479,0.07459322033898305,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
KAIT4MO,18.4425,17.8011,17.3967,16.777,18.0585,17.5506,17.3655,17.3119,22.8658,14.3101,0.17120833333333332,0.1348625,0.1067492957746479,0.07459322033898305,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
KAIT4MO,17.7762,17.2358,16.8475,16.5187,17.3848,17.0318,16.9101,16.8754,22.8498,14.3086,0.16420833333333335,0.12973375,0.10174929577464789,0.07159322033898305,0.1492,0.10587323943661973,0.07883050847457627,0.06230541871921182
KAIT4MO,16.0981,15.5211,15.1019,14.6301,15.7418,15.2729,15.1023,15.0502,38.527,21.0035,0.39484935897435897,0.31101249999999997,0.24518591549295776,0.17231826741996234,0.358,0.2544647887323944,0.18840112994350283,0.14951231527093595
KAIT4MO,17.1818,16.5599,16.12,15.6513,16.7993,16.3032,16.12,16.0561,38.4738,20.9483,0.3753717948717949,0.29562625,0.23318591549295775,0.16331826741996233,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
KAIT4MO,16.4432,15.8181,15.3888,14.9222,16.0457,15.5478,15.3714,15.2995,38.5187,20.943,0.3753717948717949,0.29562625,0.23318591549295775,0.16331826741996233,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
KAIT4MO,18.4614,17.8192,17.3441,16.7674,18.1142,17.4882,17.2248,17.0975,38.5341,20.9642,0.3783717948717949,0.29862625,0.23518591549295775,0.1652523540489642,0.34359999999999996,0.2444647887323944,0.18053107344632768,0.14351231527093597
KAIT4MO,18.2086,17.4457,16.9569,16.4623,17.7451,17.1506,16.9043,16.796,20.7038,33.5176,0.25159615384615386,0.198665,0.15612394366197185,0.10985687382297551,0.2282,0.1623098591549296,0.12031073446327684,0.09580788177339901
KAIT4MO,18.0151,17.4438,17.1178,16.7494,17.7374,17.3364,17.191,17.1676,20.6793,33.5129,0.24907371794871794,0.196665,0.15478028169014085,0.10885687382297551,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
KAIT4MO,18.0545,17.3943,16.9431,16.4488,17.701,17.1824,16.9806,16.9112,20.6769,33.5048,0.24907371794871794,0.196665,0.15478028169014085,0.10885687382297551,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
KAIT4MO,16.6148,16.0051,15.6152,15.264,16.2171,15.7509,15.5979,15.5578,20.7345,33.4912,0.25259615384615386,0.19879375,0.15712394366197185,0.10985687382297551,0.22899999999999998,0.1633098591549296,0.12031073446327684,0.09580788177339901
KAIT4MO,17.5816,16.9524,16.4602,16.0266,17.1749,16.6036,16.3738,16.2964,20.7592,33.4738,0.25107371794871797,0.197665,0.15612394366197185,0.10985687382297551,0.22719999999999999,0.1623098591549296,0.12031073446327684,0.09480788177339901
KAIT4MO,16.0445,15.549,15.0742,14.7164,15.7067,15.2724,15.1017,15.07,146.052,-21.2672,0.21064102564102566,0.16576375000000002,0.1304366197183099,0.09172504708097928,0.19060000000000002,0.1355915492957747,0.10057062146892655,0.0799064039408867
KAIT4MO,16.1375,15.7389,15.3586,15.0238,15.8484,15.5212,15.3874,15.3704,146.08,-21.2952,0.20216346153846154,0.15950625,0.12543661971830988,0.08772504708097928,0.183,0.13059154929577468,0.09657062146892656,0.0769064039408867
KAIT4MO,17.7314,17.1193,16.6354,16.3021,17.3472,16.8373,16.6526,16.621,146.093,-21.3034,0.19816346153846154,0.15650624999999999,0.12309295774647888,0.08665913370998116,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT4MO,16.139,15.7193,15.3001,14.8993,15.8287,15.4617,15.32,15.3061,146.095,-21.3095,0.19816346153846154,0.15650624999999999,0.12309295774647888,0.08665913370998116,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT4MO,17.6713,16.9859,16.517,16.099,17.282,16.7286,16.5271,16.451,37.8804,39.4319,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT4MO,18.3877,17.8017,17.4212,17.0324,18.0379,17.6179,17.4846,17.4403,37.9114,39.4269,0.19516346153846154,0.15350624999999998,0.12109295774647888,0.08472504708097929,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
KAIT4MO,16.2684,15.6507,15.2593,14.8538,15.9211,15.4493,15.3111,15.2774,37.8672,39.425,0.19168589743589745,0.1513775,0.11909295774647888,0.08365913370998117,0.1742,0.12373239436619721,0.09170056497175141,0.07260591133004926
KAIT4MO,18.1768,17.6039,17.2644,16.9192,17.8617,17.4424,17.2916,17.2254,37.934,39.4244,0.19416346153846153,0.1533775,0.12043661971830988,0.08465913370998117,0.1762,0.12559154929577468,0.09270056497175141,0.07360591133004926
KAIT4MO,17.3992,16.999,16.6847,16.2996,17.1533,16.8687,16.7606,16.7332,37.8901,39.4238,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT4MO,17.8997,17.101,16.584,16.0699,17.4543,16.7794,16.5072,16.3932,37.8507,39.4192,0.19268589743589745,0.15150624999999998,0.11943661971830988,0.08365913370998117,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
KAIT4MO,17.0209,16.5947,16.2822,15.9498,16.7669,16.4636,16.3649,16.3589,37.8682,39.4084,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT4MO,17.0602,16.5198,16.1127,15.6952,16.7041,16.2713,16.1128,16.0461,37.9542,39.4083,0.19516346153846154,0.15350624999999998,0.12109295774647888,0.08472504708097929,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
KAIT4MO,16.3137,15.8434,15.4934,15.0784,16.0332,15.6725,15.5364,15.5012,37.879,39.4016,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT4MO,17.1215,16.6985,16.3773,15.9591,16.9185,16.5746,16.4796,16.4555,37.9629,39.3944,0.19568589743589745,0.1543775,0.12109295774647888,0.08565913370998117,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
KAIT4MO,17.6793,16.9026,16.3468,15.7901,17.1913,16.505,16.2553,16.1569,37.9061,39.3935,0.19716346153846154,0.15550624999999998,0.12209295774647888,0.08565913370998117,0.179,0.1267323943661972,0.09370056497175142,0.0749064039408867
KAIT4MO,16.3889,15.8347,15.4741,15.0753,16.0472,15.6416,15.4986,15.4601,37.8586,39.3755,0.19268589743589745,0.15150624999999998,0.11943661971830988,0.08365913370998117,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
KAIT4MO,17.9643,17.4492,17.0732,16.5473,17.6341,17.2326,17.101,17.0456,37.9398,39.3792,0.19568589743589745,0.1543775,0.12109295774647888,0.08565913370998117,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
KAIT4MO,16.6872,16.3237,16.0188,15.5901,16.3984,16.1398,16.0391,15.981,37.9549,39.3658,0.19368589743589745,0.15250624999999998,0.12009295774647888,0.08465913370998117,0.176,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT4MO,17.6344,16.8887,16.3919,15.8885,17.1697,16.559,16.3128,16.1936,37.906,39.365,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT4MO,18.5212,18.0175,17.5886,17.14,18.1942,17.7726,17.6029,17.5379,37.9191,39.3631,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT4MO,17.7228,17.2835,16.9095,16.413,17.4712,17.0782,16.9419,16.9059,37.9166,39.3539,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
KAIT4MO,17.8565,17.2453,16.8114,16.2565,17.5031,16.9906,16.8077,16.7255,37.9173,39.345,0.19068589743589745,0.1503775,0.11809295774647888,0.08265913370998117,0.1732,0.1227323943661972,0.09070056497175141,0.07260591133004926
KAIT4MO,16.5352,15.8066,15.3341,14.8006,16.1143,15.5196,15.2813,15.1792,37.8775,39.3392,0.18968589743589745,0.1493775,0.11809295774647888,0.08265913370998117,0.1722,0.1227323943661972,0.09070056497175141,0.07190640394088671
KAIT4MO,16.7572,16.1378,15.7204,15.2175,16.3823,15.876,15.6474,15.5456,269.449,27.8854,0.19816346153846154,0.15650624999999999,0.12309295774647888,0.08665913370998116,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
KAIT4MO,16.8868,16.375,16.0287,15.642,16.55,16.1816,16.0522,16.0215,269.378,27.8832,0.19368589743589745,0.1523775,0.12009295774647888,0.08465913370998117,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT4MO,17.7568,17.245,16.9433,16.5504,17.4146,17.0844,16.9416,16.9112,269.398,27.8655,0.19468589743589745,0.1533775,0.12109295774647888,0.08465913370998117,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
KAIT4MO,18.4127,17.7721,17.2632,16.7647,18.0313,17.4176,17.1896,17.0996,269.411,27.858,0.19916346153846154,0.15750625,0.12409295774647888,0.08672504708097928,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
KAIT4MO,16.5279,16.0283,15.6684,15.2575,16.1862,15.8094,15.6714,15.6398,269.413,27.8483,0.19916346153846154,0.15750625,0.12409295774647888,0.08672504708097928,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
KAIT4MO,17.6957,17.2254,16.9469,16.489,17.3646,17.0144,16.8919,16.8725,269.368,27.8394,0.19368589743589745,0.1523775,0.12009295774647888,0.08465913370998117,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT4MO,18.273,17.5248,17.1279,16.6813,17.6889,17.2424,17.0954,17.055,269.391,27.8567,0.19668589743589743,0.1553775,0.12209295774647888,0.08565913370998117,0.1782,0.1267323943661972,0.09370056497175142,0.07460591133004926
KAIT4MO,18.1336,17.7782,17.4542,17.0589,17.8702,17.5903,17.4706,17.4513,269.363,27.8341,0.19368589743589745,0.1523775,0.12009295774647888,0.08465913370998117,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT4MO,16.0308,15.5068,15.1463,14.7394,15.6615,15.2838,15.1478,15.1257,269.462,27.8317,0.20116346153846154,0.158635,0.12509295774647888,0.08772504708097928,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT4MO,16.7291,16.2735,15.9691,15.5834,16.4083,16.1101,16.0147,16.0092,269.458,27.8257,0.20116346153846154,0.158635,0.12509295774647888,0.08772504708097928,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT4MO,17.84,17.1709,16.7495,16.351,17.4247,16.8791,16.6919,16.6302,269.451,27.8238,0.20116346153846154,0.158635,0.12509295774647888,0.08772504708097928,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT4MO,17.4269,16.5988,15.9996,15.3539,16.8989,16.157,15.8452,15.7013,269.365,27.8229,0.19368589743589745,0.1523775,0.12009295774647888,0.08465913370998117,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
KAIT4MO,17.5006,16.8168,16.3677,15.8225,17.0449,16.5056,16.2797,16.1903,269.437,27.82,0.20116346153846154,0.158635,0.12509295774647888,0.08772504708097928,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT4MO,17.5129,16.8919,16.4574,16.008,17.054,16.6021,16.4267,16.363,269.452,27.8173,0.20116346153846154,0.158635,0.12509295774647888,0.08772504708097928,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
KAIT4MO,17.6226,17.0545,16.6823,16.2243,17.2446,16.8603,16.7104,16.6761,269.397,27.8158,0.19868589743589743,0.15650624999999999,0.12343661971830987,0.08665913370998116,0.18,0.12859154929577468,0.09470056497175142,0.07560591133004926
