survey,ZTFD-g,ZTFD-r,ZTFD-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTFD-g_AV,ZTFD-r_AV,ZTFD-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF,17.292,16.8966,16.6714,17.2877,16.8308,16.6471,16.5875,252.163,29.8405,0.16145,0.10633239436619718,0.07728813559322034,0.1568,0.11173239436619721,0.08283050847457628,0.06530541871921182
ZTF,16.4137,16.0961,15.9837,16.4504,16.0767,15.9452,15.9118,258.349,61.8258,0.08814999999999999,0.05829577464788733,0.04227118644067797,0.0856,0.06129577464788734,0.045350282485875706,0.03580295566502463
ZTF,17.0789,16.7537,16.6161,17.0698,16.729,16.6061,16.5711,259.602,21.7807,0.14459999999999998,0.09507323943661973,0.06903389830508475,0.1404,0.09987323943661974,0.07396045197740113,0.059004926108374385
ZTF,16.1178,15.8195,15.7056,16.1353,15.7927,15.6688,15.6534,242.255,34.2655,0.059399999999999994,0.038777464788732396,0.028016949152542374,0.0576,0.0405774647887324,0.030480225988700566,0.024201970443349752
ZTF,16.6468,16.3685,16.2679,16.6643,16.3319,16.22,16.2082,246.918,47.2221,0.05745,0.037777464788732396,0.027762711864406778,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF,15.8819,15.4592,15.3043,15.893,15.4369,15.2669,15.225,239.497,31.4536,0.08915,0.05903661971830986,0.04227118644067797,0.0866,0.06143661971830987,0.045350282485875706,0.03610344827586207
ZTF,17.1852,16.779,16.623,17.2068,16.7538,16.5935,16.5528,253.112,48.9886,0.0327,0.02151830985915493,0.015508474576271187,0.0318,0.022718309859154934,0.016740112994350284,0.013600985221674876
ZTF,15.4361,15.222,15.1395,15.4593,15.1808,15.0882,15.0891,229.2,58.7245,0.0347,0.023259154929577464,0.016508474576271186,0.033800000000000004,0.023859154929577468,0.01774011299435028,0.013901477832512315
ZTF,17.3817,16.8386,16.6392,17.3921,16.8259,16.6087,16.5285,243.163,43.9009,0.03965,0.02651830985915493,0.01876271186440678,0.0386,0.027718309859154935,0.020610169491525426,0.015901477832512313
ZTF,15.5965,15.2096,15.0776,15.6149,15.1803,15.0397,15.0095,252.817,29.2411,0.15355,0.10107323943661972,0.07303389830508474,0.1492,0.10587323943661973,0.07796045197740113,0.06230541871921182
ZTF,17.8019,17.3341,17.1213,17.8435,17.3268,17.1185,17.0495,246.286,49.4873,0.06045,0.0397774647887324,0.029016949152542375,0.0588,0.0415774647887324,0.031480225988700566,0.02450246305418719
ZTF,16.5858,16.1409,15.9921,16.5956,16.1071,15.9577,15.9133,217.276,75.5156,0.1238,0.0815549295774648,0.058779661016949154,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF,15.5364,15.1957,15.0636,15.5569,15.1607,15.0234,14.9913,237.305,26.5875,0.15355,0.10107323943661972,0.07328813559322034,0.1492,0.10587323943661973,0.07883050847457627,0.06230541871921182
ZTF,15.6868,15.3606,15.243,15.7045,15.3248,15.2036,15.1851,240.185,77.7764,0.1397,0.09281408450704226,0.06703389830508474,0.13579999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
ZTF,16.989,16.5854,16.4335,16.9985,16.5631,16.3947,16.3555,260.236,32.5704,0.14265,0.09481408450704226,0.06803389830508474,0.1386,0.09901408450704227,0.07296045197740113,0.058004926108374384
ZTF,16.2917,15.7492,15.5616,16.2971,15.7339,15.5351,15.4783,240.134,75.624,0.07429999999999999,0.04903661971830986,0.036016949152542374,0.0722,0.051436619718309866,0.038480225988700566,0.030502463054187193
ZTF,17.7501,17.3723,17.2148,17.7538,17.3496,17.1876,17.1306,258.363,30.9032,0.1248,0.0825549295774648,0.059779661016949155,0.1212,0.0861549295774648,0.06409039548022599,0.05070443349753695
ZTF,17.0017,16.4555,16.2292,17.0087,16.4428,16.2105,16.124,253.155,40.3707,0.05745,0.037777464788732396,0.027762711864406778,0.0558,0.0395774647887324,0.029610169491525423,0.02320197044334975
ZTF,18.5694,17.9329,17.6047,18.5649,17.8572,17.5879,17.4688,224.328,70.7382,0.06635,0.043777464788732394,0.03176271186440678,0.0644,0.0455774647887324,0.03361016949152543,0.02720197044334975
ZTF,15.4723,14.9918,14.8421,15.4835,14.9781,14.795,14.7494,212.697,61.2145,0.049550000000000004,0.0327774647887324,0.023762711864406778,0.0482,0.0345774647887324,0.025610169491525423,0.020201970443349752
ZTF,18.3109,17.6313,17.3918,18.3206,17.6627,17.4135,17.3087,261.994,46.8943,0.08125,0.054036619718309864,0.03901694915254237,0.079,0.05643661971830987,0.04148022598870057,0.03350246305418719
ZTF,16.417,16.0498,15.9177,16.4402,16.0127,15.859,15.8281,234.386,38.2372,0.050499999999999996,0.03351830985915493,0.023762711864406778,0.048999999999999995,0.03471830985915494,0.025610169491525423,0.020201970443349752
ZTF,16.3048,16.0719,15.9524,16.3399,16.0344,15.9188,15.8932,253.481,57.7597,0.08120000000000001,0.05303661971830986,0.038271186440677965,0.07880000000000001,0.05543661971830987,0.04135028248587571,0.03280295566502463
ZTF,17.6102,17.2526,17.1079,17.6267,17.2203,17.0631,17.0305,238.045,75.1735,0.07529999999999999,0.0497774647887324,0.036016949152542374,0.0732,0.0515774647887324,0.038480225988700566,0.030502463054187193
ZTF,16.2891,16.0207,15.9292,16.2844,15.9836,15.8737,15.8646,240.698,55.8333,0.035649999999999994,0.023518309859154932,0.016508474576271186,0.0346,0.024718309859154936,0.01774011299435028,0.014600985221674877
ZTF,16.9958,16.5712,16.4246,17.0096,16.5555,16.3875,16.3372,225.734,61.7361,0.037649999999999996,0.02451830985915493,0.017508474576271187,0.0366,0.025718309859154933,0.018740112994350282,0.015600985221674878
ZTF,16.8676,16.585,16.4748,16.8894,16.555,16.4224,16.408,243.922,30.6233,0.07825,0.05203661971830986,0.037271186440677964,0.076,0.05443661971830987,0.04035028248587571,0.031802955665024626
ZTF,16.1291,15.655,15.4574,16.1388,15.6347,15.428,15.3531,252.854,55.4764,0.036649999999999995,0.02451830985915493,0.017508474576271187,0.0356,0.025718309859154933,0.018740112994350282,0.014901477832512316
ZTF,16.712,16.4363,16.3425,16.7297,16.3977,16.2818,16.2723,219.146,47.3289,0.0634,0.0417774647887324,0.030016949152542376,0.0616,0.0435774647887324,0.03248022598870057,0.025502463054187192
ZTF,16.6274,16.0189,15.7994,16.6294,16.0027,15.7772,15.6933,236.259,27.0379,0.10995,0.07255492957746479,0.05252542372881356,0.1068,0.0761549295774648,0.05622033898305085,0.04510344827586207
ZTF,15.5906,15.2704,15.1743,15.6158,15.2434,15.126,15.1083,234.492,35.6563,0.06935000000000001,0.046036619718309864,0.03301694915254237,0.0674,0.04843661971830987,0.03548022598870056,0.02850246305418719
ZTF,17.0092,16.721,16.6095,17.031,16.697,16.5724,16.5622,239.681,34.2217,0.0862,0.05703661971830986,0.04127118644067797,0.0838,0.059436619718309866,0.044350282485875706,0.03480295566502463
ZTF,15.4009,15.0097,14.8707,15.4245,14.9813,14.8396,14.7975,227.789,63.0207,0.0446,0.02951830985915493,0.021508474576271187,0.0434,0.030718309859154934,0.022740112994350282,0.017901477832512315
ZTF,15.2976,14.999,14.8791,15.3258,14.9759,14.8348,14.8273,254.996,70.8389,0.1238,0.0815549295774648,0.058779661016949154,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF,17.1319,16.3635,16.0674,17.1216,16.3579,16.0615,15.9264,252.395,18.2954,0.32195,0.21314647887323945,0.15357627118644068,0.3128,0.22274647887323948,0.16466101694915256,0.13061083743842364
ZTF,16.9243,16.2858,16.0468,16.9274,16.2875,16.0285,15.9152,234.492,30.4853,0.09015,0.05929577464788733,0.04327118644067797,0.0876,0.06229577464788734,0.04635028248587571,0.03680295566502463
ZTF,17.6735,17.2123,17.0182,17.6693,17.1936,17.0275,16.9874,241.561,57.3539,0.059449999999999996,0.0397774647887324,0.02876271186440678,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF,15.8855,15.5555,15.4183,15.8958,15.5268,15.3781,15.3306,252.813,59.8827,0.1278,0.0845549295774648,0.06077966101694915,0.1242,0.0881549295774648,0.065090395480226,0.05170443349753695
ZTF,17.4681,16.9425,16.7479,17.4777,16.9212,16.7064,16.6301,264.007,54.9758,0.16545,0.10933239436619718,0.07928813559322034,0.1608,0.11473239436619721,0.08483050847457627,0.06730541871921182
ZTF,17.697,17.007,16.7376,17.6896,17.0114,16.7521,16.6573,233.828,37.4495,0.059449999999999996,0.0397774647887324,0.02876271186440678,0.0578,0.0415774647887324,0.030610169491525424,0.024201970443349752
ZTF,17.3455,16.7912,16.5918,17.3464,16.7686,16.5563,16.4789,240.909,53.9123,0.03865,0.02551830985915493,0.018508474576271184,0.0376,0.026718309859154934,0.019740112994350283,0.015901477832512313
ZTF,15.9465,15.6759,15.5732,15.9554,15.6412,15.5403,15.5101,241.691,39.527,0.03465,0.02251830985915493,0.016508474576271186,0.033600000000000005,0.023718309859154935,0.01774011299435028,0.013901477832512315
ZTF,16.811,16.4461,16.3173,16.83,16.4285,16.2708,16.2389,257.459,30.0588,0.18325,0.12133239436619718,0.08754237288135594,0.178,0.1267323943661972,0.09370056497175142,0.07460591133004926
ZTF,16.9844,16.4855,16.2943,16.9949,16.4739,16.2615,16.1859,231.653,26.9908,0.14265,0.09381408450704226,0.06803389830508474,0.1386,0.09801408450704227,0.07296045197740113,0.058004926108374384
ZTF,17.671,17.1327,16.9205,17.6673,17.1109,16.8976,16.8107,248.799,19.0052,0.2011,0.13359154929577466,0.09605084745762711,0.19540000000000002,0.13959154929577466,0.1034406779661017,0.08220689655172414
ZTF,17.602,17.1785,16.845,17.6034,17.0828,16.8421,16.7377,255.5,32.4294,0.08120000000000001,0.053295774647887324,0.03901694915254237,0.07880000000000001,0.056295774647887334,0.04148022598870057,0.03280295566502463
ZTF,15.5693,15.2046,15.0743,15.5811,15.1762,15.0302,14.9932,247.371,52.6419,0.09215,0.06103661971830986,0.04427118644067796,0.0896,0.06343661971830987,0.04735028248587571,0.03780295566502463
ZTF,17.7078,17.1711,16.9421,17.7055,17.1413,16.9257,16.8448,260.332,61.3756,0.08120000000000001,0.053295774647887324,0.03901694915254237,0.07880000000000001,0.056295774647887334,0.04148022598870057,0.03280295566502463
ZTF,17.4329,17.1183,16.9841,17.4933,17.0796,16.9349,16.8917,242.345,55.6775,0.02675,0.01751830985915493,0.013254237288135592,0.026,0.018718309859154934,0.013870056497175142,0.010600985221674877
ZTF,17.2196,16.723,16.5128,17.2241,16.71,16.4812,16.3921,256.577,21.1533,0.20704999999999998,0.13685070422535212,0.09879661016949152,0.2012,0.14345070422535214,0.10557062146892655,0.08420689655172414
ZTF,16.3918,15.9296,15.7637,16.4033,15.9092,15.7403,15.6805,241.294,58.5308,0.04755,0.03151830985915493,0.02276271186440678,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
ZTF,16.904,16.444,16.2478,16.9195,16.4096,16.2196,16.1797,258.797,69.9743,0.12385,0.08181408450704225,0.058779661016949154,0.1204,0.08601408450704226,0.06309039548022599,0.05040394088669951
ZTF,16.8586,16.2646,16.0089,16.8643,16.2573,15.9874,15.8794,240.376,67.3611,0.107,0.0705549295774648,0.05152542372881356,0.104,0.0741549295774648,0.05522033898305085,0.04340394088669951
ZTF,17.4783,17.1087,16.9848,17.4895,17.0904,16.9359,16.9109,248.732,41.6465,0.017849999999999998,0.012,0.008254237288135593,0.0174,0.012,0.00887005649717514,0.007300492610837438
ZTF,16.9851,16.2392,15.9923,16.9748,16.2412,15.9781,15.8686,257.348,68.3135,0.105,0.06929577464788733,0.05027118644067797,0.102,0.07229577464788733,0.05335028248587571,0.04240394088669951
ZTF,16.8988,16.2859,16.0861,16.9016,16.2765,16.0597,15.9958,226.701,70.6074,0.05645,0.036777464788732395,0.02676271186440678,0.0548,0.0385774647887324,0.028610169491525426,0.022901477832512316
ZTF,16.6362,16.0614,15.8441,16.6557,16.0517,15.8185,15.7382,259.182,38.9981,0.14365,0.09481408450704226,0.06903389830508475,0.1396,0.09901408450704227,0.07396045197740113,0.058004926108374384
ZTF,18.2263,17.6336,17.411,18.2093,17.6254,17.3844,17.2815,248.948,39.2126,0.0337,0.02251830985915493,0.016508474576271186,0.0328,0.023718309859154935,0.01774011299435028,0.013600985221674876
ZTF,17.0487,16.553,16.3689,17.0564,16.5396,16.3439,16.2729,263.025,39.3109,0.12385,0.08181408450704225,0.05952542372881356,0.1204,0.08601408450704226,0.06322033898305085,0.05040394088669951
