survey,NICKEL2MO-B,NICKEL2MO-V,NICKEL2MO-R,NICKEL2MO-I,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,NICKEL2MO-B_AV,NICKEL2MO-V_AV,NICKEL2MO-R_AV,NICKEL2MO-I_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
NICKEL2MO,17.8522,17.0486,16.5006,15.9694,17.313,16.7073,16.4168,16.2921,339.92,8.63442,0.43592173913043475,0.3319675,0.2582619718309859,0.15467487684729064,0.37720000000000004,0.2683239436619719,0.19914124293785312,0.1578128078817734
NICKEL2MO,19.0211,18.0352,17.4816,16.9415,18.4063,17.6891,17.4247,17.3099,339.848,8.61565,0.43492173913043475,0.33177875,0.25759154929577466,0.15467487684729064,0.3764,0.2681830985915494,0.19827118644067798,0.1578128078817734
NICKEL2MO,17.6731,16.8254,16.2427,15.6443,17.0733,16.4374,16.1522,16.0253,339.843,8.58662,0.45313565217391305,0.345345,0.2679211267605634,0.16085467980295567,0.3918,0.27904225352112677,0.2061412429378531,0.16411330049261083
NICKEL2MO,18.0578,17.2859,16.7787,16.0935,17.5697,16.983,16.7217,16.6006,339.863,8.5752,0.47127826086956526,0.3591,0.2789211267605634,0.16721428571428573,0.408,0.2900422535211268,0.21501129943502825,0.1707142857142857
NICKEL2MO,17.3716,16.5575,16.1166,15.4785,16.8047,16.2684,16.0069,15.9045,339.883,8.56097,0.4763495652173913,0.36328875,0.2819211267605634,0.16921428571428573,0.4128,0.2930422535211268,0.21701129943502825,0.1727142857142857
NICKEL2MO,17.2828,16.6924,16.2824,15.764,16.8364,16.4391,16.2868,16.2395,24.366,5.89683,0.12414086956521739,0.09496375,0.07364788732394366,0.04425862068965517,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
NICKEL2MO,17.9706,17.1105,16.5067,15.8771,17.3437,16.6793,16.4012,16.2646,24.3696,5.89896,0.12414086956521739,0.09496375,0.07364788732394366,0.04425862068965517,0.1078,0.07629577464788734,0.05622033898305085,0.04510344827586207
NICKEL2MO,16.1316,15.4548,15.0029,14.5347,15.6284,15.1831,15.0103,14.9808,126.936,21.5199,0.14635478260869564,0.11171875,0.08630704225352114,0.05161822660098522,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
NICKEL2MO,15.7879,15.1504,14.7183,14.2921,15.3249,14.8907,14.7599,14.7143,126.909,21.4985,0.14735478260869564,0.11252999999999999,0.08730704225352114,0.05261822660098522,0.1272,0.09101408450704226,0.067090395480226,0.053704433497536945
NICKEL2MO,16.7056,15.9146,15.3921,14.8615,16.1122,15.5557,15.3502,15.2887,126.92,21.4558,0.14628347826086954,0.11071875,0.08630704225352114,0.05161822660098522,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
NICKEL2MO,16.3501,15.5715,15.0828,14.6364,15.8104,15.2616,15.103,15.0727,126.871,21.4522,0.14628347826086954,0.11152999999999999,0.08630704225352114,0.05161822660098522,0.1262,0.09001408450704226,0.06696045197740114,0.052704433497536944
NICKEL2MO,17.7417,16.9027,16.3852,15.8204,17.1817,16.5188,16.3318,16.2846,126.93,21.4978,0.14635478260869564,0.11171875,0.08630704225352114,0.05161822660098522,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
NICKEL2MO,16.9758,16.3403,15.8983,15.4289,16.5244,16.0796,15.9212,15.8657,241.859,7.99276,0.16342608695652175,0.12428499999999999,0.09630704225352113,0.05779802955665025,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
NICKEL2MO,16.939,16.2535,15.8046,15.3588,16.4456,15.977,15.8422,15.8009,241.849,7.97319,0.16342608695652175,0.12428499999999999,0.09630704225352113,0.05779802955665025,0.1414,0.10001408450704227,0.07396045197740113,0.059004926108374385
NICKEL2MO,17.5079,16.9156,16.5072,16.1248,17.1117,16.6781,16.5343,16.4879,241.85,7.97007,0.15842608695652174,0.1209075,0.09330704225352113,0.055798029556650246,0.13679999999999998,0.09701408450704227,0.07196045197740113,0.05700492610837438
NICKEL2MO,17.8485,17.2667,16.8375,16.435,17.4548,17.0161,16.834,16.7708,241.803,7.95748,0.16949739130434782,0.12928499999999998,0.10030704225352113,0.05979802955665025,0.1464,0.10401408450704226,0.07696045197740113,0.06100492610837439
NICKEL2MO,17.6699,16.8721,16.4181,15.8728,17.1845,16.624,16.3592,16.2377,241.835,7.94056,0.16149739130434781,0.12309624999999999,0.09530704225352113,0.05761822660098522,0.1396,0.09901408450704227,0.07396045197740113,0.05870443349753695
NICKEL2MO,16.3784,15.7515,15.343,14.9557,15.9376,15.5281,15.3867,15.3443,241.793,7.93148,0.16649739130434782,0.12628499999999998,0.09830704225352113,0.05879802955665025,0.1434,0.10201408450704226,0.07596045197740113,0.060004926108374386
NICKEL2MO,18.0891,17.516,17.0085,16.4126,17.7069,17.2253,17.0394,16.9615,241.853,7.942,0.1594973913043478,0.12209625,0.09430704225352113,0.05679802955665025,0.1386,0.09801408450704227,0.07296045197740113,0.058004926108374384
NICKEL2MO,18.0225,17.2804,16.7866,16.2816,17.5424,17.0006,16.8037,16.7208,241.781,7.93847,0.16649739130434782,0.12728499999999998,0.09863661971830986,0.058977832512315274,0.1444,0.10287323943661973,0.07596045197740113,0.06030541871921183
NICKEL2MO,17.1354,16.2358,15.6369,14.996,16.5141,15.8157,15.5084,15.3924,163.686,61.3204,0.053499130434782605,0.04069875,0.031659154929577465,0.018719211822660096,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
NICKEL2MO,17.8458,17.073,16.622,16.0507,17.2956,16.7854,16.5499,16.4675,163.614,61.3039,0.053499130434782605,0.04069875,0.031659154929577465,0.018719211822660096,0.0462,0.032718309859154936,0.024610169491525426,0.01920197044334975
NICKEL2MO,16.2096,15.7383,15.4074,14.9912,15.8494,15.5613,15.4975,15.5106,140.526,51.0398,0.05749913043478261,0.04369875,0.0339887323943662,0.020539408866995075,0.0492,0.0355774647887324,0.02574011299435028,0.020901477832512314
NICKEL2MO,17.3621,16.6047,16.0778,15.5336,16.813,16.2549,16.0187,15.9262,140.424,51.0257,0.06057043478260869,0.04607625,0.0359887323943662,0.0217192118226601,0.0528,0.037577464788732404,0.027610169491525425,0.022201970443349754
NICKEL2MO,17.4065,16.8929,16.563,16.1339,17.0339,16.7356,16.6235,16.605,211.612,-5.45106,0.08978434782608695,0.06802,0.05331830985915493,0.03189901477832512,0.07780000000000001,0.05543661971830987,0.04048022598870057,0.03250246305418719
NICKEL2MO,17.5931,16.9518,16.5456,16.0534,17.2182,16.7712,16.5837,16.5266,263.891,60.8636,0.20585391304347825,0.15660625,0.12196619718309859,0.07315763546798029,0.178,0.1267323943661972,0.09370056497175142,0.07460591133004926
NICKEL2MO,16.4066,15.821,15.4241,14.9368,16.0542,15.6431,15.4826,15.4394,263.988,60.8589,0.21899652173913042,0.16698375000000001,0.12929577464788733,0.07751724137931035,0.18960000000000002,0.1345915492957747,0.09957062146892656,0.07920689655172414
NICKEL2MO,18.4295,18.0301,17.6827,17.2673,18.1947,17.8921,17.7782,17.7555,263.809,60.8367,0.1847113043478261,0.14085125,0.10963661971830986,0.06597783251231527,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
NICKEL2MO,15.8594,15.1413,14.6778,14.2051,15.3829,14.8764,14.6974,14.6433,263.834,60.8357,0.1847113043478261,0.14085125,0.10963661971830986,0.06597783251231527,0.1598,0.11387323943661974,0.08470056497175141,0.06730541871921182
NICKEL2MO,15.6414,15.1518,14.814,14.423,15.2825,14.9775,14.8776,14.8552,263.835,60.7936,0.18164,0.13885125,0.10763661971830986,0.06497783251231527,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
NICKEL2MO,16.474,15.8337,15.4167,14.9803,16.0293,15.5963,15.4649,15.4262,263.836,60.7914,0.18164,0.13885125,0.10763661971830986,0.06497783251231527,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
NICKEL2MO,18.611,17.9246,17.4293,17.0851,18.1121,17.6107,17.4294,17.3945,263.874,60.7899,0.19678260869565217,0.15022875,0.1159661971830986,0.0701576354679803,0.1704,0.1207323943661972,0.08970056497175141,0.07160591133004926
NICKEL2MO,17.9243,17.2782,16.8307,16.3794,17.5133,17.0763,16.8893,16.8377,263.804,60.7873,0.18164,0.13885125,0.10763661971830986,0.06497783251231527,0.1578,0.11187323943661974,0.08283050847457628,0.06630541871921182
NICKEL2MO,18.5454,17.8513,17.3398,16.8294,18.0579,17.5454,17.3491,17.2715,227.881,13.5256,0.14635478260869564,0.11171875,0.08630704225352114,0.05161822660098522,0.127,0.09001408450704226,0.06696045197740114,0.052704433497536944
NICKEL2MO,15.7754,15.1025,14.6727,14.2662,15.3003,14.8907,14.743,14.7063,227.843,13.5059,0.14628347826086954,0.11071875,0.08630704225352114,0.05161822660098522,0.126,0.09001408450704226,0.066090395480226,0.052704433497536944
NICKEL2MO,16.0837,15.405,14.9693,14.4857,15.6054,15.1578,14.9866,14.9291,227.865,13.4969,0.14535478260869564,0.11071875,0.0859774647887324,0.05161822660098522,0.126,0.0891549295774648,0.066090395480226,0.052704433497536944
NICKEL2MO,18.7136,17.8535,17.3024,16.8435,18.1087,17.5061,17.2582,17.1536,22.8731,14.3153,0.17964,0.13666250000000002,0.10663661971830986,0.06397783251231527,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
NICKEL2MO,18.5811,17.8255,17.3905,16.7191,18.0585,17.5506,17.3655,17.3119,22.8658,14.3101,0.17964,0.13666250000000002,0.10663661971830986,0.06397783251231527,0.155,0.11087323943661974,0.08183050847457628,0.06530541871921182
NICKEL2MO,17.8928,17.2564,16.8415,16.4785,17.3848,17.0318,16.9101,16.8754,22.8498,14.3086,0.17249739130434782,0.13147375,0.10163661971830987,0.06097783251231527,0.1492,0.10587323943661973,0.07883050847457627,0.06230541871921182
NICKEL2MO,16.2227,15.5431,15.0955,14.5799,15.7418,15.2729,15.1023,15.0502,38.527,21.0035,0.4137791304347826,0.3152125,0.24493239436619718,0.1464950738916256,0.358,0.2544647887323944,0.18840112994350283,0.14951231527093595
NICKEL2MO,17.316,16.5836,16.1133,15.6002,16.7993,16.3032,16.12,16.0561,38.4738,20.9483,0.39356521739130435,0.29964625,0.2329323943661972,0.1393152709359606,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
NICKEL2MO,16.5782,15.8419,15.3822,14.8718,16.0457,15.5478,15.3714,15.2995,38.5187,20.943,0.39356521739130435,0.29964625,0.2329323943661972,0.1393152709359606,0.34059999999999996,0.2424647887323944,0.17940112994350282,0.14221182266009852
NICKEL2MO,18.6001,17.8436,17.3368,16.7079,18.1142,17.4882,17.2248,17.0975,38.5341,20.9642,0.39656521739130435,0.30264625,0.2349323943661972,0.14049507389162563,0.34359999999999996,0.2444647887323944,0.18053107344632768,0.14351231527093597
NICKEL2MO,18.3733,17.4748,16.9494,16.4072,17.7451,17.1506,16.9043,16.796,20.7038,33.5176,0.263424347826087,0.201305,0.1559549295774648,0.09387684729064039,0.2282,0.1623098591549296,0.12031073446327684,0.09580788177339901
NICKEL2MO,18.1384,17.4655,17.1129,16.7106,17.7374,17.3364,17.191,17.1676,20.6793,33.5129,0.2613530434782609,0.199305,0.15462535211267606,0.09287684729064039,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
NICKEL2MO,18.197,17.4194,16.9362,16.3957,17.701,17.1824,16.9806,16.9112,20.6769,33.5048,0.2613530434782609,0.199305,0.15462535211267606,0.09287684729064039,0.22619999999999998,0.16045070422535215,0.11931073446327684,0.09480788177339901
NICKEL2MO,16.7464,16.0283,15.6092,15.2226,16.2171,15.7509,15.5979,15.5578,20.7345,33.4912,0.264424347826087,0.20149375,0.1569549295774648,0.09387684729064039,0.22899999999999998,0.1633098591549296,0.12031073446327684,0.09580788177339901
NICKEL2MO,17.7174,16.9763,16.4526,15.9744,17.1749,16.6036,16.3738,16.2964,20.7592,33.4738,0.2633530434782609,0.200305,0.1559549295774648,0.09287684729064039,0.22719999999999999,0.1623098591549296,0.12031073446327684,0.09480788177339901
NICKEL2MO,16.1515,15.5679,15.0667,14.6692,15.7067,15.2724,15.1017,15.07,146.052,-21.2672,0.22099652173913042,0.16798375000000002,0.13029577464788733,0.07833743842364532,0.19060000000000002,0.1355915492957747,0.10057062146892655,0.0799064039408867
NICKEL2MO,16.2235,15.7541,15.3526,14.9832,15.8484,15.5212,15.3874,15.3704,146.08,-21.2952,0.21192521739130435,0.16160625,0.12529577464788733,0.07533743842364532,0.183,0.13059154929577468,0.09657062146892656,0.0769064039408867
NICKEL2MO,17.8635,17.1426,16.6279,16.2562,17.3472,16.8373,16.6526,16.621,146.093,-21.3034,0.20785391304347825,0.15860625,0.12296619718309859,0.07333743842364532,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
NICKEL2MO,16.2296,15.7352,15.2935,14.8526,15.8287,15.4617,15.32,15.3061,146.095,-21.3095,0.20785391304347825,0.15860625,0.12296619718309859,0.07333743842364532,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
NICKEL2MO,17.8193,17.012,16.5099,16.0493,17.282,16.7286,16.5271,16.451,37.8804,39.4319,0.20385391304347827,0.1554175,0.12096619718309859,0.0721576354679803,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
NICKEL2MO,18.5142,17.824,17.4154,16.9893,18.0379,17.6179,17.4846,17.4403,37.9114,39.4269,0.20485391304347828,0.15560625,0.12096619718309859,0.07233743842364533,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
NICKEL2MO,16.4018,15.6742,15.2533,14.8092,15.9211,15.4493,15.3111,15.2774,37.8672,39.425,0.20085391304347827,0.15341749999999998,0.1189661971830986,0.0711576354679803,0.1742,0.12373239436619721,0.09170056497175141,0.07260591133004926
NICKEL2MO,18.3005,17.6256,17.2593,16.881,17.8617,17.4424,17.2916,17.2254,37.934,39.4244,0.20385391304347827,0.1554175,0.12029577464788734,0.0721576354679803,0.1762,0.12559154929577468,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.4856,17.0143,16.6798,16.2599,17.1533,16.8687,16.7606,16.7332,37.8901,39.4238,0.20385391304347827,0.1554175,0.12096619718309859,0.0721576354679803,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
NICKEL2MO,18.0722,17.1314,16.5761,16.0122,17.4543,16.7794,16.5072,16.3932,37.8507,39.4192,0.20185391304347827,0.15360625,0.11929577464788733,0.07133743842364533,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
NICKEL2MO,17.113,16.6109,16.2774,15.9134,16.7669,16.4636,16.3649,16.3589,37.8682,39.4084,0.20385391304347827,0.1554175,0.12096619718309859,0.07233743842364533,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
NICKEL2MO,17.1768,16.5404,16.1065,15.6487,16.7041,16.2713,16.1128,16.0461,37.9542,39.4083,0.20485391304347828,0.15560625,0.12096619718309859,0.07233743842364533,0.177,0.1257323943661972,0.09357062146892656,0.07390640394088671
NICKEL2MO,16.4152,15.8613,15.488,15.0352,16.0332,15.6725,15.5364,15.5012,37.879,39.4016,0.20385391304347827,0.1554175,0.12096619718309859,0.07233743842364533,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
NICKEL2MO,17.2128,16.7146,16.3724,15.9172,16.9185,16.5746,16.4796,16.4555,37.9629,39.3944,0.20485391304347828,0.1564175,0.12096619718309859,0.07233743842364533,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
NICKEL2MO,17.847,16.9321,16.3383,15.7275,17.1913,16.505,16.2553,16.1569,37.9061,39.3935,0.20685391304347825,0.15760625,0.12196619718309859,0.07333743842364532,0.179,0.1267323943661972,0.09370056497175142,0.0749064039408867
NICKEL2MO,16.5086,15.8558,15.4686,15.0327,16.0472,15.6416,15.4986,15.4601,37.8586,39.3755,0.20185391304347827,0.15360625,0.11929577464788733,0.07133743842364533,0.175,0.12459154929577468,0.09170056497175141,0.07290640394088671
NICKEL2MO,18.0755,17.4688,17.0674,16.4962,17.6341,17.2326,17.101,17.0456,37.9398,39.3792,0.20485391304347828,0.1564175,0.12096619718309859,0.07233743842364533,0.1772,0.1257323943661972,0.09370056497175142,0.07390640394088671
NICKEL2MO,16.7657,16.3376,16.0141,15.5483,16.3984,16.1398,16.0391,15.981,37.9549,39.3658,0.20285391304347827,0.15460625,0.1199661971830986,0.0721576354679803,0.176,0.12473239436619721,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.7954,16.917,16.3844,15.8325,17.1697,16.559,16.3128,16.1936,37.906,39.365,0.20385391304347827,0.1554175,0.12096619718309859,0.0721576354679803,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
NICKEL2MO,18.63,18.0367,17.5819,17.0902,18.1942,17.7726,17.6029,17.5379,37.9191,39.3631,0.20385391304347827,0.1554175,0.12096619718309859,0.0721576354679803,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.8176,17.3002,16.9037,16.3634,17.4712,17.0782,16.9419,16.9059,37.9166,39.3539,0.20385391304347827,0.1554175,0.12096619718309859,0.0721576354679803,0.1762,0.1257323943661972,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.9885,17.2685,16.8048,16.2006,17.5031,16.9906,16.8077,16.7255,37.9173,39.345,0.19978260869565218,0.15241749999999998,0.1179661971830986,0.0711576354679803,0.1732,0.1227323943661972,0.09070056497175141,0.07260591133004926
NICKEL2MO,16.6925,15.8343,15.327,14.7441,16.1143,15.5196,15.2813,15.1792,37.8775,39.3392,0.19878260869565217,0.15141749999999998,0.1179661971830986,0.07033743842364533,0.1722,0.1227323943661972,0.09070056497175141,0.07190640394088671
NICKEL2MO,16.8909,16.1613,15.714,15.1657,16.3823,15.876,15.6474,15.5456,269.449,27.8854,0.20785391304347825,0.15860625,0.12296619718309859,0.07333743842364532,0.18,0.1277323943661972,0.09470056497175142,0.0749064039408867
NICKEL2MO,16.9974,16.3945,16.0234,15.6007,16.55,16.1816,16.0522,16.0215,269.378,27.8832,0.20285391304347827,0.15441749999999999,0.1199661971830986,0.0721576354679803,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.8674,17.2645,16.9388,16.5114,17.4146,17.0844,16.9416,16.9112,269.398,27.8655,0.20385391304347827,0.1554175,0.12096619718309859,0.07233743842364533,0.1762,0.1257323943661972,0.09270056497175141,0.07390640394088671
NICKEL2MO,18.551,17.7965,17.2553,16.7078,18.0313,17.4176,17.1896,17.0996,269.411,27.858,0.20892521739130435,0.15960625,0.12396619718309859,0.07433743842364532,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
NICKEL2MO,16.6357,16.0473,15.6629,15.214,16.1862,15.8094,15.6714,15.6398,269.413,27.8483,0.20892521739130435,0.15960625,0.12396619718309859,0.07433743842364532,0.181,0.1287323943661972,0.09557062146892656,0.0759064039408867
NICKEL2MO,17.7972,17.2433,16.9427,16.4475,17.3646,17.0144,16.8919,16.8725,269.368,27.8394,0.20285391304347827,0.15441749999999999,0.1199661971830986,0.0721576354679803,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
NICKEL2MO,18.4346,17.5533,17.1221,16.6344,17.6889,17.2424,17.0954,17.055,269.391,27.8567,0.20592521739130434,0.1574175,0.12196619718309859,0.07315763546798029,0.1782,0.1267323943661972,0.09370056497175142,0.07460591133004926
NICKEL2MO,18.2103,17.7918,17.4491,17.0179,17.8702,17.5903,17.4706,17.4513,269.363,27.8341,0.20285391304347827,0.15441749999999999,0.1199661971830986,0.0721576354679803,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
NICKEL2MO,16.144,15.5267,15.1408,14.6962,15.6615,15.2838,15.1478,15.1257,269.462,27.8317,0.21092521739130435,0.160795,0.12496619718309859,0.07533743842364532,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
NICKEL2MO,16.8275,16.2908,15.9644,15.5445,16.4083,16.1101,16.0147,16.0092,269.458,27.8257,0.21092521739130435,0.160795,0.12496619718309859,0.07533743842364532,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
NICKEL2MO,17.9845,17.1963,16.7431,16.3053,17.4247,16.8791,16.6919,16.6302,269.451,27.8238,0.21092521739130435,0.160795,0.12496619718309859,0.07533743842364532,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
NICKEL2MO,17.6057,16.6303,15.9904,15.2838,16.8989,16.157,15.8452,15.7013,269.365,27.8229,0.20285391304347827,0.15441749999999999,0.1199661971830986,0.0721576354679803,0.1752,0.12473239436619721,0.09270056497175141,0.07360591133004926
NICKEL2MO,17.6482,16.8428,16.3609,15.7665,17.0449,16.5056,16.2797,16.1903,269.437,27.82,0.21092521739130435,0.160795,0.12496619718309859,0.07533743842364532,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
NICKEL2MO,17.647,16.9155,16.4508,15.9583,17.054,16.6021,16.4267,16.363,269.452,27.8173,0.21092521739130435,0.160795,0.12496619718309859,0.07533743842364532,0.1828,0.1297323943661972,0.09657062146892656,0.0769064039408867
