survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA_SDSS-G,GAIA_SDSS-R,GAIA_SDSS-I,GAIA_SDSS-Z,GAIA_SDSS-g,GAIA_SDSS-r,GAIA_SDSS-i,GAIA_SDSS-z,SOURCEID
SDSS,17.7059,16.7711,16.4466,16.2336,17.5655,16.7597,16.43,16.2906,309.007,-0.136395,0.327923,0.225946,0.166983,0.125135,0.316453,0.224606,0.165661,0.131611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1567,16.5555,16.3744,16.2668,17.0695,16.5634,16.3775,16.3166,309.007,0.762395,0.248943,0.172194,0.127209,0.0951047,0.240432,0.171169,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3258,17.6327,17.3971,17.276,18.2234,17.6314,17.4075,17.329,309.008,0.248328,0.279935,0.193132,0.143153,0.107117,0.270315,0.192028,0.142051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.7974,15.1959,14.9699,14.852,15.7109,15.1879,14.9692,14.8776,309.008,-0.907329,0.403905,0.278699,0.206757,0.155166,0.389845,0.277042,0.205141,0.163113,15.8099,15.22,14.9707,14.8357,15.7996,15.22,14.9707,14.8357,4226464015034611328
SDSS,18.3154,17.7506,17.5732,17.4836,18.2173,17.7543,17.5487,17.5032,309.009,-0.868799,0.397906,0.273761,0.203757,0.152166,0.384031,0.272183,0.202141,0.160113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9066,17.4451,17.3061,17.2306,17.8669,17.4565,17.2991,17.2702,309.009,0.729649,0.247941,0.170256,0.126266,0.0951047,0.239246,0.16931,0.125311,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0293,16.5549,16.3977,16.3188,16.9569,16.5579,16.3961,16.3562,309.01,1.22778,0.25394,0.175194,0.130209,0.0971047,0.24506,0.174169,0.129181,0.102108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.807,18.222,18.0182,17.9009,18.7463,18.2225,18.0287,17.9373,309.011,1.22081,0.257939,0.177194,0.131209,0.0991047,0.248874,0.176169,0.130181,0.104108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9193,18.3559,18.1734,18.0734,18.8556,18.3608,18.18,18.1122,309.014,-0.07323,0.314926,0.217008,0.16104,0.121129,0.304011,0.215746,0.159791,0.12731,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7793,18.1227,17.8905,17.7564,18.6795,18.1171,17.8831,17.781,309.014,0.757865,0.248943,0.172194,0.127209,0.0951047,0.240432,0.171169,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7878,17.4603,17.3487,17.2831,17.754,17.467,17.3504,17.3266,309.017,0.745216,0.247941,0.170256,0.126266,0.0951047,0.239246,0.16931,0.125311,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4019,17.8337,17.6452,17.5522,18.3146,17.836,17.6553,17.6228,309.018,0.749917,0.248943,0.172194,0.127209,0.0951047,0.240432,0.171169,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.137,16.5824,16.3901,16.3029,17.0599,16.5802,16.3987,16.3213,309.021,-0.864224,0.397906,0.273761,0.203757,0.152166,0.384031,0.272183,0.202141,0.160113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9346,17.1571,16.8701,16.7412,17.8207,17.154,16.8975,16.7806,309.023,0.243065,0.279935,0.193132,0.143153,0.107117,0.270315,0.192028,0.142051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.861,18.3903,18.2457,18.1699,18.7787,18.3994,18.256,18.1982,309.023,1.16773,0.267936,0.184194,0.137153,0.102111,0.258501,0.183169,0.136051,0.107409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3864,17.9274,17.7997,17.7241,18.3036,17.9515,17.7969,17.7598,309.023,1.10269,0.269937,0.186132,0.138153,0.103117,0.260688,0.185028,0.137051,0.108709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7362,18.2919,18.1536,18.0929,18.6919,18.285,18.117,18.0648,309.026,1.18276,0.25894,0.178194,0.132209,0.0991108,0.25006,0.177169,0.131181,0.104409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9753,15.3339,15.1048,14.9865,15.8758,15.3315,15.0791,15.0195,309.027,0.806284,0.248941,0.171256,0.127209,0.0951047,0.240246,0.17031,0.126181,0.100108,15.9937,15.3333,15.107,14.9885,15.9826,15.3333,15.107,14.9885,4231235723700590336
SDSS,15.934,15.4106,15.2544,15.1849,15.841,15.4148,15.2509,15.2201,309.028,1.20996,0.25594,0.176194,0.131153,0.0981047,0.24706,0.175169,0.130051,0.103108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5635,17.9026,17.6583,17.5252,18.4687,17.8936,17.6602,17.5801,309.028,0.81447,0.248941,0.171256,0.127209,0.0951047,0.240246,0.17031,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1594,16.4731,16.2566,16.1466,17.0645,16.4813,16.2562,16.1762,309.028,-0.875252,0.406904,0.279761,0.207757,0.156166,0.392659,0.278183,0.206141,0.164113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2349,17.7154,17.529,17.4599,18.1176,17.6872,17.5246,17.4768,309.031,1.2254,0.247943,0.171194,0.127209,0.0951047,0.239432,0.170169,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3907,16.6166,16.3648,16.2245,17.2752,16.615,16.3584,16.2691,309.031,0.773084,0.245943,0.169256,0.125266,0.0941047,0.237432,0.16831,0.124311,0.0991084,17.4277,16.6093,16.3693,16.236,17.4144,16.6093,16.3693,16.236,4231235311383721600
SDSS,18.5373,17.8978,17.6382,17.4862,18.4552,17.8782,17.6257,17.5317,309.031,-0.146177,0.323924,0.223008,0.165983,0.124135,0.312639,0.221746,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7988,17.3203,17.1569,17.0939,17.7109,17.2956,17.137,17.0939,309.032,1.2259,0.247943,0.171194,0.127209,0.0951047,0.239432,0.170169,0.126181,0.100108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7537,18.0646,17.8297,17.7265,18.6328,18.0502,17.8344,17.7392,309.032,0.77338,0.245943,0.169256,0.125266,0.0941047,0.237432,0.16831,0.124311,0.0991084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9182,16.3913,16.1854,16.1145,16.841,16.3773,16.1979,16.1449,309.035,0.268146,0.278934,0.192132,0.142153,0.107117,0.269129,0.191028,0.141051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7045,16.8518,16.582,16.4162,17.5826,16.8675,16.5718,16.46,309.038,1.08781,0.265937,0.183194,0.136153,0.102111,0.256688,0.182169,0.135051,0.107409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6581,17.2544,17.1182,17.0624,17.5893,17.2528,17.1113,17.0818,309.038,1.17985,0.25894,0.178194,0.132209,0.0991108,0.25006,0.177169,0.131181,0.104409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6032,17.6787,17.3759,17.1924,18.4535,17.6866,17.3782,17.2565,309.038,1.15761,0.264937,0.182194,0.135209,0.101111,0.255688,0.181169,0.134181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9297,18.4597,18.3143,18.2495,18.8894,18.459,18.2754,18.2097,309.039,1.09281,0.265937,0.183194,0.136153,0.102111,0.256688,0.182169,0.135051,0.107409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8978,18.4246,18.2804,18.2047,18.8139,18.4315,18.2687,18.2248,309.04,1.08232,0.265937,0.183194,0.136153,0.102111,0.256688,0.182169,0.135051,0.107409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6401,17.8957,17.5999,17.4316,18.5346,17.8893,17.6286,17.4887,309.04,0.771426,0.245943,0.169256,0.125266,0.0941047,0.237432,0.16831,0.124311,0.0991084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2617,16.5831,16.3824,16.271,17.1543,16.5823,16.3687,16.2981,309.04,0.743621,0.243943,0.168194,0.124266,0.0931047,0.235432,0.167169,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6427,17.1495,16.9854,16.8888,17.5811,17.1537,16.9917,16.9356,309.041,1.20342,0.25594,0.176194,0.131153,0.0981047,0.24706,0.175169,0.130051,0.103108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7683,16.3344,16.1926,16.1183,16.7046,16.3312,16.184,16.1519,309.041,0.739589,0.243943,0.168194,0.124266,0.0931047,0.235432,0.167169,0.123311,0.0981084,16.7989,16.3402,16.1884,16.1268,16.7908,16.3402,16.1884,16.1268,4231232184647517440
SDSS,18.4912,18.0336,17.8866,17.8019,18.4401,18.0345,17.8816,17.8513,309.041,0.727575,0.243943,0.168194,0.124266,0.0931047,0.235432,0.167169,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7445,17.0828,16.8635,16.7366,17.6449,17.0806,16.8521,16.7793,309.043,0.756295,0.245943,0.169256,0.125266,0.0941047,0.237432,0.16831,0.124311,0.0991084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8036,16.1138,15.8708,15.7466,16.704,16.1036,15.8596,15.7668,309.043,-0.0979332,0.315926,0.218008,0.161983,0.121129,0.305011,0.216746,0.160661,0.12731,16.8294,16.1081,15.8716,15.7424,16.8174,16.1081,15.8716,15.7424,4229625763799075200
SDSS,17.5945,17.1015,16.9291,16.8773,17.5176,17.0887,16.9308,16.8814,309.044,0.365303,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.4748,15.8505,15.63,15.5181,16.3855,15.8426,15.633,15.5494,309.045,-0.882259,0.406904,0.279761,0.207757,0.156166,0.392659,0.278183,0.206141,0.164113,16.5081,15.8487,15.6393,15.5247,16.4964,15.8487,15.6393,15.5247,4226510984796742016
SDSS,18.8317,18.3669,18.2261,18.1659,18.7425,18.3759,18.2431,18.2304,309.046,-0.100028,0.319925,0.220008,0.163983,0.122135,0.308825,0.218746,0.162661,0.128611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1301,17.3589,17.0532,16.8721,18.0206,17.3576,17.0563,16.9181,309.047,1.12965,0.266937,0.184132,0.136209,0.102111,0.257688,0.183028,0.135181,0.107409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1062,15.5261,15.338,15.2446,16.0128,15.5149,15.3302,15.264,309.048,-0.857862,0.402905,0.277761,0.205757,0.154166,0.388845,0.276183,0.204141,0.162113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.0183,15.5307,15.3601,15.2844,15.9415,15.525,15.3588,15.3071,309.05,-0.885062,0.406904,0.279761,0.207757,0.156166,0.392659,0.278183,0.206141,0.164113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.841,15.0876,14.7847,14.626,15.7207,15.0864,14.7778,14.6577,309.052,1.11606,0.265937,0.183194,0.136153,0.102111,0.256688,0.182169,0.135051,0.107409,15.864,15.0888,14.7955,14.6202,15.8509,15.0888,14.7955,14.6202,4231455969623573760
SDSS,15.9733,15.4811,15.3229,15.2593,15.9047,15.4866,15.3206,15.2853,309.052,1.19027,0.25494,0.175256,0.130209,0.0981047,0.24606,0.17431,0.129181,0.103108,15.9887,15.483,15.3305,15.264,15.9799,15.483,15.3305,15.264,4231463116449581312
SDSS,18.4799,17.9941,17.8301,17.7364,18.4265,17.9898,17.8272,17.7737,309.053,0.725861,0.241943,0.166256,0.123266,0.0921047,0.233432,0.16531,0.122311,0.0971084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7519,18.2899,18.1437,18.07,18.6815,18.2947,18.1476,18.0869,309.053,1.17693,0.25494,0.175256,0.130209,0.0981047,0.24606,0.17431,0.129181,0.103108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3479,17.8889,17.748,17.6885,18.2956,17.8879,17.745,17.7158,309.053,1.2323,0.243943,0.168256,0.125209,0.0931047,0.235432,0.16731,0.124181,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8319,17.2336,17.0014,16.866,17.7375,17.2339,16.9951,16.9102,309.055,0.760762,0.242944,0.167256,0.124266,0.0931047,0.234619,0.16631,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5962,17.1406,16.9828,16.925,17.5134,17.141,16.9912,16.9585,309.055,1.16953,0.262939,0.181194,0.134209,0.101111,0.253874,0.180169,0.133181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7647,17.327,17.1763,17.1336,17.6905,17.3235,17.1929,17.1495,309.056,1.12685,0.264937,0.182194,0.135153,0.101111,0.255688,0.181169,0.134051,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3395,17.5914,17.3255,17.1917,18.2231,17.5909,17.3412,17.2303,309.056,0.26638,0.276935,0.190132,0.141153,0.106117,0.267315,0.189028,0.140051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7636,18.099,17.8481,17.695,18.6904,18.0883,17.8232,17.7026,309.057,-0.892599,0.418901,0.288699,0.213701,0.160172,0.404286,0.287042,0.212011,0.168414,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9272,17.3179,17.1186,17.0239,17.838,17.316,17.1114,17.0538,309.058,1.18271,0.25494,0.175256,0.130209,0.0981047,0.24606,0.17431,0.129181,0.103108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0012,17.3769,17.1859,17.0645,17.9252,17.3835,17.1769,17.1288,309.058,0.713795,0.239944,0.165256,0.122266,0.0920985,0.231619,0.16431,0.121311,0.0968079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1126,17.5839,17.4001,17.3206,18.0291,17.5875,17.4173,17.3522,309.058,0.226978,0.278935,0.192132,0.142153,0.107117,0.269315,0.191028,0.141051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7865,17.3204,17.1708,17.1095,17.7252,17.3233,17.1804,17.14,309.06,1.15444,0.262939,0.181194,0.134209,0.101111,0.253874,0.180169,0.133181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8214,18.1328,17.8792,17.7678,18.7141,18.1332,17.9059,17.8074,309.06,0.240618,0.278935,0.192132,0.142153,0.107117,0.269315,0.191028,0.141051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.38,17.6531,17.4053,17.2317,18.2633,17.6409,17.3907,17.2961,309.06,-0.0569051,0.303929,0.20907,0.155096,0.116129,0.293384,0.207887,0.153921,0.12231,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9531,18.4549,18.2778,18.1952,18.9054,18.4457,18.2668,18.2184,309.061,0.707076,0.239944,0.165256,0.122266,0.0920985,0.231619,0.16431,0.121311,0.0968079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2971,16.7825,16.6131,16.522,17.2064,16.7786,16.6065,16.5468,309.062,-0.118912,0.318925,0.220008,0.16304,0.122135,0.307825,0.218746,0.161791,0.128611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8621,16.1863,15.9642,15.8555,16.756,16.1882,15.9745,15.8932,309.062,1.16204,0.262939,0.181194,0.134209,0.101111,0.253874,0.180169,0.133181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2167,16.7395,16.5589,16.4652,17.1547,16.7346,16.5612,16.5056,309.062,-0.881868,0.418901,0.288699,0.213701,0.160172,0.404286,0.287042,0.212011,0.168414,17.2314,16.7466,16.5617,16.4751,17.2235,16.7466,16.5617,16.4751,4226511014861377664
SDSS,17.4397,16.9026,16.7306,16.6234,17.3645,16.9129,16.7232,16.6645,309.062,0.718881,0.239944,0.165256,0.122266,0.0920985,0.231619,0.16431,0.121311,0.0968079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4265,17.9312,17.8063,17.736,18.3422,17.9309,17.802,17.7949,309.063,-0.0507419,0.303929,0.20907,0.155096,0.116129,0.293384,0.207887,0.153921,0.12231,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5765,17.0978,16.9337,16.8482,17.5146,17.1125,16.9377,16.8951,309.064,1.14706,0.264937,0.182194,0.135153,0.101111,0.255688,0.181169,0.134051,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9487,17.1641,16.8871,16.7561,17.8281,17.1622,16.9082,16.7999,309.064,0.243488,0.278935,0.192132,0.142153,0.107117,0.269315,0.191028,0.141051,0.112709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5316,16.8357,16.6173,16.5077,17.438,16.8442,16.6293,16.5517,309.066,0.825647,0.250941,0.173194,0.128209,0.0961047,0.242246,0.172169,0.127181,0.101108,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9044,18.3782,18.2053,18.1254,18.8834,18.3816,18.1945,18.1698,309.066,0.779093,0.243943,0.168194,0.124266,0.0931047,0.235432,0.167169,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3231,17.8347,17.664,17.5782,18.2653,17.8361,17.6744,17.6497,309.068,-0.915906,0.416901,0.286699,0.212701,0.159179,0.402286,0.285042,0.211011,0.167714,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4663,16.946,16.7559,16.6592,17.3825,16.9447,16.7584,16.6932,309.068,0.808022,0.246941,0.170194,0.126209,0.0941047,0.238246,0.169169,0.125181,0.0991084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2317,16.5966,16.3855,16.2583,17.1462,16.6051,16.3785,16.2835,309.069,0.718524,0.239944,0.165256,0.122266,0.0920985,0.231619,0.16431,0.121311,0.0968079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8097,18.0289,17.7619,17.6269,18.6971,18.0325,17.7814,17.6522,309.071,0.787712,0.243943,0.168194,0.124266,0.0931047,0.235432,0.167169,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8851,18.2642,18.0309,17.9029,18.8312,18.2697,18.0339,17.9541,309.071,0.398127,0.272936,0.188132,0.139153,0.104117,0.263501,0.187028,0.138051,0.109709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8344,18.3986,18.2493,18.1996,18.77,18.4066,18.2622,18.2154,309.073,1.16398,0.262939,0.181194,0.134209,0.101111,0.253874,0.180169,0.133181,0.106409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4427,16.9312,16.7675,16.685,17.3718,16.9348,16.7667,16.7216,309.073,0.743915,0.241943,0.166256,0.123266,0.0921047,0.233432,0.16531,0.122311,0.0971084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7877,18.1841,17.9313,17.8223,18.727,18.1918,17.9193,17.8259,309.074,0.270728,0.276935,0.190132,0.141153,0.106117,0.267315,0.189028,0.140051,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6314,17.9583,17.7031,17.5484,18.5472,17.9684,17.7076,17.6112,309.074,0.811669,0.246941,0.170194,0.126209,0.0941047,0.238246,0.169169,0.125181,0.0991084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2846,17.7766,17.5821,17.4993,18.234,17.7769,17.5908,17.522,309.074,0.364641,0.271936,0.187194,0.139153,0.104117,0.262501,0.186169,0.138051,0.109709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0879,16.1942,15.9108,15.735,16.9711,16.1863,15.904,15.7706,309.074,-0.878016,0.418901,0.288699,0.213701,0.160172,0.404286,0.287042,0.212011,0.168414,17.1346,16.2008,15.9131,15.7357,17.1189,16.2008,15.9131,15.7357,4226511053516210560
SDSS,18.6798,18.2237,18.0803,18.0081,18.6224,18.2256,18.0731,18.0686,309.075,0.750624,0.242944,0.167256,0.124266,0.0931047,0.234619,0.16631,0.123311,0.0981084,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1328,17.656,17.4926,17.4214,18.0625,17.6501,17.4932,17.423,309.075,-0.104433,0.318925,0.219946,0.162983,0.122129,0.307825,0.218606,0.161661,0.12831,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0072,16.1841,15.9078,15.7353,16.8956,16.1803,15.9032,15.7812,309.075,-0.0599342,0.29993,0.20707,0.153096,0.115123,0.28957,0.205887,0.151921,0.12101,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8205,18.3387,18.1418,18.058,18.76,18.3358,18.1522,18.1398,309.076,0.213064,0.276935,0.191132,0.142096,0.106117,0.267315,0.190028,0.140921,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6427,17.0574,16.8736,16.808,17.5498,17.0651,16.8912,16.8251,309.077,0.264092,0.274936,0.190132,0.141096,0.105117,0.265501,0.189028,0.139921,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.2919,16.8013,16.6475,16.5654,17.2188,16.8039,16.6443,16.6013,309.077,0.776873,0.241944,0.166256,0.123266,0.0930985,0.233619,0.16531,0.122311,0.0978079,17.3198,16.8099,16.6561,16.5812,17.3108,16.8099,16.6561,16.5812,4231232803122802560
SDSS,17.6218,16.694,16.3612,16.189,17.5052,16.7117,16.387,16.2391,309.078,0.235105,0.277934,0.191132,0.142096,0.106117,0.268129,0.190028,0.140921,0.111709,17.6838,16.7137,16.3931,16.2058,17.6685,16.7137,16.3931,16.2058,4229652903698139520
SDSS,17.4528,16.8409,16.6531,16.5609,17.3621,16.8457,16.6522,16.5828,309.078,1.22193,0.246943,0.170256,0.126266,0.0950985,0.238432,0.16931,0.125311,0.0998079,17.4661,16.8498,16.6696,16.5798,17.4544,16.8498,16.6696,16.5798,4231463700565133184
SDSS,16.6356,16.0273,15.8062,15.7221,16.5372,16.0252,15.8231,15.744,309.079,0.229728,0.277934,0.191132,0.142096,0.106117,0.268129,0.190028,0.140921,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0144,16.5258,16.3447,16.2622,16.9518,16.5298,16.3501,16.3,309.079,1.14666,0.261937,0.180194,0.134153,0.100111,0.252688,0.179169,0.133051,0.105409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1538,17.4676,17.2606,17.1471,17.994,17.4169,17.2063,17.1397,309.079,1.21131,0.246943,0.170256,0.126266,0.0950985,0.238432,0.16931,0.125311,0.0998079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9761,18.4244,18.2462,18.1704,18.8921,18.4265,18.2594,18.1994,309.081,1.1799,0.251941,0.173256,0.129209,0.0961108,0.243246,0.17231,0.128181,0.101409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.8786,15.2017,14.9797,14.8786,15.7803,15.2144,14.98,14.9031,309.081,1.14396,0.261937,0.180194,0.134153,0.100111,0.252688,0.179169,0.133051,0.105409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4276,16.7188,16.4665,16.3017,17.3096,16.7191,16.4653,16.3423,309.082,0.75536,0.240944,0.166256,0.123266,0.0920985,0.232619,0.16531,0.122311,0.0968079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.042,17.6582,17.5509,17.5112,18.0058,17.6636,17.5668,17.5391,309.082,1.17833,0.251941,0.173256,0.129209,0.0961108,0.243246,0.17231,0.128181,0.101409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5121,16.07,15.9132,15.8577,16.4437,16.071,15.9166,15.8823,309.082,1.19701,0.251941,0.173256,0.129209,0.0961108,0.243246,0.17231,0.128181,0.101409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9972,18.3794,18.1764,18.062,18.9283,18.3806,18.2005,18.1057,309.083,-0.0882891,0.306929,0.212008,0.15704,0.118123,0.296384,0.210746,0.155791,0.12401,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9677,15.0929,14.8101,14.646,15.8437,15.0815,14.7947,14.6648,309.083,-0.10034,0.318925,0.219946,0.162983,0.122129,0.307825,0.218606,0.161661,0.12831,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7547,17.03,16.8023,16.6816,17.6581,17.0375,16.7962,16.7182,309.084,1.12643,0.261937,0.180194,0.134153,0.100111,0.252688,0.179169,0.133051,0.105409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4929,17.997,17.8297,17.7245,18.4187,17.9819,17.8211,17.7715,309.084,-0.105149,0.318925,0.219946,0.162983,0.122129,0.307825,0.218606,0.161661,0.12831,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4441,17.9278,17.7368,17.6134,18.3571,17.9031,17.6735,17.5201,309.085,-0.449406,0.499883,0.344451,0.255418,0.191209,0.482492,0.342479,0.253362,0.201217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4913,18.0919,17.9502,17.9003,18.4455,18.1103,17.9751,17.9596,309.086,0.233943,0.277934,0.191132,0.142096,0.106117,0.268129,0.190028,0.140921,0.111709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4078,16.63,16.3606,16.1973,17.2957,16.6208,16.3477,16.2284,309.086,-0.103619,0.318925,0.219946,0.162983,0.122129,0.307825,0.218606,0.161661,0.12831,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6149,16.1431,16.0056,15.9326,16.5177,16.1294,15.9469,15.8754,309.09,-0.13637,0.320925,0.221008,0.16404,0.123135,0.309825,0.219746,0.162791,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0043,17.51,17.3578,17.2865,17.925,17.523,17.3547,17.3194,309.09,0.789876,0.241944,0.166256,0.123266,0.0930985,0.233619,0.16531,0.122311,0.0978079,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9968,17.5334,17.3881,17.3214,17.8905,17.5258,17.3988,17.3624,309.09,-0.0270833,0.292931,0.20207,0.15004,0.112123,0.282756,0.200887,0.148791,0.11801,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8195,18.3764,18.1938,18.158,18.7295,18.3838,18.2124,18.1448,309.091,0.257942,0.274936,0.190132,0.141096,0.105117,0.265501,0.189028,0.139921,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5847,18.0547,17.8858,17.7971,18.5304,18.0688,17.8918,17.8418,309.091,1.1408,0.261937,0.180194,0.134153,0.100111,0.252688,0.179169,0.133051,0.105409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8293,16.3655,16.2248,16.1585,16.7526,16.3604,16.2161,16.1811,309.091,-0.0908552,0.306929,0.212008,0.15704,0.118123,0.296384,0.210746,0.155791,0.12401,-999,-999,-999,-999,-999,-999,-999,-999,-999
