survey,SDSS-g,SDSS-r,SDSS-i,SDSS-z,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,SDSS-g_AV,SDSS-r_AV,SDSS-i_AV,SDSS-z_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,GAIA_SDSS-G,GAIA_SDSS-R,GAIA_SDSS-I,GAIA_SDSS-Z,GAIA_SDSS-g,GAIA_SDSS-r,GAIA_SDSS-i,GAIA_SDSS-z,SOURCEID
SDSS,18.8492,18.0297,17.7302,17.5551,18.7518,18.0233,17.7289,17.5646,308.649,-0.91417,0.55587,0.383265,0.284249,0.213228,0.53663,0.381056,0.281972,0.224118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6212,16.8358,16.5889,16.4284,17.507,16.837,16.5807,16.4794,308.651,1.19571,0.272936,0.188132,0.139153,0.104117,0.263501,0.187028,0.138051,0.109709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5832,17.0149,16.806,16.6725,17.4892,17.0034,16.8031,16.7314,308.653,1.19623,0.272936,0.188132,0.139153,0.104117,0.263501,0.187028,0.138051,0.109709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9368,17.182,16.8674,16.6637,17.8144,17.1764,16.8649,16.7051,308.653,-0.964156,0.535874,0.369327,0.274305,0.205222,0.517189,0.367197,0.272102,0.215818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8119,16.1799,15.9596,15.8327,16.6915,16.1694,15.9446,15.8463,308.654,-0.974012,0.535874,0.369327,0.274305,0.205222,0.517189,0.367197,0.272102,0.215818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.6649,15.1008,14.9026,14.8064,15.5748,15.0919,14.9013,14.8328,308.655,-0.567842,0.494884,0.340513,0.252475,0.189209,0.477679,0.33862,0.250492,0.199217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.549,17.0407,16.8587,16.7689,17.4709,17.0383,16.8568,16.8059,308.655,-0.0202191,0.389908,0.268761,0.198814,0.14916,0.376217,0.267183,0.197271,0.156813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7898,18.2852,18.0956,18.011,18.7159,18.2527,18.1001,18.054,308.656,0.744354,0.309928,0.214008,0.15804,0.119129,0.299198,0.212746,0.156791,0.12531,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.9262,15.1641,14.878,14.7074,15.8135,15.1451,14.8689,14.7328,308.658,-0.576834,0.503881,0.347451,0.257418,0.193209,0.486306,0.345479,0.255362,0.203217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2851,17.6915,17.4607,17.3244,18.1928,17.6813,17.4717,17.3648,308.659,-0.583056,0.503881,0.347451,0.257418,0.193209,0.486306,0.345479,0.255362,0.203217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3253,17.7259,17.5154,17.4044,18.2199,17.7167,17.5104,17.4468,308.659,-0.0734943,0.38191,0.262823,0.194814,0.14616,0.36859,0.261324,0.193271,0.153813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0949,16.696,16.5429,16.4736,17.0448,16.6922,16.5403,16.5012,308.66,-0.107113,0.375911,0.258823,0.19187,0.144154,0.362776,0.257324,0.190401,0.151512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9191,18.5458,18.4187,18.3393,18.8715,18.5415,18.4082,18.3794,308.66,1.14579,0.280934,0.193132,0.143153,0.107123,0.271129,0.192028,0.142051,0.11301,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7387,16.0746,15.8656,15.7517,16.6341,16.0723,15.8613,15.7879,308.661,-0.559013,0.494884,0.340513,0.252475,0.189209,0.477679,0.33862,0.250492,0.199217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5303,16.9984,16.813,16.7028,17.4377,16.9884,16.8028,16.7236,308.662,-0.958221,0.535874,0.369327,0.274305,0.205222,0.517189,0.367197,0.272102,0.215818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0714,17.4248,17.198,17.0722,17.9565,17.4212,17.1988,17.1143,308.662,1.08807,0.289931,0.199132,0.148096,0.111117,0.279756,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7936,16.1428,15.9269,15.8171,16.672,16.1324,15.9188,15.8517,308.664,1.08724,0.289931,0.199132,0.148096,0.111117,0.279756,0.198028,0.146921,0.116709,16.7989,16.1373,15.9305,15.8276,16.7878,16.1373,15.9305,15.8276,4231446623774866304
SDSS,18.6191,17.8112,17.5268,17.3199,18.4907,17.8011,17.4827,17.3137,308.665,-0.995102,0.534874,0.368327,0.273305,0.204228,0.516189,0.366197,0.271102,0.215118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6445,18.1016,17.9328,17.8574,18.5851,18.1254,17.9458,17.8924,308.665,0.803291,0.320925,0.221008,0.163983,0.123135,0.309825,0.219746,0.162661,0.129611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3032,17.488,17.1408,16.9213,18.1906,17.4755,17.1378,16.9686,308.666,-0.89842,0.556869,0.383265,0.284305,0.213234,0.537444,0.381056,0.282102,0.224419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9849,16.2882,16.0808,15.9682,16.8668,16.2764,16.0754,15.9974,308.667,1.10623,0.282934,0.19507,0.144153,0.108117,0.273129,0.193887,0.143051,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.857,15.3158,15.1332,15.0343,15.7593,15.3213,15.1321,15.0636,308.667,-1.00777,0.530875,0.365389,0.271362,0.203222,0.512375,0.363338,0.269232,0.213818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.1513,15.3369,15.0204,14.8354,16.0337,15.3261,15.0171,14.8722,308.667,-0.0742205,0.38191,0.262823,0.194814,0.14616,0.36859,0.261324,0.193271,0.153813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0447,17.4162,17.1875,17.0586,17.9282,17.4007,17.1888,17.0842,308.668,-1.02981,0.537874,0.370327,0.275305,0.206222,0.519189,0.368197,0.273102,0.216818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5035,18.0234,17.8636,17.7665,18.4392,18.0175,17.8779,17.8313,308.668,1.12014,0.282934,0.19507,0.144153,0.108117,0.273129,0.193887,0.143051,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.898,17.0715,16.7887,16.6201,17.7689,17.0567,16.7817,16.6728,308.668,1.10129,0.282934,0.19507,0.144153,0.108117,0.273129,0.193887,0.143051,0.113709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7331,17.8623,17.5198,17.2989,18.6032,17.8678,17.5122,17.3525,308.668,-0.878732,0.556869,0.383265,0.284305,0.213234,0.537444,0.381056,0.282102,0.224419,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3166,17.8654,17.7114,17.6597,18.2356,17.8584,17.7206,17.6881,308.669,1.23015,0.275935,0.190132,0.141153,0.105117,0.266315,0.189028,0.140051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7967,16.9441,16.6172,16.4082,17.6627,16.9393,16.6131,16.4521,308.669,-1.02817,0.537874,0.370327,0.275305,0.206222,0.519189,0.368197,0.273102,0.216818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3313,17.7285,17.522,17.4266,18.2639,17.7517,17.5398,17.4622,308.669,0.27919,0.387909,0.267761,0.198757,0.14916,0.374404,0.266183,0.197141,0.156813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6593,18.0955,17.906,17.8143,18.5293,18.1056,17.9246,17.8407,308.669,-0.495717,0.47189,0.325513,0.241531,0.181197,0.45561,0.32362,0.239621,0.190616,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8027,18.1155,17.8496,17.7104,18.6535,18.1141,17.8453,17.7457,308.669,-0.922552,0.548871,0.378265,0.280305,0.210228,0.529816,0.376056,0.278102,0.221118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3149,16.6866,16.4723,16.3717,17.2042,16.6742,16.4779,16.404,308.67,1.08135,0.289931,0.199132,0.148096,0.111117,0.279756,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9258,18.079,17.7667,17.5728,18.8127,18.057,17.7611,17.5967,308.671,-0.973512,0.535874,0.369327,0.274305,0.205222,0.517189,0.367197,0.272102,0.215818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6195,15.984,15.7881,15.666,16.5001,15.96,15.7473,15.6606,308.672,0.783754,0.311928,0.215008,0.159983,0.119135,0.301198,0.213746,0.158661,0.125611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2249,17.664,17.4741,17.3775,18.1395,17.6608,17.4816,17.424,308.674,-0.469003,0.472889,0.325575,0.241531,0.181197,0.456424,0.323761,0.239621,0.190616,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5425,17.0519,16.893,16.8039,17.4946,17.0589,16.8838,16.8452,308.674,0.769049,0.304928,0.210008,0.15604,0.117123,0.294198,0.208746,0.154791,0.12301,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8178,16.32,16.1566,16.0884,16.7321,16.3059,16.1332,16.09,308.674,-0.10442,0.375911,0.258823,0.19187,0.144154,0.362776,0.257324,0.190401,0.151512,16.8419,16.3221,16.1638,16.0824,16.8326,16.3221,16.1638,16.0824,4229617135209206144
SDSS,16.695,15.8908,15.5851,15.4007,16.5743,15.8796,15.5783,15.4325,308.675,-0.888835,0.54887,0.378265,0.280305,0.210228,0.52963,0.376056,0.278102,0.221118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0686,16.3039,16.0801,15.9507,16.939,16.3124,16.084,15.9911,308.678,0.74198,0.315926,0.218008,0.161983,0.121129,0.305011,0.216746,0.160661,0.12731,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.5458,17.0392,16.8737,16.7872,17.4716,17.0398,16.877,16.8105,308.678,-0.0543834,0.37891,0.260823,0.193814,0.145154,0.36559,0.259324,0.192271,0.152512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9309,16.2654,16.0384,15.9173,16.8219,16.2586,16.0351,15.939,308.679,-0.937104,0.538874,0.371327,0.275362,0.206228,0.520189,0.369197,0.273232,0.217118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9863,18.3057,18.0908,17.9787,18.9024,18.3033,18.0991,18.0405,308.68,1.14299,0.283934,0.195132,0.145096,0.109117,0.274129,0.194028,0.143921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3483,17.7206,17.5046,17.3789,18.2573,17.7076,17.5168,17.4397,308.68,1.09835,0.29493,0.20307,0.15104,0.113123,0.28457,0.201887,0.149791,0.11901,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.8662,16.1813,15.9492,15.8078,16.7536,16.1777,15.9369,15.8363,308.681,-0.983499,0.520877,0.358389,0.266362,0.199222,0.502748,0.356338,0.264232,0.209818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9797,18.443,18.2259,18.1257,18.817,18.4033,18.2158,18.13,308.681,-1.02587,0.528875,0.364327,0.270362,0.202222,0.510375,0.362197,0.268232,0.212818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6199,17.0182,16.8178,16.7057,17.5265,17.0096,16.8037,16.7349,308.681,-0.0398039,0.37991,0.261823,0.193814,0.14516,0.36659,0.260324,0.192271,0.152813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.413,17.7358,17.4812,17.3395,18.2941,17.7279,17.4727,17.3704,308.683,-0.11434,0.373911,0.256885,0.190814,0.143154,0.360776,0.255465,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7054,18.148,17.9436,17.8499,18.6014,18.1349,17.9547,17.8528,308.683,0.357614,0.374912,0.258823,0.191814,0.14316,0.361963,0.257324,0.190271,0.150813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9931,17.3817,17.1624,17.0453,17.8926,17.3806,17.1657,17.0974,308.684,-0.128126,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5945,17.8577,17.5998,17.4322,18.4578,17.862,17.6037,17.4952,308.684,1.14027,0.283934,0.195132,0.145096,0.109117,0.274129,0.194028,0.143921,0.114709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9792,18.1226,17.7956,17.6001,18.842,18.1021,17.7969,17.6491,308.686,1.19399,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4661,17.7287,17.4552,17.3115,18.3273,17.6895,17.435,17.3299,308.686,-0.115177,0.373911,0.256885,0.190814,0.143154,0.360776,0.255465,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3923,16.793,16.5527,16.4303,17.3034,16.7741,16.5519,16.4607,308.686,-0.899092,0.54887,0.378265,0.280305,0.210228,0.52963,0.376056,0.278102,0.221118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.1727,16.5569,16.3519,16.2456,17.0721,16.5518,16.347,16.2777,308.687,-0.0663306,0.37891,0.260823,0.193814,0.145154,0.36559,0.259324,0.192271,0.152512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9743,17.4338,17.246,17.1482,17.8848,17.4246,17.2489,17.1843,308.687,1.08821,0.29493,0.20307,0.15104,0.113123,0.28457,0.201887,0.149791,0.11901,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8654,17.1662,16.9041,16.7598,17.7465,17.1613,16.9133,16.8062,308.687,1.21923,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5539,17.8684,17.6431,17.506,18.4527,17.8784,17.6449,17.5106,308.687,-0.993984,0.520877,0.358389,0.266362,0.199222,0.502748,0.356338,0.264232,0.209818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,15.8958,15.3354,15.1611,15.0946,15.7988,15.3322,15.1628,15.1146,308.688,1.20188,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4612,17.7643,17.501,17.3664,18.3259,17.7491,17.4977,17.3942,308.688,0.366708,0.374912,0.258823,0.191814,0.14316,0.361963,0.257324,0.190271,0.150813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.2344,17.525,17.2923,17.165,18.1297,17.5265,17.2917,17.2068,308.689,-0.903582,0.540873,0.372327,0.276305,0.207222,0.522003,0.370197,0.274102,0.217818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.5211,17.9245,17.7219,17.6405,18.427,17.9147,17.7273,17.6683,308.692,1.2153,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.5061,16.0113,15.8433,15.7537,16.4302,16.0067,15.8302,15.7751,308.692,-0.0436084,0.37991,0.261823,0.193814,0.14516,0.36659,0.260324,0.192271,0.152813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8235,17.8953,17.5653,17.3713,18.6907,17.9099,17.5597,17.416,308.693,-0.484423,0.46489,0.319575,0.237531,0.178191,0.44861,0.317761,0.235621,0.187315,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7506,17.9087,17.5929,17.4006,18.6297,17.9023,17.6032,17.438,308.694,-0.998339,0.520877,0.358389,0.266362,0.199222,0.502748,0.356338,0.264232,0.209818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.2084,15.2275,14.9227,14.7454,16.0564,15.2354,14.9122,14.7862,308.694,0.74003,0.315926,0.218008,0.161983,0.121129,0.305011,0.216746,0.160661,0.12731,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9843,17.2586,16.984,16.8205,17.8647,17.2499,16.9949,16.8801,308.694,1.20716,0.274935,0.189132,0.140153,0.105117,0.265315,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.4677,17.5241,17.1992,17.0032,18.3155,17.5079,17.1992,17.0296,308.694,-1.0279,0.528875,0.364327,0.270362,0.202222,0.510375,0.362197,0.268232,0.212818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6993,17.986,17.7136,17.5507,18.6005,18.0072,17.7263,17.6069,308.697,-0.874828,0.54887,0.378265,0.280305,0.210228,0.52963,0.376056,0.278102,0.221118,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7157,17.3578,17.2274,17.1699,17.6636,17.3565,17.2242,17.2112,308.697,0.753985,0.319925,0.220008,0.16304,0.122135,0.308825,0.218746,0.161791,0.128611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.3289,15.653,15.413,15.3057,16.2303,15.6346,15.4126,15.3193,308.697,-0.108031,0.373911,0.256885,0.190814,0.143154,0.360776,0.255465,0.189271,0.150512,16.3567,15.6424,15.4149,15.2931,16.3445,15.6424,15.4149,15.2931,4229616967706147712
SDSS,17.5239,16.7055,16.4475,16.2894,17.4061,16.6993,16.4602,16.3278,308.697,-1.00014,0.521877,0.359389,0.267362,0.200216,0.503748,0.357338,0.265232,0.210517,17.5718,16.7102,16.4556,16.2962,17.5572,16.7102,16.4556,16.2962,4226459170311407616
SDSS,16.9637,16.3249,16.0554,15.9071,16.8559,16.3197,16.0532,15.9418,308.698,-0.139245,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,16.9769,16.3261,16.066,15.9093,16.9666,16.3261,16.066,15.9093,4229613802314471040
SDSS,17.4617,16.7539,16.5703,16.4159,17.349,16.7512,16.5385,16.4538,308.699,-0.140236,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6139,16.0206,15.8464,15.7657,16.5225,16.0165,15.8357,15.7939,308.7,1.08171,0.29493,0.20307,0.15104,0.113123,0.28457,0.201887,0.149791,0.11901,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7532,17.1708,16.9557,16.8647,17.668,17.1403,16.9713,16.8765,308.701,0.291589,0.390908,0.268823,0.199757,0.149166,0.377217,0.267324,0.198141,0.157113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7892,16.0701,15.7738,15.6112,16.6763,16.0535,15.7747,15.648,308.701,-0.0600162,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,16.8137,16.0646,15.7875,15.6129,16.8013,16.0646,15.7875,15.6129,4229617757980137344
SDSS,18.4708,17.918,17.7256,17.6554,18.3791,17.9061,17.7209,17.66,308.701,-0.104333,0.371912,0.256823,0.18987,0.14216,0.358963,0.255324,0.188401,0.149813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9976,17.4988,17.2919,17.2027,17.9349,17.4835,17.3002,17.2176,308.701,-0.0985385,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9784,17.3388,17.1177,16.9928,17.8825,17.3213,17.1083,17.0238,308.701,0.290477,0.390908,0.268823,0.199757,0.149166,0.377217,0.267324,0.198141,0.157113,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9132,17.0347,16.7208,16.5431,17.7909,17.0311,16.6998,16.5469,308.703,1.06999,0.307928,0.212008,0.15704,0.118129,0.297198,0.210746,0.155791,0.12431,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.0601,16.3878,16.1481,16.0166,16.9555,16.3842,16.1498,16.05,308.703,-0.889167,0.539874,0.372327,0.276305,0.207222,0.521189,0.370197,0.274102,0.217818,17.0857,16.3955,16.1553,16.0112,17.0732,16.3955,16.1553,16.0112,4226466935612285056
SDSS,18.9607,18.4489,18.256,18.1758,18.8933,18.4235,18.2501,18.1929,308.703,-0.099176,0.372912,0.256823,0.190814,0.143154,0.359963,0.255324,0.189271,0.150512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.6623,17.1173,16.9292,16.8296,17.5828,17.1094,16.9299,16.8709,308.704,1.19163,0.275935,0.190132,0.141153,0.106111,0.266315,0.189028,0.140051,0.111409,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.7888,17.9255,17.5971,17.413,18.6449,17.9065,17.5815,17.4319,308.704,0.339449,0.375911,0.258823,0.191814,0.144154,0.362776,0.257324,0.190271,0.151512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.8311,17.2362,17.0306,16.9253,17.7188,17.2267,17.0272,16.966,308.704,1.07534,0.29893,0.20607,0.15304,0.114129,0.28857,0.204887,0.151791,0.12031,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.447,16.9229,16.7334,16.6348,17.3696,16.9137,16.7403,16.6776,308.705,-0.465753,0.445895,0.307575,0.227644,0.171185,0.430355,0.305761,0.225881,0.180015,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.542,17.6548,17.2957,17.0698,18.3986,17.6378,17.2931,17.1135,308.706,-0.0209123,0.38091,0.261823,0.194814,0.146154,0.36759,0.260324,0.193271,0.153512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.028,16.3976,16.1993,16.0986,16.924,16.3899,16.1939,16.1311,308.707,1.08103,0.29893,0.20607,0.15304,0.114129,0.28857,0.204887,0.151791,0.12031,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.6129,15.9238,15.6926,15.5744,16.5065,15.9288,15.7094,15.6192,308.707,-0.567909,0.479887,0.330513,0.245475,0.184197,0.463237,0.32862,0.243492,0.193616,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1508,17.647,17.441,17.3148,18.0613,17.6406,17.432,17.364,308.708,-0.893712,0.539874,0.372327,0.276305,0.207222,0.521189,0.370197,0.274102,0.217818,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.9491,17.5263,17.3557,17.2884,17.8682,17.5212,17.3426,17.3349,308.71,1.07628,0.29893,0.20607,0.15304,0.114129,0.28857,0.204887,0.151791,0.12031,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.637,18.0308,17.7942,17.6723,18.5651,18.0262,17.8194,17.6945,308.71,-1.00777,0.50888,0.350451,0.260418,0.195209,0.49112,0.348479,0.258362,0.205217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8791,18.3909,18.2278,18.1413,18.8278,18.4067,18.2161,18.2061,308.713,0.706561,0.329923,0.227946,0.168983,0.126142,0.318453,0.226606,0.167661,0.132911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.857,18.164,17.9161,17.7947,18.7412,18.1483,17.9208,17.8256,308.714,-0.1092,0.371912,0.256823,0.18987,0.14216,0.358963,0.255324,0.188401,0.149813,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9809,18.3986,18.201,18.1022,19.0075,18.398,18.1936,18.1443,308.714,0.747529,0.324924,0.224008,0.165983,0.124135,0.313639,0.222746,0.164661,0.130611,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.3926,16.8596,16.6784,16.5985,17.3075,16.8526,16.6814,16.6195,308.714,-0.48717,0.448895,0.309575,0.229588,0.172185,0.433355,0.307761,0.227751,0.181015,17.4197,16.8696,16.6873,16.5971,17.4096,16.8696,16.6873,16.5971,4229584806990960256
SDSS,17.9996,17.4663,17.2597,17.1394,17.9334,17.4665,17.2621,17.1827,308.715,-0.574677,0.479887,0.330513,0.245475,0.184197,0.463237,0.32862,0.243492,0.193616,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.9682,18.4787,18.3055,18.2279,18.9208,18.4671,18.3092,18.3028,308.716,0.69178,0.332923,0.229946,0.169983,0.127142,0.321452,0.228606,0.168661,0.133911,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.887,17.8437,17.5004,17.2765,18.7068,17.8404,17.5063,17.3272,308.717,-0.975233,0.51088,0.352389,0.261418,0.196209,0.49312,0.350338,0.259362,0.206217,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.7325,17.176,16.9981,16.908,17.6615,17.1737,17.0075,16.9407,308.72,-0.481994,0.448895,0.309575,0.229588,0.172185,0.433355,0.307761,0.227751,0.181015,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.3684,17.8042,17.6043,17.4652,18.3038,17.8011,17.6103,17.5461,308.722,-0.483835,0.448895,0.309575,0.229588,0.172185,0.433355,0.307761,0.227751,0.181015,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.1946,17.6939,17.5086,17.425,18.1301,17.6892,17.5136,17.4877,308.724,-0.466861,0.445895,0.307575,0.227644,0.171185,0.430355,0.305761,0.225881,0.180015,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.9456,16.1511,15.8437,15.6601,16.8151,16.1352,15.8356,15.7032,308.724,-0.189077,0.369914,0.254885,0.18887,0.142154,0.357149,0.253465,0.187401,0.149512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,17.4534,16.7971,16.5803,16.4625,17.3487,16.795,16.5795,16.4955,308.726,-0.491886,0.443896,0.305637,0.226644,0.170185,0.428541,0.303901,0.224881,0.179015,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.8549,18.0341,17.7246,17.5497,18.734,18.0338,17.7355,17.5985,308.73,-0.135938,0.364915,0.251823,0.18687,0.140148,0.352335,0.250324,0.185401,0.147212,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.965,16.4309,16.2557,16.1533,16.8811,16.4321,16.2513,16.1818,308.732,-0.513892,0.451894,0.311575,0.231588,0.173191,0.436169,0.309761,0.229751,0.182315,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.063,17.4293,17.2282,17.1134,17.9552,17.433,17.231,17.1357,308.733,-1.00134,0.486885,0.335451,0.248475,0.186203,0.469865,0.333479,0.246492,0.195916,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.6905,18.1257,17.9071,17.8083,18.5661,18.1268,17.9222,17.8222,308.739,-0.885952,0.526876,0.363327,0.269362,0.202216,0.508561,0.361197,0.267232,0.212517,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,18.0535,17.2741,17.0466,16.9202,17.9367,17.2596,17.0428,16.9557,308.739,-0.189941,0.364914,0.250885,0.186814,0.139154,0.352149,0.249465,0.185271,0.146512,-999,-999,-999,-999,-999,-999,-999,-999,-999
SDSS,16.7936,16.1829,15.9871,15.8992,16.699,16.182,15.9895,15.9344,308.74,1.07184,0.315926,0.218008,0.161983,0.121129,0.305011,0.216746,0.160661,0.12731,16.8164,16.1852,15.999,15.9024,16.8052,16.1852,15.999,15.9024,4231443840636028928
SDSS,18.2752,17.4673,17.1983,17.0491,18.1642,17.4625,17.2023,17.0972,308.741,1.06623,0.315926,0.218008,0.161983,0.121129,0.305011,0.216746,0.160661,0.12731,-999,-999,-999,-999,-999,-999,-999,-999,-999
