survey,ZTFS-g,ZTFS-r,ZTFS-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,ZTFS-g_AV,ZTFS-r_AV,ZTFS-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV
ZTF,16.4723,16.1741,16.068,16.4727,16.1288,16.0258,16.0132,248.792,43.8726,0.029699999999999997,0.019518309859154932,0.014508474576271187,0.0288,0.020718309859154935,0.015740112994350283,0.012600985221674877
ZTF,16.4578,15.9412,15.7426,16.4761,15.9251,15.7115,15.6311,213.259,51.3143,0.04855,0.0317774647887324,0.02276271186440678,0.0472,0.0335774647887324,0.024610169491525426,0.019901477832512313
ZTF,16.8857,16.3843,16.1971,16.9029,16.3725,16.1721,16.0949,255.339,22.6852,0.16245,0.10733239436619718,0.07728813559322034,0.1578,0.11273239436619721,0.08283050847457628,0.06630541871921182
ZTF,16.0975,15.7336,15.5848,16.1159,15.7096,15.571,15.5433,261.609,60.5631,0.0872,0.05803661971830986,0.04201694915254237,0.0848,0.06043661971830987,0.044480225988700564,0.03580295566502463
ZTF,17.4417,17.0669,16.9182,17.4664,17.036,16.8779,16.8347,234.763,58.684,0.035699999999999996,0.023518309859154932,0.017508474576271187,0.0348,0.024718309859154936,0.018740112994350282,0.014600985221674877
ZTF,17.0392,16.6056,16.4404,17.0654,16.6092,16.4252,16.3802,253.382,59.4282,0.04755,0.03151830985915493,0.02276271186440678,0.0462,0.032718309859154936,0.024610169491525426,0.019901477832512313
ZTF,17.6887,17.0569,16.775,17.7014,17.0289,16.7619,16.6363,241.967,26.6096,0.18225,0.12033239436619718,0.08654237288135594,0.177,0.1257323943661972,0.09270056497175141,0.07390640394088671
ZTF,15.3158,14.9909,14.863,15.3307,14.9637,14.8307,14.7969,262.838,30.8287,0.2189,0.14485070422535212,0.10405084745762712,0.2126,0.15145070422535215,0.1114406779661017,0.08850738916256158
ZTF,15.5507,15.1548,15.0024,15.5636,15.1288,14.9662,14.9248,262.129,78.6944,0.16745000000000002,0.11107323943661973,0.08028813559322034,0.1628,0.11587323943661974,0.08583050847457627,0.06830541871921182
ZTF,16.9976,16.5121,16.301,17.0126,16.497,16.2828,16.2167,258.531,47.7952,0.07035,0.0467774647887324,0.03401694915254237,0.06839999999999999,0.0485774647887324,0.036480225988700564,0.02850246305418719
ZTF,17.7328,17.2483,17.0618,17.7468,17.2295,17.0206,16.9297,254.917,21.0345,0.25755,0.17036901408450705,0.1235593220338983,0.2502,0.17816901408450705,0.132180790960452,0.10510837438423645
ZTF,17.7765,17.1166,16.8608,17.7738,17.1185,16.8652,16.7647,218.924,33.186,0.041600000000000005,0.027518309859154932,0.019508474576271185,0.040400000000000005,0.028718309859154936,0.020740112994350284,0.016901477832512314
ZTF,17.6693,17.1188,16.8195,17.6812,17.1105,16.842,16.7373,264.962,40.7857,0.11985,0.0785549295774648,0.05677966101694915,0.1164,0.0821549295774648,0.06109039548022599,0.048403940886699505
ZTF,16.3264,16.0172,15.8956,16.3399,15.9853,15.8465,15.8159,257.298,59.2726,0.06835000000000001,0.04503661971830986,0.03301694915254237,0.0664,0.04743661971830987,0.03548022598870056,0.02750246305418719
ZTF,15.6591,15.2313,15.0931,15.6433,15.2123,15.0411,14.995,264.83,43.1768,0.12875,0.08481408450704225,0.06177966101694915,0.125,0.08901408450704226,0.066090395480226,0.05240394088669951
ZTF,17.3558,16.8773,16.7211,17.3514,16.8564,16.6783,16.6049,247.39,79.3672,0.14365,0.09507323943661973,0.06903389830508475,0.1396,0.09987323943661974,0.07396045197740113,0.05870443349753695
ZTF,17.0449,16.5195,16.3349,17.0436,16.5003,16.3001,16.2261,237.218,28.7365,0.09905,0.06529577464788733,0.047271186440677966,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTF,18.6092,17.8723,17.6108,18.6096,17.9467,17.6364,17.5185,248.508,72.9819,0.1308,0.08681408450704226,0.06277966101694915,0.1272,0.09101408450704226,0.067090395480226,0.053704433497536945
ZTF,16.2694,15.7289,15.5422,16.2735,15.7114,15.5167,15.4573,257.37,44.0549,0.049550000000000004,0.0327774647887324,0.023762711864406778,0.0482,0.0345774647887324,0.025610169491525423,0.020201970443349752
ZTF,17.4585,17.1013,16.9989,17.478,17.0646,16.9222,16.8841,228.986,50.4856,0.05645,0.037777464788732396,0.02676271186440678,0.0548,0.0395774647887324,0.028610169491525426,0.02320197044334975
ZTF,15.4389,15.188,15.0996,15.4589,15.1559,15.0477,15.0441,248.311,40.6144,0.0238,0.016259154929577465,0.011254237288135592,0.023200000000000002,0.01685915492957747,0.011870056497175142,0.009600985221674876
ZTF,16.9884,16.7009,16.6067,16.999,16.6893,16.554,16.536,264.146,73.0974,0.108,0.0715549295774648,0.05152542372881356,0.105,0.07515492957746481,0.05522033898305085,0.04410344827586207
ZTF,18.2185,17.684,17.4994,18.1915,17.6725,17.4338,17.3656,214.701,51.2171,0.04555,0.0297774647887324,0.02176271186440678,0.044199999999999996,0.0315774647887324,0.023610169491525425,0.018901477832512316
ZTF,16.6832,16.3898,16.2915,16.7075,16.3668,16.2513,16.2346,258.467,65.5874,0.0852,0.05603661971830986,0.04027118644067797,0.0828,0.058436619718309865,0.043350282485875705,0.03480295566502463
ZTF,18.1534,17.4666,17.2217,18.1148,17.4568,17.2047,17.1022,252.081,45.2068,0.04655,0.030777464788732396,0.022508474576271184,0.0452,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF,16.7614,16.4347,16.2849,16.7747,16.412,16.2507,16.1922,241.47,21.7976,0.20504999999999998,0.13559154929577466,0.09805084745762711,0.1992,0.14159154929577467,0.1054406779661017,0.08320689655172414
ZTF,17.1668,16.8848,16.7461,17.1817,16.8348,16.7104,16.6883,244.829,58.4316,0.04655,0.030777464788732396,0.022508474576271184,0.0452,0.0325774647887324,0.023740112994350283,0.018901477832512316
ZTF,17.3061,17.0152,16.9102,17.341,16.984,16.8537,16.8042,223.186,66.8761,0.058449999999999995,0.038777464788732396,0.027762711864406778,0.056799999999999996,0.0405774647887324,0.029610169491525423,0.024201970443349752
ZTF,16.4577,15.7494,15.4484,16.4601,15.7514,15.4356,15.3041,239.735,72.4518,0.0852,0.05629577464788733,0.04027118644067797,0.0828,0.05929577464788734,0.043350282485875705,0.03480295566502463
ZTF,17.0102,16.3543,16.1459,17.0304,16.343,16.1175,16.0147,222.767,66.7235,0.05545,0.036777464788732395,0.02676271186440678,0.0538,0.0385774647887324,0.028610169491525426,0.022201970443349754
ZTF,17.1481,16.8627,16.7453,17.1484,16.8193,16.6985,16.6805,230.659,37.7617,0.0515,0.03451830985915493,0.02476271186440678,0.049999999999999996,0.03571830985915493,0.026610169491525424,0.021201970443349753
ZTF,15.9722,15.583,15.4373,15.9923,15.5544,15.3924,15.3597,235.314,24.051,0.17634999999999998,0.11633239436619719,0.08454237288135594,0.1714,0.1217323943661972,0.09070056497175141,0.07160591133004926
ZTF,15.9292,15.4275,15.2327,15.9352,15.4108,15.2047,15.1251,240.73,79.317,0.1238,0.0815549295774648,0.058779661016949154,0.1202,0.0851549295774648,0.06309039548022599,0.05040394088669951
ZTF,16.5279,16.2497,16.155,16.5506,16.2245,16.0983,16.0886,242.154,57.0346,0.037649999999999996,0.02451830985915493,0.018508474576271184,0.0366,0.025718309859154933,0.019740112994350283,0.015600985221674878
ZTF,16.1434,15.8011,15.7048,16.1579,15.7661,15.6462,15.6181,210.092,79.3273,0.08220000000000001,0.054036619718309864,0.039271186440677966,0.07980000000000001,0.05643661971830987,0.042350282485875704,0.03350246305418719
ZTF,17.8106,17.4696,17.3056,17.8021,17.4508,17.2931,17.2596,256.578,37.9062,0.0961,0.06329577464788733,0.04552542372881356,0.0934,0.06629577464788734,0.04922033898305085,0.03910344827586207
ZTF,16.4928,16.3203,16.2942,16.5363,16.3048,16.2319,16.2402,240.945,55.0099,0.02975,0.019518309859154932,0.014508474576271187,0.028999999999999998,0.020718309859154935,0.015740112994350283,0.012600985221674877
ZTF,18.1329,17.4157,17.1386,18.132,17.3915,17.1218,17.0083,210.52,79.7345,0.09115,0.060295774647887324,0.04352542372881356,0.0886,0.06329577464788734,0.04722033898305085,0.03710344827586207
ZTF,18.0773,17.519,17.2855,18.0768,17.5062,17.2729,17.1811,246.722,28.3318,0.14265,0.09481408450704226,0.06803389830508474,0.1386,0.09901408450704227,0.07296045197740113,0.058004926108374384
ZTF,18.3051,17.5713,17.2976,18.3013,17.5826,17.2787,17.1468,218.016,25.0701,0.1149,0.07555492957746479,0.05477966101694915,0.1116,0.0791549295774648,0.05909039548022599,0.0464039408866995
ZTF,17.0015,16.7214,16.6189,17.0177,16.684,16.5749,16.5473,226.14,66.9416,0.0981,0.06529577464788733,0.047271186440677966,0.0954,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTF,16.8272,16.5481,16.467,16.8519,16.5106,16.3937,16.365,255.449,68.125,0.15055,0.09907323943661972,0.07203389830508475,0.1462,0.10387323943661973,0.07696045197740113,0.06100492610837439
ZTF,17.2117,16.7035,16.5209,17.2136,16.6905,16.5047,16.4327,238.096,37.786,0.040600000000000004,0.02651830985915493,0.019508474576271185,0.039400000000000004,0.027718309859154935,0.020740112994350284,0.01660098522167488
ZTF,16.2192,15.8669,15.7373,16.2328,15.8396,15.6973,15.6737,257.684,42.7777,0.0644,0.0427774647887324,0.031016949152542373,0.0626,0.0445774647887324,0.03348022598870057,0.026201970443349754
ZTF,16.0412,15.7754,15.6711,16.0669,15.7428,15.623,15.6118,241.471,68.8206,0.09905,0.06529577464788733,0.047271186440677966,0.09620000000000001,0.06829577464788734,0.050350282485875704,0.04010344827586207
ZTF,16.4747,15.9218,15.7183,16.4769,15.9027,15.6968,15.6082,228.664,65.2581,0.0634,0.04203661971830986,0.03076271186440678,0.0616,0.04443661971830987,0.032610169491525426,0.026201970443349754
ZTF,17.9878,17.451,17.2318,17.9903,17.4336,17.2242,17.1368,234.259,78.943,0.10795,0.07129577464788733,0.05152542372881356,0.1048,0.07429577464788734,0.05522033898305085,0.04410344827586207
ZTF,16.8368,16.6503,16.5638,16.8684,16.6144,16.524,16.514,239.155,36.3194,0.0624,0.04103661971830986,0.02976271186440678,0.0606,0.043436619718309866,0.031610169491525425,0.025201970443349753
ZTF,17.2444,16.624,16.3487,17.229,16.614,16.3234,16.222,254.418,24.6482,0.15455,0.10207323943661972,0.07403389830508474,0.1502,0.10687323943661974,0.07896045197740113,0.06300492610837438
ZTF,15.9957,15.4808,15.3301,15.9878,15.468,15.2846,15.2457,252.404,41.6419,0.0634,0.0417774647887324,0.03076271186440678,0.0616,0.0435774647887324,0.032610169491525426,0.026201970443349754
ZTF,17.415,17.0488,16.8992,17.4235,17.0193,16.8685,16.8452,254.481,28.9667,0.1278,0.0845549295774648,0.06077966101694915,0.1242,0.0881549295774648,0.065090395480226,0.05170443349753695
ZTF,16.8387,16.3847,16.1965,16.8548,16.3607,16.157,16.0774,231.922,22.5936,0.17534999999999998,0.11633239436619719,0.08354237288135594,0.1704,0.1217323943661972,0.08970056497175141,0.07160591133004926
ZTF,17.4872,17.078,16.9279,17.4921,17.0506,16.8805,16.8311,231.234,42.852,0.10205,0.06729577464788733,0.048525423728813556,0.0992,0.07029577464788733,0.05222033898305085,0.041403940886699506
ZTF,16.0076,15.7646,15.6639,16.04,15.7407,15.6263,15.6146,247.996,40.311,0.02875,0.019259154929577464,0.014254237288135593,0.028,0.019859154929577467,0.014870056497175141,0.011600985221674876
