survey,CFA4P1-B,CFA4P1-V,CFA4P1-r,CFA4P1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P1-B_AV,CFA4P1-V_AV,CFA4P1-r_AV,CFA4P1-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA4P1-B,GAIA_CFA4P1-V,GAIA_CFA4P1-r,GAIA_CFA4P1-i
CFA4,18.1134,17.2575,16.938,16.6892,17.6009,16.9512,16.6962,16.5806,129.049,0.618519,0.145426,0.111406,0.0910676,0.0669831,0.129,0.0920141,0.0680904,0.0537044,-999,-999,-999,-999,-999
CFA4,15.8341,15.3648,15.2504,15.1569,15.5354,15.2687,15.1661,15.1727,129.045,0.682927,0.146426,0.112406,0.0913437,0.0669831,0.13,0.0921549,0.0680904,0.0547044,-999,-999,-999,-999,-999
CFA4,17.6512,16.9671,16.7545,16.5934,17.1978,16.7462,16.5818,16.5507,129.043,0.776474,0.151426,0.115502,0.0940676,0.0696949,0.1338,0.0950141,0.0709605,0.0560049,-999,-999,-999,-999,-999
CFA4,18.1823,17.5196,17.291,17.1193,17.7558,17.2985,17.1252,17.0747,129.041,0.697288,0.146426,0.112406,0.0913437,0.0669831,0.13,0.0921549,0.0680904,0.0547044,-999,-999,-999,-999,-999
CFA4,15.9643,15.3611,15.1955,15.0591,15.5855,15.2056,15.0686,15.0448,129.029,0.738898,0.14666,0.112503,0.0920676,0.0676949,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999
CFA4,18.2264,17.4875,17.2557,17.0421,17.8988,17.5046,17.341,17.2866,129.024,0.764081,0.151426,0.116502,0.0950676,0.0696949,0.1348,0.0960141,0.0709605,0.0567044,-999,-999,-999,-999,-999
CFA4,16.5178,15.7093,15.4219,15.1922,16.0168,15.4243,15.1938,15.1148,129.018,0.65883,0.147426,0.112503,0.0920676,0.0676949,0.1308,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999
CFA4,18.3641,17.7377,17.5764,17.4367,17.9357,17.5493,17.4234,17.4223,129.018,0.745418,0.152426,0.116599,0.0950676,0.0696949,0.1356,0.0960141,0.0709605,0.0567044,3078312226227947648,18.2548,17.7441,17.5711,17.4302
CFA4,17.3348,16.5848,16.3594,16.1425,16.8745,16.3589,16.1513,16.0746,129.014,0.725269,0.152426,0.116599,0.0950676,0.0696949,0.1356,0.0960141,0.0709605,0.0567044,3078309232635787008,17.2405,16.6037,16.3551,16.156
CFA4,16.4948,15.8628,15.6716,15.5116,16.0987,15.6909,15.5312,15.4997,129.009,0.783769,0.153192,0.117502,0.0960676,0.0706949,0.1358,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999
CFA4,16.5766,15.8424,15.5924,15.3919,16.1126,15.5898,15.3896,15.3199,129.001,0.633293,0.146426,0.112406,0.0913437,0.0669831,0.13,0.0921549,0.0680904,0.0547044,-999,-999,-999,-999,-999
CFA4,16.6208,15.9879,15.8159,15.6684,16.2198,15.8269,15.6856,15.6588,129,0.777115,0.157192,0.119695,0.0980676,0.0716949,0.1394,0.0990141,0.0729605,0.0580049,-999,-999,-999,-999,-999
CFA4,15.8464,15.3231,15.1906,15.0764,15.5084,15.1916,15.0843,15.0822,128.999,0.745266,0.155192,0.118599,0.0970676,0.0709831,0.1376,0.0980141,0.0720904,0.0577044,3078312260587687808,15.7478,15.3363,15.1947,15.1097
CFA4,16.4564,15.7175,15.4739,15.2875,16.0007,15.4826,15.2978,15.2445,128.997,0.733336,0.155192,0.118599,0.0970676,0.0709831,0.1376,0.0980141,0.0720904,0.0577044,-999,-999,-999,-999,-999
CFA4,18.6897,17.8783,17.5535,17.308,18.1796,17.5478,17.3174,17.2246,128.993,0.667648,0.151426,0.115599,0.0950676,0.0696949,0.1346,0.0960141,0.0709605,0.0560049,-999,-999,-999,-999,-999
CFA4,17.753,17.1833,17.0209,16.8874,17.3773,17.0091,16.8769,16.8577,128.993,0.660315,0.151426,0.115599,0.0950676,0.0696949,0.1346,0.0960141,0.0709605,0.0560049,3078308343577519360,17.6413,17.1779,17.0118,16.8853
CFA4,16.1727,15.5964,15.4298,15.278,15.8129,15.4436,15.2871,15.2527,128.975,0.744426,0.159192,0.121695,0.0990676,0.0726949,0.1414,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA4,15.6247,15.0884,14.9431,14.8335,15.2803,14.9418,14.8391,14.8331,128.956,0.740216,0.159192,0.121695,0.0990676,0.0726949,0.1414,0.100014,0.0739605,0.0590049,3078312329307168768,15.532,15.0894,14.9414,14.8425
CFA4,17.516,16.7882,16.5553,16.3674,17.0248,16.5101,16.3239,16.219,128.946,0.654274,0.157192,0.120599,0.0980676,0.0726949,0.1396,0.0990141,0.0739605,0.0580049,-999,-999,-999,-999,-999
CFA4,17.5457,16.7938,16.5278,16.329,17.0407,16.5002,16.3101,16.243,128.929,0.696998,0.158192,0.120695,0.0987915,0.0726949,0.1404,0.0998732,0.0739605,0.0590049,3078311607752669312,17.4239,16.7718,16.5049,16.3109
CFA4,16.4565,15.8365,15.6314,15.4618,16.0682,15.6501,15.4781,15.4208,128.928,0.750604,0.161192,0.123695,0.100792,0.0736949,0.1434,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999
CFA4,16.3716,15.893,15.7787,15.6913,16.0146,15.7262,15.6492,15.6648,128.927,0.638004,0.154192,0.117599,0.0960676,0.0706949,0.1366,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999
CFA4,17.7871,17.1607,16.9545,16.8085,17.3375,16.9414,16.7897,16.7529,128.923,0.716935,0.159426,0.121695,0.0997915,0.0736949,0.1414,0.100873,0.0749605,0.0590049,3078311878335633152,17.6543,17.1245,16.9388,16.8033
CFA4,16.5996,16.003,15.8299,15.6896,16.222,15.8386,15.7069,15.6935,128.919,0.760218,0.161192,0.122695,0.100792,0.0736949,0.1424,0.101873,0.0749605,0.0600049,3078313222660368512,16.5103,16.0117,15.8352,15.7135
CFA4,18.2741,17.6867,17.5243,17.3775,17.8806,17.509,17.3632,17.3454,128.908,0.747267,0.160426,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,3078312806048593280,18.1845,17.6898,17.5211,17.3851
CFA4,18.0711,17.3257,17.08,16.8455,17.6412,17.0853,16.8849,16.817,128.907,0.767849,0.161192,0.122695,0.100792,0.0736949,0.1424,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999
CFA4,16.6282,16.1012,15.9452,15.8196,16.2972,15.9603,15.8361,15.8226,128.905,0.773871,0.161192,0.122695,0.100792,0.0736949,0.1424,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999
CFA4,16.8295,16.2505,16.0635,15.9065,16.4273,16.0306,15.8662,15.8301,128.902,0.671459,0.157426,0.120695,0.0987915,0.0726949,0.1404,0.0998732,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA4,16.8441,15.9621,15.6416,15.3816,16.2579,15.6135,15.3464,15.2317,128.901,0.624068,0.155426,0.118599,0.0970676,0.0716949,0.1376,0.0980141,0.0729605,0.0580049,3078302124464885632,16.6766,15.9123,15.6012,15.3373
CFA4,17.5934,16.9716,16.7868,16.6511,17.161,16.7418,16.6067,16.5789,128.889,0.679639,0.158426,0.121599,0.0990676,0.0726949,0.1406,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999
CFA4,18.0383,17.5141,17.3528,17.2367,17.694,17.3446,17.2491,17.2247,128.888,0.729153,0.159192,0.121695,0.0990676,0.0726949,0.1414,0.100014,0.0739605,0.0590049,3078312668609627008,17.9483,17.5247,17.3677,17.2534
CFA4,18.4806,17.7064,17.4297,17.1586,18.0071,17.4968,17.26,17.163,276.81,51.1253,0.13766,0.10531,0.0860676,0.0629831,0.1222,0.0870141,0.0640904,0.0507044,2124195270169837568,18.3809,17.7296,17.483,17.2512
CFA4,16.8755,16.1385,15.881,15.6665,16.3983,15.8895,15.6936,15.6302,276.807,51.057,0.13566,0.104214,0.0850676,0.0622712,0.1204,0.0860141,0.0632203,0.0504039,2124189192793025536,16.7723,16.1348,15.8812,15.6929
CFA4,16.3586,15.762,15.5835,15.4312,15.9512,15.583,15.4532,15.4305,276.805,51.2131,0.12566,0.0961175,0.0783437,0.0572712,0.1116,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999
CFA4,17.8114,17.0725,16.8161,16.6333,17.3052,16.8134,16.6396,16.5807,276.791,51.0798,0.140426,0.10731,0.0880676,0.0646949,0.1242,0.0890141,0.0659605,0.0517044,2124189227152765440,17.6746,17.0512,16.8157,16.6324
CFA4,15.6434,15.1016,14.9338,14.7985,15.2736,14.9358,14.8214,14.8062,276.789,51.0712,0.13966,0.106406,0.0870676,0.0639831,0.124,0.0880141,0.0650904,0.0517044,-999,-999,-999,-999,-999
CFA4,17.9504,17.3091,17.0633,16.834,17.476,17.0557,16.866,16.8061,276.779,51.2107,0.12566,0.0961175,0.0783437,0.0572712,0.1116,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999
CFA4,17.5832,16.6631,16.2646,15.9279,17.0238,16.2942,15.9714,15.8233,276.779,51.0587,0.13966,0.106406,0.0870676,0.0639831,0.124,0.0880141,0.0650904,0.0517044,-999,-999,-999,-999,-999
CFA4,16.1907,15.3998,15.1199,14.9125,15.6809,15.1244,14.9279,14.8615,276.773,51.0607,0.13966,0.106406,0.0870676,0.0639831,0.124,0.0880141,0.0650904,0.0517044,2124189570750145920,16.0759,15.3843,15.1098,14.9266
CFA4,16.8674,16.188,15.9573,15.7467,16.4081,15.9604,15.7794,15.7238,276.766,51.205,0.131894,0.101214,0.0823437,0.0609831,0.1174,0.0831549,0.0620904,0.0494039,2124196751935478656,16.7605,16.1774,15.9506,15.7769
CFA4,17.8811,16.9981,16.6733,16.4493,17.3471,16.6866,16.4566,16.3713,276.766,51.0796,0.140426,0.10731,0.0880676,0.0646949,0.1242,0.0890141,0.0659605,0.0517044,2124189948707269504,17.7818,17.0036,16.6692,16.457
CFA4,18.6554,18.0141,17.794,17.5615,18.2172,17.7589,17.5899,17.5404,276.757,51.1783,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,-999,-999,-999,-999,-999
CFA4,18.1789,17.6668,17.4873,17.332,17.8064,17.4704,17.3487,17.3298,276.749,51.1935,0.13466,0.103214,0.0843437,0.0619831,0.1194,0.0851549,0.0630904,0.0504039,2124196820654953600,18.0945,17.6237,17.4687,17.3733
CFA4,16.3268,15.7339,15.549,15.4011,15.9316,15.558,15.4364,15.4128,276.748,51.2117,0.131894,0.101214,0.0823437,0.0609831,0.1174,0.0831549,0.0620904,0.0494039,-999,-999,-999,-999,-999
CFA4,18.2829,17.6138,17.3531,17.1459,17.8134,17.3452,17.1656,17.1046,276.723,51.1627,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,-999,-999,-999,-999,-999
CFA4,16.5867,15.8153,15.5504,15.374,16.0901,15.56,15.3969,15.347,276.723,51.1835,0.13466,0.10331,0.0843437,0.0619831,0.1202,0.0851549,0.0630904,0.0504039,-999,-999,-999,-999,-999
CFA4,18.4029,17.7728,17.5666,17.4083,17.972,17.5558,17.4031,17.3622,276.718,51.2036,0.13466,0.10331,0.0843437,0.0619831,0.1202,0.0851549,0.0630904,0.0504039,-999,-999,-999,-999,-999
CFA4,18.7232,18.1777,17.9843,17.8285,18.3239,17.9593,17.8296,17.8104,276.711,51.0648,0.14666,0.112406,0.0920676,0.0676949,0.13,0.0930141,0.0689605,0.0547044,-999,-999,-999,-999,-999
CFA4,16.1532,15.6262,15.4521,15.319,15.7944,15.4481,15.3266,15.2978,276.705,51.0852,0.14566,0.111406,0.0910676,0.0669831,0.129,0.0920141,0.0680904,0.0540049,-999,-999,-999,-999,-999
CFA4,16.0661,15.5763,15.4246,15.3111,15.7226,15.417,15.3197,15.3035,276.697,51.1048,0.14566,0.111406,0.0910676,0.0669831,0.129,0.0920141,0.0680904,0.0540049,2124190292304651520,15.956,15.5501,15.4107,15.3131
CFA4,18.2759,17.4878,17.2239,16.9973,17.7376,17.2114,17.0206,16.9445,276.69,51.2022,0.13566,0.104214,0.0850676,0.0619831,0.1204,0.0860141,0.0630904,0.0504039,2124199466354804992,18.124,17.4783,17.2167,17.029
CFA4,18.1046,17.4085,17.1937,17.0091,17.7401,17.2506,17.074,17.0008,276.687,51.0734,0.14666,0.112406,0.0920676,0.0676949,0.13,0.0930141,0.0689605,0.0547044,2124189776908571648,18.0954,17.4784,17.2494,17.0837
CFA4,17.6372,16.9727,16.7472,16.5191,17.2158,16.7547,16.5669,16.4835,276.683,51.1773,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,2124199328915849088,17.5534,16.9831,16.7528,16.5593
CFA4,16.7585,16.002,15.7445,15.5627,16.2829,15.7616,15.6062,15.5479,276.682,51.2137,0.133894,0.10231,0.0840676,0.0619831,0.1192,0.0850141,0.0630904,0.0497044,2124199466354805760,16.6694,16.0066,15.7563,15.602
CFA4,16.8106,16.331,16.1793,16.0822,16.6062,16.2549,16.1225,16.0802,276.667,51.1169,0.14566,0.111503,0.0910676,0.0669831,0.1298,0.0920141,0.0680904,0.0547044,2124192869285028480,16.8716,16.419,16.2494,16.1296
CFA4,18.2486,17.5134,17.2218,16.9615,17.7626,17.2152,16.9905,16.898,276.666,51.1666,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,2124193419040848128,18.1468,17.4734,17.2118,16.9838
CFA4,18.5812,17.8572,17.5997,17.3585,18.1001,17.5802,17.3946,17.3234,276.66,51.1457,0.144426,0.110406,0.0900676,0.0659831,0.128,0.0910141,0.0670904,0.0537044,2124193350321368192,18.4859,17.8341,17.5714,17.3933
CFA4,17.3111,16.3511,15.9899,15.705,16.7059,15.9713,15.711,15.5917,276.66,51.0681,0.14866,0.114406,0.0930676,0.0686949,0.132,0.0940141,0.0699605,0.0557044,-999,-999,-999,-999,-999
CFA4,18.6646,18.027,17.8496,17.6655,18.2178,17.8208,17.6833,17.6608,276.659,51.1606,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,-999,-999,-999,-999,-999
CFA4,17.5779,16.9468,16.7524,16.6233,17.1536,16.7355,16.6077,16.5765,276.659,51.1808,0.13866,0.10631,0.0863437,0.0639831,0.1232,0.0871549,0.0650904,0.0514039,2124199363275586560,17.4695,16.9314,16.7433,16.6185
CFA4,18.5752,17.8921,17.6517,17.4201,18.1756,17.6627,17.4704,17.4254,276.649,51.1766,0.13866,0.10631,0.0870676,0.0639831,0.1232,0.0880141,0.0650904,0.0517044,-999,-999,-999,-999,-999
CFA4,17.2571,16.5527,16.324,16.1236,16.7776,16.2988,16.1123,16.038,276.649,51.0831,0.14866,0.114406,0.0930676,0.0686949,0.132,0.0940141,0.0699605,0.0557044,2124192766205808000,17.1158,16.5252,16.2862,16.1088
CFA4,18.1682,17.5817,17.4097,17.3022,17.7645,17.4316,17.2852,17.2605,276.635,51.1118,0.149426,0.114502,0.0940676,0.0686949,0.1328,0.0950141,0.0699605,0.0557044,2124192899347884416,18.0053,17.5886,17.4244,17.2951
CFA4,17.6314,17.0691,16.88,16.724,17.2436,16.8578,16.719,16.6812,276.624,51.0523,0.164192,0.125695,0.102792,0.0756949,0.1454,0.103873,0.0769605,0.0610049,2124191151298382976,17.5334,17.0439,16.86,16.7255
CFA4,17.4259,16.8143,16.6327,16.4764,17.0102,16.6259,16.4927,16.4561,276.617,51.1926,0.13566,0.104214,0.0850676,0.0619831,0.1204,0.0860141,0.0630904,0.0504039,-999,-999,-999,-999,-999
CFA4,18.5588,17.6908,17.3457,17.1102,17.9918,17.3723,17.1482,17.0657,276.617,51.2202,0.13366,0.102214,0.0833437,0.0612712,0.1184,0.0841549,0.0622203,0.0497044,2124199672513233408,18.3911,17.6767,17.3646,17.1483
CFA4,17.8779,17.2078,16.9706,16.7962,17.412,16.9934,16.8256,16.8039,276.614,51.1727,0.13966,0.10731,0.0873437,0.0639831,0.1242,0.0881549,0.0650904,0.0517044,2124193655262166784,17.767,17.197,16.9918,16.859
CFA4,18.5502,17.9247,17.696,17.5018,18.0912,17.6692,17.4978,17.4388,276.613,51.0735,0.160192,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,-999,-999,-999,-999,-999
CFA4,17.6576,16.8824,16.5576,16.2824,17.1564,16.5371,16.2905,16.1904,276.613,51.1109,0.154426,0.118502,0.0960676,0.0706949,0.1368,0.0970141,0.0719605,0.0570049,-999,-999,-999,-999,-999
CFA4,16.4726,15.8564,15.6556,15.4848,16.0448,15.6284,15.478,15.4366,276.612,51.0837,0.160192,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,-999,-999,-999,-999,-999
CFA4,18.5547,17.8419,17.5726,17.3586,18.0759,17.5358,17.3185,17.2401,276.609,51.0781,0.160192,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,2124191460535746816,18.4259,17.7955,17.5393,17.3276
CFA4,16.3052,15.7002,15.4918,15.3244,15.9071,15.5004,15.3542,15.3169,276.606,51.1805,0.13966,0.10731,0.0873437,0.0639831,0.1242,0.0881549,0.0650904,0.0517044,2124193728278490624,16.2029,15.6916,15.4974,15.3539
CFA4,18.0111,17.0511,16.6451,16.3661,17.4018,16.6644,16.4063,16.2898,276.602,51.2127,0.135894,0.10431,0.0853437,0.0629831,0.1212,0.0861549,0.0640904,0.0507044,2124199638153493376,17.8451,17.0226,16.6498,16.3954
CFA4,18.3178,17.6468,17.4556,17.2844,17.8525,17.4518,17.2871,17.2497,276.595,51.1954,0.135894,0.10431,0.0853437,0.0629831,0.1212,0.0861549,0.0640904,0.0507044,-999,-999,-999,-999,-999
CFA4,17.4271,16.7617,16.5512,16.3634,16.9933,16.5545,16.407,16.3667,276.592,51.1872,0.13966,0.10731,0.0873437,0.0639831,0.1242,0.0881549,0.0650904,0.0517044,-999,-999,-999,-999,-999
CFA4,15.8092,15.2032,15.0194,14.8786,15.3854,15.0003,14.8727,14.8522,276.579,51.1079,0.157426,0.120599,0.0980676,0.0726949,0.1396,0.0990141,0.0739605,0.0587044,-999,-999,-999,-999,-999
CFA4,16.0823,15.5377,15.3624,15.2049,15.7318,15.3709,15.2416,15.207,276.577,51.1756,0.13966,0.10731,0.0873437,0.0639831,0.1242,0.0881549,0.0650904,0.0517044,-999,-999,-999,-999,-999
CFA4,18.0714,17.235,16.9369,16.7005,17.6764,17.0528,16.8307,16.7382,276.576,51.1787,0.13966,0.10731,0.0873437,0.0639831,0.1242,0.0881549,0.0650904,0.0517044,2124194381113518080,18.0817,17.3392,17.0963,16.8408
CFA4,17.0899,16.3408,16.0918,15.8667,16.6038,16.0856,15.8878,15.8171,181.249,40.9708,0.0472981,0.0358663,0.0294479,0.0214237,0.0422,0.0297183,0.0217401,0.0179015,-999,-999,-999,-999,-999
CFA4,17.5911,16.8262,16.5516,16.2651,17.1231,16.5536,16.3062,16.1912,189.804,11.1947,0.105362,0.0807325,0.0656197,0.0485593,0.0934,0.0662958,0.0493503,0.0391034,-999,-999,-999,-999,-999
CFA4,16.4739,15.7453,15.5134,15.349,15.999,15.52,15.3778,15.3294,189.799,11.1799,0.105362,0.0807325,0.0656197,0.0485593,0.0934,0.0662958,0.0493503,0.0391034,-999,-999,-999,-999,-999
CFA4,15.7751,15.2082,15.0586,14.9307,15.3962,15.0517,14.9401,14.925,189.788,11.0885,0.0865962,0.0664437,0.0538958,0.0398475,0.077,0.0544366,0.0404802,0.0325025,3928285188954080768,15.6548,15.2061,15.0429,14.9374
CFA4,16.5615,15.963,15.7739,15.6354,16.1356,15.7464,15.6163,15.5748,189.666,11.1179,0.0883622,0.0674437,0.0548958,0.0405593,0.078,0.0554366,0.0413503,0.032803,-999,-999,-999,-999,-999
CFA4,16.8971,16.1527,15.9165,15.7329,16.3972,15.8821,15.7195,15.6505,189.663,11.1073,0.0883622,0.0674437,0.0548958,0.0405593,0.078,0.0554366,0.0413503,0.032803,-999,-999,-999,-999,-999
CFA4,16.2688,15.6944,15.5779,15.4589,15.9133,15.5977,15.4708,15.4554,104.378,20.4448,0.291087,0.222909,0.182411,0.133678,0.2588,0.184169,0.136051,0.108409,-999,-999,-999,-999,-999
CFA4,17.5776,16.941,16.7882,16.6236,17.2987,16.8523,16.6853,16.6299,104.378,20.4299,0.291087,0.222909,0.182411,0.133678,0.2588,0.184169,0.136051,0.108409,-999,-999,-999,-999,-999
CFA4,17.5692,16.6881,16.4156,16.1679,17.0045,16.3967,16.1324,16.0292,104.376,20.4789,0.280321,0.21462,0.175411,0.128966,0.2484,0.177169,0.131181,0.104108,-999,-999,-999,-999,-999
CFA4,17.1654,16.6616,16.5665,16.4845,16.8158,16.5317,16.4475,16.4369,104.375,20.4904,0.280321,0.21462,0.175411,0.128966,0.2484,0.177169,0.131181,0.104108,-999,-999,-999,-999,-999
CFA4,16.3868,15.3812,15.0297,14.7607,15.7779,15.0351,14.7582,14.6426,104.368,20.5077,0.269554,0.206524,0.168687,0.123966,0.2396,0.17031,0.126181,0.100108,-999,-999,-999,-999,-999
CFA4,18.2858,17.4968,17.3194,17.1835,17.7767,17.3807,17.2281,17.1965,104.368,20.5158,0.269554,0.206524,0.168687,0.123966,0.2396,0.17031,0.126181,0.100108,3366090389568567168,18.0515,17.5683,17.3812,17.2232
CFA4,17.213,16.4267,16.228,16.0448,16.6956,16.2059,16.0294,15.9815,104.365,20.4685,0.285087,0.218716,0.178411,0.130966,0.2532,0.180169,0.133181,0.106108,-999,-999,-999,-999,-999
CFA4,18.1511,17.5637,17.412,17.276,17.7791,17.4176,17.2758,17.2648,104.361,20.523,0.269554,0.206524,0.168687,0.123966,0.2396,0.17031,0.126181,0.100108,3366090458288046720,18.0711,17.5971,17.4096,17.2815
CFA4,18.1694,17.3135,17.0389,16.7995,17.6466,17.0563,16.8097,16.7276,104.359,20.355,0.311619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.115709,-999,-999,-999,-999,-999
CFA4,17.7381,17.1107,16.9686,16.8046,17.2723,16.9259,16.7899,16.7822,104.355,20.4867,0.279321,0.21362,0.174411,0.127966,0.2474,0.176169,0.130181,0.103409,-999,-999,-999,-999,-999
CFA4,17.0143,16.0375,15.7309,15.4313,16.4162,15.7185,15.4113,15.2885,104.354,20.3809,0.306853,0.235101,0.192135,0.140678,0.2724,0.194028,0.143051,0.113709,3365994495835790976,16.8947,16.0399,15.6977,15.3963
CFA4,17.8803,17.2186,17.0765,16.9176,17.4386,17.0287,16.8862,16.8594,104.351,20.3715,0.311619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.115709,-999,-999,-999,-999,-999
CFA4,16.0975,15.5761,15.4703,15.3703,15.7513,15.4382,15.331,15.3135,104.341,20.4149,0.297853,0.228005,0.186135,0.136678,0.2646,0.188028,0.139051,0.110709,-999,-999,-999,-999,-999
CFA4,16.5145,15.8555,15.6931,15.5545,16.1582,15.7527,15.6073,15.581,104.337,20.4816,0.279321,0.21362,0.174411,0.127966,0.2474,0.176169,0.130181,0.103409,3365996419981111552,16.4787,15.9472,15.753,15.6064
CFA4,16.4564,15.9536,15.8436,15.7222,16.1575,15.8747,15.7731,15.7695,104.337,20.522,0.270321,0.206524,0.168687,0.123966,0.2396,0.17031,0.126181,0.100108,-999,-999,-999,-999,-999
CFA4,16.1139,15.4633,15.3116,15.1838,15.7004,15.3031,15.1642,15.142,104.336,20.4712,0.285087,0.217812,0.178411,0.130966,0.253,0.180169,0.133181,0.105409,-999,-999,-999,-999,-999
CFA4,17.7746,17.137,16.9725,16.8288,17.3442,16.9486,16.7965,16.7547,104.335,20.4432,0.290087,0.221909,0.181411,0.133678,0.2578,0.183169,0.136051,0.107409,-999,-999,-999,-999,-999
CFA4,16.7001,16.1722,16.0601,15.9593,16.3188,16.0152,15.9169,15.9081,104.33,20.4839,0.290087,0.221909,0.181411,0.133678,0.2578,0.183169,0.136051,0.107709,3365996419981112832,16.5348,16.1499,16.0138,15.9215
CFA4,16.6706,16.152,16.0484,15.9513,16.3327,16.0375,15.9216,15.9258,104.328,20.4185,0.305853,0.234101,0.191135,0.14039,0.2714,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999
CFA4,17.6318,16.9803,16.8062,16.6599,17.1441,16.7483,16.6108,16.6038,104.327,20.5183,0.285087,0.217812,0.178411,0.130966,0.253,0.180169,0.133181,0.105409,-999,-999,-999,-999,-999
CFA4,17.0041,16.4167,16.265,16.1137,16.6246,16.2394,16.0993,16.0474,104.324,20.513,0.285087,0.217812,0.178411,0.130966,0.253,0.180169,0.133181,0.105409,-999,-999,-999,-999,-999
CFA4,17.505,16.6212,16.3231,16.099,16.9052,16.2868,16.056,15.9619,104.322,20.4599,0.295853,0.226909,0.185135,0.135678,0.2628,0.187028,0.138051,0.109709,3365996282542169088,17.3232,16.5944,16.2744,16.0461
CFA4,17.7796,17.261,17.1392,17.0624,17.395,17.0889,16.9977,16.9726,104.32,20.4454,0.300853,0.230005,0.188135,0.137678,0.2666,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999
CFA4,16.0378,15.5034,15.388,15.2884,15.6841,15.3674,15.2577,15.239,104.319,20.451,0.295853,0.226909,0.185135,0.135678,0.2628,0.187028,0.138051,0.109709,-999,-999,-999,-999,-999
CFA4,17.4883,16.8851,16.7462,16.621,17.0726,16.7079,16.5591,16.5472,104.317,20.3861,0.312619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999
CFA4,16.9195,16.1639,15.9535,15.7667,16.4075,15.9369,15.7655,15.7131,104.316,20.5221,0.285087,0.217812,0.178411,0.130966,0.253,0.180169,0.133181,0.105409,-999,-999,-999,-999,-999
CFA4,16.2861,15.7377,15.6021,15.4756,15.9007,15.5561,15.4187,15.3936,104.312,20.3958,0.312619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.11601,3365994701994229504,16.1432,15.7135,15.5508,15.4195
CFA4,17.1544,16.6311,16.5221,16.4284,16.7768,16.4862,16.3834,16.3695,104.309,20.4118,0.305853,0.234101,0.191135,0.14039,0.2714,0.193028,0.142921,0.113709,-999,-999,-999,-999,-999
CFA4,17.052,16.4823,16.3551,16.2355,16.6489,16.3143,16.1784,16.1561,104.308,20.3805,0.312619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999
CFA4,16.5042,15.9197,15.7637,15.6104,16.1135,15.7361,15.5623,15.5199,104.306,20.3604,0.315619,0.241294,0.197135,0.14539,0.28,0.199028,0.147921,0.11701,3365992915287846528,16.3724,15.9146,15.7286,15.5671
CFA4,16.2237,15.6679,15.529,15.4109,15.8343,15.4887,15.3588,15.3206,104.295,20.3969,0.308853,0.237101,0.193135,0.14239,0.2744,0.195028,0.144921,0.114709,3365995457908948224,16.0807,15.642,15.4782,15.3545
CFA4,15.754,15.2028,15.0778,14.9704,15.3902,15.0637,14.9371,14.9266,104.294,20.4431,0.300087,0.230005,0.188135,0.137678,0.2666,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999
CFA4,16.6504,16.1086,15.9793,15.8782,16.3137,15.9994,15.8689,15.8391,104.292,20.4404,0.300087,0.230005,0.188135,0.137678,0.2666,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999
CFA4,17.9809,16.9967,16.6868,16.4028,17.3337,16.6833,16.3777,16.235,104.283,20.436,0.300087,0.230005,0.188135,0.137678,0.2666,0.190028,0.140051,0.111709,-999,-999,-999,-999,-999
