survey,CFA4P1-B,CFA4P1-V,CFA4P1-r,CFA4P1-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA4P1-B_AV,CFA4P1-V_AV,CFA4P1-r_AV,CFA4P1-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA4P1-B,GAIA_CFA4P1-V,GAIA_CFA4P1-r,GAIA_CFA4P1-i
CFA4,18.1256,17.2929,17.0108,16.7082,17.6084,16.988,16.7019,16.5733,17.6925,15.4499,0.312619,0.239198,0.195135,0.14339,0.2772,0.197028,0.145921,0.11601,2783380391128788608,18.0562,17.3106,16.9812,16.7186
CFA4,17.3714,16.7115,16.4797,16.2661,16.8973,16.4407,16.2278,16.1594,17.6578,15.3747,0.309853,0.237198,0.193859,0.14239,0.2752,0.195887,0.144921,0.11501,2783378917955333504,17.2078,16.6766,16.4499,16.2372
CFA4,18.1364,17.2395,16.9222,16.663,17.6381,16.9749,16.7097,16.5913,17.6453,15.5497,0.355917,0.272967,0.222583,0.163814,0.3166,0.224746,0.166661,0.132611,2783395135751837184,18.112,17.3112,16.9768,16.7115
CFA4,18.2928,17.5613,17.2162,16.9828,17.8224,17.2194,16.9611,16.8524,17.6277,15.4847,0.358917,0.274967,0.224307,0.164814,0.3186,0.226606,0.167661,0.133611,2783392451396968576,18.1991,17.5012,17.2058,16.9623
CFA4,18.3853,17.7226,17.5218,17.3642,17.9451,17.5214,17.3567,17.3225,38.5038,37.5925,0.168192,0.128791,0.105068,0.0774068,0.1492,0.106014,0.0788305,0.0623054,333677800229962752,18.2919,17.7203,17.5051,17.3523
CFA4,16.7973,15.918,15.5868,15.3252,16.2969,15.6208,15.3716,15.2865,38.4956,37.7515,0.161426,0.123695,0.101068,0.0744068,0.1434,0.102014,0.0758305,0.0600049,334436257094729088,16.7382,15.9381,15.5897,15.3629
CFA4,15.9216,15.2654,15.0614,14.9061,15.5015,15.0753,14.9087,14.8728,38.4633,37.6223,0.171958,0.131791,0.107792,0.0786949,0.1522,0.108873,0.0799605,0.0640049,333678727942473472,15.8163,15.2646,15.057,14.9104
CFA4,16.8354,16.037,15.7229,15.4442,16.3559,15.7333,15.4606,15.3573,38.4575,37.6636,0.176958,0.134984,0.110792,0.0814068,0.1568,0.111873,0.0828305,0.0653054,333679140259325056,16.7476,16.017,15.737,15.4608
CFA4,18.5447,18.0875,17.9358,17.7301,18.2138,17.8637,17.7409,17.7348,38.455,37.6352,0.173958,0.132984,0.108792,0.0804068,0.1548,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999
CFA4,17.7634,17.2021,17.013,16.8519,17.4317,17.0481,16.8919,16.8493,38.4505,37.7512,0.167958,0.128791,0.104792,0.0774068,0.1492,0.105873,0.0788305,0.0623054,334430622097638144,17.7137,17.2104,17.025,16.8916
CFA4,18.69,17.9827,17.6761,17.4278,18.1722,17.634,17.3792,17.2907,38.4491,37.6748,0.176958,0.134984,0.110792,0.0814068,0.1568,0.111873,0.0828305,0.0653054,333679204682517120,18.5759,17.8789,17.6161,17.3926
CFA4,17.6002,16.9366,16.7091,16.5056,17.203,16.7172,16.5323,16.4714,38.4466,37.7095,0.174192,0.133887,0.108792,0.0804068,0.155,0.109873,0.0818305,0.0650049,334430278500259200,17.5293,16.9482,16.7063,16.5294
CFA4,17.3292,16.7427,16.5632,16.3884,16.9389,16.5601,16.3933,16.3413,38.4456,37.6796,0.177958,0.135984,0.111515,0.0814068,0.1578,0.112732,0.0828305,0.0663054,334429831823662592,17.2297,16.7368,16.5507,16.3961
CFA4,18.0907,17.613,17.4816,17.4123,17.7616,17.4799,17.3824,17.3645,38.4443,37.7047,0.174192,0.133887,0.108792,0.0804068,0.155,0.109873,0.0818305,0.0650049,334430278500259456,17.9939,17.6222,17.492,17.3866
CFA4,18.7595,18.002,17.7627,17.5074,18.2381,17.7189,17.5119,17.4448,38.4368,37.6397,0.173958,0.132984,0.108792,0.0804068,0.1548,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999
CFA4,16.2993,15.8542,15.7334,15.6422,15.9815,15.7152,15.6292,15.6276,38.4241,37.5856,0.171192,0.130887,0.106792,0.0786949,0.152,0.107873,0.0799605,0.0633054,333677246177412480,16.1935,15.8346,15.7144,15.6338
CFA4,16.3252,15.7602,15.5892,15.4428,15.9577,15.5842,15.4595,15.4251,38.4225,37.6785,0.177958,0.135984,0.111515,0.0814068,0.1578,0.112732,0.0828305,0.0663054,334429866183401728,16.2374,15.7531,15.5787,15.4555
CFA4,16.1389,15.4493,15.2142,15.0408,15.701,15.2341,15.0538,14.9979,38.4138,37.6496,0.174958,0.133887,0.109515,0.0804068,0.155,0.110732,0.0818305,0.0653054,334429660024974336,16.0352,15.4314,15.2011,15.0401
CFA4,18.2584,17.7166,17.5691,17.4289,17.8551,17.5177,17.3942,17.3469,38.4113,37.5963,0.171192,0.130887,0.106792,0.0786949,0.152,0.107873,0.0799605,0.0633054,333677452335846400,18.1638,17.7051,17.5176,17.3903
CFA4,17.0244,16.1489,15.8306,15.5766,16.4672,15.8342,15.5743,15.4684,38.3993,37.6401,0.176192,0.134984,0.110515,0.0814068,0.1568,0.111732,0.0828305,0.0653054,334428182556580864,16.8894,16.1405,15.8141,15.5671
CFA4,18.5206,17.923,17.7531,17.5319,18.1268,17.682,17.5044,17.462,38.3988,37.6056,0.173958,0.132887,0.108792,0.0804068,0.154,0.109873,0.0818305,0.0643054,-999,-999,-999,-999,-999
CFA4,17.1712,16.7242,16.6013,16.4979,16.8314,16.5794,16.4804,16.4753,38.382,37.5914,0.173958,0.132887,0.108792,0.0796949,0.154,0.109873,0.0809605,0.0643054,333677383616367744,17.0887,16.6977,16.5699,16.4871
CFA4,17.0695,16.5481,16.3803,16.2317,16.7406,16.3967,16.2561,16.2361,38.3807,37.7445,0.173958,0.132984,0.108792,0.0804068,0.1548,0.109873,0.0818305,0.0643054,334431000054762880,16.9979,16.5568,16.3817,16.264
CFA4,16.8429,16.2508,16.0532,15.8833,16.4765,16.0754,15.9089,15.8734,38.3733,37.735,0.173958,0.132984,0.108792,0.0804068,0.1548,0.109873,0.0818305,0.0643054,334430965695025792,16.7582,16.2595,16.0651,15.9054
CFA4,16.635,15.8107,15.5051,15.2434,16.1245,15.522,15.265,15.1556,38.3711,37.6888,0.179958,0.137984,0.112515,0.0824068,0.1598,0.113732,0.0838305,0.0666059,334430003622355328,16.538,15.8506,15.5293,15.2909
CFA4,17.2129,16.3662,16.051,15.8041,16.6738,16.0457,15.8189,15.7384,38.3696,37.7301,0.173958,0.132984,0.108792,0.0804068,0.1548,0.109873,0.0818305,0.0643054,334430965695108480,17.1127,16.3609,16.0384,15.8192
CFA4,16.7811,16.1927,16.0165,15.8743,16.3542,15.995,15.8441,15.81,38.3681,37.5865,0.174958,0.133984,0.109792,0.0804068,0.1558,0.110873,0.0818305,0.0653054,333677009955567360,16.6504,16.1547,15.9727,15.8441
CFA4,15.5518,15.0369,14.8863,14.7789,15.1922,14.8855,14.778,14.7707,38.3661,37.6614,0.178958,0.136984,0.111792,0.0824068,0.1588,0.112873,0.0838305,0.0663054,334428457434130816,15.4444,15.0255,14.8768,14.7791
CFA4,17.0375,16.477,16.3008,16.1873,16.637,16.3013,16.1682,16.1399,38.3541,37.6459,0.175958,0.134887,0.109792,0.0814068,0.156,0.110873,0.0828305,0.0653054,334428319995180160,16.9195,16.4521,16.2827,16.1733
CFA4,16.6542,16.2257,16.0997,15.9954,16.3749,16.1134,16.01,16.0139,38.3493,37.7244,0.176958,0.135887,0.110792,0.0814068,0.157,0.111873,0.0828305,0.0656059,334431030118292864,16.5936,16.2325,16.1099,16.0227
CFA4,18.2145,17.694,17.5445,17.393,17.8582,17.5101,17.3782,17.373,38.346,37.6748,0.178958,0.136984,0.111792,0.0824068,0.1588,0.112873,0.0838305,0.0663054,334429247708112512,18.1022,17.6677,17.5006,17.4002
CFA4,18.4362,17.4585,17.0493,16.7428,17.796,17.0491,16.734,16.593,38.3305,37.6358,0.177958,0.135984,0.111515,0.0814068,0.1578,0.112732,0.0828305,0.0663054,-999,-999,-999,-999,-999
CFA4,17.1225,16.5045,16.3058,16.1533,16.7409,16.3367,16.1802,16.1433,38.3285,37.7461,0.175958,0.134984,0.109792,0.0814068,0.1568,0.110873,0.0828305,0.0653054,334434058071478656,17.0614,16.5266,16.3275,16.1828
CFA4,16.4058,15.7543,15.5599,15.4011,15.9432,15.5271,15.3776,15.3386,38.3211,37.5977,0.177958,0.136887,0.111792,0.0821186,0.158,0.112873,0.0837006,0.0663054,334427869022246912,16.2649,15.7125,15.5095,15.3786
CFA4,16.0892,15.3652,15.1312,14.9392,15.6718,15.1512,14.9494,14.8819,251.901,40.2475,0.0648301,0.0500587,0.0401718,0.0301356,0.0578,0.0405775,0.0306102,0.024202,-999,-999,-999,-999,-999
CFA4,15.8561,15.1712,14.9853,14.8558,15.4042,14.9766,14.8444,14.8305,251.865,40.1698,0.0590641,0.0450587,0.0371718,0.0271356,0.0528,0.0375775,0.0276102,0.022202,-999,-999,-999,-999,-999
CFA4,16.2689,15.3637,15.0528,14.777,15.6965,15.0596,14.7756,14.6542,251.837,40.1626,0.0600641,0.0460587,0.0381718,0.0281356,0.0538,0.0385775,0.0286102,0.022202,1353139758822946304,16.1366,15.3542,15.0353,14.7621
CFA4,16.9257,16.4685,16.3552,16.2248,16.6185,16.3424,16.2284,16.2193,251.815,40.2777,0.0725962,0.0552513,0.0451718,0.0331356,0.0644,0.0455775,0.0336102,0.027202,1353144431747374720,16.8296,16.4749,16.3357,16.2333
CFA4,16.809,15.9847,15.6834,15.4911,16.3311,15.7307,15.5238,15.4523,251.804,40.3162,0.0668301,0.051155,0.0421718,0.0308475,0.0596,0.0425775,0.0314802,0.025202,-999,-999,-999,-999,-999
CFA4,16.213,15.5848,15.3988,15.2192,15.836,15.4215,15.2398,15.1917,251.804,40.3107,0.0668301,0.051155,0.0421718,0.0308475,0.0596,0.0425775,0.0314802,0.025202,1353144740985022976,16.1509,15.6023,15.3991,15.2371
CFA4,16.6029,15.8548,15.5983,15.4565,16.0901,15.59,15.4182,15.3672,251.787,40.2041,0.0688301,0.052155,0.0428958,0.0311356,0.0606,0.0434366,0.0316102,0.025202,-999,-999,-999,-999,-999
CFA4,15.8378,15.2449,15.075,14.9438,15.4462,15.0709,14.9389,14.9146,251.758,40.2799,0.0660641,0.0510587,0.0411718,0.0301356,0.0588,0.0415775,0.0306102,0.0245025,1356146613886683520,15.7386,15.2384,15.0608,14.9399
CFA4,16.5898,15.9374,15.7568,15.6312,16.0967,15.7041,15.5554,15.5317,251.723,40.1676,0.0590641,0.0449625,0.0371718,0.0271356,0.052,0.0375775,0.0276102,0.0219015,1352768295691732992,16.4132,15.8761,15.6866,15.5598
CFA4,17.9343,17.2726,17.0322,16.8016,17.485,17.0181,16.8014,16.736,52.4924,0.101215,0.386449,0.295449,0.241307,0.177525,0.3426,0.243606,0.180531,0.143212,3264223665206188928,17.8473,17.2671,17.0238,16.81
CFA4,15.8388,15.2068,15.0028,14.8147,15.4436,15.0219,14.8375,14.7863,52.4894,0.113815,0.386449,0.295449,0.241307,0.177525,0.3426,0.243606,0.180531,0.143212,3264223733925665152,15.7462,15.2113,14.9991,14.8416
CFA4,17.1632,16.4401,16.2061,16.0039,16.7053,16.2164,16.0168,15.9465,52.4865,0.0529119,0.380683,0.291449,0.238307,0.175237,0.3386,0.240606,0.178401,0.141212,3264210230548529152,17.0656,16.4395,16.2012,16.0216
CFA4,18.0644,17.2865,16.9649,16.6701,17.5396,16.9727,16.6517,16.55,52.4849,0.108034,0.386449,0.295449,0.241307,0.177525,0.3426,0.243606,0.180531,0.143212,3264223733925665536,17.9954,17.2645,16.9533,16.6747
CFA4,17.3375,16.5019,16.1953,15.9193,16.8275,16.2149,15.949,15.834,52.4816,0.0955631,0.381449,0.292352,0.238307,0.175525,0.3388,0.240606,0.178531,0.141911,3264223562126974080,17.2394,16.5185,16.1929,15.9423
CFA4,17.3304,16.4335,16.0649,15.729,16.7911,16.0999,15.9236,15.8518,52.4661,0.0740798,0.381449,0.292352,0.238307,0.175525,0.3388,0.240606,0.178531,0.141911,3264222050298487040,17.3203,16.5558,16.2099,15.9496
CFA4,17.7241,17.0382,16.8096,16.602,17.3032,16.83,16.6263,16.5492,52.4651,0.099433,0.386215,0.295449,0.241031,0.177237,0.3426,0.243465,0.180401,0.143212,3264223626551387776,17.6556,17.0439,16.8088,16.6356
CFA4,16.4054,15.7641,15.5579,15.3668,16.0008,15.561,15.3817,15.3117,52.4632,-0.0280099,0.352917,0.269968,0.220583,0.161814,0.3136,0.222746,0.164661,0.131611,3264208546921353984,16.314,15.7721,15.5555,15.3808
CFA4,17.6025,16.846,16.581,16.3494,17.1263,16.5865,16.3602,16.2649,52.4596,0.0278806,0.375449,0.287256,0.234307,0.172525,0.333,0.236606,0.175531,0.139212,3264209848296273536,17.5186,16.8494,16.5786,16.361
CFA4,16.6497,15.8579,15.5822,15.3561,16.1737,15.6145,15.4085,15.3238,52.4463,0.137297,0.388449,0.297545,0.243031,0.178525,0.3454,0.245465,0.181531,0.144212,3264224764717816448,16.5792,15.883,15.6007,15.4013
CFA4,18.2404,17.442,17.1482,16.8574,17.7156,17.1298,16.8529,16.7333,52.4318,0.00300134,0.370683,0.283256,0.231307,0.170525,0.329,0.233606,0.173531,0.137911,3264209435979575168,18.1119,17.4207,17.1132,16.8488
CFA4,16.5372,15.538,15.1171,14.7814,15.927,15.1346,14.8104,14.6474,52.4122,0.052791,0.381449,0.292352,0.238307,0.175237,0.3388,0.240606,0.178401,0.141911,3264221947219273088,16.4228,15.5309,15.1091,14.7954
CFA4,17.574,16.6502,16.3083,15.9754,17.0177,16.3299,16.0106,15.8589,52.4095,0.0925025,0.381449,0.291449,0.238307,0.175237,0.3386,0.240606,0.178401,0.141212,3264222355241226112,17.4913,16.6619,16.3077,15.9999
CFA4,18.7768,18.2434,18.0842,17.9168,18.3865,18.0687,17.9157,17.8493,52.4063,0.0788015,0.381449,0.291449,0.238307,0.175237,0.3386,0.240606,0.178401,0.141212,-999,-999,-999,-999,-999
CFA4,16.4422,15.8577,15.6557,15.4716,16.0943,15.6776,15.5081,15.4359,52.3997,0.119614,0.385449,0.295352,0.241031,0.177237,0.3418,0.243465,0.180401,0.143212,3264223218529632000,16.3614,15.8796,15.6727,15.5062
CFA4,18.0833,17.165,16.7964,16.5056,17.5388,16.8177,16.5222,16.4142,141.571,34.6006,0.0738301,0.0562513,0.0461718,0.0338475,0.0654,0.0465775,0.0344802,0.0275025,-999,-999,-999,-999,-999
CFA4,16.4682,15.8817,15.7225,15.5827,16.0921,15.7243,15.6021,15.5732,141.568,34.6356,0.0748301,0.0572512,0.0468958,0.0348475,0.0664,0.0474366,0.0354802,0.0275025,702257874798911232,16.3605,15.8946,15.7251,15.6001
CFA4,18.5213,17.9767,17.8559,17.7104,18.174,17.8623,17.7558,17.7528,141.551,34.7038,0.0718301,0.055155,0.0448958,0.0328475,0.0636,0.0454366,0.0334802,0.0265025,-999,-999,-999,-999,-999
CFA4,18.6983,18.0756,17.8865,17.7326,18.3105,17.9001,17.7369,17.6883,141.542,34.6524,0.0748301,0.0572512,0.0468958,0.0348475,0.0664,0.0474366,0.0354802,0.0275025,-999,-999,-999,-999,-999
CFA4,15.7298,15.0969,14.9088,14.7569,15.3289,14.9216,14.7735,14.7438,141.506,34.618,0.0775962,0.0593475,0.0488958,0.0358475,0.0692,0.0494366,0.0364802,0.0285025,-999,-999,-999,-999,-999
CFA4,17.0332,16.2506,15.9611,15.7335,16.5643,15.9889,15.7698,15.69,141.449,34.704,0.0795962,0.0613475,0.0498958,0.0368475,0.0712,0.0504366,0.0374802,0.0295025,-999,-999,-999,-999,-999
CFA4,17.4478,16.7163,16.477,16.2566,16.938,16.4499,16.2388,16.1752,141.43,34.5535,0.0728301,0.056155,0.0451718,0.0338475,0.0646,0.0455775,0.0344802,0.027202,-999,-999,-999,-999,-999
CFA4,15.5617,14.9854,14.8027,14.667,15.1733,14.8012,14.6638,14.6482,141.43,34.6334,0.0775962,0.0593475,0.0488958,0.0358475,0.0692,0.0494366,0.0364802,0.0285025,-999,-999,-999,-999,-999
CFA4,18.3855,17.786,17.5894,17.4297,17.9771,17.6072,17.445,17.4186,263.014,69.3405,0.162192,0.124695,0.101792,0.0746949,0.1444,0.102873,0.0759605,0.0600049,1638370731677251584,18.2865,17.7851,17.6089,17.4682
CFA4,17.3425,16.665,16.4481,16.2503,16.9132,16.4375,16.2629,16.2172,262.994,69.2834,0.157192,0.120599,0.0980676,0.0726949,0.1396,0.0990141,0.0739605,0.0580049,1638369258504431744,17.2678,16.6563,16.4244,16.2652
CFA4,17.5066,16.9685,16.7794,16.6429,17.15,16.7831,16.6438,16.6197,262.99,69.3139,0.160192,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0590049,1638369529086395136,17.4252,16.959,16.7761,16.6559
CFA4,15.5492,15.0417,14.9028,14.7939,15.3424,14.9712,14.8378,14.8131,262.983,69.385,0.165192,0.126695,0.103068,0.0756949,0.1464,0.104014,0.0769605,0.0613054,1638374034507975296,15.6315,15.1408,14.9652,14.8405
CFA4,17.7752,16.9546,16.5881,16.329,17.2798,16.601,16.3375,16.2372,262.98,69.29,0.157192,0.120599,0.0980676,0.0726949,0.1396,0.0990141,0.0739605,0.0580049,1638369327223816448,17.7144,16.9345,16.5864,16.3354
CFA4,16.8487,16.331,16.175,16.0535,16.5217,16.1868,16.0643,16.0343,262.965,69.3302,0.160426,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,1638370358015968512,16.7707,16.3399,16.1793,16.0657
CFA4,18.4799,17.8108,17.5704,17.3644,18.0785,17.5683,17.3726,17.3075,262.952,69.3493,0.160426,0.122695,0.100068,0.0736949,0.1424,0.101014,0.0749605,0.0600049,1638370628598039168,18.426,17.8054,17.5684,17.3754
CFA4,15.4563,14.9507,14.8171,14.7111,15.1376,14.8232,14.721,14.7205,262.927,69.311,0.159192,0.121695,0.0990676,0.0726949,0.1414,0.100014,0.0739605,0.0590049,1638369567741984512,15.3605,14.9486,14.8103,14.7235
CFA4,17.5737,16.9204,16.6907,16.5405,17.1877,16.7272,16.5633,16.5161,262.917,69.2484,0.152426,0.116502,0.0950676,0.0696949,0.1348,0.0960141,0.0709605,0.0567044,1637618498220977408,17.5278,16.9427,16.7246,16.568
CFA4,16.6431,16.0157,15.832,15.6809,16.2422,15.8309,15.6864,15.6616,262.91,69.2509,0.153426,0.117599,0.0960676,0.0706949,0.1366,0.0970141,0.0719605,0.0570049,1637618498220977152,16.5366,16.0142,15.8214,15.6857
CFA4,16.9713,16.3681,16.2089,16.0773,16.6455,16.2582,16.1271,16.1093,262.831,69.2507,0.151426,0.115502,0.0940676,0.0696949,0.1338,0.0950141,0.0709605,0.0560049,1638369151129252480,16.9539,16.446,16.2651,16.1394
CFA4,16.9492,16.2456,16.0341,15.8873,16.4761,16.0196,15.8686,15.8345,262.814,69.2382,0.151426,0.115502,0.0940676,0.0696949,0.1338,0.0950141,0.0709605,0.0560049,1638363206894510720,16.8109,16.2321,16.0134,15.8714
CFA4,17.1394,16.2835,15.9608,15.7316,16.5994,15.9512,15.7232,15.6515,262.798,69.3324,0.155426,0.119599,0.0970676,0.0716949,0.1386,0.0980141,0.0729605,0.0580049,1638367604941053440,17.007,16.2488,15.9299,15.7215
CFA4,17.8842,17.2001,16.9352,16.7844,17.4373,16.966,16.798,16.7658,262.792,69.3278,0.155426,0.119599,0.0970676,0.0716949,0.1386,0.0980141,0.0729605,0.0580049,1638367609236894208,17.7894,17.1834,16.9651,16.8031
CFA4,17.6352,16.8731,16.6509,16.4533,17.1994,16.7054,16.5016,16.4338,262.775,69.319,0.155192,0.118599,0.0970676,0.0716949,0.1376,0.0980141,0.0729605,0.0577044,1638364654299393408,17.5542,16.9417,16.7036,16.5062
CFA4,16.3693,15.6676,15.4667,15.301,15.898,15.4323,15.269,15.2209,262.744,69.2263,0.152426,0.116502,0.0950676,0.0696949,0.1348,0.0960141,0.0709605,0.0567044,1638363176830640640,16.2373,15.6451,15.4245,15.2724
CFA4,16.5413,15.8981,15.7176,15.5623,16.1022,15.6885,15.5291,15.502,262.739,69.248,0.151426,0.115502,0.0940676,0.0696949,0.1338,0.0950141,0.0709605,0.0560049,1638363451708548352,16.3989,16.0203,15.9012,15.5627
CFA4,16.947,16.3763,16.2107,16.0691,16.5911,16.2131,16.0762,16.0479,262.736,69.3643,0.155426,0.118599,0.0970676,0.0716949,0.1376,0.0980141,0.0729605,0.0580049,1638368674388782976,16.8614,16.3809,16.2081,16.0826
CFA4,18.4542,17.5341,17.1943,16.9423,17.8341,17.2155,16.9829,16.8999,262.729,69.3494,0.154426,0.118599,0.0970676,0.0706949,0.1376,0.0980141,0.0719605,0.0577044,1638367845459230720,18.2382,17.5176,17.21,16.9816
CFA4,17.4757,16.6643,16.3374,16.0899,16.9516,16.3301,16.0586,15.9503,262.674,69.2896,0.151426,0.115502,0.0940676,0.0696949,0.1338,0.0950141,0.0709605,0.0560049,1638364516860437120,17.3324,16.6386,16.3199,16.0617
CFA4,16.3207,15.7444,15.5724,15.4414,15.9526,15.5804,15.4535,15.4467,262.648,69.3671,0.152426,0.117502,0.0957915,0.0706949,0.1358,0.0968732,0.0719605,0.0570049,1638368640029042432,16.2217,15.754,15.5791,15.4612
CFA4,18.0445,17.1114,16.7268,16.3752,17.4498,16.7312,16.4053,16.246,48.8946,43.1016,0.716833,0.549031,0.448614,0.329627,0.637,0.453211,0.335322,0.266522,240556930658936448,17.8886,17.0795,16.7155,16.3835
CFA4,18.4962,17.7331,17.4254,17.1669,18.1055,17.553,17.3228,17.2185,48.8933,43.1371,0.720599,0.552031,0.450614,0.331339,0.64,0.455211,0.337192,0.267522,240559984378650624,18.4533,17.8107,17.551,17.3084
CFA4,17.3711,16.4306,16.0556,15.6995,16.9587,16.1692,15.799,15.6096,48.888,43.1962,0.726599,0.556127,0.454614,0.333627,0.6448,0.459211,0.339322,0.269823,240560469711978240,17.4928,16.5473,16.1492,15.7826
CFA4,16.3381,15.6717,15.4538,15.2499,16.0092,15.5263,15.3222,15.2493,48.885,43.115,0.722599,0.553031,0.45189,0.332339,0.641,0.456352,0.338192,0.268522,240556995081396224,16.3207,15.7496,15.5113,15.3109
CFA4,17.3921,16.6477,16.3977,16.1695,16.9101,16.4032,16.1908,16.1083,48.8771,43.085,0.719599,0.551031,0.44989,0.330627,0.639,0.454352,0.336322,0.267522,240533531677110912,17.2478,16.6421,16.3966,16.1772
CFA4,18.2334,17.2594,16.8331,16.4495,17.6518,16.8403,16.4853,16.3119,48.8757,43.1857,0.722833,0.554031,0.45189,0.332339,0.642,0.456352,0.338192,0.268522,240560435352242304,18.1733,17.242,16.8129,16.4668
CFA4,18.6742,17.6955,17.3173,16.944,18.0478,17.3139,16.9703,16.8148,48.8721,43.2231,0.725599,0.555127,0.453614,0.333339,0.6438,0.458211,0.339192,0.269522,240561290048781312,18.5637,17.6723,17.3115,16.9607
CFA4,17.5436,16.8679,16.6382,16.4195,17.1136,16.6489,16.4377,16.3521,48.8714,43.2377,0.730365,0.559224,0.456614,0.335339,0.6486,0.461211,0.341192,0.271522,240561668005955968,17.4454,16.8738,16.6359,16.4346
CFA4,16.3518,15.7394,15.5417,15.3697,16.3201,15.786,15.5656,15.4821,48.8681,43.1176,0.722599,0.553031,0.45189,0.332339,0.641,0.456352,0.338192,0.268522,240536486614606464,16.6843,16.0363,15.7731,15.5608
CFA4,16.7005,16.1996,16.0703,15.9938,16.8941,16.4626,16.2863,16.2171,48.8668,43.1124,0.722599,0.553031,0.45189,0.332339,0.641,0.456352,0.338192,0.268522,240536482317592320,17.2076,16.6874,16.4715,16.2862
CFA4,16.9394,16.0639,15.7274,15.4619,16.397,15.7533,15.4979,15.3864,48.8665,43.0896,0.719599,0.551031,0.44989,0.330627,0.639,0.454352,0.336322,0.267522,240533493020336768,16.8385,16.0578,15.7332,15.4834
CFA4,17.0628,16.4494,16.2314,16.0439,16.6765,16.2536,16.0735,15.9995,48.8642,43.1657,0.721833,0.553031,0.451614,0.331627,0.641,0.456211,0.337322,0.268522,240560332273029376,16.9633,16.4603,16.2458,16.0626
CFA4,18.6948,17.8658,17.5592,17.2944,18.1039,17.5382,17.2756,17.1792,48.8476,43.2334,0.721833,0.553031,0.451614,0.332339,0.641,0.456211,0.338192,0.268522,240561496207259136,18.5036,17.8101,17.5506,17.3046
CFA4,16.2095,15.4735,15.2064,14.9769,15.7589,15.2392,15.0192,14.9335,48.8467,43.2014,0.719833,0.551031,0.44989,0.330627,0.639,0.454352,0.336322,0.267522,240561259985753472,16.1174,15.4962,15.2595,15.0111
CFA4,16.2077,15.3963,15.0876,14.8107,15.8853,15.3151,15.0831,14.9832,48.8466,43.1126,0.718833,0.550935,0.449614,0.330339,0.6382,0.454211,0.336192,0.267522,240536520974346368,16.2608,15.5841,15.3033,15.0709
CFA4,18.569,17.9398,17.7325,17.5476,18.1799,17.7292,17.5479,17.4651,48.8398,43.2253,0.721599,0.552031,0.45089,0.331339,0.64,0.455352,0.337192,0.267823,-999,-999,-999,-999,-999
CFA4,17.5765,16.7019,16.3547,16.0384,17.0682,16.3899,16.0948,15.9581,48.8254,43.2553,0.723833,0.554127,0.452614,0.332627,0.6428,0.457211,0.338322,0.268823,240573320253906688,17.5083,16.7311,16.3728,16.0765
CFA4,18.8333,18.1326,17.9242,17.5735,18.3483,17.8049,17.5712,17.4767,48.8222,43.214,0.721599,0.552031,0.45089,0.331339,0.64,0.455352,0.337192,0.267823,-999,-999,-999,-999,-999
CFA4,17.3243,16.7416,16.5183,16.3413,16.9373,16.5186,16.3526,16.29,48.8158,43.2022,0.708067,0.542743,0.44289,0.325627,0.6286,0.447352,0.331322,0.263222,240561328705233024,17.215,16.7134,16.5088,16.3387
CFA4,18.0272,17.1871,16.8868,16.6065,17.506,16.8851,16.6181,16.5094,48.8156,43.1184,0.715833,0.547935,0.44789,0.328627,0.6352,0.452352,0.334322,0.265522,240536692773039104,17.9317,17.1803,16.8775,16.6243
CFA4,18.2554,17.458,17.1364,16.8856,17.7177,17.1579,16.9078,16.8122,48.8128,43.0904,0.716833,0.549031,0.448614,0.329627,0.637,0.453211,0.335322,0.266522,240536585396790528,18.1011,17.4356,17.1542,16.9095
CFA4,17.3502,16.4701,16.1431,15.8496,16.8318,16.1635,15.8935,15.7667,48.8115,43.1316,0.713833,0.546935,0.44689,0.328339,0.6342,0.451352,0.334192,0.265522,240536692772842240,17.2877,16.492,16.158,15.8903
CFA4,17.6631,16.8406,16.5543,16.2969,17.1666,16.5888,16.3377,16.2371,48.8071,43.1882,0.708067,0.542743,0.44289,0.325627,0.6286,0.447352,0.331322,0.263222,240537861003931776,17.5864,16.8603,16.5668,16.3232
CFA4,18.5206,17.5103,17.0979,16.8397,17.8435,17.1444,16.8529,16.7146,48.8015,43.142,0.713833,0.546935,0.44689,0.328339,0.6342,0.451352,0.334192,0.265522,240537448687084416,18.3418,17.4938,17.1389,16.8411
CFA4,18.4437,17.7699,17.5124,17.3603,18.0593,17.5818,17.3808,17.3025,48.795,43.1588,0.710067,0.543839,0.44389,0.326627,0.6304,0.448352,0.332322,0.264222,240537616188993280,18.3646,17.8115,17.5801,17.3781
CFA4,16.8614,15.9645,15.613,15.3041,16.3772,15.6938,15.3923,15.2337,48.7887,43.2544,0.712067,0.545839,0.44589,0.327627,0.6324,0.450352,0.333322,0.264522,240573457692864384,16.8279,16.0125,15.6684,15.3734
