survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3K-B_AV,CFA3K-V_AV,CFA3K-r_AV,CFA3K-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA3K-U,GAIA_CFA3K-B,GAIA_CFA3K-V,GAIA_CFA3K-r,GAIA_CFA3K-i
CFA3K,17.3611,16.8844,16.7526,16.5998,17.0167,16.6963,16.5787,16.5641,132.241,36.1026,0.120894,0.094465,0.0757606,0.0546949,0.108089,0.0762958,0.0562203,0.0451034,-999,-999,-999,-999,-999,-999
CFA3K,16.8021,15.8474,15.4761,15.1146,16.2566,15.4935,15.1379,14.9908,50.0797,41.445,0.586939,0.45583,0.367307,0.266475,0.522003,0.370197,0.274102,0.218118,239410135733822336,18.0877,16.7706,15.8988,15.4848,15.1303
CFA3K,16.1618,15.4477,15.2125,14.9978,15.7483,15.2298,15.0246,14.9523,50.0532,41.4226,0.584173,0.454665,0.366307,0.265475,0.520189,0.369197,0.273102,0.217118,239408628203118208,17.1082,16.1299,15.4983,15.2224,15.016
CFA3K,16.7986,16.2343,16.0313,15.8384,16.4768,16.0559,15.8977,15.85,50.0303,41.5834,0.591939,0.459995,0.371059,0.269475,0.526816,0.374056,0.277102,0.220118,239423295513778944,17.6575,16.8059,16.2833,16.0595,15.9155
CFA3K,16.679,15.9127,15.6471,15.4198,16.1982,15.6518,15.4506,15.371,49.9334,41.5404,0.586939,0.456665,0.368059,0.266859,0.522189,0.371056,0.274232,0.218118,239422543897115136,17.6426,16.5975,15.9274,15.6455,15.4292
CFA3K,16.6322,15.9101,15.6775,15.478,16.1497,15.6624,15.4716,15.3951,49.9285,41.4219,0.572173,0.445335,0.358555,0.259859,0.509561,0.361338,0.267232,0.212818,239420860269997312,17.5587,16.5374,15.9133,15.6515,15.4621
CFA3K,16.016,15.3129,15.0729,14.8676,15.5641,15.0731,14.8885,14.8258,49.9239,41.5102,0.584939,0.45483,0.366307,0.265859,0.521003,0.369197,0.273232,0.217118,239421753623149568,16.9262,15.9353,15.3284,15.0643,14.8789
CFA3K,17.0166,16.2163,15.9451,15.677,16.5284,15.9596,15.7059,15.6086,49.9122,41.4854,0.582939,0.453665,0.365307,0.264859,0.519189,0.368197,0.272232,0.216818,239421341306303872,17.9689,16.9529,16.2614,15.9468,15.6964
CFA3K,16.8642,16.1927,15.9773,15.7792,16.3942,15.9501,15.7562,15.6985,49.8828,41.4528,0.576173,0.4475,0.360555,0.261859,0.512375,0.363338,0.269232,0.213818,239415328352110720,17.5261,16.7317,16.1769,15.9329,15.7432
CFA3K,16.8166,16.154,15.9253,15.7227,16.4244,15.916,15.7678,15.712,105.476,14.1601,0.292087,0.22725,0.182777,0.132621,0.259688,0.184169,0.136181,0.108409,-999,-999,-999,-999,-999,-999
CFA3K,16.1749,15.6156,15.4492,15.296,15.8308,15.4409,15.311,15.2814,105.466,14.1313,0.295087,0.229415,0.18553,0.134237,0.262501,0.187028,0.138051,0.109709,3353606985519839104,17.0137,16.1357,15.6356,15.4381,15.3136
CFA3K,16.2675,15.8266,15.6875,15.5503,16.0134,15.735,15.5781,15.6243,105.456,14.187,0.281087,0.21892,0.175777,0.127621,0.25006,0.177169,0.131181,0.104409,-999,-999,-999,-999,-999,-999
CFA3K,17.1659,16.6466,16.4665,16.2923,16.8358,16.4435,16.3161,16.2822,105.444,14.2046,0.281087,0.21892,0.175777,0.127621,0.25006,0.177169,0.131181,0.104409,-999,-999,-999,-999,-999,-999
CFA3K,17.1472,16.5883,16.4369,16.275,16.777,16.4049,16.2725,16.2475,105.421,14.0711,0.305853,0.237745,0.19153,0.139237,0.272129,0.193028,0.143051,0.113709,-999,-999,-999,-999,-999,-999
CFA3K,17.0292,16.5283,16.3722,16.237,16.7382,16.3881,16.2714,16.2669,105.403,14.1513,0.277321,0.21592,0.173777,0.126621,0.24706,0.175169,0.130181,0.103108,-999,-999,-999,-999,-999,-999
CFA3K,16.5322,16.0006,15.8349,15.6933,16.167,15.8031,15.6807,15.659,105.403,14.0435,0.294087,0.228415,0.18453,0.133237,0.261501,0.186028,0.137051,0.109409,-999,-999,-999,-999,-999,-999
CFA3K,16.9689,16.448,16.3283,16.2087,16.6014,16.283,16.1919,16.1852,105.387,14.0468,0.294087,0.228415,0.18453,0.133237,0.261501,0.186028,0.137051,0.109409,3353604580338196480,17.6368,16.8699,16.4485,16.2939,16.1994
CFA3K,16.6375,15.8636,15.5919,15.3343,16.1358,15.5589,15.3196,15.2263,105.381,14.0503,0.290853,0.22625,0.181777,0.132237,0.258688,0.183169,0.136051,0.108409,-999,-999,-999,-999,-999,-999
CFA3K,17.1783,16.585,16.4003,16.2434,16.7995,16.4041,16.2682,16.2424,105.367,14.1822,0.276321,0.21492,0.173777,0.125621,0.24606,0.175169,0.129181,0.103108,3353619939140978816,18.1013,17.162,16.6329,16.4278,16.2858
CFA3K,17.5456,17.0493,16.9182,16.7903,17.1933,16.8825,16.7826,16.7789,105.355,14.1522,0.273554,0.21292,0.171777,0.124621,0.24406,0.173169,0.128181,0.102108,-999,-999,-999,-999,-999,-999
CFA3K,16.9339,16.2863,16.0792,15.9,16.4841,16.0467,15.9021,15.8583,105.35,14.1207,0.271321,0.210755,0.170025,0.123621,0.241246,0.17131,0.127181,0.101108,-999,-999,-999,-999,-999,-999
CFA3K,16.3536,15.5533,15.2916,15.062,15.8967,15.3088,15.0941,15.019,105.339,14.2102,0.277321,0.21592,0.173777,0.126621,0.24706,0.175169,0.130181,0.103108,-999,-999,-999,-999,-999,-999
CFA3K,16.2225,15.6576,15.4952,15.3623,15.8037,15.4557,15.3509,15.3343,105.325,14.0592,0.279087,0.21692,0.174777,0.126621,0.24806,0.176169,0.130181,0.103409,-999,-999,-999,-999,-999,-999
CFA3K,16.3305,15.8286,15.7002,15.583,15.9806,15.6785,15.5825,15.5724,105.308,14.1418,0.283087,0.220085,0.176777,0.128621,0.251874,0.178169,0.132181,0.105108,-999,-999,-999,-999,-999,-999
CFA3K,16.0632,15.4663,15.285,15.1235,15.6962,15.2836,15.1403,15.103,350.367,33.4365,0.251788,0.196095,0.158025,0.11439,0.223991,0.15931,0.117441,0.0938079,-999,-999,-999,-999,-999,-999
CFA3K,16.3585,15.5503,15.2565,14.983,15.8998,15.2806,15.0232,14.9192,350.333,33.4853,0.253788,0.19726,0.159025,0.115006,0.225805,0.16031,0.118311,0.0945074,1910566246862958080,17.5424,16.3459,15.5984,15.2676,15.0055
CFA3K,16.486,16.0073,15.8695,15.74,16.1904,15.8775,15.7565,15.7371,350.324,33.4708,0.252554,0.19626,0.158025,0.115006,0.224805,0.15931,0.118311,0.0938079,-999,-999,-999,-999,-999,-999
CFA3K,16.687,16.0778,15.8975,15.7483,16.2758,15.8724,15.7493,15.7092,350.299,33.3915,0.251788,0.196095,0.158025,0.11439,0.223991,0.15931,0.117441,0.0938079,1910565319150027136,17.5109,16.5961,16.0755,15.8711,15.7359
CFA3K,17.032,16.2198,15.9133,15.6775,16.5434,15.9172,15.6837,15.5957,350.276,33.4035,0.252554,0.19626,0.158025,0.115006,0.224805,0.15931,0.118311,0.0938079,1910565353509764224,18.2142,16.9623,16.2485,15.9079,15.6677
CFA3K,17.3212,16.7375,16.56,16.407,16.9146,16.5479,16.4049,16.3668,350.223,33.4022,0.253554,0.19726,0.159025,0.115006,0.225805,0.16031,0.118311,0.0938079,-999,-999,-999,-999,-999,-999
CFA3K,16.309,15.7103,15.529,15.3813,15.8915,15.5049,15.3561,15.3168,350.2,33.3209,0.265554,0.20659,0.166025,0.120621,0.236432,0.16731,0.124181,0.0988079,-999,-999,-999,-999,-999,-999
CFA3K,15.9785,15.2575,15.0064,14.7851,15.5644,15.018,14.8172,14.7493,193.195,-9.84227,0.164192,0.127785,0.103017,0.0749266,0.146599,0.103873,0.0769605,0.0610049,-999,-999,-999,-999,-999,-999
CFA3K,17.039,16.557,16.3889,16.2321,16.7289,16.377,16.2351,16.2138,193.17,-9.81216,0.165192,0.127785,0.103265,0.0749266,0.146599,0.104014,0.0769605,0.0610049,3626689871009946496,17.7087,16.9972,16.5633,16.388,16.2503
CFA3K,17.0375,16.502,16.3179,16.1366,16.7468,16.335,16.1802,16.1218,193.156,-9.70336,0.161192,0.12562,0.101017,0.0729266,0.143785,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999
CFA3K,16.1205,15.5269,15.3308,15.1675,15.7762,15.3852,15.2127,15.1786,193.149,-9.78159,0.163192,0.12762,0.102265,0.0745424,0.145785,0.103014,0.0768305,0.0610049,3626690523844977536,17.0072,16.1208,15.5915,15.3877,15.2507
CFA3K,16.224,15.383,15.0709,14.7726,15.7148,15.0704,14.785,14.6599,193.129,-9.78145,0.164192,0.12762,0.103017,0.0745424,0.145785,0.103873,0.0768305,0.0610049,3626737081290465792,17.4531,16.1855,15.4004,15.0576,14.7702
CFA3K,17.406,16.84,16.6739,16.4711,17.04,16.6527,16.4851,16.4339,193.123,-9.83488,0.165192,0.12862,0.103265,0.0749266,0.146785,0.104014,0.0769605,0.0613054,-999,-999,-999,-999,-999,-999
CFA3K,16.0696,15.5355,15.3864,15.2436,15.7102,15.3655,15.2324,15.2139,193.121,-9.86059,0.167192,0.129785,0.105017,0.0759266,0.148599,0.105873,0.0779605,0.0620049,3626688153023023104,16.7541,15.9894,15.5382,15.3571,15.2314
CFA3K,16.0235,15.3644,15.1563,14.968,15.5992,15.1507,14.9719,14.9212,193.104,-9.78973,0.164192,0.127785,0.103017,0.0749266,0.146599,0.103873,0.0769605,0.0610049,-999,-999,-999,-999,-999,-999
CFA3K,18.093,17.4954,17.3453,17.1755,17.7499,17.3446,17.1872,17.1533,193.1,-9.77272,0.164192,0.127785,0.103017,0.0749266,0.146599,0.103873,0.0769605,0.0610049,-999,-999,-999,-999,-999,-999
CFA3K,16.8121,16.1285,15.885,15.6495,16.4327,15.8999,15.6868,15.6039,51.5976,40.7701,0.759131,0.590615,0.476076,0.345017,0.675601,0.47993,0.354932,0.282123,237639857590538624,17.7148,16.7969,16.1775,15.8911,15.6706
CFA3K,16.7708,16.1862,15.9973,15.8085,16.4186,15.9922,15.8169,15.7643,51.5728,40.711,0.744365,0.579285,0.466572,0.338401,0.662974,0.470211,0.348062,0.276823,236138405743166976,17.5867,16.7393,16.2111,15.9815,15.8106
CFA3K,16.8361,16.2789,16.0957,15.9219,16.4934,16.0671,15.9192,15.8685,51.5617,40.6285,0.729599,0.56779,0.457572,0.331785,0.649533,0.461211,0.341192,0.270823,236134626171966592,17.5663,16.7614,16.2947,16.083,15.919
CFA3K,16.8347,16.0925,15.8393,15.5941,16.3722,15.8311,15.5977,15.5009,51.5587,40.6629,0.734599,0.57112,0.460572,0.333785,0.65416,0.464211,0.343192,0.272823,236135313366723968,17.8196,16.7805,16.1132,15.8173,15.5851
CFA3K,16.8351,16.1585,15.937,15.7415,16.4055,15.9191,15.7403,15.6792,51.5442,40.6829,0.736599,0.57312,0.461572,0.334785,0.65616,0.465211,0.344192,0.273823,236138268304220416,17.723,16.7635,16.1773,15.9263,15.7359
CFA3K,16.7665,15.9139,15.5884,15.3035,16.2295,15.5769,15.3076,15.187,51.5076,40.6861,0.736599,0.57312,0.461572,0.334785,0.65616,0.465211,0.344192,0.273823,236138130865269248,17.9471,16.7024,15.9237,15.5687,15.2918
CFA3K,16.8364,16.1212,15.8643,15.6022,16.5238,16.0132,15.8682,15.7455,51.4791,40.7425,0.741365,0.576285,0.464572,0.337401,0.659974,0.468211,0.347062,0.275823,236139264736626304,17.7924,16.9382,16.3215,16.0433,15.843
CFA3K,16.0325,15.3819,15.1738,14.9849,15.6454,15.182,15.0065,14.9503,51.4095,40.7576,0.740599,0.57612,0.464324,0.336785,0.65916,0.46807,0.346192,0.275123,236151015767149440,16.9118,15.9921,15.4222,15.1727,15.0008
CFA3K,16.7756,15.842,15.5289,15.1986,16.1798,15.4862,15.1746,15.0275,51.4053,40.6494,0.729599,0.56779,0.457572,0.331785,0.649533,0.461211,0.341192,0.270823,236137237512091008,17.8537,16.6743,15.8522,15.4797,15.1579
CFA3K,16.833,16.1084,15.8818,15.6694,16.3406,15.853,15.6363,15.5776,51.3889,40.6277,0.722833,0.56179,0.45282,0.328785,0.643533,0.456352,0.338192,0.268522,236136859555401856,17.6639,16.7114,16.097,15.8323,15.6309
CFA3K,16.5453,16.0412,15.8799,15.7189,16.2438,15.8761,15.7355,15.7042,92.2946,64.7452,0.344151,0.2679,0.216034,0.156469,0.306825,0.217746,0.160791,0.12831,1008565115465214208,17.3107,16.5307,16.0688,15.8763,15.7352
CFA3K,16.9014,16.4057,16.2504,16.0764,16.6112,16.2371,16.0965,16.0659,92.2828,64.7366,0.351917,0.274065,0.220786,0.160085,0.313639,0.222606,0.164661,0.130611,1008565012386000768,17.5874,16.8739,16.4324,16.245,16.1019
CFA3K,16.4324,15.58,15.2676,14.9522,15.9149,15.2598,14.9761,14.8503,92.163,64.7331,0.345151,0.2679,0.216034,0.156469,0.306825,0.217746,0.160791,0.12831,1008564909306795264,17.6652,16.3868,15.6106,15.2617,14.9633
CFA3K,16.5584,15.992,15.8099,15.6422,16.1786,15.782,15.6401,15.5995,92.0134,64.7329,0.344151,0.267735,0.216034,0.156469,0.306011,0.217746,0.160791,0.127611,1008542300598959872,17.233,16.4643,15.9896,15.7916,15.639
CFA3K,16.584,16.1261,16.0014,15.849,16.292,15.9917,15.8643,15.8284,185.781,15.7365,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,16.2467,15.4381,15.112,14.842,15.735,15.1017,14.8473,14.7512,185.71,15.8491,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,3945578170397774848,17.354,16.1976,15.4814,15.1149,14.8592
CFA3K,16.2157,15.6391,15.4677,15.3157,15.8449,15.4666,15.3291,15.291,185.705,15.8441,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,3945578170397774720,17.1276,16.1939,15.6816,15.4896,15.3581
CFA3K,16.646,16.1478,16.0124,15.8964,16.3234,16.0112,15.8997,15.8888,185.666,15.8596,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,17.2048,16.7043,16.464,16.2113,17.133,16.384,16.4229,16.439,190.403,35.1229,0.0560641,0.04365,0.0352563,0.0258475,0.0501375,0.0355775,0.0266102,0.0209015,-999,-999,-999,-999,-999,-999
CFA3K,17.0992,16.3647,16.1056,15.8945,16.6556,16.1388,15.944,15.866,206.586,-9.06143,0.172958,0.13395,0.108017,0.0785424,0.153413,0.108873,0.0808305,0.0643054,3617455794402893312,18.2597,17.0838,16.4342,16.1371,15.9362
CFA3K,16.1762,15.4197,15.2366,15.0805,15.7005,15.2802,15.1252,15.0946,206.581,-9.04372,0.170192,0.132785,0.107017,0.0775424,0.151599,0.107873,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999
CFA3K,16.9642,16.4247,16.3226,16.1785,16.7048,16.3543,16.2347,16.2073,206.522,-9.04094,0.165192,0.128785,0.104017,0.0749266,0.147599,0.104873,0.0769605,0.0613054,3617456756475333632,17.7229,16.9782,16.5338,16.3505,16.2237
CFA3K,15.6622,15.0777,14.9406,14.8125,15.3101,14.9815,14.8649,14.8416,206.482,-9.04352,0.158426,0.123455,0.0992648,0.0719266,0.140971,0.100014,0.0739605,0.0590049,-999,-999,-999,-999,-999,-999
CFA3K,15.7878,15.2745,15.1303,14.9666,15.4453,15.1006,14.9659,14.9476,167.426,28.6626,0.117894,0.091465,0.0737606,0.0536949,0.105089,0.0742958,0.0552203,0.0441034,3999009109747021440,16.4652,15.7196,15.2742,15.0967,14.9706
CFA3K,16.5908,16.0435,15.8913,15.7456,16.2297,15.8821,15.7697,15.756,167.41,28.7169,0.111128,0.086135,0.0697606,0.0506949,0.0984613,0.0702958,0.0522203,0.0411034,-999,-999,-999,-999,-999,-999
CFA3K,17.6808,16.9995,16.7873,16.5636,17.2338,16.7668,16.5752,16.4992,167.4,28.676,0.113894,0.0883,0.0715127,0.0516949,0.101275,0.0721549,0.0532203,0.0421034,-999,-999,-999,-999,-999,-999
CFA3K,17.9758,17.5055,17.3933,17.2966,17.6443,17.3826,17.27,17.251,167.295,28.6268,0.0983622,0.07597,0.0617606,0.0450791,0.0876475,0.0622958,0.0463503,0.036803,-999,-999,-999,-999,-999,-999
CFA3K,15.9138,15.3235,15.1813,15.0566,15.4854,15.1336,15.0258,15.0225,167.292,28.5734,0.0935962,0.07264,0.0587606,0.0424633,0.08302,0.0592958,0.0434802,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,18.1878,17.5965,17.4313,17.3066,17.7436,17.3898,17.2442,17.2166,167.292,28.553,0.0883622,0.06864,0.0550085,0.0400791,0.07902,0.0554366,0.0413503,0.032803,-999,-999,-999,-999,-999,-999
CFA3K,16.1662,15.5757,15.3975,15.2457,15.7895,15.3933,15.2464,15.2065,159.898,5.10716,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,16.1529,15.5998,15.4211,15.2763,15.81,15.4293,15.2888,15.2677,159.884,5.21809,0.0905962,0.07064,0.0570085,0.0410791,0.08102,0.0574366,0.0423503,0.033803,-999,-999,-999,-999,-999,-999
CFA3K,16.3978,15.7043,15.4826,15.3033,15.952,15.4808,15.2939,15.2553,159.857,5.17213,0.0915962,0.07164,0.0577606,0.0420791,0.08202,0.0582958,0.0433503,0.033803,-999,-999,-999,-999,-999,-999
CFA3K,17.3489,16.8603,16.7162,16.5765,17.0278,16.6963,16.5922,16.5865,183.661,12.246,0.0963622,0.074805,0.0607606,0.0440791,0.0858338,0.0612958,0.0453503,0.035803,-999,-999,-999,-999,-999,-999
CFA3K,17.8429,17.3523,17.1767,17.0295,17.5256,17.164,17.0228,16.9622,183.66,12.1854,0.0973622,0.075805,0.0610085,0.0440791,0.0868338,0.0614366,0.0453503,0.035803,-999,-999,-999,-999,-999,-999
CFA3K,17.8974,17.1973,16.9842,16.7795,17.4486,16.9518,16.7703,16.6972,183.646,12.1699,0.0991282,0.076805,0.0620085,0.0450791,0.0878338,0.0624366,0.0463503,0.036803,-999,-999,-999,-999,-999,-999
CFA3K,18.3519,17.8713,17.7127,17.573,18.0378,17.7283,17.6031,17.587,183.614,12.2592,0.100362,0.07797,0.0627606,0.0456949,0.0896475,0.0632958,0.0472203,0.0371034,-999,-999,-999,-999,-999,-999
CFA3K,15.9984,15.4353,15.2872,15.153,15.6029,15.2559,15.1385,15.107,183.605,12.1458,0.100362,0.07797,0.0627606,0.0456949,0.0896475,0.0632958,0.0472203,0.0371034,-999,-999,-999,-999,-999,-999
CFA3K,16.7143,15.8363,15.4852,15.2015,16.1912,15.4803,15.2275,15.1229,183.579,12.241,0.100362,0.077805,0.0627606,0.0450791,0.0888338,0.0632958,0.0463503,0.0371034,-999,-999,-999,-999,-999,-999
CFA3K,17.8069,17.0988,16.8597,16.669,17.3353,16.8647,16.6908,16.6262,183.573,12.1652,0.0991282,0.076805,0.0620085,0.0450791,0.0878338,0.0624366,0.0463503,0.036803,-999,-999,-999,-999,-999,-999
CFA3K,16.1404,15.6975,15.5952,15.5238,15.8303,15.58,15.5149,15.5393,159.303,65.0119,0.0492981,0.038485,0.0312563,0.0228475,0.0443238,0.0315775,0.0236102,0.018202,1058722499460706432,16.7961,16.0575,15.7037,15.5856,15.5321
CFA3K,15.4876,15.0086,14.8859,14.7663,15.1942,14.912,14.7767,14.7587,171.08,-12.2748,0.161192,0.12562,0.101017,0.0729266,0.143785,0.101873,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999
CFA3K,16.2556,15.5926,15.4149,15.2633,15.7791,15.3913,15.243,15.2163,170.921,-12.3468,0.168192,0.130785,0.105265,0.0765424,0.149599,0.106014,0.0788305,0.0623054,-999,-999,-999,-999,-999,-999
CFA3K,15.9801,15.4301,15.2864,15.1697,15.6342,15.2956,15.1817,15.1698,128.458,41.4769,0.125894,0.09763,0.0785127,0.0573107,0.111903,0.0791549,0.0590904,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,17.0195,16.2955,16.0888,15.9176,16.5569,16.0863,15.9321,15.8888,128.432,41.4711,0.124894,0.09663,0.0785127,0.0566949,0.110903,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,16.1611,15.401,15.1398,14.9362,15.71,15.1594,14.9731,14.9067,128.41,41.5919,0.113128,0.0873,0.0707606,0.0510791,0.100275,0.0712958,0.0523503,0.0421034,-999,-999,-999,-999,-999,-999
CFA3K,17.0596,16.289,16.0368,15.8272,16.5854,16.0365,15.8419,15.7693,128.4,41.5073,0.121894,0.094465,0.0765127,0.0556949,0.108089,0.0771549,0.0572203,0.0454039,915005506392751616,18.1483,17.0039,16.3352,16.0407,15.8412
CFA3K,17.2846,16.7186,16.5709,16.4373,16.8838,16.5349,16.4242,16.4126,128.359,41.4492,0.126894,0.09863,0.0795127,0.0576949,0.112903,0.0801549,0.0592203,0.0474039,914958021234330240,17.9934,17.1768,16.721,16.5504,16.441
CFA3K,16.6655,16.0305,15.8283,15.6666,16.251,15.8323,15.6857,15.65,128.268,41.5574,0.124894,0.097465,0.0785127,0.0566949,0.111089,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,16.176,15.3925,15.1178,14.8867,15.7016,15.12,14.9063,14.829,128.265,41.5451,0.124894,0.097465,0.0785127,0.0566949,0.111089,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,17.5885,16.957,16.8316,16.6657,17.1953,16.8365,16.701,16.6712,128.258,41.572,0.12566,0.09763,0.0785127,0.0566949,0.111903,0.0791549,0.0582203,0.0464039,915009423402929024,18.2845,17.4977,17.0189,16.8422,16.7052
CFA3K,18.7879,17.8871,17.55,17.3354,18.2518,17.542,17.2945,17.1997,174.669,20.456,0.0835962,0.06531,0.0530085,0.0380791,0.0743925,0.0534366,0.0393503,0.0315025,-999,-999,-999,-999,-999,-999
CFA3K,16.1289,15.5011,15.363,15.2344,15.7268,15.3547,15.238,15.2382,174.646,20.5555,0.0953622,0.073805,0.0597606,0.0430791,0.0848337,0.0602958,0.0443503,0.0355025,-999,-999,-999,-999,-999,-999
CFA3K,18.5839,18.1061,18.065,17.9464,18.3052,18.0441,17.9815,17.9795,174.611,20.6009,0.0953622,0.07464,0.0600085,0.0430791,0.08502,0.0604366,0.0443503,0.035803,-999,-999,-999,-999,-999,-999
CFA3K,16.4129,15.8201,15.67,15.5274,16.0603,15.6771,15.5523,15.5317,174.574,20.5999,0.0973622,0.075805,0.0607606,0.0440791,0.0868338,0.0612958,0.0453503,0.035803,-999,-999,-999,-999,-999,-999
CFA3K,16.6389,15.7441,15.43,15.1794,16.1345,15.4689,15.2186,15.1403,174.562,20.6159,0.0953622,0.07464,0.0600085,0.0434633,0.08502,0.0604366,0.0444802,0.035803,-999,-999,-999,-999,-999,-999
CFA3K,16.4391,15.7076,15.476,15.2746,15.9645,15.4665,15.2856,15.2266,226.167,35.9378,0.0510641,0.039485,0.0322563,0.0232316,0.0453238,0.0325775,0.0237401,0.0189015,-999,-999,-999,-999,-999,-999
CFA3K,16.9467,16.1266,15.8627,15.6256,16.4541,15.8758,15.6562,15.5709,226.114,36.0318,0.0450641,0.03532,0.0285042,0.0202316,0.04051,0.0287183,0.0207401,0.0169015,-999,-999,-999,-999,-999,-999
CFA3K,16.1985,15.476,15.2754,15.1186,15.7054,15.2515,15.1074,15.0786,226.08,35.9502,0.0512981,0.04032,0.0322563,0.0232316,0.04551,0.0325775,0.0237401,0.0189015,-999,-999,-999,-999,-999,-999
CFA3K,16.1891,15.6903,15.565,15.4516,15.8297,15.5383,15.442,15.436,226.061,35.9499,0.0520641,0.040485,0.0325042,0.0232316,0.0463237,0.0327183,0.0237401,0.0189015,1291757357538931072,16.6821,16.063,15.6851,15.543,15.4443
CFA3K,16.7275,16.1321,15.954,15.7838,16.3796,15.9626,15.7982,15.7497,280.066,39.9655,0.210256,0.163105,0.131521,0.095774,0.187109,0.132592,0.0985706,0.0779064,-999,-999,-999,-999,-999,-999
CFA3K,16.5325,15.8721,15.6755,15.4979,16.1454,15.698,15.5332,15.4895,280.041,40.0162,0.21549,0.168105,0.135521,0.097774,0.192109,0.136592,0.100571,0.0802069,-999,-999,-999,-999,-999,-999
CFA3K,16.3695,15.6051,15.343,15.0999,15.9391,15.3835,15.1559,15.0505,280.032,40.0651,0.219256,0.17027,0.137521,0.099774,0.194922,0.138592,0.102571,0.0812069,2098483950967006208,17.4461,16.3563,15.68,15.3744,15.1444
CFA3K,16.53,16.1141,15.9905,15.8813,16.2508,15.9948,15.8933,15.8784,280.01,39.967,0.20949,0.16294,0.131521,0.0951582,0.186295,0.132592,0.0977006,0.0779064,2098096407478634880,17.0543,16.4518,16.1196,15.9842,15.8878
CFA3K,17.178,16.5561,16.3735,16.2194,16.8002,16.4277,16.2717,16.2545,280.001,39.9892,0.21149,0.164105,0.132521,0.095774,0.188109,0.133592,0.0985706,0.0789064,2098096716716285184,17.9677,17.1492,16.6597,16.4594,16.3173
CFA3K,16.357,15.6571,15.434,15.2644,15.9276,15.4625,15.2879,15.2456,279.963,40.0103,0.214256,0.167105,0.134521,0.097774,0.191109,0.135592,0.100571,0.0799064,-999,-999,-999,-999,-999,-999
CFA3K,16.7035,16.0486,15.8505,15.6988,16.3128,15.8835,15.7273,15.6959,279.883,40.0417,0.20949,0.16294,0.131521,0.0951582,0.186295,0.132592,0.0977006,0.0779064,-999,-999,-999,-999,-999,-999
CFA3K,18.1689,17.4469,17.1575,16.9383,17.6915,17.1525,16.9277,16.8438,202.566,13.3336,0.0785962,0.061145,0.0492563,0.0354633,0.0695787,0.0495775,0.0364802,0.0295025,-999,-999,-999,-999,-999,-999
CFA3K,16.7359,15.7799,15.4405,15.1073,16.1433,15.432,15.1138,14.9728,202.529,13.3712,0.0825962,0.06431,0.0520085,0.0374633,0.0733925,0.0524366,0.0384802,0.0305025,3740100647124531968,17.9524,16.6692,15.8159,15.4348,15.102
CFA3K,16.0029,15.3109,15.0725,14.8523,15.5634,15.0672,14.8783,14.8189,202.515,13.4768,0.0865962,0.067475,0.0540085,0.0394633,0.0772063,0.0544366,0.0404802,0.0325025,3740106247761888768,16.9169,15.943,15.336,15.0661,14.8707
CFA3K,17.7009,17.2139,17.0925,16.9823,17.3658,17.0746,16.9672,16.9562,202.509,13.3733,0.0825962,0.06431,0.0512563,0.0374633,0.0733925,0.0515775,0.0384802,0.0305025,-999,-999,-999,-999,-999,-999
CFA3K,16.0839,15.3239,15.0575,14.8483,15.5736,15.0335,14.8321,14.762,202.443,13.3306,0.0728301,0.056145,0.0452563,0.0328475,0.0645788,0.0455775,0.0336102,0.027202,3740100166088169088,17.1157,15.9739,15.3244,15.033,14.8274
CFA3K,17.1867,16.6424,16.4874,16.3651,16.859,16.5123,16.3833,16.3367,239.197,20.1006,0.178958,0.139115,0.112017,0.0815424,0.159226,0.112873,0.0838305,0.0663054,-999,-999,-999,-999,-999,-999
CFA3K,16.2657,15.4644,15.216,14.9994,15.8022,15.2405,15.0254,14.9414,239.168,20.118,0.181724,0.141115,0.113769,0.0825424,0.161226,0.114732,0.0848305,0.0673054,-999,-999,-999,-999,-999,-999
