survey,CFA3K-B,CFA3K-V,CFA3K-r,CFA3K-i,PS1-g,PS1-r,PS1-i,PS1-z,RA,DEC,CFA3K-B_AV,CFA3K-V_AV,CFA3K-r_AV,CFA3K-i_AV,PS1-g_AV,PS1-r_AV,PS1-i_AV,PS1-z_AV,SOURCEID,GAIA_CFA3K-U,GAIA_CFA3K-B,GAIA_CFA3K-V,GAIA_CFA3K-r,GAIA_CFA3K-i
CFA3K,16.2061,15.7131,15.5831,15.4791,15.866,15.5779,15.4792,15.4772,239.133,20.0178,0.175958,0.13695,0.110017,0.0805424,0.156413,0.110873,0.0828305,0.0653054,1204183627209018368,16.8322,16.107,15.7232,15.5842,15.4792
CFA3K,16.333,15.6074,15.374,15.1817,15.8481,15.3553,15.1707,15.109,239.097,20.0072,0.172192,0.13395,0.108017,0.0785424,0.153413,0.108873,0.0808305,0.0643054,-999,-999,-999,-999,-999,-999
CFA3K,16.996,16.3794,16.2087,16.0354,16.559,16.1748,16.0165,15.9722,239.066,20.0017,0.172958,0.13495,0.108017,0.0785424,0.154413,0.108873,0.0808305,0.0643054,1204183352331120000,17.6351,16.8611,16.3851,16.1746,16.0155
CFA3K,17.3375,16.8707,16.7348,16.585,17.0464,16.7144,16.5949,16.5706,208.256,5.32082,0.0943622,0.07364,0.0590085,0.0430791,0.08402,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,17.7235,17.0127,16.7658,16.513,17.2704,16.7676,16.5376,16.4418,208.229,5.33347,0.0943622,0.072805,0.0590085,0.0430791,0.0838337,0.0594366,0.0443503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,16.6555,15.9197,15.6758,15.5,16.1876,15.674,15.4956,15.4382,208.218,5.27146,0.0895962,0.06964,0.0560085,0.0410791,0.08002,0.0564366,0.0423503,0.0335025,-999,-999,-999,-999,-999,-999
CFA3K,15.9705,15.3427,15.1588,15.01,15.5704,15.1509,15.0172,14.9875,208.192,5.26187,0.0885962,0.069475,0.0560085,0.0404633,0.0792063,0.0564366,0.0414802,0.032803,3720003807951484928,16.854,15.9026,15.3615,15.1486,15.018
CFA3K,16.7275,16.1837,16.0118,15.848,16.4083,16.0134,15.8683,15.8372,208.191,5.38285,0.0953622,0.073805,0.0597606,0.0430791,0.0848337,0.0602958,0.0443503,0.0355025,3720031811138263680,17.5956,16.7313,16.2165,16.0141,15.872
CFA3K,17.4655,17.0717,16.9538,16.848,17.1916,16.9405,16.8502,16.8347,208.19,5.32487,0.0923622,0.07164,0.0580085,0.0420791,0.08202,0.0584366,0.0433503,0.0345025,-999,-999,-999,-999,-999,-999
CFA3K,16.0935,15.3757,15.1468,14.966,15.638,15.1424,14.9703,14.911,208.172,5.26488,0.0875962,0.06764,0.0550085,0.0394633,0.07802,0.0554366,0.0404802,0.0325025,-999,-999,-999,-999,-999,-999
CFA3K,16.3119,15.7172,15.5357,15.3777,15.9397,15.554,15.4162,15.3723,218.541,3.87345,0.124894,0.09663,0.0777606,0.0566949,0.110903,0.0782958,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,16.3384,15.4327,15.0657,14.7472,15.8391,15.1062,14.8051,14.6729,218.5,3.88279,0.128894,0.10063,0.0805127,0.0586949,0.114902,0.0811549,0.0602203,0.0484039,3656768214178474496,17.6212,16.2921,15.5173,15.0945,14.7933
CFA3K,15.7744,15.1417,14.9687,14.8192,15.3514,14.9651,14.8226,14.7952,218.435,3.71991,0.13466,0.104795,0.0845127,0.0613107,0.119716,0.0851549,0.0630904,0.0497044,-999,-999,-999,-999,-999,-999
CFA3K,17.0893,16.5376,16.37,16.1988,16.7712,16.3759,16.2094,16.1616,195.232,27.9678,0.0345321,0.02699,0.0215042,0.0156158,0.0308825,0.0217183,0.0158701,0.012601,1460798886533532928,17.8371,17.0683,16.5893,16.3787,16.209
CFA3K,15.7296,15.2936,15.165,15.0518,15.492,15.1945,15.0815,15.0775,195.144,28.0432,0.0382981,0.030155,0.0245042,0.0172316,0.0346962,0.0247183,0.0177401,0.014601,-999,-999,-999,-999,-999,-999
CFA3K,16.6594,15.726,15.3751,15.0969,16.0799,15.36,15.0808,14.9827,195.117,27.9107,0.0345321,0.02699,0.0217521,0.0156158,0.0308825,0.0218592,0.0158701,0.012601,-999,-999,-999,-999,-999,-999
CFA3K,15.6767,15.1583,15.0011,14.8938,15.3484,15.0209,14.9107,14.9086,195.102,28.0136,0.0372981,0.029155,0.0235042,0.0172316,0.0336962,0.0237183,0.0177401,0.0139015,1460811633996467328,16.4023,15.631,15.1886,15.0176,14.9112
CFA3K,16.5623,15.6823,15.3697,15.1695,16.0081,15.3685,15.1674,15.1094,195.091,27.9564,0.0372981,0.02899,0.0235042,0.0172316,0.0328825,0.0237183,0.0177401,0.013601,-999,-999,-999,-999,-999,-999
CFA3K,16.3987,15.7063,15.4849,15.3165,15.9915,15.5151,15.3354,15.2865,242.574,43.0439,0.0392981,0.031155,0.0245042,0.0182316,0.0356962,0.0247183,0.0187401,0.014601,1384975121572564864,17.3983,16.3704,15.7612,15.5067,15.3315
CFA3K,17.1591,16.6473,16.4989,16.3679,16.8309,16.5021,16.3781,16.3569,242.541,43.157,0.0530641,0.041485,0.0335042,0.0242316,0.0473237,0.0337183,0.0247401,0.0199015,-999,-999,-999,-999,-999,-999
CFA3K,16.7334,16.1866,16.0328,15.9188,16.3863,16.0334,15.9159,15.8968,242.514,43.049,0.0402981,0.031155,0.0255042,0.0182316,0.0356962,0.0257183,0.0187401,0.0149015,-999,-999,-999,-999,-999,-999
CFA3K,16.584,15.8186,15.5278,15.2792,16.1592,15.5804,15.3375,15.2462,242.431,43.2183,0.0490641,0.03832,0.0305042,0.0222316,0.04351,0.0307183,0.0227401,0.0179015,-999,-999,-999,-999,-999,-999
CFA3K,16.8842,16.3337,16.1792,16.066,16.5125,16.1578,16.0509,16.0491,163.506,46.0691,0.0560641,0.04365,0.0352563,0.0258475,0.0501375,0.0355775,0.0266102,0.0209015,831065043523345920,17.5735,16.8043,16.3574,16.1794,16.0557
CFA3K,16.0899,15.216,14.9105,14.7093,15.5239,14.8871,14.6936,14.6413,163.487,46.0053,0.0540641,0.04165,0.0335042,0.0242316,0.0481375,0.0337183,0.0247401,0.0199015,831058102856196352,17.361,15.9948,15.2316,14.8901,14.688
CFA3K,16.9359,16.1664,15.8936,15.6447,16.4394,15.8786,15.6492,15.5605,163.431,46.0563,0.0530641,0.041485,0.0335042,0.0242316,0.0473237,0.0337183,0.0247401,0.0199015,831062088585848448,17.9793,16.8548,16.1891,15.8912,15.6408
CFA3K,18.7359,18.3417,18.2292,18.078,18.495,18.21,18.1,18.0841,163.429,46.0929,0.0502981,0.039485,0.0315042,0.0228475,0.0453238,0.0317183,0.0236102,0.0189015,-999,-999,-999,-999,-999,-999
CFA3K,16.8833,16.1241,15.8999,15.757,16.4275,15.9332,15.7825,15.7422,196.322,28.6767,0.0382981,0.030155,0.0245042,0.0172316,0.0346962,0.0247183,0.0177401,0.014601,-999,-999,-999,-999,-999,-999
CFA3K,15.7923,15.2831,15.1519,15.039,15.4713,15.1691,15.0682,15.0614,196.311,28.7317,0.0382981,0.030155,0.0245042,0.0172316,0.0346962,0.0247183,0.0177401,0.014601,-999,-999,-999,-999,-999,-999
CFA3K,17.1043,16.5241,16.3789,16.242,16.7401,16.4053,16.2779,16.2596,196.303,28.7436,0.0382981,0.030155,0.0245042,0.0172316,0.0346962,0.0247183,0.0177401,0.014601,1461197596937178368,17.8672,17.0456,16.5841,16.4014,16.2754
CFA3K,16.9223,16.4271,16.2739,16.126,16.6191,16.3084,16.1686,16.1306,196.299,28.7956,0.0402981,0.031155,0.0255042,0.0182316,0.0356962,0.0257183,0.0187401,0.0149015,1461245013376127232,17.5192,16.8871,16.4738,16.3063,16.1652
CFA3K,18.5703,17.9221,17.7339,17.499,18.1604,17.746,17.5671,17.5097,196.271,28.6994,0.0395321,0.031155,0.0247521,0.0182316,0.0356962,0.0248592,0.0187401,0.0149015,-999,-999,-999,-999,-999,-999
CFA3K,15.9103,15.3101,15.1529,15.029,15.5077,15.1648,15.0465,15.0257,196.233,28.7078,0.0412981,0.032155,0.0255042,0.0182316,0.0366962,0.0257183,0.0187401,0.0149015,1461242848712637696,16.5945,15.8066,15.339,15.1568,15.0421
CFA3K,15.8805,15.3791,15.2539,15.1254,15.5735,15.2599,15.1578,15.1423,194.926,28.3616,0.0402981,0.032155,0.0255042,0.0182316,0.0366962,0.0257183,0.0187401,0.0149015,1463827250793491840,16.5419,15.8395,15.4253,15.2572,15.1511
CFA3K,16.2632,15.6075,15.3943,15.1995,15.8652,15.4048,15.2314,15.1774,194.913,28.3678,0.0402981,0.032155,0.0255042,0.0182316,0.0366962,0.0257183,0.0187401,0.0149015,1463827250793491968,17.2046,16.2341,15.647,15.3986,15.2182
CFA3K,16.1245,15.5478,15.3759,15.2355,15.7454,15.3749,15.2571,15.233,194.844,28.3526,0.0422981,0.033155,0.0265042,0.0192316,0.0376963,0.0267183,0.0197401,0.0159015,1463825945123432704,16.8914,16.0566,15.5661,15.3703,15.2494
CFA3K,16.7939,16.1055,15.8716,15.6972,16.3555,15.8785,15.7102,15.6663,194.823,28.3485,0.0422981,0.033155,0.0265042,0.0192316,0.0376963,0.0267183,0.0197401,0.015601,-999,-999,-999,-999,-999,-999
CFA3K,16.0455,15.3628,15.1536,14.9875,15.6473,15.2664,15.0391,15.0035,194.804,28.4372,0.0392981,0.031155,0.0245042,0.0182316,0.0356962,0.0247183,0.0187401,0.014601,-999,-999,-999,-999,-999,-999
CFA3K,17.1897,16.3933,16.1298,15.9245,16.7351,16.1579,15.9438,15.873,320.142,-1.66522,0.168192,0.130785,0.105265,0.0765424,0.149599,0.106014,0.0788305,0.0623054,-999,-999,-999,-999,-999,-999
CFA3K,16.1057,15.3793,15.1488,14.9665,15.6983,15.1735,14.9817,14.9258,320.141,-1.68062,0.169958,0.13195,0.106017,0.0775424,0.151413,0.106873,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999
CFA3K,16.5677,15.9143,15.7218,15.5835,16.1537,15.7279,15.5743,15.5256,320.084,-1.7571,0.181958,0.14128,0.114017,0.0825424,0.16204,0.114873,0.0848305,0.0673054,2685929095010785280,17.4798,16.5069,15.9444,15.7195,15.5677
CFA3K,16.4007,15.8943,15.7498,15.6355,16.0685,15.7549,15.6378,15.6351,320.072,-1.66361,0.170192,0.132785,0.107017,0.0775424,0.151599,0.107873,0.0798305,0.0633054,-999,-999,-999,-999,-999,-999
CFA3K,16.4967,15.6153,15.2588,14.9845,15.9773,15.2716,14.9745,14.8553,320.065,-1.75468,0.182724,0.14228,0.114769,0.0831582,0.16304,0.115732,0.0857006,0.0676059,2685929133666418688,17.8872,16.4491,15.6623,15.2467,14.9588
CFA3K,16.8667,16.0663,15.7778,15.5355,16.35,15.778,15.528,15.4378,320.06,-1.70399,0.174958,0.13595,0.109017,0.0795424,0.155413,0.109873,0.0818305,0.0653054,2685930301897526784,17.9099,16.7865,16.0748,15.7708,15.5228
CFA3K,17.1097,16.4823,16.2848,16.1285,16.6813,16.2667,16.1064,16.0602,320.038,-1.73452,0.181724,0.141115,0.113769,0.0825424,0.161226,0.114732,0.0848305,0.0673054,-999,-999,-999,-999,-999,-999
CFA3K,18.2497,17.6333,17.4618,17.3325,17.8591,17.4699,17.3338,17.3132,320.033,-1.65243,0.171958,0.13395,0.108017,0.0785424,0.153413,0.108873,0.0808305,0.0640049,-999,-999,-999,-999,-999,-999
CFA3K,16.1477,15.4633,15.2498,15.0965,15.7515,15.2833,15.1198,15.077,320.02,-1.60413,0.168192,0.130785,0.105265,0.0765424,0.149599,0.106014,0.0788305,0.0623054,2686119761494716160,17.2105,16.1218,15.5229,15.2772,15.1178
CFA3K,16.8957,16.2974,16.1169,15.9821,16.4884,16.1128,15.9811,15.9435,184.806,22.4015,0.0933622,0.07264,0.0580085,0.0420791,0.08302,0.0584366,0.0433503,0.034803,-999,-999,-999,-999,-999,-999
CFA3K,16.0125,15.3723,15.186,15.0256,15.6085,15.1882,15.0344,15.0009,201.14,30.953,0.0520641,0.040485,0.0325042,0.0238475,0.0463237,0.0327183,0.0246102,0.019202,-999,-999,-999,-999,-999,-999
CFA3K,18.297,17.7353,17.5775,17.4216,17.9471,17.5718,17.4226,17.407,201.111,30.9424,0.0510641,0.039485,0.0315042,0.0228475,0.0453238,0.0317183,0.0236102,0.0189015,-999,-999,-999,-999,-999,-999
CFA3K,18.7895,17.9668,17.628,17.3406,18.2822,17.6216,17.362,17.2524,201.101,30.9078,0.0462981,0.03632,0.0295042,0.0212316,0.04151,0.0297183,0.0217401,0.0169015,-999,-999,-999,-999,-999,-999
CFA3K,17.8088,17.3684,17.2127,17.0811,17.6122,17.3062,17.1816,17.1311,222.187,-4.70239,0.301853,0.234745,0.18953,0.137237,0.269129,0.191028,0.141051,0.112409,-999,-999,-999,-999,-999,-999
CFA3K,16.2888,15.6799,15.4597,15.2566,15.8854,15.4684,15.288,15.2063,222.186,-4.80444,0.280321,0.218085,0.175777,0.127621,0.249874,0.177169,0.131181,0.104108,-999,-999,-999,-999,-999,-999
CFA3K,17.0388,16.499,16.3039,16.1562,16.6976,16.3187,16.1819,16.1271,222.176,-4.66287,0.306619,0.23791,0.19153,0.139237,0.272942,0.193028,0.143051,0.113709,6338255488371525504,17.7312,16.9877,16.5251,16.326,16.1726
CFA3K,16.2629,15.5445,15.2948,15.1052,15.8089,15.2967,15.1114,15.0411,222.169,-4.72968,0.303853,0.23658,0.19053,0.138237,0.270315,0.192028,0.142051,0.112709,-999,-999,-999,-999,-999,-999
CFA3K,17.2783,16.6955,16.4454,16.2452,17.0525,16.6048,16.4218,16.3611,222.169,-4.66971,0.311619,0.24291,0.19553,0.141853,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999
CFA3K,16.1002,15.5849,15.4167,15.2751,15.788,15.4352,15.294,15.262,222.167,-4.68186,0.311619,0.24291,0.19553,0.141853,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999
CFA3K,17.8918,17.304,17.1064,16.8672,17.5369,17.0893,16.9239,16.8629,222.147,-4.79959,0.275321,0.21392,0.172777,0.125621,0.24506,0.174169,0.129181,0.102108,-999,-999,-999,-999,-999,-999
CFA3K,18.1508,17.6745,17.4668,17.3367,17.8615,17.5545,17.4087,17.3769,222.142,-4.65918,0.316619,0.247075,0.19853,0.143853,0.282756,0.200028,0.147921,0.11801,-999,-999,-999,-999,-999,-999
CFA3K,17.0164,16.3755,16.1498,15.9812,16.614,16.1795,16.0037,15.9444,222.133,-4.76652,0.285087,0.22125,0.178777,0.129621,0.253688,0.180169,0.133181,0.105409,-999,-999,-999,-999,-999,-999
CFA3K,17.0194,16.394,16.1884,15.9782,16.6506,16.2129,16.0387,15.9629,222.126,-4.678,0.313619,0.244075,0.19653,0.142853,0.279756,0.198028,0.146921,0.116709,-999,-999,-999,-999,-999,-999
CFA3K,17.0538,16.0705,15.6884,15.3847,16.4483,15.6951,15.4062,15.278,222.076,-4.81391,0.265554,0.20659,0.166777,0.120621,0.236432,0.168169,0.124181,0.0988079,-999,-999,-999,-999,-999,-999
CFA3K,18.0819,17.3475,17.2054,16.9467,17.6422,17.1934,17.0159,16.9493,222.06,-4.66439,0.303853,0.236745,0.19053,0.138237,0.271129,0.192028,0.142051,0.112709,-999,-999,-999,-999,-999,-999
CFA3K,17.6703,17.1063,16.9198,16.753,17.2895,16.9,16.7645,16.7326,9.77274,-8.94108,0.122894,0.095465,0.0767606,0.0556949,0.109089,0.0772958,0.0572203,0.0454039,2426256819699782912,18.5255,17.6449,17.1292,16.9244,16.778
CFA3K,18.6323,18.0718,17.9108,17.7795,18.2777,17.8642,17.7148,17.6758,9.76164,-9.0244,0.12566,0.09763,0.0785127,0.0566949,0.111903,0.0791549,0.0582203,0.0464039,-999,-999,-999,-999,-999,-999
CFA3K,18.6843,17.9408,17.6087,17.3651,18.2526,17.6297,17.3745,17.2734,9.71846,-8.95921,0.125894,0.098465,0.0795127,0.0573107,0.112089,0.0801549,0.0590904,0.0471034,-999,-999,-999,-999,-999,-999
CFA3K,17.0517,16.5539,16.4188,16.2804,16.7188,16.3858,16.2711,16.2593,36.5284,41.9331,0.21349,0.166105,0.133521,0.096774,0.190109,0.134592,0.0995706,0.0792069,-999,-999,-999,-999,-999,-999
CFA3K,15.9802,15.1799,14.9298,14.7148,15.4743,14.9089,14.7183,14.658,36.5225,41.8602,0.21249,0.165105,0.133521,0.096774,0.189109,0.134592,0.0995706,0.0789064,-999,-999,-999,-999,-999,-999
CFA3K,17.5757,17.0839,16.9288,16.8004,17.2749,16.9047,16.7787,16.7516,36.5186,41.922,0.213256,0.166105,0.133521,0.096774,0.190109,0.134592,0.0995706,0.0792069,-999,-999,-999,-999,-999,-999
CFA3K,16.573,15.9432,15.7128,15.5041,16.1548,15.7005,15.5243,15.4299,36.5176,41.8938,0.21249,0.165105,0.133521,0.096774,0.189109,0.134592,0.0995706,0.0789064,-999,-999,-999,-999,-999,-999
CFA3K,17.6883,17.0616,16.8882,16.6941,17.2666,16.8625,16.6959,16.6565,36.5078,41.9113,0.20849,0.162105,0.130769,0.094774,0.186109,0.131732,0.0975706,0.0779064,-999,-999,-999,-999,-999,-999
CFA3K,16.7564,16.1042,15.8874,15.7067,16.3223,15.862,15.7005,15.6624,36.4983,41.9959,0.224256,0.174435,0.140521,0.101774,0.199736,0.141592,0.104571,0.0832069,339463808372521600,17.6931,16.7004,16.1132,15.8752,15.7082
CFA3K,16.2225,15.6612,15.4901,15.3481,15.88,15.4951,15.3574,15.3427,36.4779,42.0228,0.229022,0.1776,0.143273,0.103774,0.20355,0.144451,0.106571,0.0852069,-999,-999,-999,-999,-999,-999
CFA3K,17.1506,16.2559,15.9475,15.7114,16.5969,15.9341,15.6921,15.6034,36.4131,41.8679,0.20549,0.159775,0.128521,0.0931582,0.182481,0.129592,0.0957006,0.0759064,-999,-999,-999,-999,-999,-999
CFA3K,17.4539,16.9962,16.8408,16.6897,17.2098,16.8667,16.7413,16.7298,36.4105,42.0138,0.220256,0.17127,0.137521,0.099774,0.195922,0.138592,0.102571,0.0819064,-999,-999,-999,-999,-999,-999
CFA3K,16.4766,16.1649,16.0968,16.0351,16.4817,16.1628,16.053,16.0404,36.4083,41.9929,0.217256,0.169105,0.136521,0.098774,0.193109,0.137592,0.101571,0.0809064,339464358128353920,17.4338,16.7344,16.3318,16.1671,16.0505
CFA3K,15.7882,15.1239,14.9138,14.7528,15.3404,14.9062,14.7485,14.7161,36.4055,41.9618,0.21349,0.166105,0.133521,0.096774,0.190109,0.134592,0.0995706,0.0792069,-999,-999,-999,-999,-999,-999
CFA3K,15.691,15.2052,15.0594,14.9417,15.3779,15.0706,14.962,14.9465,36.4053,42.0325,0.224256,0.174435,0.140521,0.101774,0.199736,0.141592,0.104571,0.0832069,339464770445555968,16.3803,15.6202,15.2262,15.0711,14.958
CFA3K,16.8718,16.2166,16.0318,15.8728,16.4086,16.0032,15.8449,15.813,36.3817,41.8643,0.20649,0.16094,0.129521,0.0941582,0.184295,0.130592,0.0967006,0.0769064,-999,-999,-999,-999,-999,-999
CFA3K,16.0159,15.4676,15.2872,15.1318,15.6426,15.2824,15.1289,15.0975,36.3813,41.9644,0.21349,0.166105,0.133521,0.096774,0.190109,0.134592,0.0995706,0.0792069,-999,-999,-999,-999,-999,-999
CFA3K,16.5646,15.7869,15.5281,15.3198,16.0595,15.518,15.309,15.2505,36.372,41.9258,0.210256,0.163105,0.131521,0.095774,0.187109,0.132592,0.0985706,0.0779064,-999,-999,-999,-999,-999,-999
CFA3K,17.5069,16.5716,16.2102,15.9315,16.9241,16.2131,15.9307,15.8206,36.3566,41.9479,0.21149,0.16494,0.132521,0.0961582,0.188295,0.133592,0.0987006,0.0789064,-999,-999,-999,-999,-999,-999
CFA3K,16.1287,15.2849,14.9961,14.7548,15.5843,14.9881,14.7516,14.6584,36.3539,41.8834,0.207256,0.16094,0.129769,0.0941582,0.184295,0.130732,0.0967006,0.0769064,-999,-999,-999,-999,-999,-999
CFA3K,16.903,16.0962,15.8531,15.6577,16.3596,15.8068,15.6362,15.5879,36.3495,41.8901,0.207256,0.16094,0.129769,0.0941582,0.184295,0.130732,0.0967006,0.0769064,339088428230975744,17.9255,16.7741,16.1088,15.8151,15.6296
CFA3K,17.9153,17.0925,16.75,16.438,17.4343,16.7669,16.462,16.3271,347.575,30.2703,0.230022,0.1786,0.144273,0.10439,0.20455,0.145451,0.107441,0.0852069,-999,-999,-999,-999,-999,-999
CFA3K,16.1817,15.5479,15.383,15.2254,15.7846,15.3885,15.251,15.2265,347.56,30.1899,0.226022,0.175435,0.141521,0.102774,0.200736,0.142592,0.105571,0.0842069,1885562802691447168,17.0819,16.1203,15.5864,15.3751,15.2407
CFA3K,16.4882,15.8309,15.6367,15.4517,16.0718,15.6437,15.4715,15.423,347.559,30.1663,0.225256,0.175435,0.141273,0.10239,0.200736,0.142451,0.105441,0.0832069,-999,-999,-999,-999,-999,-999
CFA3K,18.6527,18.0009,17.7407,17.5324,18.1977,17.7382,17.5489,17.4904,347.514,30.2437,0.232022,0.1806,0.145273,0.10539,0.20655,0.146451,0.108441,0.0862069,-999,-999,-999,-999,-999,-999
CFA3K,17.7522,17.1339,16.9104,16.7614,17.3367,16.9339,16.78,16.73,347.466,30.2306,0.233022,0.180765,0.146273,0.105774,0.207364,0.147451,0.108571,0.0865074,1885751575094516480,18.5766,17.6684,17.1417,16.9518,16.7889
CFA3K,17.1085,16.4862,16.2787,16.1004,16.7231,16.3033,16.1358,16.0768,347.457,30.2558,0.232256,0.180765,0.145521,0.10539,0.207364,0.146592,0.108441,0.0865074,-999,-999,-999,-999,-999,-999
CFA3K,16.2757,15.4569,15.1637,14.9351,15.7788,15.1839,14.9749,14.8907,347.454,30.2459,0.234022,0.1816,0.146273,0.10639,0.20755,0.147451,0.109441,0.0865074,1885751781252945024,17.4575,16.2033,15.4926,15.1851,14.9628
CFA3K,17.6753,17.1035,16.9583,16.8127,17.3269,16.9753,16.8368,16.8145,347.44,30.2573,0.232256,0.180765,0.145521,0.10539,0.207364,0.146592,0.108441,0.0865074,1885751849972420480,18.505,17.6439,17.1554,16.9827,16.8441
CFA3K,18.6257,18.0049,17.8997,17.7611,18.3056,17.9645,17.8238,17.7884,347.431,30.2143,0.235022,0.182765,0.147273,0.10739,0.209364,0.148451,0.110441,0.0875074,-999,-999,-999,-999,-999,-999
CFA3K,15.6398,15.1069,14.958,14.8345,15.3089,14.9655,14.8387,14.8318,10.7588,-23.5454,0.0688301,0.05398,0.0432563,0.0314633,0.061765,0.0435775,0.0324802,0.0255025,2348925108901194240,16.4501,15.6002,15.1315,14.9513,14.8447
CFA3K,16.8948,16.3989,16.279,16.1645,16.5783,16.2732,16.1405,16.1107,10.7436,-23.6172,0.0678301,0.05298,0.0422563,0.0308475,0.060765,0.0425775,0.0316102,0.025202,2348924215547990144,17.4179,16.8076,16.4247,16.2696,16.1416
CFA3K,16.5438,16.0289,15.868,15.7305,16.2602,15.8988,15.7629,15.741,10.7198,-23.4696,0.0688301,0.05398,0.0432563,0.0314633,0.061765,0.0435775,0.0324802,0.0255025,2348961461504386944,17.3252,16.5491,16.0808,15.8962,15.7724
CFA3K,15.6848,15.0679,14.904,14.7725,15.2703,14.892,14.7476,14.7275,10.6699,-23.6056,0.0680641,0.05298,0.0430085,0.0308475,0.060765,0.0434366,0.0316102,0.025202,2348923700151913984,16.4888,15.5862,15.0653,14.8684,14.7507
CFA3K,15.8923,15.2896,15.1089,14.9331,15.5161,15.1045,14.9616,14.9363,300.792,49.2844,0.685301,0.532635,0.429315,0.311554,0.609836,0.432634,0.320452,0.254921,2087719388539011328,16.7364,15.8384,15.3204,15.1094,14.9656
CFA3K,16.4813,15.8876,15.6959,15.5041,16.1147,15.6777,15.5095,15.4599,300.791,49.3856,0.695067,0.5408,0.435068,0.316169,0.61865,0.438493,0.325322,0.258222,2087724679938496768,17.3631,16.456,15.905,15.6743,15.5045
CFA3K,17.6593,16.9566,16.7129,16.4781,17.2205,16.6874,16.469,16.3909,300.776,49.3026,0.681535,0.53047,0.427315,0.309938,0.607023,0.430634,0.318582,0.253621,2087721072165925632,18.4976,17.5931,16.962,16.6812,16.4738
CFA3K,17.4023,16.4936,16.1489,15.8431,16.8746,16.1528,15.8689,15.7445,300.739,49.3917,0.688301,0.535635,0.431068,0.312554,0.612836,0.434493,0.321452,0.255921,2087724538196642560,18.5992,17.3456,16.55,16.1518,15.8544
CFA3K,16.6973,16.0086,15.7749,15.5131,16.2626,15.7533,15.5473,15.4739,300.714,49.3085,0.699067,0.543965,0.438068,0.318169,0.622464,0.441493,0.327322,0.259921,2087722652713862144,17.5753,16.6306,16.0156,15.7481,15.5395
CFA3K,17.8613,17.1976,17.0029,16.7921,17.4814,17.0043,16.8269,16.7532,300.653,49.3547,0.700067,0.54413,0.43882,0.318169,0.623278,0.442352,0.327322,0.260222,-999,-999,-999,-999,-999,-999
CFA3K,18.7863,18.0936,17.7989,17.5201,18.358,17.8037,17.56,17.4837,300.64,49.3389,0.708067,0.550295,0.44382,0.322169,0.630091,0.447352,0.331322,0.263222,-999,-999,-999,-999,-999,-999
CFA3K,16.1237,15.3546,15.0636,14.8116,15.6548,15.062,14.8143,14.7195,49.4341,-1.75599,0.287087,0.223085,0.179777,0.130237,0.254874,0.181169,0.134051,0.106409,3262213792310513792,17.1769,16.0829,15.3836,15.054,14.8104
CFA3K,15.8897,15.2626,15.0556,14.8596,15.4744,15.0483,14.872,14.8109,49.3578,-1.71147,0.293087,0.228415,0.183777,0.133237,0.261501,0.185169,0.137051,0.109409,3262214926181841024,16.6807,15.8264,15.2713,15.039,14.866
CFA3K,15.9518,15.3832,15.2017,15.0651,15.585,15.2048,15.0657,15.0559,338.051,30.8943,0.312619,0.24291,0.19553,0.141853,0.277942,0.197028,0.145921,0.11601,-999,-999,-999,-999,-999,-999
CFA3K,18.8817,18.0998,17.7812,17.4731,18.3799,17.7706,17.4809,17.3749,14.0843,-1.60576,0.13066,0.10163,0.0815127,0.0593107,0.115902,0.0821549,0.0610904,0.0484039,-999,-999,-999,-999,-999,-999
CFA3K,17.2082,16.3296,15.9857,15.7008,16.6961,16.0239,15.7502,15.6252,344.691,15.1891,0.163192,0.12662,0.102017,0.0739266,0.144785,0.102873,0.0759605,0.0603054,2816358975388862208,18.5142,17.1849,16.4052,16.0272,15.7391
CFA3K,17.7642,16.9636,16.7407,16.5228,17.3725,16.7604,16.5369,16.4484,344.613,15.2539,0.160426,0.12462,0.100265,0.0729266,0.142785,0.101014,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999
CFA3K,17.7592,17.0616,16.8397,16.6478,17.3944,16.881,16.6941,16.6263,344.597,15.2541,0.160426,0.12462,0.100265,0.0729266,0.142785,0.101014,0.0749605,0.0600049,-999,-999,-999,-999,-999,-999
CFA3K,17.3062,16.6586,16.4777,16.2998,16.9577,16.5028,16.3481,16.2867,344.579,15.2273,0.155426,0.120455,0.0972648,0.0709266,0.137971,0.0980141,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999
CFA3K,16.9572,16.4556,16.0777,15.8798,16.8934,16.3203,16.1006,16.0055,344.556,15.2648,0.156192,0.121455,0.0980169,0.0709266,0.138971,0.0988732,0.0729605,0.0580049,-999,-999,-999,-999,-999,-999
CFA3K,15.8367,15.3708,15.236,15.0933,15.5108,15.2214,15.0953,15.0688,75.4883,-21.0982,0.0993622,0.077805,0.0627606,0.0450791,0.0888338,0.0632958,0.0463503,0.036803,2974920337507061888,16.3838,15.7556,15.3963,15.2436,15.1548
